Orthogroup	Prbb	Prai
OG0000484	Prbb.g_00341	Prai.g_00302
OG0000485	Prbb.g_00342	Prai.g_00303
OG0000486	Prbb.g_00343	Prai.g_00304
OG0000487	Prbb.g_00346	Prai.g_00308
OG0000488	Prbb.g_00349	Prai.g_00311
OG0000489	Prbb.g_00354	Prai.g_00316
OG0000490	Prbb.g_00359	Prai.g_00321
OG0000491	Prbb.g_00360	Prai.g_00322
OG0000492	Prbb.g_00362	Prai.g_00324
OG0000493	Prbb.g_00363	Prai.g_00325
OG0000494	Prbb.g_00364	Prai.g_00326
OG0000495	Prbb.g_00365	Prai.g_00327
OG0000496	Prbb.g_00366	Prai.g_00328
OG0000497	Prbb.g_00367	Prai.g_00329
OG0000498	Prbb.g_00368	Prai.g_00330
OG0000499	Prbb.g_00369	Prai.g_00331
OG0000500	Prbb.g_00370	Prai.g_00332
OG0000501	Prbb.g_00372	Prai.g_00334
OG0000502	Prbb.g_00375	Prai.g_00337
OG0000503	Prbb.g_00394	Prai.g_00347
OG0000504	Prbb.g_00396	Prai.g_00348
OG0000505	Prbb.g_00397	Prai.g_00349
OG0000506	Prbb.g_00398	Prai.g_00351
OG0000507	Prbb.g_00401	Prai.g_00354
OG0000508	Prbb.g_00404	Prai.g_00357
OG0000509	Prbb.g_00406	Prai.g_00359
OG0000510	Prbb.g_00407	Prai.g_00360
OG0000511	Prbb.g_00408	Prai.g_00361
OG0000512	Prbb.g_00410	Prai.g_00363
OG0000513	Prbb.g_00419	Prai.g_00370
OG0000514	Prbb.g_00436	Prai.g_00462
OG0000515	Prbb.g_00437	Prai.g_00463
OG0000516	Prbb.g_00438	Prai.g_00464
OG0000517	Prbb.g_00440	Prai.g_00466
OG0000518	Prbb.g_00451	Prai.g_00477
OG0000519	Prbb.g_00452	Prai.g_00478
OG0000520	Prbb.g_00453	Prai.g_00479
OG0000521	Prbb.g_00458	Prai.g_00484
OG0000522	Prbb.g_00460	Prai.g_00486
OG0000523	Prbb.g_00461	Prai.g_00487
OG0000524	Prbb.g_00468	Prai.g_00492
OG0000525	Prbb.g_00472	Prai.g_00495
OG0000526	Prbb.g_00473	Prai.g_00496
OG0000527	Prbb.g_00476	Prai.g_00503
OG0000528	Prbb.g_00482	Prai.g_00508
OG0000529	Prbb.g_00486	Prai.g_00511
OG0000530	Prbb.g_00489	Prai.g_00514
OG0000531	Prbb.g_00490	Prai.g_00515
OG0000532	Prbb.g_00491	Prai.g_00517
OG0000533	Prbb.g_00492	Prai.g_00518
OG0000534	Prbb.g_00493	Prai.g_00519
OG0000535	Prbb.g_00494	Prai.g_00520
OG0000536	Prbb.g_00495	Prai.g_00521
OG0000537	Prbb.g_00496	Prai.g_00522
OG0000538	Prbb.g_00504	Prai.g_00530
OG0000539	Prbb.g_00505	Prai.g_00531
OG0000540	Prbb.g_00506	Prai.g_00532
OG0000541	Prbb.g_00507	Prai.g_00533
