Orthogroup	Prbb	Prax
OG0000113	Prbb.g_00807, Prbb.g_01218	Prax.g_00351
OG0000114	Prbb.g_00932	Prax.g_00561
OG0000115	Prbb.g_01780	Prax.g_00132
OG0000116	Prbb.g_01528	Prax.g_00190
OG0000117	Prbb.g_01399	Prax.g_01959
OG0000118	Prbb.g_01598	Prax.g_01887
OG0000119	Prbb.g_01632	Prax.g_01867
OG0000120	Prbb.g_00678	Prax.g_01832
OG0000121	Prbb.g_01688	Prax.g_01726
OG0000122	Prbb.g_01727	Prax.g_01688
OG0000123	Prbb.g_02008	Prax.g_01345
OG0000124	Prbb.g_02079	Prax.g_01410
OG0000125	Prbb.g_02131	Prax.g_01447
OG0000126	Prbb.g_02183	Prax.g_01485
OG0000128	Prbb.g_00012	Prax.g_01974
OG0000129	Prbb.g_00059	Prax.g_00269
OG0000130	Prbb.g_00124	Prax.g_00640
OG0000131	Prbb.g_00202	Prax.g_01073
OG0000132	Prbb.g_00221	Prax.g_01054
OG0000133	Prbb.g_00373	Prax.g_00853, Prax.g_00852, Prax.g_01783
OG0000134	Prbb.g_00418	Prax.g_00816, Prax.g_01573
OG0000135	Prbb.g_01326	Prax.g_00792
OG0000136	Prbb.g_00446	Prax.g_00759
OG0000137	Prbb.g_00478	Prax.g_00727
OG0000138	Prbb.g_00499	Prax.g_00706
OG0000139	Prbb.g_00540	Prax.g_00664
OG0000140	Prbb.g_00541	Prax.g_00663
OG0000141	Prbb.g_00608	Prax.g_00066
OG0000142	Prbb.g_00636	Prax.g_00094
OG0000143	Prbb.g_00640	Prax.g_00098
OG0000144	Prbb.g_00653	Prax.g_00111
OG0000145	Prbb.g_01099	Prax.g_00413
OG0000146	Prbb.g_00982	Prax.g_00408
OG0000147	Prbb.g_00981	Prax.g_00407
OG0000148	Prbb.g_00801	Prax.g_00357
OG0000149	Prbb.g_00832	Prax.g_00326
OG0000150	Prbb.g_00840	Prax.g_00318
OG0000151	Prbb.g_00943	Prax.g_00571
OG0000152	Prbb.g_00991	Prax.g_01129
OG0000153	Prbb.g_01009	Prax.g_01148
OG0000154	Prbb.g_01040	Prax.g_01178
OG0000155	Prbb.g_01495	Prax.g_00220
OG0000156	Prbb.g_01575	Prax.g_01910
OG0000157	Prbb.g_01576	Prax.g_01909
OG0000158	Prbb.g_02044	Prax.g_01780
OG0000160	Prbb.g_01687	Prax.g_01727
OG0000161	Prbb.g_01693	Prax.g_01721
OG0000162	Prbb.g_01699	Prax.g_01715
OG0000163	Prbb.g_01735	Prax.g_01681
OG0000164	Prbb.g_01845	Prax.g_01535
OG0000165	Prbb.g_01853	Prax.g_01528
OG0000166	Prbb.g_01964	Prax.g_01302
OG0000167	Prbb.g_02034	Prax.g_01368
OG0000168	Prbb.g_02045	Prax.g_01378
OG0000169	Prbb.g_02055	Prax.g_01388
OG0000170	Prbb.g_02057	Prax.g_01390
OG0000171	Prbb.g_02078	Prax.g_01409
OG0000172	Prbb.g_02101	Prax.g_01418
OG0000173	Prbb.g_02116	Prax.g_01433
OG0000174	Prbb.g_02147	Prax.g_01460
OG0000175	Prbb.g_02165	Prax.g_01470
OG0000176	Prbb.g_00004	Prax.g_01494
OG0000177	Prbb.g_00005	Prax.g_01495
OG0000178	Prbb.g_00007, Prbb.g_00006	Prax.g_01496
OG0000179	Prbb.g_00017	Prax.g_00297
OG0000180	Prbb.g_00018	Prax.g_00296
OG0000181	Prbb.g_00019	Prax.g_00295
OG0000182	Prbb.g_00020	Prax.g_00294
OG0000183	Prbb.g_00024	Prax.g_00290
OG0000184	Prbb.g_00061	Prax.g_00621
OG0000185	Prbb.g_00064	Prax.g_00624
OG0000186	Prbb.g_00119	Prax.g_00635
OG0000187	Prbb.g_00120	Prax.g_00636
OG0000188	Prbb.g_00137	Prax.g_00653
OG0000189	Prbb.g_00151	Prax.g_01122
OG0000190	Prbb.g_00152	Prax.g_01121
OG0000191	Prbb.g_00175	Prax.g_01101
OG0000192	Prbb.g_00179	Prax.g_01097
OG0000193	Prbb.g_00203	Prax.g_01072
OG0000194	Prbb.g_00206	Prax.g_01069
OG0000195	Prbb.g_00208	Prax.g_01067
OG0000196	Prbb.g_00218	Prax.g_01057
OG0000197	Prbb.g_00219	Prax.g_01056
OG0000198	Prbb.g_00220	Prax.g_01055
OG0000199	Prbb.g_00227	Prax.g_01048
OG0000200	Prbb.g_00240	Prax.g_01034
OG0000201	Prbb.g_00249	Prax.g_01026
OG0000202	Prbb.g_00250	Prax.g_01025
OG0000203	Prbb.g_00251	Prax.g_01024
OG0000204	Prbb.g_00252	Prax.g_01023
OG0000205	Prbb.g_00259	Prax.g_01016
OG0000206	Prbb.g_00263	Prax.g_01011
OG0000207	Prbb.g_00265	Prax.g_01009
OG0000208	Prbb.g_00266	Prax.g_01008
OG0000209	Prbb.g_00275	Prax.g_00999
OG0000210	Prbb.g_00276	Prax.g_00998
OG0000211	Prbb.g_00290	Prax.g_00985
OG0000212	Prbb.g_00298	Prax.g_00978
OG0000213	Prbb.g_00313	Prax.g_00918
OG0000214	Prbb.g_00321	Prax.g_00908
OG0000215	Prbb.g_00344	Prax.g_00883
OG0000216	Prbb.g_00345	Prax.g_00881
OG0000217	Prbb.g_00348	Prax.g_00878
OG0000218	Prbb.g_00350	Prax.g_00876
OG0000219	Prbb.g_00351	Prax.g_00875
OG0000220	Prbb.g_00352	Prax.g_00874
OG0000221	Prbb.g_00353	Prax.g_00873
OG0000222	Prbb.g_00361	Prax.g_00865
OG0000223	Prbb.g_00374	Prax.g_00850
OG0000224	Prbb.g_00376	Prax.g_00848
OG0000225	Prbb.g_00405	Prax.g_00827
OG0000226	Prbb.g_00409	Prax.g_00823
OG0000227	Prbb.g_00411	Prax.g_00821
OG0000228	Prbb.g_00415	Prax.g_00818
OG0000229	Prbb.g_00441	Prax.g_00764
OG0000230	Prbb.g_00443	Prax.g_00762
OG0000231	Prbb.g_00454	Prax.g_00751
OG0000232	Prbb.g_00462	Prax.g_00743
OG0000233	Prbb.g_00470	Prax.g_00738
OG0000234	Prbb.g_00479	Prax.g_00726
OG0000235	Prbb.g_00483	Prax.g_00723
OG0000236	Prbb.g_00497	Prax.g_00708
OG0000237	Prbb.g_00510	Prax.g_00695
OG0000238	Prbb.g_00516	Prax.g_00689
OG0000239	Prbb.g_00528	Prax.g_00676
OG0000240	Prbb.g_00529	Prax.g_00675
OG0000241	Prbb.g_00533	Prax.g_00671
OG0000242	Prbb.g_00535	Prax.g_00669
OG0000243	Prbb.g_00546	Prax.g_00004
OG0000244	Prbb.g_00550	Prax.g_00007
OG0000245	Prbb.g_00552	Prax.g_00009
OG0000246	Prbb.g_00556	Prax.g_00013
OG0000247	Prbb.g_00566	Prax.g_00023
OG0000248	Prbb.g_00568	Prax.g_00025
OG0000249	Prbb.g_00570	Prax.g_00027
OG0000250	Prbb.g_00575	Prax.g_00032
OG0000251	Prbb.g_00591	Prax.g_00050
OG0000252	Prbb.g_00593	Prax.g_00053
OG0000253	Prbb.g_00595	Prax.g_00054
OG0000254	Prbb.g_00612	Prax.g_00070
OG0000255	Prbb.g_00618	Prax.g_00076
OG0000256	Prbb.g_00628	Prax.g_00086
OG0000257	Prbb.g_00631	Prax.g_00089
OG0000258	Prbb.g_00644	Prax.g_00102
OG0000259	Prbb.g_00661	Prax.g_00119
OG0000260	Prbb.g_00665	Prax.g_00122
OG0000261	Prbb.g_00668	Prax.g_00977
OG0000262	Prbb.g_00673	Prax.g_00973
OG0000263	Prbb.g_00686	Prax.g_00961
OG0000264	Prbb.g_00697, Prbb.g_00698	Prax.g_00951
OG0000265	Prbb.g_00713	Prax.g_00485
OG0000266	Prbb.g_00723	Prax.g_00475
OG0000267	Prbb.g_00736	Prax.g_00464
OG0000268	Prbb.g_00737	Prax.g_00463
OG0000269	Prbb.g_00778	Prax.g_00378
OG0000270	Prbb.g_00781	Prax.g_00375
OG0000271	Prbb.g_00789	Prax.g_00367
OG0000272	Prbb.g_00790	Prax.g_00366
OG0000273	Prbb.g_00814	Prax.g_00343
OG0000274	Prbb.g_00815	Prax.g_00342
OG0000275	Prbb.g_00817	Prax.g_00339
OG0000276	Prbb.g_00823	Prax.g_00334
OG0000277	Prbb.g_00824	Prax.g_00333
OG0000278	Prbb.g_00828	Prax.g_00330
OG0000279	Prbb.g_00835	Prax.g_00323
OG0000280	Prbb.g_01370	Prax.g_00322
OG0000281	Prbb.g_00841	Prax.g_00317
OG0000282	Prbb.g_00934	Prax.g_00563
OG0000283	Prbb.g_00965	Prax.g_00597
OG0000284	Prbb.g_00970	Prax.g_00602
OG0000285	Prbb.g_00975	Prax.g_00607
OG0000286	Prbb.g_00990	Prax.g_00619
OG0000287	Prbb.g_00101	Prax.g_01145
OG0000288	Prbb.g_01039	Prax.g_01177
OG0000289	Prbb.g_01051	Prax.g_01188
OG0000290	Prbb.g_01067	Prax.g_01201
OG0000291	Prbb.g_01069	Prax.g_01203
OG0000292	Prbb.g_01238	Prax.g_01759, Prax.g_01254
OG0000293	Prbb.g_01527	Prax.g_00191
OG0000294	Prbb.g_01526	Prax.g_00192
OG0000295	Prbb.g_01502	Prax.g_00212
OG0000296	Prbb.g_01500	Prax.g_00214
OG0000297	Prbb.g_01491	Prax.g_00222
OG0000298	Prbb.g_01490	Prax.g_00223
OG0000299	Prbb.g_01471	Prax.g_00240
OG0000300	Prbb.g_01468	Prax.g_00243
OG0000301	Prbb.g_01467	Prax.g_00244
OG0000302	Prbb.g_01464	Prax.g_00246
OG0000303	Prbb.g_01459	Prax.g_00253
OG0000304	Prbb.g_01456	Prax.g_00257
OG0000305	Prbb.g_01789	Prax.g_01871
OG0000306	Prbb.g_00845	Prax.g_01868
OG0000307	Prbb.g_01648	Prax.g_01854
OG0000308	Prbb.g_01649	Prax.g_01853
OG0000309	Prbb.g_01653	Prax.g_01849
OG0000310	Prbb.g_01671	Prax.g_01748
OG0000311	Prbb.g_01673	Prax.g_01746
OG0000312	Prbb.g_01676	Prax.g_01743
OG0000313	Prbb.g_01690	Prax.g_01724
OG0000314	Prbb.g_01711	Prax.g_01701
OG0000315	Prbb.g_01721	Prax.g_01691
OG0000316	Prbb.g_01746	Prax.g_01671
OG0000317	Prbb.g_01821	Prax.g_01561
OG0000318	Prbb.g_01824	Prax.g_01558
OG0000319	Prbb.g_01835	Prax.g_01545
OG0000320	Prbb.g_01837	Prax.g_01543
OG0000321	Prbb.g_01838	Prax.g_01542
OG0000322	Prbb.g_01839	Prax.g_01541
OG0000323	Prbb.g_01848	Prax.g_01532
OG0000324	Prbb.g_01875	Prax.g_01505
OG0000325	Prbb.g_01924	Prax.g_01263
OG0000326	Prbb.g_01930	Prax.g_01269
OG0000327	Prbb.g_01959	Prax.g_01297
OG0000328	Prbb.g_01960	Prax.g_01298
OG0000329	Prbb.g_01977	Prax.g_01315
OG0000330	Prbb.g_01978	Prax.g_01316
OG0000331	Prbb.g_01979	Prax.g_01317
OG0000332	Prbb.g_01993	Prax.g_01331
OG0000333	Prbb.g_01995	Prax.g_01333
OG0000334	Prbb.g_02004	Prax.g_01341
OG0000335	Prbb.g_02009	Prax.g_01346
OG0000336	Prbb.g_02013	Prax.g_01350
OG0000337	Prbb.g_02031	Prax.g_01366
OG0000338	Prbb.g_02032	Prax.g_01367
OG0000339	Prbb.g_02037	Prax.g_01371
OG0000340	Prbb.g_02046	Prax.g_01379
OG0000341	Prbb.g_02048	Prax.g_01381
OG0000342	Prbb.g_02049	Prax.g_01382
OG0000343	Prbb.g_02050	Prax.g_01383
OG0000344	Prbb.g_02053	Prax.g_01386
OG0000345	Prbb.g_02058	Prax.g_01391
OG0000346	Prbb.g_02062	Prax.g_01395
OG0000347	Prbb.g_02082	Prax.g_01411
OG0000348	Prbb.g_02104	Prax.g_01421
OG0000349	Prbb.g_02122	Prax.g_01438
OG0000350	Prbb.g_02143	Prax.g_01456
OG0000351	Prbb.g_02168	Prax.g_01473
OG0000352	Prbb.g_02169	Prax.g_01474
OG0000353	Prbb.g_02188	Prax.g_01489
OG0000355	Prbb.g_00001	Prax.g_01491
OG0000356	Prbb.g_00002	Prax.g_01492
OG0000357	Prbb.g_00003	Prax.g_01493
OG0000358	Prbb.g_00008	Prax.g_01497
OG0000359	Prbb.g_00009	Prax.g_01498
OG0000360	Prbb.g_00010	Prax.g_01499
OG0000361	Prbb.g_00011	Prax.g_01975
OG0000362	Prbb.g_00013	Prax.g_01973
OG0000363	Prbb.g_00015	Prax.g_00299
OG0000364	Prbb.g_00016	Prax.g_00298
OG0000365	Prbb.g_00021	Prax.g_00293
OG0000366	Prbb.g_00022	Prax.g_00292
OG0000367	Prbb.g_00023	Prax.g_00291
OG0000368	Prbb.g_00025	Prax.g_00289
OG0000369	Prbb.g_00026	Prax.g_00288
OG0000370	Prbb.g_00027	Prax.g_00287
OG0000371	Prbb.g_00033	Prax.g_00281
OG0000372	Prbb.g_00035	Prax.g_00278
OG0000373	Prbb.g_00036	Prax.g_00277
OG0000374	Prbb.g_00037	Prax.g_00276
OG0000375	Prbb.g_00055	Prax.g_00273
OG0000376	Prbb.g_00057	Prax.g_00271
OG0000377	Prbb.g_00060	Prax.g_00261
OG0000378	Prbb.g_00062	Prax.g_00622
OG0000379	Prbb.g_00065	Prax.g_00625
OG0000380	Prbb.g_00121	Prax.g_00637
OG0000381	Prbb.g_00125	Prax.g_00641
OG0000382	Prbb.g_00136	Prax.g_00652
OG0000383	Prbb.g_00138	Prax.g_00654
OG0000384	Prbb.g_00139	Prax.g_00655
OG0000385	Prbb.g_00140	Prax.g_00656
OG0000386	Prbb.g_00141	Prax.g_00657
OG0000387	Prbb.g_00154	Prax.g_01119
OG0000388	Prbb.g_00158	Prax.g_01116
OG0000389	Prbb.g_00161	Prax.g_01113
OG0000390	Prbb.g_00170	Prax.g_01106
OG0000391	Prbb.g_00174	Prax.g_01102
OG0000392	Prbb.g_00177	Prax.g_01098
OG0000393	Prbb.g_00180	Prax.g_01096
OG0000394	Prbb.g_00181	Prax.g_01095
OG0000395	Prbb.g_00182	Prax.g_01094
OG0000396	Prbb.g_00185	Prax.g_01091
OG0000397	Prbb.g_00187	Prax.g_01089
OG0000398	Prbb.g_00190	Prax.g_01087
OG0000399	Prbb.g_00191	Prax.g_01086
OG0000400	Prbb.g_00192	Prax.g_01085
OG0000401	Prbb.g_00193	Prax.g_01084
OG0000402	Prbb.g_01101	Prax.g_01082
OG0000403	Prbb.g_00194	Prax.g_01081
OG0000404	Prbb.g_00195	Prax.g_01080
OG0000405	Prbb.g_00200	Prax.g_01076
OG0000406	Prbb.g_00204	Prax.g_01071
OG0000407	Prbb.g_00205	Prax.g_01070
OG0000408	Prbb.g_00207	Prax.g_01068
OG0000409	Prbb.g_00209	Prax.g_01066
OG0000410	Prbb.g_00210	Prax.g_01065
OG0000411	Prbb.g_00211	Prax.g_01064
OG0000412	Prbb.g_00212	Prax.g_01063
OG0000413	Prbb.g_00213	Prax.g_01062
OG0000414	Prbb.g_00214	Prax.g_01061
OG0000415	Prbb.g_00215	Prax.g_01060
OG0000416	Prbb.g_00216	Prax.g_01059
OG0000417	Prbb.g_00217	Prax.g_01058
OG0000418	Prbb.g_00222	Prax.g_01053
OG0000419	Prbb.g_00224	Prax.g_01051
OG0000420	Prbb.g_00225	Prax.g_01050
OG0000421	Prbb.g_00229	Prax.g_01045
OG0000422	Prbb.g_00230	Prax.g_01044
OG0000423	Prbb.g_00231	Prax.g_01043
OG0000424	Prbb.g_00232	Prax.g_01042
OG0000425	Prbb.g_00233	Prax.g_01041
OG0000426	Prbb.g_00234	Prax.g_01040
OG0000427	Prbb.g_00235	Prax.g_01039
OG0000428	Prbb.g_00237	Prax.g_01037
OG0000429	Prbb.g_00238	Prax.g_01036
OG0000430	Prbb.g_00239	Prax.g_01035
OG0000431	Prbb.g_00241	Prax.g_01033
OG0000432	Prbb.g_00245	Prax.g_01030
OG0000433	Prbb.g_00246	Prax.g_01029
OG0000434	Prbb.g_00247	Prax.g_01028
OG0000435	Prbb.g_00248	Prax.g_01027
OG0000436	Prbb.g_00253	Prax.g_01022
OG0000437	Prbb.g_00254	Prax.g_01021
OG0000438	Prbb.g_00255	Prax.g_01020
OG0000439	Prbb.g_00257	Prax.g_01018
OG0000440	Prbb.g_00258	Prax.g_01017
OG0000441	Prbb.g_00260	Prax.g_01014
OG0000442	Prbb.g_00261	Prax.g_01013
OG0000443	Prbb.g_00262	Prax.g_01012
OG0000444	Prbb.g_00267	Prax.g_01007
OG0000445	Prbb.g_00268	Prax.g_01006
OG0000446	Prbb.g_00269	Prax.g_01005
OG0000447	Prbb.g_00270	Prax.g_01004
OG0000448	Prbb.g_00271	Prax.g_01003
OG0000449	Prbb.g_00272	Prax.g_01002
OG0000450	Prbb.g_00273	Prax.g_01001
OG0000451	Prbb.g_00274	Prax.g_01000
OG0000452	Prbb.g_00277	Prax.g_00997
OG0000453	Prbb.g_00278	Prax.g_00996
OG0000454	Prbb.g_00279	Prax.g_00995
OG0000455	Prbb.g_00280	Prax.g_00994
OG0000456	Prbb.g_00281	Prax.g_00993
OG0000457	Prbb.g_00282	Prax.g_00992
OG0000458	Prbb.g_00283	Prax.g_00991
OG0000459	Prbb.g_00284	Prax.g_00990
OG0000460	Prbb.g_00292	Prax.g_00983
OG0000461	Prbb.g_00300	Prax.g_00933
OG0000462	Prbb.g_00302	Prax.g_00931
OG0000463	Prbb.g_00303	Prax.g_00930
OG0000464	Prbb.g_00304	Prax.g_00929
OG0000465	Prbb.g_00305	Prax.g_00928
OG0000466	Prbb.g_00306	Prax.g_00925
OG0000467	Prbb.g_00307	Prax.g_00924
OG0000468	Prbb.g_00309	Prax.g_00922
OG0000469	Prbb.g_00316	Prax.g_00913
OG0000470	Prbb.g_00318	Prax.g_00911
OG0000471	Prbb.g_00319	Prax.g_00910
OG0000472	Prbb.g_00320	Prax.g_00909
OG0000473	Prbb.g_00322	Prax.g_00907
OG0000474	Prbb.g_00323	Prax.g_00906
OG0000475	Prbb.g_00324	Prax.g_00905
OG0000476	Prbb.g_00326	Prax.g_00904
OG0000477	Prbb.g_00328	Prax.g_00900
OG0000478	Prbb.g_00329	Prax.g_00899
OG0000479	Prbb.g_00330	Prax.g_00898
OG0000480	Prbb.g_00334	Prax.g_00893
OG0000481	Prbb.g_00336	Prax.g_00891
OG0000482	Prbb.g_00337	Prax.g_00890
OG0000483	Prbb.g_00340	Prax.g_00887
OG0000484	Prbb.g_00341	Prax.g_00886
OG0000485	Prbb.g_00342	Prax.g_00885
OG0000486	Prbb.g_00343	Prax.g_00884
OG0000487	Prbb.g_00346	Prax.g_00880
OG0000488	Prbb.g_00349	Prax.g_00877
OG0000489	Prbb.g_00354	Prax.g_00872
OG0000490	Prbb.g_00359	Prax.g_00867
OG0000491	Prbb.g_00360	Prax.g_00866
OG0000492	Prbb.g_00362	Prax.g_00864
OG0000493	Prbb.g_00363	Prax.g_00863
OG0000494	Prbb.g_00364	Prax.g_00862
OG0000495	Prbb.g_00365	Prax.g_00861
OG0000496	Prbb.g_00366	Prax.g_00860
OG0000497	Prbb.g_00367	Prax.g_00859
OG0000498	Prbb.g_00368	Prax.g_00858
OG0000499	Prbb.g_00369	Prax.g_00857
OG0000500	Prbb.g_00370	Prax.g_00856
OG0000501	Prbb.g_00372	Prax.g_00854
OG0000502	Prbb.g_00375	Prax.g_00849
OG0000503	Prbb.g_00394	Prax.g_00839
OG0000504	Prbb.g_00396	Prax.g_00838
OG0000505	Prbb.g_00397	Prax.g_00837
OG0000506	Prbb.g_00398	Prax.g_00835
OG0000507	Prbb.g_00401	Prax.g_00832
OG0000508	Prbb.g_00404	Prax.g_00828
OG0000509	Prbb.g_00406	Prax.g_00826
OG0000510	Prbb.g_00407	Prax.g_00825
OG0000511	Prbb.g_00408	Prax.g_00824
OG0000512	Prbb.g_00410	Prax.g_00822
OG0000513	Prbb.g_00419	Prax.g_00815
OG0000514	Prbb.g_00436	Prax.g_00769
OG0000515	Prbb.g_00437	Prax.g_00768
OG0000516	Prbb.g_00438	Prax.g_00767
OG0000517	Prbb.g_00440	Prax.g_00765
OG0000518	Prbb.g_00451	Prax.g_00754
OG0000519	Prbb.g_00452	Prax.g_00753
OG0000520	Prbb.g_00453	Prax.g_00752
OG0000521	Prbb.g_00458	Prax.g_00747
OG0000522	Prbb.g_00460	Prax.g_00746
OG0000523	Prbb.g_00461	Prax.g_00745
OG0000524	Prbb.g_00468	Prax.g_00740
OG0000525	Prbb.g_00472	Prax.g_00737
OG0000526	Prbb.g_00473	Prax.g_00736
OG0000527	Prbb.g_00476	Prax.g_00729
OG0000528	Prbb.g_00482	Prax.g_00724
OG0000529	Prbb.g_00486	Prax.g_00721
OG0000530	Prbb.g_00489	Prax.g_00718
OG0000531	Prbb.g_00490	Prax.g_00717
OG0000532	Prbb.g_00491	Prax.g_00715
OG0000533	Prbb.g_00492	Prax.g_00714
OG0000534	Prbb.g_00493	Prax.g_00713
OG0000535	Prbb.g_00494	Prax.g_00712
OG0000536	Prbb.g_00495	Prax.g_00711
OG0000537	Prbb.g_00496	Prax.g_00709
OG0000538	Prbb.g_00504	Prax.g_00701
OG0000539	Prbb.g_00505	Prax.g_00700
OG0000540	Prbb.g_00506	Prax.g_00699
OG0000541	Prbb.g_00507	Prax.g_00698
OG0000542	Prbb.g_00509	Prax.g_00696
OG0000543	Prbb.g_00511	Prax.g_00694
OG0000544	Prbb.g_00512	Prax.g_00693
OG0000545	Prbb.g_00514	Prax.g_00691
