Orthogroup	Prau	Syaq
OG0000066	Prau.g_00579	Syaq.g_01851
OG0000067	Prau.g_00854	Syaq.g_02340
OG0000068	Prau.g_01409	Syaq.g_01763
OG0000070	Prau.g_00491	Syaq.g_00484
OG0000071	Prau.g_01371	Syaq.g_00297
OG0000072	Prau.g_00172	Syaq.g_01397
OG0000073	Prau.g_00540	Syaq.g_01795
OG0000075	Prau.g_01901	Syaq.g_00986
OG0000076	Prau.g_00037, Prau.g_01925	Syaq.g_01028
OG0000077	Prau.g_00079	Syaq.g_01547
OG0000078	Prau.g_00240	Syaq.g_01585
OG0000079	Prau.g_00254	Syaq.g_00721
OG0000081	Prau.g_00571	Syaq.g_01893
OG0000082	Prau.g_00624	Syaq.g_01975
OG0000084	Prau.g_01524	Syaq.g_00367
OG0000085	Prau.g_01725	Syaq.g_01683
OG0000086	Prau.g_00089	Syaq.g_01525
OG0000087	Prau.g_00140	Syaq.g_01438
OG0000088	Prau.g_00167	Syaq.g_01402
OG0000089	Prau.g_00358	Syaq.g_00529
OG0000090	Prau.g_00573	Syaq.g_01838
OG0000091	Prau.g_00682	Syaq.g_02090
OG0000094	Prau.g_01070	Syaq.g_00056, Syaq.g_02554
OG0000097	Prau.g_01247	Syaq.g_00167
OG0000098	Prau.g_01391	Syaq.g_02221
OG0000099	Prau.g_01434, Prau.g_01435	Syaq.g_00882
OG0000100	Prau.g_01605	Syaq.g_02371
OG0000101	Prau.g_01869	Syaq.g_00607
OG0000102	Prau.g_01930	Syaq.g_01033
OG0000103	Prau.g_02009	Syaq.g_01170
OG0000104	Prau.g_02018	Syaq.g_01154
OG0000105	Prau.g_00276	Syaq.g_00754
OG0000106	Prau.g_00373	Syaq.g_01863
OG0000108	Prau.g_00521	Syaq.g_01772
OG0000109	Prau.g_00535	Syaq.g_01788
OG0000110	Prau.g_00614	Syaq.g_01962
OG0000111	Prau.g_00739	Syaq.g_02606
OG0000112	Prau.g_00818	Syaq.g_02476
OG0000114	Prau.g_00956	Syaq.g_02269
OG0000115	Prau.g_01148	Syaq.g_00395
OG0000116	Prau.g_01197	Syaq.g_00263
OG0000117	Prau.g_01318	Syaq.g_00203
OG0000118	Prau.g_01383	Syaq.g_00325, Syaq.g_00316
OG0000120	Prau.g_01430	Syaq.g_00883
OG0000121	Prau.g_01533	Syaq.g_00375
OG0000122	Prau.g_01571	Syaq.g_02118
OG0000123	Prau.g_01876	Syaq.g_00599
OG0000124	Prau.g_01941	Syaq.g_01055
OG0000125	Prau.g_01978	Syaq.g_01256
OG0000126	Prau.g_02017	Syaq.g_01156
OG0000128	Prau.g_00011	Syaq.g_01138
OG0000129	Prau.g_00051	Syaq.g_01269
OG0000130	Prau.g_00071	Syaq.g_01559
OG0000131	Prau.g_00146	Syaq.g_01427, Syaq.g_01424
OG0000132	Prau.g_00165	Syaq.g_01404
OG0000133	Prau.g_00324	Syaq.g_02481
OG0000134	Prau.g_00359	Syaq.g_00526
OG0000135	Prau.g_00386	Syaq.g_01227
OG0000136	Prau.g_00482	Syaq.g_00496
OG0000137	Prau.g_00516	Syaq.g_00442
OG0000138	Prau.g_00536	Syaq.g_01789
OG0000139	Prau.g_00577	Syaq.g_01844
OG0000140	Prau.g_00578	Syaq.g_01848
OG0000141	Prau.g_00645	Syaq.g_02010
OG0000142	Prau.g_00675	Syaq.g_02082
OG0000143	Prau.g_00679	Syaq.g_02086
OG0000144	Prau.g_00692	Syaq.g_02152
OG0000145	Prau.g_00816	Syaq.g_01796
OG0000146	Prau.g_00819	Syaq.g_02475
OG0000147	Prau.g_00820	Syaq.g_02474
OG0000148	Prau.g_00870	Syaq.g_02359
OG0000149	Prau.g_00900	Syaq.g_02395
OG0000150	Prau.g_00909	Syaq.g_02011
OG0000151	Prau.g_00966	Syaq.g_02283
OG0000152	Prau.g_01015	Syaq.g_02485
OG0000153	Prau.g_01034	Syaq.g_02518
OG0000154	Prau.g_01063	Syaq.g_00066
OG0000155	Prau.g_01226	Syaq.g_00212
OG0000156	Prau.g_01359	Syaq.g_00281
OG0000157	Prau.g_01360	Syaq.g_00282
OG0000158	Prau.g_01436	Syaq.g_01003
OG0000159	Prau.g_01457	Syaq.g_00918
OG0000160	Prau.g_01532	Syaq.g_00374
OG0000161	Prau.g_01538	Syaq.g_00382
OG0000162	Prau.g_01544	Syaq.g_00389
OG0000163	Prau.g_01578	Syaq.g_01730
OG0000164	Prau.g_01756	Syaq.g_01642
OG0000165	Prau.g_01763	Syaq.g_01630
OG0000166	Prau.g_01833	Syaq.g_00647
OG0000167	Prau.g_01899	Syaq.g_00983
OG0000168	Prau.g_01909	Syaq.g_01004
OG0000169	Prau.g_01919	Syaq.g_01016
OG0000170	Prau.g_01921	Syaq.g_01023
OG0000171	Prau.g_01940	Syaq.g_01052
OG0000172	Prau.g_01949	Syaq.g_01074
OG0000173	Prau.g_01964	Syaq.g_01092
OG0000174	Prau.g_01991	Syaq.g_01224
OG0000175	Prau.g_02001	Syaq.g_01183
OG0000176	Prau.g_00004	Syaq.g_01146
OG0000177	Prau.g_00005	Syaq.g_01145
OG0000178	Prau.g_00006	Syaq.g_01144
OG0000179	Prau.g_00016	Syaq.g_01129
OG0000180	Prau.g_00017	Syaq.g_01128
OG0000181	Prau.g_00018	Syaq.g_01127
OG0000182	Prau.g_00019	Syaq.g_01126
OG0000183	Prau.g_00023	Syaq.g_01122
OG0000184	Prau.g_00054	Syaq.g_01277
OG0000185	Prau.g_00057	Syaq.g_01290
OG0000186	Prau.g_00066	Syaq.g_01563
OG0000187	Prau.g_00067	Syaq.g_01561
OG0000188	Prau.g_00083	Syaq.g_01539
OG0000189	Prau.g_00097	Syaq.g_01499
OG0000190	Prau.g_00098	Syaq.g_01497
OG0000191	Prau.g_00118	Syaq.g_01467
OG0000192	Prau.g_00122	Syaq.g_01462
OG0000193	Prau.g_00147	Syaq.g_01423
OG0000194	Prau.g_00150	Syaq.g_01420
OG0000195	Prau.g_00152	Syaq.g_01418
OG0000196	Prau.g_00162	Syaq.g_01407
OG0000197	Prau.g_00163	Syaq.g_01406
OG0000198	Prau.g_00164	Syaq.g_01405
OG0000199	Prau.g_00171	Syaq.g_01398
OG0000200	Prau.g_00185	Syaq.g_01382
OG0000201	Prau.g_00193	Syaq.g_01365
OG0000202	Prau.g_00194	Syaq.g_01364
OG0000203	Prau.g_00195	Syaq.g_01363
OG0000204	Prau.g_00196	Syaq.g_01362
OG0000205	Prau.g_00203	Syaq.g_01355
OG0000206	Prau.g_00208	Syaq.g_01345
OG0000207	Prau.g_00210	Syaq.g_01338
OG0000208	Prau.g_00211	Syaq.g_01337
OG0000209	Prau.g_00220	Syaq.g_01310
OG0000210	Prau.g_00221	Syaq.g_01309
OG0000211	Prau.g_00234	Syaq.g_01570
OG0000212	Prau.g_00241	Syaq.g_01586
OG0000213	Prau.g_00259	Syaq.g_00729
OG0000214	Prau.g_00269	Syaq.g_00745
OG0000215	Prau.g_00294	Syaq.g_00777
OG0000216	Prau.g_00296	Syaq.g_00781
OG0000217	Prau.g_00299	Syaq.g_00844
OG0000218	Prau.g_00301	Syaq.g_00846
OG0000219	Prau.g_00302	Syaq.g_00847
OG0000220	Prau.g_00303	Syaq.g_00848
OG0000221	Prau.g_00304	Syaq.g_00856
OG0000222	Prau.g_00312	Syaq.g_00868
OG0000223	Prau.g_00325	Syaq.g_00946
OG0000224	Prau.g_00327	Syaq.g_00950
OG0000225	Prau.g_00348	Syaq.g_00543
OG0000226	Prau.g_00352	Syaq.g_00536
OG0000227	Prau.g_00354	Syaq.g_00534
OG0000228	Prau.g_00357	Syaq.g_00531
OG0000229	Prau.g_00477	Syaq.g_00501
OG0000230	Prau.g_00479	Syaq.g_00499
OG0000231	Prau.g_00490	Syaq.g_00485
OG0000232	Prau.g_00499	Syaq.g_00472
OG0000233	Prau.g_00505	Syaq.g_00464
OG0000234	Prau.g_00517	Syaq.g_00440
OG0000235	Prau.g_00520	Syaq.g_01771
OG0000236	Prau.g_00534	Syaq.g_01787
OG0000237	Prau.g_00547	Syaq.g_01805
OG0000238	Prau.g_00553	Syaq.g_01810
OG0000239	Prau.g_00565	Syaq.g_01826
OG0000240	Prau.g_00566	Syaq.g_01827
OG0000241	Prau.g_00570	Syaq.g_02074
OG0000242	Prau.g_00572	Syaq.g_01836
OG0000243	Prau.g_00583	Syaq.g_01922
OG0000244	Prau.g_00586	Syaq.g_01928
OG0000245	Prau.g_00588	Syaq.g_01930
OG0000246	Prau.g_00592	Syaq.g_01934
OG0000247	Prau.g_00602	Syaq.g_01945
OG0000248	Prau.g_00604	Syaq.g_01948
OG0000249	Prau.g_00606	Syaq.g_01950
OG0000250	Prau.g_00611	Syaq.g_01958
OG0000251	Prau.g_00629	Syaq.g_01984
OG0000252	Prau.g_00632	Syaq.g_01987
OG0000253	Prau.g_00633	Syaq.g_01989
OG0000254	Prau.g_00649	Syaq.g_02016
OG0000255	Prau.g_00655	Syaq.g_02041
OG0000256	Prau.g_00667	Syaq.g_02068
OG0000257	Prau.g_00670	Syaq.g_02073
OG0000258	Prau.g_00683	Syaq.g_02095
OG0000259	Prau.g_00700	Syaq.g_02239
OG0000260	Prau.g_00703	Syaq.g_02242
OG0000261	Prau.g_00705	Syaq.g_02245
OG0000262	Prau.g_00709	Syaq.g_02250
OG0000263	Prau.g_00721	Syaq.g_00185
OG0000264	Prau.g_00731	Syaq.g_02582
OG0000266	Prau.g_00765	Syaq.g_00037
OG0000267	Prau.g_00776	Syaq.g_02430
OG0000268	Prau.g_00777	Syaq.g_02431
OG0000269	Prau.g_00849	Syaq.g_02335
OG0000270	Prau.g_00852	Syaq.g_02338
OG0000271	Prau.g_00860	Syaq.g_02346
OG0000272	Prau.g_00861	Syaq.g_02347
OG0000273	Prau.g_00884	Syaq.g_02376
OG0000274	Prau.g_00885	Syaq.g_02377
OG0000275	Prau.g_00887	Syaq.g_02380
OG0000276	Prau.g_00892	Syaq.g_02387
OG0000277	Prau.g_00893	Syaq.g_02388
OG0000278	Prau.g_00896	Syaq.g_02391
OG0000279	Prau.g_00904	Syaq.g_02401
OG0000280	Prau.g_00905	Syaq.g_02410
OG0000281	Prau.g_00910	Syaq.g_02224
OG0000282	Prau.g_00958	Syaq.g_02271
OG0000283	Prau.g_00992	Syaq.g_02445
OG0000284	Prau.g_00997	Syaq.g_02450
OG0000285	Prau.g_01002	Syaq.g_02466
OG0000286	Prau.g_01014	Syaq.g_02484
OG0000288	Prau.g_01062	Syaq.g_00067
OG0000289	Prau.g_01073	Syaq.g_00053
OG0000290	Prau.g_01086	Syaq.g_02682
OG0000291	Prau.g_01088	Syaq.g_02680
OG0000292	Prau.g_01136	Syaq.g_01157
OG0000293	Prau.g_01198	Syaq.g_00262
OG0000294	Prau.g_01199	Syaq.g_00261
OG0000295	Prau.g_01218	Syaq.g_00220
OG0000296	Prau.g_01220	Syaq.g_00218
OG0000297	Prau.g_01228	Syaq.g_00205
OG0000298	Prau.g_01229	Syaq.g_00204
OG0000299	Prau.g_01246	Syaq.g_00171
OG0000300	Prau.g_01249	Syaq.g_00164
OG0000301	Prau.g_01250	Syaq.g_00163
OG0000302	Prau.g_01252	Syaq.g_00162
OG0000303	Prau.g_01259	Syaq.g_00152
OG0000304	Prau.g_01263	Syaq.g_00146
OG0000305	Prau.g_01401	Syaq.g_02677
OG0000306	Prau.g_01404	Syaq.g_01861
OG0000307	Prau.g_01418	Syaq.g_01754
OG0000308	Prau.g_01419	Syaq.g_01752
OG0000309	Prau.g_01423	Syaq.g_01747
OG0000310	Prau.g_01513	Syaq.g_00347
OG0000311	Prau.g_01515	Syaq.g_00352
OG0000312	Prau.g_01518	Syaq.g_00359
OG0000313	Prau.g_01535	Syaq.g_00379
OG0000314	Prau.g_01558	Syaq.g_00408
OG0000315	Prau.g_01568	Syaq.g_00418
OG0000316	Prau.g_01588	Syaq.g_01716
OG0000317	Prau.g_01730	Syaq.g_01675
OG0000318	Prau.g_01733	Syaq.g_01672
OG0000319	Prau.g_01746	Syaq.g_01657
OG0000320	Prau.g_01748	Syaq.g_01655
OG0000321	Prau.g_01749	Syaq.g_01654
OG0000322	Prau.g_01750	Syaq.g_01653
OG0000323	Prau.g_01759	Syaq.g_01638
OG0000324	Prau.g_01785	Syaq.g_01605
OG0000325	Prau.g_01795	Syaq.g_00693
OG0000326	Prau.g_01801	Syaq.g_00686
OG0000327	Prau.g_01828	Syaq.g_00652
OG0000328	Prau.g_01829	Syaq.g_00651
OG0000329	Prau.g_01846	Syaq.g_00633
OG0000330	Prau.g_01847	Syaq.g_00632
OG0000331	Prau.g_01848	Syaq.g_00631
OG0000332	Prau.g_01862	Syaq.g_00616
OG0000333	Prau.g_01864	Syaq.g_00613
OG0000334	Prau.g_01872	Syaq.g_00603
OG0000335	Prau.g_01877	Syaq.g_00598
OG0000336	Prau.g_01881	Syaq.g_00594
OG0000337	Prau.g_01897	Syaq.g_00975
OG0000338	Prau.g_01898	Syaq.g_00981
OG0000339	Prau.g_01902	Syaq.g_00988
OG0000340	Prau.g_01910	Syaq.g_01005
OG0000341	Prau.g_01912	Syaq.g_01007
OG0000342	Prau.g_01913	Syaq.g_01008
OG0000343	Prau.g_01914	Syaq.g_01010
OG0000344	Prau.g_01917	Syaq.g_01014
OG0000345	Prau.g_01922	Syaq.g_01024
OG0000346	Prau.g_01926	Syaq.g_01029
OG0000347	Prau.g_01942	Syaq.g_01057
OG0000348	Prau.g_01952	Syaq.g_01070
OG0000349	Prau.g_01969	Syaq.g_01099
OG0000350	Prau.g_01987, Prau.g_01297	Syaq.g_00679
OG0000351	Prau.g_02004	Syaq.g_01179
OG0000352	Prau.g_02005	Syaq.g_01178
OG0000353	Prau.g_02021	Syaq.g_01151
OG0000355	Prau.g_00001	Syaq.g_01149
OG0000356	Prau.g_00002	Syaq.g_01148
OG0000357	Prau.g_00003	Syaq.g_01147
OG0000358	Prau.g_00007	Syaq.g_01143
OG0000359	Prau.g_00008	Syaq.g_01141
OG0000360	Prau.g_00009	Syaq.g_01140
OG0000361	Prau.g_00010	Syaq.g_01139
OG0000362	Prau.g_00012	Syaq.g_01137
OG0000363	Prau.g_00014	Syaq.g_01135
OG0000364	Prau.g_00015	Syaq.g_01134
OG0000365	Prau.g_00020	Syaq.g_01125
OG0000366	Prau.g_00021	Syaq.g_01124
OG0000367	Prau.g_00022	Syaq.g_01123
OG0000368	Prau.g_00024	Syaq.g_01121
OG0000369	Prau.g_00025	Syaq.g_01120
OG0000370	Prau.g_00026	Syaq.g_01119
OG0000371	Prau.g_00031	Syaq.g_01111
OG0000372	Prau.g_00034	Syaq.g_01106
OG0000373	Prau.g_00035	Syaq.g_01105
OG0000374	Prau.g_00036	Syaq.g_01104
OG0000375	Prau.g_00047	Syaq.g_01103
OG0000376	Prau.g_00049	Syaq.g_01101
OG0000377	Prau.g_00053	Syaq.g_01270
OG0000378	Prau.g_00055	Syaq.g_01286
OG0000379	Prau.g_00058	Syaq.g_01291
OG0000380	Prau.g_00068	Syaq.g_01560
OG0000381	Prau.g_00072	Syaq.g_01558
OG0000382	Prau.g_00082	Syaq.g_01540
OG0000383	Prau.g_00084	Syaq.g_01535
OG0000384	Prau.g_00085	Syaq.g_01534
OG0000385	Prau.g_00086	Syaq.g_01533
OG0000386	Prau.g_00087	Syaq.g_01532
OG0000387	Prau.g_00100	Syaq.g_01495
OG0000388	Prau.g_00103	Syaq.g_01491
OG0000389	Prau.g_00107	Syaq.g_01488
OG0000390	Prau.g_00114	Syaq.g_01473
OG0000391	Prau.g_00117	Syaq.g_01468
OG0000392	Prau.g_00121	Syaq.g_01463
OG0000393	Prau.g_00123	Syaq.g_01460
OG0000394	Prau.g_00124	Syaq.g_01459
OG0000395	Prau.g_00125	Syaq.g_01458
OG0000396	Prau.g_00128	Syaq.g_01455
OG0000397	Prau.g_00130	Syaq.g_01453
OG0000398	Prau.g_00132	Syaq.g_01448
OG0000399	Prau.g_00133	Syaq.g_01447
OG0000400	Prau.g_00134	Syaq.g_01446
OG0000401	Prau.g_00135	Syaq.g_01445
OG0000402	Prau.g_00137	Syaq.g_01443
OG0000403	Prau.g_00138	Syaq.g_01442
OG0000404	Prau.g_00139	Syaq.g_01440
OG0000405	Prau.g_00143	Syaq.g_01429
OG0000406	Prau.g_00148	Syaq.g_01422
OG0000407	Prau.g_00149	Syaq.g_01421
OG0000408	Prau.g_00151	Syaq.g_01419
OG0000409	Prau.g_00153	Syaq.g_01417
OG0000410	Prau.g_00154	Syaq.g_01416
OG0000411	Prau.g_00155	Syaq.g_01415
OG0000412	Prau.g_00156	Syaq.g_01414
OG0000413	Prau.g_00157	Syaq.g_01412
OG0000414	Prau.g_00158	Syaq.g_01411
OG0000415	Prau.g_00159	Syaq.g_01410
OG0000416	Prau.g_00160	Syaq.g_01409
OG0000417	Prau.g_00161	Syaq.g_01408
OG0000418	Prau.g_00166	Syaq.g_01403
OG0000419	Prau.g_00168	Syaq.g_01401
OG0000420	Prau.g_00169	Syaq.g_01400
OG0000421	Prau.g_00174	Syaq.g_01395
OG0000422	Prau.g_00175	Syaq.g_01394
OG0000423	Prau.g_00176	Syaq.g_01393
OG0000424	Prau.g_00177	Syaq.g_01392
OG0000425	Prau.g_00178	Syaq.g_01391
OG0000426	Prau.g_00179	Syaq.g_01390
OG0000427	Prau.g_00180	Syaq.g_01389
OG0000428	Prau.g_00182	Syaq.g_01386
OG0000429	Prau.g_00183	Syaq.g_01384
OG0000430	Prau.g_00184	Syaq.g_01383
OG0000431	Prau.g_00186	Syaq.g_01380
OG0000432	Prau.g_00189	Syaq.g_01374
OG0000433	Prau.g_00190	Syaq.g_01369
OG0000434	Prau.g_00191	Syaq.g_01368
OG0000435	Prau.g_00192	Syaq.g_01367
OG0000436	Prau.g_00197	Syaq.g_01361
OG0000437	Prau.g_00198	Syaq.g_01360
OG0000438	Prau.g_00199	Syaq.g_01359
OG0000439	Prau.g_00201	Syaq.g_01357
OG0000440	Prau.g_00202	Syaq.g_01356
OG0000441	Prau.g_00205	Syaq.g_01352
OG0000442	Prau.g_00206	Syaq.g_01350
OG0000443	Prau.g_00207	Syaq.g_01347
OG0000444	Prau.g_00212	Syaq.g_01333
OG0000445	Prau.g_00213	Syaq.g_01332
OG0000446	Prau.g_00214	Syaq.g_01330
OG0000447	Prau.g_00215	Syaq.g_01328
OG0000448	Prau.g_00216	Syaq.g_01327
OG0000449	Prau.g_00217	Syaq.g_01320
OG0000450	Prau.g_00218	Syaq.g_01313
OG0000451	Prau.g_00219	Syaq.g_01312
OG0000452	Prau.g_00222	Syaq.g_01308
OG0000453	Prau.g_00223	Syaq.g_01307
OG0000454	Prau.g_00224	Syaq.g_01306
OG0000455	Prau.g_00225	Syaq.g_01305
OG0000456	Prau.g_00226	Syaq.g_01304
OG0000457	Prau.g_00227	Syaq.g_01302
OG0000458	Prau.g_00228	Syaq.g_01299
OG0000459	Prau.g_00229	Syaq.g_01298
OG0000460	Prau.g_00236	Syaq.g_01577
OG0000461	Prau.g_00244	Syaq.g_00707
OG0000462	Prau.g_00246	Syaq.g_00710
OG0000463	Prau.g_00247	Syaq.g_00711
OG0000464	Prau.g_00248	Syaq.g_00712
OG0000465	Prau.g_00249	Syaq.g_00714
OG0000466	Prau.g_00252	Syaq.g_00718
OG0000467	Prau.g_00253	Syaq.g_00720
OG0000468	Prau.g_00255	Syaq.g_00725
OG0000469	Prau.g_00264	Syaq.g_00739
OG0000470	Prau.g_00266	Syaq.g_00741
OG0000471	Prau.g_00267	Syaq.g_00742
OG0000472	Prau.g_00268	Syaq.g_00744
OG0000473	Prau.g_00270	Syaq.g_00746
OG0000474	Prau.g_00271	Syaq.g_00747
OG0000475	Prau.g_00272	Syaq.g_00748
OG0000476	Prau.g_00273	Syaq.g_00750
OG0000477	Prau.g_00277	Syaq.g_00756
OG0000478	Prau.g_00278	Syaq.g_00757
OG0000479	Prau.g_00279	Syaq.g_00759
OG0000480	Prau.g_00284	Syaq.g_00766
OG0000481	Prau.g_00286	Syaq.g_00768
OG0000482	Prau.g_00287	Syaq.g_00769
OG0000483	Prau.g_00290	Syaq.g_00773
OG0000484	Prau.g_00291	Syaq.g_00774
OG0000485	Prau.g_00292	Syaq.g_00775
OG0000486	Prau.g_00293	Syaq.g_00776
OG0000487	Prau.g_00297	Syaq.g_00782
OG0000488	Prau.g_00300	Syaq.g_00845
OG0000489	Prau.g_00305	Syaq.g_00857
OG0000490	Prau.g_00310	Syaq.g_00864
OG0000491	Prau.g_00311	Syaq.g_00865
OG0000492	Prau.g_00313	Syaq.g_00869
OG0000493	Prau.g_00314	Syaq.g_00870
OG0000494	Prau.g_00315	Syaq.g_00871
OG0000495	Prau.g_00316	Syaq.g_00872
OG0000496	Prau.g_00317	Syaq.g_00873
OG0000497	Prau.g_00318	Syaq.g_00874
OG0000498	Prau.g_00319	Syaq.g_00875
OG0000499	Prau.g_00320	Syaq.g_00876
OG0000500	Prau.g_00321	Syaq.g_00877
OG0000501	Prau.g_00323	Syaq.g_00880
OG0000502	Prau.g_00326	Syaq.g_00953
OG0000503	Prau.g_00336	Syaq.g_00559
OG0000504	Prau.g_00337	Syaq.g_00557
OG0000505	Prau.g_00338	Syaq.g_00556
OG0000506	Prau.g_00340	Syaq.g_00554
OG0000507	Prau.g_00343	Syaq.g_00548
OG0000508	Prau.g_00347	Syaq.g_00544
OG0000509	Prau.g_00349	Syaq.g_00542
OG0000510	Prau.g_00350	Syaq.g_00538
OG0000511	Prau.g_00351	Syaq.g_00537
OG0000512	Prau.g_00353	Syaq.g_00535
OG0000513	Prau.g_00360	Syaq.g_00525
OG0000514	Prau.g_00472	Syaq.g_00514
OG0000515	Prau.g_00473	Syaq.g_00513
OG0000516	Prau.g_00474	Syaq.g_00509
OG0000517	Prau.g_00476	Syaq.g_00502
OG0000518	Prau.g_00487	Syaq.g_00490
OG0000519	Prau.g_00488	Syaq.g_00489
OG0000520	Prau.g_00489	Syaq.g_00488
OG0000521	Prau.g_00494	Syaq.g_00477
OG0000522	Prau.g_00496	Syaq.g_00475
OG0000523	Prau.g_00497	Syaq.g_00474
OG0000524	Prau.g_00503	Syaq.g_00469
OG0000525	Prau.g_00506	Syaq.g_00450
OG0000526	Prau.g_00507	Syaq.g_00448
OG0000527	Prau.g_00514	Syaq.g_00444
OG0000528	Prau.g_00519	Syaq.g_01768
OG0000529	Prau.g_00522	Syaq.g_01773
OG0000530	Prau.g_00525	Syaq.g_01776
OG0000531	Prau.g_00526	Syaq.g_01777
OG0000532	Prau.g_00528	Syaq.g_01780
OG0000533	Prau.g_00529	Syaq.g_01782
OG0000534	Prau.g_00530	Syaq.g_01783
OG0000535	Prau.g_00531	Syaq.g_01784
OG0000536	Prau.g_00532	Syaq.g_01785
OG0000537	Prau.g_00533	Syaq.g_01786
OG0000538	Prau.g_00541	Syaq.g_01798
OG0000539	Prau.g_00542	Syaq.g_01799
OG0000540	Prau.g_00543	Syaq.g_01800
OG0000541	Prau.g_00544	Syaq.g_01801
OG0000542	Prau.g_00546	Syaq.g_01804
OG0000543	Prau.g_00548	Syaq.g_01806
OG0000544	Prau.g_00549	Syaq.g_02567
OG0000545	Prau.g_00551	Syaq.g_01809
OG0000546	Prau.g_00554	Syaq.g_01811
OG0000547	Prau.g_00556	Syaq.g_01813
OG0000548	Prau.g_00557	Syaq.g_01814
OG0000549	Prau.g_00559	Syaq.g_01819
OG0000550	Prau.g_00564	Syaq.g_01824
OG0000551	Prau.g_00567	Syaq.g_01829
OG0000552	Prau.g_00568	Syaq.g_01830
OG0000553	Prau.g_00569	Syaq.g_01834
OG0000554	Prau.g_00574	Syaq.g_01839
OG0000555	Prau.g_00582	Syaq.g_01857
OG0000556	Prau.g_00584	Syaq.g_01925
OG0000557	Prau.g_00585	Syaq.g_01927
OG0000558	Prau.g_00587	Syaq.g_01929
OG0000559	Prau.g_00591	Syaq.g_01933
OG0000560	Prau.g_00594	Syaq.g_01936
OG0000561	Prau.g_00595	Syaq.g_01937
OG0000562	Prau.g_00596	Syaq.g_01938
OG0000563	Prau.g_00597	Syaq.g_01939
OG0000564	Prau.g_00598	Syaq.g_01940
OG0000565	Prau.g_00601	Syaq.g_01943
OG0000566	Prau.g_00603	Syaq.g_01947
OG0000567	Prau.g_00607	Syaq.g_01951
OG0000568	Prau.g_00608	Syaq.g_01954
OG0000569	Prau.g_00609	Syaq.g_01955
OG0000570	Prau.g_00610	Syaq.g_01956
OG0000571	Prau.g_00612	Syaq.g_01960
OG0000572	Prau.g_00625	Syaq.g_01977
OG0000573	Prau.g_00630	Syaq.g_01985
OG0000574	Prau.g_00631	Syaq.g_01986
OG0000575	Prau.g_00635	Syaq.g_01991
OG0000576	Prau.g_00637	Syaq.g_01993
OG0000577	Prau.g_00638	Syaq.g_01994
OG0000578	Prau.g_00639	Syaq.g_01995
OG0000579	Prau.g_00640	Syaq.g_01996
OG0000580	Prau.g_00641	Syaq.g_01997
