Orthogroup	Prau	Syae
OG0000035	Prau.g_01531, Prau.g_01528	Syae.g_02653
OG0000037	Prau.g_00110	Syae.g_01367
OG0000038	Prau.g_01976	Syae.g_01571
OG0000039	Prau.g_00726	Syae.g_00822, Syae.g_02495
OG0000041	Prau.g_01778	Syae.g_01042
OG0000042	Prau.g_01932	Syae.g_01821
OG0000043	Prau.g_00926, Prau.g_01321	Syae.g_00117
OG0000045	Prau.g_01682	Syae.g_00732
OG0000047	Prau.g_00414, Prau.g_00332	Syae.g_02184
OG0000048	Prau.g_00377	Syae.g_01982
OG0000051	Prau.g_01347	Syae.g_00438
OG0000052	Prau.g_01489, Prau.g_01448	Syae.g_01886
OG0000053	Prau.g_00040, Prau.g_01551	Syae.g_02629
OG0000054	Prau.g_00644	Syae.g_00014
OG0000055	Prau.g_00835	Syae.g_00817
OG0000057	Prau.g_00738	Syae.g_00782
OG0000058	Prau.g_01432, Prau.g_01460	Syae.g_01905
OG0000059	Prau.g_01818	Syae.g_02074
OG0000061	Prau.g_01206	Syae.g_00921
OG0000063	Prau.g_00032, Prau.g_01295	Syae.g_01752
OG0000065	Prau.g_00108	Syae.g_00722, Syae.g_01363
OG0000066	Prau.g_00579	Syae.g_02386
OG0000067	Prau.g_00854	Syae.g_00521
OG0000068	Prau.g_01409	Syae.g_02299
OG0000069	Prau.g_01285, Prau.g_01642	Syae.g_00458
OG0000070	Prau.g_00491	Syae.g_00979
OG0000071	Prau.g_01371	Syae.g_00961
OG0000072	Prau.g_00172	Syae.g_01455
OG0000073	Prau.g_00540	Syae.g_02330
OG0000075	Prau.g_01901	Syae.g_01871
OG0000076	Prau.g_00037, Prau.g_01925	Syae.g_01829
OG0000077	Prau.g_00079	Syae.g_01297
OG0000078	Prau.g_00240	Syae.g_02243
OG0000079	Prau.g_00254	Syae.g_02011
OG0000081	Prau.g_00571	Syae.g_02261
OG0000082	Prau.g_00624	Syae.g_02447
OG0000084	Prau.g_01524	Syae.g_02656
OG0000085	Prau.g_01725	Syae.g_01152
OG0000086	Prau.g_00089	Syae.g_01333
OG0000087	Prau.g_00140	Syae.g_01414
OG0000088	Prau.g_00167	Syae.g_01449
OG0000089	Prau.g_00358	Syae.g_02219
OG0000090	Prau.g_00573	Syae.g_02374
OG0000091	Prau.g_00682	Syae.g_00082
OG0000092	Prau.g_00451, Prau.g_00961, Prau.g_00052	Syae.g_00884
OG0000094	Prau.g_01070	Syae.g_00430
OG0000095	Prau.g_01089	Syae.g_01624
OG0000097	Prau.g_01247	Syae.g_00683
OG0000098	Prau.g_01391	Syae.g_02058
OG0000099	Prau.g_01434, Prau.g_01435	Syae.g_01913, Syae.g_01226
OG0000100	Prau.g_01605	Syae.g_00489
OG0000101	Prau.g_01869	Syae.g_02125
OG0000102	Prau.g_01930	Syae.g_01824
OG0000103	Prau.g_02009	Syae.g_01694
OG0000104	Prau.g_02018	Syae.g_01708
OG0000105	Prau.g_00276	Syae.g_01977
OG0000106	Prau.g_00373	Syae.g_00272
OG0000107	Prau.g_00389	Syae.g_02032
OG0000108	Prau.g_00521	Syae.g_02309
OG0000109	Prau.g_00535	Syae.g_02324
OG0000110	Prau.g_00614	Syae.g_02435
OG0000111	Prau.g_00739	Syae.g_00783
OG0000112	Prau.g_00818	Syae.g_00351
OG0000113	Prau.g_00876	Syae.g_00494
OG0000114	Prau.g_00956	Syae.g_00575
OG0000115	Prau.g_01148	Syae.g_02631
OG0000116	Prau.g_01197	Syae.g_00939
OG0000117	Prau.g_01318	Syae.g_00647
OG0000118	Prau.g_01383	Syae.g_02479
OG0000119	Prau.g_01405	Syae.g_00904
OG0000120	Prau.g_01430	Syae.g_01912
OG0000121	Prau.g_01533	Syae.g_02649
OG0000122	Prau.g_01571	Syae.g_00112
OG0000123	Prau.g_01876	Syae.g_02131
OG0000124	Prau.g_01941	Syae.g_01809
OG0000125	Prau.g_01978	Syae.g_01573
OG0000126	Prau.g_02017	Syae.g_01706
OG0000128	Prau.g_00011	Syae.g_01724
OG0000129	Prau.g_00051	Syae.g_01562
OG0000130	Prau.g_00071	Syae.g_01284
OG0000131	Prau.g_00146	Syae.g_01428
OG0000132	Prau.g_00165	Syae.g_01447
OG0000133	Prau.g_00324	Syae.g_00356
OG0000134	Prau.g_00359	Syae.g_02222
OG0000135	Prau.g_00386	Syae.g_01608
OG0000136	Prau.g_00482	Syae.g_00989
OG0000137	Prau.g_00516	Syae.g_02530
OG0000138	Prau.g_00536	Syae.g_02325
OG0000139	Prau.g_00577	Syae.g_02380
OG0000140	Prau.g_00578	Syae.g_02383
OG0000141	Prau.g_00645	Syae.g_00016
OG0000142	Prau.g_00675	Syae.g_00074
OG0000143	Prau.g_00679	Syae.g_00078
OG0000144	Prau.g_00692	Syae.g_00261
OG0000145	Prau.g_00816	Syae.g_02331
OG0000146	Prau.g_00819	Syae.g_00350
OG0000147	Prau.g_00820	Syae.g_00349
OG0000148	Prau.g_00870	Syae.g_00500
OG0000149	Prau.g_00900	Syae.g_00847
OG0000150	Prau.g_00909	Syae.g_00017
OG0000151	Prau.g_00966	Syae.g_00563
OG0000152	Prau.g_01015	Syae.g_00360
OG0000153	Prau.g_01034	Syae.g_00394
OG0000154	Prau.g_01063	Syae.g_00420
OG0000155	Prau.g_01226	Syae.g_00885
OG0000156	Prau.g_01359	Syae.g_00945
OG0000157	Prau.g_01360	Syae.g_00946
OG0000158	Prau.g_01436	Syae.g_01858
OG0000160	Prau.g_01532	Syae.g_02650
OG0000161	Prau.g_01538	Syae.g_02644
OG0000162	Prau.g_01544	Syae.g_02638
OG0000163	Prau.g_01578	Syae.g_01092
OG0000164	Prau.g_01756	Syae.g_01198
OG0000165	Prau.g_01763	Syae.g_01021
OG0000166	Prau.g_01833	Syae.g_02085
OG0000167	Prau.g_01899	Syae.g_01874
OG0000168	Prau.g_01909	Syae.g_01856
OG0000169	Prau.g_01919	Syae.g_01841
OG0000170	Prau.g_01921	Syae.g_01834
OG0000171	Prau.g_01940	Syae.g_01810
OG0000172	Prau.g_01949	Syae.g_01788
OG0000173	Prau.g_01964	Syae.g_01770
OG0000174	Prau.g_01991	Syae.g_01610
OG0000175	Prau.g_02001	Syae.g_01679
OG0000176	Prau.g_00004	Syae.g_01716
OG0000177	Prau.g_00005	Syae.g_01717
OG0000178	Prau.g_00006	Syae.g_01718
OG0000179	Prau.g_00016	Syae.g_01733
OG0000180	Prau.g_00017	Syae.g_01734
OG0000181	Prau.g_00018	Syae.g_01735
OG0000182	Prau.g_00019	Syae.g_01736
OG0000183	Prau.g_00023	Syae.g_01740
OG0000184	Prau.g_00054	Syae.g_01554
OG0000185	Prau.g_00057	Syae.g_01551
OG0000186	Prau.g_00066	Syae.g_01279
OG0000187	Prau.g_00067	Syae.g_01280
OG0000188	Prau.g_00083	Syae.g_01323
OG0000189	Prau.g_00097	Syae.g_01350
OG0000190	Prau.g_00098	Syae.g_01352
OG0000191	Prau.g_00118	Syae.g_01384
OG0000192	Prau.g_00122	Syae.g_01390
OG0000193	Prau.g_00147	Syae.g_01429
OG0000194	Prau.g_00150	Syae.g_01432
OG0000195	Prau.g_00152	Syae.g_01434
OG0000196	Prau.g_00162	Syae.g_01444
OG0000197	Prau.g_00163	Syae.g_01445
OG0000198	Prau.g_00164	Syae.g_01446
OG0000199	Prau.g_00171	Syae.g_01454
OG0000200	Prau.g_00185	Syae.g_01471
OG0000201	Prau.g_00193	Syae.g_01487
OG0000202	Prau.g_00194	Syae.g_01488
OG0000203	Prau.g_00195	Syae.g_01489
OG0000204	Prau.g_00196	Syae.g_01490
OG0000205	Prau.g_00203	Syae.g_01497
OG0000206	Prau.g_00208	Syae.g_01504
OG0000207	Prau.g_00210	Syae.g_01506
OG0000208	Prau.g_00211	Syae.g_01507
OG0000209	Prau.g_00220	Syae.g_01528
OG0000210	Prau.g_00221	Syae.g_01529
OG0000212	Prau.g_00241	Syae.g_02244
OG0000213	Prau.g_00259	Syae.g_02003
OG0000214	Prau.g_00269	Syae.g_01986
OG0000215	Prau.g_00294	Syae.g_01955
OG0000216	Prau.g_00296	Syae.g_01951
OG0000217	Prau.g_00299	Syae.g_01947
OG0000218	Prau.g_00301	Syae.g_01945
OG0000219	Prau.g_00302	Syae.g_01944
OG0000220	Prau.g_00303	Syae.g_01943
OG0000221	Prau.g_00304	Syae.g_01937
OG0000222	Prau.g_00312	Syae.g_01926
OG0000223	Prau.g_00325	Syae.g_01904
OG0000224	Prau.g_00327	Syae.g_01897
OG0000225	Prau.g_00348	Syae.g_02208
OG0000226	Prau.g_00352	Syae.g_02212
OG0000227	Prau.g_00354	Syae.g_02214
OG0000228	Prau.g_00357	Syae.g_02218
OG0000229	Prau.g_00477	Syae.g_00994
OG0000230	Prau.g_00479	Syae.g_00992
OG0000231	Prau.g_00490	Syae.g_00980
OG0000232	Prau.g_00499	Syae.g_02496
OG0000233	Prau.g_00505	Syae.g_02504
OG0000234	Prau.g_00517	Syae.g_02532
OG0000235	Prau.g_00520	Syae.g_02308
OG0000236	Prau.g_00534	Syae.g_02323
OG0000237	Prau.g_00547	Syae.g_02340
OG0000238	Prau.g_00553	Syae.g_02345
OG0000239	Prau.g_00565	Syae.g_02360
OG0000240	Prau.g_00566	Syae.g_02361
OG0000241	Prau.g_00570	Syae.g_00065
OG0000242	Prau.g_00572	Syae.g_02372
OG0000243	Prau.g_00583	Syae.g_02391
OG0000244	Prau.g_00586	Syae.g_02399
OG0000245	Prau.g_00588	Syae.g_02401
OG0000246	Prau.g_00592	Syae.g_02405
OG0000247	Prau.g_00602	Syae.g_02416
OG0000248	Prau.g_00604	Syae.g_02419
OG0000249	Prau.g_00606	Syae.g_02421
OG0000250	Prau.g_00611	Syae.g_02431
OG0000251	Prau.g_00629	Syae.g_02455
OG0000252	Prau.g_00632	Syae.g_02458
OG0000253	Prau.g_00633	Syae.g_02459
OG0000254	Prau.g_00649	Syae.g_00021
OG0000255	Prau.g_00655	Syae.g_00041
OG0000256	Prau.g_00667	Syae.g_00058
OG0000257	Prau.g_00670	Syae.g_00064
OG0000258	Prau.g_00683	Syae.g_00083
OG0000259	Prau.g_00700	Syae.g_00608
OG0000260	Prau.g_00703	Syae.g_00603
OG0000261	Prau.g_00705	Syae.g_00600
OG0000262	Prau.g_00709	Syae.g_00595
OG0000263	Prau.g_00721	Syae.g_00671
OG0000264	Prau.g_00731	Syae.g_00761
OG0000265	Prau.g_00755	Syae.g_00932, Syae.g_00226
OG0000266	Prau.g_00765	Syae.g_00457
OG0000267	Prau.g_00776	Syae.g_00304
OG0000268	Prau.g_00777	Syae.g_00308
OG0000269	Prau.g_00849	Syae.g_00526
OG0000270	Prau.g_00852	Syae.g_00523
OG0000271	Prau.g_00860	Syae.g_00515
OG0000272	Prau.g_00861	Syae.g_00514
OG0000273	Prau.g_00884	Syae.g_00825
OG0000274	Prau.g_00885	Syae.g_00826
OG0000275	Prau.g_00887	Syae.g_00832
OG0000276	Prau.g_00892	Syae.g_00839
OG0000277	Prau.g_00893	Syae.g_00840
OG0000278	Prau.g_00896	Syae.g_00843
OG0000279	Prau.g_00904	Syae.g_00851
OG0000280	Prau.g_00905	Syae.g_00877
OG0000281	Prau.g_00910	Syae.g_02057
OG0000282	Prau.g_00958	Syae.g_00573
OG0000283	Prau.g_00992	Syae.g_00321
OG0000284	Prau.g_00997	Syae.g_00327
OG0000285	Prau.g_01002	Syae.g_00340
OG0000286	Prau.g_01014	Syae.g_00359
OG0000288	Prau.g_01062	Syae.g_00419
OG0000289	Prau.g_01073	Syae.g_00433
OG0000290	Prau.g_01086	Syae.g_00796
OG0000291	Prau.g_01088	Syae.g_00794
OG0000292	Prau.g_01136	Syae.g_01705
OG0000293	Prau.g_01198	Syae.g_00938
OG0000294	Prau.g_01199	Syae.g_00937
OG0000295	Prau.g_01218	Syae.g_00893
OG0000296	Prau.g_01220	Syae.g_00891
OG0000297	Prau.g_01228	Syae.g_00645
OG0000298	Prau.g_01229	Syae.g_00646
OG0000299	Prau.g_01246	Syae.g_00680
OG0000300	Prau.g_01249	Syae.g_00686
OG0000301	Prau.g_01250	Syae.g_00687
OG0000302	Prau.g_01252	Syae.g_00691
OG0000303	Prau.g_01259	Syae.g_00700
OG0000304	Prau.g_01263	Syae.g_00706
OG0000305	Prau.g_01401	Syae.g_00791
OG0000306	Prau.g_01404	Syae.g_00277
OG0000307	Prau.g_01418	Syae.g_02290
OG0000308	Prau.g_01419	Syae.g_02288
OG0000309	Prau.g_01423	Syae.g_02283
OG0000310	Prau.g_01513	Syae.g_02687
OG0000311	Prau.g_01515	Syae.g_02682
OG0000312	Prau.g_01518	Syae.g_02664
OG0000313	Prau.g_01535	Syae.g_02647
OG0000314	Prau.g_01558	Syae.g_02618
OG0000315	Prau.g_01568	Syae.g_02609
OG0000316	Prau.g_01588	Syae.g_01118
OG0000317	Prau.g_01730	Syae.g_01160
OG0000318	Prau.g_01733	Syae.g_01164
OG0000319	Prau.g_01746	Syae.g_01181
OG0000320	Prau.g_01748	Syae.g_01183
OG0000321	Prau.g_01749	Syae.g_01184
OG0000322	Prau.g_01750	Syae.g_01185
OG0000323	Prau.g_01759	Syae.g_01200
OG0000324	Prau.g_01785	Syae.g_01049
OG0000325	Prau.g_01795	Syae.g_02033
OG0000326	Prau.g_01801	Syae.g_02040
OG0000327	Prau.g_01828	Syae.g_02080
OG0000328	Prau.g_01829	Syae.g_02081
OG0000329	Prau.g_01846	Syae.g_02099
OG0000330	Prau.g_01847	Syae.g_02100
OG0000331	Prau.g_01848	Syae.g_02101
OG0000332	Prau.g_01862	Syae.g_02116
OG0000333	Prau.g_01864	Syae.g_02119
OG0000334	Prau.g_01872	Syae.g_02128
OG0000335	Prau.g_01877	Syae.g_02132
OG0000336	Prau.g_01881	Syae.g_02136
OG0000337	Prau.g_01897	Syae.g_01879
OG0000338	Prau.g_01898	Syae.g_01876
OG0000339	Prau.g_01902	Syae.g_01869
OG0000340	Prau.g_01910	Syae.g_01855
OG0000341	Prau.g_01912	Syae.g_01853
OG0000342	Prau.g_01913	Syae.g_01852
OG0000343	Prau.g_01914	Syae.g_01848
OG0000344	Prau.g_01917	Syae.g_01843
OG0000345	Prau.g_01922	Syae.g_01833
OG0000346	Prau.g_01926	Syae.g_01828
OG0000347	Prau.g_01942	Syae.g_01805
OG0000348	Prau.g_01952	Syae.g_01781
OG0000349	Prau.g_01969	Syae.g_01763
OG0000350	Prau.g_01987, Prau.g_01297	Syae.g_02047
OG0000351	Prau.g_02004	Syae.g_01684
OG0000352	Prau.g_02005	Syae.g_01685
OG0000353	Prau.g_02021	Syae.g_01711
OG0000355	Prau.g_00001	Syae.g_01713
OG0000356	Prau.g_00002	Syae.g_01714
OG0000357	Prau.g_00003	Syae.g_01715
OG0000358	Prau.g_00007	Syae.g_01719
OG0000359	Prau.g_00008	Syae.g_01721
OG0000360	Prau.g_00009	Syae.g_01722
OG0000361	Prau.g_00010	Syae.g_01723
OG0000362	Prau.g_00012	Syae.g_01725
OG0000363	Prau.g_00014	Syae.g_01727
OG0000364	Prau.g_00015	Syae.g_01728
OG0000365	Prau.g_00020	Syae.g_01737
OG0000366	Prau.g_00021	Syae.g_01738
OG0000367	Prau.g_00022	Syae.g_01739
OG0000368	Prau.g_00024	Syae.g_01741
OG0000369	Prau.g_00025	Syae.g_01742
OG0000370	Prau.g_00026	Syae.g_01743
OG0000371	Prau.g_00031	Syae.g_01751
OG0000372	Prau.g_00034	Syae.g_01756
OG0000373	Prau.g_00035	Syae.g_01757
OG0000374	Prau.g_00036	Syae.g_01758
OG0000375	Prau.g_00047	Syae.g_01759
OG0000376	Prau.g_00049	Syae.g_01761
OG0000377	Prau.g_00053	Syae.g_01561
OG0000378	Prau.g_00055	Syae.g_01553
OG0000379	Prau.g_00058	Syae.g_01550
OG0000380	Prau.g_00068	Syae.g_01281
OG0000381	Prau.g_00072	Syae.g_01285
OG0000382	Prau.g_00082	Syae.g_01322
OG0000383	Prau.g_00084	Syae.g_01324
OG0000384	Prau.g_00085	Syae.g_01325
OG0000385	Prau.g_00086	Syae.g_01326
OG0000386	Prau.g_00087	Syae.g_01327
OG0000387	Prau.g_00100	Syae.g_01354
OG0000388	Prau.g_00103	Syae.g_01358
OG0000389	Prau.g_00107	Syae.g_01362
OG0000390	Prau.g_00114	Syae.g_01378
OG0000391	Prau.g_00117	Syae.g_01383
OG0000392	Prau.g_00121	Syae.g_01389
OG0000393	Prau.g_00123	Syae.g_01392
OG0000394	Prau.g_00124	Syae.g_01393
OG0000395	Prau.g_00125	Syae.g_01394
OG0000396	Prau.g_00128	Syae.g_01397
OG0000397	Prau.g_00130	Syae.g_01400
OG0000398	Prau.g_00132	Syae.g_01405
OG0000399	Prau.g_00133	Syae.g_01406
OG0000400	Prau.g_00134	Syae.g_01407
OG0000401	Prau.g_00135	Syae.g_01408
OG0000402	Prau.g_00137	Syae.g_01410
OG0000403	Prau.g_00138	Syae.g_01411
OG0000404	Prau.g_00139	Syae.g_01412
OG0000405	Prau.g_00143	Syae.g_01426
OG0000406	Prau.g_00148	Syae.g_01430
OG0000407	Prau.g_00149	Syae.g_01431
OG0000408	Prau.g_00151	Syae.g_01433
OG0000409	Prau.g_00153	Syae.g_01435
OG0000410	Prau.g_00154	Syae.g_01436
OG0000411	Prau.g_00155	Syae.g_01437
OG0000412	Prau.g_00156	Syae.g_01438
OG0000413	Prau.g_00157	Syae.g_01440
OG0000415	Prau.g_00159	Syae.g_01441
OG0000416	Prau.g_00160	Syae.g_01442
OG0000417	Prau.g_00161	Syae.g_01443
OG0000418	Prau.g_00166	Syae.g_01448
OG0000419	Prau.g_00168	Syae.g_01450
OG0000420	Prau.g_00169	Syae.g_01452
OG0000421	Prau.g_00174	Syae.g_01457
OG0000422	Prau.g_00175	Syae.g_01458
OG0000423	Prau.g_00176	Syae.g_01459
OG0000424	Prau.g_00177	Syae.g_01460
OG0000425	Prau.g_00178	Syae.g_01461
OG0000426	Prau.g_00179	Syae.g_01462
OG0000427	Prau.g_00180	Syae.g_01463
OG0000428	Prau.g_00182	Syae.g_01466
OG0000429	Prau.g_00183	Syae.g_01468
OG0000430	Prau.g_00184	Syae.g_01470
OG0000431	Prau.g_00186	Syae.g_01473
OG0000432	Prau.g_00189	Syae.g_01481
OG0000433	Prau.g_00190	Syae.g_01484
OG0000434	Prau.g_00191	Syae.g_01485
OG0000435	Prau.g_00192	Syae.g_01486
OG0000436	Prau.g_00197	Syae.g_01491
OG0000437	Prau.g_00198	Syae.g_01492
OG0000438	Prau.g_00199	Syae.g_01493
OG0000439	Prau.g_00201	Syae.g_01495
OG0000440	Prau.g_00202	Syae.g_01496
OG0000441	Prau.g_00205	Syae.g_01501
OG0000442	Prau.g_00206	Syae.g_01502
OG0000443	Prau.g_00207	Syae.g_01503
OG0000444	Prau.g_00212	Syae.g_01509
OG0000445	Prau.g_00213	Syae.g_01510
OG0000446	Prau.g_00214	Syae.g_01512
OG0000447	Prau.g_00215	Syae.g_01517
OG0000448	Prau.g_00216	Syae.g_01518
OG0000449	Prau.g_00217	Syae.g_01519
OG0000450	Prau.g_00218	Syae.g_01525
OG0000451	Prau.g_00219	Syae.g_01526
OG0000452	Prau.g_00222	Syae.g_01530
OG0000453	Prau.g_00223	Syae.g_01531
OG0000454	Prau.g_00224	Syae.g_01532
OG0000455	Prau.g_00225	Syae.g_01533
OG0000456	Prau.g_00226	Syae.g_01534
OG0000457	Prau.g_00227	Syae.g_01536
OG0000458	Prau.g_00228	Syae.g_01538
OG0000459	Prau.g_00229	Syae.g_01539
OG0000460	Prau.g_00236	Syae.g_02236
OG0000461	Prau.g_00244	Syae.g_02024
OG0000462	Prau.g_00246	Syae.g_02021
OG0000463	Prau.g_00247	Syae.g_02020
OG0000464	Prau.g_00248	Syae.g_02019
OG0000465	Prau.g_00249	Syae.g_02018
OG0000466	Prau.g_00252	Syae.g_02014
OG0000467	Prau.g_00253	Syae.g_02012
OG0000468	Prau.g_00255	Syae.g_02007
OG0000469	Prau.g_00264	Syae.g_01992
OG0000470	Prau.g_00266	Syae.g_01990
OG0000471	Prau.g_00267	Syae.g_01989
OG0000472	Prau.g_00268	Syae.g_01987
OG0000473	Prau.g_00270	Syae.g_01985
OG0000474	Prau.g_00271	Syae.g_01984
OG0000475	Prau.g_00272	Syae.g_01983
OG0000476	Prau.g_00273	Syae.g_01981
OG0000477	Prau.g_00277	Syae.g_01975
OG0000478	Prau.g_00278	Syae.g_01974
OG0000479	Prau.g_00279	Syae.g_01973
OG0000480	Prau.g_00284	Syae.g_01966
OG0000481	Prau.g_00286	Syae.g_01964
OG0000482	Prau.g_00287	Syae.g_01963
OG0000483	Prau.g_00290	Syae.g_01959
OG0000484	Prau.g_00291	Syae.g_01958
OG0000485	Prau.g_00292	Syae.g_01957
OG0000486	Prau.g_00293	Syae.g_01956
OG0000487	Prau.g_00297	Syae.g_01950
OG0000488	Prau.g_00300	Syae.g_01946
OG0000489	Prau.g_00305	Syae.g_01936
OG0000490	Prau.g_00310	Syae.g_01928
OG0000491	Prau.g_00311	Syae.g_01927
OG0000492	Prau.g_00313	Syae.g_01925
OG0000493	Prau.g_00314	Syae.g_01924
OG0000494	Prau.g_00315	Syae.g_01923
OG0000495	Prau.g_00316	Syae.g_01922
OG0000496	Prau.g_00317	Syae.g_01921
OG0000497	Prau.g_00318	Syae.g_01920
OG0000498	Prau.g_00319	Syae.g_01919
OG0000499	Prau.g_00320	Syae.g_01918
OG0000500	Prau.g_00321	Syae.g_01917
OG0000501	Prau.g_00323	Syae.g_01914
OG0000502	Prau.g_00326	Syae.g_01902
OG0000503	Prau.g_00336	Syae.g_02192
OG0000504	Prau.g_00337	Syae.g_02194
OG0000505	Prau.g_00338	Syae.g_02195
OG0000506	Prau.g_00340	Syae.g_02197
OG0000507	Prau.g_00343	Syae.g_02203
OG0000508	Prau.g_00347	Syae.g_02207
OG0000509	Prau.g_00349	Syae.g_02209
OG0000510	Prau.g_00350	Syae.g_02210
OG0000511	Prau.g_00351	Syae.g_02211
OG0000512	Prau.g_00353	Syae.g_02213
OG0000513	Prau.g_00360	Syae.g_02223
OG0000514	Prau.g_00472	Syae.g_02229
OG0000515	Prau.g_00473	Syae.g_02230
OG0000516	Prau.g_00474	Syae.g_01000
OG0000517	Prau.g_00476	Syae.g_00995
OG0000518	Prau.g_00487	Syae.g_00983
OG0000519	Prau.g_00488	Syae.g_00982
OG0000520	Prau.g_00489	Syae.g_00981
OG0000521	Prau.g_00494	Syae.g_02491
OG0000522	Prau.g_00496	Syae.g_02493
OG0000523	Prau.g_00497	Syae.g_02494
OG0000524	Prau.g_00503	Syae.g_02501
OG0000525	Prau.g_00506	Syae.g_02520
OG0000526	Prau.g_00507	Syae.g_02523
OG0000527	Prau.g_00514	Syae.g_02528
OG0000528	Prau.g_00519	Syae.g_02304
OG0000529	Prau.g_00522	Syae.g_02310
OG0000530	Prau.g_00525	Syae.g_02313
OG0000531	Prau.g_00526	Syae.g_02314
OG0000532	Prau.g_00528	Syae.g_02317
OG0000533	Prau.g_00529	Syae.g_02318
OG0000534	Prau.g_00530	Syae.g_02319
OG0000535	Prau.g_00531	Syae.g_02320
OG0000536	Prau.g_00532	Syae.g_02321
OG0000537	Prau.g_00533	Syae.g_02322
OG0000538	Prau.g_00541	Syae.g_02333
OG0000539	Prau.g_00542	Syae.g_02334
OG0000540	Prau.g_00543	Syae.g_02335
OG0000541	Prau.g_00544	Syae.g_02336
OG0000542	Prau.g_00546	Syae.g_02339
OG0000543	Prau.g_00548	Syae.g_02341
OG0000544	Prau.g_00549	Syae.g_02342
OG0000545	Prau.g_00551	Syae.g_02344
OG0000546	Prau.g_00554	Syae.g_02346
OG0000547	Prau.g_00556	Syae.g_02348
OG0000548	Prau.g_00557	Syae.g_02349
OG0000549	Prau.g_00559	Syae.g_02354
OG0000550	Prau.g_00564	Syae.g_02358
OG0000551	Prau.g_00567	Syae.g_02363
OG0000552	Prau.g_00568	Syae.g_02364
OG0000553	Prau.g_00569	Syae.g_02366
OG0000554	Prau.g_00574	Syae.g_02375
OG0000555	Prau.g_00582	Syae.g_02390
OG0000556	Prau.g_00584	Syae.g_02394
OG0000557	Prau.g_00585	Syae.g_02398
OG0000558	Prau.g_00587	Syae.g_02400
OG0000559	Prau.g_00591	Syae.g_02404
OG0000560	Prau.g_00594	Syae.g_02407
OG0000561	Prau.g_00595	Syae.g_02408
OG0000562	Prau.g_00596	Syae.g_02409
OG0000563	Prau.g_00597	Syae.g_02410
OG0000564	Prau.g_00598	Syae.g_02411
OG0000565	Prau.g_00601	Syae.g_02414
OG0000566	Prau.g_00603	Syae.g_02418
OG0000567	Prau.g_00607	Syae.g_02422
OG0000568	Prau.g_00608	Syae.g_02427
OG0000569	Prau.g_00609	Syae.g_02428
OG0000570	Prau.g_00610	Syae.g_02429
OG0000571	Prau.g_00612	Syae.g_02433
OG0000572	Prau.g_00625	Syae.g_02448
OG0000573	Prau.g_00630	Syae.g_02456
OG0000574	Prau.g_00631	Syae.g_02457
OG0000575	Prau.g_00635	Syae.g_02461
OG0000576	Prau.g_00637	Syae.g_02463
OG0000577	Prau.g_00638	Syae.g_02464
OG0000578	Prau.g_00639	Syae.g_02465
OG0000579	Prau.g_00640	Syae.g_02466
OG0000580	Prau.g_00641	Syae.g_02467
OG0000581	Prau.g_00643	Syae.g_02473
OG0000582	Prau.g_00646	Syae.g_00018
OG0000583	Prau.g_00647	Syae.g_00019
OG0000584	Prau.g_00648	Syae.g_00020
OG0000585	Prau.g_00650	Syae.g_00022
OG0000586	Prau.g_00651	Syae.g_00023
OG0000587	Prau.g_00652	Syae.g_00025
OG0000588	Prau.g_00656	Syae.g_00043
