Orthogroup	Prau	Syaj
OG0000121	Prau.g_01533	Syaj.g_01383
OG0000122	Prau.g_01571	Syaj.g_01250
OG0000123	Prau.g_01876	Syaj.g_02745
OG0000124	Prau.g_01941	Syaj.g_02388
OG0000125	Prau.g_01978	Syaj.g_02117
OG0000126	Prau.g_02017	Syaj.g_02256
OG0000127	Prau.g_01292	Syaj.g_00036
OG0000128	Prau.g_00011	Syaj.g_02274
OG0000129	Prau.g_00051	Syaj.g_02106
OG0000130	Prau.g_00071	Syaj.g_01818
OG0000131	Prau.g_00146	Syaj.g_01964
OG0000132	Prau.g_00165	Syaj.g_01984
OG0000133	Prau.g_00324	Syaj.g_00902
OG0000134	Prau.g_00359	Syaj.g_02832
OG0000135	Prau.g_00386	Syaj.g_02167
OG0000136	Prau.g_00482	Syaj.g_01550
OG0000137	Prau.g_00516	Syaj.g_01444
OG0000138	Prau.g_00536	Syaj.g_00088
OG0000139	Prau.g_00577	Syaj.g_00150
OG0000140	Prau.g_00578	Syaj.g_00153
OG0000141	Prau.g_00645	Syaj.g_01340
OG0000142	Prau.g_00675	Syaj.g_01283
OG0000143	Prau.g_00679	Syaj.g_01279
OG0000144	Prau.g_00692	Syaj.g_01151
OG0000145	Prau.g_00816	Syaj.g_00094
OG0000146	Prau.g_00819	Syaj.g_00908
OG0000147	Prau.g_00820	Syaj.g_00909
OG0000148	Prau.g_00870	Syaj.g_01003
OG0000149	Prau.g_00900	Syaj.g_00369
OG0000150	Prau.g_00909	Syaj.g_01339, Syaj.g_00154
OG0000151	Prau.g_00966	Syaj.g_01074
OG0000152	Prau.g_01015	Syaj.g_00898
OG0000153	Prau.g_01034	Syaj.g_00842
OG0000154	Prau.g_01063	Syaj.g_00814
OG0000155	Prau.g_01226	Syaj.g_00338
OG0000156	Prau.g_01359	Syaj.g_00282
OG0000157	Prau.g_01360	Syaj.g_00281
OG0000158	Prau.g_01436	Syaj.g_02445
OG0000160	Prau.g_01532	Syaj.g_01382
OG0000161	Prau.g_01538	Syaj.g_01389
OG0000162	Prau.g_01544	Syaj.g_01395
OG0000163	Prau.g_01578	Syaj.g_01639
OG0000164	Prau.g_01756	Syaj.g_01758
OG0000165	Prau.g_01763	Syaj.g_01582
OG0000166	Prau.g_01833	Syaj.g_02698
OG0000167	Prau.g_01899	Syaj.g_02460
OG0000168	Prau.g_01909	Syaj.g_02444
OG0000169	Prau.g_01919	Syaj.g_02431, Syaj.g_02429
OG0000170	Prau.g_01921	Syaj.g_02422
OG0000171	Prau.g_01940	Syaj.g_02389
OG0000172	Prau.g_01949	Syaj.g_02365
OG0000173	Prau.g_01964	Syaj.g_02321
OG0000174	Prau.g_01991	Syaj.g_02169
OG0000175	Prau.g_02001	Syaj.g_02229
OG0000176	Prau.g_00004	Syaj.g_02266
OG0000177	Prau.g_00005	Syaj.g_02267
OG0000178	Prau.g_00006	Syaj.g_02268
OG0000179	Prau.g_00016	Syaj.g_02283
OG0000180	Prau.g_00017	Syaj.g_02284
OG0000181	Prau.g_00018	Syaj.g_02285
OG0000182	Prau.g_00019	Syaj.g_02286
OG0000183	Prau.g_00023	Syaj.g_02290
OG0000184	Prau.g_00054	Syaj.g_02098
OG0000185	Prau.g_00057	Syaj.g_02087
OG0000186	Prau.g_00066	Syaj.g_01812
OG0000187	Prau.g_00067	Syaj.g_01814
OG0000188	Prau.g_00083	Syaj.g_01837
OG0000189	Prau.g_00097	Syaj.g_01874
OG0000190	Prau.g_00098	Syaj.g_01876
OG0000191	Prau.g_00118	Syaj.g_01910
OG0000192	Prau.g_00122	Syaj.g_01919
OG0000193	Prau.g_00147	Syaj.g_01965
OG0000194	Prau.g_00150	Syaj.g_01968
OG0000195	Prau.g_00152	Syaj.g_01971
OG0000196	Prau.g_00162	Syaj.g_01981
OG0000197	Prau.g_00163	Syaj.g_01982
OG0000198	Prau.g_00164	Syaj.g_01983
OG0000199	Prau.g_00171	Syaj.g_01991
OG0000200	Prau.g_00185	Syaj.g_02008
OG0000201	Prau.g_00193	Syaj.g_02024
OG0000202	Prau.g_00194	Syaj.g_02025
OG0000203	Prau.g_00195	Syaj.g_02026
OG0000204	Prau.g_00196	Syaj.g_02027
OG0000205	Prau.g_00203	Syaj.g_02035
OG0000206	Prau.g_00208	Syaj.g_02043
OG0000207	Prau.g_00210	Syaj.g_02045
OG0000208	Prau.g_00211	Syaj.g_02046
OG0000209	Prau.g_00220	Syaj.g_02070
OG0000210	Prau.g_00221	Syaj.g_02071
OG0000212	Prau.g_00241	Syaj.g_02881
OG0000213	Prau.g_00259	Syaj.g_02601
OG0000214	Prau.g_00269	Syaj.g_02582
OG0000215	Prau.g_00294	Syaj.g_02551
OG0000216	Prau.g_00296	Syaj.g_02547
OG0000217	Prau.g_00299	Syaj.g_02543
OG0000218	Prau.g_00301	Syaj.g_02541
OG0000219	Prau.g_00302	Syaj.g_02540
OG0000220	Prau.g_00303	Syaj.g_02539
OG0000221	Prau.g_00304	Syaj.g_02530
OG0000222	Prau.g_00312	Syaj.g_02516
OG0000223	Prau.g_00325	Syaj.g_02494
OG0000224	Prau.g_00327	Syaj.g_02487
OG0000225	Prau.g_00348	Syaj.g_02821
OG0000226	Prau.g_00352	Syaj.g_02825
OG0000227	Prau.g_00354	Syaj.g_02827
OG0000228	Prau.g_00357	Syaj.g_02828
OG0000229	Prau.g_00477	Syaj.g_01555
OG0000230	Prau.g_00479	Syaj.g_01553
OG0000231	Prau.g_00490	Syaj.g_01541
OG0000232	Prau.g_00499	Syaj.g_01497
OG0000233	Prau.g_00505	Syaj.g_01481
OG0000234	Prau.g_00517	Syaj.g_01442
OG0000235	Prau.g_00520	Syaj.g_00071
OG0000236	Prau.g_00534	Syaj.g_00086
OG0000237	Prau.g_00547	Syaj.g_00103
OG0000238	Prau.g_00553	Syaj.g_00108
OG0000239	Prau.g_00565	Syaj.g_00125
OG0000240	Prau.g_00566	Syaj.g_00126
OG0000241	Prau.g_00570	Syaj.g_01291
OG0000242	Prau.g_00572	Syaj.g_00142
OG0000243	Prau.g_00583	Syaj.g_00164
OG0000244	Prau.g_00586	Syaj.g_00180
OG0000245	Prau.g_00588	Syaj.g_00182
OG0000246	Prau.g_00592	Syaj.g_00186
OG0000247	Prau.g_00602	Syaj.g_00197
OG0000248	Prau.g_00604	Syaj.g_00200
OG0000249	Prau.g_00606	Syaj.g_00202
OG0000250	Prau.g_00611	Syaj.g_00211
OG0000251	Prau.g_00629	Syaj.g_00237
OG0000252	Prau.g_00632	Syaj.g_00243
OG0000253	Prau.g_00633	Syaj.g_00245
OG0000254	Prau.g_00649	Syaj.g_01335
OG0000255	Prau.g_00655	Syaj.g_01315
OG0000256	Prau.g_00667	Syaj.g_01297
OG0000257	Prau.g_00670	Syaj.g_01292
OG0000258	Prau.g_00683	Syaj.g_01274
OG0000259	Prau.g_00700	Syaj.g_00707
OG0000260	Prau.g_00703	Syaj.g_00712
OG0000261	Prau.g_00705	Syaj.g_00715
OG0000262	Prau.g_00709	Syaj.g_00720
OG0000263	Prau.g_00721	Syaj.g_00605
OG0000264	Prau.g_00731	Syaj.g_00485
OG0000265	Prau.g_00755	Syaj.g_00510
OG0000266	Prau.g_00765	Syaj.g_00946
OG0000267	Prau.g_00776	Syaj.g_00770
OG0000268	Prau.g_00777	Syaj.g_00771
OG0000269	Prau.g_00849	Syaj.g_01031
OG0000270	Prau.g_00852	Syaj.g_01025
OG0000271	Prau.g_00860	Syaj.g_01017
OG0000272	Prau.g_00861	Syaj.g_01016
OG0000273	Prau.g_00884	Syaj.g_00389
OG0000274	Prau.g_00885	Syaj.g_00388
OG0000275	Prau.g_00887	Syaj.g_00384
OG0000276	Prau.g_00892	Syaj.g_00377
OG0000277	Prau.g_00893	Syaj.g_00376
OG0000278	Prau.g_00896	Syaj.g_00373
OG0000279	Prau.g_00904	Syaj.g_00357
OG0000280	Prau.g_00905	Syaj.g_00348
OG0000281	Prau.g_00910	Syaj.g_02670
OG0000282	Prau.g_00958	Syaj.g_00743
OG0000283	Prau.g_00992	Syaj.g_00790
OG0000284	Prau.g_00997	Syaj.g_00930
OG0000285	Prau.g_01002	Syaj.g_00917
OG0000286	Prau.g_01014	Syaj.g_00899
OG0000288	Prau.g_01062	Syaj.g_00815
OG0000289	Prau.g_01073	Syaj.g_00800
OG0000290	Prau.g_01086	Syaj.g_00424
OG0000291	Prau.g_01088	Syaj.g_00426
OG0000292	Prau.g_01136	Syaj.g_02255
OG0000293	Prau.g_01198	Syaj.g_00290
OG0000294	Prau.g_01199	Syaj.g_00291
OG0000295	Prau.g_01218	Syaj.g_00330
OG0000296	Prau.g_01220	Syaj.g_00332
OG0000297	Prau.g_01228	Syaj.g_00639
OG0000298	Prau.g_01229	Syaj.g_00638
OG0000299	Prau.g_01246	Syaj.g_00592
OG0000300	Prau.g_01249	Syaj.g_00586
OG0000301	Prau.g_01250	Syaj.g_00585
OG0000302	Prau.g_01252	Syaj.g_00582
OG0000303	Prau.g_01259	Syaj.g_00572
OG0000304	Prau.g_01263	Syaj.g_00566
OG0000305	Prau.g_01401	Syaj.g_00429
OG0000306	Prau.g_01404	Syaj.g_01126
OG0000307	Prau.g_01418	Syaj.g_00051
OG0000308	Prau.g_01419	Syaj.g_00049
OG0000309	Prau.g_01423	Syaj.g_00044
OG0000310	Prau.g_01513	Syaj.g_01358
OG0000311	Prau.g_01515	Syaj.g_01362
OG0000312	Prau.g_01518	Syaj.g_01368
OG0000313	Prau.g_01535	Syaj.g_01386
OG0000314	Prau.g_01558	Syaj.g_01420
OG0000315	Prau.g_01568	Syaj.g_01430
OG0000316	Prau.g_01588	Syaj.g_01664
OG0000317	Prau.g_01730	Syaj.g_01715
OG0000318	Prau.g_01733	Syaj.g_01722
OG0000319	Prau.g_01746	Syaj.g_01741
OG0000320	Prau.g_01748	Syaj.g_01743
OG0000321	Prau.g_01749	Syaj.g_01744
OG0000322	Prau.g_01750	Syaj.g_01745
OG0000323	Prau.g_01759	Syaj.g_01760
OG0000324	Prau.g_01785	Syaj.g_01609
OG0000325	Prau.g_01795	Syaj.g_02638
OG0000326	Prau.g_01801	Syaj.g_02645
OG0000327	Prau.g_01828	Syaj.g_02693
OG0000328	Prau.g_01829	Syaj.g_02694
OG0000329	Prau.g_01846	Syaj.g_02712
OG0000330	Prau.g_01847	Syaj.g_02713
OG0000331	Prau.g_01848	Syaj.g_02714
OG0000332	Prau.g_01862	Syaj.g_02729
OG0000333	Prau.g_01864	Syaj.g_02732
OG0000334	Prau.g_01872	Syaj.g_02741
OG0000335	Prau.g_01877	Syaj.g_02746
OG0000336	Prau.g_01881	Syaj.g_02750
OG0000337	Prau.g_01897	Syaj.g_02466
OG0000338	Prau.g_01898	Syaj.g_02462
OG0000339	Prau.g_01902	Syaj.g_02455
OG0000340	Prau.g_01910	Syaj.g_02443
OG0000341	Prau.g_01912	Syaj.g_02441
OG0000342	Prau.g_01913	Syaj.g_02440
OG0000343	Prau.g_01914	Syaj.g_02437
OG0000344	Prau.g_01917	Syaj.g_02433
OG0000345	Prau.g_01922	Syaj.g_02421
OG0000346	Prau.g_01926	Syaj.g_02416
OG0000347	Prau.g_01942	Syaj.g_02383
OG0000348	Prau.g_01952	Syaj.g_02333
OG0000349	Prau.g_01969	Syaj.g_02314
OG0000350	Prau.g_01987, Prau.g_01297	Syaj.g_02652
OG0000351	Prau.g_02004	Syaj.g_02234
OG0000352	Prau.g_02005	Syaj.g_02235
OG0000353	Prau.g_02021	Syaj.g_02261
OG0000355	Prau.g_00001	Syaj.g_02263
OG0000356	Prau.g_00002	Syaj.g_02264
OG0000357	Prau.g_00003	Syaj.g_02265
OG0000358	Prau.g_00007	Syaj.g_02269
OG0000359	Prau.g_00008	Syaj.g_02271
OG0000360	Prau.g_00009	Syaj.g_02272
OG0000361	Prau.g_00010	Syaj.g_02273
OG0000362	Prau.g_00012	Syaj.g_02275
OG0000363	Prau.g_00014	Syaj.g_02277
OG0000364	Prau.g_00015	Syaj.g_02278
OG0000365	Prau.g_00020	Syaj.g_02287
OG0000366	Prau.g_00021	Syaj.g_02288
OG0000367	Prau.g_00022	Syaj.g_02289
OG0000368	Prau.g_00024	Syaj.g_02291
OG0000369	Prau.g_00025	Syaj.g_02292
OG0000370	Prau.g_00026	Syaj.g_02293
OG0000371	Prau.g_00031	Syaj.g_02301
OG0000372	Prau.g_00034	Syaj.g_02307
OG0000373	Prau.g_00035	Syaj.g_02308
OG0000374	Prau.g_00036	Syaj.g_02309
OG0000375	Prau.g_00047	Syaj.g_02310
OG0000376	Prau.g_00049	Syaj.g_02312
OG0000377	Prau.g_00053	Syaj.g_02105
OG0000378	Prau.g_00055	Syaj.g_02091
OG0000379	Prau.g_00058	Syaj.g_02086
OG0000380	Prau.g_00068	Syaj.g_01815
OG0000381	Prau.g_00072	Syaj.g_01819
OG0000382	Prau.g_00082	Syaj.g_01836
OG0000383	Prau.g_00084	Syaj.g_01839
OG0000384	Prau.g_00085	Syaj.g_01840
OG0000385	Prau.g_00086	Syaj.g_01841
OG0000386	Prau.g_00087	Syaj.g_01842
OG0000387	Prau.g_00100	Syaj.g_01878
OG0000388	Prau.g_00103	Syaj.g_01882
OG0000389	Prau.g_00107	Syaj.g_01886
OG0000390	Prau.g_00114	Syaj.g_01904
OG0000391	Prau.g_00117	Syaj.g_01909
OG0000392	Prau.g_00121	Syaj.g_01918
OG0000393	Prau.g_00123	Syaj.g_01922
OG0000394	Prau.g_00124	Syaj.g_01923
OG0000395	Prau.g_00125	Syaj.g_01924
OG0000396	Prau.g_00128	Syaj.g_01928
OG0000397	Prau.g_00130	Syaj.g_01930
OG0000398	Prau.g_00132	Syaj.g_01935
OG0000399	Prau.g_00133	Syaj.g_01936
OG0000400	Prau.g_00134	Syaj.g_01937
OG0000401	Prau.g_00135	Syaj.g_01938
OG0000402	Prau.g_00137	Syaj.g_01940
OG0000403	Prau.g_00138	Syaj.g_01941
OG0000404	Prau.g_00139	Syaj.g_01943
OG0000405	Prau.g_00143	Syaj.g_01961
OG0000406	Prau.g_00148	Syaj.g_01966
OG0000407	Prau.g_00149	Syaj.g_01967
OG0000408	Prau.g_00151	Syaj.g_01970
OG0000409	Prau.g_00153	Syaj.g_01972
OG0000410	Prau.g_00154	Syaj.g_01973
OG0000411	Prau.g_00155	Syaj.g_01974
OG0000412	Prau.g_00156	Syaj.g_01975
OG0000413	Prau.g_00157	Syaj.g_01977
OG0000415	Prau.g_00159	Syaj.g_01978
OG0000416	Prau.g_00160	Syaj.g_01979
OG0000417	Prau.g_00161	Syaj.g_01980
OG0000418	Prau.g_00166	Syaj.g_01985
OG0000419	Prau.g_00168	Syaj.g_01987
OG0000420	Prau.g_00169	Syaj.g_01989
OG0000421	Prau.g_00174	Syaj.g_01994
OG0000422	Prau.g_00175	Syaj.g_01995
OG0000423	Prau.g_00176	Syaj.g_01996
OG0000424	Prau.g_00177	Syaj.g_01997
OG0000425	Prau.g_00178	Syaj.g_01998
OG0000426	Prau.g_00179	Syaj.g_01999
OG0000427	Prau.g_00180	Syaj.g_02000
OG0000428	Prau.g_00182	Syaj.g_02003
OG0000429	Prau.g_00183	Syaj.g_02005
OG0000430	Prau.g_00184	Syaj.g_02007
OG0000431	Prau.g_00186	Syaj.g_02010
OG0000432	Prau.g_00189	Syaj.g_02017
OG0000433	Prau.g_00190	Syaj.g_02020
OG0000434	Prau.g_00191	Syaj.g_02021
OG0000435	Prau.g_00192	Syaj.g_02023
OG0000436	Prau.g_00197	Syaj.g_02029
OG0000437	Prau.g_00198	Syaj.g_02030
OG0000438	Prau.g_00199	Syaj.g_02031
OG0000439	Prau.g_00201	Syaj.g_02033
OG0000440	Prau.g_00202	Syaj.g_02034
OG0000441	Prau.g_00205	Syaj.g_02038
OG0000442	Prau.g_00206	Syaj.g_02039
OG0000443	Prau.g_00207	Syaj.g_02040
OG0000444	Prau.g_00212	Syaj.g_02052
OG0000445	Prau.g_00213	Syaj.g_02053
OG0000446	Prau.g_00214	Syaj.g_02055
OG0000447	Prau.g_00215	Syaj.g_02058
OG0000448	Prau.g_00216	Syaj.g_02059
OG0000449	Prau.g_00217	Syaj.g_02060
OG0000450	Prau.g_00218	Syaj.g_02067
OG0000451	Prau.g_00219	Syaj.g_02068
OG0000452	Prau.g_00222	Syaj.g_02072
OG0000453	Prau.g_00223	Syaj.g_02073
OG0000454	Prau.g_00224	Syaj.g_02074
OG0000455	Prau.g_00225	Syaj.g_02075
OG0000456	Prau.g_00226	Syaj.g_02076
OG0000457	Prau.g_00227	Syaj.g_02078
OG0000458	Prau.g_00228	Syaj.g_02079
OG0000459	Prau.g_00229	Syaj.g_02080
OG0000460	Prau.g_00236	Syaj.g_02858
OG0000461	Prau.g_00244	Syaj.g_02623
OG0000462	Prau.g_00246	Syaj.g_02620
OG0000463	Prau.g_00247	Syaj.g_02619
OG0000464	Prau.g_00248	Syaj.g_02618
OG0000465	Prau.g_00249	Syaj.g_02617
OG0000466	Prau.g_00252	Syaj.g_02612
OG0000467	Prau.g_00253	Syaj.g_02610
OG0000468	Prau.g_00255	Syaj.g_02605
OG0000469	Prau.g_00264	Syaj.g_02590
OG0000470	Prau.g_00266	Syaj.g_02586
OG0000471	Prau.g_00267	Syaj.g_02585
OG0000472	Prau.g_00268	Syaj.g_02583
OG0000473	Prau.g_00270	Syaj.g_02581
OG0000474	Prau.g_00271	Syaj.g_02580
OG0000475	Prau.g_00272	Syaj.g_02579
OG0000476	Prau.g_00273	Syaj.g_02577
OG0000477	Prau.g_00277	Syaj.g_02571
OG0000478	Prau.g_00278	Syaj.g_02570
OG0000479	Prau.g_00279	Syaj.g_02569
OG0000480	Prau.g_00284	Syaj.g_02562
OG0000481	Prau.g_00286	Syaj.g_02560
OG0000482	Prau.g_00287	Syaj.g_02559
OG0000483	Prau.g_00290	Syaj.g_02555
OG0000484	Prau.g_00291	Syaj.g_02554
OG0000485	Prau.g_00292	Syaj.g_02553
OG0000486	Prau.g_00293	Syaj.g_02552
OG0000487	Prau.g_00297	Syaj.g_02546
OG0000488	Prau.g_00300	Syaj.g_02542
OG0000489	Prau.g_00305	Syaj.g_02529
OG0000490	Prau.g_00310	Syaj.g_02519
OG0000491	Prau.g_00311	Syaj.g_02517
OG0000492	Prau.g_00313	Syaj.g_02515
OG0000493	Prau.g_00314	Syaj.g_02514
OG0000494	Prau.g_00315	Syaj.g_02513
OG0000495	Prau.g_00316	Syaj.g_02512
OG0000496	Prau.g_00317	Syaj.g_02511
OG0000497	Prau.g_00318	Syaj.g_02510
OG0000498	Prau.g_00319	Syaj.g_02509
OG0000499	Prau.g_00320	Syaj.g_02508
OG0000500	Prau.g_00321	Syaj.g_02507
OG0000501	Prau.g_00323	Syaj.g_02504
OG0000502	Prau.g_00326	Syaj.g_02492
OG0000503	Prau.g_00336	Syaj.g_02805
OG0000504	Prau.g_00337	Syaj.g_02807
OG0000505	Prau.g_00338	Syaj.g_02808
OG0000506	Prau.g_00340	Syaj.g_02810
OG0000507	Prau.g_00343	Syaj.g_02816
OG0000508	Prau.g_00347	Syaj.g_02820
OG0000509	Prau.g_00349	Syaj.g_02822
OG0000510	Prau.g_00350	Syaj.g_02823
OG0000511	Prau.g_00351	Syaj.g_02824
OG0000512	Prau.g_00353	Syaj.g_02826
OG0000513	Prau.g_00360	Syaj.g_02833
OG0000514	Prau.g_00472	Syaj.g_02839
OG0000515	Prau.g_00473	Syaj.g_02840
OG0000516	Prau.g_00474	Syaj.g_01561
OG0000517	Prau.g_00476	Syaj.g_01556
OG0000518	Prau.g_00487	Syaj.g_01544
OG0000519	Prau.g_00488	Syaj.g_01543
OG0000520	Prau.g_00489	Syaj.g_01542
OG0000521	Prau.g_00494	Syaj.g_00271
OG0000522	Prau.g_00496	Syaj.g_00273
OG0000523	Prau.g_00497	Syaj.g_00274
OG0000524	Prau.g_00503	Syaj.g_01485
OG0000525	Prau.g_00506	Syaj.g_01454
OG0000526	Prau.g_00507	Syaj.g_01451
OG0000527	Prau.g_00514	Syaj.g_01446
OG0000528	Prau.g_00519	Syaj.g_00065
OG0000529	Prau.g_00522	Syaj.g_00073
OG0000530	Prau.g_00525	Syaj.g_00076
OG0000531	Prau.g_00526	Syaj.g_00077
OG0000532	Prau.g_00528	Syaj.g_00080
OG0000533	Prau.g_00529	Syaj.g_00081
OG0000534	Prau.g_00530	Syaj.g_00082
OG0000535	Prau.g_00531	Syaj.g_00083
OG0000536	Prau.g_00532	Syaj.g_00084
OG0000537	Prau.g_00533	Syaj.g_00085
OG0000538	Prau.g_00541	Syaj.g_00096
OG0000539	Prau.g_00542	Syaj.g_00097
OG0000540	Prau.g_00543	Syaj.g_00098
OG0000541	Prau.g_00544	Syaj.g_00099
OG0000542	Prau.g_00546	Syaj.g_00102
OG0000543	Prau.g_00548	Syaj.g_00104
OG0000544	Prau.g_00549	Syaj.g_00105
OG0000545	Prau.g_00551	Syaj.g_00107
OG0000546	Prau.g_00554	Syaj.g_00109
OG0000547	Prau.g_00556	Syaj.g_00111
OG0000548	Prau.g_00557	Syaj.g_00112
OG0000549	Prau.g_00559	Syaj.g_00118
OG0000550	Prau.g_00564	Syaj.g_00123
OG0000551	Prau.g_00567	Syaj.g_00128
OG0000552	Prau.g_00568	Syaj.g_00129
OG0000553	Prau.g_00569	Syaj.g_00133
OG0000554	Prau.g_00574	Syaj.g_00145
OG0000555	Prau.g_00582	Syaj.g_00163
OG0000556	Prau.g_00584	Syaj.g_00167
OG0000557	Prau.g_00585	Syaj.g_00178
OG0000558	Prau.g_00587	Syaj.g_00181
OG0000559	Prau.g_00591	Syaj.g_00185
OG0000560	Prau.g_00594	Syaj.g_00188
OG0000561	Prau.g_00595	Syaj.g_00189
OG0000562	Prau.g_00596	Syaj.g_00190
OG0000563	Prau.g_00597	Syaj.g_00191
