Orthogroup	Prau	Praj
OG0000116	Prau.g_01197	Praj.g_01471
OG0000117	Prau.g_01318	Praj.g_01355
OG0000118	Prau.g_01383	Praj.g_01540
OG0000119	Prau.g_01405	Praj.g_01568
OG0000120	Prau.g_01430	Praj.g_00664
OG0000121	Prau.g_01533	Praj.g_01634
OG0000122	Prau.g_01571	Praj.g_01673
OG0000123	Prau.g_01876	Praj.g_01959
OG0000124	Prau.g_01941	Praj.g_02031
OG0000125	Prau.g_01978	Praj.g_02091
OG0000126	Prau.g_02017	Praj.g_02144
OG0000128	Prau.g_00011	Praj.g_00011
OG0000129	Prau.g_00051	Praj.g_00048
OG0000130	Prau.g_00071	Praj.g_00107
OG0000131	Prau.g_00146	Praj.g_00185
OG0000132	Prau.g_00165	Praj.g_00204
OG0000133	Prau.g_00324	Praj.g_00357
OG0000134	Prau.g_00359	Praj.g_00405
OG0000135	Prau.g_00386	Praj.g_01279
OG0000136	Prau.g_00482	Praj.g_00435
OG0000137	Prau.g_00516	Praj.g_00467
OG0000138	Prau.g_00536	Praj.g_00487
OG0000139	Prau.g_00577	Praj.g_00528
OG0000140	Prau.g_00578	Praj.g_00529
OG0000141	Prau.g_00645	Praj.g_00595
OG0000142	Prau.g_00675	Praj.g_00623
OG0000143	Prau.g_00679	Praj.g_00627
OG0000144	Prau.g_00692	Praj.g_00640
OG0000145	Prau.g_00816	Praj.g_01054
OG0000146	Prau.g_00819	Praj.g_00937
OG0000147	Prau.g_00820	Praj.g_00936
OG0000148	Prau.g_00870	Praj.g_00787
OG0000149	Prau.g_00900	Praj.g_00819
OG0000150	Prau.g_00909	Praj.g_00828
OG0000151	Prau.g_00966	Praj.g_00898
OG0000152	Prau.g_01015	Praj.g_01601, Praj.g_00946
OG0000153	Prau.g_01034	Praj.g_00965
OG0000154	Prau.g_01063	Praj.g_00995
OG0000155	Prau.g_01226	Praj.g_01440
OG0000156	Prau.g_01359	Praj.g_01517
OG0000157	Prau.g_01360	Praj.g_01518
OG0000158	Prau.g_01436	Praj.g_01995
OG0000159	Prau.g_01457	Praj.g_02043
OG0000160	Prau.g_01532	Praj.g_01633
OG0000161	Prau.g_01538	Praj.g_01639
OG0000162	Prau.g_01544	Praj.g_01645
OG0000163	Prau.g_01578	Praj.g_01681
OG0000164	Prau.g_01756	Praj.g_01790
OG0000165	Prau.g_01763	Praj.g_01798
OG0000166	Prau.g_01833	Praj.g_01915
OG0000167	Prau.g_01899	Praj.g_01985
OG0000168	Prau.g_01909	Praj.g_01996
OG0000169	Prau.g_01919	Praj.g_02006
OG0000170	Prau.g_01921	Praj.g_02008
OG0000171	Prau.g_01940	Praj.g_02030
OG0000172	Prau.g_01949	Praj.g_02061
OG0000173	Prau.g_01964	Praj.g_02076
OG0000174	Prau.g_01991	Praj.g_02107
OG0000175	Prau.g_02001	Praj.g_02125
OG0000176	Prau.g_00004	Praj.g_00004
OG0000177	Prau.g_00005	Praj.g_00005
OG0000178	Prau.g_00006	Praj.g_00006
OG0000179	Prau.g_00016	Praj.g_00016
OG0000180	Prau.g_00017	Praj.g_00017
OG0000181	Prau.g_00018	Praj.g_00018
OG0000182	Prau.g_00019	Praj.g_00019
OG0000183	Prau.g_00023	Praj.g_00023
OG0000184	Prau.g_00054	Praj.g_00050
OG0000185	Prau.g_00057	Praj.g_00053
OG0000186	Prau.g_00066	Praj.g_00102
OG0000187	Prau.g_00067	Praj.g_00103
OG0000188	Prau.g_00083	Praj.g_00120
OG0000189	Prau.g_00097	Praj.g_00134
OG0000190	Prau.g_00098	Praj.g_00135
OG0000191	Prau.g_00118	Praj.g_00158
OG0000192	Prau.g_00122	Praj.g_00162
OG0000193	Prau.g_00147	Praj.g_00186
OG0000194	Prau.g_00150	Praj.g_00189
OG0000195	Prau.g_00152	Praj.g_00191
OG0000196	Prau.g_00162	Praj.g_00201
OG0000197	Prau.g_00163	Praj.g_00202
OG0000198	Prau.g_00164	Praj.g_00203
OG0000199	Prau.g_00171	Praj.g_00210
OG0000200	Prau.g_00185	Praj.g_00223
OG0000201	Prau.g_00193	Praj.g_00232
OG0000202	Prau.g_00194	Praj.g_00233
OG0000203	Prau.g_00195	Praj.g_00234
OG0000204	Prau.g_00196	Praj.g_00235
OG0000205	Prau.g_00203	Praj.g_00242
OG0000206	Prau.g_00208	Praj.g_00246
OG0000207	Prau.g_00210	Praj.g_00248
OG0000208	Prau.g_00211	Praj.g_00249
OG0000209	Prau.g_00220	Praj.g_00258
OG0000210	Prau.g_00221	Praj.g_00259
OG0000211	Prau.g_00234	Praj.g_00273
OG0000212	Prau.g_00241	Praj.g_00281
OG0000213	Prau.g_00259	Praj.g_00296
OG0000214	Prau.g_00269	Praj.g_00304
OG0000215	Prau.g_00294	Praj.g_00328
OG0000216	Prau.g_00296	Praj.g_00329
OG0000217	Prau.g_00299	Praj.g_00332
OG0000218	Prau.g_00301	Praj.g_00334
OG0000219	Prau.g_00302	Praj.g_00335
OG0000220	Prau.g_00303	Praj.g_00336
OG0000221	Prau.g_00304	Praj.g_00337
OG0000222	Prau.g_00312	Praj.g_00345
OG0000223	Prau.g_00325	Praj.g_00358
OG0000224	Prau.g_00327	Praj.g_00360
OG0000225	Prau.g_00348	Praj.g_00391
OG0000226	Prau.g_00352	Praj.g_00395
OG0000227	Prau.g_00354	Praj.g_00397
OG0000228	Prau.g_00357	Praj.g_00402
OG0000229	Prau.g_00477	Praj.g_00430
OG0000230	Prau.g_00479	Praj.g_00432
OG0000231	Prau.g_00490	Praj.g_00443
OG0000232	Prau.g_00499	Praj.g_00451
OG0000233	Prau.g_00505	Praj.g_00459
OG0000234	Prau.g_00517	Praj.g_00468
OG0000235	Prau.g_00520	Praj.g_00472
OG0000236	Prau.g_00534	Praj.g_00485
OG0000237	Prau.g_00547	Praj.g_00498
OG0000238	Prau.g_00553	Praj.g_00504
OG0000239	Prau.g_00565	Praj.g_00516
OG0000240	Prau.g_00566	Praj.g_00517
OG0000241	Prau.g_00570	Praj.g_00521
OG0000242	Prau.g_00572	Praj.g_00523
OG0000243	Prau.g_00583	Praj.g_00534
OG0000244	Prau.g_00586	Praj.g_00537
OG0000245	Prau.g_00588	Praj.g_00539
OG0000246	Prau.g_00592	Praj.g_00543
OG0000247	Prau.g_00602	Praj.g_00553
OG0000248	Prau.g_00604	Praj.g_00555
OG0000249	Prau.g_00606	Praj.g_00557
OG0000250	Prau.g_00611	Praj.g_00562
OG0000251	Prau.g_00629	Praj.g_00578
OG0000252	Prau.g_00632	Praj.g_00580
OG0000253	Prau.g_00633	Praj.g_00582
OG0000254	Prau.g_00649	Praj.g_00599
OG0000255	Prau.g_00655	Praj.g_00605
OG0000256	Prau.g_00667	Praj.g_00615
OG0000257	Prau.g_00670	Praj.g_00618
OG0000258	Prau.g_00683	Praj.g_00631
OG0000259	Prau.g_00700	Praj.g_00648
OG0000260	Prau.g_00703	Praj.g_00651
OG0000261	Prau.g_00705	Praj.g_00654
OG0000262	Prau.g_00709	Praj.g_00659
OG0000263	Prau.g_00721	Praj.g_00673
OG0000264	Prau.g_00731	Praj.g_00684
OG0000265	Prau.g_00755	Praj.g_00698
OG0000266	Prau.g_00765	Praj.g_00708
OG0000267	Prau.g_00776	Praj.g_00721
OG0000268	Prau.g_00777	Praj.g_00722
OG0000269	Prau.g_00849	Praj.g_00764
OG0000270	Prau.g_00852	Praj.g_00767
OG0000271	Prau.g_00860	Praj.g_00775
OG0000272	Prau.g_00861	Praj.g_00776
OG0000273	Prau.g_00884	Praj.g_00801
OG0000274	Prau.g_00885	Praj.g_00802
OG0000275	Prau.g_00887	Praj.g_00804
OG0000276	Prau.g_00892	Praj.g_00810
OG0000277	Prau.g_00893	Praj.g_00811
OG0000278	Prau.g_00896	Praj.g_00815
OG0000279	Prau.g_00904	Praj.g_00822
OG0000280	Prau.g_00905	Praj.g_01326
OG0000281	Prau.g_00910	Praj.g_00829
OG0000282	Prau.g_00958	Praj.g_00889
OG0000283	Prau.g_00992	Praj.g_00920
OG0000284	Prau.g_00997	Praj.g_00925
OG0000285	Prau.g_01002	Praj.g_00930
OG0000286	Prau.g_01014	Praj.g_00945
OG0000287	Prau.g_01031	Praj.g_00085
OG0000288	Prau.g_01062	Praj.g_00994
OG0000289	Prau.g_01073	Praj.g_01005
OG0000290	Prau.g_01086	Praj.g_01021
OG0000291	Prau.g_01088	Praj.g_01023
OG0000292	Prau.g_01136	Praj.g_01196
OG0000293	Prau.g_01198	Praj.g_01470
OG0000294	Prau.g_01199	Praj.g_01469
OG0000295	Prau.g_01218	Praj.g_01447
OG0000296	Prau.g_01220	Praj.g_01445
OG0000297	Prau.g_01228	Praj.g_01437
OG0000298	Prau.g_01229	Praj.g_01436
OG0000299	Prau.g_01246	Praj.g_01417
OG0000300	Prau.g_01249	Praj.g_01414
OG0000301	Prau.g_01250	Praj.g_01413
OG0000302	Prau.g_01252	Praj.g_01410
OG0000303	Prau.g_01259	Praj.g_01405
OG0000304	Prau.g_01263	Praj.g_01402
OG0000305	Prau.g_01401	Praj.g_01734
OG0000306	Prau.g_01404	Praj.g_00833
OG0000307	Prau.g_01418	Praj.g_01584
OG0000308	Prau.g_01419	Praj.g_01585
OG0000309	Prau.g_01423	Praj.g_01589
OG0000310	Prau.g_01513	Praj.g_01616
OG0000311	Prau.g_01515	Praj.g_01618
OG0000312	Prau.g_01518	Praj.g_01621
OG0000313	Prau.g_01535	Praj.g_01636
OG0000314	Prau.g_01558	Praj.g_01657
OG0000315	Prau.g_01568	Praj.g_01667
OG0000316	Prau.g_01588	Praj.g_01692
OG0000317	Prau.g_01730	Praj.g_01766
OG0000318	Prau.g_01733	Praj.g_01769
OG0000319	Prau.g_01746	Praj.g_01780
OG0000320	Prau.g_01748	Praj.g_01782
OG0000321	Prau.g_01749	Praj.g_01783
OG0000322	Prau.g_01750	Praj.g_01784
OG0000323	Prau.g_01759	Praj.g_01793
OG0000324	Prau.g_01785	Praj.g_01820
OG0000325	Prau.g_01795	Praj.g_01870
OG0000326	Prau.g_01801	Praj.g_01876
OG0000327	Prau.g_01828	Praj.g_01910
OG0000328	Prau.g_01829	Praj.g_01911
OG0000329	Prau.g_01846	Praj.g_01928
OG0000330	Prau.g_01847	Praj.g_01929
OG0000331	Prau.g_01848	Praj.g_01930
OG0000332	Prau.g_01862	Praj.g_01944
OG0000333	Prau.g_01864	Praj.g_01946
OG0000334	Prau.g_01872	Praj.g_01955
OG0000335	Prau.g_01877	Praj.g_01960
OG0000336	Prau.g_01881	Praj.g_01964
OG0000337	Prau.g_01897	Praj.g_01982
OG0000338	Prau.g_01898	Praj.g_01983
OG0000339	Prau.g_01902	Praj.g_01988
OG0000340	Prau.g_01910	Praj.g_01997
OG0000341	Prau.g_01912	Praj.g_01999
OG0000342	Prau.g_01913	Praj.g_02000
OG0000343	Prau.g_01914	Praj.g_02001
OG0000344	Prau.g_01917	Praj.g_02004
OG0000345	Prau.g_01922	Praj.g_02009
OG0000346	Prau.g_01926	Praj.g_02013
OG0000347	Prau.g_01942	Praj.g_02034
OG0000348	Prau.g_01952	Praj.g_02064
OG0000349	Prau.g_01969	Praj.g_02082
OG0000350	Prau.g_01987, Prau.g_01297	Praj.g_02103
OG0000351	Prau.g_02004	Praj.g_02128
OG0000352	Prau.g_02005	Praj.g_02129
OG0000353	Prau.g_02021	Praj.g_02148
OG0000355	Prau.g_00001	Praj.g_00001
OG0000356	Prau.g_00002	Praj.g_00002
OG0000357	Prau.g_00003	Praj.g_00003
OG0000358	Prau.g_00007	Praj.g_00007
OG0000359	Prau.g_00008	Praj.g_00008
OG0000360	Prau.g_00009	Praj.g_00009
OG0000361	Prau.g_00010	Praj.g_00010
OG0000362	Prau.g_00012	Praj.g_00012
OG0000363	Prau.g_00014	Praj.g_00014
OG0000364	Prau.g_00015	Praj.g_00015
OG0000365	Prau.g_00020	Praj.g_00020
OG0000366	Prau.g_00021	Praj.g_00021
OG0000367	Prau.g_00022	Praj.g_00022
OG0000368	Prau.g_00024	Praj.g_00024
OG0000369	Prau.g_00025	Praj.g_00025
OG0000370	Prau.g_00026	Praj.g_00026
OG0000371	Prau.g_00031	Praj.g_00032
OG0000372	Prau.g_00034	Praj.g_00034
OG0000373	Prau.g_00035	Praj.g_00035
OG0000374	Prau.g_00036	Praj.g_00036
OG0000375	Prau.g_00047	Praj.g_00044
OG0000376	Prau.g_00049	Praj.g_00046
OG0000377	Prau.g_00053	Praj.g_00049
OG0000378	Prau.g_00055	Praj.g_00051
OG0000379	Prau.g_00058	Praj.g_00054
OG0000380	Prau.g_00068	Praj.g_00104
OG0000381	Prau.g_00072	Praj.g_00108
OG0000382	Prau.g_00082	Praj.g_00119
OG0000383	Prau.g_00084	Praj.g_00121
OG0000384	Prau.g_00085	Praj.g_00122
OG0000385	Prau.g_00086	Praj.g_00123
OG0000386	Prau.g_00087	Praj.g_00124
OG0000387	Prau.g_00100	Praj.g_00137
OG0000388	Prau.g_00103	Praj.g_00141
OG0000389	Prau.g_00107	Praj.g_00144
OG0000390	Prau.g_00114	Praj.g_00153
OG0000391	Prau.g_00117	Praj.g_00157
OG0000392	Prau.g_00121	Praj.g_00160
OG0000393	Prau.g_00123	Praj.g_00163
OG0000394	Prau.g_00124	Praj.g_00164
OG0000395	Prau.g_00125	Praj.g_00165
OG0000396	Prau.g_00128	Praj.g_00168
OG0000397	Prau.g_00130	Praj.g_00170
OG0000398	Prau.g_00132	Praj.g_00173
OG0000399	Prau.g_00133	Praj.g_00174
OG0000400	Prau.g_00134	Praj.g_00175
OG0000401	Prau.g_00135	Praj.g_00176
OG0000402	Prau.g_00137	Praj.g_01057
OG0000403	Prau.g_00138	Praj.g_00177
OG0000404	Prau.g_00139	Praj.g_00178
OG0000405	Prau.g_00143	Praj.g_00183
OG0000406	Prau.g_00148	Praj.g_00187
OG0000407	Prau.g_00149	Praj.g_00188
OG0000408	Prau.g_00151	Praj.g_00190
OG0000409	Prau.g_00153	Praj.g_00192
OG0000410	Prau.g_00154	Praj.g_00193
OG0000411	Prau.g_00155	Praj.g_00194
OG0000412	Prau.g_00156	Praj.g_00195
OG0000413	Prau.g_00157	Praj.g_00196
OG0000414	Prau.g_00158	Praj.g_00197
OG0000415	Prau.g_00159	Praj.g_00198
OG0000416	Prau.g_00160	Praj.g_00199
OG0000417	Prau.g_00161	Praj.g_00200
OG0000418	Prau.g_00166	Praj.g_00205
OG0000419	Prau.g_00168	Praj.g_00207
OG0000420	Prau.g_00169	Praj.g_00208
OG0000421	Prau.g_00174	Praj.g_00212
OG0000422	Prau.g_00175	Praj.g_00213
OG0000423	Prau.g_00176	Praj.g_00214
OG0000424	Prau.g_00177	Praj.g_00215
OG0000425	Prau.g_00178	Praj.g_00216
OG0000426	Prau.g_00179	Praj.g_00217
OG0000427	Prau.g_00180	Praj.g_00218
OG0000428	Prau.g_00182	Praj.g_00220
OG0000429	Prau.g_00183	Praj.g_00221
OG0000430	Prau.g_00184	Praj.g_00222
OG0000431	Prau.g_00186	Praj.g_00224
OG0000432	Prau.g_00189	Praj.g_00228
OG0000433	Prau.g_00190	Praj.g_00229
OG0000434	Prau.g_00191	Praj.g_00230
OG0000435	Prau.g_00192	Praj.g_00231
OG0000436	Prau.g_00197	Praj.g_00236
OG0000437	Prau.g_00198	Praj.g_00237
OG0000438	Prau.g_00199	Praj.g_00238
OG0000439	Prau.g_00201	Praj.g_00240
OG0000440	Prau.g_00202	Praj.g_00241
OG0000441	Prau.g_00205	Praj.g_00243
OG0000442	Prau.g_00206	Praj.g_00244
OG0000443	Prau.g_00207	Praj.g_00245
OG0000444	Prau.g_00212	Praj.g_00250
OG0000445	Prau.g_00213	Praj.g_00251
OG0000446	Prau.g_00214	Praj.g_00252
OG0000447	Prau.g_00215	Praj.g_00253
OG0000448	Prau.g_00216	Praj.g_00254
OG0000449	Prau.g_00217	Praj.g_00255
OG0000450	Prau.g_00218	Praj.g_00256
OG0000451	Prau.g_00219	Praj.g_00257
OG0000452	Prau.g_00222	Praj.g_00260
OG0000453	Prau.g_00223	Praj.g_00261
OG0000454	Prau.g_00224	Praj.g_00262
OG0000455	Prau.g_00225	Praj.g_00263
OG0000456	Prau.g_00226	Praj.g_00264
OG0000457	Prau.g_00227	Praj.g_00265
OG0000458	Prau.g_00228	Praj.g_00266
OG0000459	Prau.g_00229	Praj.g_00267
OG0000460	Prau.g_00236	Praj.g_00275
OG0000461	Prau.g_00244	Praj.g_00283
OG0000462	Prau.g_00246	Praj.g_00285
OG0000463	Prau.g_00247	Praj.g_00286
OG0000464	Prau.g_00248	Praj.g_00287
OG0000465	Prau.g_00249	Praj.g_00288
OG0000466	Prau.g_00252	Praj.g_00289
OG0000467	Prau.g_00253	Praj.g_00290
OG0000468	Prau.g_00255	Praj.g_00292
OG0000469	Prau.g_00264	Praj.g_00299
OG0000470	Prau.g_00266	Praj.g_00301
OG0000471	Prau.g_00267	Praj.g_00302
OG0000472	Prau.g_00268	Praj.g_00303
OG0000473	Prau.g_00270	Praj.g_00305
OG0000474	Prau.g_00271	Praj.g_00306
OG0000475	Prau.g_00272	Praj.g_00307
OG0000476	Prau.g_00273	Praj.g_00309
OG0000477	Prau.g_00277	Praj.g_00311
OG0000478	Prau.g_00278	Praj.g_00312
OG0000479	Prau.g_00279	Praj.g_00313
OG0000480	Prau.g_00284	Praj.g_00318
OG0000481	Prau.g_00286	Praj.g_00320
OG0000482	Prau.g_00287	Praj.g_00321
OG0000483	Prau.g_00290	Praj.g_00324
OG0000484	Prau.g_00291	Praj.g_00325
OG0000485	Prau.g_00292	Praj.g_00326
OG0000486	Prau.g_00293	Praj.g_00327
OG0000487	Prau.g_00297	Praj.g_00330
OG0000488	Prau.g_00300	Praj.g_00333
OG0000489	Prau.g_00305	Praj.g_00338
OG0000490	Prau.g_00310	Praj.g_00343
OG0000491	Prau.g_00311	Praj.g_00344
OG0000492	Prau.g_00313	Praj.g_00346
OG0000493	Prau.g_00314	Praj.g_00347
OG0000494	Prau.g_00315	Praj.g_00348
OG0000495	Prau.g_00316	Praj.g_00349
OG0000496	Prau.g_00317	Praj.g_00350
OG0000497	Prau.g_00318	Praj.g_00351
OG0000498	Prau.g_00319	Praj.g_00352
OG0000499	Prau.g_00320	Praj.g_00353
OG0000500	Prau.g_00321	Praj.g_00354
OG0000501	Prau.g_00323	Praj.g_00356
OG0000502	Prau.g_00326	Praj.g_00359
OG0000503	Prau.g_00336	Praj.g_00380
OG0000504	Prau.g_00337	Praj.g_00382
OG0000505	Prau.g_00338	Praj.g_00383
OG0000506	Prau.g_00340	Praj.g_00384
OG0000507	Prau.g_00343	Praj.g_00387
OG0000508	Prau.g_00347	Praj.g_00390
OG0000509	Prau.g_00349	Praj.g_00392
OG0000510	Prau.g_00350	Praj.g_00393
OG0000511	Prau.g_00351	Praj.g_00394
OG0000512	Prau.g_00353	Praj.g_00396
OG0000513	Prau.g_00360	Praj.g_00406
OG0000514	Prau.g_00472	Praj.g_00425
OG0000515	Prau.g_00473	Praj.g_00426
OG0000516	Prau.g_00474	Praj.g_00427
OG0000517	Prau.g_00476	Praj.g_00429
OG0000518	Prau.g_00487	Praj.g_00440
OG0000519	Prau.g_00488	Praj.g_00441
OG0000520	Prau.g_00489	Praj.g_00442
OG0000521	Prau.g_00494	Praj.g_00447
OG0000522	Prau.g_00496	Praj.g_00449
OG0000523	Prau.g_00497	Praj.g_00450
OG0000524	Prau.g_00503	Praj.g_00457
OG0000525	Prau.g_00506	Praj.g_00461
OG0000526	Prau.g_00507	Praj.g_00462
OG0000527	Prau.g_00514	Praj.g_00465
OG0000528	Prau.g_00519	Praj.g_00471
OG0000529	Prau.g_00522	Praj.g_00474
OG0000530	Prau.g_00525	Praj.g_00477
OG0000531	Prau.g_00526	Praj.g_00478
OG0000532	Prau.g_00528	Praj.g_00479
OG0000533	Prau.g_00529	Praj.g_00480
OG0000534	Prau.g_00530	Praj.g_00481
OG0000535	Prau.g_00531	Praj.g_00482
OG0000536	Prau.g_00532	Praj.g_00483
OG0000537	Prau.g_00533	Praj.g_00484
OG0000538	Prau.g_00541	Praj.g_00492
OG0000539	Prau.g_00542	Praj.g_00493
OG0000540	Prau.g_00543	Praj.g_00494
OG0000541	Prau.g_00544	Praj.g_00495
OG0000542	Prau.g_00546	Praj.g_00497
OG0000543	Prau.g_00548	Praj.g_00499
OG0000544	Prau.g_00549	Praj.g_00500
OG0000545	Prau.g_00551	Praj.g_00502
OG0000546	Prau.g_00554	Praj.g_00505
OG0000547	Prau.g_00556	Praj.g_00507
OG0000548	Prau.g_00557	Praj.g_00508
OG0000549	Prau.g_00559	Praj.g_00511
OG0000550	Prau.g_00564	Praj.g_00515
OG0000551	Prau.g_00567	Praj.g_00518
OG0000552	Prau.g_00568	Praj.g_00519
OG0000553	Prau.g_00569	Praj.g_00520
OG0000554	Prau.g_00574	Praj.g_00525
OG0000555	Prau.g_00582	Praj.g_00533
OG0000556	Prau.g_00584	Praj.g_00535
OG0000557	Prau.g_00585	Praj.g_00536
OG0000558	Prau.g_00587	Praj.g_00538
OG0000559	Prau.g_00591	Praj.g_00542
OG0000560	Prau.g_00594	Praj.g_00545
OG0000561	Prau.g_00595	Praj.g_00546
OG0000562	Prau.g_00596	Praj.g_00547
