Orthogroup	Prau	Prar
OG0000278	Prau.g_00896	Prar.g_01726
OG0000279	Prau.g_00904	Prar.g_01733
OG0000280	Prau.g_00905	Prar.g_01734
OG0000281	Prau.g_00910	Prar.g_01740
OG0000282	Prau.g_00958	Prar.g_01778
OG0000283	Prau.g_00992	Prar.g_01810
OG0000284	Prau.g_00997	Prar.g_01815
OG0000285	Prau.g_01002	Prar.g_01820
OG0000286	Prau.g_01014	Prar.g_01832
OG0000287	Prau.g_01031	Prar.g_01849
OG0000288	Prau.g_01062	Prar.g_01877
OG0000289	Prau.g_01073	Prar.g_01888
OG0000290	Prau.g_01086	Prar.g_01901
OG0000291	Prau.g_01088	Prar.g_01903
OG0000292	Prau.g_01136	Prar.g_01953
OG0000293	Prau.g_01198	Prar.g_01272
OG0000294	Prau.g_01199	Prar.g_01271
OG0000295	Prau.g_01218	Prar.g_01251
OG0000296	Prau.g_01220	Prar.g_01249
OG0000297	Prau.g_01228	Prar.g_01241
OG0000298	Prau.g_01229	Prar.g_01240
OG0000299	Prau.g_01246	Prar.g_01223
OG0000300	Prau.g_01249	Prar.g_01220
OG0000301	Prau.g_01250	Prar.g_01219
OG0000302	Prau.g_01252	Prar.g_01217
OG0000303	Prau.g_01259	Prar.g_01210
OG0000304	Prau.g_01263	Prar.g_01206
OG0000305	Prau.g_01401	Prar.g_00919
OG0000306	Prau.g_01404	Prar.g_00916
OG0000307	Prau.g_01418	Prar.g_00902
OG0000308	Prau.g_01419	Prar.g_00901
OG0000309	Prau.g_01423	Prar.g_00897
OG0000310	Prau.g_01513	Prar.g_00354
OG0000311	Prau.g_01515	Prar.g_00352
OG0000312	Prau.g_01518	Prar.g_00349
OG0000313	Prau.g_01535	Prar.g_00335
OG0000314	Prau.g_01558	Prar.g_00820
OG0000315	Prau.g_01568	Prar.g_00810
OG0000316	Prau.g_01588	Prar.g_00790
OG0000317	Prau.g_01730	Prar.g_01145
OG0000318	Prau.g_01733	Prar.g_01142
OG0000319	Prau.g_01746	Prar.g_01129
OG0000320	Prau.g_01748	Prar.g_01127
OG0000321	Prau.g_01749	Prar.g_01126
OG0000322	Prau.g_01750	Prar.g_01125
OG0000323	Prau.g_01759	Prar.g_01967
OG0000324	Prau.g_01785	Prar.g_00609
OG0000325	Prau.g_01795	Prar.g_01113
OG0000326	Prau.g_01801	Prar.g_01107
OG0000327	Prau.g_01828	Prar.g_01068
OG0000328	Prau.g_01829	Prar.g_01067
OG0000329	Prau.g_01846	Prar.g_01050
OG0000330	Prau.g_01847	Prar.g_01049
OG0000331	Prau.g_01848	Prar.g_01048
OG0000332	Prau.g_01862	Prar.g_01034
OG0000333	Prau.g_01864	Prar.g_01032
OG0000334	Prau.g_01872	Prar.g_01024
OG0000335	Prau.g_01877	Prar.g_01020
OG0000336	Prau.g_01881	Prar.g_01016
OG0000337	Prau.g_01897	Prar.g_00625
OG0000338	Prau.g_01898	Prar.g_00626
OG0000339	Prau.g_01902	Prar.g_00630
OG0000340	Prau.g_01910	Prar.g_00638
OG0000341	Prau.g_01912	Prar.g_00640
OG0000342	Prau.g_01913	Prar.g_00641
OG0000343	Prau.g_01914	Prar.g_00642
OG0000344	Prau.g_01917	Prar.g_00645
OG0000345	Prau.g_01922	Prar.g_00650
OG0000346	Prau.g_01926	Prar.g_00654
OG0000347	Prau.g_01942	Prar.g_00669
OG0000348	Prau.g_01952	Prar.g_00678
OG0000349	Prau.g_01969	Prar.g_00695
OG0000350	Prau.g_01987	Prar.g_00072
OG0000351	Prau.g_02004	Prar.g_00055
OG0000352	Prau.g_02005	Prar.g_00054
OG0000353	Prau.g_02021	Prar.g_00039
OG0000355	Prau.g_00001	Prar.g_00037
OG0000356	Prau.g_00002	Prar.g_00036
OG0000357	Prau.g_00003	Prar.g_00035
OG0000358	Prau.g_00007	Prar.g_00031
OG0000359	Prau.g_00008	Prar.g_00030
OG0000360	Prau.g_00009	Prar.g_00029
OG0000361	Prau.g_00010	Prar.g_00028
OG0000362	Prau.g_00012	Prar.g_00026
OG0000363	Prau.g_00014	Prar.g_00024
OG0000364	Prau.g_00015	Prar.g_00023
OG0000365	Prau.g_00020	Prar.g_00018
OG0000366	Prau.g_00021	Prar.g_00017
OG0000367	Prau.g_00022	Prar.g_00016
OG0000368	Prau.g_00024	Prar.g_00014
OG0000369	Prau.g_00025	Prar.g_00013
OG0000370	Prau.g_00026	Prar.g_00012
OG0000371	Prau.g_00031	Prar.g_00006
OG0000372	Prau.g_00034	Prar.g_00002
OG0000373	Prau.g_00035	Prar.g_00001
OG0000374	Prau.g_00036	Prar.g_00594
OG0000375	Prau.g_00047	Prar.g_00580
OG0000376	Prau.g_00049	Prar.g_00578
OG0000377	Prau.g_00053	Prar.g_00574
OG0000378	Prau.g_00055	Prar.g_00572
OG0000379	Prau.g_00058	Prar.g_00569
OG0000380	Prau.g_00068	Prar.g_00552
OG0000381	Prau.g_00072	Prar.g_00548
OG0000382	Prau.g_00082	Prar.g_00247
OG0000383	Prau.g_00084	Prar.g_00245
OG0000384	Prau.g_00085	Prar.g_00244
OG0000385	Prau.g_00086	Prar.g_00243
OG0000386	Prau.g_00087	Prar.g_00242
OG0000387	Prau.g_00100	Prar.g_00229
OG0000388	Prau.g_00103	Prar.g_00226
OG0000389	Prau.g_00107	Prar.g_00222
OG0000390	Prau.g_00114	Prar.g_00215
OG0000391	Prau.g_00117	Prar.g_00212
OG0000392	Prau.g_00121	Prar.g_00208
OG0000393	Prau.g_00123	Prar.g_00206
OG0000394	Prau.g_00124	Prar.g_00205
OG0000395	Prau.g_00125	Prar.g_00204
OG0000396	Prau.g_00128	Prar.g_00201
OG0000397	Prau.g_00130	Prar.g_00199
OG0000398	Prau.g_00132	Prar.g_00197
OG0000399	Prau.g_00133	Prar.g_00196
OG0000400	Prau.g_00134	Prar.g_00195
OG0000401	Prau.g_00135	Prar.g_00194
OG0000402	Prau.g_00137	Prar.g_00192
OG0000403	Prau.g_00138	Prar.g_00191
OG0000404	Prau.g_00139	Prar.g_00190
OG0000405	Prau.g_00143	Prar.g_00186
OG0000406	Prau.g_00148	Prar.g_00180
OG0000407	Prau.g_00149	Prar.g_00179
OG0000408	Prau.g_00151	Prar.g_00177
OG0000409	Prau.g_00153	Prar.g_00175
OG0000410	Prau.g_00154	Prar.g_00174
OG0000411	Prau.g_00155	Prar.g_00173
OG0000412	Prau.g_00156	Prar.g_00172
OG0000413	Prau.g_00157	Prar.g_00171
OG0000414	Prau.g_00158	Prar.g_00170
OG0000415	Prau.g_00159	Prar.g_00169
OG0000416	Prau.g_00160	Prar.g_00168
OG0000417	Prau.g_00161	Prar.g_00167
OG0000418	Prau.g_00166	Prar.g_00162
OG0000419	Prau.g_00168	Prar.g_00160
OG0000420	Prau.g_00169	Prar.g_00159
OG0000421	Prau.g_00174	Prar.g_00154
OG0000422	Prau.g_00175	Prar.g_00153
OG0000423	Prau.g_00176	Prar.g_00152
OG0000424	Prau.g_00177	Prar.g_00151
OG0000425	Prau.g_00178	Prar.g_00150
OG0000426	Prau.g_00179	Prar.g_00149
OG0000427	Prau.g_00180	Prar.g_00148
OG0000428	Prau.g_00182	Prar.g_00146
OG0000429	Prau.g_00183	Prar.g_00145
OG0000430	Prau.g_00184	Prar.g_00144
OG0000431	Prau.g_00186	Prar.g_00142
OG0000432	Prau.g_00189	Prar.g_00139
OG0000433	Prau.g_00190	Prar.g_00138
OG0000434	Prau.g_00191	Prar.g_00137
OG0000435	Prau.g_00192	Prar.g_00136
OG0000436	Prau.g_00197	Prar.g_00131
OG0000437	Prau.g_00198	Prar.g_00130
OG0000438	Prau.g_00199	Prar.g_00129
OG0000439	Prau.g_00201	Prar.g_00127
OG0000440	Prau.g_00202	Prar.g_00126
OG0000441	Prau.g_00205	Prar.g_00123
OG0000442	Prau.g_00206	Prar.g_00122
OG0000443	Prau.g_00207	Prar.g_00121
OG0000444	Prau.g_00212	Prar.g_00116
OG0000445	Prau.g_00213	Prar.g_00115
OG0000446	Prau.g_00214	Prar.g_00114
OG0000447	Prau.g_00215	Prar.g_00113
OG0000448	Prau.g_00216	Prar.g_00112
OG0000449	Prau.g_00217	Prar.g_00111
OG0000450	Prau.g_00218	Prar.g_00110
OG0000451	Prau.g_00219	Prar.g_00109
OG0000452	Prau.g_00222	Prar.g_00106
OG0000453	Prau.g_00223	Prar.g_00105
OG0000454	Prau.g_00224	Prar.g_00104
OG0000455	Prau.g_00225	Prar.g_00103
OG0000456	Prau.g_00226	Prar.g_00102
OG0000457	Prau.g_00227	Prar.g_00101
OG0000458	Prau.g_00228	Prar.g_00100
OG0000459	Prau.g_00229	Prar.g_00099
OG0000460	Prau.g_00236	Prar.g_00092
OG0000461	Prau.g_00244	Prar.g_00085
OG0000462	Prau.g_00246	Prar.g_00083
OG0000463	Prau.g_00247	Prar.g_00082
OG0000464	Prau.g_00248	Prar.g_00081
OG0000465	Prau.g_00249	Prar.g_00080
OG0000466	Prau.g_00252	Prar.g_00077
OG0000467	Prau.g_00253	Prar.g_00076
OG0000468	Prau.g_00255	Prar.g_00334
OG0000469	Prau.g_00264	Prar.g_00325
OG0000470	Prau.g_00266	Prar.g_00323
OG0000471	Prau.g_00267	Prar.g_00322
OG0000472	Prau.g_00268	Prar.g_00321
OG0000473	Prau.g_00270	Prar.g_00319
OG0000474	Prau.g_00271	Prar.g_00318
OG0000475	Prau.g_00272	Prar.g_00317
OG0000476	Prau.g_00273	Prar.g_00316
OG0000477	Prau.g_00277	Prar.g_00312
OG0000478	Prau.g_00278	Prar.g_00311
OG0000479	Prau.g_00279	Prar.g_00310
OG0000480	Prau.g_00284	Prar.g_00305
OG0000481	Prau.g_00286	Prar.g_00303
OG0000482	Prau.g_00287	Prar.g_00302
OG0000483	Prau.g_00290	Prar.g_00299
OG0000484	Prau.g_00291	Prar.g_00298
OG0000485	Prau.g_00292	Prar.g_00297
OG0000486	Prau.g_00293	Prar.g_00296
OG0000487	Prau.g_00297	Prar.g_00292
OG0000488	Prau.g_00300	Prar.g_00289
OG0000489	Prau.g_00305	Prar.g_00284
OG0000490	Prau.g_00310	Prar.g_00279
OG0000491	Prau.g_00311	Prar.g_00278
OG0000492	Prau.g_00313	Prar.g_00276
OG0000493	Prau.g_00314	Prar.g_00275
OG0000494	Prau.g_00315	Prar.g_00274
OG0000495	Prau.g_00316	Prar.g_00273
OG0000496	Prau.g_00317	Prar.g_00272
OG0000497	Prau.g_00318	Prar.g_00271
OG0000498	Prau.g_00319	Prar.g_00270
OG0000499	Prau.g_00320	Prar.g_00269
OG0000500	Prau.g_00321	Prar.g_00268
OG0000501	Prau.g_00323	Prar.g_00266
OG0000502	Prau.g_00326	Prar.g_00263
OG0000503	Prau.g_00336	Prar.g_00394
OG0000504	Prau.g_00337	Prar.g_00395
OG0000505	Prau.g_00338	Prar.g_00396
OG0000506	Prau.g_00340	Prar.g_00398
OG0000507	Prau.g_00343	Prar.g_00401
OG0000508	Prau.g_00347	Prar.g_00405
OG0000509	Prau.g_00349	Prar.g_00407
OG0000510	Prau.g_00350	Prar.g_00408
OG0000511	Prau.g_00351	Prar.g_00409
OG0000512	Prau.g_00353	Prar.g_00411
OG0000513	Prau.g_00360	Prar.g_00418
OG0000514	Prau.g_00472	Prar.g_00479
OG0000515	Prau.g_00473	Prar.g_00480
OG0000516	Prau.g_00474	Prar.g_00481
OG0000517	Prau.g_00476	Prar.g_00483
OG0000518	Prau.g_00487	Prar.g_00494
OG0000519	Prau.g_00488	Prar.g_00495
OG0000520	Prau.g_00489	Prar.g_00496
OG0000521	Prau.g_00494	Prar.g_00501
OG0000522	Prau.g_00496	Prar.g_00503
OG0000523	Prau.g_00497	Prar.g_00504
OG0000524	Prau.g_00503	Prar.g_00510
OG0000525	Prau.g_00506	Prar.g_00513
OG0000526	Prau.g_00507	Prar.g_00514
OG0000527	Prau.g_00514	Prar.g_00523
OG0000528	Prau.g_00519	Prar.g_00528
OG0000529	Prau.g_00522	Prar.g_00531
OG0000530	Prau.g_00525	Prar.g_00534
OG0000531	Prau.g_00526	Prar.g_00535
OG0000532	Prau.g_00528	Prar.g_00537
OG0000533	Prau.g_00529	Prar.g_00538
OG0000534	Prau.g_00530	Prar.g_00539
OG0000535	Prau.g_00531	Prar.g_00540
OG0000536	Prau.g_00532	Prar.g_00541
OG0000537	Prau.g_00533	Prar.g_00542
OG0000538	Prau.g_00541	Prar.g_01331
OG0000539	Prau.g_00542	Prar.g_01332
OG0000540	Prau.g_00543	Prar.g_01333
OG0000541	Prau.g_00544	Prar.g_01334
OG0000542	Prau.g_00546	Prar.g_01336
OG0000543	Prau.g_00548	Prar.g_01338
OG0000544	Prau.g_00549	Prar.g_01339
OG0000545	Prau.g_00551	Prar.g_01341
OG0000546	Prau.g_00554	Prar.g_01344
OG0000547	Prau.g_00556	Prar.g_01345
OG0000548	Prau.g_00557	Prar.g_01346
OG0000549	Prau.g_00559	Prar.g_01348
OG0000550	Prau.g_00564	Prar.g_01353
OG0000551	Prau.g_00567	Prar.g_01357
OG0000552	Prau.g_00568	Prar.g_01358
OG0000553	Prau.g_00569	Prar.g_01359
OG0000554	Prau.g_00574	Prar.g_01364
OG0000555	Prau.g_00582	Prar.g_01372
OG0000556	Prau.g_00584	Prar.g_01374
OG0000557	Prau.g_00585	Prar.g_01375
