Orthogroup	Prau	Syaf
OG0000034	Prau.g_01381	Syaf.g_01241, Syaf.g_00837
OG0000035	Prau.g_01531, Prau.g_01528	Syaf.g_02412
OG0000037	Prau.g_00110	Syaf.g_00899
OG0000038	Prau.g_01976	Syaf.g_00642
OG0000039	Prau.g_00726	Syaf.g_01395
OG0000041	Prau.g_01778	Syaf.g_01171
OG0000042	Prau.g_01932	Syaf.g_00403
OG0000043	Prau.g_01321	Syaf.g_01747
OG0000045	Prau.g_00374	Syaf.g_00979
OG0000047	Prau.g_00414, Prau.g_00332	Syaf.g_00030
OG0000048	Prau.g_00377	Syaf.g_00230
OG0000051	Prau.g_01347, Prau.g_01275, Prau.g_01681	Syaf.g_00972
OG0000052	Prau.g_01489, Prau.g_01448	Syaf.g_00335
OG0000053	Prau.g_00040, Prau.g_01551	Syaf.g_02447
OG0000054	Prau.g_00644	Syaf.g_02376
OG0000055	Prau.g_00835	Syaf.g_01402
OG0000057	Prau.g_00738	Syaf.g_01452
OG0000058	Prau.g_01432, Prau.g_01460	Syaf.g_00316
OG0000059	Prau.g_01818	Syaf.g_00143
OG0000061	Prau.g_01206	Syaf.g_01288
OG0000062	Prau.g_01609	Syaf.g_02167
OG0000063	Prau.g_00032, Prau.g_01295	Syaf.g_00457
OG0000065	Prau.g_00108	Syaf.g_00903
OG0000066	Prau.g_00579	Syaf.g_02643
OG0000067	Prau.g_00854	Syaf.g_02049
OG0000068	Prau.g_01409	Syaf.g_02733
OG0000070	Prau.g_00491	Syaf.g_01237
OG0000071	Prau.g_01371	Syaf.g_01254
OG0000072	Prau.g_00172	Syaf.g_00805
OG0000073	Prau.g_00540	Syaf.g_02700
OG0000075	Prau.g_01901	Syaf.g_00353
OG0000076	Prau.g_00037, Prau.g_01925	Syaf.g_00388
OG0000077	Prau.g_00079	Syaf.g_00951
OG0000078	Prau.g_00240	Syaf.g_02782
OG0000079	Prau.g_00254	Syaf.g_00197
OG0000080	Prau.g_01440	Syaf.g_00306
OG0000081	Prau.g_00571	Syaf.g_02776
OG0000082	Prau.g_00624	Syaf.g_02576
OG0000084	Prau.g_01524	Syaf.g_02409
OG0000085	Prau.g_01725	Syaf.g_01048
OG0000086	Prau.g_00089	Syaf.g_00932
OG0000087	Prau.g_00140	Syaf.g_00848
OG0000088	Prau.g_00167	Syaf.g_00811
OG0000089	Prau.g_00358	Syaf.g_02807
OG0000090	Prau.g_00573	Syaf.g_02654
OG0000091	Prau.g_00682	Syaf.g_02302
OG0000094	Prau.g_01070	Syaf.g_01940
OG0000097	Prau.g_01247	Syaf.g_01574
OG0000098	Prau.g_01391	Syaf.g_01637
OG0000099	Prau.g_01434, Prau.g_01435	Syaf.g_00312
OG0000100	Prau.g_01605	Syaf.g_02017
OG0000101	Prau.g_01869	Syaf.g_00093
OG0000102	Prau.g_01930	Syaf.g_00393
OG0000103	Prau.g_02009	Syaf.g_00520
OG0000104	Prau.g_02018	Syaf.g_00502
OG0000105	Prau.g_00276	Syaf.g_00235
OG0000106	Prau.g_00373	Syaf.g_01745
OG0000107	Prau.g_00389	Syaf.g_00177
OG0000108	Prau.g_00521	Syaf.g_02721
OG0000109	Prau.g_00535	Syaf.g_02706
OG0000110	Prau.g_00614	Syaf.g_02589
OG0000112	Prau.g_00818	Syaf.g_01852
OG0000113	Prau.g_00876	Syaf.g_02022
OG0000114	Prau.g_00956	Syaf.g_02103
OG0000115	Prau.g_01148	Syaf.g_02445
OG0000116	Prau.g_01197	Syaf.g_01276
OG0000117	Prau.g_01318	Syaf.g_01605
OG0000118	Prau.g_01383	Syaf.g_02544
OG0000120	Prau.g_01430	Syaf.g_00313
OG0000121	Prau.g_01533	Syaf.g_02419
OG0000123	Prau.g_01876	Syaf.g_00086
OG0000124	Prau.g_01941	Syaf.g_00414
OG0000125	Prau.g_01978	Syaf.g_00640
OG0000126	Prau.g_02017	Syaf.g_00504
OG0000127	Prau.g_01292	Syaf.g_01151
OG0000128	Prau.g_00011	Syaf.g_00486
OG0000129	Prau.g_00051	Syaf.g_00651
OG0000130	Prau.g_00071	Syaf.g_00963
OG0000131	Prau.g_00146	Syaf.g_00833
OG0000132	Prau.g_00165	Syaf.g_00813
OG0000133	Prau.g_00324	Syaf.g_01857
OG0000134	Prau.g_00359	Syaf.g_02804
OG0000135	Prau.g_00386	Syaf.g_00605
OG0000136	Prau.g_00482	Syaf.g_01224
OG0000137	Prau.g_00516	Syaf.g_02498
OG0000138	Prau.g_00536	Syaf.g_02705
OG0000139	Prau.g_00577	Syaf.g_02648
OG0000140	Prau.g_00578	Syaf.g_02646
OG0000141	Prau.g_00645	Syaf.g_02375
OG0000142	Prau.g_00675	Syaf.g_02310
OG0000143	Prau.g_00679	Syaf.g_02306
OG0000144	Prau.g_00692	Syaf.g_01735
OG0000145	Prau.g_00816	Syaf.g_02699
OG0000146	Prau.g_00819	Syaf.g_01851
OG0000147	Prau.g_00820	Syaf.g_01850
OG0000148	Prau.g_00870	Syaf.g_02028
OG0000149	Prau.g_00900	Syaf.g_01371
OG0000150	Prau.g_00909	Syaf.g_02645
OG0000151	Prau.g_00966	Syaf.g_02091
OG0000152	Prau.g_01015	Syaf.g_01861
OG0000153	Prau.g_01034	Syaf.g_01904
OG0000154	Prau.g_01063	Syaf.g_01930
OG0000155	Prau.g_01226	Syaf.g_01324
OG0000156	Prau.g_01359	Syaf.g_01270
OG0000157	Prau.g_01360	Syaf.g_01269
OG0000158	Prau.g_01436	Syaf.g_00364
OG0000160	Prau.g_01532	Syaf.g_02418
OG0000161	Prau.g_01538	Syaf.g_02424
OG0000162	Prau.g_01544	Syaf.g_02431
OG0000163	Prau.g_01578	Syaf.g_01105
OG0000164	Prau.g_01756	Syaf.g_00999
OG0000165	Prau.g_01763	Syaf.g_01197
OG0000166	Prau.g_01833	Syaf.g_00133
OG0000167	Prau.g_01899	Syaf.g_00350
OG0000168	Prau.g_01909	Syaf.g_00365
OG0000169	Prau.g_01919	Syaf.g_00376
OG0000170	Prau.g_01921	Syaf.g_00383
OG0000171	Prau.g_01940	Syaf.g_00413
OG0000172	Prau.g_01949	Syaf.g_00419
OG0000173	Prau.g_01964	Syaf.g_00438
OG0000174	Prau.g_01991	Syaf.g_00603
OG0000175	Prau.g_02001	Syaf.g_00531
OG0000176	Prau.g_00004	Syaf.g_00494
OG0000177	Prau.g_00005	Syaf.g_00493
OG0000178	Prau.g_00006	Syaf.g_00492
OG0000179	Prau.g_00016	Syaf.g_00477
OG0000180	Prau.g_00017	Syaf.g_00476
OG0000181	Prau.g_00018	Syaf.g_00475
OG0000182	Prau.g_00019	Syaf.g_00474
OG0000183	Prau.g_00023	Syaf.g_00470
OG0000184	Prau.g_00054	Syaf.g_00664
OG0000185	Prau.g_00057	Syaf.g_00684
OG0000186	Prau.g_00066	Syaf.g_00968
OG0000187	Prau.g_00067	Syaf.g_00966
OG0000188	Prau.g_00083	Syaf.g_00944
OG0000189	Prau.g_00097	Syaf.g_00916
OG0000190	Prau.g_00098	Syaf.g_00914
OG0000191	Prau.g_00118	Syaf.g_00877
OG0000192	Prau.g_00122	Syaf.g_00871
OG0000193	Prau.g_00147	Syaf.g_00832
OG0000194	Prau.g_00150	Syaf.g_00829
OG0000195	Prau.g_00152	Syaf.g_00827
OG0000196	Prau.g_00162	Syaf.g_00816
OG0000197	Prau.g_00163	Syaf.g_00815
OG0000198	Prau.g_00164	Syaf.g_00814
OG0000199	Prau.g_00171	Syaf.g_00806
OG0000200	Prau.g_00185	Syaf.g_00789
OG0000202	Prau.g_00194	Syaf.g_00770
OG0000203	Prau.g_00195	Syaf.g_00769
OG0000204	Prau.g_00196	Syaf.g_00768
OG0000205	Prau.g_00203	Syaf.g_00761
OG0000206	Prau.g_00208	Syaf.g_00736
OG0000207	Prau.g_00210	Syaf.g_00735
OG0000208	Prau.g_00211	Syaf.g_00734
OG0000209	Prau.g_00220	Syaf.g_00714
OG0000210	Prau.g_00221	Syaf.g_00713
OG0000212	Prau.g_00241	Syaf.g_02781
OG0000213	Prau.g_00259	Syaf.g_00210
OG0000214	Prau.g_00269	Syaf.g_00226
OG0000215	Prau.g_00294	Syaf.g_00258
OG0000216	Prau.g_00296	Syaf.g_00262
OG0000217	Prau.g_00299	Syaf.g_00266
OG0000218	Prau.g_00301	Syaf.g_00268
OG0000219	Prau.g_00302	Syaf.g_00269
OG0000220	Prau.g_00303	Syaf.g_00270
OG0000221	Prau.g_00304	Syaf.g_02597, Syaf.g_00273
OG0000222	Prau.g_00312	Syaf.g_00287
OG0000223	Prau.g_00325	Syaf.g_00317
OG0000224	Prau.g_00327	Syaf.g_00324
OG0000225	Prau.g_00348	Syaf.g_00007
OG0000226	Prau.g_00352	Syaf.g_00003
OG0000227	Prau.g_00354	Syaf.g_00001
OG0000228	Prau.g_00357	Syaf.g_02808
OG0000229	Prau.g_00477	Syaf.g_01214
OG0000230	Prau.g_00479	Syaf.g_01216
OG0000231	Prau.g_00490	Syaf.g_01236
OG0000232	Prau.g_00499	Syaf.g_02536
OG0000233	Prau.g_00505	Syaf.g_02528
OG0000234	Prau.g_00517	Syaf.g_02497
OG0000235	Prau.g_00520	Syaf.g_02722
OG0000236	Prau.g_00534	Syaf.g_02707
OG0000237	Prau.g_00547	Syaf.g_02690
OG0000238	Prau.g_00553	Syaf.g_02685
OG0000239	Prau.g_00565	Syaf.g_02669
OG0000240	Prau.g_00566	Syaf.g_02668
OG0000241	Prau.g_00570	Syaf.g_02322
OG0000242	Prau.g_00572	Syaf.g_02656
OG0000243	Prau.g_00583	Syaf.g_02634
OG0000244	Prau.g_00586	Syaf.g_02627
OG0000245	Prau.g_00588	Syaf.g_02625
OG0000246	Prau.g_00592	Syaf.g_02621
OG0000247	Prau.g_00602	Syaf.g_02610
OG0000248	Prau.g_00604	Syaf.g_02607
OG0000249	Prau.g_00606	Syaf.g_02605
OG0000250	Prau.g_00611	Syaf.g_02593
OG0000251	Prau.g_00629	Syaf.g_02568
OG0000252	Prau.g_00632	Syaf.g_02565
OG0000253	Prau.g_00633	Syaf.g_02564
OG0000254	Prau.g_00649	Syaf.g_02371
OG0000255	Prau.g_00655	Syaf.g_02352
OG0000256	Prau.g_00667	Syaf.g_02329
OG0000257	Prau.g_00670	Syaf.g_02323
OG0000258	Prau.g_00683	Syaf.g_02301
OG0000259	Prau.g_00700	Syaf.g_02137
OG0000260	Prau.g_00703	Syaf.g_02134
OG0000261	Prau.g_00705	Syaf.g_02131
OG0000262	Prau.g_00709	Syaf.g_02126
OG0000263	Prau.g_00721	Syaf.g_01585
OG0000264	Prau.g_00731	Syaf.g_01473
OG0000265	Prau.g_00755	Syaf.g_01196
OG0000266	Prau.g_00765	Syaf.g_01967
OG0000267	Prau.g_00776	Syaf.g_01787
OG0000268	Prau.g_00777	Syaf.g_01788
OG0000269	Prau.g_00849	Syaf.g_02054
OG0000270	Prau.g_00852	Syaf.g_02051
OG0000271	Prau.g_00860	Syaf.g_02043
OG0000272	Prau.g_00861	Syaf.g_02042
OG0000273	Prau.g_00884	Syaf.g_01392
OG0000274	Prau.g_00885	Syaf.g_01391
OG0000275	Prau.g_00887	Syaf.g_01386
OG0000276	Prau.g_00892	Syaf.g_01379
OG0000277	Prau.g_00893	Syaf.g_01378
OG0000278	Prau.g_00896	Syaf.g_01375
OG0000279	Prau.g_00904	Syaf.g_01367
OG0000280	Prau.g_00905	Syaf.g_01337
OG0000281	Prau.g_00910	Syaf.g_01636
OG0000282	Prau.g_00958	Syaf.g_02101
OG0000283	Prau.g_00992	Syaf.g_01804
OG0000284	Prau.g_00997	Syaf.g_01810
OG0000285	Prau.g_01002	Syaf.g_01842
OG0000286	Prau.g_01014	Syaf.g_01860
OG0000288	Prau.g_01062	Syaf.g_01929
OG0000289	Prau.g_01073	Syaf.g_01943
OG0000290	Prau.g_01086	Syaf.g_01439
OG0000291	Prau.g_01088	Syaf.g_01441
OG0000292	Prau.g_01136	Syaf.g_00505
OG0000293	Prau.g_01198	Syaf.g_01277
OG0000294	Prau.g_01199	Syaf.g_01278
OG0000295	Prau.g_01218	Syaf.g_01316
OG0000296	Prau.g_01220	Syaf.g_01318
OG0000297	Prau.g_01228	Syaf.g_01607
OG0000298	Prau.g_01229	Syaf.g_01606
OG0000299	Prau.g_01246	Syaf.g_01578
OG0000300	Prau.g_01249	Syaf.g_01571
OG0000301	Prau.g_01250	Syaf.g_01570
OG0000302	Prau.g_01252	Syaf.g_01568
OG0000303	Prau.g_01259	Syaf.g_01559
OG0000304	Prau.g_01263	Syaf.g_01551
OG0000305	Prau.g_01401	Syaf.g_01444
OG0000306	Prau.g_01404	Syaf.g_01332
OG0000307	Prau.g_01418	Syaf.g_02742
OG0000308	Prau.g_01419	Syaf.g_02744
OG0000309	Prau.g_01423	Syaf.g_02749
OG0000310	Prau.g_01513	Syaf.g_02387
OG0000311	Prau.g_01515	Syaf.g_02391
OG0000312	Prau.g_01518	Syaf.g_02397
OG0000313	Prau.g_01535	Syaf.g_02421
OG0000314	Prau.g_01558	Syaf.g_02458
OG0000315	Prau.g_01568	Syaf.g_02468
OG0000316	Prau.g_01588	Syaf.g_01088
OG0000317	Prau.g_01730	Syaf.g_01040
OG0000318	Prau.g_01733	Syaf.g_01032
OG0000319	Prau.g_01746	Syaf.g_01015
OG0000320	Prau.g_01748	Syaf.g_01013
OG0000321	Prau.g_01749	Syaf.g_01012
OG0000322	Prau.g_01750	Syaf.g_01011
OG0000323	Prau.g_01759	Syaf.g_00997
OG0000324	Prau.g_01785	Syaf.g_01164
OG0000325	Prau.g_01795	Syaf.g_00176
OG0000326	Prau.g_01801	Syaf.g_00169
OG0000327	Prau.g_01828	Syaf.g_00138
OG0000328	Prau.g_01829	Syaf.g_00137
OG0000329	Prau.g_01846	Syaf.g_00119
OG0000330	Prau.g_01847	Syaf.g_00118
OG0000331	Prau.g_01848	Syaf.g_00117
OG0000332	Prau.g_01862	Syaf.g_00102
OG0000333	Prau.g_01864	Syaf.g_00099
OG0000334	Prau.g_01872	Syaf.g_00090
OG0000335	Prau.g_01877	Syaf.g_00085
OG0000336	Prau.g_01881	Syaf.g_00081
OG0000337	Prau.g_01897	Syaf.g_00344
OG0000338	Prau.g_01898	Syaf.g_00348
OG0000339	Prau.g_01902	Syaf.g_00355
OG0000340	Prau.g_01910	Syaf.g_00366
OG0000341	Prau.g_01912	Syaf.g_00368
OG0000342	Prau.g_01913	Syaf.g_00369
OG0000343	Prau.g_01914	Syaf.g_00370
OG0000344	Prau.g_01917	Syaf.g_00374
OG0000345	Prau.g_01922	Syaf.g_00384
OG0000346	Prau.g_01926	Syaf.g_00389
OG0000347	Prau.g_01942	Syaf.g_00415
OG0000348	Prau.g_01952	Syaf.g_00427
OG0000349	Prau.g_01969	Syaf.g_00445
OG0000350	Prau.g_01987, Prau.g_01297	Syaf.g_00162
OG0000351	Prau.g_02004	Syaf.g_00528
OG0000352	Prau.g_02005	Syaf.g_00527
OG0000353	Prau.g_02021	Syaf.g_00499
OG0000355	Prau.g_00001	Syaf.g_00497
OG0000356	Prau.g_00002	Syaf.g_00496
OG0000357	Prau.g_00003	Syaf.g_00495
OG0000358	Prau.g_00007	Syaf.g_00491
OG0000359	Prau.g_00008	Syaf.g_00489
OG0000360	Prau.g_00009	Syaf.g_00488
OG0000361	Prau.g_00010	Syaf.g_00487
OG0000362	Prau.g_00012	Syaf.g_00485
OG0000363	Prau.g_00014	Syaf.g_00483
OG0000364	Prau.g_00015	Syaf.g_00482
OG0000365	Prau.g_00020	Syaf.g_00473
OG0000366	Prau.g_00021	Syaf.g_00472
OG0000367	Prau.g_00022	Syaf.g_00471
OG0000368	Prau.g_00024	Syaf.g_00469
OG0000369	Prau.g_00025	Syaf.g_00468
OG0000370	Prau.g_00026	Syaf.g_00467
OG0000371	Prau.g_00031	Syaf.g_00458
OG0000372	Prau.g_00034	Syaf.g_00453
OG0000373	Prau.g_00035	Syaf.g_00452
OG0000374	Prau.g_00036	Syaf.g_00451
OG0000375	Prau.g_00047	Syaf.g_00449
OG0000376	Prau.g_00049	Syaf.g_00447
OG0000377	Prau.g_00053	Syaf.g_00654
OG0000378	Prau.g_00055	Syaf.g_00668
OG0000379	Prau.g_00058	Syaf.g_00686
OG0000380	Prau.g_00068	Syaf.g_00965
OG0000381	Prau.g_00072	Syaf.g_00962
OG0000382	Prau.g_00082	Syaf.g_00945
OG0000383	Prau.g_00084	Syaf.g_00941
OG0000384	Prau.g_00085	Syaf.g_00940
OG0000385	Prau.g_00086	Syaf.g_00939
OG0000386	Prau.g_00087	Syaf.g_00938
OG0000387	Prau.g_00100	Syaf.g_00912
OG0000388	Prau.g_00103	Syaf.g_00908
OG0000389	Prau.g_00107	Syaf.g_00904
OG0000390	Prau.g_00114	Syaf.g_00883
OG0000391	Prau.g_00117	Syaf.g_00878
OG0000392	Prau.g_00121	Syaf.g_00872
OG0000393	Prau.g_00123	Syaf.g_00870
OG0000394	Prau.g_00124	Syaf.g_00869
OG0000395	Prau.g_00125	Syaf.g_00868
OG0000396	Prau.g_00128	Syaf.g_00865
OG0000397	Prau.g_00130	Syaf.g_00863
OG0000398	Prau.g_00132	Syaf.g_00858
OG0000399	Prau.g_00133	Syaf.g_00857
OG0000400	Prau.g_00134	Syaf.g_00856
OG0000401	Prau.g_00135	Syaf.g_00855
OG0000402	Prau.g_00137	Syaf.g_00852
OG0000403	Prau.g_00138	Syaf.g_00851
OG0000404	Prau.g_00139	Syaf.g_00850
OG0000405	Prau.g_00143	Syaf.g_00835
OG0000406	Prau.g_00148	Syaf.g_00831
OG0000407	Prau.g_00149	Syaf.g_00830
OG0000408	Prau.g_00151	Syaf.g_00828
OG0000409	Prau.g_00153	Syaf.g_00826
OG0000410	Prau.g_00154	Syaf.g_00825
OG0000411	Prau.g_00155	Syaf.g_00824
OG0000412	Prau.g_00156	Syaf.g_00823
OG0000413	Prau.g_00157	Syaf.g_00821
OG0000414	Prau.g_00158	Syaf.g_00820
OG0000415	Prau.g_00159	Syaf.g_00819
OG0000416	Prau.g_00160	Syaf.g_00818
OG0000417	Prau.g_00161	Syaf.g_00817
OG0000418	Prau.g_00166	Syaf.g_00812
OG0000419	Prau.g_00168	Syaf.g_00810
OG0000420	Prau.g_00169	Syaf.g_00808
OG0000421	Prau.g_00174	Syaf.g_00803
OG0000422	Prau.g_00175	Syaf.g_00802
OG0000423	Prau.g_00176	Syaf.g_00801
OG0000424	Prau.g_00177	Syaf.g_00800
OG0000425	Prau.g_00178	Syaf.g_00799
OG0000426	Prau.g_00179	Syaf.g_00798
OG0000427	Prau.g_00180	Syaf.g_00797
OG0000428	Prau.g_00182	Syaf.g_00794
OG0000429	Prau.g_00183	Syaf.g_00792
OG0000430	Prau.g_00184	Syaf.g_00790
OG0000431	Prau.g_00186	Syaf.g_00786
OG0000432	Prau.g_00189	Syaf.g_00779
OG0000433	Prau.g_00190	Syaf.g_00777
OG0000434	Prau.g_00191	Syaf.g_00776
OG0000435	Prau.g_00192	Syaf.g_00772
OG0000436	Prau.g_00197	Syaf.g_00767
OG0000437	Prau.g_00198	Syaf.g_00766
OG0000438	Prau.g_00199	Syaf.g_00765
OG0000439	Prau.g_00201	Syaf.g_00763
OG0000440	Prau.g_00202	Syaf.g_00762
OG0000441	Prau.g_00205	Syaf.g_00756
OG0000442	Prau.g_00206	Syaf.g_00743
OG0000443	Prau.g_00207	Syaf.g_00739
OG0000444	Prau.g_00212	Syaf.g_00733
OG0000445	Prau.g_00213	Syaf.g_00729
OG0000446	Prau.g_00214	Syaf.g_00728
OG0000447	Prau.g_00215	Syaf.g_00725
OG0000448	Prau.g_00216	Syaf.g_00724
OG0000449	Prau.g_00217	Syaf.g_00723
OG0000450	Prau.g_00218	Syaf.g_00717
OG0000451	Prau.g_00219	Syaf.g_00716
OG0000452	Prau.g_00222	Syaf.g_00712
OG0000453	Prau.g_00223	Syaf.g_00711
OG0000454	Prau.g_00224	Syaf.g_00710
OG0000455	Prau.g_00225	Syaf.g_00709
OG0000456	Prau.g_00226	Syaf.g_00708
OG0000457	Prau.g_00227	Syaf.g_00706
OG0000458	Prau.g_00228	Syaf.g_00705
OG0000459	Prau.g_00229	Syaf.g_00704
OG0000460	Prau.g_00236	Syaf.g_02789
OG0000461	Prau.g_00244	Syaf.g_00183
OG0000462	Prau.g_00246	Syaf.g_00186
OG0000463	Prau.g_00247	Syaf.g_00187
OG0000464	Prau.g_00248	Syaf.g_00188
OG0000465	Prau.g_00249	Syaf.g_00190
OG0000466	Prau.g_00252	Syaf.g_00194
OG0000467	Prau.g_00253	Syaf.g_00196
OG0000468	Prau.g_00255	Syaf.g_00206
OG0000469	Prau.g_00264	Syaf.g_00220
OG0000470	Prau.g_00266	Syaf.g_00222
OG0000471	Prau.g_00267	Syaf.g_00223
OG0000472	Prau.g_00268	Syaf.g_00225
OG0000473	Prau.g_00270	Syaf.g_00227
OG0000474	Prau.g_00271	Syaf.g_00228
OG0000475	Prau.g_00272	Syaf.g_00229
OG0000476	Prau.g_00273	Syaf.g_00231
OG0000477	Prau.g_00277	Syaf.g_00237
OG0000478	Prau.g_00278	Syaf.g_00238
OG0000479	Prau.g_00279	Syaf.g_00239
OG0000480	Prau.g_00284	Syaf.g_00247
OG0000481	Prau.g_00286	Syaf.g_00249
OG0000482	Prau.g_00287	Syaf.g_00250
OG0000483	Prau.g_00290	Syaf.g_00254
OG0000484	Prau.g_00291	Syaf.g_00255
OG0000485	Prau.g_00292	Syaf.g_00256
OG0000486	Prau.g_00293	Syaf.g_00257
OG0000487	Prau.g_00297	Syaf.g_00263
OG0000488	Prau.g_00300	Syaf.g_00267
OG0000489	Prau.g_00305	Syaf.g_00274
OG0000490	Prau.g_00310	Syaf.g_00284
OG0000491	Prau.g_00311	Syaf.g_00285
OG0000492	Prau.g_00313	Syaf.g_00288
OG0000493	Prau.g_00314	Syaf.g_00289
OG0000494	Prau.g_00315	Syaf.g_00290
OG0000495	Prau.g_00316	Syaf.g_00291
OG0000496	Prau.g_00317	Syaf.g_00292
OG0000497	Prau.g_00318	Syaf.g_00293
OG0000498	Prau.g_00319	Syaf.g_00294
OG0000499	Prau.g_00320	Syaf.g_00295
OG0000500	Prau.g_00321	Syaf.g_00296
OG0000501	Prau.g_00323	Syaf.g_00299
OG0000502	Prau.g_00326	Syaf.g_00319
OG0000503	Prau.g_00336	Syaf.g_00023
OG0000504	Prau.g_00337	Syaf.g_00021
OG0000505	Prau.g_00338	Syaf.g_00020
OG0000506	Prau.g_00340	Syaf.g_00018
OG0000507	Prau.g_00343	Syaf.g_00012
OG0000508	Prau.g_00347	Syaf.g_00008
OG0000509	Prau.g_00349	Syaf.g_00006
OG0000510	Prau.g_00350	Syaf.g_00005
OG0000511	Prau.g_00351	Syaf.g_00004
OG0000512	Prau.g_00353	Syaf.g_00002
OG0000513	Prau.g_00360	Syaf.g_02803
OG0000514	Prau.g_00472	Syaf.g_02796
OG0000515	Prau.g_00473	Syaf.g_02795
OG0000516	Prau.g_00474	Syaf.g_01219
OG0000517	Prau.g_00476	Syaf.g_01213
OG0000518	Prau.g_00487	Syaf.g_01230
OG0000519	Prau.g_00488	Syaf.g_01231
OG0000520	Prau.g_00489	Syaf.g_01235
OG0000521	Prau.g_00494	Syaf.g_02542
OG0000522	Prau.g_00496	Syaf.g_02538
OG0000523	Prau.g_00497	Syaf.g_02537
OG0000524	Prau.g_00503	Syaf.g_02531
OG0000525	Prau.g_00506	Syaf.g_02507
OG0000526	Prau.g_00507	Syaf.g_02504
OG0000527	Prau.g_00514	Syaf.g_02500
OG0000528	Prau.g_00519	Syaf.g_02728
OG0000529	Prau.g_00522	Syaf.g_02720
OG0000530	Prau.g_00525	Syaf.g_02717
OG0000531	Prau.g_00526	Syaf.g_02716
OG0000532	Prau.g_00528	Syaf.g_02713
OG0000533	Prau.g_00529	Syaf.g_02712
OG0000534	Prau.g_00530	Syaf.g_02711
OG0000535	Prau.g_00531	Syaf.g_02710
OG0000536	Prau.g_00532	Syaf.g_02709
OG0000537	Prau.g_00533	Syaf.g_02708
OG0000538	Prau.g_00541	Syaf.g_02697
OG0000539	Prau.g_00542	Syaf.g_02696
OG0000540	Prau.g_00543	Syaf.g_02695
OG0000541	Prau.g_00544	Syaf.g_02694
OG0000542	Prau.g_00546	Syaf.g_02691
OG0000543	Prau.g_00548	Syaf.g_02689
OG0000544	Prau.g_00549	Syaf.g_02688
OG0000545	Prau.g_00551	Syaf.g_02686
OG0000546	Prau.g_00554	Syaf.g_02684
OG0000547	Prau.g_00556	Syaf.g_02682
OG0000548	Prau.g_00557	Syaf.g_02681
OG0000549	Prau.g_00559	Syaf.g_02676
OG0000550	Prau.g_00564	Syaf.g_02671
OG0000551	Prau.g_00567	Syaf.g_02666
OG0000552	Prau.g_00568	Syaf.g_02665
OG0000553	Prau.g_00569	Syaf.g_02663
OG0000554	Prau.g_00574	Syaf.g_02653
OG0000555	Prau.g_00582	Syaf.g_02635
OG0000556	Prau.g_00584	Syaf.g_02630
OG0000557	Prau.g_00585	Syaf.g_02628
OG0000558	Prau.g_00587	Syaf.g_02626
OG0000559	Prau.g_00591	Syaf.g_02622
OG0000560	Prau.g_00594	Syaf.g_02619
OG0000561	Prau.g_00595	Syaf.g_02618
OG0000562	Prau.g_00596	Syaf.g_02617
OG0000563	Prau.g_00597	Syaf.g_02616
OG0000564	Prau.g_00598	Syaf.g_02615
OG0000565	Prau.g_00601	Syaf.g_02612
OG0000566	Prau.g_00603	Syaf.g_02608
OG0000567	Prau.g_00607	Syaf.g_02604
