Orthogroup	Prau	Syak
OG0000054	Prau.g_00644	Syak.g_02744
OG0000055	Prau.g_00835	Syak.g_00766
OG0000057	Prau.g_00738	Syak.g_00724
OG0000058	Prau.g_01432, Prau.g_01460	Syak.g_01530
OG0000059	Prau.g_01818	Syak.g_01355
OG0000061	Prau.g_01206	Syak.g_00898
OG0000063	Prau.g_00032, Prau.g_01295	Syak.g_01752
OG0000065	Prau.g_00108	Syak.g_02192, Syak.g_00282
OG0000066	Prau.g_00579	Syak.g_02653
OG0000067	Prau.g_00854	Syak.g_00434
OG0000068	Prau.g_01409	Syak.g_02565
OG0000070	Prau.g_00491	Syak.g_01174
OG0000071	Prau.g_01371	Syak.g_00936
OG0000072	Prau.g_00172	Syak.g_02099
OG0000073	Prau.g_00540	Syak.g_02597
OG0000075	Prau.g_01901	Syak.g_01564
OG0000076	Prau.g_00037, Prau.g_01925	Syak.g_01650
OG0000077	Prau.g_00079	Syak.g_02243
OG0000078	Prau.g_00240	Syak.g_02310
OG0000079	Prau.g_00254	Syak.g_01417
OG0000080	Prau.g_01440	Syak.g_01585, Syak.g_01583
OG0000081	Prau.g_00571	Syak.g_00115
OG0000082	Prau.g_00624	Syak.g_02711
OG0000084	Prau.g_01524	Syak.g_01036
OG0000085	Prau.g_01725	Syak.g_02427
OG0000086	Prau.g_00089	Syak.g_02219
OG0000087	Prau.g_00140	Syak.g_02141
OG0000088	Prau.g_00167	Syak.g_02106
OG0000089	Prau.g_00358	Syak.g_01215
OG0000090	Prau.g_00573	Syak.g_02640
OG0000091	Prau.g_00682	Syak.g_00043
OG0000092	Prau.g_00451, Prau.g_00961, Prau.g_00052	Syak.g_01126
OG0000094	Prau.g_01070	Syak.g_00656
OG0000097	Prau.g_01247	Syak.g_00816
OG0000098	Prau.g_01391	Syak.g_00345
OG0000099	Prau.g_01434, Prau.g_01435	Syak.g_01527
OG0000100	Prau.g_01605	Syak.g_00622
OG0000101	Prau.g_01869	Syak.g_01305
OG0000102	Prau.g_01930	Syak.g_01661
OG0000103	Prau.g_02009	Syak.g_01812
OG0000104	Prau.g_02018	Syak.g_01799
OG0000105	Prau.g_00276	Syak.g_01451
OG0000106	Prau.g_00373	Syak.g_00096
OG0000107	Prau.g_00389	Syak.g_01392
OG0000108	Prau.g_00521	Syak.g_02574
OG0000109	Prau.g_00535	Syak.g_01061
OG0000110	Prau.g_00614	Syak.g_02698
OG0000111	Prau.g_00739	Syak.g_00725
OG0000112	Prau.g_00818	Syak.g_00512
OG0000113	Prau.g_00876	Syak.g_00461
OG0000114	Prau.g_00956	Syak.g_00373
OG0000115	Prau.g_01148	Syak.g_01066
OG0000116	Prau.g_01197	Syak.g_00911
OG0000117	Prau.g_01318	Syak.g_00846
OG0000118	Prau.g_01383	Syak.g_00954
OG0000119	Prau.g_01405	Syak.g_00917
OG0000120	Prau.g_01430	Syak.g_01526
OG0000121	Prau.g_01533	Syak.g_01044
OG0000122	Prau.g_01571	Syak.g_00081
OG0000123	Prau.g_01876	Syak.g_01299
OG0000124	Prau.g_01941	Syak.g_01692
OG0000125	Prau.g_01978	Syak.g_01934
OG0000126	Prau.g_02017	Syak.g_01801
OG0000127	Prau.g_01292	Syak.g_02269, Syak.g_02544
OG0000128	Prau.g_00011	Syak.g_01782
OG0000129	Prau.g_00051	Syak.g_01947
OG0000130	Prau.g_00071	Syak.g_02255
OG0000131	Prau.g_00146	Syak.g_02128
OG0000132	Prau.g_00165	Syak.g_02108
OG0000133	Prau.g_00324	Syak.g_00507
OG0000134	Prau.g_00359	Syak.g_01212
OG0000135	Prau.g_00386	Syak.g_01897
OG0000136	Prau.g_00482	Syak.g_01186
OG0000137	Prau.g_00516	Syak.g_01118
OG0000138	Prau.g_00536	Syak.g_02591
OG0000139	Prau.g_00577	Syak.g_02646
OG0000140	Prau.g_00578	Syak.g_02650
OG0000141	Prau.g_00645	Syak.g_02746
OG0000142	Prau.g_00675	Syak.g_00035
OG0000143	Prau.g_00679	Syak.g_00039
OG0000144	Prau.g_00692	Syak.g_00260
OG0000145	Prau.g_00816	Syak.g_02598
OG0000146	Prau.g_00819	Syak.g_00514
OG0000147	Prau.g_00820	Syak.g_00515
OG0000148	Prau.g_00870	Syak.g_00455
OG0000149	Prau.g_00900	Syak.g_00596
OG0000150	Prau.g_00909	Syak.g_02747
OG0000151	Prau.g_00966	Syak.g_00387
OG0000152	Prau.g_01015	Syak.g_00503
OG0000153	Prau.g_01034	Syak.g_00470
OG0000154	Prau.g_01063	Syak.g_00645
OG0000155	Prau.g_01226	Syak.g_00855
OG0000156	Prau.g_01359	Syak.g_00919
OG0000157	Prau.g_01360	Syak.g_00920
OG0000158	Prau.g_01436	Syak.g_01624
OG0000160	Prau.g_01532	Syak.g_01043
OG0000161	Prau.g_01538	Syak.g_01050
OG0000162	Prau.g_01544	Syak.g_01058
OG0000163	Prau.g_01578	Syak.g_02478
OG0000164	Prau.g_01756	Syak.g_02384
OG0000165	Prau.g_01763	Syak.g_02374
OG0000166	Prau.g_01833	Syak.g_01345
OG0000167	Prau.g_01899	Syak.g_01561
OG0000168	Prau.g_01909	Syak.g_01625
OG0000169	Prau.g_01919	Syak.g_01637
OG0000170	Prau.g_01921	Syak.g_01644
OG0000171	Prau.g_01940	Syak.g_01691
OG0000172	Prau.g_01949	Syak.g_01713
OG0000173	Prau.g_01964	Syak.g_01733
OG0000174	Prau.g_01991	Syak.g_01895
OG0000175	Prau.g_02001	Syak.g_01827
OG0000176	Prau.g_00004	Syak.g_01790
OG0000177	Prau.g_00005	Syak.g_01789
OG0000178	Prau.g_00006	Syak.g_01788
OG0000179	Prau.g_00016	Syak.g_01773
OG0000180	Prau.g_00017	Syak.g_01772
OG0000181	Prau.g_00018	Syak.g_01771
OG0000182	Prau.g_00019	Syak.g_01770
OG0000183	Prau.g_00023	Syak.g_01766
OG0000184	Prau.g_00054	Syak.g_01955
OG0000185	Prau.g_00057	Syak.g_01971
OG0000186	Prau.g_00066	Syak.g_02258
OG0000187	Prau.g_00067	Syak.g_02257
OG0000188	Prau.g_00083	Syak.g_02235
OG0000189	Prau.g_00097	Syak.g_02203
OG0000190	Prau.g_00098	Syak.g_01575
OG0000191	Prau.g_00118	Syak.g_02171
OG0000192	Prau.g_00122	Syak.g_02165
OG0000193	Prau.g_00147	Syak.g_02127
OG0000194	Prau.g_00150	Syak.g_02124
OG0000195	Prau.g_00152	Syak.g_02122
OG0000196	Prau.g_00162	Syak.g_02111
OG0000197	Prau.g_00163	Syak.g_02110
OG0000198	Prau.g_00164	Syak.g_02109
OG0000199	Prau.g_00171	Syak.g_02100
OG0000200	Prau.g_00185	Syak.g_02083
OG0000201	Prau.g_00193	Syak.g_02068
OG0000202	Prau.g_00194	Syak.g_02067
OG0000203	Prau.g_00195	Syak.g_02066
OG0000204	Prau.g_00196	Syak.g_02065
OG0000205	Prau.g_00203	Syak.g_02058
OG0000206	Prau.g_00208	Syak.g_02038
OG0000207	Prau.g_00210	Syak.g_02025
OG0000208	Prau.g_00211	Syak.g_02024
OG0000209	Prau.g_00220	Syak.g_01995
OG0000210	Prau.g_00221	Syak.g_01994
OG0000211	Prau.g_00234	Syak.g_02017
OG0000212	Prau.g_00241	Syak.g_02311
OG0000213	Prau.g_00259	Syak.g_01425
OG0000214	Prau.g_00269	Syak.g_01442
OG0000215	Prau.g_00294	Syak.g_01474
OG0000216	Prau.g_00296	Syak.g_01478
OG0000217	Prau.g_00299	Syak.g_01482
OG0000218	Prau.g_00301	Syak.g_01484
OG0000219	Prau.g_00302	Syak.g_01485
OG0000220	Prau.g_00303	Syak.g_01486
OG0000221	Prau.g_00304	Syak.g_01498
OG0000222	Prau.g_00312	Syak.g_01512
OG0000223	Prau.g_00325	Syak.g_01531
OG0000224	Prau.g_00327	Syak.g_01532
OG0000225	Prau.g_00348	Syak.g_01230
OG0000226	Prau.g_00352	Syak.g_01226
OG0000227	Prau.g_00354	Syak.g_01224
OG0000228	Prau.g_00357	Syak.g_01216
OG0000229	Prau.g_00477	Syak.g_01191
OG0000230	Prau.g_00479	Syak.g_01189
OG0000231	Prau.g_00490	Syak.g_01176
OG0000232	Prau.g_00499	Syak.g_01156
OG0000233	Prau.g_00505	Syak.g_01145
OG0000234	Prau.g_00517	Syak.g_01116
OG0000235	Prau.g_00520	Syak.g_02573
OG0000236	Prau.g_00534	Syak.g_02589
OG0000237	Prau.g_00547	Syak.g_02607
OG0000238	Prau.g_00553	Syak.g_02612
OG0000239	Prau.g_00565	Syak.g_02628
OG0000240	Prau.g_00566	Syak.g_02629
OG0000241	Prau.g_00570	Syak.g_00027
OG0000242	Prau.g_00572	Syak.g_02638
OG0000243	Prau.g_00583	Syak.g_02658
OG0000244	Prau.g_00586	Syak.g_02665
OG0000245	Prau.g_00588	Syak.g_02667
OG0000246	Prau.g_00592	Syak.g_02671
OG0000247	Prau.g_00602	Syak.g_02681
OG0000248	Prau.g_00604	Syak.g_02684
OG0000249	Prau.g_00606	Syak.g_02686
OG0000250	Prau.g_00611	Syak.g_02694
OG0000251	Prau.g_00629	Syak.g_02722
OG0000252	Prau.g_00632	Syak.g_02725
OG0000253	Prau.g_00633	Syak.g_02727
OG0000254	Prau.g_00649	Syak.g_02752
OG0000255	Prau.g_00655	Syak.g_02772
OG0000256	Prau.g_00667	Syak.g_00020
OG0000257	Prau.g_00670	Syak.g_00026
OG0000258	Prau.g_00683	Syak.g_00044
OG0000259	Prau.g_00700	Syak.g_00334
OG0000260	Prau.g_00703	Syak.g_00338
OG0000261	Prau.g_00705	Syak.g_00348
OG0000262	Prau.g_00709	Syak.g_00353
OG0000263	Prau.g_00721	Syak.g_00828
OG0000264	Prau.g_00731	Syak.g_00698
OG0000265	Prau.g_00755	Syak.g_00211
OG0000266	Prau.g_00765	Syak.g_00778
OG0000267	Prau.g_00776	Syak.g_00555
OG0000268	Prau.g_00777	Syak.g_00554
OG0000269	Prau.g_00849	Syak.g_00429
OG0000270	Prau.g_00852	Syak.g_00432
OG0000271	Prau.g_00860	Syak.g_00440
OG0000272	Prau.g_00861	Syak.g_00441
OG0000274	Prau.g_00885	Syak.g_00615
OG0000275	Prau.g_00887	Syak.g_00611
OG0000276	Prau.g_00892	Syak.g_00604
OG0000277	Prau.g_00893	Syak.g_00603
OG0000278	Prau.g_00896	Syak.g_00600
OG0000279	Prau.g_00904	Syak.g_00592
OG0000280	Prau.g_00905	Syak.g_00582
OG0000281	Prau.g_00910	Syak.g_00339
OG0000282	Prau.g_00958	Syak.g_00375
OG0000283	Prau.g_00992	Syak.g_00541
OG0000284	Prau.g_00997	Syak.g_00536
OG0000285	Prau.g_01002	Syak.g_00523
OG0000286	Prau.g_01014	Syak.g_00504
OG0000287	Prau.g_01031	Syak.g_00477
OG0000288	Prau.g_01062	Syak.g_00644
OG0000289	Prau.g_01073	Syak.g_00659
OG0000290	Prau.g_01086	Syak.g_00738
OG0000291	Prau.g_01088	Syak.g_00737
OG0000292	Prau.g_01136	Syak.g_01802
OG0000293	Prau.g_01198	Syak.g_00910
OG0000294	Prau.g_01199	Syak.g_00909
OG0000295	Prau.g_01218	Syak.g_00863
OG0000296	Prau.g_01220	Syak.g_00861
OG0000297	Prau.g_01228	Syak.g_00848
OG0000298	Prau.g_01229	Syak.g_00847
OG0000299	Prau.g_01246	Syak.g_00820
OG0000300	Prau.g_01249	Syak.g_00813
OG0000301	Prau.g_01250	Syak.g_00812
OG0000302	Prau.g_01252	Syak.g_00811
OG0000303	Prau.g_01259	Syak.g_00674
OG0000304	Prau.g_01263	Syak.g_00680
OG0000305	Prau.g_01401	Syak.g_00732
OG0000306	Prau.g_01404	Syak.g_00094
OG0000307	Prau.g_01418	Syak.g_02556
OG0000308	Prau.g_01419	Syak.g_02554
OG0000309	Prau.g_01423	Syak.g_02549
OG0000310	Prau.g_01513	Syak.g_00994
OG0000311	Prau.g_01515	Syak.g_00999
OG0000312	Prau.g_01518	Syak.g_01028
OG0000313	Prau.g_01535	Syak.g_01046
OG0000314	Prau.g_01558	Syak.g_01079
OG0000315	Prau.g_01568	Syak.g_01090
OG0000316	Prau.g_01588	Syak.g_02462
OG0000317	Prau.g_01730	Syak.g_02419
OG0000318	Prau.g_01733	Syak.g_02415
OG0000319	Prau.g_01746	Syak.g_02399
OG0000320	Prau.g_01748	Syak.g_02397
OG0000321	Prau.g_01749	Syak.g_02396
OG0000322	Prau.g_01750	Syak.g_02395
OG0000323	Prau.g_01759	Syak.g_02380
OG0000324	Prau.g_01785	Syak.g_02347
OG0000325	Prau.g_01795	Syak.g_01391
OG0000326	Prau.g_01801	Syak.g_01384
OG0000327	Prau.g_01828	Syak.g_01350
OG0000328	Prau.g_01829	Syak.g_01349
OG0000329	Prau.g_01846	Syak.g_01331
OG0000330	Prau.g_01847	Syak.g_01330
OG0000331	Prau.g_01848	Syak.g_01329
OG0000332	Prau.g_01862	Syak.g_01314
OG0000333	Prau.g_01864	Syak.g_01311
OG0000334	Prau.g_01872	Syak.g_01302
OG0000335	Prau.g_01877	Syak.g_01298
OG0000336	Prau.g_01881	Syak.g_01294
OG0000337	Prau.g_01897	Syak.g_01555
OG0000338	Prau.g_01898	Syak.g_01558
OG0000339	Prau.g_01902	Syak.g_01566
OG0000340	Prau.g_01910	Syak.g_01626
OG0000341	Prau.g_01912	Syak.g_01628
OG0000342	Prau.g_01913	Syak.g_01629
OG0000343	Prau.g_01914	Syak.g_01631
OG0000344	Prau.g_01917	Syak.g_01635
OG0000345	Prau.g_01922	Syak.g_01645
OG0000346	Prau.g_01926	Syak.g_01651
OG0000347	Prau.g_01942	Syak.g_01694
OG0000348	Prau.g_01952	Syak.g_01717
OG0000349	Prau.g_01969	Syak.g_01740
OG0000350	Prau.g_01987, Prau.g_01297	Syak.g_01377
OG0000351	Prau.g_02004	Syak.g_01823
OG0000352	Prau.g_02005	Syak.g_01822
OG0000353	Prau.g_02021	Syak.g_01796
OG0000355	Prau.g_00001	Syak.g_01793
OG0000356	Prau.g_00002	Syak.g_01792
OG0000357	Prau.g_00003	Syak.g_01791
OG0000358	Prau.g_00007	Syak.g_01787
OG0000359	Prau.g_00008	Syak.g_01785
OG0000360	Prau.g_00009	Syak.g_01784
OG0000361	Prau.g_00010	Syak.g_01783
OG0000362	Prau.g_00012	Syak.g_01781
OG0000363	Prau.g_00014	Syak.g_01779
OG0000364	Prau.g_00015	Syak.g_01778
OG0000365	Prau.g_00020	Syak.g_01769
OG0000366	Prau.g_00021	Syak.g_01768
OG0000367	Prau.g_00022	Syak.g_01767
OG0000368	Prau.g_00024	Syak.g_01765
OG0000369	Prau.g_00025	Syak.g_01764
OG0000370	Prau.g_00026	Syak.g_01763
OG0000371	Prau.g_00031	Syak.g_01753
OG0000372	Prau.g_00034	Syak.g_01748
OG0000373	Prau.g_00035	Syak.g_01747
OG0000374	Prau.g_00036	Syak.g_01746
OG0000375	Prau.g_00047	Syak.g_01744
OG0000376	Prau.g_00049	Syak.g_01742
OG0000377	Prau.g_00053	Syak.g_01948
OG0000378	Prau.g_00055	Syak.g_01968
OG0000379	Prau.g_00058	Syak.g_01972
OG0000380	Prau.g_00068	Syak.g_02256
OG0000381	Prau.g_00072	Syak.g_02254
OG0000382	Prau.g_00082	Syak.g_02236
OG0000383	Prau.g_00084	Syak.g_02229
OG0000384	Prau.g_00085	Syak.g_02228
OG0000385	Prau.g_00086	Syak.g_02227
OG0000386	Prau.g_00087	Syak.g_02226
OG0000387	Prau.g_00100	Syak.g_02200
OG0000388	Prau.g_00103	Syak.g_02196
OG0000389	Prau.g_00107	Syak.g_02345, Syak.g_02193
OG0000390	Prau.g_00114	Syak.g_02177
OG0000391	Prau.g_00117	Syak.g_02172
OG0000392	Prau.g_00121	Syak.g_02166
OG0000393	Prau.g_00123	Syak.g_02163
OG0000394	Prau.g_00124	Syak.g_02162
OG0000395	Prau.g_00125	Syak.g_02161
OG0000396	Prau.g_00128	Syak.g_02158
OG0000397	Prau.g_00130	Syak.g_02156
OG0000398	Prau.g_00132	Syak.g_02151
OG0000399	Prau.g_00133	Syak.g_02150
OG0000400	Prau.g_00134	Syak.g_02149
OG0000401	Prau.g_00135	Syak.g_02148
OG0000402	Prau.g_00137	Syak.g_02146
OG0000403	Prau.g_00138	Syak.g_02145
OG0000404	Prau.g_00139	Syak.g_02143
OG0000405	Prau.g_00143	Syak.g_02131
OG0000406	Prau.g_00148	Syak.g_02126
OG0000407	Prau.g_00149	Syak.g_02125
OG0000408	Prau.g_00151	Syak.g_02123
OG0000409	Prau.g_00153	Syak.g_02121
OG0000410	Prau.g_00154	Syak.g_02120
OG0000411	Prau.g_00155	Syak.g_02119
OG0000412	Prau.g_00156	Syak.g_02118
OG0000413	Prau.g_00157	Syak.g_02116
OG0000415	Prau.g_00159	Syak.g_02114
OG0000416	Prau.g_00160	Syak.g_02113
OG0000417	Prau.g_00161	Syak.g_02112
OG0000418	Prau.g_00166	Syak.g_02107
OG0000419	Prau.g_00168	Syak.g_02105
OG0000420	Prau.g_00169	Syak.g_02103
OG0000421	Prau.g_00174	Syak.g_02097
OG0000422	Prau.g_00175	Syak.g_02096
OG0000423	Prau.g_00176	Syak.g_02095
OG0000424	Prau.g_00177	Syak.g_02094
OG0000425	Prau.g_00178	Syak.g_02093
OG0000426	Prau.g_00179	Syak.g_02092
OG0000427	Prau.g_00180	Syak.g_02091
OG0000428	Prau.g_00182	Syak.g_02088
OG0000429	Prau.g_00183	Syak.g_02086
OG0000430	Prau.g_00184	Syak.g_02084
OG0000431	Prau.g_00186	Syak.g_02081
OG0000432	Prau.g_00189	Syak.g_02075
OG0000433	Prau.g_00190	Syak.g_02073
OG0000434	Prau.g_00191	Syak.g_02072
OG0000435	Prau.g_00192	Syak.g_02071
OG0000436	Prau.g_00197	Syak.g_02064
OG0000437	Prau.g_00198	Syak.g_02063
OG0000438	Prau.g_00199	Syak.g_02062
OG0000439	Prau.g_00201	Syak.g_02060
OG0000440	Prau.g_00202	Syak.g_02059
OG0000441	Prau.g_00205	Syak.g_02053
OG0000442	Prau.g_00206	Syak.g_02043
OG0000443	Prau.g_00207	Syak.g_02041
OG0000444	Prau.g_00212	Syak.g_02022
OG0000445	Prau.g_00213	Syak.g_02015
OG0000446	Prau.g_00214	Syak.g_02013
OG0000447	Prau.g_00215	Syak.g_02006
OG0000448	Prau.g_00216	Syak.g_02005
OG0000449	Prau.g_00217	Syak.g_02004
OG0000450	Prau.g_00218	Syak.g_01998
OG0000451	Prau.g_00219	Syak.g_01997
OG0000452	Prau.g_00222	Syak.g_01993
OG0000453	Prau.g_00223	Syak.g_01992
OG0000454	Prau.g_00224	Syak.g_01991
OG0000455	Prau.g_00225	Syak.g_01990
OG0000456	Prau.g_00226	Syak.g_01989
OG0000457	Prau.g_00227	Syak.g_01987
OG0000458	Prau.g_00228	Syak.g_01986
OG0000459	Prau.g_00229	Syak.g_01985
OG0000460	Prau.g_00236	Syak.g_02303
OG0000461	Prau.g_00244	Syak.g_01402
OG0000462	Prau.g_00246	Syak.g_01405
OG0000463	Prau.g_00247	Syak.g_01406
OG0000464	Prau.g_00248	Syak.g_01407
OG0000465	Prau.g_00249	Syak.g_01409
OG0000466	Prau.g_00252	Syak.g_01414
OG0000467	Prau.g_00253	Syak.g_01416
OG0000468	Prau.g_00255	Syak.g_01421
OG0000469	Prau.g_00264	Syak.g_01436
OG0000470	Prau.g_00266	Syak.g_01438
OG0000471	Prau.g_00267	Syak.g_01439
OG0000472	Prau.g_00268	Syak.g_01441
OG0000473	Prau.g_00270	Syak.g_01443
OG0000474	Prau.g_00271	Syak.g_01444
OG0000475	Prau.g_00272	Syak.g_01445
OG0000476	Prau.g_00273	Syak.g_01447
OG0000477	Prau.g_00277	Syak.g_01453
OG0000478	Prau.g_00278	Syak.g_01454
OG0000479	Prau.g_00279	Syak.g_01455
OG0000480	Prau.g_00284	Syak.g_01462
OG0000481	Prau.g_00286	Syak.g_01464
OG0000482	Prau.g_00287	Syak.g_01465
OG0000483	Prau.g_00290	Syak.g_01469
OG0000484	Prau.g_00291	Syak.g_01470
OG0000485	Prau.g_00292	Syak.g_01472
OG0000486	Prau.g_00293	Syak.g_01473
OG0000487	Prau.g_00297	Syak.g_01479
OG0000488	Prau.g_00300	Syak.g_01483
OG0000489	Prau.g_00305	Syak.g_01499
OG0000490	Prau.g_00310	Syak.g_01507
OG0000491	Prau.g_00311	Syak.g_01511
OG0000492	Prau.g_00313	Syak.g_01513
OG0000493	Prau.g_00314	Syak.g_01514
OG0000494	Prau.g_00315	Syak.g_01515
OG0000495	Prau.g_00316	Syak.g_01516
OG0000496	Prau.g_00317	Syak.g_01517
OG0000497	Prau.g_00318	Syak.g_01518
OG0000498	Prau.g_00319	Syak.g_01519
OG0000499	Prau.g_00320	Syak.g_01520
OG0000500	Prau.g_00321	Syak.g_01521
OG0000501	Prau.g_00323	Syak.g_01524
OG0000502	Prau.g_00326	Syak.g_01538
OG0000503	Prau.g_00336	Syak.g_01246
OG0000504	Prau.g_00337	Syak.g_01244
OG0000505	Prau.g_00338	Syak.g_01243
OG0000506	Prau.g_00340	Syak.g_01241
OG0000507	Prau.g_00343	Syak.g_01235
OG0000508	Prau.g_00347	Syak.g_01231
OG0000509	Prau.g_00349	Syak.g_01229
OG0000510	Prau.g_00350	Syak.g_01228
OG0000511	Prau.g_00351	Syak.g_01227
OG0000512	Prau.g_00353	Syak.g_01225
OG0000513	Prau.g_00360	Syak.g_01211
OG0000514	Prau.g_00472	Syak.g_01204
OG0000515	Prau.g_00473	Syak.g_01203
OG0000516	Prau.g_00474	Syak.g_01199
OG0000517	Prau.g_00476	Syak.g_01192
OG0000518	Prau.g_00487	Syak.g_01180
OG0000519	Prau.g_00488	Syak.g_01179
OG0000520	Prau.g_00489	Syak.g_01178
OG0000521	Prau.g_00494	Syak.g_01167
OG0000522	Prau.g_00496	Syak.g_01163
OG0000523	Prau.g_00497	Syak.g_01162
OG0000524	Prau.g_00503	Syak.g_01149
OG0000525	Prau.g_00506	Syak.g_01130
OG0000526	Prau.g_00507	Syak.g_01127
OG0000527	Prau.g_00514	Syak.g_01120
OG0000528	Prau.g_00519	Syak.g_02570
OG0000529	Prau.g_00522	Syak.g_02575
OG0000530	Prau.g_00525	Syak.g_02578
OG0000531	Prau.g_00526	Syak.g_02579
OG0000532	Prau.g_00528	Syak.g_02582
OG0000533	Prau.g_00529	Syak.g_02584
OG0000534	Prau.g_00530	Syak.g_02585
OG0000535	Prau.g_00531	Syak.g_02586
OG0000536	Prau.g_00532	Syak.g_02587
OG0000537	Prau.g_00533	Syak.g_02588
OG0000538	Prau.g_00541	Syak.g_02600
OG0000539	Prau.g_00542	Syak.g_02601
OG0000540	Prau.g_00543	Syak.g_02602
OG0000541	Prau.g_00544	Syak.g_02603
OG0000542	Prau.g_00546	Syak.g_02606
OG0000543	Prau.g_00548	Syak.g_02608
OG0000544	Prau.g_00549	Syak.g_02609
OG0000545	Prau.g_00551	Syak.g_02611
OG0000546	Prau.g_00554	Syak.g_02613
OG0000547	Prau.g_00556	Syak.g_02615
OG0000548	Prau.g_00557	Syak.g_02616
OG0000549	Prau.g_00559	Syak.g_02622
OG0000550	Prau.g_00564	Syak.g_02626
OG0000551	Prau.g_00567	Syak.g_02631
OG0000552	Prau.g_00568	Syak.g_02632
OG0000553	Prau.g_00569	Syak.g_02636
OG0000554	Prau.g_00574	Syak.g_02641
OG0000555	Prau.g_00582	Syak.g_02657
OG0000556	Prau.g_00584	Syak.g_02661
OG0000557	Prau.g_00585	Syak.g_02663
OG0000558	Prau.g_00587	Syak.g_02666
OG0000559	Prau.g_00591	Syak.g_02670
OG0000560	Prau.g_00594	Syak.g_02672
OG0000561	Prau.g_00595	Syak.g_02673
OG0000562	Prau.g_00596	Syak.g_02674
OG0000563	Prau.g_00597	Syak.g_02675
OG0000564	Prau.g_00598	Syak.g_02676
OG0000565	Prau.g_00601	Syak.g_02679
OG0000566	Prau.g_00603	Syak.g_02683
OG0000567	Prau.g_00607	Syak.g_02687
OG0000568	Prau.g_00608	Syak.g_02690
OG0000569	Prau.g_00609	Syak.g_02691
OG0000570	Prau.g_00610	Syak.g_02692
OG0000571	Prau.g_00612	Syak.g_02696
OG0000572	Prau.g_00625	Syak.g_02713
OG0000573	Prau.g_00630	Syak.g_02723
OG0000574	Prau.g_00631	Syak.g_02724
OG0000575	Prau.g_00635	Syak.g_02729
OG0000576	Prau.g_00637	Syak.g_02731
OG0000577	Prau.g_00638	Syak.g_02732
OG0000578	Prau.g_00639	Syak.g_02733
OG0000579	Prau.g_00640	Syak.g_02734
OG0000580	Prau.g_00641	Syak.g_02735
OG0000581	Prau.g_00643	Syak.g_02742
OG0000582	Prau.g_00646	Syak.g_02748
OG0000583	Prau.g_00647	Syak.g_02749
OG0000584	Prau.g_00648	Syak.g_02750
OG0000585	Prau.g_00650	Syak.g_02753
OG0000586	Prau.g_00651	Syak.g_02754
