Orthogroup	Prau	Syal
OG0000119	Prau.g_01405	Syal.g_02056
OG0000120	Prau.g_01430	Syal.g_01324
OG0000121	Prau.g_01533	Syal.g_00374
OG0000122	Prau.g_01571	Syal.g_02602
OG0000123	Prau.g_01876	Syal.g_00283
OG0000124	Prau.g_01941	Syal.g_01519
OG0000125	Prau.g_01978	Syal.g_01075
OG0000126	Prau.g_02017	Syal.g_00090
OG0000127	Prau.g_01292	Syal.g_00720
OG0000128	Prau.g_00011	Syal.g_00109
OG0000129	Prau.g_00051	Syal.g_01062
OG0000130	Prau.g_00071	Syal.g_00751
OG0000131	Prau.g_00146	Syal.g_00886
OG0000132	Prau.g_00165	Syal.g_00906
OG0000133	Prau.g_00324	Syal.g_01995
OG0000134	Prau.g_00359	Syal.g_00552
OG0000135	Prau.g_00386	Syal.g_01119
OG0000136	Prau.g_00482	Syal.g_00520
OG0000137	Prau.g_00516	Syal.g_00463
OG0000138	Prau.g_00536	Syal.g_02914
OG0000139	Prau.g_00577	Syal.g_02832
OG0000140	Prau.g_00578	Syal.g_02830
OG0000141	Prau.g_00645	Syal.g_02738
OG0000142	Prau.g_00675	Syal.g_02636
OG0000143	Prau.g_00679	Syal.g_02632
OG0000144	Prau.g_00692	Syal.g_02515
OG0000145	Prau.g_00816	Syal.g_02921
OG0000146	Prau.g_00819	Syal.g_02001
OG0000147	Prau.g_00820	Syal.g_02002
OG0000148	Prau.g_00870	Syal.g_02437
OG0000149	Prau.g_00900	Syal.g_02475
OG0000150	Prau.g_00909	Syal.g_02737
OG0000151	Prau.g_00966	Syal.g_02263
OG0000152	Prau.g_01015	Syal.g_01991
OG0000153	Prau.g_01034	Syal.g_01958
OG0000154	Prau.g_01063	Syal.g_01918
OG0000155	Prau.g_01226	Syal.g_01695
OG0000156	Prau.g_01359	Syal.g_01620
OG0000157	Prau.g_01360	Syal.g_01619
OG0000158	Prau.g_01436	Syal.g_01431
OG0000160	Prau.g_01532	Syal.g_00372
OG0000161	Prau.g_01538	Syal.g_00384
OG0000162	Prau.g_01544	Syal.g_00396
OG0000163	Prau.g_01578	Syal.g_02971
OG0000164	Prau.g_01756	Syal.g_00623
OG0000165	Prau.g_01763	Syal.g_00632
OG0000166	Prau.g_01833	Syal.g_00236
OG0000167	Prau.g_01899	Syal.g_01347
OG0000168	Prau.g_01909	Syal.g_01433
OG0000169	Prau.g_01919	Syal.g_01447
OG0000170	Prau.g_01921	Syal.g_01454
OG0000171	Prau.g_01940	Syal.g_01518
OG0000172	Prau.g_01949	Syal.g_00174, Syal.g_00173
OG0000173	Prau.g_01964	Syal.g_00155
OG0000174	Prau.g_01991	Syal.g_01121
OG0000175	Prau.g_02001	Syal.g_01172
OG0000176	Prau.g_00004	Syal.g_00101
OG0000177	Prau.g_00005	Syal.g_00102
OG0000178	Prau.g_00006	Syal.g_00103
OG0000179	Prau.g_00016	Syal.g_00118
OG0000180	Prau.g_00017	Syal.g_00119
OG0000181	Prau.g_00018	Syal.g_00120
OG0000182	Prau.g_00019	Syal.g_00121
OG0000183	Prau.g_00023	Syal.g_00125
OG0000184	Prau.g_00054	Syal.g_01050
OG0000185	Prau.g_00057	Syal.g_01025
OG0000186	Prau.g_00066	Syal.g_02684, Syal.g_00747
OG0000187	Prau.g_00067	Syal.g_02685, Syal.g_00748
OG0000188	Prau.g_00083	Syal.g_00771
OG0000189	Prau.g_00097	Syal.g_00807
OG0000190	Prau.g_00098	Syal.g_01364
OG0000191	Prau.g_00118	Syal.g_00841
OG0000192	Prau.g_00122	Syal.g_00847
OG0000193	Prau.g_00147	Syal.g_00887
OG0000194	Prau.g_00150	Syal.g_00890
OG0000195	Prau.g_00152	Syal.g_00892
OG0000196	Prau.g_00162	Syal.g_00903
OG0000197	Prau.g_00163	Syal.g_00904
OG0000198	Prau.g_00164	Syal.g_00905
OG0000199	Prau.g_00171	Syal.g_00913
OG0000200	Prau.g_00185	Syal.g_00932
OG0000201	Prau.g_00193	Syal.g_00949
OG0000202	Prau.g_00194	Syal.g_00950
OG0000203	Prau.g_00195	Syal.g_00951
OG0000204	Prau.g_00196	Syal.g_00952
OG0000205	Prau.g_00203	Syal.g_00959
OG0000206	Prau.g_00208	Syal.g_00971
OG0000207	Prau.g_00210	Syal.g_00974
OG0000208	Prau.g_00211	Syal.g_00975
OG0000209	Prau.g_00220	Syal.g_01000
OG0000210	Prau.g_00221	Syal.g_01001
OG0000212	Prau.g_00241	Syal.g_00679
OG0000213	Prau.g_00259	Syal.g_01229
OG0000214	Prau.g_00269	Syal.g_01246
OG0000215	Prau.g_00294	Syal.g_01277
OG0000216	Prau.g_00296	Syal.g_01281
OG0000217	Prau.g_00299	Syal.g_01285
OG0000218	Prau.g_00301	Syal.g_01287
OG0000219	Prau.g_00302	Syal.g_01288
OG0000220	Prau.g_00303	Syal.g_01289
OG0000221	Prau.g_00304	Syal.g_01297
OG0000222	Prau.g_00312	Syal.g_01309
OG0000223	Prau.g_00325	Syal.g_01327
OG0000224	Prau.g_00327	Syal.g_01329
OG0000225	Prau.g_00348	Syal.g_00363
OG0000226	Prau.g_00352	Syal.g_00367
OG0000227	Prau.g_00354	Syal.g_00369
OG0000228	Prau.g_00357	Syal.g_00556
OG0000229	Prau.g_00477	Syal.g_00525
OG0000230	Prau.g_00479	Syal.g_00523
OG0000231	Prau.g_00490	Syal.g_00510
OG0000232	Prau.g_00499	Syal.g_00495
OG0000233	Prau.g_00505	Syal.g_00487
OG0000234	Prau.g_00517	Syal.g_00461
OG0000235	Prau.g_00520	Syal.g_02896
OG0000236	Prau.g_00534	Syal.g_02912
OG0000237	Prau.g_00547	Syal.g_02930
OG0000238	Prau.g_00553	Syal.g_02935
OG0000239	Prau.g_00565	Syal.g_02951
OG0000240	Prau.g_00566	Syal.g_02952
OG0000241	Prau.g_00570	Syal.g_02696
OG0000242	Prau.g_00572	Syal.g_02840
OG0000243	Prau.g_00583	Syal.g_02822
OG0000244	Prau.g_00586	Syal.g_02815
OG0000245	Prau.g_00588	Syal.g_02813
OG0000246	Prau.g_00592	Syal.g_02809
OG0000247	Prau.g_00602	Syal.g_02797
OG0000248	Prau.g_00604	Syal.g_02794
OG0000249	Prau.g_00606	Syal.g_02792
OG0000250	Prau.g_00611	Syal.g_02786
OG0000251	Prau.g_00629	Syal.g_02760
OG0000252	Prau.g_00632	Syal.g_02757
OG0000253	Prau.g_00633	Syal.g_02755
OG0000254	Prau.g_00649	Syal.g_02732
OG0000255	Prau.g_00655	Syal.g_02719
OG0000256	Prau.g_00667	Syal.g_02705
OG0000257	Prau.g_00670	Syal.g_02697
OG0000258	Prau.g_00683	Syal.g_02623
OG0000259	Prau.g_00700	Syal.g_02182
OG0000260	Prau.g_00703	Syal.g_02188
OG0000261	Prau.g_00705	Syal.g_02199
OG0000262	Prau.g_00709	Syal.g_02204
OG0000263	Prau.g_00721	Syal.g_01720
OG0000264	Prau.g_00731	Syal.g_01788
OG0000265	Prau.g_00755	Syal.g_02534
OG0000266	Prau.g_00765	Syal.g_02421
OG0000267	Prau.g_00776	Syal.g_02043
OG0000268	Prau.g_00777	Syal.g_02042
OG0000269	Prau.g_00849	Syal.g_02409
OG0000270	Prau.g_00852	Syal.g_02412
OG0000271	Prau.g_00860	Syal.g_01871
OG0000272	Prau.g_00861	Syal.g_01872
OG0000274	Prau.g_00885	Syal.g_02455
OG0000275	Prau.g_00887	Syal.g_02458
OG0000276	Prau.g_00892	Syal.g_02467
OG0000277	Prau.g_00893	Syal.g_02468
OG0000278	Prau.g_00896	Syal.g_02471
OG0000279	Prau.g_00904	Syal.g_02479
OG0000280	Prau.g_00905	Syal.g_02493
OG0000281	Prau.g_00910	Syal.g_02190
OG0000282	Prau.g_00958	Syal.g_02284
OG0000283	Prau.g_00992	Syal.g_02028
OG0000284	Prau.g_00997	Syal.g_02023
OG0000285	Prau.g_01002	Syal.g_02012
OG0000286	Prau.g_01014	Syal.g_01992
OG0000288	Prau.g_01062	Syal.g_01919
OG0000289	Prau.g_01073	Syal.g_01904
OG0000290	Prau.g_01086	Syal.g_01826
OG0000291	Prau.g_01088	Syal.g_01824
OG0000292	Prau.g_01136	Syal.g_00089
OG0000293	Prau.g_01198	Syal.g_01631
OG0000294	Prau.g_01199	Syal.g_01632
OG0000295	Prau.g_01218	Syal.g_01687
OG0000296	Prau.g_01220	Syal.g_01689
OG0000297	Prau.g_01228	Syal.g_01702
OG0000298	Prau.g_01229	Syal.g_01703
OG0000299	Prau.g_01246	Syal.g_01732
OG0000300	Prau.g_01249	Syal.g_01738
OG0000301	Prau.g_01250	Syal.g_01739
OG0000302	Prau.g_01252	Syal.g_01740
OG0000303	Prau.g_01259	Syal.g_01763
OG0000304	Prau.g_01263	Syal.g_01756
OG0000305	Prau.g_01401	Syal.g_01821
OG0000306	Prau.g_01404	Syal.g_02579
OG0000307	Prau.g_01418	Syal.g_02880
OG0000308	Prau.g_01419	Syal.g_02878
OG0000309	Prau.g_01423	Syal.g_02873
OG0000310	Prau.g_01513	Syal.g_01537
OG0000311	Prau.g_01515	Syal.g_00061
OG0000312	Prau.g_01518	Syal.g_00031
OG0000313	Prau.g_01535	Syal.g_00381
OG0000314	Prau.g_01558	Syal.g_00416
OG0000315	Prau.g_01568	Syal.g_00426
OG0000316	Prau.g_01588	Syal.g_02987
OG0000317	Prau.g_01730	Syal.g_00583
OG0000318	Prau.g_01733	Syal.g_00588
OG0000319	Prau.g_01746	Syal.g_00608
OG0000320	Prau.g_01748	Syal.g_00610
OG0000321	Prau.g_01749	Syal.g_00611
OG0000322	Prau.g_01750	Syal.g_00612
OG0000323	Prau.g_01759	Syal.g_00626
OG0000324	Prau.g_01785	Syal.g_00656
OG0000325	Prau.g_01795	Syal.g_00195
OG0000326	Prau.g_01801	Syal.g_00202
OG0000327	Prau.g_01828	Syal.g_00230
OG0000328	Prau.g_01829	Syal.g_00231
OG0000329	Prau.g_01846	Syal.g_00249
OG0000330	Prau.g_01847	Syal.g_00250
OG0000331	Prau.g_01848	Syal.g_00251
OG0000332	Prau.g_01862	Syal.g_00266
OG0000333	Prau.g_01864	Syal.g_00269
OG0000334	Prau.g_01872	Syal.g_00279
OG0000335	Prau.g_01877	Syal.g_00284
OG0000336	Prau.g_01881	Syal.g_00288
OG0000337	Prau.g_01897	Syal.g_01343
OG0000338	Prau.g_01898	Syal.g_01345
OG0000339	Prau.g_01902	Syal.g_01351
OG0000340	Prau.g_01910	Syal.g_01434
OG0000341	Prau.g_01912	Syal.g_01436
OG0000342	Prau.g_01913	Syal.g_01437
OG0000343	Prau.g_01914	Syal.g_01441
OG0000344	Prau.g_01917	Syal.g_01445
OG0000345	Prau.g_01922	Syal.g_01455
OG0000346	Prau.g_01926	Syal.g_01460
OG0000347	Prau.g_01942	Syal.g_01525
OG0000348	Prau.g_01952	Syal.g_00170
OG0000349	Prau.g_01969	Syal.g_00148
OG0000350	Prau.g_01987, Prau.g_01297	Syal.g_00209
OG0000351	Prau.g_02004	Syal.g_01175
OG0000352	Prau.g_02005	Syal.g_01176
OG0000353	Prau.g_02021	Syal.g_00095
OG0000355	Prau.g_00001	Syal.g_00098
OG0000356	Prau.g_00002	Syal.g_00099
OG0000357	Prau.g_00003	Syal.g_00100
OG0000358	Prau.g_00007	Syal.g_00104
OG0000359	Prau.g_00008	Syal.g_00106
OG0000360	Prau.g_00009	Syal.g_00107
OG0000361	Prau.g_00010	Syal.g_00108
OG0000362	Prau.g_00012	Syal.g_00110
OG0000363	Prau.g_00014	Syal.g_00112
OG0000364	Prau.g_00015	Syal.g_00113
OG0000365	Prau.g_00020	Syal.g_00122
OG0000366	Prau.g_00021	Syal.g_00123
OG0000367	Prau.g_00022	Syal.g_00124
OG0000368	Prau.g_00024	Syal.g_00126
OG0000369	Prau.g_00025	Syal.g_00127
OG0000370	Prau.g_00026	Syal.g_00128
OG0000371	Prau.g_00031	Syal.g_00135
OG0000372	Prau.g_00034	Syal.g_00141
OG0000373	Prau.g_00035	Syal.g_00142
OG0000374	Prau.g_00036	Syal.g_00143
OG0000375	Prau.g_00047	Syal.g_00144
OG0000376	Prau.g_00049	Syal.g_00146
OG0000377	Prau.g_00053	Syal.g_01061
OG0000378	Prau.g_00055	Syal.g_01027
OG0000379	Prau.g_00058	Syal.g_01024
OG0000380	Prau.g_00068	Syal.g_00749
OG0000381	Prau.g_00072	Syal.g_00752
OG0000382	Prau.g_00082	Syal.g_00770
OG0000383	Prau.g_00084	Syal.g_00775
OG0000384	Prau.g_00085	Syal.g_00776
OG0000385	Prau.g_00086	Syal.g_00777
OG0000386	Prau.g_00087	Syal.g_00778
OG0000387	Prau.g_00100	Syal.g_00811
OG0000388	Prau.g_00103	Syal.g_00815
OG0000389	Prau.g_00107	Syal.g_00819
OG0000390	Prau.g_00114	Syal.g_00835
OG0000391	Prau.g_00117	Syal.g_00840
OG0000392	Prau.g_00121	Syal.g_00846
OG0000393	Prau.g_00123	Syal.g_00849
OG0000394	Prau.g_00124	Syal.g_00850
OG0000395	Prau.g_00125	Syal.g_00851
OG0000396	Prau.g_00128	Syal.g_00854
OG0000397	Prau.g_00130	Syal.g_00857
OG0000398	Prau.g_00132	Syal.g_00862
OG0000399	Prau.g_00133	Syal.g_00863
OG0000400	Prau.g_00134	Syal.g_00864
OG0000401	Prau.g_00135	Syal.g_00865
OG0000402	Prau.g_00137	Syal.g_00867
OG0000403	Prau.g_00138	Syal.g_00868
OG0000404	Prau.g_00139	Syal.g_00870
OG0000405	Prau.g_00143	Syal.g_00883
OG0000406	Prau.g_00148	Syal.g_00888
OG0000407	Prau.g_00149	Syal.g_00889
OG0000408	Prau.g_00151	Syal.g_00891
OG0000409	Prau.g_00153	Syal.g_00893
OG0000410	Prau.g_00154	Syal.g_00894
OG0000411	Prau.g_00155	Syal.g_00895
OG0000412	Prau.g_00156	Syal.g_00896
OG0000413	Prau.g_00157	Syal.g_00898
OG0000414	Prau.g_00158	Syal.g_00899
OG0000415	Prau.g_00159	Syal.g_00900
OG0000416	Prau.g_00160	Syal.g_00901
OG0000417	Prau.g_00161	Syal.g_00902
OG0000418	Prau.g_00166	Syal.g_00907
OG0000419	Prau.g_00168	Syal.g_00909
OG0000420	Prau.g_00169	Syal.g_00911
OG0000421	Prau.g_00174	Syal.g_00916
OG0000422	Prau.g_00175	Syal.g_00917
OG0000423	Prau.g_00176	Syal.g_00918
OG0000424	Prau.g_00177	Syal.g_00919
OG0000425	Prau.g_00178	Syal.g_00920
OG0000426	Prau.g_00179	Syal.g_00921
OG0000427	Prau.g_00180	Syal.g_00922
OG0000428	Prau.g_00182	Syal.g_00925
OG0000429	Prau.g_00183	Syal.g_00929
OG0000430	Prau.g_00184	Syal.g_00931
OG0000431	Prau.g_00186	Syal.g_00934
OG0000432	Prau.g_00189	Syal.g_00940
OG0000433	Prau.g_00190	Syal.g_00943
OG0000434	Prau.g_00191	Syal.g_00944
OG0000435	Prau.g_00192	Syal.g_00946
OG0000436	Prau.g_00197	Syal.g_00953
OG0000437	Prau.g_00198	Syal.g_00954
OG0000438	Prau.g_00199	Syal.g_00955
OG0000439	Prau.g_00201	Syal.g_00957
OG0000440	Prau.g_00202	Syal.g_00958
OG0000441	Prau.g_00205	Syal.g_00962
OG0000442	Prau.g_00206	Syal.g_00964
OG0000443	Prau.g_00207	Syal.g_00966
OG0000444	Prau.g_00212	Syal.g_00978
OG0000445	Prau.g_00213	Syal.g_00979
OG0000446	Prau.g_00214	Syal.g_00981
OG0000447	Prau.g_00215	Syal.g_00989
OG0000448	Prau.g_00216	Syal.g_00990
OG0000449	Prau.g_00217	Syal.g_00991
OG0000450	Prau.g_00218	Syal.g_00997
OG0000451	Prau.g_00219	Syal.g_00998
OG0000452	Prau.g_00222	Syal.g_01002
OG0000453	Prau.g_00223	Syal.g_01003
OG0000454	Prau.g_00224	Syal.g_01004
OG0000455	Prau.g_00225	Syal.g_01005
OG0000456	Prau.g_00226	Syal.g_01006
OG0000457	Prau.g_00227	Syal.g_01008
OG0000458	Prau.g_00228	Syal.g_01009
OG0000459	Prau.g_00229	Syal.g_01010
OG0000460	Prau.g_00236	Syal.g_00686
OG0000461	Prau.g_00244	Syal.g_01199
OG0000462	Prau.g_00246	Syal.g_01202
OG0000463	Prau.g_00247	Syal.g_01203
OG0000464	Prau.g_00248	Syal.g_01204
OG0000465	Prau.g_00249	Syal.g_01205
OG0000466	Prau.g_00252	Syal.g_01210
OG0000467	Prau.g_00253	Syal.g_01212
OG0000468	Prau.g_00255	Syal.g_01225
OG0000469	Prau.g_00264	Syal.g_01240
OG0000470	Prau.g_00266	Syal.g_01242
OG0000471	Prau.g_00267	Syal.g_01243
OG0000472	Prau.g_00268	Syal.g_01245
OG0000473	Prau.g_00270	Syal.g_01247
OG0000474	Prau.g_00271	Syal.g_01248
OG0000475	Prau.g_00272	Syal.g_01249
OG0000476	Prau.g_00273	Syal.g_01251
OG0000477	Prau.g_00277	Syal.g_01257
OG0000478	Prau.g_00278	Syal.g_01258
OG0000479	Prau.g_00279	Syal.g_01259
OG0000480	Prau.g_00284	Syal.g_01266
OG0000481	Prau.g_00286	Syal.g_01268
OG0000482	Prau.g_00287	Syal.g_01269
OG0000483	Prau.g_00290	Syal.g_01273
OG0000484	Prau.g_00291	Syal.g_01274
OG0000485	Prau.g_00292	Syal.g_01275
OG0000486	Prau.g_00293	Syal.g_01276
OG0000487	Prau.g_00297	Syal.g_01282
OG0000488	Prau.g_00300	Syal.g_01286
OG0000489	Prau.g_00305	Syal.g_01298
OG0000490	Prau.g_00310	Syal.g_01307
OG0000491	Prau.g_00311	Syal.g_01308
OG0000492	Prau.g_00313	Syal.g_01310
OG0000493	Prau.g_00314	Syal.g_01311
OG0000494	Prau.g_00315	Syal.g_01312
OG0000495	Prau.g_00316	Syal.g_01313
OG0000496	Prau.g_00317	Syal.g_01314
OG0000497	Prau.g_00318	Syal.g_01315
OG0000498	Prau.g_00319	Syal.g_01316
OG0000499	Prau.g_00320	Syal.g_01317
OG0000500	Prau.g_00321	Syal.g_01318
OG0000501	Prau.g_00323	Syal.g_01321
OG0000502	Prau.g_00326	Syal.g_01328
OG0000503	Prau.g_00336	Syal.g_00347
OG0000504	Prau.g_00337	Syal.g_00349
OG0000505	Prau.g_00338	Syal.g_00350
OG0000506	Prau.g_00340	Syal.g_00352
OG0000507	Prau.g_00343	Syal.g_00358
OG0000508	Prau.g_00347	Syal.g_00362
OG0000509	Prau.g_00349	Syal.g_00364
OG0000510	Prau.g_00350	Syal.g_00365
OG0000511	Prau.g_00351	Syal.g_00366
OG0000512	Prau.g_00353	Syal.g_00368
OG0000513	Prau.g_00360	Syal.g_00551
OG0000514	Prau.g_00472	Syal.g_00539
OG0000515	Prau.g_00473	Syal.g_00538
OG0000516	Prau.g_00474	Syal.g_00534
OG0000517	Prau.g_00476	Syal.g_00526
OG0000518	Prau.g_00487	Syal.g_00514
OG0000519	Prau.g_00488	Syal.g_00513
OG0000520	Prau.g_00489	Syal.g_00512
OG0000521	Prau.g_00494	Syal.g_00502
OG0000522	Prau.g_00496	Syal.g_00500
OG0000523	Prau.g_00497	Syal.g_00499
OG0000524	Prau.g_00503	Syal.g_00491
OG0000525	Prau.g_00506	Syal.g_00473
OG0000526	Prau.g_00507	Syal.g_00471
OG0000527	Prau.g_00514	Syal.g_00465
OG0000528	Prau.g_00519	Syal.g_02893
OG0000529	Prau.g_00522	Syal.g_02898
OG0000530	Prau.g_00525	Syal.g_02901
OG0000531	Prau.g_00526	Syal.g_02902
OG0000532	Prau.g_00528	Syal.g_02905
OG0000533	Prau.g_00529	Syal.g_02907
OG0000534	Prau.g_00530	Syal.g_02908
OG0000535	Prau.g_00531	Syal.g_02909
OG0000536	Prau.g_00532	Syal.g_02910
OG0000537	Prau.g_00533	Syal.g_02911
OG0000538	Prau.g_00541	Syal.g_02923
OG0000539	Prau.g_00542	Syal.g_02924
OG0000540	Prau.g_00543	Syal.g_02925
OG0000541	Prau.g_00544	Syal.g_02926
OG0000542	Prau.g_00546	Syal.g_02929
OG0000543	Prau.g_00548	Syal.g_02931
OG0000544	Prau.g_00549	Syal.g_02932
OG0000545	Prau.g_00551	Syal.g_02934
OG0000546	Prau.g_00554	Syal.g_02936
OG0000547	Prau.g_00556	Syal.g_02938
OG0000548	Prau.g_00557	Syal.g_02939
OG0000549	Prau.g_00559	Syal.g_02945
OG0000550	Prau.g_00564	Syal.g_02949
OG0000551	Prau.g_00567	Syal.g_02953
OG0000552	Prau.g_00568	Syal.g_02954
OG0000553	Prau.g_00569	Syal.g_02843
OG0000554	Prau.g_00574	Syal.g_02837
OG0000555	Prau.g_00582	Syal.g_02823
OG0000556	Prau.g_00584	Syal.g_02819
OG0000557	Prau.g_00585	Syal.g_02816
OG0000558	Prau.g_00587	Syal.g_02814
OG0000559	Prau.g_00591	Syal.g_02305, Syal.g_02810
OG0000560	Prau.g_00594	Syal.g_02807
OG0000561	Prau.g_00595	Syal.g_02806
OG0000562	Prau.g_00596	Syal.g_02805
OG0000563	Prau.g_00597	Syal.g_02804
OG0000564	Prau.g_00598	Syal.g_02803
OG0000565	Prau.g_00601	Syal.g_02799
OG0000566	Prau.g_00603	Syal.g_02795
OG0000567	Prau.g_00607	Syal.g_02791
OG0000568	Prau.g_00608	Syal.g_02789
OG0000569	Prau.g_00609	Syal.g_02788
OG0000570	Prau.g_00610	Syal.g_02787
OG0000571	Prau.g_00612	Syal.g_02784
OG0000572	Prau.g_00625	Syal.g_02767
OG0000573	Prau.g_00630	Syal.g_02759
OG0000574	Prau.g_00631	Syal.g_02758
OG0000575	Prau.g_00635	Syal.g_02753
OG0000576	Prau.g_00637	Syal.g_02751
OG0000577	Prau.g_00638	Syal.g_02750
OG0000578	Prau.g_00639	Syal.g_02749
OG0000579	Prau.g_00640	Syal.g_02748
OG0000580	Prau.g_00641	Syal.g_02747
OG0000581	Prau.g_00643	Syal.g_02741
OG0000582	Prau.g_00646	Syal.g_02736
OG0000583	Prau.g_00647	Syal.g_02735
