Orthogroup	Prau	Syao
OG0000179	Prau.g_00016	Syao.g_02250
OG0000180	Prau.g_00017	Syao.g_02249
OG0000181	Prau.g_00018	Syao.g_02248
OG0000182	Prau.g_00019	Syao.g_02247
OG0000183	Prau.g_00023	Syao.g_02243
OG0000184	Prau.g_00054	Syao.g_02423
OG0000185	Prau.g_00057	Syao.g_02410
OG0000186	Prau.g_00066	Syao.g_02613
OG0000187	Prau.g_00067	Syao.g_02615
OG0000188	Prau.g_00083	Syao.g_02637
OG0000189	Prau.g_00097	Syao.g_02672
OG0000190	Prau.g_00098	Syao.g_01015
OG0000191	Prau.g_00118	Syao.g_02573
OG0000192	Prau.g_00122	Syao.g_02579
OG0000193	Prau.g_00147	Syao.g_02481
OG0000194	Prau.g_00150	Syao.g_02484
OG0000195	Prau.g_00152	Syao.g_02486
OG0000196	Prau.g_00162	Syao.g_02498
OG0000197	Prau.g_00163	Syao.g_02499
OG0000198	Prau.g_00164	Syao.g_02500
OG0000199	Prau.g_00171	Syao.g_02508
OG0000200	Prau.g_00185	Syao.g_02524
OG0000201	Prau.g_00193	Syao.g_02540
OG0000202	Prau.g_00194	Syao.g_02454
OG0000203	Prau.g_00195	Syao.g_02455
OG0000204	Prau.g_00196	Syao.g_02456
OG0000205	Prau.g_00203	Syao.g_02464
OG0000206	Prau.g_00208	Syao.g_02469
OG0000207	Prau.g_00210	Syao.g_02471
OG0000208	Prau.g_00211	Syao.g_02472
OG0000209	Prau.g_00220	Syao.g_02394
OG0000210	Prau.g_00221	Syao.g_02395
OG0000211	Prau.g_00234	Syao.g_01700
OG0000212	Prau.g_00241	Syao.g_01710
OG0000213	Prau.g_00259	Syao.g_02098
OG0000214	Prau.g_00269	Syao.g_02081
OG0000215	Prau.g_00294	Syao.g_02050
OG0000216	Prau.g_00296	Syao.g_02045
OG0000217	Prau.g_00299	Syao.g_02041
OG0000218	Prau.g_00301	Syao.g_02039
OG0000219	Prau.g_00302	Syao.g_02038
OG0000220	Prau.g_00303	Syao.g_02037
OG0000221	Prau.g_00304	Syao.g_02034
OG0000222	Prau.g_00312	Syao.g_02023
OG0000223	Prau.g_00325	Syao.g_00291
OG0000224	Prau.g_00327	Syao.g_01973
OG0000225	Prau.g_00348	Syao.g_01751
OG0000226	Prau.g_00352	Syao.g_01758
OG0000227	Prau.g_00354	Syao.g_01760
OG0000228	Prau.g_00357	Syao.g_01715
OG0000229	Prau.g_00477	Syao.g_01736
OG0000230	Prau.g_00479	Syao.g_01738
OG0000231	Prau.g_00490	Syao.g_01513
OG0000232	Prau.g_00499	Syao.g_00057
OG0000233	Prau.g_00505	Syao.g_02698
OG0000234	Prau.g_00517	Syao.g_02680
OG0000235	Prau.g_00520	Syao.g_00029
OG0000236	Prau.g_00534	Syao.g_00111
OG0000237	Prau.g_00547	Syao.g_00166
OG0000238	Prau.g_00553	Syao.g_00161
OG0000239	Prau.g_00565	Syao.g_01398
OG0000240	Prau.g_00566	Syao.g_01399
OG0000241	Prau.g_00570	Syao.g_00887
OG0000242	Prau.g_00572	Syao.g_01410
OG0000243	Prau.g_00583	Syao.g_00873
OG0000244	Prau.g_00586	Syao.g_00865
OG0000245	Prau.g_00588	Syao.g_00863
OG0000246	Prau.g_00592	Syao.g_00859
OG0000247	Prau.g_00602	Syao.g_00847
OG0000248	Prau.g_00604	Syao.g_00844
OG0000249	Prau.g_00606	Syao.g_00842
OG0000250	Prau.g_00611	Syao.g_00835
OG0000251	Prau.g_00629	Syao.g_01026
OG0000252	Prau.g_00632	Syao.g_01020
OG0000253	Prau.g_00633	Syao.g_01003
OG0000254	Prau.g_00649	Syao.g_01053
OG0000255	Prau.g_00655	Syao.g_01009
OG0000256	Prau.g_00667	Syao.g_01328
OG0000257	Prau.g_00670	Syao.g_00884
OG0000258	Prau.g_00683	Syao.g_00907
OG0000259	Prau.g_00700	Syao.g_00933, Syao.g_00932
OG0000260	Prau.g_00703	Syao.g_00936
OG0000261	Prau.g_00705	Syao.g_00941
OG0000262	Prau.g_00709	Syao.g_00946
OG0000263	Prau.g_00721	Syao.g_00247
OG0000264	Prau.g_00731	Syao.g_00699
OG0000265	Prau.g_00755	Syao.g_00049
OG0000266	Prau.g_00765	Syao.g_00480
OG0000267	Prau.g_00776	Syao.g_00589
OG0000268	Prau.g_00777	Syao.g_00588
OG0000269	Prau.g_00849	Syao.g_00751
OG0000270	Prau.g_00852	Syao.g_00754
OG0000271	Prau.g_00860	Syao.g_00762
OG0000272	Prau.g_00861	Syao.g_00763
OG0000273	Prau.g_00884	Syao.g_00791
OG0000274	Prau.g_00885	Syao.g_00792
OG0000275	Prau.g_00887	Syao.g_00438
OG0000276	Prau.g_00892	Syao.g_00558
OG0000277	Prau.g_00893	Syao.g_00557
OG0000278	Prau.g_00896	Syao.g_00554
OG0000279	Prau.g_00904	Syao.g_00529
OG0000280	Prau.g_00905	Syao.g_00608
OG0000281	Prau.g_00910	Syao.g_01377
OG0000282	Prau.g_00958	Syao.g_00967
OG0000283	Prau.g_00992	Syao.g_00640
OG0000284	Prau.g_00997	Syao.g_00634
OG0000285	Prau.g_01002	Syao.g_00706
OG0000286	Prau.g_01014	Syao.g_00675
OG0000287	Prau.g_01031	Syao.g_00825
OG0000288	Prau.g_01062	Syao.g_00446
OG0000289	Prau.g_01073	Syao.g_00461
OG0000290	Prau.g_01086	Syao.g_00428
OG0000291	Prau.g_01088	Syao.g_00333
OG0000292	Prau.g_01136	Syao.g_02196
OG0000293	Prau.g_01198	Syao.g_00136
OG0000294	Prau.g_01199	Syao.g_00135
OG0000295	Prau.g_01218	Syao.g_00186
OG0000296	Prau.g_01220	Syao.g_00184
OG0000299	Prau.g_01246	Syao.g_00231
OG0000301	Prau.g_01250	Syao.g_00272, Syao.g_00273
OG0000302	Prau.g_01252	Syao.g_00271
OG0000303	Prau.g_01259	Syao.g_00262
OG0000304	Prau.g_01263	Syao.g_00256
OG0000305	Prau.g_01401	Syao.g_00388
OG0000306	Prau.g_01404	Syao.g_01216
OG0000307	Prau.g_01418	Syao.g_00045
OG0000308	Prau.g_01419	Syao.g_00047
OG0000309	Prau.g_01423	Syao.g_02705
OG0000310	Prau.g_01513	Syao.g_01530
OG0000311	Prau.g_01515	Syao.g_01533
OG0000312	Prau.g_01518	Syao.g_01538
OG0000313	Prau.g_01535	Syao.g_01491
OG0000314	Prau.g_01558	Syao.g_00078
OG0000315	Prau.g_01568	Syao.g_00088
OG0000316	Prau.g_01588	Syao.g_01602
OG0000317	Prau.g_01730	Syao.g_01560
OG0000318	Prau.g_01733	Syao.g_01553
OG0000319	Prau.g_01746	Syao.g_01678
OG0000320	Prau.g_01748	Syao.g_01676
OG0000321	Prau.g_01749	Syao.g_01675
OG0000322	Prau.g_01750	Syao.g_01674
OG0000323	Prau.g_01759	Syao.g_01661
OG0000324	Prau.g_01785	Syao.g_01630
OG0000325	Prau.g_01795	Syao.g_01936
OG0000326	Prau.g_01801	Syao.g_01918
OG0000327	Prau.g_01828	Syao.g_01795
OG0000328	Prau.g_01829	Syao.g_01794
OG0000329	Prau.g_01846	Syao.g_01776
OG0000330	Prau.g_01847	Syao.g_01775
OG0000331	Prau.g_01848	Syao.g_01774
OG0000332	Prau.g_01862	Syao.g_01813
OG0000333	Prau.g_01864	Syao.g_01810
OG0000334	Prau.g_01872	Syao.g_01836
OG0000335	Prau.g_01877	Syao.g_01831
OG0000336	Prau.g_01881	Syao.g_01827
OG0000337	Prau.g_01897	Syao.g_01968
OG0000338	Prau.g_01898	Syao.g_01962
OG0000339	Prau.g_01902	Syao.g_02259
OG0000340	Prau.g_01910	Syao.g_02129
OG0000341	Prau.g_01912	Syao.g_02131
OG0000342	Prau.g_01913	Syao.g_02132
OG0000343	Prau.g_01914	Syao.g_02133
OG0000344	Prau.g_01917	Syao.g_02137
OG0000345	Prau.g_01922	Syao.g_01953
OG0000346	Prau.g_01926	Syao.g_01948
OG0000347	Prau.g_01942	Syao.g_02178
OG0000348	Prau.g_01952	Syao.g_02166
OG0000349	Prau.g_01969	Syao.g_02219
OG0000350	Prau.g_01987, Prau.g_01297	Syao.g_01925
OG0000351	Prau.g_02004	Syao.g_02331
OG0000352	Prau.g_02005	Syao.g_02332
OG0000353	Prau.g_02021	Syao.g_02160
OG0000355	Prau.g_00001	Syao.g_02162
OG0000356	Prau.g_00002	Syao.g_02163
OG0000357	Prau.g_00003	Syao.g_02164
OG0000358	Prau.g_00007	Syao.g_02154
OG0000359	Prau.g_00008	Syao.g_02152
OG0000360	Prau.g_00009	Syao.g_02151
OG0000361	Prau.g_00010	Syao.g_02150
OG0000362	Prau.g_00012	Syao.g_01954
OG0000363	Prau.g_00014	Syao.g_02255
OG0000364	Prau.g_00015	Syao.g_01558
OG0000365	Prau.g_00020	Syao.g_02246
OG0000366	Prau.g_00021	Syao.g_02245
OG0000367	Prau.g_00022	Syao.g_02244
OG0000368	Prau.g_00024	Syao.g_02242
OG0000369	Prau.g_00025	Syao.g_02241
OG0000370	Prau.g_00026	Syao.g_02240
OG0000371	Prau.g_00031	Syao.g_02231
OG0000372	Prau.g_00034	Syao.g_02226
OG0000373	Prau.g_00035	Syao.g_02225
OG0000374	Prau.g_00036	Syao.g_02224
OG0000375	Prau.g_00047	Syao.g_02223
OG0000376	Prau.g_00049	Syao.g_02221
OG0000377	Prau.g_00053	Syao.g_02429
OG0000378	Prau.g_00055	Syao.g_02414
OG0000379	Prau.g_00058	Syao.g_02409
OG0000380	Prau.g_00068	Syao.g_02616
OG0000381	Prau.g_00072	Syao.g_02618
OG0000382	Prau.g_00082	Syao.g_02636
OG0000383	Prau.g_00084	Syao.g_02643
OG0000384	Prau.g_00085	Syao.g_02644
OG0000385	Prau.g_00086	Syao.g_02645
OG0000386	Prau.g_00087	Syao.g_02646
OG0000387	Prau.g_00100	Syao.g_01019
OG0000388	Prau.g_00103	Syao.g_02596
OG0000389	Prau.g_00107	Syao.g_02599
OG0000390	Prau.g_00114	Syao.g_02567
OG0000391	Prau.g_00117	Syao.g_02572
OG0000392	Prau.g_00121	Syao.g_02578
OG0000393	Prau.g_00123	Syao.g_02581
OG0000394	Prau.g_00124	Syao.g_02582
OG0000395	Prau.g_00125	Syao.g_02583
OG0000396	Prau.g_00128	Syao.g_02586
OG0000397	Prau.g_00130	Syao.g_02542
OG0000398	Prau.g_00132	Syao.g_02547
OG0000399	Prau.g_00133	Syao.g_02548
OG0000400	Prau.g_00134	Syao.g_02549
OG0000401	Prau.g_00135	Syao.g_02550
OG0000402	Prau.g_00137	Syao.g_02552
OG0000403	Prau.g_00138	Syao.g_02553
OG0000404	Prau.g_00139	Syao.g_02554
OG0000405	Prau.g_00143	Syao.g_02478
OG0000406	Prau.g_00148	Syao.g_02482
OG0000407	Prau.g_00149	Syao.g_02483
OG0000408	Prau.g_00151	Syao.g_02485
OG0000409	Prau.g_00153	Syao.g_02487
OG0000410	Prau.g_00154	Syao.g_02488
OG0000411	Prau.g_00155	Syao.g_02489
OG0000412	Prau.g_00156	Syao.g_02490
OG0000413	Prau.g_00157	Syao.g_02492
OG0000414	Prau.g_00158	Syao.g_02493
OG0000415	Prau.g_00159	Syao.g_02494
OG0000416	Prau.g_00160	Syao.g_02495
OG0000417	Prau.g_00161	Syao.g_02497
OG0000418	Prau.g_00166	Syao.g_02502
OG0000419	Prau.g_00168	Syao.g_02504
OG0000420	Prau.g_00169	Syao.g_02506
OG0000421	Prau.g_00174	Syao.g_02510
OG0000422	Prau.g_00175	Syao.g_02511
OG0000423	Prau.g_00176	Syao.g_02512
OG0000424	Prau.g_00177	Syao.g_02513
OG0000425	Prau.g_00178	Syao.g_02514
OG0000426	Prau.g_00179	Syao.g_02515
OG0000427	Prau.g_00180	Syao.g_02516
OG0000428	Prau.g_00182	Syao.g_02519
OG0000429	Prau.g_00183	Syao.g_02522
OG0000430	Prau.g_00184	Syao.g_02523
OG0000431	Prau.g_00186	Syao.g_02526
OG0000432	Prau.g_00189	Syao.g_02532
OG0000433	Prau.g_00190	Syao.g_02534
OG0000434	Prau.g_00191	Syao.g_02535
OG0000435	Prau.g_00192	Syao.g_02538
OG0000436	Prau.g_00197	Syao.g_02458
OG0000437	Prau.g_00198	Syao.g_02459
OG0000438	Prau.g_00199	Syao.g_02460
OG0000439	Prau.g_00201	Syao.g_02462
OG0000440	Prau.g_00202	Syao.g_02463
OG0000441	Prau.g_00205	Syao.g_02466
OG0000442	Prau.g_00206	Syao.g_02467
OG0000443	Prau.g_00207	Syao.g_02468
OG0000444	Prau.g_00212	Syao.g_02473
OG0000445	Prau.g_00213	Syao.g_02474
OG0000446	Prau.g_00214	Syao.g_02476
OG0000447	Prau.g_00215	Syao.g_02383
OG0000448	Prau.g_00216	Syao.g_02384
OG0000449	Prau.g_00217	Syao.g_02385
OG0000450	Prau.g_00218	Syao.g_02391
OG0000451	Prau.g_00219	Syao.g_02392
OG0000452	Prau.g_00222	Syao.g_02396
OG0000453	Prau.g_00223	Syao.g_02397
OG0000454	Prau.g_00224	Syao.g_02398
OG0000455	Prau.g_00225	Syao.g_02399
OG0000456	Prau.g_00226	Syao.g_02400
OG0000457	Prau.g_00227	Syao.g_02402
OG0000458	Prau.g_00228	Syao.g_02403
OG0000459	Prau.g_00229	Syao.g_02404
OG0000460	Prau.g_00236	Syao.g_01702
OG0000461	Prau.g_00244	Syao.g_02119
OG0000462	Prau.g_00246	Syao.g_02116
OG0000463	Prau.g_00247	Syao.g_02115
OG0000464	Prau.g_00248	Syao.g_02114
OG0000465	Prau.g_00249	Syao.g_02112
OG0000466	Prau.g_00252	Syao.g_02107
OG0000467	Prau.g_00253	Syao.g_02106
OG0000468	Prau.g_00255	Syao.g_02102
OG0000469	Prau.g_00264	Syao.g_02087
OG0000470	Prau.g_00266	Syao.g_02085
OG0000471	Prau.g_00267	Syao.g_02084
OG0000472	Prau.g_00268	Syao.g_02082
OG0000473	Prau.g_00270	Syao.g_02080
OG0000474	Prau.g_00271	Syao.g_02079
OG0000475	Prau.g_00272	Syao.g_02078
OG0000476	Prau.g_00273	Syao.g_02076
OG0000477	Prau.g_00277	Syao.g_02069
OG0000478	Prau.g_00278	Syao.g_02068
OG0000479	Prau.g_00279	Syao.g_02067
OG0000480	Prau.g_00284	Syao.g_02060
OG0000481	Prau.g_00286	Syao.g_01012
OG0000482	Prau.g_00287	Syao.g_02058
OG0000483	Prau.g_00290	Syao.g_02054
OG0000484	Prau.g_00291	Syao.g_02053
OG0000485	Prau.g_00292	Syao.g_02052
OG0000486	Prau.g_00293	Syao.g_02051
OG0000487	Prau.g_00297	Syao.g_02044
OG0000488	Prau.g_00300	Syao.g_02040
OG0000489	Prau.g_00305	Syao.g_02033
OG0000490	Prau.g_00310	Syao.g_02025
OG0000491	Prau.g_00311	Syao.g_02024
OG0000492	Prau.g_00313	Syao.g_02022
OG0000493	Prau.g_00314	Syao.g_02021
OG0000494	Prau.g_00315	Syao.g_02020
OG0000495	Prau.g_00316	Syao.g_02018
OG0000496	Prau.g_00317	Syao.g_02017
OG0000497	Prau.g_00318	Syao.g_02016
OG0000498	Prau.g_00319	Syao.g_02015
OG0000499	Prau.g_00320	Syao.g_02014
OG0000500	Prau.g_00321	Syao.g_02013
OG0000501	Prau.g_00323	Syao.g_02010
OG0000502	Prau.g_00326	Syao.g_01974
OG0000503	Prau.g_00336	Syao.g_01877
OG0000504	Prau.g_00337	Syao.g_01875
OG0000505	Prau.g_00338	Syao.g_01874
OG0000506	Prau.g_00340	Syao.g_01872
OG0000507	Prau.g_00343	Syao.g_01866
OG0000508	Prau.g_00347	Syao.g_01750
OG0000509	Prau.g_00349	Syao.g_01755
OG0000510	Prau.g_00350	Syao.g_01756
OG0000511	Prau.g_00351	Syao.g_01757
OG0000512	Prau.g_00353	Syao.g_01759
OG0000513	Prau.g_00360	Syao.g_01720
OG0000514	Prau.g_00472	Syao.g_01727
OG0000515	Prau.g_00473	Syao.g_01728
OG0000516	Prau.g_00474	Syao.g_01730
OG0000517	Prau.g_00476	Syao.g_01735
OG0000518	Prau.g_00487	Syao.g_01621
OG0000519	Prau.g_00488	Syao.g_01622
OG0000520	Prau.g_00489	Syao.g_01512
OG0000521	Prau.g_00494	Syao.g_00061
OG0000522	Prau.g_00496	Syao.g_00059
OG0000523	Prau.g_00497	Syao.g_00058
OG0000524	Prau.g_00503	Syao.g_02699
OG0000525	Prau.g_00506	Syao.g_02691
OG0000526	Prau.g_00507	Syao.g_02688
OG0000527	Prau.g_00514	Syao.g_02684
OG0000528	Prau.g_00519	Syao.g_00031
OG0000529	Prau.g_00522	Syao.g_00027
OG0000530	Prau.g_00525	Syao.g_00122
OG0000531	Prau.g_00526	Syao.g_00121
OG0000532	Prau.g_00528	Syao.g_00118
OG0000533	Prau.g_00529	Syao.g_00116
OG0000534	Prau.g_00530	Syao.g_00115
OG0000535	Prau.g_00531	Syao.g_00114
OG0000536	Prau.g_00532	Syao.g_00113
OG0000537	Prau.g_00533	Syao.g_00112
OG0000538	Prau.g_00541	Syao.g_00100
OG0000539	Prau.g_00542	Syao.g_00099
OG0000540	Prau.g_00543	Syao.g_00098
OG0000541	Prau.g_00544	Syao.g_00097
OG0000542	Prau.g_00546	Syao.g_00167
OG0000543	Prau.g_00548	Syao.g_00165
OG0000544	Prau.g_00549	Syao.g_00164
OG0000545	Prau.g_00551	Syao.g_00162
OG0000546	Prau.g_00554	Syao.g_00160
OG0000547	Prau.g_00556	Syao.g_00158
OG0000548	Prau.g_00557	Syao.g_00157
OG0000549	Prau.g_00559	Syao.g_01391
OG0000550	Prau.g_00564	Syao.g_01396
OG0000551	Prau.g_00567	Syao.g_01401
OG0000552	Prau.g_00568	Syao.g_01402
OG0000553	Prau.g_00569	Syao.g_01404
OG0000554	Prau.g_00574	Syao.g_01413
OG0000555	Prau.g_00582	Syao.g_00875
OG0000556	Prau.g_00584	Syao.g_00871
OG0000557	Prau.g_00585	Syao.g_00866
OG0000558	Prau.g_00587	Syao.g_00864
OG0000559	Prau.g_00591	Syao.g_00860
OG0000560	Prau.g_00594	Syao.g_00857
OG0000561	Prau.g_00595	Syao.g_00856
OG0000562	Prau.g_00596	Syao.g_00855
OG0000563	Prau.g_00597	Syao.g_00854
OG0000564	Prau.g_00598	Syao.g_00853
OG0000565	Prau.g_00601	Syao.g_00849
OG0000566	Prau.g_00603	Syao.g_00845
OG0000567	Prau.g_00607	Syao.g_00841
OG0000568	Prau.g_00608	Syao.g_00839
OG0000569	Prau.g_00609	Syao.g_00838
OG0000570	Prau.g_00610	Syao.g_00837
OG0000571	Prau.g_00612	Syao.g_00834
OG0000572	Prau.g_00625	Syao.g_01033
OG0000573	Prau.g_00630	Syao.g_01022
OG0000574	Prau.g_00631	Syao.g_01021
OG0000575	Prau.g_00635	Syao.g_01000
OG0000576	Prau.g_00637	Syao.g_00996
OG0000577	Prau.g_00638	Syao.g_00995
OG0000578	Prau.g_00639	Syao.g_00994
OG0000579	Prau.g_00640	Syao.g_00993
OG0000580	Prau.g_00641	Syao.g_00992
OG0000581	Prau.g_00643	Syao.g_01059
OG0000582	Prau.g_00646	Syao.g_01204
OG0000583	Prau.g_00647	Syao.g_01205
OG0000584	Prau.g_00648	Syao.g_01206
OG0000585	Prau.g_00650	Syao.g_01054
OG0000586	Prau.g_00651	Syao.g_01055
OG0000587	Prau.g_00652	Syao.g_01057
OG0000588	Prau.g_00656	Syao.g_00406
OG0000589	Prau.g_00661	Syao.g_01342
OG0000590	Prau.g_00662	Syao.g_01341
OG0000591	Prau.g_00665	Syao.g_01330
OG0000592	Prau.g_00666	Syao.g_01329
OG0000593	Prau.g_00672	Syao.g_00890
OG0000594	Prau.g_00673	Syao.g_00891
