Orthogroup	Prau	Prav
OG0000034	Prau.g_01381	Prav.g_01448
OG0000035	Prau.g_01531, Prau.g_01528	Prav.g_01578
OG0000037	Prau.g_00110	Prav.g_00174
OG0000038	Prau.g_01976	Prav.g_00739
OG0000039	Prau.g_00726	Prav.g_01284
OG0000040	Prau.g_01662	Prav.g_01720
OG0000040	Prau.g_01187	Prav.g_00045
OG0000041	Prau.g_01778	Prav.g_01808
OG0000042	Prau.g_01932	Prav.g_00696
OG0000043	Prau.g_00926	Prav.g_00467
OG0000045	Prau.g_00374	Prav.g_00990
OG0000047	Prau.g_00332	Prav.g_01976
OG0000048	Prau.g_00377	Prav.g_00993
OG0000049	Prau.g_00387	Prav.g_01000
OG0000049	Prau.g_01319	Prav.g_01016
OG0000050	Prau.g_01123	Prav.g_00247
OG0000051	Prau.g_01347	Prav.g_01410
OG0000052	Prau.g_01489	Prav.g_01533
OG0000053	Prau.g_01551	Prav.g_01598
OG0000054	Prau.g_00644	Prav.g_01202
OG0000055	Prau.g_00835	Prav.g_00376
OG0000057	Prau.g_00738	Prav.g_01296
OG0000059	Prau.g_01818	Prav.g_00292
OG0000061	Prau.g_01206	Prav.g_00065
OG0000062	Prau.g_01609	Prav.g_01656
OG0000063	Prau.g_00032	Prav.g_00101
OG0000065	Prau.g_00108	Prav.g_00172
OG0000066	Prau.g_00579	Prav.g_01137
OG0000067	Prau.g_00854	Prav.g_00397
OG0000068	Prau.g_01409	Prav.g_01473
OG0000069	Prau.g_01285	Prav.g_01881
OG0000069	Prau.g_01642	Prav.g_01689
OG0000070	Prau.g_00491	Prav.g_01049
OG0000071	Prau.g_01371	Prav.g_01438
OG0000072	Prau.g_00172	Prav.g_00867
OG0000073	Prau.g_00540	Prav.g_01097
OG0000074	Prau.g_00722	Prav.g_01280
OG0000075	Prau.g_01901	Prav.g_00665
OG0000076	Prau.g_01925	Prav.g_00689
OG0000077	Prau.g_00079	Prav.g_00143
OG0000078	Prau.g_00240	Prav.g_00799
OG0000079	Prau.g_00254	Prav.g_01899
OG0000081	Prau.g_00571	Prav.g_01129
OG0000082	Prau.g_00624	Prav.g_01182
OG0000083	Prau.g_00792	Prav.g_00338
OG0000083	Prau.g_00785	Prav.g_00330
OG0000084	Prau.g_01524	Prav.g_01574
OG0000085	Prau.g_01725	Prav.g_01754
OG0000086	Prau.g_00089	Prav.g_00153
OG0000087	Prau.g_00140	Prav.g_00204
OG0000088	Prau.g_00167	Prav.g_00872
OG0000089	Prau.g_00358	Prav.g_00975
OG0000090	Prau.g_00573	Prav.g_01131
OG0000091	Prau.g_00682	Prav.g_01240
OG0000092	Prau.g_00961	Prav.g_00504
OG0000092	Prau.g_00052	Prav.g_01735
OG0000093	Prau.g_00983	Prav.g_00525
OG0000094	Prau.g_01070	Prav.g_00914
OG0000095	Prau.g_01089	Prav.g_00933
OG0000096	Prau.g_01331	Prav.g_01400
OG0000097	Prau.g_01247	Prav.g_01840
OG0000098	Prau.g_01391	Prav.g_01455
OG0000099	Prau.g_01434, Prau.g_01435	Prav.g_01514
OG0000100	Prau.g_01605	Prav.g_01652
OG0000101	Prau.g_01869	Prav.g_00632
OG0000102	Prau.g_01930	Prav.g_00694
OG0000103	Prau.g_02009	Prav.g_00773
OG0000104	Prau.g_02018	Prav.g_00782
OG0000105	Prau.g_00276	Prav.g_01920
OG0000106	Prau.g_00373	Prav.g_00989
OG0000107	Prau.g_00389	Prav.g_01001
OG0000108	Prau.g_00521	Prav.g_01078
OG0000109	Prau.g_00535	Prav.g_01092
OG0000110	Prau.g_00614	Prav.g_01172
OG0000111	Prau.g_00739	Prav.g_01297
OG0000112	Prau.g_00818	Prav.g_00364
OG0000113	Prau.g_00876	Prav.g_00419
OG0000114	Prau.g_00956	Prav.g_00499
OG0000115	Prau.g_01148	Prav.g_00010
OG0000116	Prau.g_01197	Prav.g_00055
OG0000117	Prau.g_01318	Prav.g_01390
OG0000118	Prau.g_01383	Prav.g_01450
OG0000119	Prau.g_01405	Prav.g_01469
OG0000120	Prau.g_01430	Prav.g_01513
OG0000121	Prau.g_01533	Prav.g_01580
OG0000122	Prau.g_01571	Prav.g_01618
OG0000123	Prau.g_01876	Prav.g_00639
OG0000124	Prau.g_01941	Prav.g_00705
OG0000125	Prau.g_01978	Prav.g_00741
OG0000126	Prau.g_02017	Prav.g_00781
OG0000128	Prau.g_00011	Prav.g_00079
OG0000129	Prau.g_00051	Prav.g_00115
OG0000130	Prau.g_00071	Prav.g_00134
OG0000131	Prau.g_00146	Prav.g_00212
OG0000132	Prau.g_00165	Prav.g_00874
OG0000133	Prau.g_00324	Prav.g_01968
OG0000134	Prau.g_00359	Prav.g_00976
OG0000135	Prau.g_00386	Prav.g_00999
OG0000136	Prau.g_00482	Prav.g_01040
OG0000137	Prau.g_00516	Prav.g_01073
OG0000138	Prau.g_00536	Prav.g_01093
OG0000139	Prau.g_00577	Prav.g_01135
OG0000140	Prau.g_00578	Prav.g_01136
OG0000141	Prau.g_00645	Prav.g_01203
OG0000142	Prau.g_00675	Prav.g_01233
OG0000143	Prau.g_00679	Prav.g_01237
OG0000144	Prau.g_00692	Prav.g_01250
OG0000145	Prau.g_00816	Prav.g_00362
OG0000146	Prau.g_00819	Prav.g_00365
OG0000147	Prau.g_00820	Prav.g_00366
OG0000148	Prau.g_00870	Prav.g_00413
OG0000149	Prau.g_00900	Prav.g_00443
OG0000150	Prau.g_00909	Prav.g_00451
OG0000151	Prau.g_00966	Prav.g_00509
OG0000152	Prau.g_01015	Prav.g_00556
OG0000153	Prau.g_01034	Prav.g_00575
OG0000154	Prau.g_01063	Prav.g_00907
OG0000155	Prau.g_01226	Prav.g_01861
OG0000156	Prau.g_01359	Prav.g_01427
OG0000157	Prau.g_01360	Prav.g_01428
OG0000158	Prau.g_01436	Prav.g_01505
OG0000159	Prau.g_01457	Prav.g_01506
OG0000160	Prau.g_01532	Prav.g_01579
OG0000161	Prau.g_01538	Prav.g_01585
OG0000162	Prau.g_01544	Prav.g_01591
OG0000163	Prau.g_01578	Prav.g_01625
OG0000164	Prau.g_01756	Prav.g_01785
OG0000165	Prau.g_01763	Prav.g_01792
OG0000166	Prau.g_01833	Prav.g_00596
OG0000167	Prau.g_01899	Prav.g_00663
OG0000168	Prau.g_01909	Prav.g_00673
OG0000169	Prau.g_01919	Prav.g_00683
OG0000170	Prau.g_01921	Prav.g_00685
OG0000171	Prau.g_01940	Prav.g_00704
OG0000172	Prau.g_01949	Prav.g_00712
OG0000173	Prau.g_01964	Prav.g_00727
OG0000174	Prau.g_01991	Prav.g_00755
OG0000175	Prau.g_02001	Prav.g_00765
OG0000176	Prau.g_00004	Prav.g_00790
OG0000177	Prau.g_00005	Prav.g_00791
OG0000178	Prau.g_00006	Prav.g_00792
OG0000179	Prau.g_00016	Prav.g_00084
OG0000180	Prau.g_00017	Prav.g_00085
OG0000181	Prau.g_00018	Prav.g_00086
OG0000182	Prau.g_00019	Prav.g_00087
OG0000183	Prau.g_00023	Prav.g_00091
OG0000184	Prau.g_00054	Prav.g_00117
OG0000185	Prau.g_00057	Prav.g_00120
OG0000186	Prau.g_00066	Prav.g_00129
OG0000187	Prau.g_00067	Prav.g_00130
OG0000188	Prau.g_00083	Prav.g_00147
OG0000189	Prau.g_00097	Prav.g_00161
OG0000190	Prau.g_00098	Prav.g_00162
OG0000191	Prau.g_00118	Prav.g_00182
OG0000192	Prau.g_00122	Prav.g_00186
OG0000193	Prau.g_00147	Prav.g_00213
OG0000194	Prau.g_00150	Prav.g_00216
OG0000195	Prau.g_00152	Prav.g_00887
OG0000196	Prau.g_00162	Prav.g_00877
OG0000197	Prau.g_00163	Prav.g_00876
OG0000198	Prau.g_00164	Prav.g_00875
OG0000199	Prau.g_00171	Prav.g_00868
OG0000200	Prau.g_00185	Prav.g_00854
OG0000201	Prau.g_00193	Prav.g_00846
OG0000202	Prau.g_00194	Prav.g_00845
OG0000203	Prau.g_00195	Prav.g_00844
OG0000204	Prau.g_00196	Prav.g_00843
OG0000205	Prau.g_00203	Prav.g_00836
OG0000206	Prau.g_00208	Prav.g_00831
OG0000207	Prau.g_00210	Prav.g_00829
OG0000208	Prau.g_00211	Prav.g_00828
OG0000209	Prau.g_00220	Prav.g_00819
OG0000210	Prau.g_00221	Prav.g_00818
OG0000211	Prau.g_00234	Prav.g_00805
OG0000212	Prau.g_00241	Prav.g_00798
OG0000213	Prau.g_00259	Prav.g_01904
OG0000214	Prau.g_00269	Prav.g_01914
OG0000215	Prau.g_00294	Prav.g_01938
OG0000216	Prau.g_00296	Prav.g_01940
OG0000217	Prau.g_00299	Prav.g_01943
OG0000218	Prau.g_00301	Prav.g_01945
OG0000219	Prau.g_00302	Prav.g_01946
OG0000220	Prau.g_00303	Prav.g_01947
OG0000221	Prau.g_00304	Prav.g_01948
OG0000222	Prau.g_00312	Prav.g_01956
OG0000223	Prau.g_00325	Prav.g_01969
OG0000224	Prau.g_00327	Prav.g_01971
OG0000225	Prau.g_00348	Prav.g_01992
OG0000226	Prau.g_00352	Prav.g_01996
OG0000227	Prau.g_00354	Prav.g_01998
OG0000228	Prau.g_00357	Prav.g_00974
OG0000229	Prau.g_00477	Prav.g_01035
OG0000230	Prau.g_00479	Prav.g_01037
OG0000231	Prau.g_00490	Prav.g_01048
OG0000232	Prau.g_00499	Prav.g_01056
OG0000233	Prau.g_00505	Prav.g_01061
OG0000234	Prau.g_00517	Prav.g_01074
OG0000235	Prau.g_00520	Prav.g_01077
OG0000236	Prau.g_00534	Prav.g_01091
OG0000237	Prau.g_00547	Prav.g_01104
OG0000238	Prau.g_00553	Prav.g_01110
OG0000239	Prau.g_00565	Prav.g_01123
OG0000240	Prau.g_00566	Prav.g_01124
OG0000241	Prau.g_00570	Prav.g_01128
OG0000242	Prau.g_00572	Prav.g_01130
OG0000243	Prau.g_00583	Prav.g_01141
OG0000244	Prau.g_00586	Prav.g_01144
OG0000245	Prau.g_00588	Prav.g_01146
OG0000246	Prau.g_00592	Prav.g_01150
OG0000247	Prau.g_00602	Prav.g_01160
OG0000248	Prau.g_00604	Prav.g_01162
OG0000249	Prau.g_00606	Prav.g_01164
OG0000250	Prau.g_00611	Prav.g_01169
OG0000251	Prau.g_00629	Prav.g_01187
OG0000252	Prau.g_00632	Prav.g_01190
OG0000253	Prau.g_00633	Prav.g_01191
OG0000254	Prau.g_00649	Prav.g_01207
OG0000255	Prau.g_00655	Prav.g_01213
OG0000256	Prau.g_00667	Prav.g_01225
OG0000257	Prau.g_00670	Prav.g_01228
OG0000258	Prau.g_00683	Prav.g_01241
OG0000259	Prau.g_00700	Prav.g_01258
OG0000260	Prau.g_00703	Prav.g_01261
OG0000261	Prau.g_00705	Prav.g_01263
OG0000262	Prau.g_00709	Prav.g_01267
OG0000263	Prau.g_00721	Prav.g_01279
OG0000264	Prau.g_00731	Prav.g_01289
OG0000265	Prau.g_00755	Prav.g_00306
OG0000266	Prau.g_00765	Prav.g_00316
OG0000267	Prau.g_00776	Prav.g_00327
OG0000268	Prau.g_00777	Prav.g_00328
OG0000269	Prau.g_00849	Prav.g_00392
OG0000270	Prau.g_00852	Prav.g_00395
OG0000271	Prau.g_00860	Prav.g_00403
OG0000272	Prau.g_00861	Prav.g_00404
OG0000273	Prau.g_00884	Prav.g_00427
OG0000274	Prau.g_00885	Prav.g_00428
OG0000275	Prau.g_00887	Prav.g_00430
OG0000276	Prau.g_00892	Prav.g_00435
OG0000277	Prau.g_00893	Prav.g_00436
OG0000278	Prau.g_00896	Prav.g_00439
OG0000279	Prau.g_00904	Prav.g_00446
OG0000280	Prau.g_00905	Prav.g_00447
OG0000281	Prau.g_00910	Prav.g_00452
OG0000282	Prau.g_00958	Prav.g_00501
OG0000283	Prau.g_00992	Prav.g_00533
OG0000284	Prau.g_00997	Prav.g_00538
OG0000285	Prau.g_01002	Prav.g_00543
OG0000286	Prau.g_01014	Prav.g_00555
OG0000287	Prau.g_01031	Prav.g_00572
OG0000288	Prau.g_01062	Prav.g_00906
OG0000289	Prau.g_01073	Prav.g_00917
OG0000290	Prau.g_01086	Prav.g_00930
OG0000291	Prau.g_01088	Prav.g_00932
OG0000292	Prau.g_01136	Prav.g_00261
OG0000293	Prau.g_01198	Prav.g_00056
OG0000294	Prau.g_01199	Prav.g_00057
OG0000295	Prau.g_01218	Prav.g_00077
OG0000296	Prau.g_01220	Prav.g_01867
OG0000297	Prau.g_01228	Prav.g_01859
OG0000298	Prau.g_01229	Prav.g_01858
OG0000299	Prau.g_01246	Prav.g_01841
OG0000300	Prau.g_01249	Prav.g_01838
OG0000301	Prau.g_01250	Prav.g_00955, Prav.g_01837
OG0000302	Prau.g_01252	Prav.g_01835
OG0000303	Prau.g_01259	Prav.g_01828
OG0000304	Prau.g_01263	Prav.g_01824
OG0000305	Prau.g_01401	Prav.g_01465
OG0000306	Prau.g_01404	Prav.g_01468
OG0000307	Prau.g_01418	Prav.g_01482
OG0000308	Prau.g_01419	Prav.g_01483
OG0000309	Prau.g_01423	Prav.g_01487
OG0000310	Prau.g_01513	Prav.g_01563
OG0000311	Prau.g_01515	Prav.g_01565
OG0000312	Prau.g_01518	Prav.g_01568
OG0000313	Prau.g_01535	Prav.g_01582
OG0000314	Prau.g_01558	Prav.g_01605
OG0000315	Prau.g_01568	Prav.g_01615
OG0000316	Prau.g_01588	Prav.g_01635
OG0000317	Prau.g_01730	Prav.g_01759
OG0000318	Prau.g_01733	Prav.g_01762
OG0000319	Prau.g_01746	Prav.g_01775
OG0000320	Prau.g_01748	Prav.g_01777
OG0000321	Prau.g_01749	Prav.g_01778
OG0000322	Prau.g_01750	Prav.g_01779
OG0000323	Prau.g_01759	Prav.g_01788
OG0000324	Prau.g_01785	Prav.g_01815
OG0000325	Prau.g_01795	Prav.g_00269
OG0000326	Prau.g_01801	Prav.g_00275
OG0000327	Prau.g_01828	Prav.g_00591
OG0000328	Prau.g_01829	Prav.g_00592
OG0000329	Prau.g_01846	Prav.g_00609
OG0000330	Prau.g_01847	Prav.g_00610
OG0000331	Prau.g_01848	Prav.g_00611
OG0000332	Prau.g_01862	Prav.g_00625
OG0000333	Prau.g_01864	Prav.g_00627
OG0000334	Prau.g_01872	Prav.g_00635
OG0000335	Prau.g_01877	Prav.g_00640
OG0000336	Prau.g_01881	Prav.g_00644
OG0000337	Prau.g_01897	Prav.g_00661
OG0000338	Prau.g_01898	Prav.g_00662
OG0000339	Prau.g_01902	Prav.g_00666
OG0000340	Prau.g_01910	Prav.g_00674
OG0000341	Prau.g_01912	Prav.g_00676
OG0000342	Prau.g_01913	Prav.g_00677
OG0000343	Prau.g_01914	Prav.g_00678
OG0000344	Prau.g_01917	Prav.g_00681
OG0000345	Prau.g_01922	Prav.g_00686
OG0000346	Prau.g_01926	Prav.g_00690
OG0000347	Prau.g_01942	Prav.g_00706
OG0000348	Prau.g_01952	Prav.g_00715
OG0000349	Prau.g_01969	Prav.g_00732
OG0000350	Prau.g_01987, Prau.g_01297	Prav.g_00751
OG0000351	Prau.g_02004	Prav.g_00768
OG0000352	Prau.g_02005	Prav.g_00769
OG0000353	Prau.g_02021	Prav.g_00785
OG0000355	Prau.g_00001	Prav.g_00787
OG0000356	Prau.g_00002	Prav.g_00788
OG0000357	Prau.g_00003	Prav.g_00789
OG0000358	Prau.g_00007	Prav.g_00793
OG0000359	Prau.g_00008	Prav.g_00794
OG0000360	Prau.g_00009	Prav.g_00795
OG0000361	Prau.g_00010	Prav.g_00078
OG0000362	Prau.g_00012	Prav.g_00080
OG0000363	Prau.g_00014	Prav.g_00082
OG0000364	Prau.g_00015	Prav.g_00083
OG0000365	Prau.g_00020	Prav.g_00088
OG0000366	Prau.g_00021	Prav.g_00089
OG0000367	Prau.g_00022	Prav.g_00090
OG0000368	Prau.g_00024	Prav.g_00092
OG0000369	Prau.g_00025	Prav.g_00093
OG0000370	Prau.g_00026	Prav.g_00094
OG0000371	Prau.g_00031	Prav.g_00100
OG0000372	Prau.g_00034	Prav.g_00103
OG0000373	Prau.g_00035	Prav.g_00104
OG0000374	Prau.g_00036	Prav.g_00105
OG0000375	Prau.g_00047	Prav.g_00111
OG0000376	Prau.g_00049	Prav.g_00113
OG0000377	Prau.g_00053	Prav.g_00116
OG0000378	Prau.g_00055	Prav.g_00118
OG0000379	Prau.g_00058	Prav.g_00121
OG0000380	Prau.g_00068	Prav.g_00131
OG0000381	Prau.g_00072	Prav.g_00135
OG0000382	Prau.g_00082	Prav.g_00146
OG0000383	Prau.g_00084	Prav.g_00148
OG0000384	Prau.g_00085	Prav.g_00149
OG0000385	Prau.g_00086	Prav.g_00150
OG0000386	Prau.g_00087	Prav.g_00151
OG0000387	Prau.g_00100	Prav.g_00164
OG0000388	Prau.g_00103	Prav.g_00167
OG0000389	Prau.g_00107	Prav.g_00171
OG0000390	Prau.g_00114	Prav.g_00178
OG0000391	Prau.g_00117	Prav.g_00181
OG0000392	Prau.g_00121	Prav.g_00185
OG0000393	Prau.g_00123	Prav.g_00187
OG0000394	Prau.g_00124	Prav.g_00188
OG0000395	Prau.g_00125	Prav.g_00189
OG0000396	Prau.g_00128	Prav.g_00192
OG0000397	Prau.g_00130	Prav.g_00194
OG0000398	Prau.g_00132	Prav.g_00196
OG0000399	Prau.g_00133	Prav.g_00197
OG0000400	Prau.g_00134	Prav.g_00198
OG0000401	Prau.g_00135	Prav.g_00199
OG0000402	Prau.g_00137	Prav.g_00201
OG0000403	Prau.g_00138	Prav.g_00202
OG0000404	Prau.g_00139	Prav.g_00203
OG0000405	Prau.g_00143	Prav.g_00207
OG0000406	Prau.g_00148	Prav.g_00214
OG0000407	Prau.g_00149	Prav.g_00215
OG0000409	Prau.g_00153	Prav.g_00886
OG0000410	Prau.g_00154	Prav.g_00885
OG0000411	Prau.g_00155	Prav.g_00884
OG0000412	Prau.g_00156	Prav.g_00883
OG0000413	Prau.g_00157	Prav.g_00882
OG0000414	Prau.g_00158	Prav.g_00881
OG0000415	Prau.g_00159	Prav.g_00880
OG0000416	Prau.g_00160	Prav.g_00879
OG0000417	Prau.g_00161	Prav.g_00878
OG0000418	Prau.g_00166	Prav.g_00873
OG0000419	Prau.g_00168	Prav.g_00871
OG0000420	Prau.g_00169	Prav.g_00870
OG0000421	Prau.g_00174	Prav.g_00865
OG0000422	Prau.g_00175	Prav.g_00864
OG0000423	Prau.g_00176	Prav.g_00863
OG0000424	Prau.g_00177	Prav.g_00862
OG0000425	Prau.g_00178	Prav.g_00861
OG0000426	Prau.g_00179	Prav.g_00860
OG0000427	Prau.g_00180	Prav.g_00859
OG0000428	Prau.g_00182	Prav.g_00857
OG0000429	Prau.g_00183	Prav.g_00856
OG0000430	Prau.g_00184	Prav.g_00855
OG0000431	Prau.g_00186	Prav.g_00853
OG0000432	Prau.g_00189	Prav.g_00850
OG0000433	Prau.g_00190	Prav.g_00849
OG0000434	Prau.g_00191	Prav.g_00848
OG0000435	Prau.g_00192	Prav.g_00847
OG0000436	Prau.g_00197	Prav.g_00842
OG0000437	Prau.g_00198	Prav.g_00841
OG0000438	Prau.g_00199	Prav.g_00840
OG0000439	Prau.g_00201	Prav.g_00838
OG0000440	Prau.g_00202	Prav.g_00837
OG0000441	Prau.g_00205	Prav.g_00834
OG0000442	Prau.g_00206	Prav.g_00833
OG0000443	Prau.g_00207	Prav.g_00832
OG0000444	Prau.g_00212	Prav.g_00827
OG0000445	Prau.g_00213	Prav.g_00826
OG0000446	Prau.g_00214	Prav.g_00825
OG0000447	Prau.g_00215	Prav.g_00824
OG0000448	Prau.g_00216	Prav.g_00823
OG0000449	Prau.g_00217	Prav.g_00822
OG0000450	Prau.g_00218	Prav.g_00821
OG0000451	Prau.g_00219	Prav.g_00820
OG0000452	Prau.g_00222	Prav.g_00817
OG0000453	Prau.g_00223	Prav.g_00816
OG0000454	Prau.g_00224	Prav.g_00815
OG0000455	Prau.g_00225	Prav.g_00814
OG0000456	Prau.g_00226	Prav.g_00813
OG0000457	Prau.g_00227	Prav.g_00812
OG0000458	Prau.g_00228	Prav.g_00811
OG0000459	Prau.g_00229	Prav.g_00810
OG0000460	Prau.g_00236	Prav.g_00803
OG0000461	Prau.g_00244	Prav.g_01889
OG0000462	Prau.g_00246	Prav.g_01891
OG0000463	Prau.g_00247	Prav.g_01892
OG0000464	Prau.g_00248	Prav.g_01893
OG0000465	Prau.g_00249	Prav.g_01894
OG0000466	Prau.g_00252	Prav.g_01897
OG0000467	Prau.g_00253	Prav.g_01898
OG0000468	Prau.g_00255	Prav.g_01900
OG0000469	Prau.g_00264	Prav.g_01909
OG0000470	Prau.g_00266	Prav.g_01911
OG0000471	Prau.g_00267	Prav.g_01912
OG0000472	Prau.g_00268	Prav.g_01913
OG0000473	Prau.g_00270	Prav.g_01915
OG0000474	Prau.g_00271	Prav.g_01916
OG0000475	Prau.g_00272	Prav.g_01917
OG0000476	Prau.g_00273	Prav.g_01918
OG0000477	Prau.g_00277	Prav.g_01921
OG0000478	Prau.g_00278	Prav.g_01922
OG0000479	Prau.g_00279	Prav.g_01923
OG0000480	Prau.g_00284	Prav.g_01928
OG0000481	Prau.g_00286	Prav.g_01930
OG0000482	Prau.g_00287	Prav.g_01931
OG0000483	Prau.g_00290	Prav.g_01934
OG0000484	Prau.g_00291	Prav.g_01935
OG0000485	Prau.g_00292	Prav.g_01936
OG0000486	Prau.g_00293	Prav.g_01937
OG0000487	Prau.g_00297	Prav.g_01941
OG0000488	Prau.g_00300	Prav.g_01944
OG0000489	Prau.g_00305	Prav.g_01949
OG0000490	Prau.g_00310	Prav.g_01954
OG0000491	Prau.g_00311	Prav.g_01955
OG0000492	Prau.g_00313	Prav.g_01957
OG0000493	Prau.g_00314	Prav.g_01958
OG0000494	Prau.g_00315	Prav.g_01959
OG0000495	Prau.g_00316	Prav.g_01960
OG0000496	Prau.g_00317	Prav.g_01961
OG0000497	Prau.g_00318	Prav.g_01962
OG0000498	Prau.g_00319	Prav.g_01963
OG0000499	Prau.g_00320	Prav.g_01964
OG0000500	Prau.g_00321	Prav.g_01965
OG0000501	Prau.g_00323	Prav.g_01967
OG0000502	Prau.g_00326	Prav.g_01970
OG0000503	Prau.g_00336	Prav.g_01980
OG0000504	Prau.g_00337	Prav.g_01981
OG0000505	Prau.g_00338	Prav.g_01982
OG0000506	Prau.g_00340	Prav.g_01984
OG0000507	Prau.g_00343	Prav.g_01987
OG0000508	Prau.g_00347	Prav.g_01991
OG0000509	Prau.g_00349	Prav.g_01993
OG0000510	Prau.g_00350	Prav.g_01994
OG0000511	Prau.g_00351	Prav.g_01995
OG0000512	Prau.g_00353	Prav.g_01997
OG0000513	Prau.g_00360	Prav.g_00977
OG0000514	Prau.g_00472	Prav.g_01030
OG0000515	Prau.g_00473	Prav.g_01031
OG0000516	Prau.g_00474	Prav.g_01032
OG0000517	Prau.g_00476	Prav.g_01034
OG0000518	Prau.g_00487	Prav.g_01045
OG0000519	Prau.g_00488	Prav.g_01046
OG0000520	Prau.g_00489	Prav.g_01047
OG0000521	Prau.g_00494	Prav.g_01052
OG0000522	Prau.g_00496	Prav.g_01053
OG0000523	Prau.g_00497	Prav.g_01054
OG0000524	Prau.g_00503	Prav.g_01059
OG0000525	Prau.g_00506	Prav.g_01062
OG0000526	Prau.g_00507	Prav.g_01063
OG0000527	Prau.g_00514	Prav.g_01071
OG0000528	Prau.g_00519	Prav.g_01076
OG0000529	Prau.g_00522	Prav.g_01079
OG0000530	Prau.g_00525	Prav.g_01082
OG0000531	Prau.g_00526	Prav.g_01083
OG0000532	Prau.g_00528	Prav.g_01085
OG0000533	Prau.g_00529	Prav.g_01086
OG0000534	Prau.g_00530	Prav.g_01087
OG0000535	Prau.g_00531	Prav.g_01088
OG0000536	Prau.g_00532	Prav.g_01089
OG0000537	Prau.g_00533	Prav.g_01090
OG0000538	Prau.g_00541	Prav.g_01098
OG0000539	Prau.g_00542	Prav.g_01099
OG0000540	Prau.g_00543	Prav.g_01100
OG0000541	Prau.g_00544	Prav.g_01101
OG0000542	Prau.g_00546	Prav.g_01103
OG0000543	Prau.g_00548	Prav.g_01105
OG0000544	Prau.g_00549	Prav.g_01106
OG0000545	Prau.g_00551	Prav.g_01108
OG0000546	Prau.g_00554	Prav.g_01111
OG0000547	Prau.g_00556	Prav.g_01113
OG0000548	Prau.g_00557	Prav.g_01114
OG0000549	Prau.g_00559	Prav.g_01116
OG0000550	Prau.g_00564	Prav.g_01121
OG0000551	Prau.g_00567	Prav.g_01125
OG0000552	Prau.g_00568	Prav.g_01126
OG0000553	Prau.g_00569	Prav.g_01127
OG0000554	Prau.g_00574	Prav.g_01132
OG0000555	Prau.g_00582	Prav.g_01140
OG0000556	Prau.g_00584	Prav.g_01142
OG0000557	Prau.g_00585	Prav.g_01143
OG0000558	Prau.g_00587	Prav.g_01145
OG0000559	Prau.g_00591	Prav.g_01149
OG0000560	Prau.g_00594	Prav.g_01152
