Orthogroup	Prad	Syal
OG0000081	Prad.g_00098	Syal.g_02555
OG0000082	Prad.g_01374	Syal.g_02769
OG0000084	Prad.g_00519	Syal.g_01896, Syal.g_00023
OG0000085	Prad.g_00948	Syal.g_00575
OG0000086	Prad.g_01905	Syal.g_00784
OG0000087	Prad.g_01854	Syal.g_00871
OG0000088	Prad.g_01825	Syal.g_00908
OG0000089	Prad.g_00755	Syal.g_00555
OG0000090	Prad.g_00096	Syal.g_02838
OG0000091	Prad.g_01431	Syal.g_02628
OG0000093	Prad.g_00218	Syal.g_02233
OG0000094	Prad.g_01038	Syal.g_01907
OG0000095	Prad.g_01018	Syal.g_01823
OG0000097	Prad.g_01454	Syal.g_01735, Syal.g_01553
OG0000098	Prad.g_00612	Syal.g_02196
OG0000099	Prad.g_00566	Syal.g_01323
OG0000100	Prad.g_00440	Syal.g_02448
OG0000101	Prad.g_00807	Syal.g_00275
OG0000102	Prad.g_01626	Syal.g_01488
OG0000103	Prad.g_01548	Syal.g_00077, Syal.g_01897
OG0000104	Prad.g_01540	Syal.g_00092
OG0000105	Prad.g_01717	Syal.g_01255
OG0000106	Prad.g_00739	Syal.g_02577
OG0000107	Prad.g_00724	Syal.g_00194
OG0000108	Prad.g_00027	Syal.g_02897
OG0000109	Prad.g_00013	Syal.g_02913
OG0000110	Prad.g_01364	Syal.g_02782
OG0000111	Prad.g_01273	Syal.g_01813
OG0000112	Prad.g_01109	Syal.g_02000
OG0000113	Prad.g_01168	Syal.g_02443
OG0000114	Prad.g_00245	Syal.g_02286
OG0000115	Prad.g_00641	Syal.g_00404
OG0000116	Prad.g_01506	Syal.g_01630
OG0000117	Prad.g_01214	Syal.g_01704
OG0000118	Prad.g_00616	Syal.g_01583
OG0000119	Prad.g_00598	Syal.g_02056
OG0000120	Prad.g_00564	Syal.g_01324
OG0000121	Prad.g_00513	Syal.g_00374
OG0000122	Prad.g_00474	Syal.g_02602
OG0000123	Prad.g_00800	Syal.g_00283
OG0000124	Prad.g_01616	Syal.g_01519
OG0000125	Prad.g_01580	Syal.g_01075
OG0000126	Prad.g_01541	Syal.g_00090
OG0000128	Prad.g_01975	Syal.g_00109
OG0000129	Prad.g_01943	Syal.g_01062
OG0000130	Prad.g_01924	Syal.g_00751
OG0000131	Prad.g_01846	Syal.g_00886
OG0000132	Prad.g_01827	Syal.g_00906
OG0000133	Prad.g_01669	Syal.g_01995
OG0000134	Prad.g_00754	Syal.g_00552
OG0000135	Prad.g_00727	Syal.g_01119
OG0000136	Prad.g_00066	Syal.g_00520
OG0000137	Prad.g_00032	Syal.g_00463
OG0000138	Prad.g_00012	Syal.g_02914
OG0000139	Prad.g_00092	Syal.g_02832
OG0000140	Prad.g_00091	Syal.g_02830
OG0000141	Prad.g_01396	Syal.g_02738
OG0000142	Prad.g_01424	Syal.g_02636
OG0000143	Prad.g_01428	Syal.g_02632
OG0000144	Prad.g_01226	Syal.g_02515
OG0000145	Prad.g_01107	Syal.g_02921
OG0000146	Prad.g_01110	Syal.g_02001
OG0000147	Prad.g_01111	Syal.g_02002
OG0000148	Prad.g_01162	Syal.g_02437
OG0000149	Prad.g_00301	Syal.g_02475
OG0000150	Prad.g_00293	Syal.g_02737
OG0000151	Prad.g_00235	Syal.g_02263
OG0000152	Prad.g_00186	Syal.g_01991
OG0000153	Prad.g_00167	Syal.g_01958
OG0000154	Prad.g_00139	Syal.g_01918
OG0000155	Prad.g_01476	Syal.g_01695
OG0000156	Prad.g_00359	Syal.g_01620
OG0000157	Prad.g_00360	Syal.g_01619
OG0000158	Prad.g_00567	Syal.g_01431
OG0000160	Prad.g_00514	Syal.g_00372
OG0000161	Prad.g_00508	Syal.g_00384
OG0000162	Prad.g_00502	Syal.g_00396
OG0000163	Prad.g_00467	Syal.g_02971
OG0000164	Prad.g_00917	Syal.g_00623
OG0000165	Prad.g_00910	Syal.g_00632
OG0000166	Prad.g_00843	Syal.g_00236
OG0000167	Prad.g_00777	Syal.g_01347
OG0000168	Prad.g_00767	Syal.g_01433
OG0000169	Prad.g_01637	Syal.g_01447
OG0000170	Prad.g_01635	Syal.g_01454
OG0000171	Prad.g_01617	Syal.g_01518
OG0000172	Prad.g_01609	Syal.g_00174, Syal.g_00173
OG0000173	Prad.g_01594	Syal.g_00155
OG0000174	Prad.g_01566	Syal.g_01121
OG0000175	Prad.g_01556	Syal.g_01172
OG0000176	Prad.g_01532	Syal.g_00101
OG0000177	Prad.g_01531	Syal.g_00102
OG0000178	Prad.g_01530	Syal.g_00103
OG0000179	Prad.g_01970	Syal.g_00118
OG0000180	Prad.g_01969	Syal.g_00119
OG0000181	Prad.g_01968	Syal.g_00120
OG0000182	Prad.g_01967	Syal.g_00121
OG0000183	Prad.g_01963	Syal.g_00125
OG0000184	Prad.g_01940	Syal.g_02678, Syal.g_01050
OG0000185	Prad.g_01937	Syal.g_01025
OG0000186	Prad.g_01929	Syal.g_02684, Syal.g_00747
OG0000187	Prad.g_01928	Syal.g_02685, Syal.g_00748
OG0000188	Prad.g_01911	Syal.g_00771
OG0000189	Prad.g_01897	Syal.g_00807
OG0000190	Prad.g_01896	Syal.g_01364
OG0000191	Prad.g_01876	Syal.g_00841
OG0000192	Prad.g_01872	Syal.g_00847
OG0000193	Prad.g_01845	Syal.g_00887
OG0000194	Prad.g_01842	Syal.g_00890
OG0000195	Prad.g_01840	Syal.g_00892
OG0000196	Prad.g_01830	Syal.g_00903
OG0000197	Prad.g_01829	Syal.g_00904
OG0000198	Prad.g_01828	Syal.g_00905
OG0000199	Prad.g_01821	Syal.g_00913
OG0000200	Prad.g_01807	Syal.g_00932
OG0000201	Prad.g_01799	Syal.g_00949
OG0000202	Prad.g_01798	Syal.g_00950
OG0000203	Prad.g_01797	Syal.g_00951
OG0000204	Prad.g_01796	Syal.g_00952
OG0000205	Prad.g_01789	Syal.g_00959
OG0000206	Prad.g_01784	Syal.g_00971
OG0000207	Prad.g_01782	Syal.g_00974
OG0000208	Prad.g_01781	Syal.g_00975
OG0000209	Prad.g_01772	Syal.g_01000
OG0000210	Prad.g_01771	Syal.g_01001
OG0000211	Prad.g_01758	Syal.g_00688
OG0000212	Prad.g_01751	Syal.g_00679
OG0000213	Prad.g_01734	Syal.g_01229
OG0000214	Prad.g_01724	Syal.g_01246
OG0000215	Prad.g_01699	Syal.g_01277
OG0000216	Prad.g_01697	Syal.g_01281
OG0000217	Prad.g_01694	Syal.g_01285
OG0000218	Prad.g_01692	Syal.g_01287
OG0000219	Prad.g_01691	Syal.g_01288
OG0000220	Prad.g_01690	Syal.g_01289
OG0000221	Prad.g_01689	Syal.g_01297
OG0000222	Prad.g_01681	Syal.g_01309
OG0000223	Prad.g_01668	Syal.g_01327
OG0000224	Prad.g_01666	Syal.g_01329
OG0000225	Prad.g_01645	Syal.g_00363
OG0000226	Prad.g_00761	Syal.g_00367
OG0000227	Prad.g_00759	Syal.g_00369
OG0000228	Prad.g_00756	Syal.g_00556
OG0000229	Prad.g_00666	Syal.g_00525
OG0000230	Prad.g_00069	Syal.g_00523
OG0000231	Prad.g_00058	Syal.g_00510
OG0000232	Prad.g_00049	Syal.g_00495
OG0000233	Prad.g_00043	Syal.g_00487
OG0000234	Prad.g_00031	Syal.g_00461
OG0000235	Prad.g_00028	Syal.g_02896
OG0000236	Prad.g_00014	Syal.g_02912
OG0000237	Prad.g_00123	Syal.g_02930
OG0000238	Prad.g_00117	Syal.g_02935
OG0000239	Prad.g_00104	Syal.g_02951
OG0000240	Prad.g_00103	Syal.g_02952
OG0000241	Prad.g_00099	Syal.g_02696
OG0000242	Prad.g_00097	Syal.g_02840
OG0000243	Prad.g_01333	Syal.g_02822
OG0000244	Prad.g_01336	Syal.g_02815
OG0000245	Prad.g_01338	Syal.g_02813
OG0000246	Prad.g_01342	Syal.g_02809
OG0000247	Prad.g_01352	Syal.g_02797
OG0000248	Prad.g_01354	Syal.g_02794
OG0000249	Prad.g_01356	Syal.g_02792
OG0000250	Prad.g_01361	Syal.g_02786
OG0000251	Prad.g_01380	Syal.g_02760
OG0000252	Prad.g_01383	Syal.g_02757
OG0000253	Prad.g_01384	Syal.g_02755
OG0000254	Prad.g_01400	Syal.g_02732
OG0000255	Prad.g_01406	Syal.g_02719
OG0000256	Prad.g_01416	Syal.g_02705
OG0000257	Prad.g_01419	Syal.g_02697
OG0000258	Prad.g_01432	Syal.g_02623
OG0000259	Prad.g_01234	Syal.g_02182
OG0000260	Prad.g_01237	Syal.g_02188
OG0000261	Prad.g_01239	Syal.g_02199
OG0000262	Prad.g_01243	Syal.g_02204
OG0000263	Prad.g_01255	Syal.g_01720
OG0000264	Prad.g_01265	Syal.g_01788
OG0000265	Prad.g_01049	Syal.g_02534
OG0000266	Prad.g_01059	Syal.g_02421
OG0000267	Prad.g_01070	Syal.g_02043
OG0000268	Prad.g_01071	Syal.g_02042
OG0000269	Prad.g_01141	Syal.g_02409
OG0000270	Prad.g_01144	Syal.g_02412
OG0000271	Prad.g_01152	Syal.g_01871
OG0000272	Prad.g_01153	Syal.g_01872
OG0000273	Prad.g_01176	Syal.g_02454
OG0000274	Prad.g_01177	Syal.g_02455
OG0000275	Prad.g_01180	Syal.g_02458
OG0000276	Prad.g_01185	Syal.g_02467
OG0000277	Prad.g_00308	Syal.g_02468
OG0000278	Prad.g_00305	Syal.g_02471
OG0000279	Prad.g_00298	Syal.g_02479
OG0000280	Prad.g_00297	Syal.g_02493
OG0000281	Prad.g_00292	Syal.g_02190
OG0000282	Prad.g_00243	Syal.g_02284
OG0000283	Prad.g_00209	Syal.g_02028, Syal.g_02131
OG0000284	Prad.g_00204	Syal.g_02023
OG0000285	Prad.g_00199	Syal.g_02012
OG0000286	Prad.g_00187	Syal.g_01992
OG0000287	Prad.g_00170	Syal.g_01965
OG0000288	Prad.g_00140	Syal.g_01919
OG0000289	Prad.g_01035	Syal.g_01904
OG0000290	Prad.g_01021	Syal.g_01826
OG0000291	Prad.g_01019	Syal.g_01824
OG0000292	Prad.g_00972	Syal.g_00089
OG0000293	Prad.g_01505	Syal.g_01631
OG0000294	Prad.g_01504	Syal.g_01632
OG0000295	Prad.g_01484	Syal.g_01687
OG0000296	Prad.g_01482	Syal.g_01689
OG0000297	Prad.g_01474	Syal.g_01702
OG0000298	Prad.g_01473	Syal.g_01703
OG0000299	Prad.g_01455	Syal.g_01732
OG0000300	Prad.g_01452	Syal.g_01738
OG0000301	Prad.g_01451	Syal.g_01739
OG0000302	Prad.g_01449	Syal.g_01740
OG0000303	Prad.g_01442	Syal.g_01763
OG0000304	Prad.g_01438	Syal.g_01756
OG0000305	Prad.g_00602	Syal.g_01821
OG0000306	Prad.g_00599	Syal.g_02579
OG0000307	Prad.g_00585	Syal.g_02880
OG0000308	Prad.g_00584	Syal.g_02878
OG0000309	Prad.g_00580	Syal.g_02873
OG0000310	Prad.g_00530	Syal.g_01537
OG0000311	Prad.g_00528	Syal.g_00061
OG0000312	Prad.g_00525	Syal.g_00031
OG0000313	Prad.g_00511	Syal.g_00381
OG0000314	Prad.g_00487	Syal.g_00416
OG0000315	Prad.g_00477	Syal.g_00426
OG0000316	Prad.g_00457	Syal.g_02987
OG0000317	Prad.g_00943	Syal.g_00583
OG0000318	Prad.g_00940	Syal.g_00588
OG0000319	Prad.g_00927	Syal.g_00608
OG0000320	Prad.g_00925	Syal.g_00610
OG0000321	Prad.g_00924	Syal.g_00611
OG0000322	Prad.g_00923	Syal.g_00612
OG0000323	Prad.g_00914	Syal.g_00626
OG0000324	Prad.g_00887	Syal.g_00656
OG0000325	Prad.g_00878	Syal.g_00195
OG0000326	Prad.g_00872	Syal.g_00202
OG0000327	Prad.g_00848	Syal.g_00230
OG0000328	Prad.g_00847	Syal.g_00231
OG0000329	Prad.g_00830	Syal.g_00249
OG0000330	Prad.g_00829	Syal.g_00250
OG0000331	Prad.g_00828	Syal.g_00251
OG0000332	Prad.g_00814	Syal.g_00266
OG0000333	Prad.g_00812	Syal.g_00269
OG0000334	Prad.g_00804	Syal.g_00279
OG0000335	Prad.g_00799	Syal.g_00284
OG0000336	Prad.g_00795	Syal.g_00288
OG0000337	Prad.g_00779	Syal.g_01343
OG0000338	Prad.g_00778	Syal.g_01345
OG0000339	Prad.g_00774	Syal.g_01351
OG0000340	Prad.g_00766, Prad.g_01294	Syal.g_01434
OG0000341	Prad.g_00764	Syal.g_01436
OG0000342	Prad.g_00763	Syal.g_01437
OG0000343	Prad.g_00762	Syal.g_01441
OG0000344	Prad.g_01639	Syal.g_01445
OG0000345	Prad.g_01634	Syal.g_01455
OG0000346	Prad.g_01630	Syal.g_01460
OG0000347	Prad.g_01615	Syal.g_01525
OG0000348	Prad.g_01606	Syal.g_00170
OG0000349	Prad.g_01589	Syal.g_00148
OG0000350	Prad.g_01570	Syal.g_00209
OG0000351	Prad.g_01553	Syal.g_01175
OG0000352	Prad.g_01552	Syal.g_01176
OG0000353	Prad.g_01537	Syal.g_00095
OG0000354	Prad.g_01041	Syal.g_02941, Syal.g_00116
OG0000355	Prad.g_01535	Syal.g_00098
OG0000356	Prad.g_01534	Syal.g_00099
OG0000357	Prad.g_01533	Syal.g_00100
OG0000358	Prad.g_01529	Syal.g_00104
OG0000359	Prad.g_01528	Syal.g_00106
OG0000360	Prad.g_01527	Syal.g_00107
OG0000361	Prad.g_01976	Syal.g_00108
OG0000362	Prad.g_01974	Syal.g_00110
OG0000363	Prad.g_01972	Syal.g_00112
OG0000364	Prad.g_01971	Syal.g_00113
OG0000365	Prad.g_01966	Syal.g_00122
OG0000366	Prad.g_01965	Syal.g_00123
OG0000367	Prad.g_01964	Syal.g_00124
OG0000368	Prad.g_01962	Syal.g_00126
OG0000369	Prad.g_01961	Syal.g_00127
OG0000370	Prad.g_01960	Syal.g_00128
OG0000371	Prad.g_01954	Syal.g_00135
OG0000372	Prad.g_01951	Syal.g_00141
OG0000373	Prad.g_01950	Syal.g_00142
OG0000374	Prad.g_01949	Syal.g_00143
OG0000375	Prad.g_01947	Syal.g_00144
OG0000376	Prad.g_01945	Syal.g_00146
OG0000377	Prad.g_01941	Syal.g_01061
OG0000378	Prad.g_01939	Syal.g_01027
OG0000379	Prad.g_01936	Syal.g_02681, Syal.g_01024
OG0000380	Prad.g_01927	Syal.g_00749
OG0000381	Prad.g_01923	Syal.g_00752
OG0000382	Prad.g_01912	Syal.g_00770
OG0000383	Prad.g_01910	Syal.g_00775
OG0000384	Prad.g_01909	Syal.g_00776
OG0000385	Prad.g_01908	Syal.g_00777
OG0000386	Prad.g_01907	Syal.g_00778
OG0000387	Prad.g_01894	Syal.g_00811
OG0000388	Prad.g_01891	Syal.g_00815
OG0000389	Prad.g_01887	Syal.g_00819
OG0000390	Prad.g_01880, Prad.g_00011	Syal.g_00835
OG0000391	Prad.g_01877	Syal.g_00840
OG0000392	Prad.g_01873	Syal.g_00846
OG0000393	Prad.g_01871	Syal.g_00849
OG0000394	Prad.g_01870	Syal.g_00850
OG0000395	Prad.g_01869	Syal.g_00851
OG0000396	Prad.g_01866	Syal.g_00854
OG0000397	Prad.g_01864	Syal.g_00857
OG0000398	Prad.g_01862	Syal.g_00862
OG0000399	Prad.g_01861	Syal.g_00863
OG0000400	Prad.g_01860	Syal.g_00864
OG0000401	Prad.g_01859	Syal.g_00865
OG0000402	Prad.g_01857	Syal.g_00867
OG0000403	Prad.g_01856	Syal.g_00868
OG0000404	Prad.g_01855	Syal.g_00870
OG0000405	Prad.g_01851	Syal.g_00883
OG0000406	Prad.g_01844	Syal.g_00888
OG0000407	Prad.g_01843	Syal.g_00889
OG0000408	Prad.g_01841	Syal.g_00891
OG0000409	Prad.g_01839	Syal.g_00893
OG0000410	Prad.g_01838	Syal.g_00894
OG0000411	Prad.g_01837	Syal.g_00895
OG0000412	Prad.g_01836	Syal.g_00896
OG0000413	Prad.g_01835	Syal.g_00898
OG0000414	Prad.g_01834	Syal.g_00899
OG0000415	Prad.g_01833	Syal.g_00900
OG0000416	Prad.g_01832	Syal.g_00901
OG0000417	Prad.g_01831	Syal.g_00902
OG0000418	Prad.g_01826	Syal.g_00907
OG0000419	Prad.g_01824	Syal.g_00909
OG0000420	Prad.g_01823	Syal.g_00911
OG0000421	Prad.g_01818	Syal.g_00916
OG0000422	Prad.g_01817	Syal.g_00917
OG0000423	Prad.g_01816	Syal.g_00918
OG0000424	Prad.g_01815	Syal.g_00919
OG0000425	Prad.g_01814	Syal.g_00920
OG0000426	Prad.g_01813	Syal.g_00921
OG0000427	Prad.g_01812	Syal.g_00922
OG0000428	Prad.g_01810	Syal.g_00925
OG0000429	Prad.g_01809	Syal.g_00929
OG0000430	Prad.g_01808	Syal.g_00931
OG0000431	Prad.g_01806	Syal.g_00934
OG0000432	Prad.g_01803	Syal.g_00940
OG0000433	Prad.g_01802	Syal.g_00943
OG0000434	Prad.g_01801	Syal.g_00944
OG0000435	Prad.g_01800	Syal.g_00946
OG0000436	Prad.g_01795	Syal.g_00953
OG0000437	Prad.g_01794	Syal.g_00954
OG0000438	Prad.g_01793	Syal.g_00955
OG0000439	Prad.g_01791	Syal.g_00957
OG0000440	Prad.g_01790	Syal.g_00958
OG0000441	Prad.g_01787	Syal.g_00962
OG0000442	Prad.g_01786	Syal.g_00964
OG0000443	Prad.g_01785	Syal.g_00966
OG0000444	Prad.g_01780	Syal.g_00978
OG0000445	Prad.g_01779	Syal.g_00979
OG0000446	Prad.g_01778	Syal.g_00981
OG0000447	Prad.g_01777	Syal.g_00989
OG0000448	Prad.g_01776	Syal.g_00990
OG0000449	Prad.g_01775	Syal.g_00991
OG0000450	Prad.g_01774	Syal.g_00997
OG0000451	Prad.g_01773	Syal.g_00998
OG0000452	Prad.g_01770	Syal.g_01002
OG0000453	Prad.g_01769	Syal.g_01003
OG0000454	Prad.g_01768	Syal.g_01004
OG0000455	Prad.g_01767	Syal.g_01005
OG0000456	Prad.g_01766	Syal.g_01006
OG0000457	Prad.g_01765	Syal.g_01008
OG0000458	Prad.g_01764	Syal.g_01009
OG0000459	Prad.g_01763	Syal.g_01010
OG0000460	Prad.g_01756	Syal.g_00686
OG0000461	Prad.g_01749	Syal.g_01199
OG0000462	Prad.g_01747	Syal.g_01202
OG0000463	Prad.g_01746	Syal.g_01203
OG0000464	Prad.g_01745	Syal.g_01204
OG0000465	Prad.g_01744	Syal.g_01205
OG0000466	Prad.g_01741	Syal.g_01210
OG0000467	Prad.g_01740	Syal.g_01212
OG0000468	Prad.g_01738	Syal.g_01225
OG0000469	Prad.g_01729	Syal.g_01240
OG0000470	Prad.g_01727	Syal.g_01242
OG0000471	Prad.g_01726	Syal.g_01243
OG0000472	Prad.g_01725	Syal.g_01245
OG0000473	Prad.g_01723	Syal.g_01247
OG0000474	Prad.g_01722	Syal.g_01248
OG0000475	Prad.g_01721	Syal.g_01249
OG0000476	Prad.g_01720	Syal.g_01251
OG0000477	Prad.g_01716	Syal.g_01257
OG0000478	Prad.g_01715	Syal.g_01258
OG0000479	Prad.g_01714	Syal.g_01259
OG0000480	Prad.g_01709	Syal.g_01266
OG0000481	Prad.g_01707	Syal.g_01268
OG0000482	Prad.g_01706	Syal.g_01269
OG0000483	Prad.g_01703	Syal.g_01273
OG0000484	Prad.g_01702	Syal.g_01274
OG0000485	Prad.g_01701	Syal.g_01275
OG0000486	Prad.g_01700	Syal.g_01276
OG0000487	Prad.g_01696	Syal.g_01282
OG0000488	Prad.g_01693	Syal.g_01286
OG0000489	Prad.g_01688	Syal.g_01298
OG0000490	Prad.g_01683	Syal.g_01307
OG0000491	Prad.g_01682	Syal.g_01308
OG0000492	Prad.g_01680	Syal.g_01310
OG0000493	Prad.g_01679	Syal.g_01311
OG0000494	Prad.g_01678	Syal.g_01312
OG0000495	Prad.g_01677	Syal.g_01313
OG0000496	Prad.g_01676	Syal.g_01314
OG0000497	Prad.g_01675	Syal.g_01315
OG0000498	Prad.g_01674	Syal.g_01316
OG0000499	Prad.g_01673	Syal.g_01317
OG0000500	Prad.g_01672	Syal.g_01318
OG0000501	Prad.g_01670	Syal.g_01321
OG0000502	Prad.g_01667	Syal.g_01328
OG0000503	Prad.g_01657	Syal.g_00347
OG0000504	Prad.g_01656	Syal.g_00349
OG0000505	Prad.g_01655	Syal.g_00350
OG0000506	Prad.g_01653	Syal.g_00352
OG0000507	Prad.g_01650	Syal.g_00358
OG0000508	Prad.g_01646	Syal.g_00362
OG0000509	Prad.g_01644	Syal.g_00364
OG0000510	Prad.g_01643	Syal.g_00365
OG0000511	Prad.g_01642	Syal.g_00366
OG0000512	Prad.g_00760	Syal.g_00368
OG0000513	Prad.g_00753	Syal.g_00551
OG0000514	Prad.g_00671	Syal.g_00539
OG0000515	Prad.g_00670	Syal.g_00538
OG0000516	Prad.g_00669	Syal.g_00534
OG0000517	Prad.g_00667	Syal.g_00526
OG0000518	Prad.g_00061	Syal.g_00514
OG0000519	Prad.g_00060	Syal.g_00513
OG0000520	Prad.g_00059	Syal.g_00512
OG0000521	Prad.g_00054	Syal.g_00502
OG0000522	Prad.g_00052	Syal.g_00500
OG0000523	Prad.g_00051	Syal.g_00499
OG0000524	Prad.g_00045	Syal.g_00491
OG0000525	Prad.g_00042	Syal.g_00473
OG0000526	Prad.g_00041	Syal.g_00471
OG0000527	Prad.g_00034	Syal.g_00465
OG0000528	Prad.g_00029	Syal.g_02893
OG0000529	Prad.g_00026	Syal.g_02898
OG0000530	Prad.g_00023	Syal.g_02901
OG0000531	Prad.g_00022	Syal.g_02902
OG0000532	Prad.g_00020	Syal.g_02905
OG0000533	Prad.g_00019	Syal.g_02907
OG0000534	Prad.g_00018	Syal.g_02908
OG0000535	Prad.g_00017	Syal.g_02909
OG0000536	Prad.g_00016	Syal.g_02910
OG0000537	Prad.g_00015	Syal.g_02911
OG0000538	Prad.g_00129	Syal.g_02923
OG0000539	Prad.g_00128	Syal.g_02924
OG0000540	Prad.g_00127	Syal.g_02925
OG0000541	Prad.g_00126	Syal.g_02926
OG0000542	Prad.g_00124	Syal.g_02929
OG0000543	Prad.g_00122	Syal.g_02931
OG0000544	Prad.g_00121	Syal.g_02932
OG0000545	Prad.g_00119	Syal.g_02934
OG0000546	Prad.g_00116	Syal.g_02936
OG0000547	Prad.g_00114	Syal.g_02938
OG0000548	Prad.g_00113	Syal.g_02939
OG0000549	Prad.g_00111	Syal.g_02945
OG0000550	Prad.g_00106	Syal.g_02949
OG0000551	Prad.g_00102	Syal.g_02953
OG0000552	Prad.g_00101	Syal.g_02954
OG0000553	Prad.g_00100	Syal.g_02843
OG0000554	Prad.g_00095	Syal.g_02837
OG0000555	Prad.g_01332	Syal.g_02823
OG0000556	Prad.g_01334	Syal.g_02819
OG0000557	Prad.g_01335	Syal.g_02816
OG0000558	Prad.g_01337	Syal.g_02814
OG0000559	Prad.g_01341	Syal.g_02305, Syal.g_02810
OG0000560	Prad.g_01344	Syal.g_02807
OG0000561	Prad.g_01345	Syal.g_02806
OG0000562	Prad.g_01346	Syal.g_02805
OG0000563	Prad.g_01347	Syal.g_02804
OG0000564	Prad.g_01348	Syal.g_02803
OG0000565	Prad.g_01351	Syal.g_02799
OG0000566	Prad.g_01353	Syal.g_02795
OG0000567	Prad.g_01357	Syal.g_02791
OG0000568	Prad.g_01358	Syal.g_02789
OG0000569	Prad.g_01359	Syal.g_02788
OG0000570	Prad.g_01360	Syal.g_02787
OG0000571	Prad.g_01362	Syal.g_02784
OG0000572	Prad.g_01375	Syal.g_02767
OG0000573	Prad.g_01381	Syal.g_02759
OG0000574	Prad.g_01382	Syal.g_02758
OG0000575	Prad.g_01386	Syal.g_02753
OG0000576	Prad.g_01388	Syal.g_02751
OG0000577	Prad.g_01389	Syal.g_02750
OG0000578	Prad.g_01390	Syal.g_02749
OG0000579	Prad.g_01391	Syal.g_02748
OG0000580	Prad.g_01392	Syal.g_02747
