Orthogroup	Prad	Prar
OG0000053	Prad.g_00494	Prar.g_00827
OG0000054	Prad.g_01395	Prar.g_01436
OG0000055	Prad.g_01126	Prar.g_01664
OG0000057	Prad.g_01272	Prar.g_01528
OG0000058	Prad.g_00565	Prar.g_00870, Prar.g_00362
OG0000059	Prad.g_00855	Prar.g_01090
OG0000061	Prad.g_01496	Prar.g_01263
OG0000062	Prad.g_00436	Prar.g_00769
OG0000063	Prad.g_01953	Prar.g_00004, Prar.g_00005
OG0000063	Prad.g_00081	Prar.g_01189
OG0000065	Prad.g_01886	Prar.g_00221
OG0000066	Prad.g_00090	Prar.g_01369
OG0000068	Prad.g_00594	Prar.g_00911
OG0000069	Prad.g_00952	Prar.g_01170
OG0000069	Prad.g_00400	Prar.g_00736
OG0000070	Prad.g_00057	Prar.g_00498
OG0000071	Prad.g_00628	Prar.g_00955
OG0000072	Prad.g_01820	Prar.g_00156
OG0000073	Prad.g_00130	Prar.g_01330
OG0000074	Prad.g_01256	Prar.g_01512
OG0000075	Prad.g_00775	Prar.g_00629
OG0000076	Prad.g_01631	Prar.g_00592, Prar.g_00653
OG0000077	Prad.g_01915	Prar.g_00250
OG0000078	Prad.g_01752	Prar.g_00088
OG0000081	Prad.g_00098	Prar.g_01361
OG0000082	Prad.g_01374	Prar.g_01414
OG0000083	Prad.g_01082	Prar.g_01630
OG0000083	Prad.g_01075	Prar.g_01623
OG0000084	Prad.g_00519	Prar.g_00343
OG0000085	Prad.g_00948	Prar.g_01150
OG0000086	Prad.g_01905	Prar.g_00240
OG0000087	Prad.g_01854	Prar.g_00189
OG0000088	Prad.g_01825	Prar.g_00161
OG0000089	Prad.g_00755	Prar.g_00416
OG0000090	Prad.g_00096	Prar.g_01363
OG0000091	Prad.g_01431	Prar.g_01472
OG0000092	Prad.g_00240	Prar.g_01781
OG0000093	Prad.g_00218	Prar.g_01801
OG0000094	Prad.g_01038	Prar.g_01885
OG0000095	Prad.g_01018	Prar.g_01904
OG0000096	Prad.g_00650	Prar.g_01313
OG0000096	Prad.g_00330	Prar.g_00991
OG0000097	Prad.g_01454	Prar.g_01222
OG0000098	Prad.g_00612	Prar.g_00929
OG0000099	Prad.g_00566	Prar.g_00872
OG0000100	Prad.g_00440	Prar.g_00773
OG0000101	Prad.g_00807	Prar.g_01027
OG0000102	Prad.g_01626	Prar.g_00658
OG0000103	Prad.g_01548	Prar.g_00050
OG0000104	Prad.g_01540	Prar.g_00042
OG0000105	Prad.g_01717	Prar.g_00313
OG0000106	Prad.g_00739	Prar.g_00431
OG0000107	Prad.g_00724	Prar.g_00446
OG0000108	Prad.g_00027	Prar.g_00530
OG0000109	Prad.g_00013	Prar.g_00544
OG0000110	Prad.g_01364	Prar.g_01404
OG0000111	Prad.g_01273	Prar.g_01529
OG0000112	Prad.g_01109	Prar.g_01652
OG0000113	Prad.g_01168	Prar.g_01706
OG0000114	Prad.g_00245	Prar.g_01776
OG0000115	Prad.g_00641	Prar.g_01318
OG0000116	Prad.g_01506	Prar.g_01273
OG0000117	Prad.g_01214	Prar.g_01003
OG0000118	Prad.g_00616	Prar.g_00943
OG0000119	Prad.g_00598	Prar.g_00915
OG0000120	Prad.g_00564	Prar.g_00880
OG0000121	Prad.g_00513	Prar.g_00337
OG0000122	Prad.g_00474	Prar.g_00807
OG0000123	Prad.g_00800	Prar.g_01021
OG0000124	Prad.g_01616	Prar.g_00668
OG0000125	Prad.g_01580	Prar.g_00704
OG0000126	Prad.g_01541	Prar.g_00043
OG0000128	Prad.g_01975	Prar.g_00027
OG0000129	Prad.g_01943	Prar.g_00576
OG0000130	Prad.g_01924	Prar.g_00549
OG0000131	Prad.g_01846	Prar.g_00182
OG0000132	Prad.g_01827	Prar.g_00163
OG0000133	Prad.g_01669	Prar.g_00265
OG0000134	Prad.g_00754	Prar.g_00417
OG0000135	Prad.g_00727	Prar.g_00444
OG0000136	Prad.g_00066	Prar.g_00489
OG0000137	Prad.g_00032	Prar.g_00525
OG0000138	Prad.g_00012	Prar.g_00545
OG0000139	Prad.g_00092	Prar.g_01367
OG0000140	Prad.g_00091	Prar.g_01368
OG0000141	Prad.g_01396	Prar.g_01437
OG0000142	Prad.g_01424	Prar.g_01465
OG0000143	Prad.g_01428	Prar.g_01469
OG0000144	Prad.g_01226	Prar.g_01482
OG0000145	Prad.g_01107	Prar.g_01651
OG0000146	Prad.g_01110	Prar.g_01653
OG0000147	Prad.g_01111	Prar.g_01654
OG0000148	Prad.g_01162	Prar.g_01700
OG0000149	Prad.g_00301	Prar.g_01730
OG0000150	Prad.g_00293	Prar.g_01738
OG0000151	Prad.g_00235	Prar.g_01786
OG0000152	Prad.g_00186	Prar.g_01833
OG0000153	Prad.g_00167	Prar.g_01852
OG0000154	Prad.g_00139	Prar.g_01878
OG0000155	Prad.g_01476	Prar.g_01243
OG0000156	Prad.g_00359	Prar.g_00966
OG0000157	Prad.g_00360	Prar.g_00965
OG0000158	Prad.g_00567	Prar.g_00375
OG0000159	Prad.g_00563	Prar.g_00380, Prar.g_00871
OG0000160	Prad.g_00514	Prar.g_00338
OG0000161	Prad.g_00508	Prar.g_00840
OG0000162	Prad.g_00502	Prar.g_00834
OG0000163	Prad.g_00467	Prar.g_00800
OG0000164	Prad.g_00917	Prar.g_01964
OG0000165	Prad.g_00910	Prar.g_01971
OG0000166	Prad.g_00843	Prar.g_01063
OG0000167	Prad.g_00777	Prar.g_00627
OG0000168	Prad.g_00767	Prar.g_00637
OG0000169	Prad.g_01637	Prar.g_00647
OG0000170	Prad.g_01635	Prar.g_00649
OG0000171	Prad.g_01617	Prar.g_00667
OG0000172	Prad.g_01609	Prar.g_00675
OG0000173	Prad.g_01594	Prar.g_00690
OG0000174	Prad.g_01566	Prar.g_00068
OG0000175	Prad.g_01556	Prar.g_00058
OG0000176	Prad.g_01532	Prar.g_00034
OG0000177	Prad.g_01531	Prar.g_00033
OG0000178	Prad.g_01530	Prar.g_00032
OG0000179	Prad.g_01970	Prar.g_00022
OG0000180	Prad.g_01969	Prar.g_00021
OG0000181	Prad.g_01968	Prar.g_00020
OG0000182	Prad.g_01967	Prar.g_00019
OG0000183	Prad.g_01963	Prar.g_00015
OG0000184	Prad.g_01940	Prar.g_00573
OG0000185	Prad.g_01937	Prar.g_00570
OG0000186	Prad.g_01929	Prar.g_00554
OG0000187	Prad.g_01928	Prar.g_00553
OG0000188	Prad.g_01911	Prar.g_00246
OG0000189	Prad.g_01897	Prar.g_00232
OG0000190	Prad.g_01896	Prar.g_00231
OG0000191	Prad.g_01876	Prar.g_00211
OG0000192	Prad.g_01872	Prar.g_00207
OG0000193	Prad.g_01845	Prar.g_00181
OG0000194	Prad.g_01842	Prar.g_00178
OG0000195	Prad.g_01840	Prar.g_00176
OG0000196	Prad.g_01830	Prar.g_00166
OG0000197	Prad.g_01829	Prar.g_00165
OG0000198	Prad.g_01828	Prar.g_00164
OG0000199	Prad.g_01821	Prar.g_00157
OG0000200	Prad.g_01807	Prar.g_00143
OG0000201	Prad.g_01799	Prar.g_00135
OG0000202	Prad.g_01798	Prar.g_00134
OG0000203	Prad.g_01797	Prar.g_00133
OG0000204	Prad.g_01796	Prar.g_00132
OG0000205	Prad.g_01789	Prar.g_00125
OG0000206	Prad.g_01784	Prar.g_00120
OG0000207	Prad.g_01782	Prar.g_00118
OG0000208	Prad.g_01781	Prar.g_00117
OG0000209	Prad.g_01772	Prar.g_00108
OG0000210	Prad.g_01771	Prar.g_00107
OG0000211	Prad.g_01758	Prar.g_00094
OG0000212	Prad.g_01751	Prar.g_00087
OG0000213	Prad.g_01734	Prar.g_00330
OG0000214	Prad.g_01724	Prar.g_00320
OG0000215	Prad.g_01699	Prar.g_00295
OG0000216	Prad.g_01697	Prar.g_00293
OG0000217	Prad.g_01694	Prar.g_00290
OG0000218	Prad.g_01692	Prar.g_00288
OG0000219	Prad.g_01691	Prar.g_00287
OG0000220	Prad.g_01690	Prar.g_00286
OG0000221	Prad.g_01689	Prar.g_00285
OG0000222	Prad.g_01681	Prar.g_00277
OG0000223	Prad.g_01668	Prar.g_00264
OG0000224	Prad.g_01666	Prar.g_00262
OG0000225	Prad.g_01645	Prar.g_00406
OG0000226	Prad.g_00761	Prar.g_00410
OG0000227	Prad.g_00759	Prar.g_00412
OG0000228	Prad.g_00756	Prar.g_00415
OG0000229	Prad.g_00666	Prar.g_00484
OG0000230	Prad.g_00069	Prar.g_00486
OG0000231	Prad.g_00058	Prar.g_00497
OG0000232	Prad.g_00049	Prar.g_00506
OG0000233	Prad.g_00043	Prar.g_00512
OG0000234	Prad.g_00031	Prar.g_00526
OG0000235	Prad.g_00028	Prar.g_00529
OG0000236	Prad.g_00014	Prar.g_00543
OG0000237	Prad.g_00123	Prar.g_01337
OG0000238	Prad.g_00117	Prar.g_01343
OG0000239	Prad.g_00104	Prar.g_01355
OG0000240	Prad.g_00103	Prar.g_01356
OG0000241	Prad.g_00099	Prar.g_01360
OG0000242	Prad.g_00097	Prar.g_01362
OG0000243	Prad.g_01333	Prar.g_01373
OG0000244	Prad.g_01336	Prar.g_01376
OG0000245	Prad.g_01338	Prar.g_01378
OG0000246	Prad.g_01342	Prar.g_01382
OG0000247	Prad.g_01352	Prar.g_01392
OG0000248	Prad.g_01354	Prar.g_01394
OG0000249	Prad.g_01356	Prar.g_01396
OG0000250	Prad.g_01361	Prar.g_01401
OG0000251	Prad.g_01380	Prar.g_01420
OG0000252	Prad.g_01383	Prar.g_01424
OG0000253	Prad.g_01384	Prar.g_01425
OG0000254	Prad.g_01400	Prar.g_01441
OG0000255	Prad.g_01406	Prar.g_01447
OG0000256	Prad.g_01416	Prar.g_01457
OG0000257	Prad.g_01419	Prar.g_01460
OG0000258	Prad.g_01432	Prar.g_01473
OG0000259	Prad.g_01234	Prar.g_01490
OG0000260	Prad.g_01237	Prar.g_01493
OG0000261	Prad.g_01239	Prar.g_01495
OG0000262	Prad.g_01243	Prar.g_01499
OG0000263	Prad.g_01255	Prar.g_01511
OG0000264	Prad.g_01265	Prar.g_01521
OG0000265	Prad.g_01049	Prar.g_01599
OG0000266	Prad.g_01059	Prar.g_01609
OG0000267	Prad.g_01070	Prar.g_01620
OG0000268	Prad.g_01071	Prar.g_01621
OG0000269	Prad.g_01141	Prar.g_01679
OG0000270	Prad.g_01144	Prar.g_01682
OG0000271	Prad.g_01152	Prar.g_01690
OG0000272	Prad.g_01153	Prar.g_01691
OG0000273	Prad.g_01176	Prar.g_01714
OG0000274	Prad.g_01177	Prar.g_01715
OG0000275	Prad.g_01180	Prar.g_01717
OG0000276	Prad.g_01185	Prar.g_01722
OG0000277	Prad.g_00308	Prar.g_01723
OG0000278	Prad.g_00305	Prar.g_01726
OG0000279	Prad.g_00298	Prar.g_01733
OG0000280	Prad.g_00297	Prar.g_01734
OG0000281	Prad.g_00292	Prar.g_01740
OG0000282	Prad.g_00243	Prar.g_01778
OG0000283	Prad.g_00209	Prar.g_01810
OG0000284	Prad.g_00204	Prar.g_01815
OG0000285	Prad.g_00199	Prar.g_01820
OG0000286	Prad.g_00187	Prar.g_01832
OG0000287	Prad.g_00170	Prar.g_01849
OG0000288	Prad.g_00140	Prar.g_01877
OG0000289	Prad.g_01035	Prar.g_01888
OG0000290	Prad.g_01021	Prar.g_01901
OG0000291	Prad.g_01019	Prar.g_01903
OG0000292	Prad.g_00972	Prar.g_01953
OG0000293	Prad.g_01505	Prar.g_01272
OG0000294	Prad.g_01504	Prar.g_01271
OG0000295	Prad.g_01484	Prar.g_01251
OG0000296	Prad.g_01482	Prar.g_01249
OG0000297	Prad.g_01474	Prar.g_01241
OG0000298	Prad.g_01473	Prar.g_01240
OG0000299	Prad.g_01455	Prar.g_01223
OG0000300	Prad.g_01452	Prar.g_01220
OG0000301	Prad.g_01451	Prar.g_01219
OG0000302	Prad.g_01449	Prar.g_01217
OG0000303	Prad.g_01442	Prar.g_01210
OG0000304	Prad.g_01438	Prar.g_01206
OG0000305	Prad.g_00602	Prar.g_00919
OG0000306	Prad.g_00599	Prar.g_00916
OG0000307	Prad.g_00585	Prar.g_00902
OG0000308	Prad.g_00584	Prar.g_00901
OG0000309	Prad.g_00580	Prar.g_00897
OG0000310	Prad.g_00530	Prar.g_00354
OG0000311	Prad.g_00528	Prar.g_00352
OG0000312	Prad.g_00525	Prar.g_00349
OG0000313	Prad.g_00511	Prar.g_00335
OG0000314	Prad.g_00487	Prar.g_00820
OG0000315	Prad.g_00477	Prar.g_00810
OG0000316	Prad.g_00457	Prar.g_00790
OG0000317	Prad.g_00943	Prar.g_01145
OG0000318	Prad.g_00940	Prar.g_01142
OG0000319	Prad.g_00927	Prar.g_01129
OG0000320	Prad.g_00925	Prar.g_01127
OG0000321	Prad.g_00924	Prar.g_01126
OG0000322	Prad.g_00923	Prar.g_01125
OG0000323	Prad.g_00914	Prar.g_01967
OG0000324	Prad.g_00887	Prar.g_00609
OG0000325	Prad.g_00878	Prar.g_01113
OG0000326	Prad.g_00872	Prar.g_01107
OG0000327	Prad.g_00848	Prar.g_01068
OG0000328	Prad.g_00847	Prar.g_01067
OG0000329	Prad.g_00830	Prar.g_01050
OG0000330	Prad.g_00829	Prar.g_01049
OG0000331	Prad.g_00828	Prar.g_01048
OG0000332	Prad.g_00814	Prar.g_01034
OG0000333	Prad.g_00812	Prar.g_01032
OG0000334	Prad.g_00804	Prar.g_01024
OG0000335	Prad.g_00799	Prar.g_01020
OG0000336	Prad.g_00795	Prar.g_01016
OG0000337	Prad.g_00779	Prar.g_00625
OG0000338	Prad.g_00778	Prar.g_00626
OG0000339	Prad.g_00774	Prar.g_00630
OG0000340	Prad.g_00766	Prar.g_00638
OG0000340	Prad.g_01294	Prar.g_00638
OG0000341	Prad.g_00764	Prar.g_00640
OG0000342	Prad.g_00763	Prar.g_00641
OG0000343	Prad.g_00762	Prar.g_00642
OG0000344	Prad.g_01639	Prar.g_00645
OG0000345	Prad.g_01634	Prar.g_00650
OG0000346	Prad.g_01630	Prar.g_00654
OG0000347	Prad.g_01615	Prar.g_00669
OG0000348	Prad.g_01606	Prar.g_00678
OG0000349	Prad.g_01589	Prar.g_00695
OG0000350	Prad.g_01570	Prar.g_00072
OG0000351	Prad.g_01553	Prar.g_00055
OG0000352	Prad.g_01552	Prar.g_00054
OG0000353	Prad.g_01537	Prar.g_00039
OG0000355	Prad.g_01535	Prar.g_00037
OG0000356	Prad.g_01534	Prar.g_00036
OG0000357	Prad.g_01533	Prar.g_00035
OG0000358	Prad.g_01529	Prar.g_00031
OG0000359	Prad.g_01528	Prar.g_00030
OG0000360	Prad.g_01527	Prar.g_00029
OG0000361	Prad.g_01976	Prar.g_00028
OG0000362	Prad.g_01974	Prar.g_00026
OG0000363	Prad.g_01972	Prar.g_00024
OG0000364	Prad.g_01971	Prar.g_00023
OG0000365	Prad.g_01966	Prar.g_00018
OG0000366	Prad.g_01965	Prar.g_00017
OG0000367	Prad.g_01964	Prar.g_00016
OG0000368	Prad.g_01962	Prar.g_00014
OG0000369	Prad.g_01961	Prar.g_00013
OG0000370	Prad.g_01960	Prar.g_00012
OG0000371	Prad.g_01954	Prar.g_00006
OG0000372	Prad.g_01951	Prar.g_00002
OG0000373	Prad.g_01950	Prar.g_00001
OG0000374	Prad.g_01949	Prar.g_00594
OG0000375	Prad.g_01947	Prar.g_00580
OG0000376	Prad.g_01945	Prar.g_00578
OG0000377	Prad.g_01941	Prar.g_00574
OG0000378	Prad.g_01939	Prar.g_00572
OG0000379	Prad.g_01936	Prar.g_00569
OG0000380	Prad.g_01927	Prar.g_00552
OG0000381	Prad.g_01923	Prar.g_00548
OG0000382	Prad.g_01912	Prar.g_00247
OG0000383	Prad.g_01910	Prar.g_00245
OG0000384	Prad.g_01909	Prar.g_00244
OG0000385	Prad.g_01908	Prar.g_00243
OG0000386	Prad.g_01907	Prar.g_00242
OG0000387	Prad.g_01894	Prar.g_00229
OG0000388	Prad.g_01891	Prar.g_00226
OG0000389	Prad.g_01887	Prar.g_00222
OG0000390	Prad.g_01880	Prar.g_00215
OG0000391	Prad.g_01877	Prar.g_00212
OG0000392	Prad.g_01873	Prar.g_00208
OG0000393	Prad.g_01871	Prar.g_00206
OG0000394	Prad.g_01870	Prar.g_00205
OG0000395	Prad.g_01869	Prar.g_00204
OG0000396	Prad.g_01866	Prar.g_00201
OG0000397	Prad.g_01864	Prar.g_00199
OG0000398	Prad.g_01862	Prar.g_00197
OG0000399	Prad.g_01861	Prar.g_00196
OG0000400	Prad.g_01860	Prar.g_00195
OG0000401	Prad.g_01859	Prar.g_00194
OG0000402	Prad.g_01857	Prar.g_00192
OG0000403	Prad.g_01856	Prar.g_00191
OG0000404	Prad.g_01855	Prar.g_00190
OG0000405	Prad.g_01851	Prar.g_00186
OG0000406	Prad.g_01844	Prar.g_00180
OG0000407	Prad.g_01843	Prar.g_00179
OG0000408	Prad.g_01841	Prar.g_00177
OG0000409	Prad.g_01839	Prar.g_00175
OG0000410	Prad.g_01838	Prar.g_00174
OG0000411	Prad.g_01837	Prar.g_00173
OG0000412	Prad.g_01836	Prar.g_00172
OG0000413	Prad.g_01835	Prar.g_00171
OG0000414	Prad.g_01834	Prar.g_00170
OG0000415	Prad.g_01833	Prar.g_00169
OG0000416	Prad.g_01832	Prar.g_00168
OG0000417	Prad.g_01831	Prar.g_00167
OG0000418	Prad.g_01826	Prar.g_00162
OG0000419	Prad.g_01824	Prar.g_00160
OG0000420	Prad.g_01823	Prar.g_00159
OG0000421	Prad.g_01818	Prar.g_00154
OG0000422	Prad.g_01817	Prar.g_00153
OG0000423	Prad.g_01816	Prar.g_00152
OG0000424	Prad.g_01815	Prar.g_00151
OG0000425	Prad.g_01814	Prar.g_00150
OG0000426	Prad.g_01813	Prar.g_00149
OG0000427	Prad.g_01812	Prar.g_00148
OG0000428	Prad.g_01810	Prar.g_00146
OG0000429	Prad.g_01809	Prar.g_00145
OG0000430	Prad.g_01808	Prar.g_00144
OG0000431	Prad.g_01806	Prar.g_00142
OG0000432	Prad.g_01803	Prar.g_00139
OG0000433	Prad.g_01802	Prar.g_00138
OG0000434	Prad.g_01801	Prar.g_00137
OG0000435	Prad.g_01800	Prar.g_00136
OG0000436	Prad.g_01795	Prar.g_00131
OG0000437	Prad.g_01794	Prar.g_00130
OG0000438	Prad.g_01793	Prar.g_00129
OG0000439	Prad.g_01791	Prar.g_00127
OG0000440	Prad.g_01790	Prar.g_00126
OG0000441	Prad.g_01787	Prar.g_00123
OG0000442	Prad.g_01786	Prar.g_00122
OG0000443	Prad.g_01785	Prar.g_00121
OG0000444	Prad.g_01780	Prar.g_00116
OG0000445	Prad.g_01779	Prar.g_00115
OG0000446	Prad.g_01778	Prar.g_00114
OG0000447	Prad.g_01777	Prar.g_00113
OG0000448	Prad.g_01776	Prar.g_00112
OG0000449	Prad.g_01775	Prar.g_00111
OG0000450	Prad.g_01774	Prar.g_00110
OG0000451	Prad.g_01773	Prar.g_00109
OG0000452	Prad.g_01770	Prar.g_00106
OG0000453	Prad.g_01769	Prar.g_00105
OG0000454	Prad.g_01768	Prar.g_00104
OG0000455	Prad.g_01767	Prar.g_00103
OG0000456	Prad.g_01766	Prar.g_00102
OG0000457	Prad.g_01765	Prar.g_00101
OG0000458	Prad.g_01764	Prar.g_00100
OG0000459	Prad.g_01763	Prar.g_00099
OG0000460	Prad.g_01756	Prar.g_00092
OG0000461	Prad.g_01749	Prar.g_00085
OG0000462	Prad.g_01747	Prar.g_00083
OG0000463	Prad.g_01746	Prar.g_00082
OG0000464	Prad.g_01745	Prar.g_00081
OG0000465	Prad.g_01744	Prar.g_00080
OG0000466	Prad.g_01741	Prar.g_00077
OG0000467	Prad.g_01740	Prar.g_00076
OG0000468	Prad.g_01738	Prar.g_00334
OG0000469	Prad.g_01729	Prar.g_00325
OG0000470	Prad.g_01727	Prar.g_00323
OG0000471	Prad.g_01726	Prar.g_00322
OG0000472	Prad.g_01725	Prar.g_00321
OG0000473	Prad.g_01723	Prar.g_00319
OG0000474	Prad.g_01722	Prar.g_00318
OG0000475	Prad.g_01721	Prar.g_00317
OG0000476	Prad.g_01720	Prar.g_00316
OG0000477	Prad.g_01716	Prar.g_00312
OG0000478	Prad.g_01715	Prar.g_00311
OG0000479	Prad.g_01714	Prar.g_00310
OG0000480	Prad.g_01709	Prar.g_00305
OG0000481	Prad.g_01707	Prar.g_00303
OG0000482	Prad.g_01706	Prar.g_00302
OG0000483	Prad.g_01703	Prar.g_00299
OG0000484	Prad.g_01702	Prar.g_00298
OG0000485	Prad.g_01701	Prar.g_00297
OG0000486	Prad.g_01700	Prar.g_00296
OG0000487	Prad.g_01696	Prar.g_00292
OG0000488	Prad.g_01693	Prar.g_00289
OG0000489	Prad.g_01688	Prar.g_00284
OG0000490	Prad.g_01683	Prar.g_00279
OG0000491	Prad.g_01682	Prar.g_00278
OG0000492	Prad.g_01680	Prar.g_00276
OG0000493	Prad.g_01679	Prar.g_00275
OG0000494	Prad.g_01678	Prar.g_00274
OG0000495	Prad.g_01677	Prar.g_00273
OG0000496	Prad.g_01676	Prar.g_00272
OG0000497	Prad.g_01675	Prar.g_00271
OG0000498	Prad.g_01674	Prar.g_00270
OG0000499	Prad.g_01673	Prar.g_00269
OG0000500	Prad.g_01672	Prar.g_00268
OG0000501	Prad.g_01670	Prar.g_00266
OG0000502	Prad.g_01667	Prar.g_00263
OG0000503	Prad.g_01657	Prar.g_00394
OG0000504	Prad.g_01656	Prar.g_00395
OG0000505	Prad.g_01655	Prar.g_00396
OG0000506	Prad.g_01653	Prar.g_00398
OG0000507	Prad.g_01650	Prar.g_00401
OG0000508	Prad.g_01646	Prar.g_00405
OG0000509	Prad.g_01644	Prar.g_00407
OG0000510	Prad.g_01643	Prar.g_00408
OG0000511	Prad.g_01642	Prar.g_00409
OG0000512	Prad.g_00760	Prar.g_00411
OG0000513	Prad.g_00753	Prar.g_00418
OG0000514	Prad.g_00671	Prar.g_00479
OG0000515	Prad.g_00670	Prar.g_00480
OG0000516	Prad.g_00669	Prar.g_00481
OG0000517	Prad.g_00667	Prar.g_00483
OG0000518	Prad.g_00061	Prar.g_00494
OG0000519	Prad.g_00060	Prar.g_00495
OG0000520	Prad.g_00059	Prar.g_00496
OG0000521	Prad.g_00054	Prar.g_00501
OG0000522	Prad.g_00052	Prar.g_00503
OG0000523	Prad.g_00051	Prar.g_00504
OG0000524	Prad.g_00045	Prar.g_00510
OG0000525	Prad.g_00042	Prar.g_00513
OG0000526	Prad.g_00041	Prar.g_00514
OG0000527	Prad.g_00034	Prar.g_00523
OG0000528	Prad.g_00029	Prar.g_00528
OG0000529	Prad.g_00026	Prar.g_00531
OG0000530	Prad.g_00023	Prar.g_00534
OG0000531	Prad.g_00022	Prar.g_00535
OG0000532	Prad.g_00020	Prar.g_00537
OG0000533	Prad.g_00019	Prar.g_00538
OG0000534	Prad.g_00018	Prar.g_00539
OG0000535	Prad.g_00017	Prar.g_00540
OG0000536	Prad.g_00016	Prar.g_00541
OG0000537	Prad.g_00015	Prar.g_00542
OG0000538	Prad.g_00129	Prar.g_01331
OG0000539	Prad.g_00128	Prar.g_01332
OG0000540	Prad.g_00127	Prar.g_01333
OG0000541	Prad.g_00126	Prar.g_01334
OG0000542	Prad.g_00124	Prar.g_01336
OG0000543	Prad.g_00122	Prar.g_01338
OG0000544	Prad.g_00121	Prar.g_01339
OG0000545	Prad.g_00119	Prar.g_01341
OG0000546	Prad.g_00116	Prar.g_01344
OG0000547	Prad.g_00114	Prar.g_01345
OG0000548	Prad.g_00113	Prar.g_01346
OG0000549	Prad.g_00111	Prar.g_01348
OG0000550	Prad.g_00106	Prar.g_01353
OG0000551	Prad.g_00102	Prar.g_01357
OG0000552	Prad.g_00101	Prar.g_01358
OG0000553	Prad.g_00100	Prar.g_01359
OG0000554	Prad.g_00095	Prar.g_01364
OG0000555	Prad.g_01332	Prar.g_01372
OG0000556	Prad.g_01334	Prar.g_01374
OG0000557	Prad.g_01335	Prar.g_01375
OG0000558	Prad.g_01337	Prar.g_01377
OG0000559	Prad.g_01341	Prar.g_01381
OG0000560	Prad.g_01344	Prar.g_01384
OG0000561	Prad.g_01345	Prar.g_01385
OG0000562	Prad.g_01346	Prar.g_01386
OG0000563	Prad.g_01347	Prar.g_01387
OG0000564	Prad.g_01348	Prar.g_01388
