Orthogroup	Prad	Prbc
OG0000057	Prad.g_01272	Prbc.g_00055, Prbc.g_01780
OG0000058	Prad.g_00565	Prbc.g_01928
OG0000059	Prad.g_00855	Prbc.g_00958
OG0000061	Prad.g_01496	Prbc.g_01446
OG0000062	Prad.g_00436	Prbc.g_00790
OG0000063	Prad.g_01953, Prad.g_00081	Prbc.g_00932
OG0000065	Prad.g_01886	Prbc.g_00466
OG0000066	Prad.g_00090	Prbc.g_01618
OG0000067	Prad.g_01146	Prbc.g_01858
OG0000068	Prad.g_00594	Prbc.g_00657
OG0000069	Prad.g_00952, Prad.g_00400	Prbc.g_02181, Prbc.g_00752
OG0000070	Prad.g_00057	Prbc.g_01511
OG0000071	Prad.g_00628	Prbc.g_00566
OG0000072	Prad.g_01820	Prbc.g_00400
OG0000073	Prad.g_00130	Prbc.g_01579
OG0000074	Prad.g_01256	Prbc.g_01763, Prbc.g_01960, Prbc.g_02148
OG0000075	Prad.g_00775	Prbc.g_00236
OG0000076	Prad.g_01631	Prbc.g_00211
OG0000077	Prad.g_01915	Prbc.g_00495
OG0000078	Prad.g_01752	Prbc.g_00330
OG0000079	Prad.g_01739	Prbc.g_01148
OG0000081	Prad.g_00098	Prbc.g_01610
OG0000082	Prad.g_01374	Prbc.g_00891
OG0000083	Prad.g_01082, Prad.g_00345, Prad.g_01075	Prbc.g_02193, Prbc.g_01233
OG0000084	Prad.g_00519	Prbc.g_00705
OG0000085	Prad.g_00948	Prbc.g_00826
OG0000086	Prad.g_01905	Prbc.g_00485
OG0000087	Prad.g_01854	Prbc.g_00432
OG0000088	Prad.g_01825	Prbc.g_00405
OG0000089	Prad.g_00755	Prbc.g_01268
OG0000090	Prad.g_00096	Prbc.g_01612
OG0000091	Prad.g_01431	Prbc.g_01719
OG0000093	Prad.g_00218	Prbc.g_01843
OG0000094	Prad.g_01038	Prbc.g_01935
OG0000095	Prad.g_01018	Prbc.g_02113
OG0000096	Prad.g_00650, Prad.g_00330	Prbc.g_01323
OG0000097	Prad.g_01454	Prbc.g_01400
OG0000098	Prad.g_00612	Prbc.g_00585
OG0000099	Prad.g_00566	Prbc.g_01229
OG0000100	Prad.g_00440	Prbc.g_00785
OG0000101	Prad.g_00807	Prbc.g_00284
OG0000102	Prad.g_01626	Prbc.g_00206
OG0000103	Prad.g_01548	Prbc.g_01053
OG0000104	Prad.g_01540	Prbc.g_01065
OG0000105	Prad.g_01717	Prbc.g_01167
OG0000106	Prad.g_00739	Prbc.g_00134, Prbc.g_00641
OG0000107	Prad.g_00724	Prbc.g_00934
OG0000108	Prad.g_00027	Prbc.g_01540
OG0000109	Prad.g_00013	Prbc.g_01553
OG0000110	Prad.g_01364	Prbc.g_01654
OG0000111	Prad.g_01273	Prbc.g_01781
OG0000112	Prad.g_01109	Prbc.g_02028
OG0000113	Prad.g_01168	Prbc.g_01882, Prbc.g_00153
OG0000114	Prad.g_00245	Prbc.g_01977
OG0000115	Prad.g_00641	Prbc.g_00801
OG0000116	Prad.g_01506	Prbc.g_01457
OG0000117	Prad.g_01214	Prbc.g_00102
OG0000118	Prad.g_00616	Prbc.g_00577
OG0000119	Prad.g_00598	Prbc.g_00650
OG0000120	Prad.g_00564	Prbc.g_01753
OG0000121	Prad.g_00513	Prbc.g_00711
OG0000122	Prad.g_00474	Prbc.g_00750
OG0000123	Prad.g_00800	Prbc.g_00277
OG0000124	Prad.g_01616	Prbc.g_00193
OG0000125	Prad.g_01580	Prbc.g_00997
OG0000126	Prad.g_01541	Prbc.g_01063
OG0000128	Prad.g_01975	Prbc.g_01081
OG0000129	Prad.g_01943	Prbc.g_01122
OG0000130	Prad.g_01924	Prbc.g_00504
OG0000131	Prad.g_01846	Prbc.g_00426
OG0000132	Prad.g_01827	Prbc.g_00407
OG0000133	Prad.g_01669	Prbc.g_01214
OG0000134	Prad.g_00754	Prbc.g_01270
OG0000135	Prad.g_00727	Prbc.g_02198, Prbc.g_02183
OG0000136	Prad.g_00066	Prbc.g_01502
OG0000137	Prad.g_00032	Prbc.g_01534
OG0000138	Prad.g_00012	Prbc.g_01554
OG0000139	Prad.g_00092	Prbc.g_01616
OG0000140	Prad.g_00091	Prbc.g_01617
OG0000141	Prad.g_01396	Prbc.g_01684
OG0000142	Prad.g_01424	Prbc.g_01712
OG0000143	Prad.g_01428	Prbc.g_01716
OG0000144	Prad.g_01226	Prbc.g_01729
OG0000145	Prad.g_01107	Prbc.g_02142
OG0000146	Prad.g_01110	Prbc.g_02027
OG0000147	Prad.g_01111	Prbc.g_02026
OG0000148	Prad.g_01162	Prbc.g_01876
OG0000149	Prad.g_00301	Prbc.g_01908
OG0000150	Prad.g_00293	Prbc.g_01916
OG0000151	Prad.g_00235	Prbc.g_01988
OG0000152	Prad.g_00186	Prbc.g_02036
OG0000153	Prad.g_00167	Prbc.g_02054
OG0000154	Prad.g_00139	Prbc.g_02083
OG0000155	Prad.g_01476	Prbc.g_01424
OG0000156	Prad.g_00359	Prbc.g_00555
OG0000157	Prad.g_00360	Prbc.g_00556
OG0000158	Prad.g_00567	Prbc.g_00228
OG0000160	Prad.g_00514	Prbc.g_00710
OG0000161	Prad.g_00508	Prbc.g_00716
OG0000162	Prad.g_00502	Prbc.g_00722
OG0000163	Prad.g_00467	Prbc.g_00758
OG0000164	Prad.g_00917	Prbc.g_00854
OG0000165	Prad.g_00910	Prbc.g_00862
OG0000166	Prad.g_00843	Prbc.g_00321
OG0000167	Prad.g_00777	Prbc.g_00238
OG0000168	Prad.g_00767	Prbc.g_00227
OG0000169	Prad.g_01637	Prbc.g_00217
OG0000170	Prad.g_01635	Prbc.g_00215
OG0000171	Prad.g_01617	Prbc.g_00194
OG0000172	Prad.g_01609	Prbc.g_00967
OG0000173	Prad.g_01594	Prbc.g_00982
OG0000174	Prad.g_01566	Prbc.g_01013
OG0000175	Prad.g_01556	Prbc.g_01044
OG0000176	Prad.g_01532	Prbc.g_01074
OG0000177	Prad.g_01531	Prbc.g_01075
OG0000178	Prad.g_01530	Prbc.g_01076
OG0000179	Prad.g_01970	Prbc.g_01086
OG0000180	Prad.g_01969	Prbc.g_01087
OG0000181	Prad.g_01968	Prbc.g_01088
OG0000182	Prad.g_01967	Prbc.g_01089
OG0000183	Prad.g_01963	Prbc.g_01093
OG0000184	Prad.g_01940	Prbc.g_01124
OG0000185	Prad.g_01937	Prbc.g_01127
OG0000186	Prad.g_01929	Prbc.g_00509
OG0000187	Prad.g_01928	Prbc.g_00508
OG0000188	Prad.g_01911	Prbc.g_00491
OG0000189	Prad.g_01897	Prbc.g_00477
OG0000190	Prad.g_01896	Prbc.g_00476
OG0000191	Prad.g_01876	Prbc.g_00453
OG0000192	Prad.g_01872	Prbc.g_00449
OG0000193	Prad.g_01845	Prbc.g_00425
OG0000194	Prad.g_01842	Prbc.g_00422
OG0000195	Prad.g_01840	Prbc.g_00420
OG0000196	Prad.g_01830	Prbc.g_00410
OG0000197	Prad.g_01829	Prbc.g_00409
OG0000198	Prad.g_01828	Prbc.g_00408
OG0000199	Prad.g_01821	Prbc.g_00401
OG0000200	Prad.g_01807	Prbc.g_00388
OG0000201	Prad.g_01799	Prbc.g_00379
OG0000202	Prad.g_01798	Prbc.g_00378
OG0000203	Prad.g_01797	Prbc.g_00377
OG0000204	Prad.g_01796	Prbc.g_00376
OG0000205	Prad.g_01789	Prbc.g_00369
OG0000206	Prad.g_01784	Prbc.g_00365
OG0000207	Prad.g_01782	Prbc.g_00363
OG0000208	Prad.g_01781	Prbc.g_00362
OG0000209	Prad.g_01772	Prbc.g_00352
OG0000210	Prad.g_01771	Prbc.g_00351
OG0000211	Prad.g_01758	Prbc.g_00337
OG0000212	Prad.g_01751	Prbc.g_00329
OG0000213	Prad.g_01734	Prbc.g_01153
OG0000214	Prad.g_01724	Prbc.g_01161
OG0000215	Prad.g_01699	Prbc.g_01185
OG0000216	Prad.g_01697	Prbc.g_01186
OG0000217	Prad.g_01694	Prbc.g_01189
OG0000218	Prad.g_01692	Prbc.g_01191
OG0000219	Prad.g_01691	Prbc.g_01192
OG0000220	Prad.g_01690	Prbc.g_01193
OG0000221	Prad.g_01689	Prbc.g_01194
OG0000222	Prad.g_01681	Prbc.g_01202
OG0000223	Prad.g_01668	Prbc.g_01215
OG0000224	Prad.g_01666	Prbc.g_01217
OG0000225	Prad.g_01645	Prbc.g_01257
OG0000226	Prad.g_00761	Prbc.g_01261
OG0000227	Prad.g_00759	Prbc.g_01263
OG0000228	Prad.g_00756	Prbc.g_01267
OG0000229	Prad.g_00666	Prbc.g_01497
OG0000230	Prad.g_00069	Prbc.g_01499
OG0000231	Prad.g_00058	Prbc.g_01510
OG0000232	Prad.g_00049	Prbc.g_01518
OG0000233	Prad.g_00043	Prbc.g_01526
OG0000234	Prad.g_00031	Prbc.g_01535
OG0000235	Prad.g_00028	Prbc.g_01539
OG0000236	Prad.g_00014	Prbc.g_01552
OG0000237	Prad.g_00123	Prbc.g_01586
OG0000238	Prad.g_00117	Prbc.g_01592
OG0000239	Prad.g_00104	Prbc.g_01604
OG0000240	Prad.g_00103	Prbc.g_01605
OG0000241	Prad.g_00099	Prbc.g_01609
OG0000242	Prad.g_00097	Prbc.g_01611
OG0000243	Prad.g_01333	Prbc.g_01622
OG0000244	Prad.g_01336	Prbc.g_01626
OG0000245	Prad.g_01338	Prbc.g_01628
OG0000246	Prad.g_01342	Prbc.g_01632
OG0000247	Prad.g_01352	Prbc.g_01642
OG0000248	Prad.g_01354	Prbc.g_01644
OG0000249	Prad.g_01356	Prbc.g_01646
OG0000250	Prad.g_01361	Prbc.g_01651
OG0000251	Prad.g_01380	Prbc.g_01667
OG0000252	Prad.g_01383	Prbc.g_01669
OG0000253	Prad.g_01384	Prbc.g_01671
OG0000254	Prad.g_01400	Prbc.g_01688
OG0000255	Prad.g_01406	Prbc.g_01694
OG0000256	Prad.g_01416	Prbc.g_01704
OG0000257	Prad.g_01419	Prbc.g_01707
OG0000258	Prad.g_01432	Prbc.g_01720
OG0000259	Prad.g_01234	Prbc.g_01737
OG0000260	Prad.g_01237	Prbc.g_01740
OG0000261	Prad.g_01239	Prbc.g_01743
OG0000262	Prad.g_01243	Prbc.g_01748
OG0000263	Prad.g_01255	Prbc.g_01762
OG0000264	Prad.g_01265	Prbc.g_01773
OG0000265	Prad.g_01049	Prbc.g_01787
OG0000266	Prad.g_01059	Prbc.g_01797
OG0000267	Prad.g_01070	Prbc.g_01810
OG0000268	Prad.g_01071	Prbc.g_01811
OG0000269	Prad.g_01141	Prbc.g_01853
OG0000270	Prad.g_01144	Prbc.g_01856
OG0000271	Prad.g_01152	Prbc.g_01864
OG0000272	Prad.g_01153	Prbc.g_01865
OG0000273	Prad.g_01176	Prbc.g_01890
OG0000274	Prad.g_01177	Prbc.g_01891
OG0000275	Prad.g_01180	Prbc.g_01893
OG0000276	Prad.g_01185	Prbc.g_01899
OG0000277	Prad.g_00308	Prbc.g_01900
OG0000278	Prad.g_00305	Prbc.g_01904
OG0000279	Prad.g_00298	Prbc.g_01911
OG0000280	Prad.g_00297	Prbc.g_00068
OG0000281	Prad.g_00292	Prbc.g_01917
OG0000282	Prad.g_00243	Prbc.g_01979
OG0000283	Prad.g_00209	Prbc.g_02010
OG0000284	Prad.g_00204	Prbc.g_02015
OG0000285	Prad.g_00199	Prbc.g_02020
OG0000286	Prad.g_00187	Prbc.g_02035
OG0000287	Prad.g_00170	Prbc.g_02190
OG0000288	Prad.g_00140	Prbc.g_02082
OG0000289	Prad.g_01035	Prbc.g_02094
OG0000290	Prad.g_01021	Prbc.g_02110
OG0000291	Prad.g_01019	Prbc.g_02112
OG0000292	Prad.g_00972	Prbc.g_00173
OG0000293	Prad.g_01505	Prbc.g_01456
OG0000294	Prad.g_01504	Prbc.g_01455
OG0000295	Prad.g_01484	Prbc.g_01431
OG0000296	Prad.g_01482	Prbc.g_01429
OG0000297	Prad.g_01474	Prbc.g_01421
OG0000298	Prad.g_01473	Prbc.g_01420
OG0000299	Prad.g_01455	Prbc.g_01401
OG0000300	Prad.g_01452	Prbc.g_01398
OG0000301	Prad.g_01451	Prbc.g_01397
OG0000302	Prad.g_01449	Prbc.g_01395
OG0000303	Prad.g_01442	Prbc.g_01390
OG0000304	Prad.g_01438	Prbc.g_01387
OG0000305	Prad.g_00602	Prbc.g_00810
OG0000306	Prad.g_00599	Prbc.g_01921
OG0000307	Prad.g_00585	Prbc.g_00666
OG0000308	Prad.g_00584	Prbc.g_00667
OG0000309	Prad.g_00580	Prbc.g_00671
OG0000310	Prad.g_00530	Prbc.g_00693
OG0000311	Prad.g_00528	Prbc.g_00695
OG0000312	Prad.g_00525	Prbc.g_00698
OG0000313	Prad.g_00511	Prbc.g_00713
OG0000314	Prad.g_00487	Prbc.g_00734
OG0000315	Prad.g_00477	Prbc.g_00744
OG0000316	Prad.g_00457	Prbc.g_00768
OG0000317	Prad.g_00943	Prbc.g_00830
OG0000318	Prad.g_00940	Prbc.g_00833
OG0000319	Prad.g_00927	Prbc.g_00844
OG0000320	Prad.g_00925	Prbc.g_00846
OG0000321	Prad.g_00924	Prbc.g_00847
OG0000322	Prad.g_00923	Prbc.g_00848
OG0000323	Prad.g_00914	Prbc.g_00857
OG0000324	Prad.g_00887	Prbc.g_00884
OG0000325	Prad.g_00878	Prbc.g_00935
OG0000326	Prad.g_00872	Prbc.g_00941
OG0000327	Prad.g_00848	Prbc.g_00326
OG0000328	Prad.g_00847	Prbc.g_00325
OG0000329	Prad.g_00830	Prbc.g_00308
OG0000330	Prad.g_00829	Prbc.g_00307
OG0000331	Prad.g_00828	Prbc.g_00306
OG0000332	Prad.g_00814	Prbc.g_00292
OG0000333	Prad.g_00812	Prbc.g_00290
OG0000334	Prad.g_00804	Prbc.g_00281
OG0000335	Prad.g_00799	Prbc.g_00276
OG0000336	Prad.g_00795	Prbc.g_00272
OG0000337	Prad.g_00779	Prbc.g_00241
OG0000338	Prad.g_00778	Prbc.g_00240
OG0000339	Prad.g_00774	Prbc.g_00235
OG0000340	Prad.g_00766, Prad.g_01294	Prbc.g_00226
OG0000341	Prad.g_00764	Prbc.g_00224
OG0000342	Prad.g_00763	Prbc.g_00223
OG0000343	Prad.g_00762	Prbc.g_00222
OG0000344	Prad.g_01639	Prbc.g_00219
OG0000345	Prad.g_01634	Prbc.g_00214
OG0000346	Prad.g_01630	Prbc.g_00210
OG0000347	Prad.g_01615	Prbc.g_00190
OG0000348	Prad.g_01606	Prbc.g_00970
OG0000349	Prad.g_01589	Prbc.g_00988
OG0000350	Prad.g_01570	Prbc.g_01009
OG0000351	Prad.g_01553	Prbc.g_01047
OG0000352	Prad.g_01552	Prbc.g_01048
OG0000353	Prad.g_01537	Prbc.g_01068
OG0000355	Prad.g_01535	Prbc.g_01071
OG0000356	Prad.g_01534	Prbc.g_01072
OG0000357	Prad.g_01533	Prbc.g_01073
OG0000358	Prad.g_01529	Prbc.g_01077
OG0000359	Prad.g_01528	Prbc.g_01078
OG0000360	Prad.g_01527	Prbc.g_01079
OG0000361	Prad.g_01976	Prbc.g_01080
OG0000362	Prad.g_01974	Prbc.g_01082
OG0000363	Prad.g_01972	Prbc.g_01084
OG0000364	Prad.g_01971	Prbc.g_01085
OG0000365	Prad.g_01966	Prbc.g_01090
OG0000366	Prad.g_01965	Prbc.g_01091
OG0000367	Prad.g_01964	Prbc.g_01092
OG0000368	Prad.g_01962	Prbc.g_01094
OG0000369	Prad.g_01961	Prbc.g_01095
OG0000370	Prad.g_01960	Prbc.g_01096
OG0000371	Prad.g_01954	Prbc.g_01102
OG0000372	Prad.g_01951	Prbc.g_01104
OG0000373	Prad.g_01950	Prbc.g_01105
OG0000374	Prad.g_01949	Prbc.g_01106
OG0000375	Prad.g_01947	Prbc.g_01118
OG0000376	Prad.g_01945	Prbc.g_01120
OG0000377	Prad.g_01941	Prbc.g_01123
OG0000378	Prad.g_01939	Prbc.g_01125
OG0000379	Prad.g_01936	Prbc.g_01128
OG0000380	Prad.g_01927	Prbc.g_00507
OG0000381	Prad.g_01923	Prbc.g_00503
OG0000382	Prad.g_01912	Prbc.g_00492
OG0000383	Prad.g_01910	Prbc.g_00490
OG0000384	Prad.g_01909	Prbc.g_00489
OG0000385	Prad.g_01908	Prbc.g_00488
OG0000386	Prad.g_01907	Prbc.g_00487
OG0000387	Prad.g_01894	Prbc.g_00474
OG0000388	Prad.g_01891	Prbc.g_00470
OG0000389	Prad.g_01887	Prbc.g_00467
OG0000390	Prad.g_01880, Prad.g_00011	Prbc.g_00458
OG0000391	Prad.g_01877	Prbc.g_00454
OG0000392	Prad.g_01873	Prbc.g_00451
OG0000393	Prad.g_01871	Prbc.g_00448
OG0000394	Prad.g_01870	Prbc.g_00447
OG0000395	Prad.g_01869	Prbc.g_00446
OG0000396	Prad.g_01866	Prbc.g_00443
OG0000397	Prad.g_01864	Prbc.g_00441
OG0000398	Prad.g_01862	Prbc.g_00438
OG0000399	Prad.g_01861	Prbc.g_00437
OG0000400	Prad.g_01860	Prbc.g_00436
OG0000401	Prad.g_01859	Prbc.g_00435
OG0000402	Prad.g_01857	Prbc.g_02145
OG0000403	Prad.g_01856	Prbc.g_00434
OG0000404	Prad.g_01855	Prbc.g_00433
OG0000405	Prad.g_01851	Prbc.g_00428
OG0000406	Prad.g_01844	Prbc.g_00424
OG0000407	Prad.g_01843	Prbc.g_00423
OG0000408	Prad.g_01841	Prbc.g_00421
OG0000409	Prad.g_01839	Prbc.g_00419
OG0000410	Prad.g_01838	Prbc.g_00418
OG0000411	Prad.g_01837	Prbc.g_00417
OG0000412	Prad.g_01836	Prbc.g_00416
OG0000413	Prad.g_01835	Prbc.g_00415
OG0000414	Prad.g_01834	Prbc.g_00414
OG0000415	Prad.g_01833	Prbc.g_00413
OG0000416	Prad.g_01832	Prbc.g_00412
OG0000417	Prad.g_01831	Prbc.g_00411
OG0000418	Prad.g_01826	Prbc.g_00406
OG0000419	Prad.g_01824	Prbc.g_00404
OG0000420	Prad.g_01823	Prbc.g_00403
OG0000421	Prad.g_01818	Prbc.g_00399
OG0000422	Prad.g_01817	Prbc.g_00398
OG0000423	Prad.g_01816	Prbc.g_00397
OG0000424	Prad.g_01815	Prbc.g_00396
OG0000425	Prad.g_01814	Prbc.g_00395
OG0000426	Prad.g_01813	Prbc.g_00394
OG0000427	Prad.g_01812	Prbc.g_00393
OG0000428	Prad.g_01810	Prbc.g_00391
OG0000429	Prad.g_01809	Prbc.g_00390
OG0000430	Prad.g_01808	Prbc.g_00389
OG0000431	Prad.g_01806	Prbc.g_00387
OG0000432	Prad.g_01803	Prbc.g_00383
OG0000433	Prad.g_01802	Prbc.g_00382
OG0000434	Prad.g_01801	Prbc.g_00381
OG0000435	Prad.g_01800	Prbc.g_00380
OG0000436	Prad.g_01795	Prbc.g_00375
OG0000437	Prad.g_01794	Prbc.g_00374
OG0000438	Prad.g_01793	Prbc.g_00373
OG0000439	Prad.g_01791	Prbc.g_00371
OG0000440	Prad.g_01790	Prbc.g_00370
OG0000441	Prad.g_01787	Prbc.g_00368
OG0000442	Prad.g_01786	Prbc.g_00367
OG0000443	Prad.g_01785	Prbc.g_00366
OG0000444	Prad.g_01780	Prbc.g_00361
OG0000445	Prad.g_01779	Prbc.g_00360
OG0000446	Prad.g_01778	Prbc.g_00358
OG0000447	Prad.g_01777	Prbc.g_00357
OG0000448	Prad.g_01776	Prbc.g_00356
OG0000449	Prad.g_01775	Prbc.g_00355
OG0000450	Prad.g_01774	Prbc.g_00354
OG0000451	Prad.g_01773	Prbc.g_00353
OG0000452	Prad.g_01770	Prbc.g_00350
OG0000453	Prad.g_01769	Prbc.g_00349
OG0000454	Prad.g_01768	Prbc.g_00348
OG0000455	Prad.g_01767	Prbc.g_00347
OG0000456	Prad.g_01766	Prbc.g_00346
OG0000457	Prad.g_01765	Prbc.g_00345
OG0000458	Prad.g_01764	Prbc.g_00344
OG0000459	Prad.g_01763	Prbc.g_00343
OG0000460	Prad.g_01756	Prbc.g_00335
OG0000461	Prad.g_01749	Prbc.g_01140
OG0000462	Prad.g_01747	Prbc.g_01142
OG0000463	Prad.g_01746	Prbc.g_01143
OG0000464	Prad.g_01745	Prbc.g_01144
OG0000465	Prad.g_01744	Prbc.g_01145
OG0000466	Prad.g_01741	Prbc.g_01146
OG0000467	Prad.g_01740	Prbc.g_01147
OG0000468	Prad.g_01738	Prbc.g_01149
OG0000469	Prad.g_01729	Prbc.g_01156
OG0000470	Prad.g_01727	Prbc.g_01158
OG0000471	Prad.g_01726	Prbc.g_01159
OG0000472	Prad.g_01725	Prbc.g_01160
OG0000473	Prad.g_01723	Prbc.g_01162
OG0000474	Prad.g_01722	Prbc.g_01163
OG0000475	Prad.g_01721	Prbc.g_01164
OG0000476	Prad.g_01720	Prbc.g_01166
OG0000477	Prad.g_01716	Prbc.g_01168
OG0000478	Prad.g_01715	Prbc.g_01169
OG0000479	Prad.g_01714	Prbc.g_01170
OG0000480	Prad.g_01709	Prbc.g_01175
OG0000481	Prad.g_01707	Prbc.g_01177
OG0000482	Prad.g_01706	Prbc.g_01178
OG0000483	Prad.g_01703	Prbc.g_01181
OG0000484	Prad.g_01702	Prbc.g_01182
OG0000485	Prad.g_01701	Prbc.g_01183
OG0000486	Prad.g_01700	Prbc.g_01184
OG0000487	Prad.g_01696	Prbc.g_01187
OG0000488	Prad.g_01693	Prbc.g_01190
OG0000489	Prad.g_01688	Prbc.g_01195
OG0000490	Prad.g_01683	Prbc.g_01200
OG0000491	Prad.g_01682	Prbc.g_01201
OG0000492	Prad.g_01680	Prbc.g_01203
OG0000493	Prad.g_01679	Prbc.g_01204
OG0000494	Prad.g_01678	Prbc.g_01205
OG0000495	Prad.g_01677	Prbc.g_01206
OG0000496	Prad.g_01676	Prbc.g_01207
OG0000497	Prad.g_01675	Prbc.g_01208
OG0000498	Prad.g_01674	Prbc.g_01209
OG0000499	Prad.g_01673	Prbc.g_01210
OG0000500	Prad.g_01672	Prbc.g_01211
OG0000501	Prad.g_01670	Prbc.g_01213
OG0000502	Prad.g_01667	Prbc.g_01216
OG0000503	Prad.g_01657	Prbc.g_01246
OG0000504	Prad.g_01656	Prbc.g_01248
OG0000505	Prad.g_01655	Prbc.g_01249
OG0000506	Prad.g_01653	Prbc.g_01250
OG0000507	Prad.g_01650	Prbc.g_01253
OG0000508	Prad.g_01646	Prbc.g_01256
OG0000509	Prad.g_01644	Prbc.g_01258
OG0000510	Prad.g_01643	Prbc.g_01259
OG0000511	Prad.g_01642	Prbc.g_01260
OG0000512	Prad.g_00760	Prbc.g_01262
OG0000513	Prad.g_00753	Prbc.g_01271
OG0000514	Prad.g_00671	Prbc.g_01492
OG0000515	Prad.g_00670	Prbc.g_01493
OG0000516	Prad.g_00669	Prbc.g_01494
OG0000517	Prad.g_00667	Prbc.g_01496
OG0000518	Prad.g_00061	Prbc.g_01507
OG0000519	Prad.g_00060	Prbc.g_01508
OG0000520	Prad.g_00059	Prbc.g_01509
OG0000521	Prad.g_00054	Prbc.g_01514
OG0000522	Prad.g_00052	Prbc.g_01516
OG0000523	Prad.g_00051	Prbc.g_01517
OG0000524	Prad.g_00045	Prbc.g_01524
OG0000525	Prad.g_00042	Prbc.g_01528
OG0000526	Prad.g_00041	Prbc.g_01529
OG0000527	Prad.g_00034	Prbc.g_01532
OG0000528	Prad.g_00029	Prbc.g_01538
OG0000529	Prad.g_00026	Prbc.g_01541
OG0000530	Prad.g_00023	Prbc.g_01544
OG0000531	Prad.g_00022	Prbc.g_01545
OG0000532	Prad.g_00020	Prbc.g_01546
OG0000533	Prad.g_00019	Prbc.g_01547
OG0000534	Prad.g_00018	Prbc.g_01548
OG0000535	Prad.g_00017	Prbc.g_01549
OG0000536	Prad.g_00016	Prbc.g_01550
OG0000537	Prad.g_00015	Prbc.g_01551
OG0000538	Prad.g_00129	Prbc.g_01580
OG0000539	Prad.g_00128	Prbc.g_01581
OG0000540	Prad.g_00127	Prbc.g_01582
OG0000541	Prad.g_00126	Prbc.g_01583
OG0000542	Prad.g_00124	Prbc.g_01585
OG0000543	Prad.g_00122	Prbc.g_01587
OG0000544	Prad.g_00121	Prbc.g_01588
OG0000545	Prad.g_00119	Prbc.g_01590
OG0000546	Prad.g_00116	Prbc.g_01593
