Orthogroup	Prax	Prbc
OG0000237	Prax.g_01071	Prbc.g_00424
OG0000238	Prax.g_01070	Prbc.g_00423
OG0000239	Prax.g_01069	Prbc.g_00422
OG0000240	Prax.g_01067	Prbc.g_00420
OG0000241	Prax.g_01066	Prbc.g_00419
OG0000242	Prax.g_01065	Prbc.g_00418
OG0000243	Prax.g_01064	Prbc.g_00417
OG0000244	Prax.g_01063	Prbc.g_00416
OG0000245	Prax.g_01062	Prbc.g_00415
OG0000246	Prax.g_01060	Prbc.g_00413
OG0000247	Prax.g_01059	Prbc.g_00412
OG0000248	Prax.g_01058	Prbc.g_00411
OG0000249	Prax.g_01057	Prbc.g_00410
OG0000250	Prax.g_01056	Prbc.g_00409
OG0000251	Prax.g_01055	Prbc.g_00408
OG0000252	Prax.g_01054	Prbc.g_00407
OG0000253	Prax.g_01053	Prbc.g_00406
OG0000254	Prax.g_01051	Prbc.g_00404
OG0000255	Prax.g_01050	Prbc.g_00403
OG0000256	Prax.g_01047	Prbc.g_00400
OG0000257	Prax.g_01045	Prbc.g_00399
OG0000258	Prax.g_01044	Prbc.g_00398
OG0000259	Prax.g_01043	Prbc.g_00397
OG0000260	Prax.g_01042	Prbc.g_00396
OG0000261	Prax.g_01041	Prbc.g_00395
OG0000262	Prax.g_01040	Prbc.g_00394
OG0000263	Prax.g_01039	Prbc.g_00393
OG0000264	Prax.g_01037	Prbc.g_00391
OG0000265	Prax.g_01036	Prbc.g_00390
OG0000266	Prax.g_01035	Prbc.g_00389
OG0000267	Prax.g_01033	Prbc.g_00387
OG0000268	Prax.g_01032	Prbc.g_00385
OG0000269	Prax.g_01031	Prbc.g_00384
OG0000270	Prax.g_01030	Prbc.g_00383
OG0000271	Prax.g_01029	Prbc.g_00382
OG0000272	Prax.g_01028	Prbc.g_00381
OG0000273	Prax.g_01027	Prbc.g_00380
OG0000274	Prax.g_01026	Prbc.g_00379
OG0000275	Prax.g_01025	Prbc.g_00378
OG0000276	Prax.g_01024	Prbc.g_00377
OG0000277	Prax.g_01023	Prbc.g_00376
OG0000278	Prax.g_01022	Prbc.g_00375
OG0000279	Prax.g_01021	Prbc.g_00374
OG0000280	Prax.g_01020	Prbc.g_00373
OG0000281	Prax.g_01018	Prbc.g_00371
OG0000282	Prax.g_01017	Prbc.g_00370
OG0000283	Prax.g_01014	Prbc.g_00368
OG0000284	Prax.g_01013	Prbc.g_00367
OG0000285	Prax.g_01012	Prbc.g_00366
OG0000286	Prax.g_01010	Prbc.g_00364
OG0000287	Prax.g_01009	Prbc.g_00363
OG0000288	Prax.g_01008	Prbc.g_00362
OG0000289	Prax.g_01007	Prbc.g_00361
OG0000290	Prax.g_01006	Prbc.g_00360
OG0000291	Prax.g_01005	Prbc.g_00358
OG0000292	Prax.g_01004	Prbc.g_00357
OG0000293	Prax.g_01003	Prbc.g_00356
OG0000294	Prax.g_01002	Prbc.g_00355
OG0000295	Prax.g_01001	Prbc.g_00354
OG0000296	Prax.g_01000	Prbc.g_00353
OG0000297	Prax.g_00999	Prbc.g_00352
OG0000298	Prax.g_00998	Prbc.g_00351
OG0000299	Prax.g_00997	Prbc.g_00350
OG0000300	Prax.g_00996	Prbc.g_00349
OG0000301	Prax.g_00995	Prbc.g_00348
OG0000302	Prax.g_00994	Prbc.g_00347
OG0000303	Prax.g_00993	Prbc.g_00346
OG0000304	Prax.g_00992	Prbc.g_00345
OG0000305	Prax.g_00991	Prbc.g_00344
OG0000306	Prax.g_00990	Prbc.g_00343
OG0000307	Prax.g_00989	Prbc.g_00342
OG0000308	Prax.g_00988	Prbc.g_00341
OG0000309	Prax.g_00987	Prbc.g_00340
OG0000310	Prax.g_00986	Prbc.g_00339
OG0000311	Prax.g_00985	Prbc.g_00337
OG0000312	Prax.g_00983	Prbc.g_00335
OG0000313	Prax.g_00982	Prbc.g_00334
OG0000314	Prax.g_00979	Prbc.g_00330
OG0000315	Prax.g_00978	Prbc.g_00329
OG0000316	Prax.g_00933	Prbc.g_01140
OG0000317	Prax.g_00931	Prbc.g_01142
OG0000318	Prax.g_00930	Prbc.g_01143
OG0000319	Prax.g_00929	Prbc.g_01144
OG0000320	Prax.g_00928	Prbc.g_01145
OG0000321	Prax.g_00925	Prbc.g_01146
OG0000322	Prax.g_00922	Prbc.g_01149
OG0000323	Prax.g_00921	Prbc.g_01150
OG0000324	Prax.g_00918	Prbc.g_01153
OG0000325	Prax.g_00916	Prbc.g_01154
OG0000326	Prax.g_00915	Prbc.g_01155
OG0000327	Prax.g_00913	Prbc.g_01156
OG0000328	Prax.g_00912	Prbc.g_01157
OG0000329	Prax.g_00911	Prbc.g_01158
OG0000330	Prax.g_00910	Prbc.g_01159
OG0000331	Prax.g_00909	Prbc.g_01160
OG0000332	Prax.g_00908	Prbc.g_01161
OG0000333	Prax.g_00907	Prbc.g_01162
OG0000334	Prax.g_00906	Prbc.g_01163
OG0000335	Prax.g_00905	Prbc.g_01164
OG0000336	Prax.g_00904	Prbc.g_01166
OG0000337	Prax.g_00900	Prbc.g_01168
OG0000338	Prax.g_00899	Prbc.g_01169
OG0000339	Prax.g_00898	Prbc.g_01170
OG0000340	Prax.g_00897	Prbc.g_01171
OG0000341	Prax.g_00893	Prbc.g_01175
OG0000342	Prax.g_00892	Prbc.g_01176
OG0000343	Prax.g_00890	Prbc.g_01178
OG0000344	Prax.g_00889	Prbc.g_01179
OG0000345	Prax.g_00888	Prbc.g_01180
OG0000346	Prax.g_00887	Prbc.g_01181
OG0000347	Prax.g_00886	Prbc.g_01182
OG0000348	Prax.g_00885	Prbc.g_01183
OG0000349	Prax.g_00884	Prbc.g_01184
OG0000350	Prax.g_00883	Prbc.g_01185
OG0000351	Prax.g_00880	Prbc.g_01187
OG0000352	Prax.g_00877	Prbc.g_01190
OG0000353	Prax.g_00876	Prbc.g_01191
OG0000354	Prax.g_00875	Prbc.g_01192
OG0000355	Prax.g_00874	Prbc.g_01193
OG0000356	Prax.g_00873	Prbc.g_01194
OG0000357	Prax.g_00872	Prbc.g_01195
OG0000358	Prax.g_00871	Prbc.g_01196
OG0000359	Prax.g_00870	Prbc.g_01197
OG0000360	Prax.g_00867	Prbc.g_01200
OG0000361	Prax.g_00866	Prbc.g_01201
OG0000362	Prax.g_00865	Prbc.g_01202
OG0000363	Prax.g_00864	Prbc.g_01203
OG0000364	Prax.g_00863	Prbc.g_01204
OG0000365	Prax.g_00862	Prbc.g_01205
OG0000366	Prax.g_00861	Prbc.g_01206
OG0000367	Prax.g_00860	Prbc.g_01207
OG0000368	Prax.g_00859	Prbc.g_01208
OG0000369	Prax.g_00858	Prbc.g_01209
OG0000370	Prax.g_00857	Prbc.g_01210
OG0000371	Prax.g_00856	Prbc.g_01211
OG0000372	Prax.g_00854	Prbc.g_01213
OG0000373	Prax.g_00850	Prbc.g_01215
OG0000374	Prax.g_00849	Prbc.g_01216
OG0000375	Prax.g_00848	Prbc.g_01217
OG0000376	Prax.g_00846	Prbc.g_01219
OG0000377	Prax.g_00845	Prbc.g_01225
OG0000378	Prax.g_00844	Prbc.g_01813
OG0000379	Prax.g_00839	Prbc.g_01246
OG0000380	Prax.g_00838	Prbc.g_01248
OG0000381	Prax.g_00837	Prbc.g_01249
OG0000382	Prax.g_00835	Prbc.g_01250
OG0000383	Prax.g_00832	Prbc.g_01253
OG0000384	Prax.g_00831	Prbc.g_01254
OG0000385	Prax.g_00828	Prbc.g_01256
OG0000386	Prax.g_00827	Prbc.g_01257
OG0000387	Prax.g_00826	Prbc.g_01258
OG0000388	Prax.g_00825	Prbc.g_01259
OG0000389	Prax.g_00824	Prbc.g_01260
OG0000390	Prax.g_00823	Prbc.g_01261
OG0000391	Prax.g_00822	Prbc.g_01262
OG0000392	Prax.g_00821	Prbc.g_01263
OG0000393	Prax.g_00818	Prbc.g_01267
OG0000394	Prax.g_00817	Prbc.g_01268
OG0000395	Prax.g_00815	Prbc.g_01271
OG0000396	Prax.g_00814	Prbc.g_01912
OG0000397	Prax.g_00802	Prbc.g_02137
OG0000398	Prax.g_00795	Prbc.g_02168
OG0000399	Prax.g_00794	Prbc.g_01317
OG0000400	Prax.g_00790	Prbc.g_00934
OG0000401	Prax.g_00769	Prbc.g_01492
OG0000402	Prax.g_00768	Prbc.g_01493
OG0000403	Prax.g_00767	Prbc.g_01494
OG0000404	Prax.g_00765	Prbc.g_01496
OG0000405	Prax.g_00764	Prbc.g_01497
OG0000406	Prax.g_00762	Prbc.g_01499
OG0000407	Prax.g_00761	Prbc.g_01500
OG0000408	Prax.g_00760	Prbc.g_01501
OG0000409	Prax.g_00759	Prbc.g_01502
OG0000410	Prax.g_00758	Prbc.g_01503
OG0000411	Prax.g_00757	Prbc.g_01504
OG0000412	Prax.g_00756	Prbc.g_01505
OG0000413	Prax.g_00755	Prbc.g_01506
OG0000414	Prax.g_00754	Prbc.g_01507
OG0000415	Prax.g_00753	Prbc.g_01508
OG0000416	Prax.g_00752	Prbc.g_01509
OG0000417	Prax.g_00751	Prbc.g_01510
OG0000418	Prax.g_00750	Prbc.g_01511
OG0000419	Prax.g_00749	Prbc.g_01512
OG0000420	Prax.g_00748	Prbc.g_01513
OG0000421	Prax.g_00747	Prbc.g_01514
OG0000422	Prax.g_00746	Prbc.g_01516
OG0000423	Prax.g_00745	Prbc.g_01517
OG0000424	Prax.g_00743	Prbc.g_01518
OG0000425	Prax.g_00740	Prbc.g_01524
OG0000426	Prax.g_00739	Prbc.g_01525
OG0000427	Prax.g_00738	Prbc.g_01526
OG0000428	Prax.g_00737	Prbc.g_01528
OG0000429	Prax.g_00736	Prbc.g_01529
OG0000430	Prax.g_00731	Prbc.g_01531
OG0000431	Prax.g_00729	Prbc.g_01532
OG0000432	Prax.g_00728	Prbc.g_01533
OG0000433	Prax.g_00725	Prbc.g_01536
OG0000434	Prax.g_00724	Prbc.g_01538
OG0000435	Prax.g_00723	Prbc.g_01539
OG0000436	Prax.g_00721	Prbc.g_01541
OG0000437	Prax.g_00719	Prbc.g_01543
OG0000438	Prax.g_00718	Prbc.g_01544
OG0000439	Prax.g_00717	Prbc.g_01545
OG0000440	Prax.g_00715	Prbc.g_01546
OG0000441	Prax.g_00714	Prbc.g_01547
OG0000442	Prax.g_00713	Prbc.g_01548
OG0000443	Prax.g_00712	Prbc.g_01549
OG0000444	Prax.g_00711	Prbc.g_01550
OG0000445	Prax.g_00709	Prbc.g_01551
OG0000446	Prax.g_00708	Prbc.g_01552
OG0000447	Prax.g_00707	Prbc.g_01553
OG0000448	Prax.g_00706	Prbc.g_01554
OG0000449	Prax.g_00701	Prbc.g_01580
OG0000450	Prax.g_00700	Prbc.g_01581
OG0000451	Prax.g_00699	Prbc.g_01582
OG0000452	Prax.g_00698	Prbc.g_01583
OG0000453	Prax.g_00696	Prbc.g_01585
OG0000454	Prax.g_00695	Prbc.g_01586
OG0000455	Prax.g_00694	Prbc.g_01587
OG0000456	Prax.g_00693	Prbc.g_01588
OG0000457	Prax.g_00691	Prbc.g_01590
OG0000458	Prax.g_00689	Prbc.g_01592
OG0000459	Prax.g_00688	Prbc.g_01593
OG0000460	Prax.g_00686	Prbc.g_01595
OG0000461	Prax.g_00685	Prbc.g_01596
OG0000462	Prax.g_00684	Prbc.g_01597
OG0000463	Prax.g_00683	Prbc.g_01599
OG0000464	Prax.g_00678	Prbc.g_01603
OG0000465	Prax.g_00676	Prbc.g_01604
OG0000466	Prax.g_00675	Prbc.g_01605
OG0000467	Prax.g_00674	Prbc.g_01606
OG0000468	Prax.g_00673	Prbc.g_01607
OG0000469	Prax.g_00672	Prbc.g_01608
OG0000470	Prax.g_00671	Prbc.g_01609
OG0000471	Prax.g_00670	Prbc.g_01610
OG0000472	Prax.g_00667	Prbc.g_01613
OG0000473	Prax.g_00666	Prbc.g_01614
OG0000474	Prax.g_00665	Prbc.g_01615
OG0000475	Prax.g_00664	Prbc.g_01616
OG0000476	Prax.g_00663	Prbc.g_01617
OG0000477	Prax.g_00001	Prbc.g_01619
OG0000478	Prax.g_00002	Prbc.g_01620
OG0000479	Prax.g_00003	Prbc.g_01621
OG0000480	Prax.g_00005	Prbc.g_01623
OG0000481	Prax.g_00006	Prbc.g_01624
OG0000482	Prax.g_00007	Prbc.g_01626
OG0000483	Prax.g_00008	Prbc.g_01627
OG0000484	Prax.g_00009	Prbc.g_01628
OG0000485	Prax.g_00010	Prbc.g_01629
OG0000486	Prax.g_00011	Prbc.g_01630
OG0000487	Prax.g_00012	Prbc.g_01631
OG0000488	Prax.g_00014	Prbc.g_01633
OG0000489	Prax.g_00015	Prbc.g_01634
OG0000490	Prax.g_00016	Prbc.g_01635
OG0000491	Prax.g_00017	Prbc.g_01636
OG0000492	Prax.g_00018	Prbc.g_01637
OG0000493	Prax.g_00019	Prbc.g_01638
OG0000494	Prax.g_00021	Prbc.g_01640
OG0000495	Prax.g_00022	Prbc.g_01641
OG0000496	Prax.g_00023	Prbc.g_01642
OG0000497	Prax.g_00024	Prbc.g_01643
OG0000498	Prax.g_00025	Prbc.g_01644
OG0000499	Prax.g_00027	Prbc.g_01646
OG0000500	Prax.g_00028	Prbc.g_01647
OG0000501	Prax.g_00030	Prbc.g_01649
OG0000502	Prax.g_00031	Prbc.g_01650
OG0000503	Prax.g_00032	Prbc.g_01651
OG0000504	Prax.g_00033	Prbc.g_01652
OG0000505	Prax.g_00034	Prbc.g_01653
OG0000506	Prax.g_00035	Prbc.g_01654
OG0000507	Prax.g_00036	Prbc.g_01655
OG0000508	Prax.g_00038	Prbc.g_01656
OG0000509	Prax.g_00039	Prbc.g_01657
OG0000510	Prax.g_00040	Prbc.g_01658
OG0000511	Prax.g_00041	Prbc.g_01659
OG0000512	Prax.g_00042	Prbc.g_01660
OG0000513	Prax.g_00043	Prbc.g_01661
OG0000514	Prax.g_00044	Prbc.g_01662
OG0000515	Prax.g_00046	Prbc.g_01663
OG0000516	Prax.g_00047	Prbc.g_01664
OG0000517	Prax.g_00048	Prbc.g_01665
OG0000518	Prax.g_00050	Prbc.g_01667
OG0000519	Prax.g_00051	Prbc.g_01668
OG0000520	Prax.g_00052	Prbc.g_01670
OG0000521	Prax.g_00053	Prbc.g_01669
OG0000522	Prax.g_00054	Prbc.g_01671
OG0000523	Prax.g_00055	Prbc.g_01672
OG0000524	Prax.g_00056	Prbc.g_01673
OG0000525	Prax.g_00058	Prbc.g_01675
OG0000526	Prax.g_00059	Prbc.g_01676
OG0000527	Prax.g_00060	Prbc.g_01677
OG0000528	Prax.g_00061	Prbc.g_01678
OG0000529	Prax.g_00062	Prbc.g_01679
OG0000530	Prax.g_00063	Prbc.g_01680
OG0000531	Prax.g_00064	Prbc.g_01682
OG0000532	Prax.g_00065	Prbc.g_01683
OG0000533	Prax.g_00066	Prbc.g_01684
OG0000534	Prax.g_00067	Prbc.g_01685
OG0000535	Prax.g_00068	Prbc.g_01686
OG0000536	Prax.g_00069	Prbc.g_01687
OG0000537	Prax.g_00070	Prbc.g_01688
OG0000538	Prax.g_00071	Prbc.g_01689
OG0000539	Prax.g_00072	Prbc.g_01690
OG0000540	Prax.g_00073	Prbc.g_01691
OG0000541	Prax.g_00074	Prbc.g_01692
OG0000542	Prax.g_00075	Prbc.g_01693
OG0000543	Prax.g_00076	Prbc.g_01694
OG0000544	Prax.g_00077	Prbc.g_01695
OG0000545	Prax.g_00080	Prbc.g_01698
OG0000546	Prax.g_00081	Prbc.g_01699
OG0000547	Prax.g_00083	Prbc.g_01700
OG0000548	Prax.g_00084	Prbc.g_01702
OG0000549	Prax.g_00085	Prbc.g_01703
OG0000550	Prax.g_00086	Prbc.g_01704
OG0000551	Prax.g_00087	Prbc.g_01705
OG0000552	Prax.g_00088	Prbc.g_01706
OG0000553	Prax.g_00089	Prbc.g_01707
