Orthogroup	Prax	Prad
OG0000121	Prax.g_00225	Prad.g_01470
OG0000122	Prax.g_00244	Prad.g_01451
OG0000123	Prax.g_00257	Prad.g_01438
OG0000124	Prax.g_01789	Prad.g_00076
OG0000125	Prax.g_01887	Prad.g_00616
OG0000126	Prax.g_01863	Prad.g_00594
OG0000127	Prax.g_01746	Prad.g_00528
OG0000128	Prax.g_01727	Prad.g_00514
OG0000129	Prax.g_01691	Prad.g_00477
OG0000130	Prax.g_01561	Prad.g_00943
OG0000131	Prax.g_01523	Prad.g_00905
OG0000132	Prax.g_01520	Prad.g_00902
OG0000133	Prax.g_01297	Prad.g_00848
OG0000134	Prax.g_01333	Prad.g_00812
OG0000135	Prax.g_01335	Prad.g_00810
OG0000136	Prax.g_01379	Prad.g_00766, Prad.g_01294
OG0000137	Prax.g_01411	Prad.g_01615
OG0000138	Prax.g_01447	Prad.g_01580
OG0000139	Prax.g_01473	Prad.g_01553
OG0000140	Prax.g_01491	Prad.g_01535
OG0000141	Prax.g_01492	Prad.g_01534
OG0000142	Prax.g_01494	Prad.g_01532
OG0000143	Prax.g_01495	Prad.g_01531
OG0000144	Prax.g_01497	Prad.g_01529
OG0000145	Prax.g_01498	Prad.g_01528
OG0000146	Prax.g_01499	Prad.g_01527
OG0000147	Prax.g_01975	Prad.g_01976
OG0000148	Prax.g_01973	Prad.g_01974
OG0000149	Prax.g_00299	Prad.g_01972
OG0000150	Prax.g_00298	Prad.g_01971
OG0000151	Prax.g_00297	Prad.g_01970
OG0000152	Prax.g_00296	Prad.g_01969
OG0000153	Prax.g_00295	Prad.g_01968
OG0000154	Prax.g_00294	Prad.g_01967
OG0000155	Prax.g_00293	Prad.g_01966
OG0000156	Prax.g_00292	Prad.g_01965
OG0000157	Prax.g_00291	Prad.g_01964
OG0000158	Prax.g_00289	Prad.g_01962
OG0000159	Prax.g_00288	Prad.g_01961
OG0000160	Prax.g_00287	Prad.g_01960
OG0000161	Prax.g_00286	Prad.g_01959
OG0000162	Prax.g_00285	Prad.g_01958
OG0000163	Prax.g_00284	Prad.g_01957
OG0000164	Prax.g_00281	Prad.g_01954
OG0000165	Prax.g_00278	Prad.g_01951
OG0000166	Prax.g_00277	Prad.g_01950
OG0000167	Prax.g_00276	Prad.g_01949
OG0000168	Prax.g_00273	Prad.g_01947
OG0000169	Prax.g_00271	Prad.g_01945
OG0000170	Prax.g_00270	Prad.g_01944
OG0000171	Prax.g_00269	Prad.g_01943
OG0000172	Prax.g_00261	Prad.g_01941
OG0000173	Prax.g_00621	Prad.g_01940
OG0000174	Prax.g_00622	Prad.g_01939
OG0000175	Prax.g_00623	Prad.g_01938
OG0000176	Prax.g_00625	Prad.g_01936
OG0000177	Prax.g_00626	Prad.g_01935
OG0000178	Prax.g_00627	Prad.g_01934
OG0000179	Prax.g_00635	Prad.g_01929
OG0000180	Prax.g_00636	Prad.g_01928
OG0000181	Prax.g_00637	Prad.g_01927
OG0000182	Prax.g_00640	Prad.g_01924
OG0000183	Prax.g_00641	Prad.g_01923
OG0000184	Prax.g_00644	Prad.g_01920
OG0000185	Prax.g_00648	Prad.g_01916
OG0000186	Prax.g_00649	Prad.g_01915
OG0000187	Prax.g_00650	Prad.g_01914
OG0000188	Prax.g_00651	Prad.g_01913
OG0000189	Prax.g_00652	Prad.g_01912
OG0000190	Prax.g_00653	Prad.g_01911
OG0000191	Prax.g_00654	Prad.g_01910
OG0000192	Prax.g_00655	Prad.g_01909
OG0000193	Prax.g_00656	Prad.g_01908
OG0000194	Prax.g_00657	Prad.g_01907
OG0000195	Prax.g_00659	Prad.g_01905
OG0000196	Prax.g_00660	Prad.g_01904
OG0000197	Prax.g_01128	Prad.g_01903
OG0000198	Prax.g_01127	Prad.g_01902
OG0000199	Prax.g_01124	Prad.g_01899
OG0000200	Prax.g_01123	Prad.g_01898
OG0000201	Prax.g_01122	Prad.g_01897
OG0000202	Prax.g_01121	Prad.g_01896
OG0000203	Prax.g_01120	Prad.g_01895
OG0000204	Prax.g_01119	Prad.g_01894
OG0000205	Prax.g_01118	Prad.g_01893
OG0000206	Prax.g_01117	Prad.g_01892
OG0000207	Prax.g_01116	Prad.g_01891
OG0000208	Prax.g_01115	Prad.g_01890
OG0000209	Prax.g_01114	Prad.g_01889
OG0000210	Prax.g_01113	Prad.g_01887
OG0000211	Prax.g_01112	Prad.g_01886
OG0000212	Prax.g_01111	Prad.g_01885
OG0000213	Prax.g_01110	Prad.g_01884
OG0000214	Prax.g_01108	Prad.g_01882
OG0000215	Prax.g_01107	Prad.g_01881
OG0000216	Prax.g_01105	Prad.g_01879
OG0000217	Prax.g_01103	Prad.g_01878
OG0000218	Prax.g_01102	Prad.g_01877
OG0000219	Prax.g_01101	Prad.g_01876
OG0000220	Prax.g_01098	Prad.g_01873
OG0000221	Prax.g_01096	Prad.g_01871
OG0000222	Prax.g_01095	Prad.g_01870
OG0000223	Prax.g_01094	Prad.g_01869
OG0000224	Prax.g_01091	Prad.g_01866
OG0000225	Prax.g_01089	Prad.g_01864
OG0000226	Prax.g_01088	Prad.g_01863
OG0000227	Prax.g_01087	Prad.g_01862
OG0000228	Prax.g_01086	Prad.g_01861
OG0000229	Prax.g_01085	Prad.g_01860
OG0000230	Prax.g_01084	Prad.g_01859
OG0000231	Prax.g_01082	Prad.g_01857
OG0000232	Prax.g_01081	Prad.g_01856
OG0000233	Prax.g_01078	Prad.g_01853
OG0000234	Prax.g_01076	Prad.g_01851
OG0000235	Prax.g_01073	Prad.g_01846
OG0000236	Prax.g_01072	Prad.g_01845
OG0000237	Prax.g_01071	Prad.g_01844
OG0000238	Prax.g_01070	Prad.g_01843
OG0000239	Prax.g_01069	Prad.g_01842
OG0000240	Prax.g_01067	Prad.g_01840
OG0000241	Prax.g_01066	Prad.g_01839
OG0000242	Prax.g_01065	Prad.g_01838
OG0000243	Prax.g_01064	Prad.g_01837
OG0000244	Prax.g_01063	Prad.g_01836
OG0000245	Prax.g_01062	Prad.g_01835
OG0000246	Prax.g_01060	Prad.g_01833
OG0000247	Prax.g_01059	Prad.g_01832
OG0000248	Prax.g_01058	Prad.g_01831
OG0000249	Prax.g_01057	Prad.g_01830
OG0000250	Prax.g_01056	Prad.g_01829
OG0000251	Prax.g_01055	Prad.g_01828
OG0000252	Prax.g_01054	Prad.g_01827
OG0000253	Prax.g_01053	Prad.g_01826
OG0000254	Prax.g_01051	Prad.g_01824
OG0000255	Prax.g_01050	Prad.g_01823
OG0000256	Prax.g_01047	Prad.g_01820
OG0000257	Prax.g_01045	Prad.g_01818
OG0000258	Prax.g_01044	Prad.g_01817
OG0000259	Prax.g_01043	Prad.g_01816
OG0000260	Prax.g_01042	Prad.g_01815
OG0000261	Prax.g_01041	Prad.g_01814
OG0000262	Prax.g_01040	Prad.g_01813
OG0000263	Prax.g_01039	Prad.g_01812
OG0000264	Prax.g_01037	Prad.g_01810
OG0000265	Prax.g_01036	Prad.g_01809
OG0000266	Prax.g_01035	Prad.g_01808
OG0000267	Prax.g_01033	Prad.g_01806
OG0000268	Prax.g_01032	Prad.g_01805
OG0000269	Prax.g_01031	Prad.g_01804
OG0000270	Prax.g_01030	Prad.g_01803
OG0000271	Prax.g_01029	Prad.g_01802
OG0000272	Prax.g_01028	Prad.g_01801
OG0000273	Prax.g_01027	Prad.g_01800
OG0000274	Prax.g_01026	Prad.g_01799
OG0000275	Prax.g_01025	Prad.g_01798
OG0000276	Prax.g_01024	Prad.g_01797
OG0000277	Prax.g_01023	Prad.g_01796
OG0000278	Prax.g_01022	Prad.g_01795
OG0000279	Prax.g_01021	Prad.g_01794
OG0000280	Prax.g_01020	Prad.g_01793
OG0000281	Prax.g_01018	Prad.g_01791
OG0000282	Prax.g_01017	Prad.g_01790
OG0000283	Prax.g_01014	Prad.g_01787
OG0000284	Prax.g_01013	Prad.g_01786
OG0000285	Prax.g_01012	Prad.g_01785
OG0000286	Prax.g_01010	Prad.g_01783
OG0000287	Prax.g_01009	Prad.g_01782
OG0000288	Prax.g_01008	Prad.g_01781
OG0000289	Prax.g_01007	Prad.g_01780
OG0000290	Prax.g_01006	Prad.g_01779
OG0000291	Prax.g_01005	Prad.g_01778
OG0000292	Prax.g_01004	Prad.g_01777
OG0000293	Prax.g_01003	Prad.g_01776
OG0000294	Prax.g_01002	Prad.g_01775
OG0000295	Prax.g_01001	Prad.g_01774
OG0000296	Prax.g_01000	Prad.g_01773
OG0000297	Prax.g_00999	Prad.g_01772
OG0000298	Prax.g_00998	Prad.g_01771
OG0000299	Prax.g_00997	Prad.g_01770
OG0000300	Prax.g_00996	Prad.g_01769
OG0000301	Prax.g_00995	Prad.g_01768
OG0000302	Prax.g_00994	Prad.g_01767
OG0000303	Prax.g_00993	Prad.g_01766
OG0000304	Prax.g_00992	Prad.g_01765
OG0000305	Prax.g_00991	Prad.g_01764
OG0000306	Prax.g_00990	Prad.g_01763
OG0000307	Prax.g_00989	Prad.g_01762
OG0000308	Prax.g_00988	Prad.g_01761
OG0000309	Prax.g_00987	Prad.g_01760
OG0000310	Prax.g_00986	Prad.g_01759
OG0000311	Prax.g_00985	Prad.g_01758
OG0000312	Prax.g_00983	Prad.g_01756
OG0000313	Prax.g_00982	Prad.g_01755
OG0000314	Prax.g_00979	Prad.g_01752
OG0000315	Prax.g_00978	Prad.g_01751
OG0000316	Prax.g_00933	Prad.g_01749
OG0000317	Prax.g_00931	Prad.g_01747
OG0000318	Prax.g_00930	Prad.g_01746
OG0000319	Prax.g_00929	Prad.g_01745
OG0000320	Prax.g_00928	Prad.g_01744
OG0000321	Prax.g_00925	Prad.g_01741
OG0000322	Prax.g_00922	Prad.g_01738
OG0000323	Prax.g_00921	Prad.g_01737
OG0000324	Prax.g_00918	Prad.g_01734
OG0000325	Prax.g_00916	Prad.g_01732
OG0000326	Prax.g_00915	Prad.g_01731
OG0000327	Prax.g_00913	Prad.g_01729
OG0000328	Prax.g_00912	Prad.g_01728
OG0000329	Prax.g_00911	Prad.g_01727
OG0000330	Prax.g_00910	Prad.g_01726
OG0000331	Prax.g_00909	Prad.g_01725
OG0000332	Prax.g_00908	Prad.g_01724
OG0000333	Prax.g_00907	Prad.g_01723
OG0000334	Prax.g_00906	Prad.g_01722
OG0000335	Prax.g_00905	Prad.g_01721
OG0000336	Prax.g_00904	Prad.g_01720
OG0000337	Prax.g_00900	Prad.g_01716
OG0000338	Prax.g_00899	Prad.g_01715
OG0000339	Prax.g_00898	Prad.g_01714
OG0000340	Prax.g_00897	Prad.g_01713
OG0000341	Prax.g_00893	Prad.g_01709
OG0000342	Prax.g_00892	Prad.g_01708
OG0000343	Prax.g_00890	Prad.g_01706
OG0000344	Prax.g_00889	Prad.g_01705
OG0000345	Prax.g_00888	Prad.g_01704
OG0000346	Prax.g_00887	Prad.g_01703
OG0000347	Prax.g_00886	Prad.g_01702
OG0000348	Prax.g_00885	Prad.g_01701
OG0000349	Prax.g_00884	Prad.g_01700
OG0000350	Prax.g_00883	Prad.g_01699
OG0000351	Prax.g_00880	Prad.g_01696
OG0000352	Prax.g_00877	Prad.g_01693
OG0000353	Prax.g_00876	Prad.g_01692
OG0000354	Prax.g_00875	Prad.g_01691
OG0000355	Prax.g_00874	Prad.g_01690
OG0000356	Prax.g_00873	Prad.g_01689
OG0000357	Prax.g_00872	Prad.g_01688
OG0000358	Prax.g_00871	Prad.g_01687
OG0000359	Prax.g_00870	Prad.g_01686
OG0000360	Prax.g_00867	Prad.g_01683
OG0000361	Prax.g_00866	Prad.g_01682
OG0000362	Prax.g_00865	Prad.g_01681
OG0000363	Prax.g_00864	Prad.g_01680
OG0000364	Prax.g_00863	Prad.g_01679
OG0000365	Prax.g_00862	Prad.g_01678
OG0000366	Prax.g_00861	Prad.g_01677
OG0000367	Prax.g_00860	Prad.g_01676
OG0000368	Prax.g_00859	Prad.g_01675
OG0000369	Prax.g_00858	Prad.g_01674
OG0000370	Prax.g_00857	Prad.g_01673
OG0000371	Prax.g_00856	Prad.g_01672
OG0000372	Prax.g_00854	Prad.g_01670
OG0000373	Prax.g_00850	Prad.g_01668
OG0000374	Prax.g_00849	Prad.g_01667
OG0000375	Prax.g_00848	Prad.g_01666
OG0000376	Prax.g_00846	Prad.g_01664
OG0000377	Prax.g_00845	Prad.g_01663
OG0000378	Prax.g_00844	Prad.g_01662
OG0000379	Prax.g_00839	Prad.g_01657
OG0000380	Prax.g_00838	Prad.g_01656
OG0000381	Prax.g_00837	Prad.g_01655
OG0000382	Prax.g_00835	Prad.g_01653
OG0000383	Prax.g_00832	Prad.g_01650
OG0000384	Prax.g_00831	Prad.g_01649
OG0000385	Prax.g_00828	Prad.g_01646
OG0000386	Prax.g_00827	Prad.g_01645
OG0000387	Prax.g_00826	Prad.g_01644
OG0000388	Prax.g_00825	Prad.g_01643
OG0000389	Prax.g_00824	Prad.g_01642
OG0000390	Prax.g_00823	Prad.g_00761
OG0000391	Prax.g_00822	Prad.g_00760
OG0000392	Prax.g_00821	Prad.g_00759
OG0000393	Prax.g_00818	Prad.g_00756
OG0000394	Prax.g_00817	Prad.g_00755
OG0000395	Prax.g_00815	Prad.g_00753
OG0000396	Prax.g_00814	Prad.g_00752
OG0000397	Prax.g_00802	Prad.g_00738
OG0000398	Prax.g_00795	Prad.g_00730
OG0000399	Prax.g_00794	Prad.g_00729
OG0000400	Prax.g_00790	Prad.g_00724
OG0000401	Prax.g_00769	Prad.g_00671
OG0000402	Prax.g_00768	Prad.g_00670
OG0000403	Prax.g_00767	Prad.g_00669
OG0000404	Prax.g_00765	Prad.g_00667
OG0000405	Prax.g_00764	Prad.g_00666
OG0000406	Prax.g_00762	Prad.g_00069
OG0000407	Prax.g_00761	Prad.g_00068
OG0000408	Prax.g_00760	Prad.g_00067
OG0000409	Prax.g_00759	Prad.g_00066
OG0000410	Prax.g_00758	Prad.g_00065
OG0000411	Prax.g_00757	Prad.g_00064
OG0000412	Prax.g_00756	Prad.g_00063
OG0000413	Prax.g_00755	Prad.g_00062
OG0000414	Prax.g_00754	Prad.g_00061
OG0000415	Prax.g_00753	Prad.g_00060
OG0000416	Prax.g_00752	Prad.g_00059
OG0000417	Prax.g_00751	Prad.g_00058
OG0000418	Prax.g_00750	Prad.g_00057
OG0000419	Prax.g_00749	Prad.g_00056
OG0000420	Prax.g_00748	Prad.g_00055
OG0000421	Prax.g_00747	Prad.g_00054
OG0000422	Prax.g_00746	Prad.g_00052
OG0000423	Prax.g_00745	Prad.g_00051
OG0000424	Prax.g_00743	Prad.g_00049
OG0000425	Prax.g_00740	Prad.g_00045
OG0000426	Prax.g_00739	Prad.g_00044
OG0000427	Prax.g_00738	Prad.g_00043
OG0000428	Prax.g_00737	Prad.g_00042
OG0000429	Prax.g_00736	Prad.g_00041
OG0000430	Prax.g_00731	Prad.g_00036
OG0000431	Prax.g_00729	Prad.g_00034
OG0000432	Prax.g_00728	Prad.g_00033
OG0000433	Prax.g_00725	Prad.g_00030
OG0000434	Prax.g_00724	Prad.g_00029
OG0000435	Prax.g_00723	Prad.g_00028
OG0000436	Prax.g_00721	Prad.g_00026
OG0000437	Prax.g_00719	Prad.g_00024
OG0000438	Prax.g_00718	Prad.g_00023
OG0000439	Prax.g_00717	Prad.g_00022
OG0000440	Prax.g_00715	Prad.g_00020
OG0000441	Prax.g_00714	Prad.g_00019
OG0000442	Prax.g_00713	Prad.g_00018
OG0000443	Prax.g_00712	Prad.g_00017
OG0000444	Prax.g_00711	Prad.g_00016
OG0000445	Prax.g_00709	Prad.g_00015
OG0000446	Prax.g_00708	Prad.g_00014
OG0000447	Prax.g_00707	Prad.g_00013
OG0000448	Prax.g_00706	Prad.g_00012
OG0000449	Prax.g_00701	Prad.g_00129
OG0000450	Prax.g_00700	Prad.g_00128
OG0000451	Prax.g_00699	Prad.g_00127
OG0000452	Prax.g_00698	Prad.g_00126
OG0000453	Prax.g_00696	Prad.g_00124
OG0000454	Prax.g_00695	Prad.g_00123
OG0000455	Prax.g_00694	Prad.g_00122
OG0000456	Prax.g_00693	Prad.g_00121
OG0000457	Prax.g_00691	Prad.g_00119
OG0000458	Prax.g_00689	Prad.g_00117
OG0000459	Prax.g_00688	Prad.g_00116
OG0000460	Prax.g_00686	Prad.g_00114
OG0000461	Prax.g_00685	Prad.g_00113
OG0000462	Prax.g_00684	Prad.g_00112
OG0000463	Prax.g_00683	Prad.g_00111
OG0000464	Prax.g_00678	Prad.g_00106
OG0000465	Prax.g_00676	Prad.g_00104
OG0000466	Prax.g_00675	Prad.g_00103
OG0000467	Prax.g_00674	Prad.g_00102
OG0000468	Prax.g_00673	Prad.g_00101
OG0000469	Prax.g_00672	Prad.g_00100
OG0000470	Prax.g_00671	Prad.g_00099
OG0000471	Prax.g_00670	Prad.g_00098
OG0000472	Prax.g_00667	Prad.g_00095
OG0000473	Prax.g_00666	Prad.g_00094
OG0000474	Prax.g_00665	Prad.g_00093
OG0000475	Prax.g_00664	Prad.g_00092
OG0000476	Prax.g_00663	Prad.g_00091
OG0000477	Prax.g_00001	Prad.g_01330
OG0000478	Prax.g_00002	Prad.g_01331
OG0000479	Prax.g_00003	Prad.g_01332
OG0000480	Prax.g_00005	Prad.g_01334
OG0000481	Prax.g_00006	Prad.g_01335
OG0000482	Prax.g_00007	Prad.g_01336
OG0000483	Prax.g_00008	Prad.g_01337
OG0000484	Prax.g_00009	Prad.g_01338
OG0000485	Prax.g_00010	Prad.g_01339
OG0000486	Prax.g_00011	Prad.g_01340
OG0000487	Prax.g_00012	Prad.g_01341
OG0000488	Prax.g_00014	Prad.g_01343
OG0000489	Prax.g_00015	Prad.g_01344
OG0000490	Prax.g_00016	Prad.g_01345
OG0000491	Prax.g_00017	Prad.g_01346
OG0000492	Prax.g_00018	Prad.g_01347
OG0000493	Prax.g_00019	Prad.g_01348
OG0000494	Prax.g_00021	Prad.g_01350
OG0000495	Prax.g_00022	Prad.g_01351
OG0000496	Prax.g_00023	Prad.g_01352
OG0000497	Prax.g_00024	Prad.g_01353
OG0000498	Prax.g_00025	Prad.g_01354
OG0000499	Prax.g_00027	Prad.g_01356
OG0000500	Prax.g_00028	Prad.g_01357
OG0000501	Prax.g_00030	Prad.g_01359
OG0000502	Prax.g_00031	Prad.g_01360
OG0000503	Prax.g_00032	Prad.g_01361
OG0000504	Prax.g_00033	Prad.g_01362
OG0000505	Prax.g_00034	Prad.g_01363
OG0000506	Prax.g_00035	Prad.g_01364
OG0000507	Prax.g_00036	Prad.g_01365
OG0000508	Prax.g_00038	Prad.g_01367
OG0000509	Prax.g_00039	Prad.g_01368
OG0000510	Prax.g_00040	Prad.g_01369
OG0000511	Prax.g_00041	Prad.g_01370
OG0000512	Prax.g_00042	Prad.g_01371
OG0000513	Prax.g_00043	Prad.g_01372
OG0000514	Prax.g_00044	Prad.g_01373
OG0000515	Prax.g_00046	Prad.g_01375
OG0000516	Prax.g_00047	Prad.g_01376
OG0000517	Prax.g_00048	Prad.g_01377
OG0000518	Prax.g_00050	Prad.g_01380
OG0000519	Prax.g_00051	Prad.g_01381
OG0000520	Prax.g_00052	Prad.g_01382
OG0000521	Prax.g_00053	Prad.g_01383
OG0000522	Prax.g_00054	Prad.g_01384
OG0000523	Prax.g_00055	Prad.g_01385
OG0000524	Prax.g_00056	Prad.g_01386
OG0000525	Prax.g_00058	Prad.g_01388
OG0000526	Prax.g_00059	Prad.g_01389
OG0000527	Prax.g_00060	Prad.g_01390
OG0000528	Prax.g_00061	Prad.g_01391
OG0000529	Prax.g_00062	Prad.g_01392
OG0000530	Prax.g_00063	Prad.g_01393
OG0000531	Prax.g_00064	Prad.g_01394
OG0000532	Prax.g_00065	Prad.g_01395
OG0000533	Prax.g_00066	Prad.g_01396
OG0000534	Prax.g_00067	Prad.g_01397
OG0000535	Prax.g_00068	Prad.g_01398
OG0000536	Prax.g_00069	Prad.g_01399
OG0000537	Prax.g_00070	Prad.g_01400
OG0000538	Prax.g_00071	Prad.g_01401
OG0000539	Prax.g_00072	Prad.g_01402
OG0000540	Prax.g_00073	Prad.g_01403
OG0000541	Prax.g_00074	Prad.g_01404
OG0000542	Prax.g_00075	Prad.g_01405
OG0000543	Prax.g_00076	Prad.g_01406
OG0000544	Prax.g_00077	Prad.g_01407
OG0000545	Prax.g_00080	Prad.g_01410
OG0000546	Prax.g_00081	Prad.g_01411
OG0000547	Prax.g_00083	Prad.g_01413
OG0000548	Prax.g_00084	Prad.g_01414
OG0000549	Prax.g_00085	Prad.g_01415
OG0000550	Prax.g_00086	Prad.g_01416
OG0000551	Prax.g_00087	Prad.g_01417
OG0000552	Prax.g_00088	Prad.g_01418
OG0000553	Prax.g_00089	Prad.g_01419
OG0000554	Prax.g_00090	Prad.g_01420
OG0000555	Prax.g_00091	Prad.g_01421
OG0000556	Prax.g_00092	Prad.g_01422
OG0000557	Prax.g_00093	Prad.g_01423
OG0000558	Prax.g_00094	Prad.g_01424
OG0000559	Prax.g_00095	Prad.g_01425
OG0000560	Prax.g_00097	Prad.g_01427
OG0000561	Prax.g_00098	Prad.g_01428
OG0000562	Prax.g_00099	Prad.g_01429
OG0000563	Prax.g_00100	Prad.g_01430
OG0000564	Prax.g_00101	Prad.g_01431
OG0000565	Prax.g_00102	Prad.g_01432
OG0000566	Prax.g_00103	Prad.g_01433
OG0000567	Prax.g_00104	Prad.g_01219
OG0000568	Prax.g_00105	Prad.g_01220
