Orthogroup	Prax	Pras
OG0000031	Prax.g_01927	Pras.g_00179
OG0000032	Prax.g_01831	Pras.g_00331
OG0000036	Prax.g_00045	Pras.g_01462
OG0000037	Prax.g_00082	Pras.g_01499
OG0000038	Prax.g_00415	Pras.g_01662
OG0000039	Prax.g_01052	Pras.g_01017
OG0000040	Prax.g_00813	Pras.g_01213
OG0000041	Prax.g_00772	Pras.g_01296
OG0000042	Prax.g_00485	Pras.g_01606
OG0000043	Prax.g_00388	Pras.g_01686
OG0000044	Prax.g_00200	Pras.g_00056
OG0000045	Prax.g_01823	Pras.g_00291
OG0000046	Prax.g_01566	Pras.g_00543
OG0000047	Prax.g_01394	Pras.g_00743
OG0000048	Prax.g_01401	Pras.g_00750
OG0000050	Prax.g_00282	Pras.g_00873
OG0000051	Prax.g_01061	Pras.g_01008
OG0000052	Prax.g_00803	Pras.g_01223
OG0000053	Prax.g_00662	Pras.g_01416
OG0000054	Prax.g_00421	Pras.g_01656
OG0000055	Prax.g_00351	Pras.g_01723
OG0000056	Prax.g_00148	Pras.g_00011
OG0000057	Prax.g_00981	Pras.g_01089
OG0000058	Prax.g_00727	Pras.g_01353
OG0000059	Prax.g_00944	Pras.g_01574
OG0000060	Prax.g_00439	Pras.g_01636
OG0000061	Prax.g_00159	Pras.g_00021
OG0000061	Prax.g_01149	Pras.g_01880
OG0000062	Prax.g_00161	Pras.g_00023
OG0000063	Prax.g_01959	Pras.g_00150
OG0000064	Prax.g_01589	Pras.g_00504
OG0000065	Prax.g_01899	Pras.g_00209
OG0000066	Prax.g_01832	Pras.g_00330, Pras.g_00273, Pras.g_00271, Pras.g_00272
OG0000067	Prax.g_00454	Pras.g_00142
OG0000068	Prax.g_01338	Pras.g_00687
OG0000069	Prax.g_01838	Pras.g_00326
OG0000071	Prax.g_01974	Pras.g_00853
OG0000072	Prax.g_00853, Prax.g_00852	Pras.g_01174
OG0000073	Prax.g_00973	Pras.g_01545
OG0000074	Prax.g_00951	Pras.g_01567
OG0000075	Prax.g_00366	Pras.g_01708
OG0000076	Prax.g_01204	Pras.g_01934
OG0000078	Prax.g_01825	Pras.g_00294
OG0000079	Prax.g_01650	Pras.g_00431
OG0000080	Prax.g_01600	Pras.g_00477
OG0000081	Prax.g_01368	Pras.g_00717
OG0000082	Prax.g_01456	Pras.g_00806
OG0000083	Prax.g_01493	Pras.g_00845
OG0000084	Prax.g_01496	Pras.g_00848
OG0000085	Prax.g_00290	Pras.g_00865
OG0000086	Prax.g_00274	Pras.g_00892
OG0000087	Prax.g_00624	Pras.g_00902
OG0000088	Prax.g_01106	Pras.g_00964
OG0000089	Prax.g_01097	Pras.g_00972
OG0000090	Prax.g_01079	Pras.g_00990
OG0000091	Prax.g_01049	Pras.g_01020
OG0000092	Prax.g_01048	Pras.g_01021
OG0000093	Prax.g_01034	Pras.g_01035
OG0000094	Prax.g_01016	Pras.g_01053
OG0000095	Prax.g_01011	Pras.g_01058
OG0000096	Prax.g_00924	Pras.g_01103
OG0000097	Prax.g_00901	Pras.g_01126
OG0000098	Prax.g_00891	Pras.g_01136
OG0000099	Prax.g_00881	Pras.g_01145
OG0000100	Prax.g_00878	Pras.g_01148
OG0000101	Prax.g_00816	Pras.g_01210
OG0000102	Prax.g_00792	Pras.g_01236
OG0000103	Prax.g_00726	Pras.g_01354
OG0000104	Prax.g_00722	Pras.g_01358
OG0000105	Prax.g_00702	Pras.g_01377
OG0000106	Prax.g_00669	Pras.g_01409
OG0000107	Prax.g_00668	Pras.g_01410
OG0000108	Prax.g_00004	Pras.g_01420
OG0000109	Prax.g_00013	Pras.g_01429
OG0000110	Prax.g_00029	Pras.g_01445
OG0000111	Prax.g_00110	Pras.g_01527
OG0000112	Prax.g_00111	Pras.g_01528
OG0000113	Prax.g_00463	Pras.g_01628
OG0000114	Prax.g_00375	Pras.g_01699
OG0000115	Prax.g_01129	Pras.g_01859
OG0000116	Prax.g_01133	Pras.g_01863
OG0000117	Prax.g_01201	Pras.g_01931
OG0000118	Prax.g_01254	Pras.g_01982
OG0000119	Prax.g_00164	Pras.g_00026
OG0000120	Prax.g_00206	Pras.g_00062
OG0000121	Prax.g_00225	Pras.g_00081
OG0000122	Prax.g_00244	Pras.g_00101
OG0000123	Prax.g_00257	Pras.g_00114
OG0000124	Prax.g_01789	Pras.g_00122
OG0000125	Prax.g_01887	Pras.g_00222
OG0000126	Prax.g_01863	Pras.g_00250
OG0000127	Prax.g_01746	Pras.g_00337
OG0000128	Prax.g_01727	Pras.g_00351
OG0000129	Prax.g_01691	Pras.g_00388
OG0000130	Prax.g_01561	Pras.g_00548
OG0000131	Prax.g_01523	Pras.g_00586
OG0000132	Prax.g_01520	Pras.g_00589
OG0000133	Prax.g_01297	Pras.g_00646
OG0000134	Prax.g_01333	Pras.g_00682
OG0000135	Prax.g_01335	Pras.g_00684
OG0000136	Prax.g_01379	Pras.g_00728
OG0000137	Prax.g_01411	Pras.g_00761
OG0000138	Prax.g_01447	Pras.g_00797
OG0000139	Prax.g_01473	Pras.g_00824
OG0000140	Prax.g_01491	Pras.g_00843
OG0000141	Prax.g_01492	Pras.g_00844
OG0000142	Prax.g_01494	Pras.g_00846
OG0000143	Prax.g_01495	Pras.g_00847
OG0000144	Prax.g_01497	Pras.g_00849
OG0000145	Prax.g_01498	Pras.g_00850
OG0000146	Prax.g_01499	Pras.g_00851
OG0000147	Prax.g_01975	Pras.g_00852
OG0000148	Prax.g_01973	Pras.g_00854
OG0000149	Prax.g_00299	Pras.g_00856
OG0000150	Prax.g_00298	Pras.g_00857
OG0000151	Prax.g_00297	Pras.g_00858
OG0000152	Prax.g_00296	Pras.g_00859
OG0000153	Prax.g_00295	Pras.g_00860
OG0000154	Prax.g_00294	Pras.g_00861
OG0000155	Prax.g_00293	Pras.g_00862
OG0000156	Prax.g_00292	Pras.g_00863
OG0000157	Prax.g_00291	Pras.g_00864
OG0000158	Prax.g_00289	Pras.g_00866
OG0000159	Prax.g_00288	Pras.g_00867
OG0000160	Prax.g_00287	Pras.g_00868
OG0000161	Prax.g_00286	Pras.g_00869
OG0000162	Prax.g_00285	Pras.g_00870
OG0000163	Prax.g_00284	Pras.g_00871
OG0000164	Prax.g_00281	Pras.g_00874
OG0000165	Prax.g_00278	Pras.g_00877
OG0000166	Prax.g_00277	Pras.g_00878
OG0000167	Prax.g_00276	Pras.g_00879
OG0000168	Prax.g_00273	Pras.g_00893
OG0000169	Prax.g_00271	Pras.g_00895
OG0000170	Prax.g_00270	Pras.g_00896
OG0000171	Prax.g_00269	Pras.g_00897
OG0000172	Prax.g_00261	Pras.g_00898
OG0000173	Prax.g_00621	Pras.g_00899
OG0000174	Prax.g_00622	Pras.g_00900
OG0000175	Prax.g_00623	Pras.g_00901
OG0000176	Prax.g_00625	Pras.g_00903
OG0000177	Prax.g_00626	Pras.g_00904
OG0000178	Prax.g_00627	Pras.g_00905
OG0000179	Prax.g_00635	Pras.g_00916
OG0000180	Prax.g_00636	Pras.g_00917
OG0000181	Prax.g_00637	Pras.g_00918
OG0000182	Prax.g_00640	Pras.g_00921
OG0000183	Prax.g_00641	Pras.g_00922
OG0000184	Prax.g_00644	Pras.g_00924
OG0000185	Prax.g_00648	Pras.g_00928
OG0000186	Prax.g_00649	Pras.g_00929
OG0000187	Prax.g_00650	Pras.g_00930
OG0000188	Prax.g_00651	Pras.g_00931
OG0000189	Prax.g_00652	Pras.g_00932
OG0000190	Prax.g_00653	Pras.g_00933
OG0000191	Prax.g_00654	Pras.g_00934
OG0000192	Prax.g_00655	Pras.g_00935
OG0000193	Prax.g_00656	Pras.g_00936
OG0000194	Prax.g_00657	Pras.g_00937
OG0000195	Prax.g_00659	Pras.g_00939
OG0000196	Prax.g_00660	Pras.g_00940
OG0000197	Prax.g_01128	Pras.g_00941
OG0000198	Prax.g_01127	Pras.g_00942
OG0000199	Prax.g_01124	Pras.g_00945
OG0000200	Prax.g_01123	Pras.g_00946
OG0000201	Prax.g_01122	Pras.g_00947
OG0000202	Prax.g_01121	Pras.g_00948
OG0000203	Prax.g_01120	Pras.g_00949
OG0000204	Prax.g_01119	Pras.g_00950
OG0000205	Prax.g_01118	Pras.g_00951
OG0000206	Prax.g_01117	Pras.g_00952
OG0000207	Prax.g_01116	Pras.g_00953
OG0000208	Prax.g_01115	Pras.g_00954
OG0000209	Prax.g_01114	Pras.g_00955
OG0000210	Prax.g_01113	Pras.g_00957
OG0000211	Prax.g_01112	Pras.g_00958
OG0000212	Prax.g_01111	Pras.g_00959
OG0000213	Prax.g_01110	Pras.g_00960
OG0000214	Prax.g_01108	Pras.g_00962
OG0000215	Prax.g_01107	Pras.g_00963
OG0000216	Prax.g_01105	Pras.g_00965
OG0000217	Prax.g_01103	Pras.g_00966
OG0000218	Prax.g_01102	Pras.g_00967
OG0000219	Prax.g_01101	Pras.g_00968
OG0000220	Prax.g_01098	Pras.g_00971
OG0000221	Prax.g_01096	Pras.g_00973
OG0000222	Prax.g_01095	Pras.g_00974
OG0000223	Prax.g_01094	Pras.g_00975
OG0000224	Prax.g_01091	Pras.g_00978
OG0000225	Prax.g_01089	Pras.g_00980
OG0000226	Prax.g_01088	Pras.g_00981
OG0000227	Prax.g_01087	Pras.g_00982
OG0000228	Prax.g_01086	Pras.g_00983
OG0000229	Prax.g_01085	Pras.g_00984
OG0000230	Prax.g_01084	Pras.g_00985
OG0000231	Prax.g_01082	Pras.g_00987
OG0000232	Prax.g_01081	Pras.g_00988
OG0000233	Prax.g_01078	Pras.g_00991
OG0000234	Prax.g_01076	Pras.g_00993
OG0000235	Prax.g_01073	Pras.g_00996
OG0000236	Prax.g_01072	Pras.g_00997
OG0000237	Prax.g_01071	Pras.g_00998
OG0000238	Prax.g_01070	Pras.g_00999
OG0000239	Prax.g_01069	Pras.g_01000
OG0000240	Prax.g_01067	Pras.g_01002
OG0000241	Prax.g_01066	Pras.g_01003
OG0000242	Prax.g_01065	Pras.g_01004
OG0000243	Prax.g_01064	Pras.g_01005
OG0000244	Prax.g_01063	Pras.g_01006
OG0000245	Prax.g_01062	Pras.g_01007
OG0000246	Prax.g_01060	Pras.g_01009
OG0000247	Prax.g_01059	Pras.g_01010
OG0000248	Prax.g_01058	Pras.g_01011
OG0000249	Prax.g_01057	Pras.g_01012
OG0000250	Prax.g_01056	Pras.g_01013
OG0000251	Prax.g_01055	Pras.g_01014
OG0000252	Prax.g_01054	Pras.g_01015
OG0000253	Prax.g_01053	Pras.g_01016
OG0000254	Prax.g_01051	Pras.g_01018
OG0000255	Prax.g_01050	Pras.g_01019
OG0000256	Prax.g_01047	Pras.g_01022
OG0000257	Prax.g_01045	Pras.g_01024
OG0000258	Prax.g_01044	Pras.g_01025
OG0000259	Prax.g_01043	Pras.g_01026
OG0000260	Prax.g_01042	Pras.g_01027
OG0000261	Prax.g_01041	Pras.g_01028
OG0000262	Prax.g_01040	Pras.g_01029
OG0000263	Prax.g_01039	Pras.g_01030
OG0000264	Prax.g_01037	Pras.g_01032
OG0000265	Prax.g_01036	Pras.g_01033
OG0000266	Prax.g_01035	Pras.g_01034
OG0000267	Prax.g_01033	Pras.g_01036
OG0000268	Prax.g_01032	Pras.g_01037
OG0000269	Prax.g_01031	Pras.g_01038
OG0000270	Prax.g_01030	Pras.g_01039
OG0000271	Prax.g_01029	Pras.g_01040
OG0000272	Prax.g_01028	Pras.g_01041
OG0000273	Prax.g_01027	Pras.g_01042
OG0000274	Prax.g_01026	Pras.g_01043
OG0000275	Prax.g_01025	Pras.g_01044
OG0000276	Prax.g_01024	Pras.g_01045
OG0000277	Prax.g_01023	Pras.g_01046
OG0000278	Prax.g_01022	Pras.g_01047
OG0000279	Prax.g_01021	Pras.g_01048
OG0000280	Prax.g_01020	Pras.g_01049
OG0000281	Prax.g_01018	Pras.g_01051
OG0000282	Prax.g_01017	Pras.g_01052
OG0000283	Prax.g_01014	Pras.g_01055
OG0000284	Prax.g_01013	Pras.g_01056
OG0000285	Prax.g_01012	Pras.g_01057
OG0000286	Prax.g_01010	Pras.g_01060
OG0000287	Prax.g_01009	Pras.g_01061
OG0000288	Prax.g_01008	Pras.g_01062
OG0000289	Prax.g_01007	Pras.g_01063
OG0000290	Prax.g_01006	Pras.g_01064
OG0000291	Prax.g_01005	Pras.g_01065
OG0000292	Prax.g_01004	Pras.g_01066
OG0000293	Prax.g_01003	Pras.g_01067
OG0000294	Prax.g_01002	Pras.g_01068
OG0000295	Prax.g_01001	Pras.g_01069
OG0000296	Prax.g_01000	Pras.g_01070
OG0000297	Prax.g_00999	Pras.g_01071
OG0000298	Prax.g_00998	Pras.g_01072
OG0000299	Prax.g_00997	Pras.g_01073
OG0000300	Prax.g_00996	Pras.g_01074
OG0000301	Prax.g_00995	Pras.g_01075
OG0000302	Prax.g_00994	Pras.g_01076
OG0000303	Prax.g_00993	Pras.g_01077
OG0000304	Prax.g_00992	Pras.g_01078
OG0000305	Prax.g_00991	Pras.g_01079
OG0000306	Prax.g_00990	Pras.g_01080
OG0000307	Prax.g_00989	Pras.g_01081
OG0000308	Prax.g_00988	Pras.g_01082
OG0000309	Prax.g_00987	Pras.g_01083
OG0000310	Prax.g_00986	Pras.g_01084
OG0000311	Prax.g_00985	Pras.g_01085
OG0000312	Prax.g_00983	Pras.g_01087
OG0000313	Prax.g_00982	Pras.g_01088
OG0000314	Prax.g_00979	Pras.g_01091
OG0000315	Prax.g_00978	Pras.g_01092
OG0000316	Prax.g_00933	Pras.g_01094
OG0000317	Prax.g_00931	Pras.g_01096
OG0000318	Prax.g_00930	Pras.g_01097
OG0000319	Prax.g_00929	Pras.g_01098
OG0000320	Prax.g_00928	Pras.g_01099
OG0000321	Prax.g_00925	Pras.g_01102
OG0000322	Prax.g_00922	Pras.g_01105
OG0000323	Prax.g_00921	Pras.g_01106
OG0000324	Prax.g_00918	Pras.g_01109
OG0000325	Prax.g_00916	Pras.g_01111
OG0000326	Prax.g_00915	Pras.g_01112
OG0000327	Prax.g_00913	Pras.g_01114
OG0000328	Prax.g_00912	Pras.g_01115
OG0000329	Prax.g_00911	Pras.g_01116
OG0000330	Prax.g_00910	Pras.g_01117
OG0000331	Prax.g_00909	Pras.g_01118
OG0000332	Prax.g_00908	Pras.g_01119
OG0000333	Prax.g_00907	Pras.g_01120
OG0000334	Prax.g_00906	Pras.g_01121
OG0000335	Prax.g_00905	Pras.g_01122
OG0000336	Prax.g_00904	Pras.g_01123
OG0000337	Prax.g_00900	Pras.g_01127
OG0000338	Prax.g_00899	Pras.g_01128
OG0000339	Prax.g_00898	Pras.g_01129
OG0000340	Prax.g_00897	Pras.g_01130
OG0000341	Prax.g_00893	Pras.g_01134
OG0000342	Prax.g_00892	Pras.g_01135
OG0000343	Prax.g_00890	Pras.g_01137
OG0000344	Prax.g_00889	Pras.g_01138
OG0000345	Prax.g_00888	Pras.g_01139
OG0000346	Prax.g_00887	Pras.g_01140
OG0000347	Prax.g_00886	Pras.g_01141
OG0000348	Prax.g_00885	Pras.g_01142
OG0000349	Prax.g_00884	Pras.g_01143
OG0000350	Prax.g_00883	Pras.g_01144
OG0000351	Prax.g_00880	Pras.g_01146
OG0000352	Prax.g_00877	Pras.g_01149
OG0000353	Prax.g_00876	Pras.g_01150
OG0000354	Prax.g_00875	Pras.g_01151
OG0000355	Prax.g_00874	Pras.g_01152
OG0000356	Prax.g_00873	Pras.g_01153
OG0000357	Prax.g_00872	Pras.g_01155
OG0000358	Prax.g_00871	Pras.g_01156
OG0000359	Prax.g_00870	Pras.g_01157
OG0000360	Prax.g_00867	Pras.g_01160
OG0000361	Prax.g_00866	Pras.g_01161
OG0000362	Prax.g_00865	Pras.g_01162
OG0000363	Prax.g_00864	Pras.g_01163
OG0000364	Prax.g_00863	Pras.g_01164
OG0000365	Prax.g_00862	Pras.g_01165
OG0000366	Prax.g_00861	Pras.g_01166
OG0000367	Prax.g_00860	Pras.g_01167
OG0000368	Prax.g_00859	Pras.g_01168
OG0000369	Prax.g_00858	Pras.g_01169
OG0000370	Prax.g_00857	Pras.g_01170
OG0000371	Prax.g_00856	Pras.g_01171
OG0000372	Prax.g_00854	Pras.g_01173
OG0000373	Prax.g_00850	Pras.g_01175
OG0000374	Prax.g_00849	Pras.g_01176
OG0000375	Prax.g_00848	Pras.g_01177
OG0000376	Prax.g_00846	Pras.g_01179
OG0000377	Prax.g_00845	Pras.g_01180
OG0000378	Prax.g_00844	Pras.g_01181
OG0000379	Prax.g_00839	Pras.g_01187
OG0000380	Prax.g_00838	Pras.g_01188
OG0000381	Prax.g_00837	Pras.g_01189
OG0000382	Prax.g_00835	Pras.g_01191
OG0000383	Prax.g_00832	Pras.g_01194
OG0000384	Prax.g_00831	Pras.g_01195
OG0000385	Prax.g_00828	Pras.g_01198
OG0000386	Prax.g_00827	Pras.g_01199
OG0000387	Prax.g_00826	Pras.g_01200
OG0000388	Prax.g_00825	Pras.g_01201
OG0000389	Prax.g_00824	Pras.g_01202
OG0000390	Prax.g_00823	Pras.g_01203
OG0000391	Prax.g_00822	Pras.g_01204
OG0000392	Prax.g_00821	Pras.g_01205
OG0000393	Prax.g_00818	Pras.g_01208
OG0000394	Prax.g_00817	Pras.g_01209
OG0000395	Prax.g_00815	Pras.g_01211
OG0000396	Prax.g_00814	Pras.g_01212
OG0000397	Prax.g_00802	Pras.g_01224
OG0000398	Prax.g_00795	Pras.g_01232
OG0000399	Prax.g_00794	Pras.g_01233
OG0000400	Prax.g_00790	Pras.g_01239
OG0000401	Prax.g_00769	Pras.g_01309
OG0000402	Prax.g_00768	Pras.g_01310
OG0000403	Prax.g_00767	Pras.g_01311
OG0000404	Prax.g_00765	Pras.g_01313
OG0000405	Prax.g_00764	Pras.g_01314
OG0000406	Prax.g_00762	Pras.g_01316
OG0000407	Prax.g_00761	Pras.g_01317
OG0000408	Prax.g_00760	Pras.g_01318
OG0000409	Prax.g_00759	Pras.g_01319
OG0000410	Prax.g_00758	Pras.g_01320
OG0000411	Prax.g_00757	Pras.g_01321
OG0000412	Prax.g_00756	Pras.g_01322
OG0000413	Prax.g_00755	Pras.g_01323
OG0000414	Prax.g_00754	Pras.g_01324
OG0000415	Prax.g_00753	Pras.g_01325
OG0000416	Prax.g_00752	Pras.g_01326
OG0000417	Prax.g_00751	Pras.g_01327
OG0000418	Prax.g_00750	Pras.g_01328
OG0000419	Prax.g_00749	Pras.g_01329
OG0000420	Prax.g_00748	Pras.g_01330
OG0000421	Prax.g_00747	Pras.g_01331
OG0000422	Prax.g_00746	Pras.g_01332
OG0000423	Prax.g_00745	Pras.g_01333
OG0000424	Prax.g_00743	Pras.g_01335
OG0000425	Prax.g_00740	Pras.g_01339
OG0000426	Prax.g_00739	Pras.g_01340
OG0000427	Prax.g_00738	Pras.g_01341
OG0000428	Prax.g_00737	Pras.g_01342
OG0000429	Prax.g_00736	Pras.g_01343
OG0000430	Prax.g_00731	Pras.g_01349
OG0000431	Prax.g_00729	Pras.g_01351
OG0000432	Prax.g_00728	Pras.g_01352
OG0000433	Prax.g_00725	Pras.g_01355
OG0000434	Prax.g_00724	Pras.g_01356
OG0000435	Prax.g_00723	Pras.g_01357
OG0000436	Prax.g_00721	Pras.g_01359
OG0000437	Prax.g_00719	Pras.g_01361
OG0000438	Prax.g_00718	Pras.g_01362
OG0000439	Prax.g_00717	Pras.g_01363
OG0000440	Prax.g_00715	Pras.g_01365
OG0000441	Prax.g_00714	Pras.g_01366
OG0000442	Prax.g_00713	Pras.g_01367
OG0000443	Prax.g_00712	Pras.g_01368
OG0000444	Prax.g_00711	Pras.g_01369
OG0000445	Prax.g_00709	Pras.g_01370
OG0000446	Prax.g_00708	Pras.g_01371
OG0000447	Prax.g_00707	Pras.g_01372
OG0000448	Prax.g_00706	Pras.g_01373
OG0000449	Prax.g_00701	Pras.g_01378
OG0000450	Prax.g_00700	Pras.g_01379
OG0000451	Prax.g_00699	Pras.g_01380
OG0000452	Prax.g_00698	Pras.g_01381
OG0000453	Prax.g_00696	Pras.g_01383
OG0000454	Prax.g_00695	Pras.g_01384
OG0000455	Prax.g_00694	Pras.g_01385
OG0000456	Prax.g_00693	Pras.g_01386
OG0000457	Prax.g_00691	Pras.g_01388
OG0000458	Prax.g_00689	Pras.g_01390
OG0000459	Prax.g_00688	Pras.g_01391
OG0000460	Prax.g_00686	Pras.g_01393
OG0000461	Prax.g_00685	Pras.g_01394
OG0000462	Prax.g_00684	Pras.g_01395
OG0000463	Prax.g_00683	Pras.g_01396
OG0000464	Prax.g_00678	Pras.g_01401
OG0000465	Prax.g_00676	Pras.g_01402
OG0000466	Prax.g_00675	Pras.g_01403
OG0000467	Prax.g_00674	Pras.g_01404
OG0000468	Prax.g_00673	Pras.g_01405
OG0000469	Prax.g_00672	Pras.g_01406
OG0000470	Prax.g_00671	Pras.g_01407
OG0000471	Prax.g_00670	Pras.g_01408
OG0000472	Prax.g_00667	Pras.g_01411
OG0000473	Prax.g_00666	Pras.g_01412
OG0000474	Prax.g_00665	Pras.g_01413
OG0000475	Prax.g_00664	Pras.g_01414
OG0000476	Prax.g_00663	Pras.g_01415
OG0000477	Prax.g_00001	Pras.g_01417
OG0000478	Prax.g_00002	Pras.g_01418
OG0000479	Prax.g_00003	Pras.g_01419
OG0000480	Prax.g_00005	Pras.g_01421
OG0000481	Prax.g_00006	Pras.g_01422
OG0000482	Prax.g_00007	Pras.g_01423
OG0000483	Prax.g_00008	Pras.g_01424
OG0000484	Prax.g_00009	Pras.g_01425
OG0000485	Prax.g_00010	Pras.g_01426
OG0000486	Prax.g_00011	Pras.g_01427
OG0000487	Prax.g_00012	Pras.g_01428
OG0000488	Prax.g_00014	Pras.g_01430
OG0000489	Prax.g_00015	Pras.g_01431
OG0000490	Prax.g_00016	Pras.g_01432
OG0000491	Prax.g_00017	Pras.g_01433
OG0000492	Prax.g_00018	Pras.g_01434
OG0000493	Prax.g_00019	Pras.g_01435
OG0000494	Prax.g_00021	Pras.g_01437
OG0000495	Prax.g_00022	Pras.g_01438
OG0000496	Prax.g_00023	Pras.g_01439
OG0000497	Prax.g_00024	Pras.g_01440
OG0000498	Prax.g_00025	Pras.g_01441
OG0000499	Prax.g_00027	Pras.g_01443
OG0000500	Prax.g_00028	Pras.g_01444
OG0000501	Prax.g_00030	Pras.g_01446
OG0000502	Prax.g_00031	Pras.g_01447
OG0000503	Prax.g_00032	Pras.g_01448
OG0000504	Prax.g_00033	Pras.g_01449
OG0000505	Prax.g_00034	Pras.g_01450
OG0000506	Prax.g_00035	Pras.g_01451
OG0000507	Prax.g_00036	Pras.g_01452
OG0000508	Prax.g_00038	Pras.g_01454
OG0000509	Prax.g_00039	Pras.g_01455
OG0000510	Prax.g_00040	Pras.g_01456
OG0000511	Prax.g_00041	Pras.g_01457
OG0000512	Prax.g_00042	Pras.g_01459
OG0000513	Prax.g_00043	Pras.g_01460
OG0000514	Prax.g_00044	Pras.g_01461
OG0000515	Prax.g_00046	Pras.g_01463
OG0000516	Prax.g_00047	Pras.g_01464
OG0000517	Prax.g_00048	Pras.g_01465
OG0000518	Prax.g_00050	Pras.g_01467
OG0000519	Prax.g_00051	Pras.g_01468
OG0000520	Prax.g_00052	Pras.g_01469
OG0000521	Prax.g_00053	Pras.g_01470
OG0000522	Prax.g_00054	Pras.g_01471
OG0000523	Prax.g_00055	Pras.g_01472
OG0000524	Prax.g_00056	Pras.g_01473
OG0000525	Prax.g_00058	Pras.g_01475
OG0000526	Prax.g_00059	Pras.g_01476
OG0000527	Prax.g_00060	Pras.g_01477
OG0000528	Prax.g_00061	Pras.g_01478
OG0000529	Prax.g_00062	Pras.g_01479
OG0000530	Prax.g_00063	Pras.g_01480
OG0000531	Prax.g_00064	Pras.g_01481
OG0000532	Prax.g_00065	Pras.g_01482
OG0000533	Prax.g_00066	Pras.g_01483
OG0000534	Prax.g_00067	Pras.g_01484
OG0000535	Prax.g_00068	Pras.g_01485
OG0000536	Prax.g_00069	Pras.g_01486
OG0000537	Prax.g_00070	Pras.g_01487
OG0000538	Prax.g_00071	Pras.g_01488
OG0000539	Prax.g_00072	Pras.g_01489
OG0000540	Prax.g_00073	Pras.g_01490
OG0000541	Prax.g_00074	Pras.g_01491
OG0000542	Prax.g_00075	Pras.g_01492
OG0000543	Prax.g_00076	Pras.g_01493
OG0000544	Prax.g_00077	Pras.g_01494
OG0000545	Prax.g_00080	Pras.g_01497
OG0000546	Prax.g_00081	Pras.g_01498
OG0000547	Prax.g_00083	Pras.g_01500
OG0000548	Prax.g_00084	Pras.g_01501
OG0000549	Prax.g_00085	Pras.g_01502
OG0000550	Prax.g_00086	Pras.g_01503
OG0000551	Prax.g_00087	Pras.g_01504
OG0000552	Prax.g_00088	Pras.g_01505
OG0000553	Prax.g_00089	Pras.g_01506
OG0000554	Prax.g_00090	Pras.g_01507
OG0000555	Prax.g_00091	Pras.g_01508
OG0000556	Prax.g_00092	Pras.g_01509
OG0000557	Prax.g_00093	Pras.g_01510
OG0000558	Prax.g_00094	Pras.g_01511
OG0000559	Prax.g_00095	Pras.g_01512
OG0000560	Prax.g_00097	Pras.g_01514
OG0000561	Prax.g_00098	Pras.g_01515
OG0000562	Prax.g_00099	Pras.g_01516
OG0000563	Prax.g_00100	Pras.g_01517
OG0000564	Prax.g_00101	Pras.g_01518
OG0000565	Prax.g_00102	Pras.g_01519
OG0000566	Prax.g_00103	Pras.g_01520
OG0000567	Prax.g_00104	Pras.g_01521
OG0000568	Prax.g_00105	Pras.g_01522
OG0000569	Prax.g_00106	Pras.g_01523
OG0000570	Prax.g_00107	Pras.g_01524
