Orthogroup	Prau	Syac
OG0000298	Prau.g_01229	Syac.g_01476
OG0000299	Prau.g_01246	Syac.g_01503
OG0000300	Prau.g_01249	Syac.g_01510
OG0000301	Prau.g_01250	Syac.g_01511
OG0000302	Prau.g_01252	Syac.g_01512
OG0000303	Prau.g_01259	Syac.g_01520
OG0000304	Prau.g_01263	Syac.g_01526
OG0000305	Prau.g_01401	Syac.g_00886
OG0000306	Prau.g_01404	Syac.g_00810
OG0000307	Prau.g_01418	Syac.g_01924
OG0000308	Prau.g_01419	Syac.g_01926
OG0000309	Prau.g_01423	Syac.g_01931
OG0000310	Prau.g_01513	Syac.g_01607
OG0000311	Prau.g_01515	Syac.g_01611
OG0000312	Prau.g_01518	Syac.g_01619
OG0000313	Prau.g_01535	Syac.g_01638
OG0000314	Prau.g_01558	Syac.g_01665
OG0000315	Prau.g_01568	Syac.g_01675
OG0000316	Prau.g_01588	Syac.g_00601
OG0000317	Prau.g_01730	Syac.g_00552
OG0000318	Prau.g_01733	Syac.g_00543
OG0000319	Prau.g_01746	Syac.g_00525
OG0000320	Prau.g_01748	Syac.g_00523
OG0000321	Prau.g_01749	Syac.g_00522
OG0000322	Prau.g_01750	Syac.g_00521
OG0000323	Prau.g_01759	Syac.g_00506
OG0000324	Prau.g_01785	Syac.g_00648
OG0000325	Prau.g_01795	Syac.g_02190
OG0000326	Prau.g_01801	Syac.g_02183
OG0000327	Prau.g_01828	Syac.g_02137
OG0000328	Prau.g_01829	Syac.g_02136
OG0000329	Prau.g_01846	Syac.g_02119
OG0000330	Prau.g_01847	Syac.g_02118
OG0000331	Prau.g_01848	Syac.g_02117
OG0000332	Prau.g_01862	Syac.g_02103
OG0000333	Prau.g_01864	Syac.g_02100
OG0000334	Prau.g_01872	Syac.g_02090
OG0000335	Prau.g_01877	Syac.g_02085
OG0000336	Prau.g_01881	Syac.g_02081
OG0000337	Prau.g_01897	Syac.g_00199
OG0000338	Prau.g_01898	Syac.g_00196
OG0000339	Prau.g_01902	Syac.g_00190
OG0000340	Prau.g_01910	Syac.g_00178
OG0000341	Prau.g_01912	Syac.g_00176
OG0000342	Prau.g_01913	Syac.g_00175
OG0000343	Prau.g_01914	Syac.g_00174
OG0000344	Prau.g_01917	Syac.g_00170
OG0000345	Prau.g_01922	Syac.g_00160
OG0000346	Prau.g_01926	Syac.g_00155
OG0000347	Prau.g_01942	Syac.g_00129
OG0000348	Prau.g_01952	Syac.g_00070, Syac.g_00074
OG0000349	Prau.g_01969	Syac.g_00050
OG0000350	Prau.g_01987, Prau.g_01297	Syac.g_02176
OG0000351	Prau.g_02004	Syac.g_02468
OG0000352	Prau.g_02005	Syac.g_02469
OG0000353	Prau.g_02021	Syac.g_02493
OG0000355	Prau.g_00001	Syac.g_00001
OG0000356	Prau.g_00002	Syac.g_00002
OG0000357	Prau.g_00003	Syac.g_00003
OG0000358	Prau.g_00007	Syac.g_00007
OG0000359	Prau.g_00008	Syac.g_00009
OG0000360	Prau.g_00009	Syac.g_00010
OG0000361	Prau.g_00010	Syac.g_00011
OG0000362	Prau.g_00012	Syac.g_00013
OG0000363	Prau.g_00014	Syac.g_00015
OG0000364	Prau.g_00015	Syac.g_00016
OG0000365	Prau.g_00020	Syac.g_00023
OG0000366	Prau.g_00021	Syac.g_00024
OG0000367	Prau.g_00022	Syac.g_00025
OG0000368	Prau.g_00024	Syac.g_00027
OG0000369	Prau.g_00025	Syac.g_00028
OG0000370	Prau.g_00026	Syac.g_00029
OG0000371	Prau.g_00031	Syac.g_00036
OG0000372	Prau.g_00034	Syac.g_00041
OG0000373	Prau.g_00035	Syac.g_00042
OG0000374	Prau.g_00036	Syac.g_00043
OG0000375	Prau.g_00047	Syac.g_00046
OG0000376	Prau.g_00049	Syac.g_00048
OG0000377	Prau.g_00053	Syac.g_02346
OG0000378	Prau.g_00055	Syac.g_02338
OG0000379	Prau.g_00058	Syac.g_02335
OG0000380	Prau.g_00068	Syac.g_00452
OG0000381	Prau.g_00072	Syac.g_00449
OG0000382	Prau.g_00082	Syac.g_00434
OG0000383	Prau.g_00084	Syac.g_00432
OG0000384	Prau.g_00085	Syac.g_00431
OG0000385	Prau.g_00086	Syac.g_00430
OG0000386	Prau.g_00087	Syac.g_00429
OG0000387	Prau.g_00100	Syac.g_00404
OG0000388	Prau.g_00103	Syac.g_00401
OG0000389	Prau.g_00107	Syac.g_00397
OG0000390	Prau.g_00114	Syac.g_00379
OG0000391	Prau.g_00117	Syac.g_00374
OG0000392	Prau.g_00121	Syac.g_00369
OG0000393	Prau.g_00123	Syac.g_00366
OG0000394	Prau.g_00124	Syac.g_00365
OG0000395	Prau.g_00125	Syac.g_00364
OG0000396	Prau.g_00128	Syac.g_00361
OG0000397	Prau.g_00130	Syac.g_00359
OG0000398	Prau.g_00132	Syac.g_00354
OG0000399	Prau.g_00133	Syac.g_00353
OG0000400	Prau.g_00134	Syac.g_00352
OG0000401	Prau.g_00135	Syac.g_00351
OG0000402	Prau.g_00137	Syac.g_00348
OG0000403	Prau.g_00138	Syac.g_00347
OG0000404	Prau.g_00139	Syac.g_00345
OG0000405	Prau.g_00143	Syac.g_00332
OG0000406	Prau.g_00148	Syac.g_00328
OG0000407	Prau.g_00149	Syac.g_00327
OG0000408	Prau.g_00151	Syac.g_00325
OG0000409	Prau.g_00153	Syac.g_00323
OG0000410	Prau.g_00154	Syac.g_00322
OG0000411	Prau.g_00155	Syac.g_00321
OG0000412	Prau.g_00156	Syac.g_00320
OG0000413	Prau.g_00157	Syac.g_00318
OG0000414	Prau.g_00158	Syac.g_00317
OG0000415	Prau.g_00159	Syac.g_00316
OG0000416	Prau.g_00160	Syac.g_00315
OG0000417	Prau.g_00161	Syac.g_00314
OG0000418	Prau.g_00166	Syac.g_00309
OG0000419	Prau.g_00168	Syac.g_00307
OG0000420	Prau.g_00169	Syac.g_00305
OG0000421	Prau.g_00174	Syac.g_00300
OG0000422	Prau.g_00175	Syac.g_00299
OG0000423	Prau.g_00176	Syac.g_00298
OG0000424	Prau.g_00177	Syac.g_00297
OG0000425	Prau.g_00178	Syac.g_00296
OG0000426	Prau.g_00179	Syac.g_00295
OG0000427	Prau.g_00180	Syac.g_00294
OG0000428	Prau.g_00182	Syac.g_02257
OG0000429	Prau.g_00183	Syac.g_02259
OG0000430	Prau.g_00184	Syac.g_02260
OG0000431	Prau.g_00186	Syac.g_02264
OG0000432	Prau.g_00189	Syac.g_02270
OG0000433	Prau.g_00190	Syac.g_02272
OG0000434	Prau.g_00191	Syac.g_02273
OG0000435	Prau.g_00192	Syac.g_02277
OG0000436	Prau.g_00197	Syac.g_02282
OG0000437	Prau.g_00198	Syac.g_02283
OG0000438	Prau.g_00199	Syac.g_02284
OG0000439	Prau.g_00201	Syac.g_02286
OG0000440	Prau.g_00202	Syac.g_02287
OG0000441	Prau.g_00205	Syac.g_02294
OG0000442	Prau.g_00206	Syac.g_02295
OG0000443	Prau.g_00207	Syac.g_02296
OG0000444	Prau.g_00212	Syac.g_02303
OG0000445	Prau.g_00213	Syac.g_02304
OG0000446	Prau.g_00214	Syac.g_02305
OG0000447	Prau.g_00215	Syac.g_02308
OG0000448	Prau.g_00216	Syac.g_02309
OG0000449	Prau.g_00217	Syac.g_02310
OG0000450	Prau.g_00218	Syac.g_02313
OG0000451	Prau.g_00219	Syac.g_02314
OG0000452	Prau.g_00222	Syac.g_02318
OG0000453	Prau.g_00223	Syac.g_02319
OG0000454	Prau.g_00224	Syac.g_02320
OG0000455	Prau.g_00225	Syac.g_02321
OG0000456	Prau.g_00226	Syac.g_02322
OG0000457	Prau.g_00227	Syac.g_02324
OG0000458	Prau.g_00228	Syac.g_02325
OG0000459	Prau.g_00229	Syac.g_02326
OG0000460	Prau.g_00236	Syac.g_01970
OG0000461	Prau.g_00244	Syac.g_02198
OG0000462	Prau.g_00246	Syac.g_02201
OG0000463	Prau.g_00247	Syac.g_02202
OG0000464	Prau.g_00248	Syac.g_02203
OG0000465	Prau.g_00249	Syac.g_02204
OG0000466	Prau.g_00252	Syac.g_02208
OG0000467	Prau.g_00253	Syac.g_02210
OG0000468	Prau.g_00255	Syac.g_02216
OG0000469	Prau.g_00264	Syac.g_02230
OG0000470	Prau.g_00266	Syac.g_02232
OG0000471	Prau.g_00267	Syac.g_02233
OG0000472	Prau.g_00268	Syac.g_02235
OG0000473	Prau.g_00270	Syac.g_02237
OG0000474	Prau.g_00271	Syac.g_02238
OG0000475	Prau.g_00272	Syac.g_02239
OG0000476	Prau.g_00273	Syac.g_02241
OG0000477	Prau.g_00277	Syac.g_02247
OG0000478	Prau.g_00278	Syac.g_02248
OG0000479	Prau.g_00279	Syac.g_02249
OG0000480	Prau.g_00284	Syac.g_00293
OG0000481	Prau.g_00286	Syac.g_00291
OG0000482	Prau.g_00287	Syac.g_00290
OG0000483	Prau.g_00290	Syac.g_00286
OG0000484	Prau.g_00291	Syac.g_00285
OG0000485	Prau.g_00292	Syac.g_00284
OG0000486	Prau.g_00293	Syac.g_00283
OG0000487	Prau.g_00297	Syac.g_00276
OG0000488	Prau.g_00300	Syac.g_00272
OG0000489	Prau.g_00305	Syac.g_00260
OG0000490	Prau.g_00310	Syac.g_00249
OG0000491	Prau.g_00311	Syac.g_00248
OG0000492	Prau.g_00313	Syac.g_00246
OG0000493	Prau.g_00314	Syac.g_00245
OG0000494	Prau.g_00315	Syac.g_00244
OG0000495	Prau.g_00316	Syac.g_00243
OG0000496	Prau.g_00317	Syac.g_00242
OG0000497	Prau.g_00318	Syac.g_00241
OG0000498	Prau.g_00319	Syac.g_00240
OG0000499	Prau.g_00320	Syac.g_00239
OG0000500	Prau.g_00321	Syac.g_00238
OG0000501	Prau.g_00323	Syac.g_00235
OG0000502	Prau.g_00326	Syac.g_00223
OG0000503	Prau.g_00336	Syac.g_02020
OG0000504	Prau.g_00337	Syac.g_02018
OG0000505	Prau.g_00338	Syac.g_02017
OG0000506	Prau.g_00340	Syac.g_02015
OG0000507	Prau.g_00343	Syac.g_02009
OG0000508	Prau.g_00347	Syac.g_02005
OG0000509	Prau.g_00349	Syac.g_02003
OG0000510	Prau.g_00350	Syac.g_02002
OG0000511	Prau.g_00351	Syac.g_02001
OG0000512	Prau.g_00353	Syac.g_01999
OG0000513	Prau.g_00360	Syac.g_01984
OG0000514	Prau.g_00472	Syac.g_01977
OG0000515	Prau.g_00473	Syac.g_01976
OG0000516	Prau.g_00474	Syac.g_00697
OG0000517	Prau.g_00476	Syac.g_00691
OG0000518	Prau.g_00487	Syac.g_00707
OG0000519	Prau.g_00488	Syac.g_00708
OG0000520	Prau.g_00489	Syac.g_00709
OG0000521	Prau.g_00494	Syac.g_01721
OG0000522	Prau.g_00496	Syac.g_01719
OG0000523	Prau.g_00497	Syac.g_01718
OG0000524	Prau.g_00503	Syac.g_01716
OG0000525	Prau.g_00506	Syac.g_01709
OG0000526	Prau.g_00507	Syac.g_01706
OG0000527	Prau.g_00514	Syac.g_01702
OG0000528	Prau.g_00519	Syac.g_01911
OG0000529	Prau.g_00522	Syac.g_01903
OG0000530	Prau.g_00525	Syac.g_01900
OG0000531	Prau.g_00526	Syac.g_01899
OG0000532	Prau.g_00528	Syac.g_01896
OG0000533	Prau.g_00529	Syac.g_01895
OG0000534	Prau.g_00530	Syac.g_01894
OG0000535	Prau.g_00531	Syac.g_01893
OG0000536	Prau.g_00532	Syac.g_01892
OG0000537	Prau.g_00533	Syac.g_01891
OG0000538	Prau.g_00541	Syac.g_01880
OG0000539	Prau.g_00542	Syac.g_01879
OG0000540	Prau.g_00543	Syac.g_01878
OG0000541	Prau.g_00544	Syac.g_01877
OG0000542	Prau.g_00546	Syac.g_01874
OG0000543	Prau.g_00548	Syac.g_01872
OG0000544	Prau.g_00549	Syac.g_01871
OG0000545	Prau.g_00551	Syac.g_01869
OG0000546	Prau.g_00554	Syac.g_01867
OG0000547	Prau.g_00556	Syac.g_01865
OG0000548	Prau.g_00557	Syac.g_01864
OG0000549	Prau.g_00559	Syac.g_01858
OG0000550	Prau.g_00564	Syac.g_01854
OG0000551	Prau.g_00567	Syac.g_01849
OG0000552	Prau.g_00568	Syac.g_01848
OG0000553	Prau.g_00569	Syac.g_01846
OG0000554	Prau.g_00574	Syac.g_01835
OG0000555	Prau.g_00582	Syac.g_01822
OG0000556	Prau.g_00584	Syac.g_01817
OG0000557	Prau.g_00585	Syac.g_01815
OG0000558	Prau.g_00587	Syac.g_01813
OG0000559	Prau.g_00591	Syac.g_01808
OG0000560	Prau.g_00594	Syac.g_01805
OG0000561	Prau.g_00595	Syac.g_01804
OG0000562	Prau.g_00596	Syac.g_01803
OG0000563	Prau.g_00597	Syac.g_01802
OG0000564	Prau.g_00598	Syac.g_01801
OG0000565	Prau.g_00601	Syac.g_01797
OG0000566	Prau.g_00603	Syac.g_01793
OG0000567	Prau.g_00607	Syac.g_01789
OG0000568	Prau.g_00608	Syac.g_01786
OG0000569	Prau.g_00609	Syac.g_01785
OG0000570	Prau.g_00610	Syac.g_01784
OG0000571	Prau.g_00612	Syac.g_01780
OG0000572	Prau.g_00625	Syac.g_01765
OG0000573	Prau.g_00630	Syac.g_01755
OG0000574	Prau.g_00631	Syac.g_01754
OG0000575	Prau.g_00635	Syac.g_01750
OG0000576	Prau.g_00637	Syac.g_01748
OG0000577	Prau.g_00638	Syac.g_01747
OG0000578	Prau.g_00639	Syac.g_01746
OG0000579	Prau.g_00640	Syac.g_01745
OG0000580	Prau.g_00641	Syac.g_01744
OG0000581	Prau.g_00643	Syac.g_01738
