Orthogroup	Prau	Prbj
OG0000117	Prau.g_01318	Prbj.g_01915
OG0000118	Prau.g_01383	Prbj.g_01742
OG0000119	Prau.g_01405	Prbj.g_00740, Prbj.g_00778
OG0000120	Prau.g_01430	Prbj.g_01465
OG0000121	Prau.g_01533	Prbj.g_01064, Prbj.g_01058
OG0000122	Prau.g_01571	Prbj.g_02627
OG0000123	Prau.g_01876	Prbj.g_00406
OG0000124	Prau.g_01941	Prbj.g_01281
OG0000125	Prau.g_01978	Prbj.g_01963
OG0000126	Prau.g_02017	Prbj.g_02067
OG0000127	Prau.g_01292	Prbj.g_02148, Prbj.g_00896, Prbj.g_00210
OG0000128	Prau.g_00011	Prbj.g_02085
OG0000129	Prau.g_00051	Prbj.g_01951
OG0000130	Prau.g_00071	Prbj.g_00564
OG0000131	Prau.g_00146	Prbj.g_00543
OG0000132	Prau.g_00165	Prbj.g_00523
OG0000133	Prau.g_00324	Prbj.g_01460
OG0000134	Prau.g_00359	Prbj.g_00067
OG0000135	Prau.g_00386	Prbj.g_02004
OG0000136	Prau.g_00482	Prbj.g_00105
OG0000137	Prau.g_00516	Prbj.g_00128
OG0000138	Prau.g_00536	Prbj.g_01613
OG0000139	Prau.g_00577	Prbj.g_02133
OG0000140	Prau.g_00578	Prbj.g_02139
OG0000141	Prau.g_00645	Prbj.g_01757
OG0000142	Prau.g_00675	Prbj.g_02573
OG0000143	Prau.g_00679	Prbj.g_02577
OG0000144	Prau.g_00692	Prbj.g_00793
OG0000145	Prau.g_00816	Prbj.g_01607
OG0000146	Prau.g_00819	Prbj.g_02277
OG0000147	Prau.g_00820	Prbj.g_02278
OG0000148	Prau.g_00870	Prbj.g_02431
OG0000149	Prau.g_00900	Prbj.g_02488
OG0000150	Prau.g_00909	Prbj.g_02511
OG0000151	Prau.g_00966	Prbj.g_02361
OG0000152	Prau.g_01015	Prbj.g_02268
OG0000153	Prau.g_01034	Prbj.g_02241
OG0000154	Prau.g_01063	Prbj.g_02213
OG0000155	Prau.g_01226	Prbj.g_00312
OG0000156	Prau.g_01359	Prbj.g_00163
OG0000157	Prau.g_01360	Prbj.g_00162
OG0000158	Prau.g_01436	Prbj.g_01514
OG0000160	Prau.g_01532	Prbj.g_01057
OG0000161	Prau.g_01538	Prbj.g_01071
OG0000162	Prau.g_01544	Prbj.g_01077
OG0000163	Prau.g_01578	Prbj.g_01688
OG0000164	Prau.g_01756	Prbj.g_00476
OG0000165	Prau.g_01763	Prbj.g_00467
OG0000166	Prau.g_01833	Prbj.g_01019
OG0000167	Prau.g_01899	Prbj.g_01500
OG0000168	Prau.g_01909	Prbj.g_01515
OG0000169	Prau.g_01919	Prbj.g_01581
OG0000170	Prau.g_01921	Prbj.g_01593
OG0000171	Prau.g_01940	Prbj.g_01282
OG0000172	Prau.g_01949	Prbj.g_01248
OG0000173	Prau.g_01964	Prbj.g_01227
OG0000174	Prau.g_01991	Prbj.g_02006
OG0000175	Prau.g_02001	Prbj.g_02044
OG0000176	Prau.g_00004	Prbj.g_02077
OG0000177	Prau.g_00005	Prbj.g_02078
OG0000178	Prau.g_00006	Prbj.g_02079
OG0000179	Prau.g_00016	Prbj.g_01188
OG0000180	Prau.g_00017	Prbj.g_01189
OG0000181	Prau.g_00018	Prbj.g_01190
OG0000182	Prau.g_00019	Prbj.g_01191
OG0000183	Prau.g_00023	Prbj.g_01195
OG0000184	Prau.g_00054	Prbj.g_01943
OG0000185	Prau.g_00057	Prbj.g_01921
OG0000186	Prau.g_00066	Prbj.g_00558
OG0000187	Prau.g_00067	Prbj.g_00560
OG0000188	Prau.g_00083	Prbj.g_00581
OG0000189	Prau.g_00097	Prbj.g_00607
OG0000190	Prau.g_00098	Prbj.g_00609
OG0000191	Prau.g_00118	Prbj.g_01557
OG0000192	Prau.g_00122	Prbj.g_01566
OG0000193	Prau.g_00147	Prbj.g_00542
OG0000194	Prau.g_00150	Prbj.g_00539
OG0000195	Prau.g_00152	Prbj.g_00537
OG0000196	Prau.g_00162	Prbj.g_00526
OG0000197	Prau.g_00163	Prbj.g_00525
OG0000198	Prau.g_00164	Prbj.g_00524
OG0000199	Prau.g_00171	Prbj.g_00517
OG0000200	Prau.g_00185	Prbj.g_01138
OG0000201	Prau.g_00193	Prbj.g_01157
OG0000202	Prau.g_00194	Prbj.g_01158
OG0000203	Prau.g_00195	Prbj.g_01159
OG0000204	Prau.g_00196	Prbj.g_01160
OG0000205	Prau.g_00203	Prbj.g_01167
OG0000206	Prau.g_00208	Prbj.g_00288
OG0000207	Prau.g_00210	Prbj.g_00234
OG0000208	Prau.g_00211	Prbj.g_00235
OG0000209	Prau.g_00220	Prbj.g_00262
OG0000210	Prau.g_00221	Prbj.g_00263
OG0000211	Prau.g_00234	Prbj.g_00177
OG0000212	Prau.g_00241	Prbj.g_02615
OG0000213	Prau.g_00259	Prbj.g_01362
OG0000214	Prau.g_00269	Prbj.g_01389
OG0000215	Prau.g_00294	Prbj.g_01419
OG0000216	Prau.g_00296	Prbj.g_01422
OG0000217	Prau.g_00299	Prbj.g_01426
OG0000218	Prau.g_00301	Prbj.g_01430
OG0000219	Prau.g_00302	Prbj.g_01431
OG0000220	Prau.g_00303	Prbj.g_01432
OG0000221	Prau.g_00304	Prbj.g_01437
OG0000222	Prau.g_00312	Prbj.g_01446
OG0000223	Prau.g_00325	Prbj.g_01469
OG0000224	Prau.g_00327	Prbj.g_01480
OG0000225	Prau.g_00348	Prbj.g_00323
OG0000226	Prau.g_00352	Prbj.g_00319
OG0000227	Prau.g_00354	Prbj.g_00317
OG0000228	Prau.g_00357	Prbj.g_00063
OG0000229	Prau.g_00477	Prbj.g_00100
OG0000230	Prau.g_00479	Prbj.g_00102
OG0000231	Prau.g_00490	Prbj.g_00117
OG0000232	Prau.g_00499	Prbj.g_01888
OG0000233	Prau.g_00505	Prbj.g_00148
OG0000234	Prau.g_00517	Prbj.g_00127
OG0000235	Prau.g_00520	Prbj.g_01631
OG0000236	Prau.g_00534	Prbj.g_01615
OG0000237	Prau.g_00547	Prbj.g_02094
OG0000238	Prau.g_00553	Prbj.g_02098
OG0000239	Prau.g_00565	Prbj.g_02114
OG0000240	Prau.g_00566	Prbj.g_02115
OG0000241	Prau.g_00570	Prbj.g_01116
OG0000242	Prau.g_00572	Prbj.g_02125
OG0000243	Prau.g_00583	Prbj.g_02668
OG0000244	Prau.g_00586	Prbj.g_01859
OG0000245	Prau.g_00588	Prbj.g_01862
OG0000246	Prau.g_00592	Prbj.g_01866
OG0000247	Prau.g_00602	Prbj.g_01877
OG0000248	Prau.g_00604	Prbj.g_01880
OG0000249	Prau.g_00606	Prbj.g_01882
OG0000250	Prau.g_00611	Prbj.g_01805
OG0000251	Prau.g_00629	Prbj.g_01781
OG0000252	Prau.g_00632	Prbj.g_01778
OG0000253	Prau.g_00633	Prbj.g_01772
OG0000254	Prau.g_00649	Prbj.g_01753
OG0000255	Prau.g_00655	Prbj.g_02546
OG0000256	Prau.g_00667	Prbj.g_02560
OG0000257	Prau.g_00670	Prbj.g_02566
OG0000258	Prau.g_00683	Prbj.g_02589
OG0000259	Prau.g_00700	Prbj.g_00812
OG0000260	Prau.g_00703	Prbj.g_00816
OG0000261	Prau.g_00705	Prbj.g_00819
OG0000262	Prau.g_00709	Prbj.g_00824
OG0000263	Prau.g_00721	Prbj.g_00248
OG0000264	Prau.g_00731	Prbj.g_00933
OG0000265	Prau.g_00755	Prbj.g_00913, Prbj.g_02178
OG0000266	Prau.g_00765	Prbj.g_02189
OG0000267	Prau.g_00776	Prbj.g_02315
OG0000268	Prau.g_00777	Prbj.g_02314
OG0000269	Prau.g_00849	Prbj.g_02407
OG0000270	Prau.g_00852	Prbj.g_02410
OG0000271	Prau.g_00860	Prbj.g_02418
OG0000272	Prau.g_00861	Prbj.g_02419
OG0000273	Prau.g_00884	Prbj.g_02470
OG0000274	Prau.g_00885	Prbj.g_02471
OG0000275	Prau.g_00887	Prbj.g_02474
OG0000276	Prau.g_00892	Prbj.g_02480
OG0000277	Prau.g_00893	Prbj.g_02481
OG0000278	Prau.g_00896	Prbj.g_02484
OG0000279	Prau.g_00904	Prbj.g_02492
OG0000280	Prau.g_00905	Prbj.g_02498
OG0000281	Prau.g_00910	Prbj.g_02512
OG0000282	Prau.g_00958	Prbj.g_02342
OG0000283	Prau.g_00992	Prbj.g_02303
OG0000284	Prau.g_00997	Prbj.g_02297
OG0000285	Prau.g_01002	Prbj.g_00694
OG0000286	Prau.g_01014	Prbj.g_02269
OG0000287	Prau.g_01031	Prbj.g_00722
OG0000288	Prau.g_01062	Prbj.g_02214
OG0000289	Prau.g_01073	Prbj.g_02201
OG0000290	Prau.g_01086	Prbj.g_01841
OG0000291	Prau.g_01088	Prbj.g_01839
OG0000292	Prau.g_01136	Prbj.g_02066
OG0000293	Prau.g_01198	Prbj.g_00958
OG0000294	Prau.g_01199	Prbj.g_00959
OG0000295	Prau.g_01218	Prbj.g_00304
OG0000296	Prau.g_01220	Prbj.g_00306, Prbj.g_00307
OG0000297	Prau.g_01228	Prbj.g_01913
OG0000298	Prau.g_01229	Prbj.g_01914
OG0000299	Prau.g_01246	Prbj.g_01903
OG0000300	Prau.g_01249	Prbj.g_02155
OG0000301	Prau.g_01250	Prbj.g_02156
OG0000302	Prau.g_01252	Prbj.g_02159
OG0000303	Prau.g_01259	Prbj.g_00314
OG0000304	Prau.g_01263	Prbj.g_00020
OG0000305	Prau.g_01401	Prbj.g_01837
OG0000306	Prau.g_01404	Prbj.g_02521
OG0000307	Prau.g_01418	Prbj.g_01647
OG0000308	Prau.g_01419	Prbj.g_01649
OG0000309	Prau.g_01423	Prbj.g_01653
OG0000310	Prau.g_01513	Prbj.g_01294
OG0000311	Prau.g_01515	Prbj.g_01040
OG0000312	Prau.g_01518	Prbj.g_01044
OG0000313	Prau.g_01535	Prbj.g_01068
OG0000314	Prau.g_01558	Prbj.g_00646
OG0000315	Prau.g_01568	Prbj.g_00656
OG0000316	Prau.g_01588	Prbj.g_01699
OG0000317	Prau.g_01730	Prbj.g_00863
OG0000318	Prau.g_01733	Prbj.g_00856
OG0000319	Prau.g_01746	Prbj.g_00487
OG0000320	Prau.g_01748	Prbj.g_00485
OG0000321	Prau.g_01749	Prbj.g_00484
OG0000322	Prau.g_01750	Prbj.g_00483
OG0000323	Prau.g_01759	Prbj.g_00472
OG0000324	Prau.g_01785	Prbj.g_00443
OG0000325	Prau.g_01795	Prbj.g_02657
OG0000326	Prau.g_01801	Prbj.g_02649
OG0000327	Prau.g_01828	Prbj.g_01024
OG0000328	Prau.g_01829	Prbj.g_01023
OG0000329	Prau.g_01846	Prbj.g_01006
OG0000330	Prau.g_01847	Prbj.g_01005
OG0000331	Prau.g_01848	Prbj.g_01004
OG0000332	Prau.g_01862	Prbj.g_00989
OG0000333	Prau.g_01864	Prbj.g_00987
OG0000334	Prau.g_01872	Prbj.g_00410
OG0000335	Prau.g_01877	Prbj.g_00405
OG0000336	Prau.g_01881	Prbj.g_00401
OG0000337	Prau.g_01897	Prbj.g_01494
OG0000338	Prau.g_01898	Prbj.g_01498
OG0000339	Prau.g_01902	Prbj.g_01504
OG0000340	Prau.g_01910	Prbj.g_01516
OG0000341	Prau.g_01912	Prbj.g_01518
OG0000342	Prau.g_01913	Prbj.g_01519
OG0000343	Prau.g_01914	Prbj.g_01576
OG0000344	Prau.g_01917	Prbj.g_01579
OG0000345	Prau.g_01922	Prbj.g_01594
OG0000346	Prau.g_01926	Prbj.g_01599
OG0000347	Prau.g_01942	Prbj.g_01280
OG0000348	Prau.g_01952	Prbj.g_01243
OG0000349	Prau.g_01969	Prbj.g_01219
OG0000350	Prau.g_01987, Prau.g_01297	Prbj.g_01999
OG0000351	Prau.g_02004	Prbj.g_02047
OG0000352	Prau.g_02005	Prbj.g_02048
OG0000353	Prau.g_02021	Prbj.g_02072
OG0000355	Prau.g_00001	Prbj.g_02074
OG0000356	Prau.g_00002	Prbj.g_02075
OG0000357	Prau.g_00003	Prbj.g_02076
OG0000358	Prau.g_00007	Prbj.g_02080
OG0000359	Prau.g_00008	Prbj.g_02082
OG0000360	Prau.g_00009	Prbj.g_02083
OG0000361	Prau.g_00010	Prbj.g_02084
OG0000362	Prau.g_00012	Prbj.g_02086
OG0000363	Prau.g_00014	Prbj.g_01182
OG0000364	Prau.g_00015	Prbj.g_01183
OG0000365	Prau.g_00020	Prbj.g_01192
OG0000366	Prau.g_00021	Prbj.g_01193
OG0000367	Prau.g_00022	Prbj.g_01194
OG0000368	Prau.g_00024	Prbj.g_01196
OG0000369	Prau.g_00025	Prbj.g_01197
OG0000370	Prau.g_00026	Prbj.g_01198
OG0000371	Prau.g_00031	Prbj.g_01207
OG0000372	Prau.g_00034	Prbj.g_01212
OG0000373	Prau.g_00035	Prbj.g_01213
OG0000374	Prau.g_00036	Prbj.g_01214
OG0000375	Prau.g_00047	Prbj.g_01215
OG0000376	Prau.g_00049	Prbj.g_01217
OG0000377	Prau.g_00053	Prbj.g_01950
OG0000378	Prau.g_00055	Prbj.g_01936
OG0000379	Prau.g_00058	Prbj.g_01920
OG0000380	Prau.g_00068	Prbj.g_00561
OG0000381	Prau.g_00072	Prbj.g_00565
OG0000382	Prau.g_00082	Prbj.g_00580
OG0000383	Prau.g_00084	Prbj.g_00582
OG0000384	Prau.g_00085	Prbj.g_00583
OG0000385	Prau.g_00086	Prbj.g_00584
OG0000386	Prau.g_00087	Prbj.g_00585
OG0000387	Prau.g_00100	Prbj.g_00611
OG0000388	Prau.g_00103	Prbj.g_00615
OG0000389	Prau.g_00107	Prbj.g_00619
OG0000390	Prau.g_00114	Prbj.g_01551
OG0000391	Prau.g_00117	Prbj.g_01556
OG0000392	Prau.g_00121	Prbj.g_01562
OG0000393	Prau.g_00123	Prbj.g_01567
OG0000394	Prau.g_00124	Prbj.g_01568
OG0000395	Prau.g_00125	Prbj.g_01569
OG0000396	Prau.g_00128	Prbj.g_01530
OG0000397	Prau.g_00130	Prbj.g_01532
OG0000398	Prau.g_00132	Prbj.g_01537
OG0000399	Prau.g_00133	Prbj.g_01538
OG0000400	Prau.g_00134	Prbj.g_01539
OG0000401	Prau.g_00135	Prbj.g_01540
OG0000402	Prau.g_00137	Prbj.g_01542
OG0000403	Prau.g_00138	Prbj.g_01543
OG0000404	Prau.g_00139	Prbj.g_01545
OG0000405	Prau.g_00143	Prbj.g_00545
OG0000406	Prau.g_00148	Prbj.g_00541
OG0000407	Prau.g_00149	Prbj.g_00540
OG0000408	Prau.g_00151	Prbj.g_00538
OG0000409	Prau.g_00153	Prbj.g_00536
OG0000410	Prau.g_00154	Prbj.g_00535
OG0000411	Prau.g_00155	Prbj.g_00534
OG0000412	Prau.g_00156	Prbj.g_00533
OG0000413	Prau.g_00157	Prbj.g_00531
OG0000414	Prau.g_00158	Prbj.g_00530
OG0000415	Prau.g_00159	Prbj.g_00529
OG0000416	Prau.g_00160	Prbj.g_00528
OG0000417	Prau.g_00161	Prbj.g_00527
OG0000418	Prau.g_00166	Prbj.g_00522
OG0000419	Prau.g_00168	Prbj.g_00520
OG0000420	Prau.g_00169	Prbj.g_00519
OG0000421	Prau.g_00174	Prbj.g_00515
OG0000422	Prau.g_00175	Prbj.g_00514
OG0000423	Prau.g_00176	Prbj.g_00513
OG0000424	Prau.g_00177	Prbj.g_00512
OG0000425	Prau.g_00178	Prbj.g_00511
OG0000426	Prau.g_00179	Prbj.g_00510
OG0000427	Prau.g_00180	Prbj.g_00509
OG0000428	Prau.g_00182	Prbj.g_02369
OG0000429	Prau.g_00183	Prbj.g_01135
OG0000430	Prau.g_00184	Prbj.g_01137
OG0000431	Prau.g_00186	Prbj.g_01141
OG0000432	Prau.g_00189	Prbj.g_01148
OG0000433	Prau.g_00190	Prbj.g_01151
OG0000434	Prau.g_00191	Prbj.g_01152
OG0000435	Prau.g_00192	Prbj.g_01155
OG0000436	Prau.g_00197	Prbj.g_01161
OG0000437	Prau.g_00198	Prbj.g_01162
OG0000438	Prau.g_00199	Prbj.g_01163
OG0000439	Prau.g_00201	Prbj.g_01165
OG0000440	Prau.g_00202	Prbj.g_01166
OG0000441	Prau.g_00205	Prbj.g_01173
OG0000442	Prau.g_00206	Prbj.g_01174
OG0000443	Prau.g_00207	Prbj.g_00289
OG0000444	Prau.g_00212	Prbj.g_00237
OG0000445	Prau.g_00213	Prbj.g_00238
OG0000446	Prau.g_00214	Prbj.g_00240
OG0000447	Prau.g_00215	Prbj.g_00250
OG0000448	Prau.g_00216	Prbj.g_00251
OG0000449	Prau.g_00217	Prbj.g_00252
OG0000450	Prau.g_00218	Prbj.g_00258
OG0000451	Prau.g_00219	Prbj.g_00259
OG0000452	Prau.g_00222	Prbj.g_00264
OG0000453	Prau.g_00223	Prbj.g_00265
OG0000454	Prau.g_00224	Prbj.g_00266
OG0000455	Prau.g_00225	Prbj.g_00267
OG0000456	Prau.g_00226	Prbj.g_00268
OG0000457	Prau.g_00227	Prbj.g_00270
OG0000458	Prau.g_00228	Prbj.g_00271
OG0000459	Prau.g_00229	Prbj.g_00272
OG0000460	Prau.g_00236	Prbj.g_00176
OG0000461	Prau.g_00244	Prbj.g_02661
OG0000462	Prau.g_00246	Prbj.g_01341
OG0000463	Prau.g_00247	Prbj.g_01342
OG0000464	Prau.g_00248	Prbj.g_01343
OG0000465	Prau.g_00249	Prbj.g_01345
OG0000466	Prau.g_00252	Prbj.g_01350
OG0000467	Prau.g_00253	Prbj.g_01352
OG0000468	Prau.g_00255	Prbj.g_01359
OG0000469	Prau.g_00264	Prbj.g_01372
OG0000470	Prau.g_00266	Prbj.g_01385
OG0000471	Prau.g_00267	Prbj.g_01386
OG0000472	Prau.g_00268	Prbj.g_01388
OG0000473	Prau.g_00270	Prbj.g_01390
OG0000474	Prau.g_00271	Prbj.g_01391
OG0000475	Prau.g_00272	Prbj.g_01392
OG0000476	Prau.g_00273	Prbj.g_01394
OG0000477	Prau.g_00277	Prbj.g_01399
OG0000478	Prau.g_00278	Prbj.g_01400
OG0000479	Prau.g_00279	Prbj.g_01401
OG0000480	Prau.g_00284	Prbj.g_01408
OG0000481	Prau.g_00286	Prbj.g_01410
OG0000482	Prau.g_00287	Prbj.g_01411
OG0000483	Prau.g_00290	Prbj.g_01415
OG0000484	Prau.g_00291	Prbj.g_01416
OG0000485	Prau.g_00292	Prbj.g_01417
OG0000486	Prau.g_00293	Prbj.g_01418
OG0000487	Prau.g_00297	Prbj.g_01423
OG0000488	Prau.g_00300	Prbj.g_01427
OG0000489	Prau.g_00305	Prbj.g_01438
OG0000490	Prau.g_00310	Prbj.g_01444
OG0000491	Prau.g_00311	Prbj.g_01445
OG0000492	Prau.g_00313	Prbj.g_01448
OG0000493	Prau.g_00314	Prbj.g_01449
OG0000494	Prau.g_00315	Prbj.g_01450
OG0000495	Prau.g_00316	Prbj.g_01451
OG0000496	Prau.g_00317	Prbj.g_01452
OG0000497	Prau.g_00318	Prbj.g_01453
OG0000498	Prau.g_00319	Prbj.g_01454
OG0000499	Prau.g_00320	Prbj.g_01455
OG0000500	Prau.g_00321	Prbj.g_01456
OG0000501	Prau.g_00323	Prbj.g_01459
OG0000502	Prau.g_00326	Prbj.g_01471
OG0000503	Prau.g_00336	Prbj.g_00341
OG0000504	Prau.g_00337	Prbj.g_00339
OG0000505	Prau.g_00338	Prbj.g_00338
OG0000506	Prau.g_00340	Prbj.g_00336
OG0000507	Prau.g_00343	Prbj.g_00331
OG0000508	Prau.g_00347	Prbj.g_00324
OG0000509	Prau.g_00349	Prbj.g_00322
OG0000510	Prau.g_00350	Prbj.g_00321
OG0000511	Prau.g_00351	Prbj.g_00320
OG0000512	Prau.g_00353	Prbj.g_00318
OG0000513	Prau.g_00360	Prbj.g_00068
OG0000514	Prau.g_00472	Prbj.g_00076
OG0000515	Prau.g_00473	Prbj.g_00077
OG0000516	Prau.g_00474	Prbj.g_00089
OG0000517	Prau.g_00476	Prbj.g_00099
OG0000518	Prau.g_00487	Prbj.g_00111
OG0000519	Prau.g_00488	Prbj.g_00112
OG0000520	Prau.g_00489	Prbj.g_00113
OG0000521	Prau.g_00494	Prbj.g_01894
OG0000522	Prau.g_00496	Prbj.g_01892
OG0000523	Prau.g_00497	Prbj.g_01891
OG0000524	Prau.g_00503	Prbj.g_00152
OG0000525	Prau.g_00506	Prbj.g_00136
OG0000526	Prau.g_00507	Prbj.g_00134
OG0000527	Prau.g_00514	Prbj.g_00130
OG0000528	Prau.g_00519	Prbj.g_01635
OG0000529	Prau.g_00522	Prbj.g_01629
OG0000530	Prau.g_00525	Prbj.g_01626
OG0000531	Prau.g_00526	Prbj.g_01625
OG0000532	Prau.g_00528	Prbj.g_01622
OG0000533	Prau.g_00529	Prbj.g_01620
OG0000534	Prau.g_00530	Prbj.g_01619
OG0000535	Prau.g_00531	Prbj.g_01618
OG0000536	Prau.g_00532	Prbj.g_01617
OG0000537	Prau.g_00533	Prbj.g_01616
OG0000538	Prau.g_00541	Prbj.g_01605
OG0000539	Prau.g_00542	Prbj.g_02088
OG0000540	Prau.g_00543	Prbj.g_02089
OG0000541	Prau.g_00544	Prbj.g_02090
OG0000542	Prau.g_00546	Prbj.g_02093
OG0000543	Prau.g_00548	Prbj.g_02095
OG0000544	Prau.g_00549	Prbj.g_02096
OG0000545	Prau.g_00551	Prbj.g_02097
OG0000546	Prau.g_00554	Prbj.g_02099
OG0000547	Prau.g_00556	Prbj.g_02101
OG0000548	Prau.g_00557	Prbj.g_02102
OG0000549	Prau.g_00559	Prbj.g_02108
OG0000550	Prau.g_00564	Prbj.g_02113
OG0000551	Prau.g_00567	Prbj.g_02117
OG0000552	Prau.g_00568	Prbj.g_02118
OG0000553	Prau.g_00569	Prbj.g_02123
OG0000554	Prau.g_00574	Prbj.g_02128
OG0000555	Prau.g_00582	Prbj.g_02146
OG0000556	Prau.g_00584	Prbj.g_02666
OG0000557	Prau.g_00585	Prbj.g_01858
OG0000558	Prau.g_00587	Prbj.g_01861
OG0000559	Prau.g_00591	Prbj.g_01865
OG0000560	Prau.g_00594	Prbj.g_01868
OG0000561	Prau.g_00595	Prbj.g_01869
OG0000562	Prau.g_00596	Prbj.g_01870
OG0000563	Prau.g_00597	Prbj.g_01871
