Orthogroup	Prau	Syag
OG0000327	Prau.g_01828	Syag.g_02728
OG0000328	Prau.g_01829	Syag.g_02729
OG0000329	Prau.g_01846	Syag.g_02747
OG0000330	Prau.g_01847	Syag.g_02748
OG0000331	Prau.g_01848	Syag.g_02749
OG0000332	Prau.g_01862	Syag.g_02764
OG0000333	Prau.g_01864	Syag.g_02767
OG0000334	Prau.g_01872	Syag.g_02777
OG0000335	Prau.g_01877	Syag.g_02782
OG0000336	Prau.g_01881	Syag.g_02786
OG0000337	Prau.g_01897	Syag.g_02445
OG0000338	Prau.g_01898	Syag.g_02440
OG0000340	Prau.g_01910	Syag.g_02416
OG0000341	Prau.g_01912	Syag.g_02414
OG0000342	Prau.g_01913	Syag.g_02413
OG0000343	Prau.g_01914	Syag.g_02411
OG0000344	Prau.g_01917	Syag.g_02407
OG0000345	Prau.g_01922	Syag.g_02397
OG0000346	Prau.g_01926	Syag.g_02392
OG0000347	Prau.g_01942	Syag.g_02366
OG0000348	Prau.g_01952	Syag.g_02357
OG0000349	Prau.g_01969	Syag.g_02330
OG0000350	Prau.g_01987, Prau.g_01297	Syag.g_02705
OG0000351	Prau.g_02004	Syag.g_02244
OG0000352	Prau.g_02005	Syag.g_02245
OG0000353	Prau.g_02021	Syag.g_02271
OG0000355	Prau.g_00001	Syag.g_02273
OG0000356	Prau.g_00002	Syag.g_02274
OG0000357	Prau.g_00003	Syag.g_02275
OG0000358	Prau.g_00007	Syag.g_02279
OG0000359	Prau.g_00008	Syag.g_02281
OG0000360	Prau.g_00009	Syag.g_02282
OG0000361	Prau.g_00010	Syag.g_02283
OG0000362	Prau.g_00012	Syag.g_02285
OG0000363	Prau.g_00014	Syag.g_02287
OG0000364	Prau.g_00015	Syag.g_02288
OG0000365	Prau.g_00020	Syag.g_02297
OG0000366	Prau.g_00021	Syag.g_02298
OG0000367	Prau.g_00022	Syag.g_02299
OG0000368	Prau.g_00024	Syag.g_02301
OG0000369	Prau.g_00025	Syag.g_02302
OG0000370	Prau.g_00026	Syag.g_02303
OG0000371	Prau.g_00031	Syag.g_02312
OG0000372	Prau.g_00034	Syag.g_02317
OG0000373	Prau.g_00035	Syag.g_02318
OG0000374	Prau.g_00036	Syag.g_02319
OG0000375	Prau.g_00047	Syag.g_02326
OG0000376	Prau.g_00049	Syag.g_02328
OG0000377	Prau.g_00053	Syag.g_02119
OG0000378	Prau.g_00055	Syag.g_02099
OG0000379	Prau.g_00058	Syag.g_02091
OG0000380	Prau.g_00068	Syag.g_01817
OG0000381	Prau.g_00072	Syag.g_01820
OG0000382	Prau.g_00082	Syag.g_01838
OG0000383	Prau.g_00084	Syag.g_01843
OG0000384	Prau.g_00085	Syag.g_01844
OG0000385	Prau.g_00086	Syag.g_01845
OG0000386	Prau.g_00087	Syag.g_01846
OG0000387	Prau.g_00100	Syag.g_01876
OG0000388	Prau.g_00103	Syag.g_01880
OG0000389	Prau.g_00107	Syag.g_01884
OG0000390	Prau.g_00114	Syag.g_01903
OG0000391	Prau.g_00117	Syag.g_01908
OG0000392	Prau.g_00121	Syag.g_01914
OG0000393	Prau.g_00123	Syag.g_01917
OG0000394	Prau.g_00124	Syag.g_01918
OG0000395	Prau.g_00125	Syag.g_01919
OG0000396	Prau.g_00128	Syag.g_01922
OG0000397	Prau.g_00130	Syag.g_01924
OG0000398	Prau.g_00132	Syag.g_01929
OG0000399	Prau.g_00133	Syag.g_01930
OG0000400	Prau.g_00134	Syag.g_01931
OG0000401	Prau.g_00135	Syag.g_01932
OG0000402	Prau.g_00137	Syag.g_01934
OG0000403	Prau.g_00138	Syag.g_01935
OG0000404	Prau.g_00139	Syag.g_01937
OG0000405	Prau.g_00143	Syag.g_01949
OG0000406	Prau.g_00148	Syag.g_01953
OG0000407	Prau.g_00149	Syag.g_01954
OG0000408	Prau.g_00151	Syag.g_01956
OG0000409	Prau.g_00153	Syag.g_01958
OG0000410	Prau.g_00154	Syag.g_01959
OG0000411	Prau.g_00155	Syag.g_01960
OG0000412	Prau.g_00156	Syag.g_01961
OG0000413	Prau.g_00157	Syag.g_01963
OG0000414	Prau.g_00158	Syag.g_01964
OG0000415	Prau.g_00159	Syag.g_01965
OG0000416	Prau.g_00160	Syag.g_01966
OG0000417	Prau.g_00161	Syag.g_01967
OG0000418	Prau.g_00166	Syag.g_01973
OG0000419	Prau.g_00168	Syag.g_01975
OG0000420	Prau.g_00169	Syag.g_01977
OG0000421	Prau.g_00174	Syag.g_01982
OG0000422	Prau.g_00175	Syag.g_01983
OG0000423	Prau.g_00176	Syag.g_01984
OG0000424	Prau.g_00177	Syag.g_01985
OG0000425	Prau.g_00178	Syag.g_01986
OG0000426	Prau.g_00179	Syag.g_01987
OG0000427	Prau.g_00180	Syag.g_01988
OG0000428	Prau.g_00182	Syag.g_01991
OG0000429	Prau.g_00183	Syag.g_01993
OG0000430	Prau.g_00184	Syag.g_01995
OG0000431	Prau.g_00186	Syag.g_01998
OG0000432	Prau.g_00189	Syag.g_02007
OG0000433	Prau.g_00190	Syag.g_02009
OG0000434	Prau.g_00191	Syag.g_02010
OG0000435	Prau.g_00192	Syag.g_02017
OG0000436	Prau.g_00197	Syag.g_02028
OG0000437	Prau.g_00198	Syag.g_02029
OG0000438	Prau.g_00199	Syag.g_02031
OG0000439	Prau.g_00201	Syag.g_02033
OG0000440	Prau.g_00202	Syag.g_02034
OG0000441	Prau.g_00205	Syag.g_02041
OG0000442	Prau.g_00206	Syag.g_02044
OG0000443	Prau.g_00207	Syag.g_02046
OG0000444	Prau.g_00212	Syag.g_02053
OG0000445	Prau.g_00213	Syag.g_02054
OG0000446	Prau.g_00214	Syag.g_02056
OG0000447	Prau.g_00215	Syag.g_02059
OG0000448	Prau.g_00216	Syag.g_02060
OG0000449	Prau.g_00217	Syag.g_02061
OG0000450	Prau.g_00218	Syag.g_02066
OG0000451	Prau.g_00219	Syag.g_02067
OG0000452	Prau.g_00222	Syag.g_02071
OG0000453	Prau.g_00223	Syag.g_02072
OG0000454	Prau.g_00224	Syag.g_02073
OG0000455	Prau.g_00225	Syag.g_02074
OG0000456	Prau.g_00226	Syag.g_02075
OG0000457	Prau.g_00227	Syag.g_02077
OG0000458	Prau.g_00228	Syag.g_02080
OG0000459	Prau.g_00229	Syag.g_02081
OG0000460	Prau.g_00236	Syag.g_01786
OG0000461	Prau.g_00244	Syag.g_02675
OG0000462	Prau.g_00246	Syag.g_02672
OG0000463	Prau.g_00247	Syag.g_02671
OG0000464	Prau.g_00248	Syag.g_02670
OG0000465	Prau.g_00249	Syag.g_02668
OG0000466	Prau.g_00252	Syag.g_02662
OG0000467	Prau.g_00253	Syag.g_02660
OG0000468	Prau.g_00255	Syag.g_02636
OG0000469	Prau.g_00264	Syag.g_02621
OG0000470	Prau.g_00266	Syag.g_02619
OG0000471	Prau.g_00267	Syag.g_02618
OG0000472	Prau.g_00268	Syag.g_02616
OG0000473	Prau.g_00270	Syag.g_02614
OG0000474	Prau.g_00271	Syag.g_02613
OG0000475	Prau.g_00272	Syag.g_02612
OG0000476	Prau.g_00273	Syag.g_02610
OG0000477	Prau.g_00277	Syag.g_02604
OG0000478	Prau.g_00278	Syag.g_02603
OG0000479	Prau.g_00279	Syag.g_02602
OG0000480	Prau.g_00284	Syag.g_02595
OG0000481	Prau.g_00286	Syag.g_02593
OG0000482	Prau.g_00287	Syag.g_02592
OG0000483	Prau.g_00290	Syag.g_02588
OG0000484	Prau.g_00291	Syag.g_02587
OG0000485	Prau.g_00292	Syag.g_02586
OG0000486	Prau.g_00293	Syag.g_02585
OG0000487	Prau.g_00297	Syag.g_02579
OG0000488	Prau.g_00300	Syag.g_02575
OG0000489	Prau.g_00305	Syag.g_02565
OG0000490	Prau.g_00310	Syag.g_02553
OG0000491	Prau.g_00311	Syag.g_02551
OG0000492	Prau.g_00313	Syag.g_02549
OG0000493	Prau.g_00314	Syag.g_02548
OG0000494	Prau.g_00315	Syag.g_02547
OG0000495	Prau.g_00316	Syag.g_02546
OG0000496	Prau.g_00317	Syag.g_02545
OG0000497	Prau.g_00318	Syag.g_02544
OG0000498	Prau.g_00319	Syag.g_02543
OG0000499	Prau.g_00320	Syag.g_02542
OG0000500	Prau.g_00321	Syag.g_02541
OG0000501	Prau.g_00323	Syag.g_02538
OG0000502	Prau.g_00326	Syag.g_02467
OG0000503	Prau.g_00336	Syag.g_02843
OG0000504	Prau.g_00337	Syag.g_02845
OG0000505	Prau.g_00338	Syag.g_02846
OG0000506	Prau.g_00340	Syag.g_02849
OG0000507	Prau.g_00343	Syag.g_02855
OG0000508	Prau.g_00347	Syag.g_02860
OG0000509	Prau.g_00349	Syag.g_02862
OG0000510	Prau.g_00350	Syag.g_02863
OG0000511	Prau.g_00351	Syag.g_02864
OG0000512	Prau.g_00353	Syag.g_02866
OG0000513	Prau.g_00360	Syag.g_00009
OG0000514	Prau.g_00472	Syag.g_00018
OG0000515	Prau.g_00473	Syag.g_00019
OG0000516	Prau.g_00474	Syag.g_00025
OG0000517	Prau.g_00476	Syag.g_00032
OG0000518	Prau.g_00487	Syag.g_00044
OG0000519	Prau.g_00488	Syag.g_00045
OG0000520	Prau.g_00489	Syag.g_00046
OG0000521	Prau.g_00494	Syag.g_00054
OG0000522	Prau.g_00496	Syag.g_00056
OG0000523	Prau.g_00497	Syag.g_00057
OG0000524	Prau.g_00503	Syag.g_01327
OG0000525	Prau.g_00506	Syag.g_01345
OG0000526	Prau.g_00507	Syag.g_01348
OG0000527	Prau.g_00514	Syag.g_01354
OG0000528	Prau.g_00519	Syag.g_01532
OG0000529	Prau.g_00522	Syag.g_01527
OG0000530	Prau.g_00525	Syag.g_01524
OG0000531	Prau.g_00526	Syag.g_01523
OG0000532	Prau.g_00528	Syag.g_01520
OG0000533	Prau.g_00529	Syag.g_01518
OG0000534	Prau.g_00530	Syag.g_01517
OG0000535	Prau.g_00531	Syag.g_01516
OG0000536	Prau.g_00532	Syag.g_01515
OG0000537	Prau.g_00533	Syag.g_01514
OG0000538	Prau.g_00541	Syag.g_01502
OG0000539	Prau.g_00542	Syag.g_01501
OG0000540	Prau.g_00543	Syag.g_01500
OG0000541	Prau.g_00544	Syag.g_01499
OG0000542	Prau.g_00546	Syag.g_01496
OG0000543	Prau.g_00548	Syag.g_01494
OG0000544	Prau.g_00549	Syag.g_01493
OG0000545	Prau.g_00551	Syag.g_01491
OG0000546	Prau.g_00554	Syag.g_01489
OG0000547	Prau.g_00556	Syag.g_01487
OG0000548	Prau.g_00557	Syag.g_01486
OG0000549	Prau.g_00559	Syag.g_01480
OG0000550	Prau.g_00564	Syag.g_01474
OG0000551	Prau.g_00567	Syag.g_01470
OG0000552	Prau.g_00568	Syag.g_01469
OG0000553	Prau.g_00569	Syag.g_01464
OG0000554	Prau.g_00574	Syag.g_01453
OG0000555	Prau.g_00582	Syag.g_00075
OG0000556	Prau.g_00584	Syag.g_00257
OG0000557	Prau.g_00585	Syag.g_00267
OG0000558	Prau.g_00587	Syag.g_00269
OG0000559	Prau.g_00591	Syag.g_00273
OG0000560	Prau.g_00594	Syag.g_00276
OG0000561	Prau.g_00595	Syag.g_00277
OG0000562	Prau.g_00596	Syag.g_00278
OG0000563	Prau.g_00597	Syag.g_00279
OG0000564	Prau.g_00598	Syag.g_00280
OG0000565	Prau.g_00601	Syag.g_00284
OG0000566	Prau.g_00603	Syag.g_00288
OG0000567	Prau.g_00607	Syag.g_00292
OG0000568	Prau.g_00608	Syag.g_00295
OG0000569	Prau.g_00609	Syag.g_00296
OG0000570	Prau.g_00610	Syag.g_00297
OG0000571	Prau.g_00612	Syag.g_00301
OG0000572	Prau.g_00625	Syag.g_00320, Syag.g_00251
OG0000573	Prau.g_00630	Syag.g_00329
OG0000574	Prau.g_00631	Syag.g_00330
OG0000575	Prau.g_00635	Syag.g_00335
