Orthogroup	Prau	Prbk
OG0000063	Prau.g_00032, Prau.g_01295	Prbk.g_01613
OG0000065	Prau.g_00108	Prbk.g_00011
OG0000066	Prau.g_00579	Prbk.g_01094
OG0000067	Prau.g_00854	Prbk.g_02468
OG0000068	Prau.g_01409	Prbk.g_02052
OG0000070	Prau.g_00491	Prbk.g_00310
OG0000071	Prau.g_01371	Prbk.g_01183
OG0000072	Prau.g_00172	Prbk.g_00778
OG0000073	Prau.g_00540	Prbk.g_01862
OG0000075	Prau.g_01901	Prbk.g_00514
OG0000076	Prau.g_00037, Prau.g_01925	Prbk.g_00237
OG0000077	Prau.g_00079	Prbk.g_00307, Prbk.g_01308
OG0000078	Prau.g_00240	Prbk.g_01515
OG0000079	Prau.g_00254	Prbk.g_01000
OG0000081	Prau.g_00571	Prbk.g_00733, Prbk.g_01772
OG0000082	Prau.g_00624	Prbk.g_01122
OG0000084	Prau.g_01524	Prbk.g_00255
OG0000085	Prau.g_01725	Prbk.g_00919
OG0000086	Prau.g_00089	Prbk.g_01295
OG0000087	Prau.g_00140	Prbk.g_00559
OG0000088	Prau.g_00167	Prbk.g_00773, Prbk.g_01836
OG0000089	Prau.g_00358	Prbk.g_00364
OG0000090	Prau.g_00573	Prbk.g_01080
OG0000091	Prau.g_00682	Prbk.g_02639
OG0000093	Prau.g_00983	Prbk.g_02444
OG0000094	Prau.g_01070	Prbk.g_02190
OG0000095	Prau.g_01089	Prbk.g_00056
OG0000097	Prau.g_01247	Prbk.g_00189
OG0000098	Prau.g_01391	Prbk.g_01199
OG0000099	Prau.g_01435	Prbk.g_00476
OG0000100	Prau.g_01605	Prbk.g_01360, Prbk.g_02498
OG0000101	Prau.g_01869	Prbk.g_00796, Prbk.g_00944
OG0000102	Prau.g_01930	Prbk.g_01484
OG0000103	Prau.g_02009	Prbk.g_02260
OG0000104	Prau.g_02018	Prbk.g_02274
OG0000105	Prau.g_00276	Prbk.g_00409
OG0000106	Prau.g_00373	Prbk.g_00925
OG0000107	Prau.g_00389	Prbk.g_01902
OG0000108	Prau.g_00521	Prbk.g_02061
OG0000109	Prau.g_00535	Prbk.g_02077
OG0000110	Prau.g_00614	Prbk.g_01110
OG0000111	Prau.g_00739	Prbk.g_01766
OG0000112	Prau.g_00818	Prbk.g_02332
OG0000113	Prau.g_00876	Prbk.g_02493
OG0000114	Prau.g_00956	Prbk.g_02396
OG0000115	Prau.g_01148	Prbk.g_01234
OG0000116	Prau.g_01197	Prbk.g_01034
OG0000117	Prau.g_01318	Prbk.g_01496
OG0000118	Prau.g_01383	Prbk.g_01169
OG0000119	Prau.g_01405	Prbk.g_01746, Prbk.g_01786
OG0000120	Prau.g_01430	Prbk.g_00477
OG0000121	Prau.g_01533	Prbk.g_00267, Prbk.g_00261
OG0000122	Prau.g_01571	Prbk.g_02664
OG0000123	Prau.g_01876	Prbk.g_00805
OG0000124	Prau.g_01941	Prbk.g_01539
OG0000125	Prau.g_01978	Prbk.g_02168
OG0000126	Prau.g_02017	Prbk.g_02272
OG0000127	Prau.g_01292	Prbk.g_01101, Prbk.g_01852, Prbk.g_01335
OG0000128	Prau.g_00011	Prbk.g_02290
OG0000129	Prau.g_00051	Prbk.g_02156
OG0000130	Prau.g_00071	Prbk.g_01320
OG0000131	Prau.g_00146	Prbk.g_00751
OG0000132	Prau.g_00165	Prbk.g_00771
OG0000133	Prau.g_00324	Prbk.g_00472
OG0000134	Prau.g_00359	Prbk.g_00361
OG0000135	Prau.g_00386	Prbk.g_02209
OG0000136	Prau.g_00482	Prbk.g_00323
OG0000137	Prau.g_00516	Prbk.g_02113
OG0000138	Prau.g_00536	Prbk.g_02078
OG0000139	Prau.g_00577	Prbk.g_01086
OG0000140	Prau.g_00578	Prbk.g_01092
OG0000141	Prau.g_00645	Prbk.g_01154
OG0000142	Prau.g_00675	Prbk.g_02631
OG0000143	Prau.g_00679	Prbk.g_02635
OG0000144	Prau.g_00692	Prbk.g_00739
OG0000145	Prau.g_00816	Prbk.g_01863
OG0000146	Prau.g_00819	Prbk.g_02333
OG0000147	Prau.g_00820	Prbk.g_02334
OG0000148	Prau.g_00870	Prbk.g_02487
OG0000149	Prau.g_00900	Prbk.g_02544
OG0000150	Prau.g_00909	Prbk.g_02567
OG0000151	Prau.g_00966	Prbk.g_02417
OG0000152	Prau.g_01015	Prbk.g_02324
OG0000153	Prau.g_01034	Prbk.g_02297
OG0000154	Prau.g_01063	Prbk.g_00584
OG0000155	Prau.g_01226	Prbk.g_00099
OG0000156	Prau.g_01359	Prbk.g_00164
OG0000157	Prau.g_01360	Prbk.g_00163
OG0000158	Prau.g_01436	Prbk.g_00526
OG0000160	Prau.g_01532	Prbk.g_00260
OG0000161	Prau.g_01538	Prbk.g_00274
OG0000162	Prau.g_01544	Prbk.g_00280
OG0000163	Prau.g_01578	Prbk.g_02002
OG0000164	Prau.g_01756	Prbk.g_01432
OG0000165	Prau.g_01763	Prbk.g_01423
OG0000166	Prau.g_01833	Prbk.g_00982
OG0000167	Prau.g_01899	Prbk.g_00512
OG0000168	Prau.g_01909	Prbk.g_00527
OG0000169	Prau.g_01919	Prbk.g_00220
OG0000170	Prau.g_01921	Prbk.g_00232
OG0000171	Prau.g_01940	Prbk.g_01538
OG0000172	Prau.g_01949	Prbk.g_01573
OG0000173	Prau.g_01964	Prbk.g_01594
OG0000174	Prau.g_01991	Prbk.g_02211
OG0000175	Prau.g_02001	Prbk.g_02249
OG0000176	Prau.g_00004	Prbk.g_02282
OG0000177	Prau.g_00005	Prbk.g_02283
OG0000178	Prau.g_00006	Prbk.g_02284
OG0000179	Prau.g_00016	Prbk.g_01633
OG0000180	Prau.g_00017	Prbk.g_01632
OG0000181	Prau.g_00018	Prbk.g_01631
OG0000182	Prau.g_00019	Prbk.g_01630
OG0000183	Prau.g_00023	Prbk.g_01626
OG0000184	Prau.g_00054	Prbk.g_02148
OG0000185	Prau.g_00057	Prbk.g_02126
OG0000186	Prau.g_00066	Prbk.g_01326
OG0000187	Prau.g_00067	Prbk.g_01324
OG0000188	Prau.g_00083	Prbk.g_01303
OG0000189	Prau.g_00097	Prbk.g_00024
OG0000190	Prau.g_00098	Prbk.g_00022
OG0000191	Prau.g_00118	Prbk.g_00197
OG0000192	Prau.g_00122	Prbk.g_00206
OG0000193	Prau.g_00147	Prbk.g_00752
OG0000194	Prau.g_00150	Prbk.g_00755
OG0000195	Prau.g_00152	Prbk.g_00757
OG0000196	Prau.g_00162	Prbk.g_00768
OG0000197	Prau.g_00163	Prbk.g_00769
OG0000198	Prau.g_00164	Prbk.g_00770
OG0000199	Prau.g_00171	Prbk.g_00777
OG0000200	Prau.g_00185	Prbk.g_01280
OG0000201	Prau.g_00193	Prbk.g_01261
OG0000202	Prau.g_00194	Prbk.g_01260
OG0000203	Prau.g_00195	Prbk.g_01259
OG0000204	Prau.g_00196	Prbk.g_01258
OG0000205	Prau.g_00203	Prbk.g_01251
OG0000206	Prau.g_00208	Prbk.g_00632
OG0000207	Prau.g_00210	Prbk.g_00686
OG0000208	Prau.g_00211	Prbk.g_00685
OG0000209	Prau.g_00220	Prbk.g_00658
OG0000210	Prau.g_00221	Prbk.g_00657
OG0000211	Prau.g_00234	Prbk.g_01368
OG0000212	Prau.g_00241	Prbk.g_01514
OG0000213	Prau.g_00259	Prbk.g_00374
OG0000214	Prau.g_00269	Prbk.g_00401
OG0000215	Prau.g_00294	Prbk.g_00431
OG0000216	Prau.g_00296	Prbk.g_00434
OG0000217	Prau.g_00299	Prbk.g_00438
OG0000218	Prau.g_00301	Prbk.g_00442
OG0000219	Prau.g_00302	Prbk.g_00443
OG0000220	Prau.g_00303	Prbk.g_00444
OG0000221	Prau.g_00304	Prbk.g_00449
OG0000222	Prau.g_00312	Prbk.g_00458
OG0000223	Prau.g_00325	Prbk.g_00481
OG0000224	Prau.g_00327	Prbk.g_00492
OG0000225	Prau.g_00348	Prbk.g_00889
OG0000226	Prau.g_00352	Prbk.g_00893
OG0000227	Prau.g_00354	Prbk.g_00895
OG0000228	Prau.g_00357	Prbk.g_00365
OG0000229	Prau.g_00477	Prbk.g_00328
OG0000230	Prau.g_00479	Prbk.g_00326
OG0000231	Prau.g_00490	Prbk.g_00311
OG0000232	Prau.g_00499	Prbk.g_00295
OG0000233	Prau.g_00505	Prbk.g_02092
OG0000234	Prau.g_00517	Prbk.g_02114
OG0000235	Prau.g_00520	Prbk.g_02060
OG0000236	Prau.g_00534	Prbk.g_02076
OG0000237	Prau.g_00547	Prbk.g_01047
OG0000238	Prau.g_00553	Prbk.g_01051
OG0000239	Prau.g_00565	Prbk.g_01067
OG0000240	Prau.g_00566	Prbk.g_01068
OG0000241	Prau.g_00570	Prbk.g_01965
OG0000242	Prau.g_00572	Prbk.g_01078
OG0000243	Prau.g_00583	Prbk.g_02684
OG0000244	Prau.g_00586	Prbk.g_01897
OG0000245	Prau.g_00588	Prbk.g_01894
OG0000246	Prau.g_00592	Prbk.g_01890
OG0000247	Prau.g_00602	Prbk.g_01879
OG0000248	Prau.g_00604	Prbk.g_01876
OG0000249	Prau.g_00606	Prbk.g_01874
OG0000250	Prau.g_00611	Prbk.g_01106
OG0000251	Prau.g_00629	Prbk.g_01130
OG0000252	Prau.g_00632	Prbk.g_01133
OG0000253	Prau.g_00633	Prbk.g_01139
OG0000254	Prau.g_00649	Prbk.g_01158
OG0000255	Prau.g_00655	Prbk.g_02604
OG0000256	Prau.g_00667	Prbk.g_02618
OG0000257	Prau.g_00670	Prbk.g_02624
OG0000258	Prau.g_00683	Prbk.g_02647
OG0000259	Prau.g_00700	Prbk.g_00720
OG0000260	Prau.g_00703	Prbk.g_00717
OG0000261	Prau.g_00705	Prbk.g_00714
OG0000262	Prau.g_00709	Prbk.g_00709
OG0000263	Prau.g_00721	Prbk.g_00672
OG0000264	Prau.g_00731	Prbk.g_01815
OG0000265	Prau.g_00755	Prbk.g_01835, Prbk.g_00619
OG0000266	Prau.g_00765	Prbk.g_00608
OG0000267	Prau.g_00776	Prbk.g_02371
OG0000268	Prau.g_00777	Prbk.g_02370
OG0000269	Prau.g_00849	Prbk.g_02463
OG0000270	Prau.g_00852	Prbk.g_02466
OG0000271	Prau.g_00860	Prbk.g_02474
OG0000272	Prau.g_00861	Prbk.g_02475
OG0000273	Prau.g_00884	Prbk.g_02526
OG0000274	Prau.g_00885	Prbk.g_02527
OG0000275	Prau.g_00887	Prbk.g_02530
OG0000276	Prau.g_00892	Prbk.g_02536
OG0000277	Prau.g_00893	Prbk.g_02537
OG0000278	Prau.g_00896	Prbk.g_02540
OG0000279	Prau.g_00904	Prbk.g_02548
OG0000280	Prau.g_00905	Prbk.g_02554
OG0000281	Prau.g_00910	Prbk.g_02568
OG0000282	Prau.g_00958	Prbk.g_02398
OG0000283	Prau.g_00992	Prbk.g_02359
OG0000284	Prau.g_00997	Prbk.g_02353
OG0000285	Prau.g_01002	Prbk.g_01698
OG0000286	Prau.g_01014	Prbk.g_02325
OG0000287	Prau.g_01031	Prbk.g_01728
OG0000288	Prau.g_01062	Prbk.g_00583
OG0000289	Prau.g_01073	Prbk.g_00596
OG0000290	Prau.g_01086	Prbk.g_00059
OG0000291	Prau.g_01088	Prbk.g_00057
OG0000292	Prau.g_01136	Prbk.g_02271
OG0000293	Prau.g_01198	Prbk.g_01032
OG0000294	Prau.g_01199	Prbk.g_01031
OG0000295	Prau.g_01218	Prbk.g_00106
OG0000296	Prau.g_01220	Prbk.g_00104
OG0000297	Prau.g_01228	Prbk.g_01498
OG0000298	Prau.g_01229	Prbk.g_01497
OG0000299	Prau.g_01246	Prbk.g_01508
OG0000300	Prau.g_01249	Prbk.g_00186
OG0000301	Prau.g_01250	Prbk.g_00185
OG0000302	Prau.g_01252	Prbk.g_00182
OG0000303	Prau.g_01259	Prbk.g_00097
OG0000304	Prau.g_01263	Prbk.g_00121
OG0000305	Prau.g_01401	Prbk.g_00055
OG0000306	Prau.g_01404	Prbk.g_02578
OG0000307	Prau.g_01418	Prbk.g_02044
OG0000308	Prau.g_01419	Prbk.g_02042
OG0000309	Prau.g_01423	Prbk.g_02038
OG0000310	Prau.g_01513	Prbk.g_01937
OG0000311	Prau.g_01515	Prbk.g_00243
OG0000312	Prau.g_01518	Prbk.g_00247
OG0000313	Prau.g_01535	Prbk.g_00271
OG0000314	Prau.g_01558	Prbk.g_01222
OG0000315	Prau.g_01568	Prbk.g_01212
OG0000316	Prau.g_01588	Prbk.g_01991
OG0000317	Prau.g_01730	Prbk.g_00913
OG0000318	Prau.g_01733	Prbk.g_00906
OG0000319	Prau.g_01746	Prbk.g_01443
OG0000320	Prau.g_01748	Prbk.g_01441
OG0000321	Prau.g_01749	Prbk.g_01440
OG0000322	Prau.g_01750	Prbk.g_01439
OG0000323	Prau.g_01759	Prbk.g_01428
OG0000324	Prau.g_01785	Prbk.g_01399
OG0000325	Prau.g_01795	Prbk.g_01904
OG0000326	Prau.g_01801	Prbk.g_01912
OG0000327	Prau.g_01828	Prbk.g_00987
OG0000328	Prau.g_01829	Prbk.g_00986
OG0000329	Prau.g_01846	Prbk.g_00969
OG0000330	Prau.g_01847	Prbk.g_00968
OG0000331	Prau.g_01848	Prbk.g_00967
OG0000332	Prau.g_01862	Prbk.g_00952
OG0000333	Prau.g_01864	Prbk.g_00950
OG0000334	Prau.g_01872	Prbk.g_00801
OG0000335	Prau.g_01877	Prbk.g_00806
OG0000336	Prau.g_01881	Prbk.g_00810
OG0000337	Prau.g_01897	Prbk.g_00506
OG0000338	Prau.g_01898	Prbk.g_00510
OG0000339	Prau.g_01902	Prbk.g_00516
OG0000340	Prau.g_01910	Prbk.g_00528
OG0000341	Prau.g_01912	Prbk.g_00530
OG0000342	Prau.g_01913	Prbk.g_00531
OG0000343	Prau.g_01914	Prbk.g_00215
OG0000344	Prau.g_01917	Prbk.g_00218
OG0000345	Prau.g_01922	Prbk.g_00233
OG0000346	Prau.g_01926	Prbk.g_00238
OG0000347	Prau.g_01942	Prbk.g_01540
OG0000348	Prau.g_01952	Prbk.g_01578
OG0000349	Prau.g_01969	Prbk.g_01602
OG0000350	Prau.g_01987, Prau.g_01297	Prbk.g_02204
OG0000351	Prau.g_02004	Prbk.g_02252
OG0000352	Prau.g_02005	Prbk.g_02253
OG0000353	Prau.g_02021	Prbk.g_02277
OG0000355	Prau.g_00001	Prbk.g_02279
OG0000356	Prau.g_00002	Prbk.g_02280
OG0000357	Prau.g_00003	Prbk.g_02281
OG0000358	Prau.g_00007	Prbk.g_02285
OG0000359	Prau.g_00008	Prbk.g_02287
OG0000360	Prau.g_00009	Prbk.g_02288
OG0000361	Prau.g_00010	Prbk.g_02289
OG0000362	Prau.g_00012	Prbk.g_02291
OG0000363	Prau.g_00014	Prbk.g_01639
OG0000364	Prau.g_00015	Prbk.g_01638
OG0000365	Prau.g_00020	Prbk.g_01629
OG0000366	Prau.g_00021	Prbk.g_01628
OG0000367	Prau.g_00022	Prbk.g_01627
OG0000368	Prau.g_00024	Prbk.g_01625
OG0000369	Prau.g_00025	Prbk.g_01624
OG0000370	Prau.g_00026	Prbk.g_01623
OG0000371	Prau.g_00031	Prbk.g_01614
OG0000372	Prau.g_00034	Prbk.g_01609
OG0000373	Prau.g_00035	Prbk.g_01608
OG0000374	Prau.g_00036	Prbk.g_01607
OG0000375	Prau.g_00047	Prbk.g_01606
OG0000376	Prau.g_00049	Prbk.g_01604
OG0000377	Prau.g_00053	Prbk.g_02155
OG0000378	Prau.g_00055	Prbk.g_02141
OG0000379	Prau.g_00058	Prbk.g_02125
OG0000380	Prau.g_00068	Prbk.g_01323
OG0000381	Prau.g_00072	Prbk.g_01319
OG0000382	Prau.g_00082	Prbk.g_01304
OG0000383	Prau.g_00084	Prbk.g_01302
OG0000384	Prau.g_00085	Prbk.g_01301
OG0000385	Prau.g_00086	Prbk.g_01300
OG0000386	Prau.g_00087	Prbk.g_01299
OG0000387	Prau.g_00100	Prbk.g_00020
OG0000388	Prau.g_00103	Prbk.g_00016
OG0000389	Prau.g_00107	Prbk.g_00012
OG0000390	Prau.g_00114	Prbk.g_00191
OG0000391	Prau.g_00117	Prbk.g_00196
OG0000392	Prau.g_00121	Prbk.g_00202
OG0000393	Prau.g_00123	Prbk.g_00207
OG0000394	Prau.g_00124	Prbk.g_00208
OG0000395	Prau.g_00125	Prbk.g_00209
OG0000396	Prau.g_00128	Prbk.g_00542
OG0000397	Prau.g_00130	Prbk.g_00544
OG0000398	Prau.g_00132	Prbk.g_00549
OG0000399	Prau.g_00133	Prbk.g_00550
OG0000400	Prau.g_00134	Prbk.g_00551
OG0000401	Prau.g_00135	Prbk.g_00552
OG0000402	Prau.g_00137	Prbk.g_00554
OG0000403	Prau.g_00138	Prbk.g_00555
OG0000404	Prau.g_00139	Prbk.g_00557
OG0000405	Prau.g_00143	Prbk.g_00749
OG0000406	Prau.g_00148	Prbk.g_00753
OG0000407	Prau.g_00149	Prbk.g_00754
OG0000408	Prau.g_00151	Prbk.g_00756
OG0000409	Prau.g_00153	Prbk.g_00758
OG0000410	Prau.g_00154	Prbk.g_00759
OG0000411	Prau.g_00155	Prbk.g_00760
OG0000412	Prau.g_00156	Prbk.g_00761
OG0000413	Prau.g_00157	Prbk.g_00763
OG0000414	Prau.g_00158	Prbk.g_00764
OG0000415	Prau.g_00159	Prbk.g_00765
OG0000416	Prau.g_00160	Prbk.g_00766
OG0000417	Prau.g_00161	Prbk.g_00767
OG0000418	Prau.g_00166	Prbk.g_00772
OG0000419	Prau.g_00168	Prbk.g_00774
OG0000420	Prau.g_00169	Prbk.g_00775
OG0000421	Prau.g_00174	Prbk.g_00779
OG0000422	Prau.g_00175	Prbk.g_00780
OG0000423	Prau.g_00176	Prbk.g_00781
OG0000424	Prau.g_00177	Prbk.g_00782
OG0000425	Prau.g_00178	Prbk.g_00783
OG0000426	Prau.g_00179	Prbk.g_00784
OG0000427	Prau.g_00180	Prbk.g_00785
OG0000428	Prau.g_00182	Prbk.g_02425
OG0000429	Prau.g_00183	Prbk.g_01283
OG0000430	Prau.g_00184	Prbk.g_01281
OG0000431	Prau.g_00186	Prbk.g_01277
OG0000432	Prau.g_00189	Prbk.g_01270
OG0000433	Prau.g_00190	Prbk.g_01267
OG0000434	Prau.g_00191	Prbk.g_01266
OG0000435	Prau.g_00192	Prbk.g_01263
OG0000436	Prau.g_00197	Prbk.g_01257
OG0000437	Prau.g_00198	Prbk.g_01256
OG0000438	Prau.g_00199	Prbk.g_01255
OG0000439	Prau.g_00201	Prbk.g_01253
OG0000440	Prau.g_00202	Prbk.g_01252
OG0000441	Prau.g_00205	Prbk.g_01245
OG0000442	Prau.g_00206	Prbk.g_01244
OG0000443	Prau.g_00207	Prbk.g_00631
OG0000444	Prau.g_00212	Prbk.g_00683
OG0000445	Prau.g_00213	Prbk.g_00682
OG0000446	Prau.g_00214	Prbk.g_00680
OG0000447	Prau.g_00215	Prbk.g_00670
OG0000448	Prau.g_00216	Prbk.g_00669
OG0000449	Prau.g_00217	Prbk.g_00668
OG0000450	Prau.g_00218	Prbk.g_00662
OG0000451	Prau.g_00219	Prbk.g_00661
OG0000452	Prau.g_00222	Prbk.g_00656
OG0000453	Prau.g_00223	Prbk.g_00655
OG0000454	Prau.g_00224	Prbk.g_00654
OG0000455	Prau.g_00225	Prbk.g_00653
OG0000456	Prau.g_00226	Prbk.g_00652
OG0000457	Prau.g_00227	Prbk.g_00650
OG0000458	Prau.g_00228	Prbk.g_00649
OG0000459	Prau.g_00229	Prbk.g_00648
OG0000460	Prau.g_00236	Prbk.g_01369
OG0000461	Prau.g_00244	Prbk.g_01900
OG0000462	Prau.g_00246	Prbk.g_01012
OG0000463	Prau.g_00247	Prbk.g_01011
OG0000464	Prau.g_00248	Prbk.g_01010
OG0000465	Prau.g_00249	Prbk.g_01008
OG0000466	Prau.g_00252	Prbk.g_01003
OG0000467	Prau.g_00253	Prbk.g_01001
OG0000468	Prau.g_00255	Prbk.g_00371
OG0000469	Prau.g_00264	Prbk.g_00384
OG0000470	Prau.g_00266	Prbk.g_00397
OG0000471	Prau.g_00267	Prbk.g_00398
OG0000472	Prau.g_00268	Prbk.g_00400
OG0000473	Prau.g_00270	Prbk.g_00402
OG0000474	Prau.g_00271	Prbk.g_00403
OG0000475	Prau.g_00272	Prbk.g_00404
OG0000476	Prau.g_00273	Prbk.g_00406
OG0000477	Prau.g_00277	Prbk.g_00411
OG0000478	Prau.g_00278	Prbk.g_00412
OG0000479	Prau.g_00279	Prbk.g_00413
OG0000480	Prau.g_00284	Prbk.g_00420
OG0000481	Prau.g_00286	Prbk.g_00422
OG0000482	Prau.g_00287	Prbk.g_00423
OG0000483	Prau.g_00290	Prbk.g_00427
OG0000484	Prau.g_00291	Prbk.g_00428
OG0000485	Prau.g_00292	Prbk.g_00429
OG0000486	Prau.g_00293	Prbk.g_00430
OG0000487	Prau.g_00297	Prbk.g_00435
OG0000488	Prau.g_00300	Prbk.g_00439
OG0000489	Prau.g_00305	Prbk.g_00450
OG0000490	Prau.g_00310	Prbk.g_00456
OG0000491	Prau.g_00311	Prbk.g_00457
OG0000492	Prau.g_00313	Prbk.g_00460
OG0000493	Prau.g_00314	Prbk.g_00461
OG0000494	Prau.g_00315	Prbk.g_00462
OG0000495	Prau.g_00316	Prbk.g_00463
OG0000496	Prau.g_00317	Prbk.g_00464
OG0000497	Prau.g_00318	Prbk.g_00465
OG0000498	Prau.g_00319	Prbk.g_00466
OG0000499	Prau.g_00320	Prbk.g_00467
OG0000500	Prau.g_00321	Prbk.g_00468
OG0000501	Prau.g_00323	Prbk.g_00471
OG0000502	Prau.g_00326	Prbk.g_00483
OG0000503	Prau.g_00336	Prbk.g_00871
OG0000504	Prau.g_00337	Prbk.g_00873
OG0000505	Prau.g_00338	Prbk.g_00874
OG0000506	Prau.g_00340	Prbk.g_00876
OG0000507	Prau.g_00343	Prbk.g_00881
OG0000508	Prau.g_00347	Prbk.g_00888
OG0000509	Prau.g_00349	Prbk.g_00890
OG0000510	Prau.g_00350	Prbk.g_00891
OG0000511	Prau.g_00351	Prbk.g_00892
OG0000512	Prau.g_00353	Prbk.g_00894
OG0000513	Prau.g_00360	Prbk.g_00360
OG0000514	Prau.g_00472	Prbk.g_00352
OG0000515	Prau.g_00473	Prbk.g_00351
OG0000516	Prau.g_00474	Prbk.g_00339
OG0000517	Prau.g_00476	Prbk.g_00329
OG0000518	Prau.g_00487	Prbk.g_00317
OG0000519	Prau.g_00488	Prbk.g_00316
OG0000520	Prau.g_00489	Prbk.g_00315
OG0000521	Prau.g_00494	Prbk.g_00301
OG0000522	Prau.g_00496	Prbk.g_00299
OG0000523	Prau.g_00497	Prbk.g_00298
OG0000524	Prau.g_00503	Prbk.g_02088
OG0000525	Prau.g_00506	Prbk.g_02105
OG0000526	Prau.g_00507	Prbk.g_02107
OG0000527	Prau.g_00514	Prbk.g_02111
OG0000528	Prau.g_00519	Prbk.g_02056
OG0000529	Prau.g_00522	Prbk.g_02062
OG0000530	Prau.g_00525	Prbk.g_02065
OG0000531	Prau.g_00526	Prbk.g_02066
OG0000532	Prau.g_00528	Prbk.g_02069
OG0000533	Prau.g_00529	Prbk.g_02071
OG0000534	Prau.g_00530	Prbk.g_02072
OG0000535	Prau.g_00531	Prbk.g_02073
OG0000536	Prau.g_00532	Prbk.g_02074
OG0000537	Prau.g_00533	Prbk.g_02075
OG0000538	Prau.g_00541	Prbk.g_01865
OG0000539	Prau.g_00542	Prbk.g_01041
OG0000540	Prau.g_00543	Prbk.g_01042
OG0000541	Prau.g_00544	Prbk.g_01043
OG0000542	Prau.g_00546	Prbk.g_01046
OG0000543	Prau.g_00548	Prbk.g_01048
OG0000544	Prau.g_00549	Prbk.g_01049
OG0000545	Prau.g_00551	Prbk.g_01050
OG0000546	Prau.g_00554	Prbk.g_01052
OG0000547	Prau.g_00556	Prbk.g_01054
OG0000548	Prau.g_00557	Prbk.g_01055
OG0000549	Prau.g_00559	Prbk.g_01061
OG0000550	Prau.g_00564	Prbk.g_01066
OG0000551	Prau.g_00567	Prbk.g_01070
OG0000552	Prau.g_00568	Prbk.g_01071
OG0000553	Prau.g_00569	Prbk.g_01076
OG0000554	Prau.g_00574	Prbk.g_01081
OG0000555	Prau.g_00582	Prbk.g_01099
OG0000556	Prau.g_00584	Prbk.g_02686
OG0000557	Prau.g_00585	Prbk.g_01898
OG0000558	Prau.g_00587	Prbk.g_01895
OG0000559	Prau.g_00591	Prbk.g_01891
OG0000560	Prau.g_00594	Prbk.g_01888
OG0000561	Prau.g_00595	Prbk.g_01887
OG0000562	Prau.g_00596	Prbk.g_01886
OG0000563	Prau.g_00597	Prbk.g_01885
OG0000564	Prau.g_00598	Prbk.g_01884
