Orthogroup	Prau	Syad
OG0000217	Prau.g_00299	Syad.g_00500
OG0000218	Prau.g_00301	Syad.g_00498
OG0000219	Prau.g_00302	Syad.g_00497
OG0000220	Prau.g_00303	Syad.g_00496
OG0000221	Prau.g_00304	Syad.g_00488
OG0000222	Prau.g_00312	Syad.g_00473
OG0000223	Prau.g_00325	Syad.g_00451
OG0000224	Prau.g_00327	Syad.g_00444
OG0000225	Prau.g_00348	Syad.g_00777
OG0000226	Prau.g_00352	Syad.g_00781
OG0000227	Prau.g_00354	Syad.g_00783
OG0000228	Prau.g_00357	Syad.g_00784
OG0000229	Prau.g_00477	Syad.g_02450
OG0000230	Prau.g_00479	Syad.g_02448
OG0000231	Prau.g_00490	Syad.g_02436
OG0000232	Prau.g_00499	Syad.g_02392
OG0000233	Prau.g_00505	Syad.g_02382
OG0000234	Prau.g_00517	Syad.g_02351
OG0000235	Prau.g_00520	Syad.g_00903
OG0000236	Prau.g_00534	Syad.g_00918
OG0000237	Prau.g_00547	Syad.g_00936
OG0000238	Prau.g_00553	Syad.g_00941
OG0000239	Prau.g_00565	Syad.g_00957
OG0000240	Prau.g_00566	Syad.g_00958
OG0000241	Prau.g_00570	Syad.g_02160
OG0000242	Prau.g_00572	Syad.g_00975
OG0000243	Prau.g_00583	Syad.g_01000
OG0000244	Prau.g_00586	Syad.g_01012
OG0000245	Prau.g_00588	Syad.g_01014
OG0000246	Prau.g_00592	Syad.g_01017
OG0000247	Prau.g_00602	Syad.g_01029
OG0000248	Prau.g_00604	Syad.g_01032
OG0000249	Prau.g_00606	Syad.g_01034
OG0000250	Prau.g_00611	Syad.g_01044
OG0000251	Prau.g_00629	Syad.g_01071
OG0000252	Prau.g_00632	Syad.g_01078
OG0000253	Prau.g_00633	Syad.g_01081
OG0000254	Prau.g_00649	Syad.g_02203
OG0000255	Prau.g_00655	Syad.g_02185
OG0000256	Prau.g_00667	Syad.g_02167
OG0000257	Prau.g_00670	Syad.g_02161
OG0000258	Prau.g_00683	Syad.g_02143
OG0000259	Prau.g_00700	Syad.g_01576
OG0000260	Prau.g_00703	Syad.g_01587
OG0000261	Prau.g_00705	Syad.g_01590
OG0000262	Prau.g_00709	Syad.g_01595
OG0000263	Prau.g_00721	Syad.g_01475
OG0000264	Prau.g_00731	Syad.g_01360
OG0000265	Prau.g_00755	Syad.g_01383
OG0000266	Prau.g_00765	Syad.g_01804
OG0000267	Prau.g_00776	Syad.g_01645
OG0000268	Prau.g_00777	Syad.g_01646
OG0000269	Prau.g_00849	Syad.g_01894
OG0000270	Prau.g_00852	Syad.g_01891
OG0000271	Prau.g_00860	Syad.g_01883
OG0000272	Prau.g_00861	Syad.g_01882
OG0000273	Prau.g_00884	Syad.g_01247
OG0000274	Prau.g_00885	Syad.g_01246
OG0000275	Prau.g_00887	Syad.g_01242
OG0000276	Prau.g_00892	Syad.g_01229
OG0000277	Prau.g_00893	Syad.g_01228
OG0000278	Prau.g_00896	Syad.g_01225
OG0000279	Prau.g_00904	Syad.g_01208
OG0000280	Prau.g_00905	Syad.g_01198
OG0000281	Prau.g_00910	Syad.g_00624
OG0000282	Prau.g_00958	Syad.g_01619
OG0000283	Prau.g_00992	Syad.g_01661
OG0000284	Prau.g_00997	Syad.g_01787
OG0000285	Prau.g_01002	Syad.g_01776
OG0000286	Prau.g_01014	Syad.g_01758
OG0000287	Prau.g_01031	Syad.g_01720
OG0000288	Prau.g_01062	Syad.g_01687
OG0000289	Prau.g_01073	Syad.g_01672
OG0000290	Prau.g_01086	Syad.g_01287
OG0000291	Prau.g_01088	Syad.g_01289
OG0000292	Prau.g_01136	Syad.g_00155
OG0000293	Prau.g_01198	Syad.g_01124
OG0000294	Prau.g_01199	Syad.g_01125
OG0000295	Prau.g_01218	Syad.g_01181
OG0000296	Prau.g_01220	Syad.g_01183
OG0000297	Prau.g_01228	Syad.g_01512
OG0000298	Prau.g_01229	Syad.g_01511
OG0000299	Prau.g_01246	Syad.g_01462
OG0000300	Prau.g_01249	Syad.g_01455
OG0000301	Prau.g_01250	Syad.g_01454
OG0000302	Prau.g_01252	Syad.g_01453
OG0000303	Prau.g_01259	Syad.g_01442
OG0000304	Prau.g_01263	Syad.g_01436
OG0000305	Prau.g_01401	Syad.g_01292
OG0000306	Prau.g_01404	Syad.g_01989
OG0000307	Prau.g_01418	Syad.g_00883
OG0000308	Prau.g_01419	Syad.g_00881
OG0000309	Prau.g_01423	Syad.g_00876
OG0000310	Prau.g_01513	Syad.g_02250
OG0000311	Prau.g_01515	Syad.g_02254
OG0000312	Prau.g_01518	Syad.g_02265
OG0000313	Prau.g_01535	Syad.g_02284
OG0000314	Prau.g_01558	Syad.g_02313, Syad.g_02231
OG0000315	Prau.g_01568	Syad.g_02323
OG0000316	Prau.g_01588	Syad.g_02564
OG0000317	Prau.g_01730	Syad.g_02620
OG0000318	Prau.g_01733	Syad.g_02624
OG0000319	Prau.g_01746	Syad.g_02642
OG0000320	Prau.g_01748	Syad.g_02644
OG0000321	Prau.g_01749	Syad.g_02645
OG0000322	Prau.g_01750	Syad.g_02646
OG0000323	Prau.g_01759	Syad.g_02661
OG0000324	Prau.g_01785	Syad.g_02505
OG0000325	Prau.g_01795	Syad.g_00591
OG0000326	Prau.g_01801	Syad.g_00598
OG0000327	Prau.g_01828	Syad.g_00649
OG0000328	Prau.g_01829	Syad.g_00650
OG0000329	Prau.g_01846	Syad.g_00668
OG0000330	Prau.g_01847	Syad.g_00669
OG0000331	Prau.g_01848	Syad.g_00670
OG0000332	Prau.g_01862	Syad.g_00685
OG0000333	Prau.g_01864	Syad.g_00688
OG0000334	Prau.g_01872	Syad.g_00697
OG0000335	Prau.g_01877	Syad.g_00702
OG0000336	Prau.g_01881	Syad.g_00706
OG0000337	Prau.g_01897	Syad.g_00425, Syad.g_00427
OG0000338	Prau.g_01898	Syad.g_00421
OG0000339	Prau.g_01902	Syad.g_00414
OG0000340	Prau.g_01910	Syad.g_00370
OG0000341	Prau.g_01912	Syad.g_00368
OG0000342	Prau.g_01913	Syad.g_00367
OG0000343	Prau.g_01914	Syad.g_00366
OG0000344	Prau.g_01917	Syad.g_00362
OG0000345	Prau.g_01922	Syad.g_00352
OG0000346	Prau.g_01926	Syad.g_00347
OG0000347	Prau.g_01942	Syad.g_00318
OG0000348	Prau.g_01952	Syad.g_00233
OG0000349	Prau.g_01969	Syad.g_00213
OG0000350	Prau.g_01987, Prau.g_01297	Syad.g_00605
OG0000351	Prau.g_02004	Syad.g_00134
OG0000352	Prau.g_02005	Syad.g_00135
OG0000353	Prau.g_02021	Syad.g_00161
OG0000355	Prau.g_00001	Syad.g_00163
OG0000356	Prau.g_00002	Syad.g_00164
OG0000357	Prau.g_00003	Syad.g_00165
OG0000358	Prau.g_00007	Syad.g_00169
OG0000359	Prau.g_00008	Syad.g_00171
OG0000360	Prau.g_00009	Syad.g_00172
OG0000361	Prau.g_00010	Syad.g_00173
OG0000362	Prau.g_00012	Syad.g_00175
OG0000363	Prau.g_00014	Syad.g_00177
OG0000364	Prau.g_00015	Syad.g_00178
OG0000365	Prau.g_00020	Syad.g_00187
OG0000366	Prau.g_00021	Syad.g_00188
OG0000367	Prau.g_00022	Syad.g_00189
OG0000368	Prau.g_00024	Syad.g_00191
OG0000369	Prau.g_00025	Syad.g_00192
OG0000370	Prau.g_00026	Syad.g_00193
OG0000371	Prau.g_00031	Syad.g_00201
OG0000372	Prau.g_00034	Syad.g_00206
OG0000373	Prau.g_00035	Syad.g_00207
OG0000374	Prau.g_00036	Syad.g_00208
OG0000375	Prau.g_00047	Syad.g_00209
OG0000376	Prau.g_00049	Syad.g_00211
OG0000377	Prau.g_00053	Syad.g_03027
OG0000378	Prau.g_00055	Syad.g_03012
OG0000379	Prau.g_00058	Syad.g_03005
OG0000380	Prau.g_00068	Syad.g_02725
OG0000381	Prau.g_00072	Syad.g_02729
OG0000382	Prau.g_00082	Syad.g_02758
OG0000383	Prau.g_00084	Syad.g_02761
OG0000384	Prau.g_00085	Syad.g_02762
OG0000385	Prau.g_00086	Syad.g_02763
OG0000386	Prau.g_00087	Syad.g_02764
OG0000387	Prau.g_00100	Syad.g_02792
OG0000388	Prau.g_00103	Syad.g_02796
OG0000389	Prau.g_00107	Syad.g_02800
OG0000390	Prau.g_00114	Syad.g_02818
OG0000391	Prau.g_00117	Syad.g_02823
OG0000392	Prau.g_00121	Syad.g_02833
OG0000393	Prau.g_00123	Syad.g_02837
OG0000394	Prau.g_00124	Syad.g_02838
OG0000395	Prau.g_00125	Syad.g_02839
OG0000396	Prau.g_00128	Syad.g_02843
OG0000397	Prau.g_00130	Syad.g_02845
OG0000398	Prau.g_00132	Syad.g_02850
OG0000399	Prau.g_00133	Syad.g_02851
OG0000400	Prau.g_00134	Syad.g_02852
OG0000401	Prau.g_00135	Syad.g_02853
OG0000402	Prau.g_00137	Syad.g_02855
OG0000403	Prau.g_00138	Syad.g_02856
OG0000404	Prau.g_00139	Syad.g_02858
OG0000405	Prau.g_00143	Syad.g_02874
OG0000406	Prau.g_00148	Syad.g_02878
OG0000407	Prau.g_00149	Syad.g_02879
OG0000408	Prau.g_00151	Syad.g_02883
OG0000409	Prau.g_00153	Syad.g_02885
OG0000410	Prau.g_00154	Syad.g_02886
OG0000411	Prau.g_00155	Syad.g_02887
OG0000412	Prau.g_00156	Syad.g_02888
OG0000413	Prau.g_00157	Syad.g_02890
OG0000415	Prau.g_00159	Syad.g_02891
OG0000416	Prau.g_00160	Syad.g_02892
OG0000417	Prau.g_00161	Syad.g_02893
OG0000418	Prau.g_00166	Syad.g_02898
OG0000419	Prau.g_00168	Syad.g_02900
OG0000420	Prau.g_00169	Syad.g_02902
OG0000421	Prau.g_00174	Syad.g_02907
OG0000422	Prau.g_00175	Syad.g_02908
OG0000423	Prau.g_00176	Syad.g_02909
OG0000424	Prau.g_00177	Syad.g_02910
OG0000425	Prau.g_00178	Syad.g_02911
OG0000426	Prau.g_00179	Syad.g_02912
OG0000427	Prau.g_00180	Syad.g_02913
OG0000428	Prau.g_00182	Syad.g_02916
OG0000429	Prau.g_00183	Syad.g_02918
OG0000430	Prau.g_00184	Syad.g_02920
OG0000431	Prau.g_00186	Syad.g_02923
OG0000432	Prau.g_00189	Syad.g_02930
OG0000433	Prau.g_00190	Syad.g_02933
OG0000434	Prau.g_00191	Syad.g_02934
OG0000435	Prau.g_00192	Syad.g_02936
OG0000436	Prau.g_00197	Syad.g_02942
OG0000437	Prau.g_00198	Syad.g_02943
OG0000438	Prau.g_00199	Syad.g_02944
OG0000439	Prau.g_00201	Syad.g_02946
OG0000440	Prau.g_00202	Syad.g_02947
OG0000441	Prau.g_00205	Syad.g_02951
OG0000442	Prau.g_00206	Syad.g_02952
OG0000443	Prau.g_00207	Syad.g_02953
OG0000444	Prau.g_00212	Syad.g_02964
OG0000445	Prau.g_00213	Syad.g_02965
OG0000446	Prau.g_00214	Syad.g_02967
OG0000447	Prau.g_00215	Syad.g_02970
OG0000448	Prau.g_00216	Syad.g_02971
OG0000449	Prau.g_00217	Syad.g_02972
OG0000450	Prau.g_00218	Syad.g_02978
OG0000451	Prau.g_00219	Syad.g_02979
OG0000452	Prau.g_00222	Syad.g_02983
OG0000453	Prau.g_00223	Syad.g_02984
OG0000454	Prau.g_00224	Syad.g_02985
OG0000455	Prau.g_00225	Syad.g_02986
OG0000456	Prau.g_00226	Syad.g_02987
OG0000457	Prau.g_00227	Syad.g_02989
OG0000458	Prau.g_00228	Syad.g_02998
OG0000459	Prau.g_00229	Syad.g_02999
OG0000460	Prau.g_00236	Syad.g_00815
OG0000461	Prau.g_00244	Syad.g_00579
OG0000462	Prau.g_00246	Syad.g_00576
OG0000463	Prau.g_00247	Syad.g_00575
OG0000464	Prau.g_00248	Syad.g_00574
OG0000465	Prau.g_00249	Syad.g_00573
OG0000466	Prau.g_00252	Syad.g_00568
OG0000467	Prau.g_00253	Syad.g_00566
OG0000468	Prau.g_00255	Syad.g_00561
OG0000469	Prau.g_00264	Syad.g_00545
OG0000470	Prau.g_00266	Syad.g_00542
OG0000471	Prau.g_00267	Syad.g_00541
OG0000472	Prau.g_00268	Syad.g_00539
OG0000473	Prau.g_00270	Syad.g_00537
OG0000474	Prau.g_00271	Syad.g_00536
OG0000475	Prau.g_00272	Syad.g_00535
OG0000476	Prau.g_00273	Syad.g_00533
OG0000477	Prau.g_00277	Syad.g_00528
OG0000478	Prau.g_00278	Syad.g_00527
OG0000479	Prau.g_00279	Syad.g_00526
OG0000480	Prau.g_00284	Syad.g_00520
OG0000481	Prau.g_00286	Syad.g_00518
OG0000482	Prau.g_00287	Syad.g_00517
OG0000483	Prau.g_00290	Syad.g_00513
OG0000484	Prau.g_00291	Syad.g_00512
OG0000485	Prau.g_00292	Syad.g_00511
OG0000486	Prau.g_00293	Syad.g_00510
OG0000487	Prau.g_00297	Syad.g_00503
OG0000488	Prau.g_00300	Syad.g_00499
OG0000489	Prau.g_00305	Syad.g_00487
OG0000490	Prau.g_00310	Syad.g_00475
OG0000491	Prau.g_00311	Syad.g_00474
OG0000492	Prau.g_00313	Syad.g_00472
OG0000493	Prau.g_00314	Syad.g_00471
OG0000494	Prau.g_00315	Syad.g_00470
OG0000495	Prau.g_00316	Syad.g_00469
OG0000496	Prau.g_00317	Syad.g_00468
OG0000497	Prau.g_00318	Syad.g_00467
OG0000498	Prau.g_00319	Syad.g_00466
OG0000499	Prau.g_00320	Syad.g_00465
OG0000500	Prau.g_00321	Syad.g_00464
OG0000501	Prau.g_00323	Syad.g_00461
OG0000502	Prau.g_00326	Syad.g_00449
OG0000503	Prau.g_00336	Syad.g_00761
OG0000504	Prau.g_00337	Syad.g_00763
OG0000505	Prau.g_00338	Syad.g_00764
OG0000506	Prau.g_00340	Syad.g_00766
OG0000507	Prau.g_00343	Syad.g_00772
OG0000508	Prau.g_00347	Syad.g_00776
OG0000509	Prau.g_00349	Syad.g_00778
OG0000510	Prau.g_00350	Syad.g_00779
OG0000511	Prau.g_00351	Syad.g_00780
OG0000512	Prau.g_00353	Syad.g_00782
OG0000513	Prau.g_00360	Syad.g_00789
OG0000514	Prau.g_00472	Syad.g_00795
OG0000515	Prau.g_00473	Syad.g_00796
OG0000516	Prau.g_00474	Syad.g_02456
OG0000517	Prau.g_00476	Syad.g_02451
OG0000518	Prau.g_00487	Syad.g_02439
OG0000519	Prau.g_00488	Syad.g_02438
OG0000520	Prau.g_00489	Syad.g_02437
OG0000521	Prau.g_00494	Syad.g_01108
OG0000522	Prau.g_00496	Syad.g_01109
OG0000523	Prau.g_00497	Syad.g_01110
OG0000524	Prau.g_00503	Syad.g_02386
OG0000525	Prau.g_00506	Syad.g_02363
OG0000526	Prau.g_00507	Syad.g_02360
OG0000527	Prau.g_00514	Syad.g_02355
OG0000528	Prau.g_00519	Syad.g_00897
OG0000529	Prau.g_00522	Syad.g_00905
OG0000530	Prau.g_00525	Syad.g_00908
OG0000531	Prau.g_00526	Syad.g_00909
OG0000532	Prau.g_00528	Syad.g_00912
OG0000533	Prau.g_00529	Syad.g_00913
OG0000534	Prau.g_00530	Syad.g_00914
OG0000535	Prau.g_00531	Syad.g_00915
OG0000536	Prau.g_00532	Syad.g_00916
OG0000537	Prau.g_00533	Syad.g_00917
OG0000538	Prau.g_00541	Syad.g_00929
OG0000539	Prau.g_00542	Syad.g_00930
OG0000540	Prau.g_00543	Syad.g_00931
OG0000541	Prau.g_00544	Syad.g_00932
OG0000542	Prau.g_00546	Syad.g_00935
OG0000543	Prau.g_00548	Syad.g_00937
OG0000544	Prau.g_00549	Syad.g_00938
OG0000545	Prau.g_00551	Syad.g_00940
OG0000546	Prau.g_00554	Syad.g_00942
OG0000547	Prau.g_00556	Syad.g_00944
OG0000548	Prau.g_00557	Syad.g_00945
OG0000549	Prau.g_00559	Syad.g_00952
OG0000550	Prau.g_00564	Syad.g_00956
OG0000551	Prau.g_00567	Syad.g_00960
OG0000552	Prau.g_00568	Syad.g_00961
OG0000553	Prau.g_00569	Syad.g_00965
OG0000554	Prau.g_00574	Syad.g_00978
OG0000555	Prau.g_00582	Syad.g_00999
OG0000556	Prau.g_00584	Syad.g_01003
OG0000557	Prau.g_00585	Syad.g_01011
OG0000558	Prau.g_00587	Syad.g_01013
OG0000559	Prau.g_00591	Syad.g_01016
OG0000560	Prau.g_00594	Syad.g_01019
OG0000561	Prau.g_00595	Syad.g_01020
OG0000562	Prau.g_00596	Syad.g_01021
OG0000563	Prau.g_00597	Syad.g_01022
OG0000564	Prau.g_00598	Syad.g_01023
OG0000565	Prau.g_00601	Syad.g_01027
OG0000566	Prau.g_00603	Syad.g_01031
OG0000567	Prau.g_00607	Syad.g_01035
OG0000568	Prau.g_00608	Syad.g_01040
OG0000569	Prau.g_00609	Syad.g_01041
OG0000570	Prau.g_00610	Syad.g_01042
OG0000571	Prau.g_00612	Syad.g_01046
OG0000572	Prau.g_00625	Syad.g_01064
OG0000573	Prau.g_00630	Syad.g_01072
OG0000574	Prau.g_00631	Syad.g_01077
OG0000575	Prau.g_00635	Syad.g_01083
OG0000576	Prau.g_00637	Syad.g_01085
OG0000577	Prau.g_00638	Syad.g_01086
OG0000578	Prau.g_00639	Syad.g_01087
OG0000579	Prau.g_00640	Syad.g_01088
OG0000580	Prau.g_00641	Syad.g_01089
