Orthogroup	Prau	Syah
OG0000053	Prau.g_00040, Prau.g_01551	Syah.g_01267
OG0000054	Prau.g_00644	Syah.g_01982, Syah.g_01862
OG0000055	Prau.g_00835	Syah.g_01878, Syah.g_02071
OG0000057	Prau.g_00738	Syah.g_02020
OG0000059	Prau.g_01818	Syah.g_00737
OG0000061	Prau.g_01206	Syah.g_02158
OG0000062	Prau.g_01609	Syah.g_02365
OG0000063	Prau.g_00032, Prau.g_01295	Syah.g_00337
OG0000065	Prau.g_00108	Syah.g_02537, Syah.g_02443
OG0000066	Prau.g_00579	Syah.g_01073
OG0000067	Prau.g_00854	Syah.g_01779
OG0000068	Prau.g_01409	Syah.g_00986
OG0000069	Prau.g_01285, Prau.g_01642	Syah.g_01715
OG0000070	Prau.g_00491	Syah.g_02217
OG0000071	Prau.g_01371	Syah.g_01863, Syah.g_02199
OG0000072	Prau.g_00172	Syah.g_00080
OG0000073	Prau.g_00540	Syah.g_01018
OG0000074	Prau.g_00722	Syah.g_00951
OG0000075	Prau.g_01901	Syah.g_00186
OG0000076	Prau.g_00037, Prau.g_01925	Syah.g_00250
OG0000077	Prau.g_00079	Syah.g_02494
OG0000078	Prau.g_00240	Syah.g_00912
OG0000079	Prau.g_00254	Syah.g_00665
OG0000081	Prau.g_00571	Syah.g_00922, Syah.g_02471
OG0000082	Prau.g_00624	Syah.g_01136
OG0000084	Prau.g_01524	Syah.g_02105, Syah.g_01296
OG0000085	Prau.g_01725	Syah.g_02372
OG0000086	Prau.g_00089	Syah.g_02511
OG0000087	Prau.g_00140	Syah.g_00038
OG0000088	Prau.g_00167	Syah.g_00074
OG0000089	Prau.g_00358	Syah.g_00888
OG0000090	Prau.g_00573	Syah.g_01064
OG0000091	Prau.g_00682	Syah.g_01927
OG0000093	Prau.g_00983	Syah.g_01794
OG0000094	Prau.g_01070	Syah.g_01692
OG0000095	Prau.g_01089	Syah.g_02030
OG0000097	Prau.g_01247	Syah.g_01400
OG0000098	Prau.g_01391	Syah.g_00723
OG0000099	Prau.g_01435	Syah.g_00144
OG0000100	Prau.g_01605	Syah.g_01747
OG0000101	Prau.g_01869	Syah.g_00785
OG0000102	Prau.g_01930	Syah.g_00255
OG0000103	Prau.g_02009	Syah.g_00391
OG0000104	Prau.g_02018	Syah.g_00377
OG0000105	Prau.g_00276	Syah.g_00632
OG0000106	Prau.g_00373	Syah.g_01544
OG0000107	Prau.g_00389	Syah.g_00688
OG0000108	Prau.g_00521	Syah.g_00997
OG0000109	Prau.g_00535	Syah.g_01012
OG0000110	Prau.g_00614	Syah.g_01124
OG0000111	Prau.g_00739	Syah.g_02021
OG0000112	Prau.g_00818	Syah.g_01613
OG0000113	Prau.g_00876	Syah.g_01752
OG0000114	Prau.g_00956	Syah.g_01529
OG0000115	Prau.g_01148	Syah.g_01269
OG0000116	Prau.g_01197	Syah.g_02175
OG0000117	Prau.g_01318	Syah.g_01425
OG0000118	Prau.g_01383	Syah.g_01173
OG0000120	Prau.g_01430	Syah.g_00145
OG0000121	Prau.g_01533	Syah.g_01287
OG0000122	Prau.g_01571	Syah.g_01900
OG0000123	Prau.g_01876	Syah.g_00793
OG0000124	Prau.g_01941	Syah.g_00272
OG0000125	Prau.g_01978	Syah.g_00504
OG0000126	Prau.g_02017	Syah.g_00379
OG0000128	Prau.g_00011	Syah.g_00361
OG0000129	Prau.g_00051	Syah.g_00516
OG0000130	Prau.g_00071	Syah.g_02483
OG0000131	Prau.g_00146	Syah.g_00052
OG0000132	Prau.g_00165	Syah.g_00072
OG0000133	Prau.g_00324	Syah.g_01618
OG0000134	Prau.g_00359	Syah.g_00891
OG0000135	Prau.g_00386	Syah.g_00465
OG0000136	Prau.g_00482	Syah.g_02227
OG0000137	Prau.g_00516	Syah.g_01221
OG0000138	Prau.g_00536	Syah.g_01013
OG0000139	Prau.g_00577	Syah.g_01070
OG0000140	Prau.g_00578	Syah.g_01071
OG0000141	Prau.g_00645	Syah.g_01981
OG0000142	Prau.g_00675	Syah.g_01935
OG0000143	Prau.g_00679	Syah.g_01931
OG0000144	Prau.g_00692	Syah.g_01824
OG0000145	Prau.g_00816	Syah.g_01019
OG0000146	Prau.g_00819	Syah.g_01612
OG0000147	Prau.g_00820	Syah.g_01611
OG0000148	Prau.g_00870	Syah.g_01758
OG0000149	Prau.g_00900	Syah.g_02096
OG0000150	Prau.g_00909	Syah.g_01980
OG0000151	Prau.g_00966	Syah.g_01820
OG0000152	Prau.g_01015	Syah.g_01622
OG0000153	Prau.g_01034	Syah.g_01656
OG0000154	Prau.g_01063	Syah.g_01682
OG0000155	Prau.g_01226	Syah.g_02123
OG0000156	Prau.g_01359	Syah.g_02185
OG0000157	Prau.g_01360	Syah.g_02186
OG0000158	Prau.g_01436	Syah.g_00204
OG0000160	Prau.g_01532	Syah.g_01289
OG0000161	Prau.g_01538	Syah.g_01282
OG0000162	Prau.g_01544	Syah.g_01276
OG0000163	Prau.g_01578	Syah.g_02315
OG0000164	Prau.g_01756	Syah.g_02423
OG0000165	Prau.g_01763	Syah.g_02251
OG0000166	Prau.g_01833	Syah.g_00747
OG0000167	Prau.g_01899	Syah.g_00183
OG0000168	Prau.g_01909	Syah.g_00205
OG0000169	Prau.g_01919	Syah.g_00237
OG0000170	Prau.g_01921	Syah.g_00245
OG0000171	Prau.g_01940	Syah.g_00271
OG0000172	Prau.g_01949	Syah.g_00293
OG0000173	Prau.g_01964	Syah.g_00313
OG0000174	Prau.g_01991	Syah.g_00461
OG0000175	Prau.g_02001	Syah.g_00402
OG0000176	Prau.g_00004	Syah.g_00369
OG0000177	Prau.g_00005	Syah.g_00368
OG0000178	Prau.g_00006	Syah.g_00367
OG0000179	Prau.g_00016	Syah.g_00355
OG0000180	Prau.g_00017	Syah.g_00354
OG0000181	Prau.g_00018	Syah.g_00353
OG0000182	Prau.g_00019	Syah.g_00352
OG0000183	Prau.g_00023	Syah.g_00348
OG0000184	Prau.g_00054	Syah.g_00525
OG0000185	Prau.g_00057	Syah.g_00528
OG0000186	Prau.g_00066	Syah.g_02479
OG0000187	Prau.g_00067	Syah.g_02480
OG0000188	Prau.g_00083	Syah.g_02501
OG0000189	Prau.g_00097	Syah.g_02526
OG0000190	Prau.g_00098	Syah.g_02528
OG0000191	Prau.g_00118	Syah.g_00008
OG0000192	Prau.g_00122	Syah.g_00013
OG0000193	Prau.g_00147	Syah.g_00053
OG0000194	Prau.g_00150	Syah.g_00056
OG0000195	Prau.g_00152	Syah.g_00058
OG0000196	Prau.g_00162	Syah.g_00069
OG0000197	Prau.g_00163	Syah.g_00070
OG0000198	Prau.g_00164	Syah.g_00071
OG0000199	Prau.g_00171	Syah.g_00079
OG0000200	Prau.g_00185	Syah.g_00616
OG0000201	Prau.g_00193	Syah.g_00601
OG0000202	Prau.g_00194	Syah.g_00600
OG0000203	Prau.g_00195	Syah.g_00599
OG0000204	Prau.g_00196	Syah.g_00598
OG0000205	Prau.g_00203	Syah.g_00591
OG0000206	Prau.g_00208	Syah.g_00578
OG0000207	Prau.g_00210	Syah.g_00575
OG0000208	Prau.g_00211	Syah.g_00574
OG0000209	Prau.g_00220	Syah.g_00544
OG0000210	Prau.g_00221	Syah.g_00543
OG0000211	Prau.g_00234	Syah.g_00904
OG0000212	Prau.g_00241	Syah.g_00913
OG0000213	Prau.g_00259	Syah.g_00657
OG0000214	Prau.g_00269	Syah.g_00641
OG0000215	Prau.g_00294	Syah.g_00101
OG0000216	Prau.g_00296	Syah.g_00105
OG0000217	Prau.g_00299	Syah.g_00109
OG0000218	Prau.g_00301	Syah.g_00111
OG0000219	Prau.g_00302	Syah.g_00112
OG0000220	Prau.g_00303	Syah.g_00113
OG0000221	Prau.g_00304	Syah.g_00120
OG0000222	Prau.g_00312	Syah.g_00131
OG0000223	Prau.g_00325	Syah.g_00153
OG0000224	Prau.g_00327	Syah.g_00162
OG0000225	Prau.g_00348	Syah.g_00874
OG0000226	Prau.g_00352	Syah.g_00878
OG0000227	Prau.g_00354	Syah.g_00880
OG0000228	Prau.g_00357	Syah.g_00887
OG0000229	Prau.g_00477	Syah.g_02236
OG0000230	Prau.g_00479	Syah.g_02234
OG0000231	Prau.g_00490	Syah.g_02218
OG0000232	Prau.g_00499	Syah.g_01206
OG0000233	Prau.g_00505	Syah.g_01210
OG0000234	Prau.g_00517	Syah.g_01222
OG0000235	Prau.g_00520	Syah.g_00996
OG0000236	Prau.g_00534	Syah.g_01011
OG0000237	Prau.g_00547	Syah.g_01028
OG0000238	Prau.g_00553	Syah.g_01032
OG0000239	Prau.g_00565	Syah.g_01048
OG0000240	Prau.g_00566	Syah.g_01049
OG0000241	Prau.g_00570	Syah.g_01944
OG0000242	Prau.g_00572	Syah.g_01062
OG0000243	Prau.g_00583	Syah.g_01079
OG0000244	Prau.g_00586	Syah.g_01087
OG0000245	Prau.g_00588	Syah.g_01090
OG0000246	Prau.g_00592	Syah.g_01094
OG0000247	Prau.g_00602	Syah.g_01106
OG0000248	Prau.g_00604	Syah.g_01109
OG0000249	Prau.g_00606	Syah.g_01111
OG0000250	Prau.g_00611	Syah.g_01120
OG0000251	Prau.g_00629	Syah.g_01145
OG0000252	Prau.g_00632	Syah.g_01148
OG0000253	Prau.g_00633	Syah.g_01149
OG0000254	Prau.g_00649	Syah.g_01976
OG0000255	Prau.g_00655	Syah.g_01968
OG0000256	Prau.g_00667	Syah.g_01952
OG0000257	Prau.g_00670	Syah.g_01945
OG0000258	Prau.g_00683	Syah.g_01926
OG0000259	Prau.g_00700	Syah.g_01494
OG0000260	Prau.g_00703	Syah.g_01497
OG0000261	Prau.g_00705	Syah.g_01500
OG0000262	Prau.g_00709	Syah.g_01505
OG0000263	Prau.g_00721	Syah.g_01410
OG0000264	Prau.g_00731	Syah.g_02000
OG0000265	Prau.g_00755	Syah.g_02252
OG0000266	Prau.g_00765	Syah.g_01714
OG0000267	Prau.g_00776	Syah.g_01574
OG0000268	Prau.g_00777	Syah.g_01575
OG0000269	Prau.g_00849	Syah.g_01784
OG0000270	Prau.g_00852	Syah.g_01781
OG0000271	Prau.g_00860	Syah.g_01773
OG0000272	Prau.g_00861	Syah.g_01772
OG0000273	Prau.g_00884	Syah.g_02075
OG0000274	Prau.g_00885	Syah.g_02076
OG0000275	Prau.g_00887	Syah.g_02081
OG0000276	Prau.g_00892	Syah.g_02088
OG0000277	Prau.g_00893	Syah.g_02089
OG0000278	Prau.g_00896	Syah.g_02092
OG0000279	Prau.g_00904	Syah.g_02100
OG0000280	Prau.g_00905	Syah.g_02112
OG0000281	Prau.g_00910	Syah.g_00722
OG0000282	Prau.g_00958	Syah.g_01531
OG0000283	Prau.g_00992	Syah.g_01585
OG0000284	Prau.g_00997	Syah.g_01591
OG0000285	Prau.g_01002	Syah.g_01603
OG0000286	Prau.g_01014	Syah.g_01621
OG0000287	Prau.g_01031	Syah.g_01231, Syah.g_01649
OG0000288	Prau.g_01062	Syah.g_01681
OG0000289	Prau.g_01073	Syah.g_01695
OG0000290	Prau.g_01086	Syah.g_02033
OG0000291	Prau.g_01088	Syah.g_02031
OG0000292	Prau.g_01136	Syah.g_00380
OG0000293	Prau.g_01198	Syah.g_02173
OG0000294	Prau.g_01199	Syah.g_02172
OG0000295	Prau.g_01218	Syah.g_02131
OG0000296	Prau.g_01220	Syah.g_02129
OG0000297	Prau.g_01228	Syah.g_01427
OG0000298	Prau.g_01229	Syah.g_01426
OG0000299	Prau.g_01246	Syah.g_01404
OG0000300	Prau.g_01249	Syah.g_01397
OG0000301	Prau.g_01250	Syah.g_01396
OG0000302	Prau.g_01252	Syah.g_01395
OG0000303	Prau.g_01259	Syah.g_01387
OG0000304	Prau.g_01263	Syah.g_01382
OG0000305	Prau.g_01401	Syah.g_02028
OG0000306	Prau.g_01404	Syah.g_02116
OG0000307	Prau.g_01418	Syah.g_00978
OG0000308	Prau.g_01419	Syah.g_00976
OG0000309	Prau.g_01423	Syah.g_00971
OG0000310	Prau.g_01513	Syah.g_01321
OG0000311	Prau.g_01515	Syah.g_01317
OG0000312	Prau.g_01518	Syah.g_01304
OG0000313	Prau.g_01535	Syah.g_01285
OG0000314	Prau.g_01558	Syah.g_01259
OG0000315	Prau.g_01568	Syah.g_01248
OG0000316	Prau.g_01588	Syah.g_02333
OG0000317	Prau.g_01730	Syah.g_02380
OG0000318	Prau.g_01733	Syah.g_02385
OG0000319	Prau.g_01746	Syah.g_02405
OG0000320	Prau.g_01748	Syah.g_02407
OG0000321	Prau.g_01749	Syah.g_02408
OG0000322	Prau.g_01750	Syah.g_02409
OG0000323	Prau.g_01759	Syah.g_02425
OG0000324	Prau.g_01785	Syah.g_02278
OG0000325	Prau.g_01795	Syah.g_00689
OG0000326	Prau.g_01801	Syah.g_00696
OG0000327	Prau.g_01828	Syah.g_00742
OG0000328	Prau.g_01829	Syah.g_00743
OG0000329	Prau.g_01846	Syah.g_00760
OG0000330	Prau.g_01847	Syah.g_00761
OG0000331	Prau.g_01848	Syah.g_00762
OG0000332	Prau.g_01862	Syah.g_00776
OG0000333	Prau.g_01864	Syah.g_00779
OG0000334	Prau.g_01872	Syah.g_00789
OG0000335	Prau.g_01877	Syah.g_00794
OG0000336	Prau.g_01881	Syah.g_00798
OG0000337	Prau.g_01897	Syah.g_00178
OG0000338	Prau.g_01898	Syah.g_00181
OG0000339	Prau.g_01902	Syah.g_00188
OG0000340	Prau.g_01910	Syah.g_00206
OG0000341	Prau.g_01912	Syah.g_00208
OG0000342	Prau.g_01913	Syah.g_00209
OG0000343	Prau.g_01914	Syah.g_00231
OG0000344	Prau.g_01917	Syah.g_00235
OG0000345	Prau.g_01922	Syah.g_00246
OG0000346	Prau.g_01926	Syah.g_00251
OG0000347	Prau.g_01942	Syah.g_00275
OG0000348	Prau.g_01952	Syah.g_00301
OG0000349	Prau.g_01969	Syah.g_00320
OG0000350	Prau.g_01987, Prau.g_01297	Syah.g_00703
OG0000351	Prau.g_02004	Syah.g_00399
OG0000352	Prau.g_02005	Syah.g_00398
OG0000353	Prau.g_02021	Syah.g_00374
OG0000355	Prau.g_00001	Syah.g_00372
OG0000356	Prau.g_00002	Syah.g_00371
OG0000357	Prau.g_00003	Syah.g_00370
OG0000358	Prau.g_00007	Syah.g_00366
OG0000359	Prau.g_00008	Syah.g_00364
OG0000360	Prau.g_00009	Syah.g_00363
OG0000361	Prau.g_00010	Syah.g_00362
OG0000362	Prau.g_00012	Syah.g_00360
OG0000363	Prau.g_00014	Syah.g_00358
OG0000364	Prau.g_00015	Syah.g_00357
OG0000365	Prau.g_00020	Syah.g_00351
OG0000366	Prau.g_00021	Syah.g_00350
OG0000367	Prau.g_00022	Syah.g_00349
OG0000368	Prau.g_00024	Syah.g_00347
OG0000369	Prau.g_00025	Syah.g_00346
OG0000370	Prau.g_00026	Syah.g_00345
OG0000371	Prau.g_00031	Syah.g_00338
OG0000372	Prau.g_00034	Syah.g_00333
OG0000373	Prau.g_00035	Syah.g_00332
OG0000374	Prau.g_00036	Syah.g_00331
OG0000375	Prau.g_00047	Syah.g_00329
OG0000376	Prau.g_00049	Syah.g_00327
OG0000377	Prau.g_00053	Syah.g_00517
OG0000378	Prau.g_00055	Syah.g_00526
OG0000379	Prau.g_00058	Syah.g_00529
OG0000380	Prau.g_00068	Syah.g_02481
OG0000381	Prau.g_00072	Syah.g_02484
OG0000382	Prau.g_00082	Syah.g_02500
OG0000383	Prau.g_00084	Syah.g_02502
OG0000384	Prau.g_00085	Syah.g_02503
OG0000385	Prau.g_00086	Syah.g_02504
OG0000386	Prau.g_00087	Syah.g_02505
OG0000387	Prau.g_00100	Syah.g_02530
OG0000388	Prau.g_00103	Syah.g_02533
OG0000389	Prau.g_00107	Syah.g_02536
OG0000390	Prau.g_00114	Syah.g_00002
OG0000391	Prau.g_00117	Syah.g_00007
OG0000392	Prau.g_00121	Syah.g_00012
OG0000393	Prau.g_00123	Syah.g_00014
OG0000394	Prau.g_00124	Syah.g_00015
OG0000395	Prau.g_00125	Syah.g_00016
OG0000396	Prau.g_00128	Syah.g_00019
OG0000397	Prau.g_00130	Syah.g_00021
OG0000398	Prau.g_00132	Syah.g_00027
OG0000399	Prau.g_00133	Syah.g_00028
OG0000400	Prau.g_00134	Syah.g_00029
OG0000401	Prau.g_00135	Syah.g_00030
OG0000402	Prau.g_00137	Syah.g_00033
OG0000403	Prau.g_00138	Syah.g_00034
OG0000404	Prau.g_00139	Syah.g_00036
OG0000405	Prau.g_00143	Syah.g_00050
OG0000406	Prau.g_00148	Syah.g_00054
OG0000407	Prau.g_00149	Syah.g_00055
OG0000408	Prau.g_00151	Syah.g_00057
OG0000409	Prau.g_00153	Syah.g_00059
OG0000410	Prau.g_00154	Syah.g_00060
OG0000411	Prau.g_00155	Syah.g_00061
OG0000412	Prau.g_00156	Syah.g_00062
OG0000413	Prau.g_00157	Syah.g_00064
OG0000414	Prau.g_00158	Syah.g_00065
OG0000415	Prau.g_00159	Syah.g_00066
OG0000416	Prau.g_00160	Syah.g_00067
OG0000417	Prau.g_00161	Syah.g_00068
OG0000418	Prau.g_00166	Syah.g_00073
OG0000419	Prau.g_00168	Syah.g_00075
OG0000420	Prau.g_00169	Syah.g_00077
OG0000421	Prau.g_00174	Syah.g_00082
OG0000422	Prau.g_00175	Syah.g_00083
OG0000423	Prau.g_00176	Syah.g_00084
OG0000424	Prau.g_00177	Syah.g_00085
OG0000425	Prau.g_00178	Syah.g_00086
OG0000426	Prau.g_00179	Syah.g_00087
OG0000427	Prau.g_00180	Syah.g_00088
OG0000428	Prau.g_00182	Syah.g_00620
OG0000429	Prau.g_00183	Syah.g_00618
OG0000430	Prau.g_00184	Syah.g_00617
OG0000431	Prau.g_00186	Syah.g_00613
OG0000432	Prau.g_00189	Syah.g_00607
OG0000433	Prau.g_00190	Syah.g_00605
OG0000434	Prau.g_00191	Syah.g_00604
OG0000435	Prau.g_00192	Syah.g_00602
OG0000436	Prau.g_00197	Syah.g_00597
OG0000437	Prau.g_00198	Syah.g_00596
OG0000438	Prau.g_00199	Syah.g_00595
OG0000439	Prau.g_00201	Syah.g_00593
OG0000440	Prau.g_00202	Syah.g_00592
OG0000441	Prau.g_00205	Syah.g_00585
OG0000442	Prau.g_00206	Syah.g_00580
OG0000443	Prau.g_00207	Syah.g_00579
OG0000444	Prau.g_00212	Syah.g_00573
OG0000445	Prau.g_00213	Syah.g_00572
OG0000446	Prau.g_00214	Syah.g_00570
OG0000447	Prau.g_00215	Syah.g_00567
OG0000448	Prau.g_00216	Syah.g_00566
OG0000449	Prau.g_00217	Syah.g_00565
OG0000450	Prau.g_00218	Syah.g_00547
OG0000451	Prau.g_00219	Syah.g_00546
OG0000452	Prau.g_00222	Syah.g_00542
OG0000453	Prau.g_00223	Syah.g_00541
OG0000454	Prau.g_00224	Syah.g_00540
OG0000455	Prau.g_00225	Syah.g_00539
OG0000456	Prau.g_00226	Syah.g_00538
OG0000457	Prau.g_00227	Syah.g_00536
OG0000458	Prau.g_00228	Syah.g_00535
OG0000459	Prau.g_00229	Syah.g_00534
OG0000460	Prau.g_00236	Syah.g_00906
OG0000461	Prau.g_00244	Syah.g_00678
OG0000462	Prau.g_00246	Syah.g_00675
OG0000463	Prau.g_00247	Syah.g_00674
OG0000464	Prau.g_00248	Syah.g_00673
OG0000465	Prau.g_00249	Syah.g_00672
OG0000466	Prau.g_00252	Syah.g_00668
OG0000467	Prau.g_00253	Syah.g_00666
OG0000468	Prau.g_00255	Syah.g_00661
OG0000469	Prau.g_00264	Syah.g_00647
OG0000470	Prau.g_00266	Syah.g_00645
OG0000471	Prau.g_00267	Syah.g_00644
OG0000472	Prau.g_00268	Syah.g_00642
OG0000473	Prau.g_00270	Syah.g_00640
OG0000474	Prau.g_00271	Syah.g_00639
OG0000475	Prau.g_00272	Syah.g_00638
OG0000476	Prau.g_00273	Syah.g_00636
OG0000477	Prau.g_00277	Syah.g_00630
OG0000478	Prau.g_00278	Syah.g_00629
OG0000479	Prau.g_00279	Syah.g_00628
OG0000480	Prau.g_00284	Syah.g_00089
OG0000481	Prau.g_00286	Syah.g_00091
OG0000482	Prau.g_00287	Syah.g_00092
OG0000483	Prau.g_00290	Syah.g_00096
OG0000484	Prau.g_00291	Syah.g_00097
OG0000485	Prau.g_00292	Syah.g_00098
OG0000486	Prau.g_00293	Syah.g_00099
OG0000487	Prau.g_00297	Syah.g_00106
OG0000488	Prau.g_00300	Syah.g_00110
OG0000489	Prau.g_00305	Syah.g_00121
OG0000490	Prau.g_00310	Syah.g_00129
OG0000491	Prau.g_00311	Syah.g_00130
OG0000492	Prau.g_00313	Syah.g_00132
OG0000493	Prau.g_00314	Syah.g_00133
OG0000494	Prau.g_00315	Syah.g_00134
OG0000495	Prau.g_00316	Syah.g_00135
OG0000496	Prau.g_00317	Syah.g_00136
OG0000497	Prau.g_00318	Syah.g_00137
OG0000498	Prau.g_00319	Syah.g_00138
OG0000499	Prau.g_00320	Syah.g_00139
OG0000500	Prau.g_00321	Syah.g_00140
OG0000501	Prau.g_00323	Syah.g_00143
OG0000502	Prau.g_00326	Syah.g_00155
OG0000503	Prau.g_00336	Syah.g_00858
OG0000504	Prau.g_00337	Syah.g_00860
OG0000505	Prau.g_00338	Syah.g_00861
OG0000506	Prau.g_00340	Syah.g_00863
OG0000507	Prau.g_00343	Syah.g_00869
OG0000508	Prau.g_00347	Syah.g_00873
OG0000509	Prau.g_00349	Syah.g_00875
OG0000510	Prau.g_00350	Syah.g_00876
OG0000511	Prau.g_00351	Syah.g_00877
OG0000512	Prau.g_00353	Syah.g_00879
OG0000513	Prau.g_00360	Syah.g_00892
OG0000514	Prau.g_00472	Syah.g_00899
OG0000515	Prau.g_00473	Syah.g_00900
OG0000516	Prau.g_00474	Syah.g_02231
OG0000517	Prau.g_00476	Syah.g_02237
OG0000518	Prau.g_00487	Syah.g_02221
OG0000519	Prau.g_00488	Syah.g_02220
OG0000520	Prau.g_00489	Syah.g_02219
OG0000521	Prau.g_00494	Syah.g_01202
OG0000522	Prau.g_00496	Syah.g_01204
OG0000523	Prau.g_00497	Syah.g_01205
OG0000524	Prau.g_00503	Syah.g_01207
OG0000525	Prau.g_00506	Syah.g_01212
OG0000526	Prau.g_00507	Syah.g_01215
OG0000527	Prau.g_00514	Syah.g_01219
OG0000528	Prau.g_00519	Syah.g_00991
OG0000529	Prau.g_00522	Syah.g_00998
OG0000530	Prau.g_00525	Syah.g_01001
OG0000531	Prau.g_00526	Syah.g_01002
OG0000532	Prau.g_00528	Syah.g_01005
OG0000533	Prau.g_00529	Syah.g_01006
OG0000534	Prau.g_00530	Syah.g_01007
OG0000535	Prau.g_00531	Syah.g_01008
OG0000536	Prau.g_00532	Syah.g_01009
OG0000537	Prau.g_00533	Syah.g_01010
OG0000538	Prau.g_00541	Syah.g_01021
OG0000539	Prau.g_00542	Syah.g_01022
OG0000540	Prau.g_00543	Syah.g_01023
OG0000541	Prau.g_00544	Syah.g_01024
OG0000542	Prau.g_00546	Syah.g_01027
OG0000543	Prau.g_00548	Syah.g_01029
OG0000545	Prau.g_00551	Syah.g_01031
OG0000546	Prau.g_00554	Syah.g_01033
OG0000547	Prau.g_00556	Syah.g_01035
OG0000548	Prau.g_00557	Syah.g_01036
OG0000549	Prau.g_00559	Syah.g_01042
OG0000550	Prau.g_00564	Syah.g_01046
OG0000551	Prau.g_00567	Syah.g_01051
OG0000552	Prau.g_00568	Syah.g_01052
OG0000553	Prau.g_00569	Syah.g_01054
OG0000554	Prau.g_00574	Syah.g_01065
OG0000555	Prau.g_00582	Syah.g_01078
OG0000556	Prau.g_00584	Syah.g_01084
OG0000557	Prau.g_00585	Syah.g_01086
OG0000558	Prau.g_00587	Syah.g_01088
OG0000559	Prau.g_00591	Syah.g_01093
OG0000560	Prau.g_00594	Syah.g_01096
OG0000561	Prau.g_00595	Syah.g_01097
OG0000562	Prau.g_00596	Syah.g_01098
OG0000563	Prau.g_00597	Syah.g_01099
OG0000564	Prau.g_00598	Syah.g_01100
OG0000565	Prau.g_00601	Syah.g_01104
OG0000566	Prau.g_00603	Syah.g_01108
OG0000567	Prau.g_00607	Syah.g_01112
OG0000568	Prau.g_00608	Syah.g_01116
OG0000569	Prau.g_00609	Syah.g_01117
OG0000570	Prau.g_00610	Syah.g_01118
OG0000571	Prau.g_00612	Syah.g_01122
OG0000572	Prau.g_00625	Syah.g_01137
OG0000573	Prau.g_00630	Syah.g_01146
OG0000574	Prau.g_00631	Syah.g_01147
OG0000575	Prau.g_00635	Syah.g_01151
OG0000576	Prau.g_00637	Syah.g_01153
OG0000577	Prau.g_00638	Syah.g_01154
OG0000578	Prau.g_00639	Syah.g_01155
OG0000579	Prau.g_00640	Syah.g_01156
