Orthogroup	Prau	Prah
OG0000065	Prau.g_00108	Prah.g_01897
OG0000066	Prau.g_00579	Prah.g_01485
OG0000067	Prau.g_00854	Prah.g_00667, Prah.g_01826
OG0000068	Prau.g_01409	Prah.g_01576
OG0000070	Prau.g_00491	Prah.g_00252
OG0000071	Prau.g_01371	Prah.g_01364
OG0000072	Prau.g_00172	Prah.g_02309
OG0000073	Prau.g_00540	Prah.g_01544
OG0000075	Prau.g_01901	Prah.g_02232
OG0000076	Prau.g_00037, Prau.g_01925	Prah.g_00150
OG0000077	Prau.g_00079	Prah.g_01850
OG0000078	Prau.g_00240	Prah.g_01773
OG0000079	Prau.g_00254	Prah.g_02090, Prah.g_01868
OG0000081	Prau.g_00571	Prah.g_01035
OG0000082	Prau.g_00624	Prah.g_01427
OG0000084	Prau.g_01524	Prah.g_00412
OG0000085	Prau.g_01725	Prah.g_01666
OG0000086	Prau.g_00089	Prah.g_01866
OG0000087	Prau.g_00140	Prah.g_02268
OG0000088	Prau.g_00167	Prah.g_02304, Prah.g_00957
OG0000089	Prau.g_00358	Prah.g_00205
OG0000090	Prau.g_00573	Prah.g_01501
OG0000091	Prau.g_00682	Prah.g_00493
OG0000093	Prau.g_00983	Prah.g_00692
OG0000094	Prau.g_01070	Prah.g_02518
OG0000095	Prau.g_01089	Prah.g_00915
OG0000097	Prau.g_01247	Prah.g_01272
OG0000098	Prau.g_01391	Prah.g_00327
OG0000099	Prau.g_01435	Prah.g_02191
OG0000100	Prau.g_01605	Prah.g_01791, Prah.g_00636
OG0000101	Prau.g_01869	Prah.g_01995
OG0000102	Prau.g_01930	Prah.g_00144
OG0000103	Prau.g_02009	Prah.g_02586
OG0000104	Prau.g_02018	Prah.g_02600
OG0000105	Prau.g_00276	Prah.g_02126
OG0000106	Prau.g_00373	Prah.g_01660
OG0000107	Prau.g_00389	Prah.g_02072
OG0000108	Prau.g_00521	Prah.g_01566
OG0000109	Prau.g_00535	Prah.g_01550
OG0000110	Prau.g_00614	Prah.g_01439
OG0000111	Prau.g_00739	Prah.g_01028
OG0000112	Prau.g_00818	Prah.g_00788
OG0000113	Prau.g_00876	Prah.g_00641
OG0000114	Prau.g_00956	Prah.g_00733
OG0000115	Prau.g_01148	Prah.g_00383
OG0000116	Prau.g_01197	Prah.g_01337
OG0000117	Prau.g_01318	Prah.g_01257
OG0000118	Prau.g_01383	Prah.g_01378
OG0000119	Prau.g_01405	Prah.g_01007, Prah.g_01048
OG0000120	Prau.g_01430	Prah.g_02192
OG0000121	Prau.g_01533	Prah.g_00406
OG0000122	Prau.g_01571	Prah.g_01203
OG0000123	Prau.g_01876	Prah.g_01987
OG0000124	Prau.g_01941	Prah.g_00125
OG0000125	Prau.g_01978	Prah.g_02498
OG0000126	Prau.g_02017	Prah.g_02598
OG0000127	Prau.g_01292	Prah.g_01085, Prah.g_01083
OG0000128	Prau.g_00011	Prah.g_00013
OG0000129	Prau.g_00051	Prah.g_02486
OG0000130	Prau.g_00071	Prah.g_01838
OG0000131	Prau.g_00146	Prah.g_02282
OG0000132	Prau.g_00165	Prah.g_02302
OG0000133	Prau.g_00324	Prah.g_02187
OG0000134	Prau.g_00359	Prah.g_00208
OG0000135	Prau.g_00386	Prah.g_02538
OG0000136	Prau.g_00482	Prah.g_00235
OG0000137	Prau.g_00516	Prah.g_00312
OG0000138	Prau.g_00536	Prah.g_01549
OG0000139	Prau.g_00577	Prah.g_01495
OG0000140	Prau.g_00578	Prah.g_01489
OG0000141	Prau.g_00645	Prah.g_01393
OG0000142	Prau.g_00675	Prah.g_00501
OG0000143	Prau.g_00679	Prah.g_00497
OG0000144	Prau.g_00692	Prah.g_00473
OG0000145	Prau.g_00816	Prah.g_01543
OG0000146	Prau.g_00819	Prah.g_00787
OG0000147	Prau.g_00820	Prah.g_00786
OG0000148	Prau.g_00870	Prah.g_00649
OG0000149	Prau.g_00900	Prah.g_00591
OG0000150	Prau.g_00909	Prah.g_00568
OG0000151	Prau.g_00966	Prah.g_00718
OG0000152	Prau.g_01015	Prah.g_00796
OG0000153	Prau.g_01034	Prah.g_00826
OG0000154	Prau.g_01063	Prah.g_00852
OG0000155	Prau.g_01226	Prah.g_01291
OG0000156	Prau.g_01359	Prah.g_01349
OG0000157	Prau.g_01360	Prah.g_01350
OG0000158	Prau.g_01436	Prah.g_02242
OG0000160	Prau.g_01532	Prah.g_00407
OG0000161	Prau.g_01538	Prah.g_00399
OG0000162	Prau.g_01544	Prah.g_00391
OG0000163	Prau.g_01578	Prah.g_01619
OG0000164	Prau.g_01756	Prah.g_01705
OG0000165	Prau.g_01763	Prah.g_01716
OG0000166	Prau.g_01833	Prah.g_02033
OG0000167	Prau.g_01899	Prah.g_02230
OG0000168	Prau.g_01909	Prah.g_02243
OG0000169	Prau.g_01919	Prah.g_00163
OG0000170	Prau.g_01921	Prah.g_00155
OG0000171	Prau.g_01940	Prah.g_00126
OG0000172	Prau.g_01949	Prah.g_00084
OG0000173	Prau.g_01964	Prah.g_00061
OG0000174	Prau.g_01991	Prah.g_02541
OG0000175	Prau.g_02001	Prah.g_02575
OG0000176	Prau.g_00004	Prah.g_00005
OG0000177	Prau.g_00005	Prah.g_00006
OG0000178	Prau.g_00006	Prah.g_00007
OG0000179	Prau.g_00016	Prah.g_00022
OG0000180	Prau.g_00017	Prah.g_00023
OG0000181	Prau.g_00018	Prah.g_00024
OG0000182	Prau.g_00019	Prah.g_00025
OG0000183	Prau.g_00023	Prah.g_00029
OG0000184	Prau.g_00054	Prah.g_02478
OG0000185	Prau.g_00057	Prah.g_02458
OG0000186	Prau.g_00066	Prah.g_01830
OG0000187	Prau.g_00067	Prah.g_01833
OG0000188	Prau.g_00083	Prah.g_01860
OG0000189	Prau.g_00097	Prah.g_01884
OG0000190	Prau.g_00098	Prah.g_01886
OG0000191	Prau.g_00118	Prah.g_00188
OG0000192	Prau.g_00122	Prah.g_00176, Prah.g_00180
OG0000193	Prau.g_00147	Prah.g_02283
OG0000194	Prau.g_00150	Prah.g_02286
OG0000195	Prau.g_00152	Prah.g_02288
OG0000196	Prau.g_00162	Prah.g_02299
OG0000197	Prau.g_00163	Prah.g_02300
OG0000198	Prau.g_00164	Prah.g_02301
OG0000199	Prau.g_00171	Prah.g_02308
OG0000200	Prau.g_00185	Prah.g_02324
OG0000201	Prau.g_00193	Prah.g_02352
OG0000202	Prau.g_00194	Prah.g_02353
OG0000203	Prau.g_00195	Prah.g_02354
OG0000204	Prau.g_00196	Prah.g_02355
OG0000205	Prau.g_00203	Prah.g_02362
OG0000206	Prau.g_00208	Prah.g_02371
OG0000207	Prau.g_00210	Prah.g_02420
OG0000208	Prau.g_00211	Prah.g_02419
OG0000209	Prau.g_00220	Prah.g_02400
OG0000210	Prau.g_00221	Prah.g_02399
OG0000211	Prau.g_00234	Prah.g_01782
OG0000212	Prau.g_00241	Prah.g_01772
OG0000213	Prau.g_00259	Prah.g_02101
OG0000214	Prau.g_00269	Prah.g_02118
OG0000215	Prau.g_00294	Prah.g_02148
OG0000216	Prau.g_00296	Prah.g_02151
OG0000217	Prau.g_00299	Prah.g_02155
OG0000218	Prau.g_00301	Prah.g_02157
OG0000219	Prau.g_00302	Prah.g_02158
OG0000220	Prau.g_00303	Prah.g_02159
OG0000221	Prau.g_00304	Prah.g_02166
OG0000222	Prau.g_00312	Prah.g_02174
OG0000223	Prau.g_00325	Prah.g_02197
OG0000224	Prau.g_00327	Prah.g_02207
OG0000225	Prau.g_00348	Prah.g_01921
OG0000226	Prau.g_00352	Prah.g_01917
OG0000227	Prau.g_00354	Prah.g_01915
OG0000228	Prau.g_00357	Prah.g_00204
OG0000229	Prau.g_00477	Prah.g_00230
OG0000230	Prau.g_00479	Prah.g_00232
OG0000231	Prau.g_00490	Prah.g_00251
OG0000232	Prau.g_00499	Prah.g_00261
OG0000233	Prau.g_00505	Prah.g_00294
OG0000234	Prau.g_00517	Prah.g_00313, Prah.g_00314
OG0000235	Prau.g_00520	Prah.g_01567
OG0000236	Prau.g_00534	Prah.g_01551
OG0000237	Prau.g_00547	Prah.g_01534
OG0000238	Prau.g_00553	Prah.g_01529
OG0000239	Prau.g_00565	Prah.g_01513
OG0000240	Prau.g_00566	Prah.g_01512
OG0000241	Prau.g_00570	Prah.g_01094
OG0000242	Prau.g_00572	Prah.g_00108, Prah.g_01503
OG0000243	Prau.g_00583	Prah.g_01476
OG0000244	Prau.g_00586	Prah.g_01472
OG0000245	Prau.g_00588	Prah.g_01469
OG0000246	Prau.g_00592	Prah.g_01465
OG0000247	Prau.g_00602	Prah.g_01454
OG0000248	Prau.g_00604	Prah.g_01451
OG0000249	Prau.g_00606	Prah.g_01449
OG0000250	Prau.g_00611	Prah.g_01443
OG0000251	Prau.g_00629	Prah.g_01417
OG0000252	Prau.g_00632	Prah.g_01414
OG0000253	Prau.g_00633	Prah.g_01408
OG0000254	Prau.g_00649	Prah.g_01389
OG0000255	Prau.g_00655	Prah.g_00530
OG0000256	Prau.g_00667	Prah.g_00516
OG0000257	Prau.g_00670	Prah.g_00509
OG0000258	Prau.g_00683	Prah.g_00486
OG0000259	Prau.g_00700	Prah.g_00457
OG0000260	Prau.g_00703	Prah.g_00454
OG0000261	Prau.g_00705	Prah.g_00451
OG0000262	Prau.g_00709	Prah.g_00445
OG0000263	Prau.g_00721	Prah.g_02413
OG0000264	Prau.g_00731	Prah.g_00974
OG0000265	Prau.g_00755	Prah.g_00958, Prah.g_00887
OG0000266	Prau.g_00765	Prah.g_00876
OG0000267	Prau.g_00776	Prah.g_00751
OG0000268	Prau.g_00777	Prah.g_00752
OG0000269	Prau.g_00849	Prah.g_00672
OG0000270	Prau.g_00852	Prah.g_00669
OG0000271	Prau.g_00860	Prah.g_00661
OG0000272	Prau.g_00861	Prah.g_00660
OG0000273	Prau.g_00884	Prah.g_00609
OG0000274	Prau.g_00885	Prah.g_00608
OG0000275	Prau.g_00887	Prah.g_00605
OG0000276	Prau.g_00892	Prah.g_00599
OG0000277	Prau.g_00893	Prah.g_00598
OG0000278	Prau.g_00896	Prah.g_00595
OG0000279	Prau.g_00904	Prah.g_00587
OG0000280	Prau.g_00905	Prah.g_00581
OG0000281	Prau.g_00910	Prah.g_00566
OG0000282	Prau.g_00958	Prah.g_00731
OG0000283	Prau.g_00992	Prah.g_00761
OG0000284	Prau.g_00997	Prah.g_00767
OG0000285	Prau.g_01002	Prah.g_01178
OG0000286	Prau.g_01014	Prah.g_00795
OG0000287	Prau.g_01031	Prah.g_01131
OG0000288	Prau.g_01062	Prah.g_00851
OG0000289	Prau.g_01073	Prah.g_00864
OG0000290	Prau.g_01086	Prah.g_00912
OG0000291	Prau.g_01088	Prah.g_00914
OG0000292	Prau.g_01136	Prah.g_02597
OG0000293	Prau.g_01198	Prah.g_01336
OG0000294	Prau.g_01199	Prah.g_01335
OG0000295	Prau.g_01218	Prah.g_01298
OG0000296	Prau.g_01220	Prah.g_01296
OG0000297	Prau.g_01228	Prah.g_01259
OG0000298	Prau.g_01229	Prah.g_01258
OG0000299	Prau.g_01246	Prah.g_01268
OG0000300	Prau.g_01249	Prah.g_01275
OG0000301	Prau.g_01250	Prah.g_01276
OG0000302	Prau.g_01252	Prah.g_01279
OG0000303	Prau.g_01259	Prah.g_01289
OG0000304	Prau.g_01263	Prah.g_01237, Prah.g_01238
OG0000305	Prau.g_01401	Prah.g_00918
OG0000306	Prau.g_01404	Prah.g_00560
OG0000307	Prau.g_01418	Prah.g_01584
OG0000308	Prau.g_01419	Prah.g_01586
OG0000309	Prau.g_01423	Prah.g_01590
OG0000310	Prau.g_01513	Prah.g_00428
OG0000311	Prau.g_01515	Prah.g_00424
OG0000312	Prau.g_01518	Prah.g_00420
OG0000313	Prau.g_01535	Prah.g_00402
OG0000314	Prau.g_01558	Prah.g_00371
OG0000315	Prau.g_01568	Prah.g_00361
OG0000316	Prau.g_01588	Prah.g_01631
OG0000317	Prau.g_01730	Prah.g_01672
OG0000318	Prau.g_01733	Prah.g_01677
OG0000319	Prau.g_01746	Prah.g_01694
OG0000320	Prau.g_01748	Prah.g_01696
OG0000321	Prau.g_01749	Prah.g_01697
OG0000322	Prau.g_01750	Prah.g_01698
OG0000323	Prau.g_01759	Prah.g_01710
OG0000324	Prau.g_01785	Prah.g_01744
OG0000325	Prau.g_01795	Prah.g_02071
OG0000326	Prau.g_01801	Prah.g_02064
OG0000327	Prau.g_01828	Prah.g_02038
OG0000328	Prau.g_01829	Prah.g_02037
OG0000329	Prau.g_01846	Prah.g_02020
OG0000330	Prau.g_01847	Prah.g_02019
OG0000331	Prau.g_01848	Prah.g_02018
OG0000332	Prau.g_01862	Prah.g_02003
OG0000333	Prau.g_01864	Prah.g_02001
OG0000334	Prau.g_01872	Prah.g_01991
OG0000335	Prau.g_01877	Prah.g_01986
OG0000336	Prau.g_01881	Prah.g_01982
OG0000337	Prau.g_01897	Prah.g_02224
OG0000338	Prau.g_01898	Prah.g_02227
OG0000339	Prau.g_01902	Prah.g_02234
OG0000340	Prau.g_01910	Prah.g_02244
OG0000341	Prau.g_01912	Prah.g_02246
OG0000342	Prau.g_01913	Prah.g_02247
OG0000343	Prau.g_01914	Prah.g_00168
OG0000344	Prau.g_01917	Prah.g_00165
OG0000345	Prau.g_01922	Prah.g_00154
OG0000346	Prau.g_01926	Prah.g_00149
OG0000347	Prau.g_01942	Prah.g_00089
OG0000348	Prau.g_01952	Prah.g_00078
OG0000349	Prau.g_01969	Prah.g_00053
OG0000350	Prau.g_01987, Prau.g_01297	Prah.g_02533
OG0000351	Prau.g_02004	Prah.g_02578
OG0000352	Prau.g_02005	Prah.g_02579
OG0000353	Prau.g_02021	Prah.g_02603
OG0000355	Prau.g_00001	Prah.g_00002
OG0000356	Prau.g_00002	Prah.g_00003
OG0000357	Prau.g_00003	Prah.g_00004
OG0000358	Prau.g_00007	Prah.g_00008
OG0000359	Prau.g_00008	Prah.g_00010
OG0000360	Prau.g_00009	Prah.g_00011
OG0000361	Prau.g_00010	Prah.g_00012
OG0000362	Prau.g_00012	Prah.g_00014
OG0000363	Prau.g_00014	Prah.g_00016
OG0000364	Prau.g_00015	Prah.g_00017
OG0000365	Prau.g_00020	Prah.g_00026
OG0000366	Prau.g_00021	Prah.g_00027
OG0000367	Prau.g_00022	Prah.g_00028
OG0000368	Prau.g_00024	Prah.g_00030
OG0000369	Prau.g_00025	Prah.g_00031
OG0000370	Prau.g_00026	Prah.g_00032
OG0000371	Prau.g_00031	Prah.g_00041
OG0000372	Prau.g_00034	Prah.g_00046
OG0000373	Prau.g_00035	Prah.g_00047
OG0000374	Prau.g_00036	Prah.g_00048
OG0000375	Prau.g_00047	Prah.g_00049
OG0000376	Prau.g_00049	Prah.g_00051
OG0000377	Prau.g_00053	Prah.g_02485
OG0000378	Prau.g_00055	Prah.g_02471
OG0000379	Prau.g_00058	Prah.g_02457
OG0000380	Prau.g_00068	Prah.g_01834
OG0000381	Prau.g_00072	Prah.g_01839
OG0000382	Prau.g_00082	Prah.g_01859
OG0000383	Prau.g_00084	Prah.g_01861
OG0000384	Prau.g_00085	Prah.g_01862
OG0000385	Prau.g_00086	Prah.g_01863
OG0000386	Prau.g_00087	Prah.g_01864
OG0000387	Prau.g_00100	Prah.g_01888
OG0000388	Prau.g_00103	Prah.g_01892
OG0000389	Prau.g_00107	Prah.g_01896
OG0000390	Prau.g_00114	Prah.g_00194
OG0000391	Prau.g_00117	Prah.g_00189
OG0000392	Prau.g_00121	Prah.g_00183
OG0000393	Prau.g_00123	Prah.g_00175
OG0000394	Prau.g_00124	Prah.g_00174
OG0000395	Prau.g_00125	Prah.g_00173
OG0000396	Prau.g_00128	Prah.g_02252
OG0000397	Prau.g_00130	Prah.g_02254
OG0000398	Prau.g_00132	Prah.g_02259
OG0000399	Prau.g_00133	Prah.g_02260
OG0000400	Prau.g_00134	Prah.g_02261
OG0000401	Prau.g_00135	Prah.g_02262
OG0000402	Prau.g_00137	Prah.g_02264
OG0000403	Prau.g_00138	Prah.g_02265
OG0000405	Prau.g_00143	Prah.g_02280
OG0000406	Prau.g_00148	Prah.g_02284
OG0000407	Prau.g_00149	Prah.g_02285
OG0000408	Prau.g_00151	Prah.g_02287
OG0000409	Prau.g_00153	Prah.g_02289
OG0000410	Prau.g_00154	Prah.g_02290
OG0000411	Prau.g_00155	Prah.g_02291
OG0000412	Prau.g_00156	Prah.g_02292
OG0000413	Prau.g_00157	Prah.g_02294
OG0000414	Prau.g_00158	Prah.g_02295
OG0000415	Prau.g_00159	Prah.g_02296
OG0000416	Prau.g_00160	Prah.g_02297
OG0000417	Prau.g_00161	Prah.g_02298
OG0000418	Prau.g_00166	Prah.g_02303
OG0000419	Prau.g_00168	Prah.g_02305
OG0000420	Prau.g_00169	Prah.g_02306
OG0000421	Prau.g_00174	Prah.g_02310
OG0000422	Prau.g_00175	Prah.g_02311
OG0000423	Prau.g_00176	Prah.g_02312
OG0000424	Prau.g_00177	Prah.g_02313
OG0000425	Prau.g_00178	Prah.g_02314
OG0000426	Prau.g_00179	Prah.g_02315
OG0000427	Prau.g_00180	Prah.g_02316
OG0000428	Prau.g_00182	Prah.g_00709
OG0000429	Prau.g_00183	Prah.g_02321
OG0000430	Prau.g_00184	Prah.g_02323
OG0000431	Prau.g_00186	Prah.g_02334
OG0000432	Prau.g_00189	Prah.g_02341
OG0000433	Prau.g_00190	Prah.g_02344
OG0000434	Prau.g_00191	Prah.g_02345
OG0000435	Prau.g_00192	Prah.g_02350
OG0000436	Prau.g_00197	Prah.g_02356
OG0000437	Prau.g_00198	Prah.g_02357
OG0000438	Prau.g_00199	Prah.g_02358
OG0000439	Prau.g_00201	Prah.g_02360
OG0000440	Prau.g_00202	Prah.g_02361
OG0000441	Prau.g_00205	Prah.g_02364
OG0000442	Prau.g_00206	Prah.g_02365
OG0000443	Prau.g_00207	Prah.g_02370
OG0000444	Prau.g_00212	Prah.g_02418
OG0000445	Prau.g_00213	Prah.g_02417
OG0000446	Prau.g_00214	Prah.g_02415
OG0000447	Prau.g_00215	Prah.g_02411
OG0000448	Prau.g_00216	Prah.g_02410
OG0000449	Prau.g_00217	Prah.g_02409
OG0000450	Prau.g_00218	Prah.g_02403
OG0000451	Prau.g_00219	Prah.g_02402
OG0000452	Prau.g_00222	Prah.g_02398
OG0000453	Prau.g_00223	Prah.g_02397
OG0000454	Prau.g_00224	Prah.g_02396
OG0000455	Prau.g_00225	Prah.g_02395
OG0000456	Prau.g_00226	Prah.g_02394
OG0000457	Prau.g_00227	Prah.g_02392
OG0000458	Prau.g_00228	Prah.g_02391
OG0000459	Prau.g_00229	Prah.g_02390
OG0000460	Prau.g_00236	Prah.g_01781
OG0000461	Prau.g_00244	Prah.g_02074
OG0000462	Prau.g_00246	Prah.g_02078
OG0000463	Prau.g_00247	Prah.g_02079
OG0000464	Prau.g_00248	Prah.g_02080
OG0000465	Prau.g_00249	Prah.g_02082
OG0000466	Prau.g_00252	Prah.g_02087
OG0000467	Prau.g_00253	Prah.g_02089
OG0000468	Prau.g_00255	Prah.g_02098
OG0000469	Prau.g_00264	Prah.g_02111
OG0000470	Prau.g_00266	Prah.g_02114
OG0000471	Prau.g_00267	Prah.g_02115
OG0000472	Prau.g_00268	Prah.g_02117
OG0000473	Prau.g_00270	Prah.g_02119
OG0000474	Prau.g_00271	Prah.g_02120
OG0000475	Prau.g_00272	Prah.g_02121
OG0000476	Prau.g_00273	Prah.g_02123
OG0000477	Prau.g_00277	Prah.g_02128
OG0000478	Prau.g_00278	Prah.g_02129
OG0000479	Prau.g_00279	Prah.g_02130
OG0000480	Prau.g_00284	Prah.g_02137
OG0000481	Prau.g_00286	Prah.g_02139
OG0000482	Prau.g_00287	Prah.g_02140
OG0000483	Prau.g_00290	Prah.g_02144
OG0000484	Prau.g_00291	Prah.g_02145
OG0000485	Prau.g_00292	Prah.g_02146
OG0000486	Prau.g_00293	Prah.g_02147
OG0000487	Prau.g_00297	Prah.g_02152
OG0000488	Prau.g_00300	Prah.g_02156
OG0000489	Prau.g_00305	Prah.g_02167
OG0000490	Prau.g_00310	Prah.g_02172
OG0000491	Prau.g_00311	Prah.g_02173
OG0000492	Prau.g_00313	Prah.g_02175
OG0000493	Prau.g_00314	Prah.g_02176
OG0000494	Prau.g_00315	Prah.g_02177
OG0000495	Prau.g_00316	Prah.g_02178
OG0000496	Prau.g_00317	Prah.g_02179
OG0000497	Prau.g_00318	Prah.g_02180
OG0000498	Prau.g_00319	Prah.g_02181
OG0000499	Prau.g_00320	Prah.g_02182
OG0000500	Prau.g_00321	Prah.g_02183
OG0000501	Prau.g_00323	Prah.g_02186
OG0000502	Prau.g_00326	Prah.g_02199
OG0000503	Prau.g_00336	Prah.g_01940
OG0000504	Prau.g_00337	Prah.g_01938
OG0000505	Prau.g_00338	Prah.g_01937
OG0000506	Prau.g_00340	Prah.g_01935
OG0000507	Prau.g_00343	Prah.g_01930
OG0000508	Prau.g_00347	Prah.g_01922
OG0000509	Prau.g_00349	Prah.g_01920
OG0000510	Prau.g_00350	Prah.g_01919
OG0000511	Prau.g_00351	Prah.g_01918
OG0000512	Prau.g_00353	Prah.g_01916
OG0000513	Prau.g_00360	Prah.g_00209
OG0000514	Prau.g_00472	Prah.g_00218
OG0000515	Prau.g_00473	Prah.g_00219
OG0000516	Prau.g_00474	Prah.g_00221
OG0000517	Prau.g_00476	Prah.g_00229
OG0000518	Prau.g_00487	Prah.g_00241
OG0000519	Prau.g_00488	Prah.g_00242
OG0000520	Prau.g_00489	Prah.g_00247
OG0000521	Prau.g_00494	Prah.g_00255
OG0000522	Prau.g_00496	Prah.g_00257
OG0000523	Prau.g_00497	Prah.g_00258
OG0000524	Prau.g_00503	Prah.g_00290
OG0000525	Prau.g_00506	Prah.g_00304
OG0000526	Prau.g_00507	Prah.g_00306
OG0000527	Prau.g_00514	Prah.g_00310
OG0000528	Prau.g_00519	Prah.g_01572
OG0000529	Prau.g_00522	Prah.g_01565
OG0000530	Prau.g_00525	Prah.g_01562
OG0000531	Prau.g_00526	Prah.g_01561
OG0000532	Prau.g_00528	Prah.g_01558
OG0000533	Prau.g_00529	Prah.g_01556
OG0000534	Prau.g_00530	Prah.g_01555
OG0000535	Prau.g_00531	Prah.g_01554
OG0000536	Prau.g_00532	Prah.g_01553
OG0000537	Prau.g_00533	Prah.g_01552
OG0000538	Prau.g_00541	Prah.g_01541
OG0000539	Prau.g_00542	Prah.g_01540
OG0000540	Prau.g_00543	Prah.g_01539
OG0000541	Prau.g_00544	Prah.g_01538
OG0000542	Prau.g_00546	Prah.g_01535
OG0000543	Prau.g_00548	Prah.g_01533
OG0000544	Prau.g_00549	Prah.g_01532
OG0000545	Prau.g_00551	Prah.g_01530
OG0000546	Prau.g_00554	Prah.g_01528
OG0000547	Prau.g_00556	Prah.g_01526
OG0000548	Prau.g_00557	Prah.g_01525
OG0000549	Prau.g_00559	Prah.g_01519
OG0000550	Prau.g_00564	Prah.g_01514
OG0000551	Prau.g_00567	Prah.g_01510
OG0000552	Prau.g_00568	Prah.g_01509
OG0000553	Prau.g_00569	Prah.g_01505
OG0000554	Prau.g_00574	Prah.g_01500
OG0000555	Prau.g_00582	Prah.g_01480
OG0000556	Prau.g_00584	Prah.g_01474
OG0000557	Prau.g_00585	Prah.g_01473
OG0000558	Prau.g_00587	Prah.g_01470
OG0000559	Prau.g_00591	Prah.g_01466
OG0000560	Prau.g_00594	Prah.g_01463
OG0000561	Prau.g_00595	Prah.g_01462
OG0000562	Prau.g_00596	Prah.g_01461
OG0000563	Prau.g_00597	Prah.g_01460
OG0000564	Prau.g_00598	Prah.g_01459
OG0000565	Prau.g_00601	Prah.g_01457
OG0000566	Prau.g_00603	Prah.g_01452
OG0000567	Prau.g_00607	Prah.g_01448
OG0000568	Prau.g_00608	Prah.g_01446
OG0000569	Prau.g_00609	Prah.g_01445
OG0000570	Prau.g_00610	Prah.g_01444
OG0000571	Prau.g_00612	Prah.g_01441
OG0000572	Prau.g_00625	Prah.g_01425
OG0000573	Prau.g_00630	Prah.g_01416
OG0000574	Prau.g_00631	Prah.g_01415
OG0000575	Prau.g_00635	Prah.g_01406
OG0000576	Prau.g_00637	Prah.g_01404
OG0000577	Prau.g_00638	Prah.g_01403
OG0000578	Prau.g_00639	Prah.g_01402
OG0000579	Prau.g_00640	Prah.g_01401
OG0000580	Prau.g_00641	Prah.g_01400
OG0000581	Prau.g_00643	Prah.g_01396
OG0000582	Prau.g_00646	Prah.g_01392
OG0000583	Prau.g_00647	Prah.g_01391
