Orthogroup	Prbk	Pran
OG0000099	Prbk.g_01626	Pran.g_00401
OG0000101	Prbk.g_02126	Pran.g_00376
OG0000102	Prbk.g_00191	Pran.g_00320
OG0000103	Prbk.g_00206	Pran.g_00312
OG0000104	Prbk.g_00559	Pran.g_00295
OG0000105	Prbk.g_00777	Pran.g_00262
OG0000106	Prbk.g_01280	Pran.g_00248
OG0000107	Prbk.g_01261	Pran.g_00240
OG0000108	Prbk.g_01251	Pran.g_00230
OG0000109	Prbk.g_01515	Pran.g_00194
OG0000110	Prbk.g_01001	Pran.g_01941
OG0000111	Prbk.g_00409	Pran.g_01920
OG0000113	Prbk.g_00438	Pran.g_01897
OG0000114	Prbk.g_00492	Pran.g_01869
OG0000115	Prbk.g_02112	Pran.g_01704
OG0000116	Prbk.g_02114	Pran.g_01702
OG0000117	Prbk.g_02061	Pran.g_01698
OG0000118	Prbk.g_01862	Pran.g_01679
OG0000119	Prbk.g_01078	Pran.g_01646
OG0000120	Prbk.g_01080	Pran.g_01645
OG0000121	Prbk.g_02684	Pran.g_01635
OG0000122	Prbk.g_01890	Pran.g_01626
OG0000123	Prbk.g_01121	Pran.g_01594
OG0000124	Prbk.g_00740	Pran.g_01527
OG0000125	Prbk.g_00739	Pran.g_01526
OG0000126	Prbk.g_00738	Pran.g_01525
OG0000127	Prbk.g_01385	Pran.g_01492
OG0000128	Prbk.g_00616	Pran.g_01458
OG0000129	Prbk.g_02370	Pran.g_01438
OG0000130	Prbk.g_01642	Pran.g_01358
OG0000131	Prbk.g_02466	Pran.g_01345
OG0000132	Prbk.g_02530	Pran.g_01310
OG0000133	Prbk.g_02438	Pran.g_00445
OG0000134	Prbk.g_02444	Pran.g_00455
OG0000135	Prbk.g_02316	Pran.g_00491
OG0000136	Prbk.g_00059	Pran.g_00565
OG0000137	Prbk.g_02197	Pran.g_00090
OG0000138	Prbk.g_01025	Pran.g_00065
OG0000139	Prbk.g_00144	Pran.g_00054
OG0000140	Prbk.g_00121	Pran.g_00003
OG0000141	Prbk.g_00066	Pran.g_00918
OG0000142	Prbk.g_01169	Pran.g_00864
OG0000143	Prbk.g_02052	Pran.g_00841
OG0000144	Prbk.g_00243	Pran.g_00746
OG0000145	Prbk.g_00260	Pran.g_00732
OG0000146	Prbk.g_01212	Pran.g_00696
OG0000147	Prbk.g_00932	Pran.g_00656
OG0000148	Prbk.g_00931	Pran.g_00655
OG0000149	Prbk.g_00913	Pran.g_00968
OG0000150	Prbk.g_01417	Pran.g_01006
OG0000151	Prbk.g_01414	Pran.g_01009
OG0000152	Prbk.g_01381	Pran.g_01043, Pran.g_01028
OG0000153	Prbk.g_00987	Pran.g_01063
OG0000154	Prbk.g_00950	Pran.g_01100
OG0000155	Prbk.g_00811	Pran.g_01118
OG0000156	Prbk.g_00528	Pran.g_01145
OG0000157	Prbk.g_01540	Pran.g_01177
OG0000158	Prbk.g_02252	Pran.g_01239
OG0000160	Prbk.g_02279	Pran.g_01258
OG0000161	Prbk.g_02280	Pran.g_01259
OG0000162	Prbk.g_02282	Pran.g_01261
OG0000163	Prbk.g_02283	Pran.g_01262
OG0000164	Prbk.g_02284	Pran.g_01263
OG0000165	Prbk.g_02285	Pran.g_01264
OG0000166	Prbk.g_02287	Pran.g_01265
OG0000167	Prbk.g_02288	Pran.g_01266
OG0000168	Prbk.g_02289	Pran.g_01267
OG0000169	Prbk.g_02291	Pran.g_01269
OG0000170	Prbk.g_01639	Pran.g_00410
OG0000171	Prbk.g_01638	Pran.g_00409
OG0000172	Prbk.g_01633	Pran.g_00408
OG0000173	Prbk.g_01632	Pran.g_00407
OG0000174	Prbk.g_01631	Pran.g_00406
OG0000175	Prbk.g_01630	Pran.g_00405
OG0000176	Prbk.g_01629	Pran.g_00404
OG0000177	Prbk.g_01628	Pran.g_00403
OG0000178	Prbk.g_01627	Pran.g_00402
OG0000179	Prbk.g_01625	Pran.g_00400
OG0000180	Prbk.g_01624	Pran.g_00399
OG0000181	Prbk.g_01623	Pran.g_00398
OG0000182	Prbk.g_01622	Pran.g_00397
OG0000183	Prbk.g_01621	Pran.g_00396
OG0000184	Prbk.g_01619	Pran.g_00395
OG0000185	Prbk.g_01614	Pran.g_00392
OG0000186	Prbk.g_01609	Pran.g_00389
OG0000187	Prbk.g_01608	Pran.g_00388
OG0000188	Prbk.g_01607	Pran.g_00387
OG0000189	Prbk.g_01606	Pran.g_00385
OG0000190	Prbk.g_01604	Pran.g_00383
OG0000191	Prbk.g_02158	Pran.g_00382
OG0000192	Prbk.g_02156	Pran.g_00381
OG0000193	Prbk.g_02155	Pran.g_00380
OG0000194	Prbk.g_02148	Pran.g_00379
OG0000195	Prbk.g_02141	Pran.g_00378
OG0000196	Prbk.g_02133	Pran.g_00377
OG0000197	Prbk.g_02125	Pran.g_00375
OG0000198	Prbk.g_02124	Pran.g_00374
OG0000199	Prbk.g_02123	Pran.g_00373
OG0000200	Prbk.g_01326	Pran.g_00368
OG0000201	Prbk.g_01324	Pran.g_00367
OG0000202	Prbk.g_01323	Pran.g_00366
OG0000203	Prbk.g_01320	Pran.g_00363
OG0000204	Prbk.g_01319	Pran.g_00362
OG0000205	Prbk.g_01315	Pran.g_00359
OG0000206	Prbk.g_01313	Pran.g_00357
OG0000207	Prbk.g_01309	Pran.g_00355
OG0000208	Prbk.g_01308	Pran.g_00354
OG0000209	Prbk.g_01665	Pran.g_00353
OG0000210	Prbk.g_01307	Pran.g_00352
OG0000211	Prbk.g_01304	Pran.g_00351
OG0000212	Prbk.g_01303	Pran.g_00350
OG0000213	Prbk.g_01302	Pran.g_00349
OG0000214	Prbk.g_01301	Pran.g_00348
OG0000215	Prbk.g_01300	Pran.g_00347
OG0000216	Prbk.g_01299	Pran.g_00346
OG0000217	Prbk.g_01295	Pran.g_00344
OG0000218	Prbk.g_01294	Pran.g_00343
OG0000219	Prbk.g_00035	Pran.g_00342
OG0000220	Prbk.g_00031	Pran.g_00341
OG0000221	Prbk.g_00026	Pran.g_00339
OG0000222	Prbk.g_00025	Pran.g_00338
OG0000223	Prbk.g_00024	Pran.g_00337
OG0000224	Prbk.g_00022	Pran.g_00336
OG0000225	Prbk.g_00021	Pran.g_00335
OG0000226	Prbk.g_00020	Pran.g_00334
OG0000227	Prbk.g_00018	Pran.g_00333
OG0000228	Prbk.g_00017	Pran.g_00332
OG0000229	Prbk.g_00016	Pran.g_00331
OG0000230	Prbk.g_00015	Pran.g_00330
OG0000231	Prbk.g_00014	Pran.g_00329
OG0000232	Prbk.g_00012	Pran.g_00327
OG0000233	Prbk.g_00011	Pran.g_00326
OG0000234	Prbk.g_00010	Pran.g_00325
OG0000235	Prbk.g_00007	Pran.g_00324
OG0000236	Prbk.g_00003	Pran.g_00323
OG0000237	Prbk.g_00001	Pran.g_00322
OG0000238	Prbk.g_00190	Pran.g_00321
OG0000239	Prbk.g_00192	Pran.g_00319
OG0000240	Prbk.g_00194	Pran.g_00318
OG0000241	Prbk.g_00196	Pran.g_00317
OG0000242	Prbk.g_00197	Pran.g_00316
OG0000243	Prbk.g_00202	Pran.g_00313
OG0000244	Prbk.g_00207	Pran.g_00311
OG0000245	Prbk.g_00208	Pran.g_00310
OG0000246	Prbk.g_00209	Pran.g_00309
OG0000247	Prbk.g_00542	Pran.g_00307
OG0000248	Prbk.g_00544	Pran.g_00305
OG0000249	Prbk.g_00547	Pran.g_00304
OG0000250	Prbk.g_00549	Pran.g_00303
OG0000251	Prbk.g_00550	Pran.g_00302
OG0000252	Prbk.g_00551	Pran.g_00301
OG0000253	Prbk.g_00552	Pran.g_00300
OG0000254	Prbk.g_00554	Pran.g_00298
OG0000255	Prbk.g_00555	Pran.g_00297
OG0000256	Prbk.g_00560	Pran.g_00294
OG0000257	Prbk.g_00749	Pran.g_00292
OG0000258	Prbk.g_00751	Pran.g_00288
OG0000259	Prbk.g_00752	Pran.g_00287
OG0000260	Prbk.g_00753	Pran.g_00286
OG0000261	Prbk.g_00754	Pran.g_00285
OG0000262	Prbk.g_00755	Pran.g_00283
OG0000263	Prbk.g_00757	Pran.g_00281
OG0000264	Prbk.g_00758	Pran.g_00280
OG0000265	Prbk.g_00759	Pran.g_00279
OG0000266	Prbk.g_00760	Pran.g_00278
OG0000267	Prbk.g_00761	Pran.g_00277
OG0000268	Prbk.g_00763	Pran.g_00276
OG0000269	Prbk.g_00765	Pran.g_00274
OG0000270	Prbk.g_00766	Pran.g_00273
OG0000271	Prbk.g_00767	Pran.g_00272
OG0000272	Prbk.g_00768	Pran.g_00271
OG0000273	Prbk.g_00769	Pran.g_00270
OG0000274	Prbk.g_00770	Pran.g_00269
OG0000275	Prbk.g_00771	Pran.g_00268
OG0000276	Prbk.g_00772	Pran.g_00267
OG0000277	Prbk.g_00774	Pran.g_00265
OG0000278	Prbk.g_00775	Pran.g_00264
OG0000279	Prbk.g_00776	Pran.g_00263
OG0000280	Prbk.g_00778	Pran.g_00261
OG0000281	Prbk.g_00779	Pran.g_00259
OG0000282	Prbk.g_00780	Pran.g_00258
OG0000283	Prbk.g_00781	Pran.g_00257
OG0000284	Prbk.g_00782	Pran.g_00256
OG0000285	Prbk.g_00783	Pran.g_00255
OG0000286	Prbk.g_00784	Pran.g_00254
OG0000287	Prbk.g_00785	Pran.g_00253
OG0000288	Prbk.g_02425	Pran.g_00251
OG0000289	Prbk.g_01283	Pran.g_00250
OG0000290	Prbk.g_01281	Pran.g_00249
OG0000291	Prbk.g_01277	Pran.g_00247
OG0000292	Prbk.g_01275	Pran.g_00246
OG0000293	Prbk.g_01272	Pran.g_00245
OG0000294	Prbk.g_01270	Pran.g_00244
OG0000295	Prbk.g_01267	Pran.g_00243
OG0000296	Prbk.g_01266	Pran.g_00242
OG0000297	Prbk.g_01263	Pran.g_00241
OG0000298	Prbk.g_01260	Pran.g_00239
OG0000299	Prbk.g_01259	Pran.g_00238
OG0000300	Prbk.g_01258	Pran.g_00237
OG0000301	Prbk.g_01257	Pran.g_00236
OG0000302	Prbk.g_01256	Pran.g_00235
OG0000303	Prbk.g_01255	Pran.g_00234
OG0000304	Prbk.g_01253	Pran.g_00232
OG0000305	Prbk.g_01252	Pran.g_00231
OG0000306	Prbk.g_01245	Pran.g_00228
OG0000307	Prbk.g_01244	Pran.g_00227
OG0000308	Prbk.g_00631	Pran.g_00226
OG0000309	Prbk.g_00632	Pran.g_00225
OG0000310	Prbk.g_00633	Pran.g_00224
OG0000311	Prbk.g_00686	Pran.g_00223
OG0000312	Prbk.g_00685	Pran.g_00222
OG0000313	Prbk.g_00683	Pran.g_00221
OG0000314	Prbk.g_00682	Pran.g_00220
OG0000315	Prbk.g_00680	Pran.g_00219
OG0000316	Prbk.g_00670	Pran.g_00218
OG0000317	Prbk.g_00669	Pran.g_00217
OG0000318	Prbk.g_00668	Pran.g_00216
OG0000319	Prbk.g_00662	Pran.g_00215
OG0000320	Prbk.g_00661	Pran.g_00214
OG0000321	Prbk.g_00658	Pran.g_00213
OG0000322	Prbk.g_00657	Pran.g_00212
OG0000323	Prbk.g_00656	Pran.g_00211
OG0000324	Prbk.g_00655	Pran.g_00210
OG0000325	Prbk.g_00654	Pran.g_00209
OG0000326	Prbk.g_00653	Pran.g_00208
OG0000327	Prbk.g_00652	Pran.g_00207
OG0000328	Prbk.g_00650	Pran.g_00206
OG0000329	Prbk.g_00649	Pran.g_00205
OG0000330	Prbk.g_00648	Pran.g_00204
OG0000331	Prbk.g_01364	Pran.g_00203
OG0000332	Prbk.g_01136	Pran.g_00202
OG0000333	Prbk.g_01135	Pran.g_00201
OG0000334	Prbk.g_01134	Pran.g_00200
OG0000335	Prbk.g_01368	Pran.g_00199
OG0000336	Prbk.g_01369	Pran.g_00197
OG0000337	Prbk.g_01521	Pran.g_00196
OG0000338	Prbk.g_01514	Pran.g_00193
OG0000339	Prbk.g_01900	Pran.g_01950
OG0000340	Prbk.g_01012	Pran.g_01948
OG0000341	Prbk.g_01011	Pran.g_01947
OG0000342	Prbk.g_01010	Pran.g_01946
OG0000343	Prbk.g_01008	Pran.g_01945
OG0000344	Prbk.g_01003	Pran.g_01942
OG0000345	Prbk.g_00371	Pran.g_01939
OG0000346	Prbk.g_00372	Pran.g_01938
OG0000347	Prbk.g_00374	Pran.g_01935
OG0000348	Prbk.g_00376	Pran.g_01934
OG0000349	Prbk.g_00378	Pran.g_01933
OG0000350	Prbk.g_00384	Pran.g_01931
OG0000351	Prbk.g_01365	Pran.g_01930
OG0000352	Prbk.g_00397	Pran.g_01929
OG0000353	Prbk.g_00398	Pran.g_01928
OG0000354	Prbk.g_00400	Pran.g_01927
OG0000355	Prbk.g_00401	Pran.g_01926
OG0000356	Prbk.g_00402	Pran.g_01925
OG0000357	Prbk.g_00403	Pran.g_01924
OG0000358	Prbk.g_00404	Pran.g_01923
OG0000359	Prbk.g_00406	Pran.g_01922
OG0000360	Prbk.g_00411	Pran.g_01919
OG0000361	Prbk.g_00412	Pran.g_01918
OG0000362	Prbk.g_00413	Pran.g_01917
OG0000363	Prbk.g_00415	Pran.g_01916
OG0000364	Prbk.g_00420	Pran.g_01912
OG0000365	Prbk.g_00421	Pran.g_01911
OG0000366	Prbk.g_00423	Pran.g_01909
OG0000367	Prbk.g_00425	Pran.g_01908
OG0000368	Prbk.g_00426	Pran.g_01907
OG0000369	Prbk.g_00427	Pran.g_01906
OG0000370	Prbk.g_00428	Pran.g_01905
OG0000371	Prbk.g_00429	Pran.g_01904
OG0000372	Prbk.g_00430	Pran.g_01903
OG0000373	Prbk.g_00431	Pran.g_01902
OG0000374	Prbk.g_00434	Pran.g_01900
OG0000375	Prbk.g_00435	Pran.g_01899
OG0000376	Prbk.g_00439	Pran.g_01896
OG0000377	Prbk.g_00442	Pran.g_01895
OG0000378	Prbk.g_00443	Pran.g_01894
OG0000379	Prbk.g_00444	Pran.g_01893
OG0000380	Prbk.g_00449	Pran.g_01892
OG0000381	Prbk.g_00450	Pran.g_01891
OG0000382	Prbk.g_00451	Pran.g_01890
OG0000383	Prbk.g_00453	Pran.g_01889
OG0000384	Prbk.g_00456	Pran.g_01886
OG0000385	Prbk.g_00457	Pran.g_01885
OG0000386	Prbk.g_00458	Pran.g_01884
OG0000387	Prbk.g_00460	Pran.g_01883
OG0000388	Prbk.g_00461	Pran.g_01882
OG0000389	Prbk.g_00462	Pran.g_01881
OG0000390	Prbk.g_00463	Pran.g_01880
OG0000391	Prbk.g_00464	Pran.g_01879
OG0000392	Prbk.g_00465	Pran.g_01878
OG0000393	Prbk.g_00466	Pran.g_01877
OG0000394	Prbk.g_00467	Pran.g_01876
OG0000395	Prbk.g_00468	Pran.g_01875
OG0000396	Prbk.g_00471	Pran.g_01873
OG0000397	Prbk.g_00481	Pran.g_01871
OG0000398	Prbk.g_00483	Pran.g_01870
OG0000399	Prbk.g_00853	Pran.g_01867
OG0000400	Prbk.g_00860	Pran.g_01866
OG0000401	Prbk.g_00861	Pran.g_01865
OG0000402	Prbk.g_00871	Pran.g_01860
OG0000403	Prbk.g_00873	Pran.g_01859
OG0000404	Prbk.g_00874	Pran.g_01858
OG0000405	Prbk.g_00876	Pran.g_01857
OG0000406	Prbk.g_00881	Pran.g_01854
OG0000407	Prbk.g_00882	Pran.g_01853
OG0000408	Prbk.g_00888	Pran.g_01850
OG0000409	Prbk.g_00889	Pran.g_01849
OG0000410	Prbk.g_00890	Pran.g_01848
OG0000411	Prbk.g_00891	Pran.g_01847
OG0000412	Prbk.g_00892	Pran.g_01846
OG0000413	Prbk.g_00893	Pran.g_01845
OG0000414	Prbk.g_00894	Pran.g_01844
OG0000415	Prbk.g_00895	Pran.g_01843
OG0000416	Prbk.g_00365	Pran.g_01840
OG0000417	Prbk.g_00364	Pran.g_01839
OG0000418	Prbk.g_00361	Pran.g_01838
OG0000419	Prbk.g_00360	Pran.g_01837
OG0000420	Prbk.g_02556	Pran.g_01835
OG0000421	Prbk.g_01321	Pran.g_01823
OG0000422	Prbk.g_00924	Pran.g_01816
OG0000423	Prbk.g_01693	Pran.g_01815
OG0000424	Prbk.g_01902	Pran.g_01808
OG0000425	Prbk.g_00352	Pran.g_01749
OG0000426	Prbk.g_00351	Pran.g_01748
OG0000427	Prbk.g_00339	Pran.g_01747
OG0000428	Prbk.g_00329	Pran.g_01745
OG0000429	Prbk.g_00328	Pran.g_01744
OG0000430	Prbk.g_00326	Pran.g_01742
OG0000431	Prbk.g_00325	Pran.g_01741
OG0000432	Prbk.g_00324	Pran.g_01740
OG0000433	Prbk.g_00323	Pran.g_01739
OG0000434	Prbk.g_00321	Pran.g_01738
OG0000435	Prbk.g_00320	Pran.g_01737
OG0000436	Prbk.g_00319	Pran.g_01736
OG0000437	Prbk.g_00318	Pran.g_01735
OG0000438	Prbk.g_00317	Pran.g_01734
OG0000439	Prbk.g_00316	Pran.g_01733
OG0000440	Prbk.g_00315	Pran.g_01729
OG0000441	Prbk.g_00311	Pran.g_01728
OG0000442	Prbk.g_00310	Pran.g_01727
OG0000443	Prbk.g_00309	Pran.g_01726
OG0000444	Prbk.g_00308	Pran.g_01725
OG0000445	Prbk.g_00301	Pran.g_01724
OG0000446	Prbk.g_00299	Pran.g_01723
OG0000447	Prbk.g_00298	Pran.g_01722
OG0000448	Prbk.g_00295	Pran.g_01720
OG0000449	Prbk.g_02088	Pran.g_01717
OG0000450	Prbk.g_02089	Pran.g_01716
OG0000451	Prbk.g_02092	Pran.g_01715
OG0000452	Prbk.g_02105	Pran.g_01714
OG0000453	Prbk.g_02107	Pran.g_01713
OG0000454	Prbk.g_02109	Pran.g_01707
OG0000455	Prbk.g_02111	Pran.g_01705
OG0000456	Prbk.g_02053	Pran.g_01701
OG0000457	Prbk.g_02056	Pran.g_01700
OG0000458	Prbk.g_02060	Pran.g_01699
OG0000459	Prbk.g_02062	Pran.g_01697
OG0000460	Prbk.g_02064	Pran.g_01695
OG0000461	Prbk.g_02065	Pran.g_01694
OG0000462	Prbk.g_02066	Pran.g_01693
OG0000463	Prbk.g_02069	Pran.g_01691
OG0000464	Prbk.g_02071	Pran.g_01690
OG0000465	Prbk.g_02072	Pran.g_01689
OG0000466	Prbk.g_02073	Pran.g_01688
OG0000467	Prbk.g_02074	Pran.g_01687
OG0000468	Prbk.g_02075	Pran.g_01686
OG0000469	Prbk.g_02076	Pran.g_01685
OG0000470	Prbk.g_02077	Pran.g_01684
OG0000471	Prbk.g_02078	Pran.g_01683
OG0000472	Prbk.g_01865	Pran.g_01678
OG0000473	Prbk.g_01041	Pran.g_01677
OG0000474	Prbk.g_01042	Pran.g_01676
OG0000475	Prbk.g_01043	Pran.g_01675
OG0000476	Prbk.g_01046	Pran.g_01673
OG0000477	Prbk.g_01047	Pran.g_01672
OG0000478	Prbk.g_01048	Pran.g_01671
OG0000479	Prbk.g_01049	Pran.g_01670
OG0000480	Prbk.g_01050	Pran.g_01668
OG0000481	Prbk.g_01051	Pran.g_01666
OG0000482	Prbk.g_01052	Pran.g_01665
OG0000483	Prbk.g_01054	Pran.g_01663
OG0000484	Prbk.g_01055	Pran.g_01662
OG0000485	Prbk.g_01056	Pran.g_01661
OG0000486	Prbk.g_01061	Pran.g_01660
OG0000487	Prbk.g_01066	Pran.g_01655
OG0000488	Prbk.g_01067	Pran.g_01653
OG0000489	Prbk.g_01068	Pran.g_01652
OG0000490	Prbk.g_01070	Pran.g_01651
OG0000491	Prbk.g_01071	Pran.g_01650
OG0000492	Prbk.g_01076	Pran.g_01649
OG0000493	Prbk.g_01965	Pran.g_01648
OG0000494	Prbk.g_01772	Pran.g_01647
OG0000495	Prbk.g_01081	Pran.g_01644
OG0000496	Prbk.g_01083	Pran.g_01643
OG0000497	Prbk.g_01085	Pran.g_01642
OG0000498	Prbk.g_01086	Pran.g_01641
OG0000499	Prbk.g_01092	Pran.g_01640
OG0000500	Prbk.g_01095	Pran.g_01638
OG0000501	Prbk.g_01097	Pran.g_01637
OG0000502	Prbk.g_01099	Pran.g_01636
OG0000503	Prbk.g_02686	Pran.g_01634
OG0000504	Prbk.g_01898	Pran.g_01633
OG0000505	Prbk.g_01897	Pran.g_01632
OG0000506	Prbk.g_01895	Pran.g_01631
OG0000507	Prbk.g_01894	Pran.g_01630
OG0000508	Prbk.g_01893	Pran.g_01629
OG0000509	Prbk.g_01892	Pran.g_01628
OG0000510	Prbk.g_01891	Pran.g_01627
OG0000511	Prbk.g_01889	Pran.g_01625
OG0000512	Prbk.g_01888	Pran.g_01624
OG0000513	Prbk.g_01887	Pran.g_01623
OG0000514	Prbk.g_01886	Pran.g_01622
OG0000515	Prbk.g_01885	Pran.g_01621
OG0000516	Prbk.g_01884	Pran.g_01620
OG0000517	Prbk.g_01882	Pran.g_01618
OG0000518	Prbk.g_01881	Pran.g_01617
OG0000519	Prbk.g_01879	Pran.g_01616
OG0000520	Prbk.g_01877	Pran.g_01614
OG0000521	Prbk.g_01876	Pran.g_01613
OG0000522	Prbk.g_01875	Pran.g_01612
OG0000523	Prbk.g_01874	Pran.g_01611
OG0000524	Prbk.g_01873	Pran.g_01610
OG0000525	Prbk.g_01871	Pran.g_01609
OG0000526	Prbk.g_01104	Pran.g_01608
OG0000527	Prbk.g_01105	Pran.g_01607
OG0000528	Prbk.g_01106	Pran.g_01606
OG0000529	Prbk.g_01108	Pran.g_01605
OG0000530	Prbk.g_01109	Pran.g_01604
OG0000531	Prbk.g_01110	Pran.g_01603
OG0000532	Prbk.g_01111	Pran.g_01602
OG0000533	Prbk.g_01115	Pran.g_01600
OG0000534	Prbk.g_01116	Pran.g_01599
OG0000535	Prbk.g_01117	Pran.g_01598
OG0000536	Prbk.g_01118	Pran.g_01597
OG0000537	Prbk.g_01119	Pran.g_01596
OG0000538	Prbk.g_01120	Pran.g_01595
OG0000539	Prbk.g_01124	Pran.g_01592
OG0000540	Prbk.g_01125	Pran.g_01591
OG0000541	Prbk.g_01126	Pran.g_01590
OG0000542	Prbk.g_01130	Pran.g_01587
OG0000543	Prbk.g_01131	Pran.g_01586
OG0000544	Prbk.g_01132	Pran.g_01585
OG0000545	Prbk.g_01133	Pran.g_01584
OG0000546	Prbk.g_01139	Pran.g_01583
OG0000547	Prbk.g_01140	Pran.g_01582
OG0000548	Prbk.g_01141	Pran.g_01581
OG0000549	Prbk.g_01143	Pran.g_01579
OG0000550	Prbk.g_01144	Pran.g_01578
OG0000551	Prbk.g_01145	Pran.g_01577
OG0000552	Prbk.g_01146	Pran.g_01576
OG0000553	Prbk.g_01147	Pran.g_01575
OG0000554	Prbk.g_01148	Pran.g_01574
OG0000555	Prbk.g_01151	Pran.g_01573
OG0000556	Prbk.g_01153	Pran.g_01572
OG0000557	Prbk.g_01154	Pran.g_01571
OG0000558	Prbk.g_01155	Pran.g_01570
OG0000559	Prbk.g_01156	Pran.g_01569
OG0000560	Prbk.g_01157	Pran.g_01568
OG0000561	Prbk.g_01158	Pran.g_01567
OG0000562	Prbk.g_01159	Pran.g_01566
OG0000563	Prbk.g_01161	Pran.g_01565
OG0000564	Prbk.g_01163	Pran.g_01564
OG0000565	Prbk.g_02602	Pran.g_01563
OG0000566	Prbk.g_02603	Pran.g_01562
OG0000567	Prbk.g_02604	Pran.g_01561
OG0000568	Prbk.g_02605	Pran.g_01560
OG0000569	Prbk.g_02608	Pran.g_01557
OG0000570	Prbk.g_02609	Pran.g_01556
OG0000571	Prbk.g_02611	Pran.g_01554
OG0000572	Prbk.g_02616	Pran.g_01553
OG0000573	Prbk.g_02617	Pran.g_01552
OG0000574	Prbk.g_02618	Pran.g_01551
OG0000575	Prbk.g_02621	Pran.g_01550
OG0000576	Prbk.g_02623	Pran.g_01549
OG0000577	Prbk.g_02624	Pran.g_01548
OG0000578	Prbk.g_02626	Pran.g_01547
OG0000579	Prbk.g_02627	Pran.g_01546
OG0000580	Prbk.g_02628	Pran.g_01545
