Orthogroup	Prbk	Praz
OG0000084	Prbk.g_02324	Praz.g_01350
OG0000085	Prbk.g_02271	Praz.g_00114
OG0000086	Prbk.g_02195	Praz.g_00025
OG0000090	Prbk.g_00476	Praz.g_01098
OG0000091	Prbk.g_00275	Praz.g_01033
OG0000092	Prbk.g_02012	Praz.g_00913
OG0000093	Prbk.g_00992	Praz.g_00311
OG0000094	Prbk.g_00948	Praz.g_00266
OG0000095	Prbk.g_00512	Praz.g_00232
OG0000096	Prbk.g_01603	Praz.g_00160
OG0000098	Prbk.g_02281	Praz.g_00368
OG0000099	Prbk.g_01626	Praz.g_00388
OG0000101	Prbk.g_02126	Praz.g_00415
OG0000102	Prbk.g_00191	Praz.g_00473
OG0000103	Prbk.g_00206	Praz.g_00481
OG0000104	Prbk.g_00559	Praz.g_00499
OG0000105	Prbk.g_00777	Praz.g_00530
OG0000106	Prbk.g_01280	Praz.g_00544
OG0000107	Prbk.g_01261	Praz.g_00552
OG0000108	Prbk.g_01251	Praz.g_00562
OG0000109	Prbk.g_01515	Praz.g_00599
OG0000110	Prbk.g_01001	Praz.g_00611
OG0000111	Prbk.g_00409	Praz.g_00632
OG0000113	Prbk.g_00438	Praz.g_00654
OG0000114	Prbk.g_00492	Praz.g_00682
OG0000115	Prbk.g_02112	Praz.g_01854
OG0000116	Prbk.g_02114	Praz.g_01852
OG0000117	Prbk.g_02061	Praz.g_01848
OG0000118	Prbk.g_01862	Praz.g_01829
OG0000119	Prbk.g_01078	Praz.g_01796
OG0000120	Prbk.g_01080	Praz.g_01795
OG0000121	Prbk.g_02684	Praz.g_01785
OG0000122	Prbk.g_01890	Praz.g_01776
OG0000123	Prbk.g_01121	Praz.g_01745
OG0000124	Prbk.g_00740	Praz.g_01679
OG0000125	Prbk.g_00739	Praz.g_01678
OG0000126	Prbk.g_00738	Praz.g_01677
OG0000127	Prbk.g_01385	Praz.g_01644
OG0000128	Prbk.g_00616	Praz.g_01605
OG0000129	Prbk.g_02370	Praz.g_01585
OG0000130	Prbk.g_01642	Praz.g_01527
OG0000131	Prbk.g_02466	Praz.g_01514
OG0000132	Prbk.g_02530	Praz.g_01478
OG0000133	Prbk.g_02438	Praz.g_01392
OG0000134	Prbk.g_02444	Praz.g_01382
OG0000135	Prbk.g_02316	Praz.g_01346
OG0000136	Prbk.g_00059	Praz.g_01279, Praz.g_00063
OG0000137	Prbk.g_02197	Praz.g_00022
OG0000139	Prbk.g_00144	Praz.g_00748
OG0000140	Prbk.g_00121	Praz.g_00697
OG0000141	Prbk.g_00066	Praz.g_01936
OG0000142	Prbk.g_01169	Praz.g_01168
OG0000143	Prbk.g_02052	Praz.g_01139
OG0000144	Prbk.g_00243	Praz.g_01054
OG0000145	Prbk.g_00260	Praz.g_01040
OG0000146	Prbk.g_01212	Praz.g_01004
OG0000147	Prbk.g_00932	Praz.g_00964
OG0000148	Prbk.g_00931	Praz.g_00963
OG0000149	Prbk.g_00913	Praz.g_00879
OG0000150	Prbk.g_01417	Praz.g_00841
OG0000151	Prbk.g_01414	Praz.g_00838
OG0000152	Prbk.g_01381	Praz.g_00340
OG0000153	Prbk.g_00987	Praz.g_00304
OG0000154	Prbk.g_00950	Praz.g_00268
OG0000155	Prbk.g_00811	Praz.g_00250
OG0000156	Prbk.g_00528	Praz.g_00221
OG0000157	Prbk.g_01540	Praz.g_00188
OG0000158	Prbk.g_02252	Praz.g_00125
OG0000160	Prbk.g_02279	Praz.g_00366
OG0000161	Prbk.g_02280	Praz.g_00367
OG0000162	Prbk.g_02282	Praz.g_00369
OG0000163	Prbk.g_02283	Praz.g_00370
OG0000164	Prbk.g_02284	Praz.g_00371
OG0000165	Prbk.g_02285	Praz.g_00372
OG0000166	Prbk.g_02287	Praz.g_00373
OG0000167	Prbk.g_02288	Praz.g_00374
OG0000168	Prbk.g_02289	Praz.g_00375
OG0000169	Prbk.g_02291	Praz.g_00377
OG0000170	Prbk.g_01639	Praz.g_00379
OG0000171	Prbk.g_01638	Praz.g_00380
OG0000172	Prbk.g_01633	Praz.g_00381
OG0000173	Prbk.g_01632	Praz.g_00382
OG0000174	Prbk.g_01631	Praz.g_00383
OG0000175	Prbk.g_01630	Praz.g_00384
OG0000176	Prbk.g_01629	Praz.g_00385
OG0000177	Prbk.g_01628	Praz.g_00386
OG0000178	Prbk.g_01627	Praz.g_00387
OG0000179	Prbk.g_01625	Praz.g_00389
OG0000180	Prbk.g_01624	Praz.g_00390
OG0000181	Prbk.g_01623	Praz.g_00391
OG0000182	Prbk.g_01622	Praz.g_00392
OG0000183	Prbk.g_01621	Praz.g_00393
OG0000184	Prbk.g_01619	Praz.g_00394
OG0000185	Prbk.g_01614	Praz.g_00397
OG0000186	Prbk.g_01609	Praz.g_00400
OG0000187	Prbk.g_01608	Praz.g_00401
OG0000188	Prbk.g_01607	Praz.g_00402
OG0000189	Prbk.g_01606	Praz.g_00406
OG0000190	Prbk.g_01604	Praz.g_00408
OG0000191	Prbk.g_02158	Praz.g_00409
OG0000192	Prbk.g_02156	Praz.g_00410
OG0000193	Prbk.g_02155	Praz.g_00411
OG0000194	Prbk.g_02148	Praz.g_00412
OG0000195	Prbk.g_02141	Praz.g_00413
OG0000196	Prbk.g_02133	Praz.g_00414
OG0000197	Prbk.g_02125	Praz.g_00416
OG0000198	Prbk.g_02124	Praz.g_00417
OG0000199	Prbk.g_02123	Praz.g_00418
OG0000200	Prbk.g_01326	Praz.g_00424
OG0000201	Prbk.g_01324	Praz.g_00425
OG0000202	Prbk.g_01323	Praz.g_00426
OG0000203	Prbk.g_01320	Praz.g_00429
OG0000204	Prbk.g_01319	Praz.g_00430
OG0000205	Prbk.g_01315	Praz.g_00433
OG0000206	Prbk.g_01313	Praz.g_00435
OG0000207	Prbk.g_01309	Praz.g_00437
OG0000208	Prbk.g_01308	Praz.g_00438
OG0000209	Prbk.g_01665	Praz.g_00439
OG0000210	Prbk.g_01307	Praz.g_00440
OG0000211	Prbk.g_01304	Praz.g_00441
OG0000212	Prbk.g_01303	Praz.g_00442
OG0000213	Prbk.g_01302	Praz.g_00443
OG0000214	Prbk.g_01301	Praz.g_00444
OG0000215	Prbk.g_01300	Praz.g_00445
OG0000216	Prbk.g_01299	Praz.g_00446
OG0000217	Prbk.g_01295	Praz.g_00448
OG0000218	Prbk.g_01294	Praz.g_00449
OG0000219	Prbk.g_00035	Praz.g_00450
OG0000220	Prbk.g_00031	Praz.g_00451
OG0000221	Prbk.g_00026	Praz.g_00454
OG0000222	Prbk.g_00025	Praz.g_00455
OG0000223	Prbk.g_00024	Praz.g_00456
OG0000224	Prbk.g_00022	Praz.g_00457
OG0000225	Prbk.g_00021	Praz.g_00458
OG0000226	Prbk.g_00020	Praz.g_00459
OG0000227	Prbk.g_00018	Praz.g_00460
OG0000228	Prbk.g_00017	Praz.g_00461
OG0000229	Prbk.g_00016	Praz.g_00462
OG0000230	Prbk.g_00015	Praz.g_00463
OG0000231	Prbk.g_00014	Praz.g_00464
OG0000232	Prbk.g_00012	Praz.g_00466
OG0000233	Prbk.g_00011	Praz.g_00467
OG0000234	Prbk.g_00010	Praz.g_00468
OG0000235	Prbk.g_00007	Praz.g_00469
OG0000236	Prbk.g_00003	Praz.g_00470
OG0000237	Prbk.g_00001	Praz.g_00471
OG0000238	Prbk.g_00190	Praz.g_00472
OG0000239	Prbk.g_00192	Praz.g_00474
OG0000240	Prbk.g_00194	Praz.g_00475
OG0000241	Prbk.g_00196	Praz.g_00476
OG0000242	Prbk.g_00197	Praz.g_00477
OG0000243	Prbk.g_00202	Praz.g_00480
OG0000244	Prbk.g_00207	Praz.g_00482
OG0000245	Prbk.g_00208	Praz.g_00483
OG0000246	Prbk.g_00209	Praz.g_00484
OG0000247	Prbk.g_00542	Praz.g_00487
OG0000248	Prbk.g_00544	Praz.g_00489
OG0000249	Prbk.g_00547	Praz.g_00490
OG0000250	Prbk.g_00549	Praz.g_00491
OG0000251	Prbk.g_00550	Praz.g_00492
OG0000252	Prbk.g_00551	Praz.g_00493
OG0000253	Prbk.g_00552	Praz.g_00494
OG0000254	Prbk.g_00554	Praz.g_00496
OG0000255	Prbk.g_00555	Praz.g_00497
OG0000256	Prbk.g_00560	Praz.g_00500
OG0000257	Prbk.g_00749	Praz.g_00502
OG0000258	Prbk.g_00751	Praz.g_00505
OG0000259	Prbk.g_00752	Praz.g_00506
OG0000260	Prbk.g_00753	Praz.g_00507
OG0000261	Prbk.g_00754	Praz.g_00508
OG0000262	Prbk.g_00755	Praz.g_00509
OG0000263	Prbk.g_00757	Praz.g_00511
OG0000264	Prbk.g_00758	Praz.g_00512
OG0000265	Prbk.g_00759	Praz.g_00513
OG0000266	Prbk.g_00760	Praz.g_00514
OG0000267	Prbk.g_00761	Praz.g_00515
OG0000268	Prbk.g_00763	Praz.g_00516
OG0000269	Prbk.g_00765	Praz.g_00518
OG0000270	Prbk.g_00766	Praz.g_00519
OG0000271	Prbk.g_00767	Praz.g_00520
OG0000272	Prbk.g_00768	Praz.g_00521
OG0000273	Prbk.g_00769	Praz.g_00522
OG0000274	Prbk.g_00770	Praz.g_00523
OG0000275	Prbk.g_00771	Praz.g_00524
OG0000276	Prbk.g_00772	Praz.g_00525
OG0000277	Prbk.g_00774	Praz.g_00527
OG0000278	Prbk.g_00775	Praz.g_00528
OG0000279	Prbk.g_00776	Praz.g_00529
OG0000280	Prbk.g_00778	Praz.g_00531
OG0000281	Prbk.g_00779	Praz.g_00533
OG0000282	Prbk.g_00780	Praz.g_00534
OG0000283	Prbk.g_00781	Praz.g_00535
OG0000284	Prbk.g_00782	Praz.g_00536
OG0000285	Prbk.g_00783	Praz.g_00537
OG0000286	Prbk.g_00784	Praz.g_00538
OG0000287	Prbk.g_00785	Praz.g_00539
OG0000288	Prbk.g_02425	Praz.g_00541
OG0000289	Prbk.g_01283	Praz.g_00542
OG0000290	Prbk.g_01281	Praz.g_00543
OG0000291	Prbk.g_01277	Praz.g_00545
OG0000292	Prbk.g_01275	Praz.g_00546
OG0000293	Prbk.g_01272	Praz.g_00547
OG0000294	Prbk.g_01270	Praz.g_00548
OG0000295	Prbk.g_01267	Praz.g_00549
OG0000296	Prbk.g_01266	Praz.g_00550
OG0000297	Prbk.g_01263	Praz.g_00551
OG0000298	Prbk.g_01260	Praz.g_00553
OG0000299	Prbk.g_01259	Praz.g_00554
OG0000300	Prbk.g_01258	Praz.g_00555
OG0000301	Prbk.g_01257	Praz.g_00556
OG0000302	Prbk.g_01256	Praz.g_00557
OG0000303	Prbk.g_01255	Praz.g_00558
OG0000304	Prbk.g_01253	Praz.g_00560
OG0000305	Prbk.g_01252	Praz.g_00561
OG0000306	Prbk.g_01245	Praz.g_00564
OG0000307	Prbk.g_01244	Praz.g_00565
OG0000308	Prbk.g_00631	Praz.g_00566
OG0000309	Prbk.g_00632	Praz.g_00567
OG0000310	Prbk.g_00633	Praz.g_00568
OG0000311	Prbk.g_00686	Praz.g_00569
OG0000312	Prbk.g_00685	Praz.g_00570
OG0000313	Prbk.g_00683	Praz.g_00571
OG0000314	Prbk.g_00682	Praz.g_00572
OG0000315	Prbk.g_00680	Praz.g_00573
OG0000316	Prbk.g_00670	Praz.g_00574
OG0000317	Prbk.g_00669	Praz.g_00575
OG0000318	Prbk.g_00668	Praz.g_00576
OG0000319	Prbk.g_00662	Praz.g_00577
OG0000320	Prbk.g_00661	Praz.g_00578
OG0000321	Prbk.g_00658	Praz.g_00579
OG0000322	Prbk.g_00657	Praz.g_00580
OG0000323	Prbk.g_00656	Praz.g_00581
OG0000324	Prbk.g_00655	Praz.g_00582
OG0000325	Prbk.g_00654	Praz.g_00583
OG0000326	Prbk.g_00653	Praz.g_00584
OG0000327	Prbk.g_00652	Praz.g_00585
OG0000328	Prbk.g_00650	Praz.g_00586
OG0000329	Prbk.g_00649	Praz.g_00587
OG0000330	Prbk.g_00648	Praz.g_00588
OG0000331	Prbk.g_01364	Praz.g_00589
OG0000332	Prbk.g_01136	Praz.g_00590
OG0000333	Prbk.g_01135	Praz.g_00591
OG0000334	Prbk.g_01134	Praz.g_00592
OG0000335	Prbk.g_01368	Praz.g_00593
OG0000336	Prbk.g_01369	Praz.g_00595
OG0000337	Prbk.g_01521	Praz.g_00596
OG0000338	Prbk.g_01514	Praz.g_00600
OG0000339	Prbk.g_01900	Praz.g_00602
OG0000340	Prbk.g_01012	Praz.g_00604
OG0000341	Prbk.g_01011	Praz.g_00605
OG0000342	Prbk.g_01010	Praz.g_00606
OG0000343	Prbk.g_01008	Praz.g_00607
OG0000344	Prbk.g_01003	Praz.g_00610
OG0000345	Prbk.g_00371	Praz.g_00613
OG0000346	Prbk.g_00372	Praz.g_00614
OG0000347	Prbk.g_00374	Praz.g_00617
OG0000348	Prbk.g_00376	Praz.g_00618
OG0000349	Prbk.g_00378	Praz.g_00619
OG0000350	Prbk.g_00384	Praz.g_00621
OG0000351	Prbk.g_01365	Praz.g_00622
OG0000352	Prbk.g_00397	Praz.g_00623
OG0000353	Prbk.g_00398	Praz.g_00624
OG0000354	Prbk.g_00400	Praz.g_00625
OG0000355	Prbk.g_00401	Praz.g_00626
OG0000356	Prbk.g_00402	Praz.g_00627
OG0000357	Prbk.g_00403	Praz.g_00628
OG0000358	Prbk.g_00404	Praz.g_00629
OG0000359	Prbk.g_00406	Praz.g_00630
OG0000360	Prbk.g_00411	Praz.g_00633
OG0000361	Prbk.g_00412	Praz.g_00634
OG0000362	Prbk.g_00413	Praz.g_00635
OG0000363	Prbk.g_00415	Praz.g_00636
OG0000364	Prbk.g_00420	Praz.g_00640
OG0000365	Prbk.g_00421	Praz.g_00641
OG0000366	Prbk.g_00423	Praz.g_00643
OG0000367	Prbk.g_00425	Praz.g_00644
OG0000368	Prbk.g_00426	Praz.g_00645
OG0000369	Prbk.g_00427	Praz.g_00646
OG0000370	Prbk.g_00428	Praz.g_00647
OG0000371	Prbk.g_00429	Praz.g_00648
OG0000372	Prbk.g_00430	Praz.g_00649
OG0000373	Prbk.g_00431	Praz.g_00650
OG0000374	Prbk.g_00434	Praz.g_00651
OG0000375	Prbk.g_00435	Praz.g_00652
OG0000376	Prbk.g_00439	Praz.g_00655
OG0000377	Prbk.g_00442	Praz.g_00656
OG0000378	Prbk.g_00443	Praz.g_00657
OG0000379	Prbk.g_00444	Praz.g_00658
OG0000380	Prbk.g_00449	Praz.g_00659
OG0000381	Prbk.g_00450	Praz.g_00660
OG0000382	Prbk.g_00451	Praz.g_00661
OG0000383	Prbk.g_00453	Praz.g_00662
OG0000384	Prbk.g_00456	Praz.g_00665
OG0000385	Prbk.g_00457	Praz.g_00666
OG0000386	Prbk.g_00458	Praz.g_00667
OG0000387	Prbk.g_00460	Praz.g_00668
OG0000388	Prbk.g_00461	Praz.g_00669
OG0000389	Prbk.g_00462	Praz.g_00670
OG0000390	Prbk.g_00463	Praz.g_00671
OG0000391	Prbk.g_00464	Praz.g_00672
OG0000392	Prbk.g_00465	Praz.g_00673
OG0000393	Prbk.g_00466	Praz.g_00674
OG0000394	Prbk.g_00467	Praz.g_00675
OG0000395	Prbk.g_00468	Praz.g_00676
OG0000396	Prbk.g_00471	Praz.g_00678
OG0000397	Prbk.g_00481	Praz.g_00680
OG0000398	Prbk.g_00483	Praz.g_00681
OG0000399	Prbk.g_00853	Praz.g_00684
OG0000400	Prbk.g_00860	Praz.g_00685
OG0000401	Prbk.g_00861	Praz.g_00686
OG0000402	Prbk.g_00871	Praz.g_01931
OG0000403	Prbk.g_00873	Praz.g_01932
OG0000404	Prbk.g_00874	Praz.g_01933
OG0000405	Prbk.g_00876	Praz.g_01935
OG0000406	Prbk.g_00881	Praz.g_00343
OG0000407	Prbk.g_00882	Praz.g_00344
OG0000408	Prbk.g_00888	Praz.g_00347
OG0000409	Prbk.g_00889	Praz.g_00348
OG0000410	Prbk.g_00890	Praz.g_00349
OG0000411	Prbk.g_00891	Praz.g_00350
OG0000412	Prbk.g_00892	Praz.g_00351
OG0000413	Prbk.g_00893	Praz.g_00352
OG0000414	Prbk.g_00894	Praz.g_00353
OG0000415	Prbk.g_00895	Praz.g_00354
OG0000416	Prbk.g_00365	Praz.g_00819
OG0000417	Prbk.g_00364	Praz.g_00818
OG0000418	Prbk.g_00361	Praz.g_00817
OG0000419	Prbk.g_00360	Praz.g_00816
OG0000420	Prbk.g_02556	Praz.g_00815
OG0000421	Prbk.g_01321	Praz.g_00803
OG0000422	Prbk.g_00924	Praz.g_00795
OG0000423	Prbk.g_01693	Praz.g_00794
OG0000424	Prbk.g_01902	Praz.g_00788
OG0000425	Prbk.g_00352	Praz.g_01897
OG0000426	Prbk.g_00351	Praz.g_01896
OG0000427	Prbk.g_00339	Praz.g_01895
OG0000428	Prbk.g_00329	Praz.g_01893
OG0000429	Prbk.g_00328	Praz.g_01892
OG0000430	Prbk.g_00326	Praz.g_01890
OG0000431	Prbk.g_00325	Praz.g_01889
OG0000432	Prbk.g_00324	Praz.g_01888
OG0000433	Prbk.g_00323	Praz.g_01887
OG0000434	Prbk.g_00321	Praz.g_01886
OG0000435	Prbk.g_00320	Praz.g_01885
OG0000436	Prbk.g_00319	Praz.g_01884
OG0000437	Prbk.g_00318	Praz.g_01883
OG0000438	Prbk.g_00317	Praz.g_01882
OG0000439	Prbk.g_00316	Praz.g_01881
OG0000440	Prbk.g_00315	Praz.g_01880
OG0000441	Prbk.g_00311	Praz.g_01879
OG0000442	Prbk.g_00310	Praz.g_01878
OG0000443	Prbk.g_00309	Praz.g_01877
OG0000444	Prbk.g_00308	Praz.g_01876
OG0000445	Prbk.g_00301	Praz.g_01875
OG0000446	Prbk.g_00299	Praz.g_01873
OG0000447	Prbk.g_00298	Praz.g_01872
OG0000448	Prbk.g_00295	Praz.g_01870
OG0000449	Prbk.g_02088	Praz.g_01867
OG0000450	Prbk.g_02089	Praz.g_01866
OG0000451	Prbk.g_02092	Praz.g_01865
OG0000452	Prbk.g_02105	Praz.g_01864
OG0000453	Prbk.g_02107	Praz.g_01863
OG0000454	Prbk.g_02109	Praz.g_01857
OG0000455	Prbk.g_02111	Praz.g_01855
OG0000456	Prbk.g_02053	Praz.g_01851
OG0000457	Prbk.g_02056	Praz.g_01850
OG0000458	Prbk.g_02060	Praz.g_01849
OG0000459	Prbk.g_02062	Praz.g_01847
OG0000460	Prbk.g_02064	Praz.g_01845
OG0000461	Prbk.g_02065	Praz.g_01844
OG0000462	Prbk.g_02066	Praz.g_01843
OG0000463	Prbk.g_02069	Praz.g_01841
OG0000464	Prbk.g_02071	Praz.g_01840
OG0000465	Prbk.g_02072	Praz.g_01839
OG0000466	Prbk.g_02073	Praz.g_01838
OG0000467	Prbk.g_02074	Praz.g_01837
OG0000468	Prbk.g_02075	Praz.g_01836
OG0000469	Prbk.g_02076	Praz.g_01835
OG0000470	Prbk.g_02077	Praz.g_01834
OG0000471	Prbk.g_02078	Praz.g_01833
OG0000472	Prbk.g_01865	Praz.g_01828
OG0000473	Prbk.g_01041	Praz.g_01827
OG0000474	Prbk.g_01042	Praz.g_01826
OG0000475	Prbk.g_01043	Praz.g_01825
OG0000476	Prbk.g_01046	Praz.g_01823
OG0000477	Prbk.g_01047	Praz.g_01822
OG0000478	Prbk.g_01048	Praz.g_01821
OG0000479	Prbk.g_01049	Praz.g_01820
OG0000480	Prbk.g_01050	Praz.g_01818
OG0000481	Prbk.g_01051	Praz.g_01816
OG0000482	Prbk.g_01052	Praz.g_01815
OG0000483	Prbk.g_01054	Praz.g_01813
OG0000484	Prbk.g_01055	Praz.g_01812
OG0000485	Prbk.g_01056	Praz.g_01811
OG0000486	Prbk.g_01061	Praz.g_01810
OG0000487	Prbk.g_01066	Praz.g_01805
OG0000488	Prbk.g_01067	Praz.g_01803
OG0000489	Prbk.g_01068	Praz.g_01802
OG0000490	Prbk.g_01070	Praz.g_01801
OG0000491	Prbk.g_01071	Praz.g_01800
OG0000492	Prbk.g_01076	Praz.g_01799
OG0000493	Prbk.g_01965	Praz.g_01798
OG0000494	Prbk.g_01772	Praz.g_01797
OG0000495	Prbk.g_01081	Praz.g_01794
OG0000496	Prbk.g_01083	Praz.g_01793
OG0000497	Prbk.g_01085	Praz.g_01792
OG0000498	Prbk.g_01086	Praz.g_01791
OG0000499	Prbk.g_01092	Praz.g_01790
OG0000500	Prbk.g_01095	Praz.g_01788
OG0000501	Prbk.g_01097	Praz.g_01787
OG0000502	Prbk.g_01099	Praz.g_01786
OG0000503	Prbk.g_02686	Praz.g_01784
OG0000504	Prbk.g_01898	Praz.g_01783
OG0000505	Prbk.g_01897	Praz.g_01782
OG0000506	Prbk.g_01895	Praz.g_01781
OG0000507	Prbk.g_01894	Praz.g_01780
OG0000508	Prbk.g_01893	Praz.g_01779
OG0000509	Prbk.g_01892	Praz.g_01778
OG0000510	Prbk.g_01891	Praz.g_01777
OG0000511	Prbk.g_01889	Praz.g_01775
OG0000512	Prbk.g_01888	Praz.g_01774
OG0000513	Prbk.g_01887	Praz.g_01773
OG0000514	Prbk.g_01886	Praz.g_01772
OG0000515	Prbk.g_01885	Praz.g_01771
OG0000516	Prbk.g_01884	Praz.g_01770
OG0000517	Prbk.g_01882	Praz.g_01768
OG0000518	Prbk.g_01881	Praz.g_01767
OG0000519	Prbk.g_01879	Praz.g_01766
OG0000520	Prbk.g_01877	Praz.g_01765
OG0000521	Prbk.g_01876	Praz.g_01764
OG0000522	Prbk.g_01875	Praz.g_01763
OG0000523	Prbk.g_01874	Praz.g_01762
OG0000524	Prbk.g_01873	Praz.g_01761
OG0000525	Prbk.g_01871	Praz.g_01760
OG0000526	Prbk.g_01104	Praz.g_01759
OG0000527	Prbk.g_01105	Praz.g_01758
OG0000528	Prbk.g_01106	Praz.g_01757
OG0000529	Prbk.g_01108	Praz.g_01756
OG0000530	Prbk.g_01109	Praz.g_01755
OG0000531	Prbk.g_01110	Praz.g_01754
OG0000532	Prbk.g_01111	Praz.g_01753
OG0000533	Prbk.g_01115	Praz.g_01751
OG0000534	Prbk.g_01116	Praz.g_01750
OG0000535	Prbk.g_01117	Praz.g_01749
OG0000536	Prbk.g_01118	Praz.g_01748
OG0000537	Prbk.g_01119	Praz.g_01747
OG0000538	Prbk.g_01120	Praz.g_01746
OG0000539	Prbk.g_01124	Praz.g_01743
OG0000540	Prbk.g_01125	Praz.g_01742
OG0000541	Prbk.g_01126	Praz.g_01741
OG0000542	Prbk.g_01130	Praz.g_01739
OG0000543	Prbk.g_01131	Praz.g_01738
OG0000544	Prbk.g_01132	Praz.g_01737
OG0000545	Prbk.g_01133	Praz.g_01736
OG0000546	Prbk.g_01139	Praz.g_01735
OG0000547	Prbk.g_01140	Praz.g_01734
OG0000548	Prbk.g_01141	Praz.g_01733
OG0000549	Prbk.g_01143	Praz.g_01731
OG0000550	Prbk.g_01144	Praz.g_01730
OG0000551	Prbk.g_01145	Praz.g_01729
OG0000552	Prbk.g_01146	Praz.g_01728
OG0000553	Prbk.g_01147	Praz.g_01727
OG0000554	Prbk.g_01148	Praz.g_01726
OG0000555	Prbk.g_01151	Praz.g_01725
OG0000556	Prbk.g_01153	Praz.g_01724
OG0000557	Prbk.g_01154	Praz.g_01723
OG0000558	Prbk.g_01155	Praz.g_01722
OG0000559	Prbk.g_01156	Praz.g_01721
OG0000560	Prbk.g_01157	Praz.g_01720
OG0000561	Prbk.g_01158	Praz.g_01719
OG0000562	Prbk.g_01159	Praz.g_01718
OG0000563	Prbk.g_01161	Praz.g_01717
OG0000564	Prbk.g_01163	Praz.g_01716
OG0000565	Prbk.g_02602	Praz.g_01715
OG0000566	Prbk.g_02603	Praz.g_01714
OG0000567	Prbk.g_02604	Praz.g_01713
OG0000568	Prbk.g_02605	Praz.g_01712
OG0000569	Prbk.g_02608	Praz.g_01709
OG0000570	Prbk.g_02609	Praz.g_01708
OG0000571	Prbk.g_02611	Praz.g_01706
OG0000572	Prbk.g_02616	Praz.g_01705
OG0000573	Prbk.g_02617	Praz.g_01704
OG0000574	Prbk.g_02618	Praz.g_01703
OG0000575	Prbk.g_02621	Praz.g_01702
OG0000576	Prbk.g_02623	Praz.g_01701
OG0000577	Prbk.g_02624	Praz.g_01700
OG0000578	Prbk.g_02626	Praz.g_01699
OG0000579	Prbk.g_02627	Praz.g_01698
