Orthogroup	Prbk	Praw
OG0000090	Prbk.g_00476	Praw.g_01051
OG0000091	Prbk.g_00275	Praw.g_00345
OG0000092	Prbk.g_02012	Praw.g_00464
OG0000093	Prbk.g_00992	Praw.g_01894
OG0000094	Prbk.g_00948	Praw.g_00099
OG0000095	Prbk.g_00512	Praw.g_00066
OG0000096	Prbk.g_01603	Praw.g_01188
OG0000098	Prbk.g_02281	Praw.g_01133
OG0000099	Prbk.g_01626	Praw.g_01405
OG0000101	Prbk.g_02126	Praw.g_01379
OG0000102	Prbk.g_00191	Praw.g_01322
OG0000103	Prbk.g_00206	Praw.g_01314
OG0000104	Prbk.g_00559	Praw.g_01296
OG0000105	Prbk.g_00777	Praw.g_01265
OG0000106	Prbk.g_01280	Praw.g_01251
OG0000107	Prbk.g_01261	Praw.g_01243
OG0000108	Prbk.g_01251	Praw.g_01233
OG0000109	Prbk.g_01515	Praw.g_01196
OG0000110	Prbk.g_01001	Praw.g_00882
OG0000111	Prbk.g_00409	Praw.g_00860
OG0000112	Prbk.g_00422	Praw.g_00850
OG0000113	Prbk.g_00438	Praw.g_00837
OG0000114	Prbk.g_00492	Praw.g_00809
OG0000115	Prbk.g_02112	Praw.g_00673
OG0000116	Prbk.g_02114	Praw.g_00671
OG0000117	Prbk.g_02061	Praw.g_00667
OG0000118	Prbk.g_01862	Praw.g_00649
OG0000119	Prbk.g_01078	Praw.g_00616
OG0000120	Prbk.g_01080	Praw.g_00615
OG0000121	Prbk.g_02684	Praw.g_00605
OG0000122	Prbk.g_01890	Praw.g_00596
OG0000123	Prbk.g_01121	Praw.g_01931
OG0000124	Prbk.g_00740	Praw.g_01871
OG0000125	Prbk.g_00739	Praw.g_01870
OG0000126	Prbk.g_00738	Praw.g_01869
OG0000127	Prbk.g_01385	Praw.g_01836
OG0000128	Prbk.g_00616	Praw.g_01807
OG0000129	Prbk.g_02370	Praw.g_01787
OG0000130	Prbk.g_01642	Praw.g_01712
OG0000131	Prbk.g_02466	Praw.g_01699
OG0000132	Prbk.g_02530	Praw.g_01665
OG0000133	Prbk.g_02438	Praw.g_01581
OG0000134	Prbk.g_02444	Praw.g_01571
OG0000135	Prbk.g_02316	Praw.g_01535
OG0000136	Prbk.g_00059	Praw.g_01470
OG0000137	Prbk.g_02197	Praw.g_00204
OG0000139	Prbk.g_00144	Praw.g_00240
OG0000140	Prbk.g_00121	Praw.g_00291
OG0000141	Prbk.g_00066	Praw.g_00904
OG0000142	Prbk.g_01169	Praw.g_00993
OG0000143	Prbk.g_02052	Praw.g_01016
OG0000144	Prbk.g_00243	Praw.g_01096
OG0000145	Prbk.g_00260	Praw.g_01079, Praw.g_01080
OG0000146	Prbk.g_01212	Praw.g_00374
OG0000147	Prbk.g_00932	Praw.g_00414
OG0000148	Prbk.g_00931	Praw.g_00415
OG0000149	Prbk.g_00913	Praw.g_00513
OG0000150	Prbk.g_01417	Praw.g_00551
OG0000151	Prbk.g_01414	Praw.g_00554
OG0000152	Prbk.g_01381	Praw.g_01921
OG0000153	Prbk.g_00987	Praw.g_00137
OG0000154	Prbk.g_00950	Praw.g_00101
OG0000155	Prbk.g_00811	Praw.g_00083
OG0000156	Prbk.g_00528	Praw.g_00055
OG0000157	Prbk.g_01540	Praw.g_00022
OG0000158	Prbk.g_02252	Praw.g_01153
OG0000160	Prbk.g_02279	Praw.g_01135
OG0000161	Prbk.g_02280	Praw.g_01134
OG0000162	Prbk.g_02282	Praw.g_01132
OG0000163	Prbk.g_02283	Praw.g_01131
OG0000164	Prbk.g_02284	Praw.g_01130
OG0000165	Prbk.g_02285	Praw.g_01129
OG0000166	Prbk.g_02287	Praw.g_01128
OG0000167	Prbk.g_02288	Praw.g_01127
OG0000168	Prbk.g_02289	Praw.g_01126
OG0000169	Prbk.g_02291	Praw.g_01124
OG0000170	Prbk.g_01639	Praw.g_01414
OG0000171	Prbk.g_01638	Praw.g_01413
OG0000172	Prbk.g_01633	Praw.g_01412
OG0000173	Prbk.g_01632	Praw.g_01411
OG0000174	Prbk.g_01631	Praw.g_01410
OG0000175	Prbk.g_01630	Praw.g_01409
OG0000176	Prbk.g_01629	Praw.g_01408
OG0000177	Prbk.g_01628	Praw.g_01407
OG0000178	Prbk.g_01627	Praw.g_01406
OG0000179	Prbk.g_01625	Praw.g_01404
OG0000180	Prbk.g_01624	Praw.g_01403
OG0000181	Prbk.g_01623	Praw.g_01402
OG0000182	Prbk.g_01622	Praw.g_01401
OG0000183	Prbk.g_01621	Praw.g_01400
OG0000184	Prbk.g_01619	Praw.g_01399
OG0000185	Prbk.g_01614	Praw.g_01396
OG0000186	Prbk.g_01609	Praw.g_01393
OG0000187	Prbk.g_01608	Praw.g_01392
OG0000188	Prbk.g_01607	Praw.g_01391
OG0000189	Prbk.g_01606	Praw.g_01388
OG0000190	Prbk.g_01604	Praw.g_01386
OG0000191	Prbk.g_02158	Praw.g_01385
OG0000192	Prbk.g_02156	Praw.g_01384
OG0000193	Prbk.g_02155	Praw.g_01383
OG0000194	Prbk.g_02148	Praw.g_01382
OG0000195	Prbk.g_02141	Praw.g_01381
OG0000196	Prbk.g_02133	Praw.g_01380
OG0000197	Prbk.g_02125	Praw.g_01378
OG0000198	Prbk.g_02124	Praw.g_01377
OG0000199	Prbk.g_02123	Praw.g_01376
OG0000200	Prbk.g_01326	Praw.g_01370
OG0000201	Prbk.g_01324	Praw.g_01369
OG0000202	Prbk.g_01323	Praw.g_01368
OG0000203	Prbk.g_01320	Praw.g_01365
OG0000204	Prbk.g_01319	Praw.g_01364
OG0000205	Prbk.g_01315	Praw.g_01361
OG0000206	Prbk.g_01313	Praw.g_01359
OG0000207	Prbk.g_01309	Praw.g_01357
OG0000208	Prbk.g_01308	Praw.g_01356
OG0000209	Prbk.g_01665	Praw.g_01355
OG0000210	Prbk.g_01307	Praw.g_01354
OG0000211	Prbk.g_01304	Praw.g_01353
OG0000212	Prbk.g_01303	Praw.g_01352
OG0000213	Prbk.g_01302	Praw.g_01351
OG0000214	Prbk.g_01301	Praw.g_01350
OG0000215	Prbk.g_01300	Praw.g_01349
OG0000216	Prbk.g_01299	Praw.g_01348
OG0000217	Prbk.g_01295	Praw.g_01346
OG0000218	Prbk.g_01294	Praw.g_01345
OG0000219	Prbk.g_00035	Praw.g_01344
OG0000220	Prbk.g_00031	Praw.g_01343
OG0000221	Prbk.g_00026	Praw.g_01341
OG0000222	Prbk.g_00025	Praw.g_01340
OG0000223	Prbk.g_00024	Praw.g_01339
OG0000224	Prbk.g_00022	Praw.g_01338
OG0000225	Prbk.g_00021	Praw.g_01337
OG0000226	Prbk.g_00020	Praw.g_01336
OG0000227	Prbk.g_00018	Praw.g_01335
OG0000228	Prbk.g_00017	Praw.g_01334
OG0000229	Prbk.g_00016	Praw.g_01333
OG0000230	Prbk.g_00015	Praw.g_01332
OG0000231	Prbk.g_00014	Praw.g_01331
OG0000232	Prbk.g_00012	Praw.g_01329
OG0000233	Prbk.g_00011	Praw.g_01328
OG0000234	Prbk.g_00010	Praw.g_01327
OG0000235	Prbk.g_00007	Praw.g_01326
OG0000236	Prbk.g_00003	Praw.g_01325
OG0000237	Prbk.g_00001	Praw.g_01324
OG0000238	Prbk.g_00190	Praw.g_01323
OG0000239	Prbk.g_00192	Praw.g_01321
OG0000240	Prbk.g_00194	Praw.g_01320
OG0000241	Prbk.g_00196	Praw.g_01319
OG0000242	Prbk.g_00197	Praw.g_01318
OG0000243	Prbk.g_00202	Praw.g_01315
OG0000244	Prbk.g_00207	Praw.g_01313
OG0000245	Prbk.g_00208	Praw.g_01312
OG0000246	Prbk.g_00209	Praw.g_01311
OG0000247	Prbk.g_00542	Praw.g_01308
OG0000248	Prbk.g_00544	Praw.g_01306
OG0000249	Prbk.g_00547	Praw.g_01305
OG0000250	Prbk.g_00549	Praw.g_01304
OG0000251	Prbk.g_00550	Praw.g_01303
OG0000252	Prbk.g_00551	Praw.g_01302
OG0000253	Prbk.g_00552	Praw.g_01301
OG0000254	Prbk.g_00554	Praw.g_01299
OG0000255	Prbk.g_00555	Praw.g_01298
OG0000256	Prbk.g_00560	Praw.g_01295
OG0000257	Prbk.g_00749	Praw.g_01293
OG0000258	Prbk.g_00751	Praw.g_01290
OG0000259	Prbk.g_00752	Praw.g_01289
OG0000260	Prbk.g_00753	Praw.g_01288
OG0000261	Prbk.g_00754	Praw.g_01287
OG0000262	Prbk.g_00755	Praw.g_01286
OG0000263	Prbk.g_00757	Praw.g_01284
OG0000264	Prbk.g_00758	Praw.g_01283
OG0000265	Prbk.g_00759	Praw.g_01282
OG0000266	Prbk.g_00760	Praw.g_01281
OG0000267	Prbk.g_00761	Praw.g_01280
OG0000268	Prbk.g_00763	Praw.g_01279
OG0000269	Prbk.g_00765	Praw.g_01277
OG0000270	Prbk.g_00766	Praw.g_01276
OG0000271	Prbk.g_00767	Praw.g_01275
OG0000272	Prbk.g_00768	Praw.g_01274
OG0000273	Prbk.g_00769	Praw.g_01273
OG0000274	Prbk.g_00770	Praw.g_01272
OG0000275	Prbk.g_00771	Praw.g_01271
OG0000276	Prbk.g_00772	Praw.g_01270
OG0000277	Prbk.g_00774	Praw.g_01268
OG0000278	Prbk.g_00775	Praw.g_01267
OG0000279	Prbk.g_00776	Praw.g_01266
OG0000280	Prbk.g_00778	Praw.g_01264
OG0000281	Prbk.g_00779	Praw.g_01262
OG0000282	Prbk.g_00780	Praw.g_01261
OG0000283	Prbk.g_00781	Praw.g_01260
OG0000284	Prbk.g_00782	Praw.g_01259
OG0000285	Prbk.g_00783	Praw.g_01258
OG0000286	Prbk.g_00784	Praw.g_01257
OG0000287	Prbk.g_00785	Praw.g_01256
OG0000288	Prbk.g_02425	Praw.g_01254
OG0000289	Prbk.g_01283	Praw.g_01253
OG0000290	Prbk.g_01281	Praw.g_01252
OG0000291	Prbk.g_01277	Praw.g_01250
OG0000292	Prbk.g_01275	Praw.g_01249
OG0000293	Prbk.g_01272	Praw.g_01248
OG0000294	Prbk.g_01270	Praw.g_01247
OG0000295	Prbk.g_01267	Praw.g_01246
OG0000296	Prbk.g_01266	Praw.g_01245
OG0000297	Prbk.g_01263	Praw.g_01244
OG0000298	Prbk.g_01260	Praw.g_01242
OG0000299	Prbk.g_01259	Praw.g_01241
OG0000300	Prbk.g_01258	Praw.g_01240
OG0000301	Prbk.g_01257	Praw.g_01239
OG0000302	Prbk.g_01256	Praw.g_01238
OG0000303	Prbk.g_01255	Praw.g_01237
OG0000304	Prbk.g_01253	Praw.g_01235
OG0000305	Prbk.g_01252	Praw.g_01234
OG0000306	Prbk.g_01245	Praw.g_01231
OG0000307	Prbk.g_01244	Praw.g_01230
OG0000308	Prbk.g_00631	Praw.g_01229
OG0000309	Prbk.g_00632	Praw.g_01228
OG0000310	Prbk.g_00633	Praw.g_01227
OG0000311	Prbk.g_00686	Praw.g_01226
OG0000312	Prbk.g_00685	Praw.g_01225
OG0000313	Prbk.g_00683	Praw.g_01224
OG0000314	Prbk.g_00682	Praw.g_01223
OG0000315	Prbk.g_00680	Praw.g_01222
OG0000316	Prbk.g_00670	Praw.g_01221
OG0000317	Prbk.g_00669	Praw.g_01220
OG0000318	Prbk.g_00668	Praw.g_01219
OG0000319	Prbk.g_00662	Praw.g_01218
OG0000320	Prbk.g_00661	Praw.g_01217
OG0000321	Prbk.g_00658	Praw.g_01216
OG0000322	Prbk.g_00657	Praw.g_01215
OG0000323	Prbk.g_00656	Praw.g_01214
OG0000324	Prbk.g_00655	Praw.g_01213
OG0000325	Prbk.g_00654	Praw.g_01212
OG0000326	Prbk.g_00653	Praw.g_01211
OG0000327	Prbk.g_00652	Praw.g_01210
OG0000328	Prbk.g_00650	Praw.g_01209
OG0000329	Prbk.g_00649	Praw.g_01208
OG0000330	Prbk.g_00648	Praw.g_01207
OG0000331	Prbk.g_01364	Praw.g_01206
OG0000332	Prbk.g_01136	Praw.g_01205
OG0000333	Prbk.g_01135	Praw.g_01204
OG0000334	Prbk.g_01134	Praw.g_01203
OG0000335	Prbk.g_01368	Praw.g_01202
OG0000336	Prbk.g_01369	Praw.g_01200
OG0000337	Prbk.g_01521	Praw.g_01199
OG0000338	Prbk.g_01514	Praw.g_01195
OG0000339	Prbk.g_01900	Praw.g_00891
OG0000340	Prbk.g_01012	Praw.g_00889
OG0000341	Prbk.g_01011	Praw.g_00888
OG0000342	Prbk.g_01010	Praw.g_00887
OG0000343	Prbk.g_01008	Praw.g_00886
OG0000344	Prbk.g_01003	Praw.g_00883
OG0000345	Prbk.g_00371	Praw.g_00880
OG0000346	Prbk.g_00372	Praw.g_00879
OG0000347	Prbk.g_00374	Praw.g_00876
OG0000348	Prbk.g_00376	Praw.g_00875
OG0000349	Prbk.g_00378	Praw.g_00874
OG0000350	Prbk.g_00384	Praw.g_00872
OG0000351	Prbk.g_01365	Praw.g_00871
OG0000352	Prbk.g_00397	Praw.g_00870
OG0000353	Prbk.g_00398	Praw.g_00869
OG0000354	Prbk.g_00400	Praw.g_00868
OG0000355	Prbk.g_00401	Praw.g_00867
OG0000356	Prbk.g_00402	Praw.g_00866
OG0000357	Prbk.g_00403	Praw.g_00865
OG0000358	Prbk.g_00404	Praw.g_00864
OG0000359	Prbk.g_00406	Praw.g_00863
OG0000360	Prbk.g_00411	Praw.g_00859
OG0000361	Prbk.g_00412	Praw.g_00858
OG0000362	Prbk.g_00413	Praw.g_00857
OG0000363	Prbk.g_00415	Praw.g_00856
OG0000364	Prbk.g_00420	Praw.g_00852
OG0000365	Prbk.g_00421	Praw.g_00851
OG0000366	Prbk.g_00423	Praw.g_00849
OG0000367	Prbk.g_00425	Praw.g_00848
OG0000368	Prbk.g_00426	Praw.g_00847
OG0000369	Prbk.g_00427	Praw.g_00846
OG0000370	Prbk.g_00428	Praw.g_00845
OG0000371	Prbk.g_00429	Praw.g_00844
OG0000372	Prbk.g_00430	Praw.g_00843
OG0000373	Prbk.g_00431	Praw.g_00842
OG0000374	Prbk.g_00434	Praw.g_00840
OG0000375	Prbk.g_00435	Praw.g_00839
OG0000376	Prbk.g_00439	Praw.g_00836
OG0000377	Prbk.g_00442	Praw.g_00835
OG0000378	Prbk.g_00443	Praw.g_00834
OG0000379	Prbk.g_00444	Praw.g_00833
OG0000380	Prbk.g_00449	Praw.g_00832
OG0000381	Prbk.g_00450	Praw.g_00831
OG0000382	Prbk.g_00451	Praw.g_00830
OG0000383	Prbk.g_00453	Praw.g_00829
OG0000384	Prbk.g_00456	Praw.g_00826
OG0000385	Prbk.g_00457	Praw.g_00825
OG0000386	Prbk.g_00458	Praw.g_00824
OG0000387	Prbk.g_00460	Praw.g_00823
OG0000388	Prbk.g_00461	Praw.g_00822
OG0000389	Prbk.g_00462	Praw.g_00821
OG0000390	Prbk.g_00463	Praw.g_00820
OG0000391	Prbk.g_00464	Praw.g_00819
OG0000392	Prbk.g_00465	Praw.g_00818
OG0000393	Prbk.g_00466	Praw.g_00817
OG0000394	Prbk.g_00467	Praw.g_00816
OG0000395	Prbk.g_00468	Praw.g_00815
OG0000396	Prbk.g_00471	Praw.g_00813
OG0000397	Prbk.g_00481	Praw.g_00811
OG0000398	Prbk.g_00483	Praw.g_00810
OG0000399	Prbk.g_00853	Praw.g_00807
OG0000400	Prbk.g_00860	Praw.g_00806
OG0000401	Prbk.g_00861	Praw.g_00805
OG0000402	Prbk.g_00871	Praw.g_00796
OG0000403	Prbk.g_00873	Praw.g_00795
OG0000404	Prbk.g_00874	Praw.g_00794
OG0000405	Prbk.g_00876	Praw.g_00792
OG0000406	Prbk.g_00881	Praw.g_00790
OG0000407	Prbk.g_00882	Praw.g_00789
OG0000408	Prbk.g_00888	Praw.g_00787
OG0000409	Prbk.g_00889	Praw.g_00786
OG0000410	Prbk.g_00890	Praw.g_00785
OG0000411	Prbk.g_00891	Praw.g_00784
OG0000412	Prbk.g_00892	Praw.g_00783
OG0000413	Prbk.g_00893	Praw.g_00782
OG0000414	Prbk.g_00894	Praw.g_00781
OG0000415	Prbk.g_00895	Praw.g_00780
OG0000416	Prbk.g_00365	Praw.g_00777
OG0000417	Prbk.g_00364	Praw.g_00776
OG0000418	Prbk.g_00361	Praw.g_00775
OG0000419	Prbk.g_00360	Praw.g_00774
OG0000420	Prbk.g_02556	Praw.g_00773
OG0000421	Prbk.g_01321	Praw.g_00761
OG0000422	Prbk.g_00924	Praw.g_00754
OG0000423	Prbk.g_01693	Praw.g_00753
OG0000424	Prbk.g_01902	Praw.g_00748
OG0000425	Prbk.g_00352	Praw.g_00716
OG0000426	Prbk.g_00351	Praw.g_00715
OG0000427	Prbk.g_00339	Praw.g_00714
OG0000428	Prbk.g_00329	Praw.g_00712
OG0000429	Prbk.g_00328	Praw.g_00711
OG0000430	Prbk.g_00326	Praw.g_00709
OG0000431	Prbk.g_00325	Praw.g_00708
OG0000432	Prbk.g_00324	Praw.g_00707
OG0000433	Prbk.g_00323	Praw.g_00706
OG0000434	Prbk.g_00321	Praw.g_00705
OG0000435	Prbk.g_00320	Praw.g_00704
OG0000436	Prbk.g_00319	Praw.g_00703
OG0000437	Prbk.g_00318	Praw.g_00702
OG0000438	Prbk.g_00317	Praw.g_00701
OG0000439	Prbk.g_00316	Praw.g_00700
OG0000440	Prbk.g_00315	Praw.g_00699
OG0000441	Prbk.g_00311	Praw.g_00698
OG0000442	Prbk.g_00310	Praw.g_00697
OG0000443	Prbk.g_00309	Praw.g_00696
OG0000444	Prbk.g_00308	Praw.g_00695
OG0000445	Prbk.g_00301	Praw.g_00694
OG0000446	Prbk.g_00299	Praw.g_00692
OG0000447	Prbk.g_00298	Praw.g_00691
OG0000448	Prbk.g_00295	Praw.g_00689
OG0000449	Prbk.g_02088	Praw.g_00686
OG0000450	Prbk.g_02089	Praw.g_00685
OG0000451	Prbk.g_02092	Praw.g_00684
OG0000452	Prbk.g_02105	Praw.g_00683
OG0000453	Prbk.g_02107	Praw.g_00682
OG0000454	Prbk.g_02109	Praw.g_00676
OG0000455	Prbk.g_02111	Praw.g_00674
OG0000456	Prbk.g_02053	Praw.g_00670
OG0000457	Prbk.g_02056	Praw.g_00669
OG0000458	Prbk.g_02060	Praw.g_00668
OG0000459	Prbk.g_02062	Praw.g_00666
OG0000460	Prbk.g_02064	Praw.g_00665
OG0000461	Prbk.g_02065	Praw.g_00664
OG0000462	Prbk.g_02066	Praw.g_00663
OG0000463	Prbk.g_02069	Praw.g_00661
OG0000464	Prbk.g_02071	Praw.g_00660
OG0000465	Prbk.g_02072	Praw.g_00659
OG0000466	Prbk.g_02073	Praw.g_00658
OG0000467	Prbk.g_02074	Praw.g_00657
OG0000468	Prbk.g_02075	Praw.g_00656
OG0000469	Prbk.g_02076	Praw.g_00655
OG0000470	Prbk.g_02077	Praw.g_00654
OG0000471	Prbk.g_02078	Praw.g_00653
OG0000472	Prbk.g_01865	Praw.g_00648
OG0000473	Prbk.g_01041	Praw.g_00647
OG0000474	Prbk.g_01042	Praw.g_00646
OG0000475	Prbk.g_01043	Praw.g_00645
OG0000476	Prbk.g_01046	Praw.g_00643
OG0000477	Prbk.g_01047	Praw.g_00642
OG0000478	Prbk.g_01048	Praw.g_00641
OG0000479	Prbk.g_01049	Praw.g_00640
OG0000480	Prbk.g_01050	Praw.g_00638
OG0000481	Prbk.g_01051	Praw.g_00636
OG0000482	Prbk.g_01052	Praw.g_00635
OG0000483	Prbk.g_01054	Praw.g_00633
OG0000484	Prbk.g_01055	Praw.g_00632
OG0000485	Prbk.g_01056	Praw.g_00631
OG0000486	Prbk.g_01061	Praw.g_00630
OG0000487	Prbk.g_01066	Praw.g_00625
OG0000488	Prbk.g_01067	Praw.g_00623
OG0000489	Prbk.g_01068	Praw.g_00622
OG0000490	Prbk.g_01070	Praw.g_00621
OG0000491	Prbk.g_01071	Praw.g_00620
OG0000492	Prbk.g_01076	Praw.g_00619
OG0000493	Prbk.g_01965	Praw.g_00618
OG0000494	Prbk.g_01772	Praw.g_00617
OG0000495	Prbk.g_01081	Praw.g_00614
OG0000496	Prbk.g_01083	Praw.g_00613
OG0000497	Prbk.g_01085	Praw.g_00612
OG0000498	Prbk.g_01086	Praw.g_00611
OG0000499	Prbk.g_01092	Praw.g_00610
OG0000500	Prbk.g_01095	Praw.g_00608
OG0000501	Prbk.g_01097	Praw.g_00607
OG0000502	Prbk.g_01099	Praw.g_00606
OG0000503	Prbk.g_02686	Praw.g_00604
OG0000504	Prbk.g_01898	Praw.g_00603
OG0000505	Prbk.g_01897	Praw.g_00602
OG0000506	Prbk.g_01895	Praw.g_00601
OG0000507	Prbk.g_01894	Praw.g_00600
OG0000508	Prbk.g_01893	Praw.g_00599
OG0000509	Prbk.g_01892	Praw.g_00598
OG0000510	Prbk.g_01891	Praw.g_00597
OG0000511	Prbk.g_01889	Praw.g_00595
OG0000512	Prbk.g_01888	Praw.g_00594
OG0000513	Prbk.g_01887	Praw.g_00593
OG0000514	Prbk.g_01886	Praw.g_00592
OG0000515	Prbk.g_01885	Praw.g_00591
OG0000516	Prbk.g_01884	Praw.g_00590
OG0000517	Prbk.g_01882	Praw.g_00588
OG0000518	Prbk.g_01881	Praw.g_00587
OG0000519	Prbk.g_01879	Praw.g_00586
OG0000520	Prbk.g_01877	Praw.g_00585
OG0000521	Prbk.g_01876	Praw.g_00584
OG0000522	Prbk.g_01875	Praw.g_00583
OG0000523	Prbk.g_01874	Praw.g_00582
OG0000524	Prbk.g_01873	Praw.g_00581
OG0000525	Prbk.g_01871	Praw.g_00580
OG0000526	Prbk.g_01104	Praw.g_00579
OG0000527	Prbk.g_01105	Praw.g_00578
OG0000528	Prbk.g_01106	Praw.g_00577
OG0000529	Prbk.g_01108	Praw.g_00576
OG0000530	Prbk.g_01109	Praw.g_00575
OG0000531	Prbk.g_01110	Praw.g_01922
OG0000532	Prbk.g_01111	Praw.g_01923
OG0000533	Prbk.g_01115	Praw.g_01925
OG0000534	Prbk.g_01116	Praw.g_01926
OG0000535	Prbk.g_01117	Praw.g_01927
OG0000536	Prbk.g_01118	Praw.g_01928
OG0000537	Prbk.g_01119	Praw.g_01929
OG0000538	Prbk.g_01120	Praw.g_01930
OG0000539	Prbk.g_01124	Praw.g_01933
OG0000540	Prbk.g_01125	Praw.g_01934
OG0000541	Prbk.g_01126	Praw.g_01935
OG0000542	Prbk.g_01130	Praw.g_01937
OG0000543	Prbk.g_01131	Praw.g_01938
OG0000544	Prbk.g_01132	Praw.g_01939
OG0000545	Prbk.g_01133	Praw.g_01940
OG0000546	Prbk.g_01139	Praw.g_01941
OG0000547	Prbk.g_01140	Praw.g_01942
OG0000548	Prbk.g_01141	Praw.g_01943
OG0000549	Prbk.g_01143	Praw.g_01945
OG0000550	Prbk.g_01144	Praw.g_01946
OG0000551	Prbk.g_01145	Praw.g_01947
OG0000552	Prbk.g_01146	Praw.g_01948
OG0000553	Prbk.g_01147	Praw.g_01949
OG0000554	Prbk.g_01148	Praw.g_00140
OG0000555	Prbk.g_01151	Praw.g_00141
OG0000556	Prbk.g_01153	Praw.g_00142
OG0000557	Prbk.g_01154	Praw.g_00143
OG0000558	Prbk.g_01155	Praw.g_00144
OG0000559	Prbk.g_01156	Praw.g_00145
OG0000560	Prbk.g_01157	Praw.g_00146
OG0000561	Prbk.g_01158	Praw.g_00147
OG0000562	Prbk.g_01159	Praw.g_00148
OG0000563	Prbk.g_01161	Praw.g_00149
OG0000564	Prbk.g_01163	Praw.g_00150
OG0000565	Prbk.g_02602	Praw.g_00151
OG0000566	Prbk.g_02603	Praw.g_00152
OG0000567	Prbk.g_02604	Praw.g_00153
OG0000568	Prbk.g_02605	Praw.g_00154
OG0000569	Prbk.g_02608	Praw.g_00157
OG0000570	Prbk.g_02609	Praw.g_00158
OG0000571	Prbk.g_02611	Praw.g_00160
OG0000572	Prbk.g_02616	Praw.g_00161
OG0000573	Prbk.g_02617	Praw.g_00162
OG0000574	Prbk.g_02618	Praw.g_00163
OG0000575	Prbk.g_02621	Praw.g_00164
OG0000576	Prbk.g_02623	Praw.g_00165
OG0000577	Prbk.g_02624	Praw.g_00166
OG0000578	Prbk.g_02626	Praw.g_00167
OG0000579	Prbk.g_02627	Praw.g_00168
OG0000580	Prbk.g_02628	Praw.g_00169
OG0000581	Prbk.g_02629	Praw.g_01888
