Orthogroup	Prbk	Prae
OG0000189	Prbk.g_01606	Prae.g_00042
OG0000190	Prbk.g_01604	Prae.g_00044
OG0000191	Prbk.g_02158	Prae.g_00045
OG0000192	Prbk.g_02156	Prae.g_00046
OG0000193	Prbk.g_02155	Prae.g_00047
OG0000194	Prbk.g_02148	Prae.g_00048
OG0000195	Prbk.g_02141	Prae.g_00049
OG0000196	Prbk.g_02133	Prae.g_00050
OG0000197	Prbk.g_02125	Prae.g_00052
OG0000198	Prbk.g_02124	Prae.g_00053
OG0000199	Prbk.g_02123	Prae.g_00054
OG0000200	Prbk.g_01326	Prae.g_00064
OG0000201	Prbk.g_01324	Prae.g_00065
OG0000202	Prbk.g_01323	Prae.g_00066
OG0000203	Prbk.g_01320	Prae.g_00069
OG0000204	Prbk.g_01319	Prae.g_00070
OG0000205	Prbk.g_01315	Prae.g_00073
OG0000206	Prbk.g_01313	Prae.g_00075
OG0000207	Prbk.g_01309	Prae.g_00077
OG0000208	Prbk.g_01308	Prae.g_00078
OG0000209	Prbk.g_01665	Prae.g_00079
OG0000210	Prbk.g_01307	Prae.g_00080
OG0000211	Prbk.g_01304	Prae.g_00081
OG0000212	Prbk.g_01303	Prae.g_00082
OG0000213	Prbk.g_01302	Prae.g_00083
OG0000214	Prbk.g_01301	Prae.g_00084
OG0000215	Prbk.g_01300	Prae.g_00085
OG0000216	Prbk.g_01299	Prae.g_00086
OG0000217	Prbk.g_01295	Prae.g_00088
OG0000218	Prbk.g_01294	Prae.g_00089
OG0000219	Prbk.g_00035	Prae.g_00090
OG0000220	Prbk.g_00031	Prae.g_00091
OG0000221	Prbk.g_00026	Prae.g_00094
OG0000222	Prbk.g_00025	Prae.g_00095
OG0000223	Prbk.g_00024	Prae.g_00096
OG0000224	Prbk.g_00022	Prae.g_00097
OG0000225	Prbk.g_00021	Prae.g_00098
OG0000226	Prbk.g_00020	Prae.g_00099
OG0000227	Prbk.g_00018	Prae.g_00100
OG0000228	Prbk.g_00017	Prae.g_00101
OG0000229	Prbk.g_00016	Prae.g_00102
OG0000230	Prbk.g_00015	Prae.g_00103
OG0000231	Prbk.g_00014	Prae.g_00104
OG0000232	Prbk.g_00012	Prae.g_00105
OG0000233	Prbk.g_00011	Prae.g_00106
OG0000234	Prbk.g_00010	Prae.g_00107
OG0000235	Prbk.g_00007	Prae.g_00108
OG0000236	Prbk.g_00003	Prae.g_00109
OG0000237	Prbk.g_00001	Prae.g_00110
OG0000238	Prbk.g_00190	Prae.g_00111
OG0000239	Prbk.g_00192	Prae.g_00113
OG0000240	Prbk.g_00194	Prae.g_00115
OG0000241	Prbk.g_00196	Prae.g_00116
OG0000242	Prbk.g_00197	Prae.g_00117
OG0000243	Prbk.g_00202	Prae.g_00120
OG0000244	Prbk.g_00207	Prae.g_00122
OG0000245	Prbk.g_00208	Prae.g_00123
OG0000246	Prbk.g_00209	Prae.g_00124
OG0000247	Prbk.g_00542	Prae.g_00127
OG0000248	Prbk.g_00544	Prae.g_00129
OG0000249	Prbk.g_00547	Prae.g_00130
OG0000250	Prbk.g_00549	Prae.g_00131
OG0000251	Prbk.g_00550	Prae.g_00132
OG0000252	Prbk.g_00551	Prae.g_00133
OG0000253	Prbk.g_00552	Prae.g_00134
OG0000254	Prbk.g_00554	Prae.g_00136
OG0000255	Prbk.g_00555	Prae.g_00137
OG0000256	Prbk.g_00560	Prae.g_00140
OG0000257	Prbk.g_00749	Prae.g_00142
OG0000258	Prbk.g_00751	Prae.g_00148
OG0000259	Prbk.g_00752	Prae.g_00149
OG0000260	Prbk.g_00753	Prae.g_00150
OG0000261	Prbk.g_00754	Prae.g_00151
OG0000262	Prbk.g_00755	Prae.g_00152
OG0000263	Prbk.g_00757	Prae.g_00154
OG0000264	Prbk.g_00758	Prae.g_00155
OG0000265	Prbk.g_00759	Prae.g_00156
OG0000266	Prbk.g_00760	Prae.g_00157
OG0000267	Prbk.g_00761	Prae.g_00158
OG0000268	Prbk.g_00763	Prae.g_00159
OG0000269	Prbk.g_00765	Prae.g_00161
OG0000270	Prbk.g_00766	Prae.g_00162
OG0000271	Prbk.g_00767	Prae.g_00163
OG0000272	Prbk.g_00768	Prae.g_00164
OG0000273	Prbk.g_00769	Prae.g_00165
OG0000274	Prbk.g_00770	Prae.g_00166
OG0000275	Prbk.g_00771	Prae.g_00167
OG0000276	Prbk.g_00772	Prae.g_00168
OG0000277	Prbk.g_00774	Prae.g_00170
OG0000278	Prbk.g_00775	Prae.g_00171
OG0000279	Prbk.g_00776	Prae.g_00172
OG0000280	Prbk.g_00778	Prae.g_00174
OG0000281	Prbk.g_00779	Prae.g_00176
OG0000282	Prbk.g_00780	Prae.g_00177
OG0000283	Prbk.g_00781	Prae.g_00178
OG0000284	Prbk.g_00782	Prae.g_00179
OG0000285	Prbk.g_00783	Prae.g_00180
OG0000286	Prbk.g_00784	Prae.g_00181
OG0000287	Prbk.g_00785	Prae.g_00182
OG0000288	Prbk.g_02425	Prae.g_00184
OG0000289	Prbk.g_01283	Prae.g_00185
OG0000290	Prbk.g_01281	Prae.g_00186
OG0000291	Prbk.g_01277	Prae.g_00188
OG0000292	Prbk.g_01275	Prae.g_00189
OG0000293	Prbk.g_01272	Prae.g_00190
OG0000294	Prbk.g_01270	Prae.g_00191
OG0000295	Prbk.g_01267	Prae.g_00192
OG0000296	Prbk.g_01266	Prae.g_00193
OG0000297	Prbk.g_01263	Prae.g_00194
OG0000298	Prbk.g_01260	Prae.g_00196
OG0000299	Prbk.g_01259	Prae.g_00197
OG0000300	Prbk.g_01258	Prae.g_00198
OG0000301	Prbk.g_01257	Prae.g_00199
OG0000302	Prbk.g_01256	Prae.g_00200
OG0000303	Prbk.g_01255	Prae.g_00201
OG0000304	Prbk.g_01253	Prae.g_00203
OG0000305	Prbk.g_01252	Prae.g_00204
OG0000306	Prbk.g_01245	Prae.g_00207
OG0000307	Prbk.g_01244	Prae.g_00208
OG0000308	Prbk.g_00631	Prae.g_00209
OG0000309	Prbk.g_00632	Prae.g_00210
OG0000310	Prbk.g_00633	Prae.g_00211
OG0000311	Prbk.g_00686	Prae.g_00212
OG0000312	Prbk.g_00685	Prae.g_00213
OG0000313	Prbk.g_00683	Prae.g_00214
OG0000314	Prbk.g_00682	Prae.g_00215
OG0000315	Prbk.g_00680	Prae.g_00216
OG0000316	Prbk.g_00670	Prae.g_00217
OG0000317	Prbk.g_00669	Prae.g_00218
OG0000318	Prbk.g_00668	Prae.g_00219
OG0000319	Prbk.g_00662	Prae.g_00220
OG0000320	Prbk.g_00661	Prae.g_00221
OG0000321	Prbk.g_00658	Prae.g_00222
OG0000322	Prbk.g_00657	Prae.g_00223
OG0000323	Prbk.g_00656	Prae.g_00224
OG0000324	Prbk.g_00655	Prae.g_00225
OG0000325	Prbk.g_00654	Prae.g_00226
OG0000326	Prbk.g_00653	Prae.g_00227
OG0000327	Prbk.g_00652	Prae.g_00228
OG0000328	Prbk.g_00650	Prae.g_00229
OG0000329	Prbk.g_00649	Prae.g_00230
OG0000330	Prbk.g_00648	Prae.g_00231
OG0000331	Prbk.g_01364	Prae.g_00232
OG0000332	Prbk.g_01136	Prae.g_00233
OG0000333	Prbk.g_01135	Prae.g_00234
OG0000334	Prbk.g_01134	Prae.g_00235
OG0000335	Prbk.g_01368	Prae.g_00236
OG0000336	Prbk.g_01369	Prae.g_00238
OG0000337	Prbk.g_01521	Prae.g_00239
OG0000338	Prbk.g_01514	Prae.g_00243
OG0000339	Prbk.g_01900	Prae.g_00245
OG0000340	Prbk.g_01012	Prae.g_00247
OG0000341	Prbk.g_01011	Prae.g_00248
OG0000342	Prbk.g_01010	Prae.g_00249
OG0000343	Prbk.g_01008	Prae.g_00250
OG0000344	Prbk.g_01003	Prae.g_00253
OG0000345	Prbk.g_00371	Prae.g_00256
OG0000346	Prbk.g_00372	Prae.g_00257
OG0000347	Prbk.g_00374	Prae.g_00260
OG0000348	Prbk.g_00376	Prae.g_00262
OG0000349	Prbk.g_00378	Prae.g_00263
OG0000350	Prbk.g_00384	Prae.g_00265
OG0000351	Prbk.g_01365	Prae.g_00266
OG0000352	Prbk.g_00397	Prae.g_00267
OG0000353	Prbk.g_00398	Prae.g_00268
OG0000354	Prbk.g_00400	Prae.g_00269
OG0000355	Prbk.g_00401	Prae.g_00270
OG0000356	Prbk.g_00402	Prae.g_00271
OG0000357	Prbk.g_00403	Prae.g_00272
OG0000358	Prbk.g_00404	Prae.g_00273
OG0000359	Prbk.g_00406	Prae.g_00274
OG0000360	Prbk.g_00411	Prae.g_00276
OG0000361	Prbk.g_00412	Prae.g_00277
OG0000362	Prbk.g_00413	Prae.g_00278
OG0000363	Prbk.g_00415	Prae.g_00279
OG0000364	Prbk.g_00420	Prae.g_00283
OG0000365	Prbk.g_00421	Prae.g_00284
OG0000366	Prbk.g_00423	Prae.g_00286
OG0000367	Prbk.g_00425	Prae.g_00287
OG0000368	Prbk.g_00426	Prae.g_00288
OG0000369	Prbk.g_00427	Prae.g_00289
OG0000370	Prbk.g_00428	Prae.g_00290
OG0000371	Prbk.g_00429	Prae.g_00291
OG0000372	Prbk.g_00430	Prae.g_00292
OG0000373	Prbk.g_00431	Prae.g_00293
OG0000374	Prbk.g_00434	Prae.g_00295
OG0000375	Prbk.g_00435	Prae.g_00296
OG0000376	Prbk.g_00439	Prae.g_00299
OG0000377	Prbk.g_00442	Prae.g_00300
OG0000378	Prbk.g_00443	Prae.g_00301
OG0000379	Prbk.g_00444	Prae.g_00302
OG0000380	Prbk.g_00449	Prae.g_00303
OG0000381	Prbk.g_00450	Prae.g_00304
OG0000382	Prbk.g_00451	Prae.g_00305
OG0000383	Prbk.g_00453	Prae.g_00306
OG0000384	Prbk.g_00456	Prae.g_00309
OG0000385	Prbk.g_00457	Prae.g_00310
OG0000386	Prbk.g_00458	Prae.g_00311
OG0000387	Prbk.g_00460	Prae.g_00312
OG0000388	Prbk.g_00461	Prae.g_00313
OG0000389	Prbk.g_00462	Prae.g_00314
OG0000390	Prbk.g_00463	Prae.g_00315
OG0000391	Prbk.g_00464	Prae.g_00316
OG0000392	Prbk.g_00465	Prae.g_00317
OG0000393	Prbk.g_00466	Prae.g_00318
OG0000394	Prbk.g_00467	Prae.g_00319
OG0000395	Prbk.g_00468	Prae.g_00320
OG0000396	Prbk.g_00471	Prae.g_00322
OG0000397	Prbk.g_00481	Prae.g_00324
OG0000398	Prbk.g_00483	Prae.g_00325
OG0000399	Prbk.g_00853	Prae.g_00328
OG0000400	Prbk.g_00860	Prae.g_00329
OG0000401	Prbk.g_00861	Prae.g_00330
OG0000402	Prbk.g_00871	Prae.g_00335
OG0000403	Prbk.g_00873	Prae.g_00336
OG0000404	Prbk.g_00874	Prae.g_00337
OG0000405	Prbk.g_00876	Prae.g_00338
OG0000406	Prbk.g_00881	Prae.g_00341
OG0000407	Prbk.g_00882	Prae.g_00342
OG0000408	Prbk.g_00888	Prae.g_00344
OG0000409	Prbk.g_00889	Prae.g_00345
OG0000410	Prbk.g_00890	Prae.g_00346
OG0000411	Prbk.g_00891	Prae.g_00347
OG0000412	Prbk.g_00892	Prae.g_00348
OG0000413	Prbk.g_00893	Prae.g_00349
OG0000414	Prbk.g_00894	Prae.g_00350
OG0000415	Prbk.g_00895	Prae.g_00351
OG0000416	Prbk.g_00365	Prae.g_00354
OG0000417	Prbk.g_00364	Prae.g_00355
OG0000418	Prbk.g_00361	Prae.g_00356
OG0000419	Prbk.g_00360	Prae.g_00357
OG0000420	Prbk.g_02556	Prae.g_00358
OG0000421	Prbk.g_01321	Prae.g_00371
OG0000422	Prbk.g_00924	Prae.g_00379
OG0000423	Prbk.g_01693	Prae.g_00380
OG0000424	Prbk.g_01902	Prae.g_00385
OG0000425	Prbk.g_00352	Prae.g_00405
OG0000426	Prbk.g_00351	Prae.g_00406
OG0000427	Prbk.g_00339	Prae.g_00407
OG0000428	Prbk.g_00329	Prae.g_00409
OG0000429	Prbk.g_00328	Prae.g_00410
OG0000430	Prbk.g_00326	Prae.g_00412
OG0000431	Prbk.g_00325	Prae.g_00413
OG0000432	Prbk.g_00324	Prae.g_00414
OG0000433	Prbk.g_00323	Prae.g_00415
OG0000434	Prbk.g_00321	Prae.g_00416
OG0000435	Prbk.g_00320	Prae.g_00417
OG0000436	Prbk.g_00319	Prae.g_00418
OG0000437	Prbk.g_00318	Prae.g_00419
OG0000438	Prbk.g_00317	Prae.g_00420
OG0000439	Prbk.g_00316	Prae.g_00421
OG0000440	Prbk.g_00315	Prae.g_00422
OG0000441	Prbk.g_00311	Prae.g_00423
OG0000442	Prbk.g_00310	Prae.g_00424
OG0000443	Prbk.g_00309	Prae.g_00425
OG0000444	Prbk.g_00308	Prae.g_00426
OG0000445	Prbk.g_00301	Prae.g_00427
OG0000446	Prbk.g_00299	Prae.g_00429
OG0000447	Prbk.g_00298	Prae.g_00430
OG0000448	Prbk.g_00295	Prae.g_00432
OG0000449	Prbk.g_02088	Prae.g_00435
OG0000450	Prbk.g_02089	Prae.g_00436
OG0000451	Prbk.g_02092	Prae.g_00437
OG0000452	Prbk.g_02105	Prae.g_00438
OG0000453	Prbk.g_02107	Prae.g_00439
OG0000454	Prbk.g_02109	Prae.g_00445
OG0000455	Prbk.g_02111	Prae.g_00447
OG0000456	Prbk.g_02053	Prae.g_00451
OG0000457	Prbk.g_02056	Prae.g_00452
OG0000458	Prbk.g_02060	Prae.g_00453
OG0000459	Prbk.g_02062	Prae.g_00455
OG0000460	Prbk.g_02064	Prae.g_00457
OG0000461	Prbk.g_02065	Prae.g_00458
OG0000462	Prbk.g_02066	Prae.g_00459
OG0000463	Prbk.g_02069	Prae.g_00461
OG0000464	Prbk.g_02071	Prae.g_00462
OG0000465	Prbk.g_02072	Prae.g_00463
OG0000466	Prbk.g_02073	Prae.g_00464
OG0000467	Prbk.g_02074	Prae.g_00465
OG0000468	Prbk.g_02075	Prae.g_00466
OG0000469	Prbk.g_02076	Prae.g_00467
OG0000470	Prbk.g_02077	Prae.g_00468
OG0000471	Prbk.g_02078	Prae.g_00469
OG0000472	Prbk.g_01865	Prae.g_00474
OG0000473	Prbk.g_01041	Prae.g_00475
OG0000474	Prbk.g_01042	Prae.g_00476
OG0000475	Prbk.g_01043	Prae.g_00477
OG0000476	Prbk.g_01046	Prae.g_00479
OG0000477	Prbk.g_01047	Prae.g_00480
OG0000478	Prbk.g_01048	Prae.g_00481
OG0000479	Prbk.g_01049	Prae.g_00482
OG0000480	Prbk.g_01050	Prae.g_00484
OG0000481	Prbk.g_01051	Prae.g_00486
OG0000482	Prbk.g_01052	Prae.g_00487
OG0000483	Prbk.g_01054	Prae.g_00489
OG0000484	Prbk.g_01055	Prae.g_00490
OG0000485	Prbk.g_01056	Prae.g_00491
OG0000486	Prbk.g_01061	Prae.g_00492
OG0000487	Prbk.g_01066	Prae.g_00497
OG0000488	Prbk.g_01067	Prae.g_00499
OG0000489	Prbk.g_01068	Prae.g_00500
OG0000490	Prbk.g_01070	Prae.g_00501
OG0000491	Prbk.g_01071	Prae.g_00502
OG0000492	Prbk.g_01076	Prae.g_00503
OG0000493	Prbk.g_01965	Prae.g_00504
OG0000494	Prbk.g_01772	Prae.g_00505
OG0000495	Prbk.g_01081	Prae.g_00509
OG0000496	Prbk.g_01083	Prae.g_00510
OG0000497	Prbk.g_01085	Prae.g_00511
OG0000498	Prbk.g_01086	Prae.g_00512
OG0000499	Prbk.g_01092	Prae.g_00513
OG0000500	Prbk.g_01095	Prae.g_00515
OG0000501	Prbk.g_01097	Prae.g_00516
OG0000502	Prbk.g_01099	Prae.g_00517
OG0000503	Prbk.g_02686	Prae.g_00519
OG0000504	Prbk.g_01898	Prae.g_00520
OG0000505	Prbk.g_01897	Prae.g_00521
OG0000506	Prbk.g_01895	Prae.g_00522
OG0000507	Prbk.g_01894	Prae.g_00523
OG0000508	Prbk.g_01893	Prae.g_00524
OG0000509	Prbk.g_01892	Prae.g_00525
OG0000510	Prbk.g_01891	Prae.g_00526
OG0000511	Prbk.g_01889	Prae.g_00528
OG0000512	Prbk.g_01888	Prae.g_00529
OG0000513	Prbk.g_01887	Prae.g_00530
OG0000514	Prbk.g_01886	Prae.g_00531
OG0000515	Prbk.g_01885	Prae.g_00532
OG0000516	Prbk.g_01884	Prae.g_00533
OG0000517	Prbk.g_01882	Prae.g_00535
OG0000518	Prbk.g_01881	Prae.g_00536
OG0000519	Prbk.g_01879	Prae.g_00537
OG0000520	Prbk.g_01877	Prae.g_00538
OG0000521	Prbk.g_01876	Prae.g_00539
OG0000522	Prbk.g_01875	Prae.g_00540
OG0000523	Prbk.g_01874	Prae.g_00541
OG0000524	Prbk.g_01873	Prae.g_00542
OG0000525	Prbk.g_01871	Prae.g_00543
OG0000526	Prbk.g_01104	Prae.g_00544
OG0000527	Prbk.g_01105	Prae.g_00545
OG0000528	Prbk.g_01106	Prae.g_00546
OG0000529	Prbk.g_01108	Prae.g_00547
OG0000530	Prbk.g_01109	Prae.g_00548
OG0000531	Prbk.g_01110	Prae.g_00549
OG0000532	Prbk.g_01111	Prae.g_00550
OG0000533	Prbk.g_01115	Prae.g_00552
OG0000534	Prbk.g_01116	Prae.g_00553
OG0000535	Prbk.g_01117	Prae.g_00554
OG0000536	Prbk.g_01118	Prae.g_00555
OG0000537	Prbk.g_01119	Prae.g_00556
OG0000538	Prbk.g_01120	Prae.g_00557
OG0000539	Prbk.g_01124	Prae.g_00560
OG0000540	Prbk.g_01125	Prae.g_00561
OG0000541	Prbk.g_01126	Prae.g_00562
OG0000542	Prbk.g_01130	Prae.g_00565
OG0000543	Prbk.g_01131	Prae.g_00566
OG0000544	Prbk.g_01132	Prae.g_00567
OG0000545	Prbk.g_01133	Prae.g_00568
OG0000546	Prbk.g_01139	Prae.g_00569
OG0000547	Prbk.g_01140	Prae.g_00570
OG0000548	Prbk.g_01141	Prae.g_00571
OG0000549	Prbk.g_01143	Prae.g_00573
OG0000550	Prbk.g_01144	Prae.g_00574
OG0000551	Prbk.g_01145	Prae.g_00575
OG0000552	Prbk.g_01146	Prae.g_00576
OG0000553	Prbk.g_01147	Prae.g_00577
OG0000554	Prbk.g_01148	Prae.g_00578
OG0000555	Prbk.g_01151	Prae.g_00579
OG0000556	Prbk.g_01153	Prae.g_00580
OG0000557	Prbk.g_01154	Prae.g_00581
OG0000558	Prbk.g_01155	Prae.g_00582
OG0000559	Prbk.g_01156	Prae.g_00583
OG0000560	Prbk.g_01157	Prae.g_00584
OG0000561	Prbk.g_01158	Prae.g_00585
OG0000562	Prbk.g_01159	Prae.g_00586
OG0000563	Prbk.g_01161	Prae.g_00587
OG0000564	Prbk.g_01163	Prae.g_00588
OG0000565	Prbk.g_02602	Prae.g_00589
OG0000566	Prbk.g_02603	Prae.g_00590
OG0000567	Prbk.g_02604	Prae.g_00591
OG0000568	Prbk.g_02605	Prae.g_00592
OG0000569	Prbk.g_02608	Prae.g_00595
OG0000570	Prbk.g_02609	Prae.g_00596
OG0000571	Prbk.g_02611	Prae.g_00598
OG0000572	Prbk.g_02616	Prae.g_00599
OG0000573	Prbk.g_02617	Prae.g_00600
OG0000574	Prbk.g_02618	Prae.g_00601
OG0000575	Prbk.g_02621	Prae.g_00602
OG0000576	Prbk.g_02623	Prae.g_00603
OG0000577	Prbk.g_02624	Prae.g_00604
OG0000578	Prbk.g_02626	Prae.g_00605
OG0000579	Prbk.g_02627	Prae.g_00606
OG0000580	Prbk.g_02628	Prae.g_00607
OG0000581	Prbk.g_02629	Prae.g_00608
OG0000582	Prbk.g_02631	Prae.g_00609
