Orthogroup	Prbk	Prbc
OG0000076	Prbk.g_01209	Prbc.g_00746
OG0000077	Prbk.g_02290	Prbc.g_01081
OG0000078	Prbk.g_00472	Prbc.g_01214
OG0000079	Prbk.g_02209	Prbc.g_02183
OG0000080	Prbk.g_00709	Prbc.g_01748
OG0000081	Prbk.g_01815	Prbc.g_01773
OG0000082	Prbk.g_02475	Prbc.g_01865
OG0000084	Prbk.g_02324	Prbc.g_02036
OG0000085	Prbk.g_02271	Prbc.g_00173
OG0000086	Prbk.g_02195	Prbc.g_00896
OG0000090	Prbk.g_00476	Prbc.g_01229
OG0000091	Prbk.g_00275	Prbc.g_00717
OG0000092	Prbk.g_02012	Prbc.g_00144
OG0000093	Prbk.g_00992	Prbc.g_00958
OG0000094	Prbk.g_00948	Prbc.g_00288
OG0000095	Prbk.g_00512	Prbc.g_00238
OG0000096	Prbk.g_01603	Prbc.g_00989
OG0000097	Prbk.g_02204	Prbc.g_01009
OG0000098	Prbk.g_02281	Prbc.g_01073
OG0000099	Prbk.g_01626	Prbc.g_01093
OG0000101	Prbk.g_02126	Prbc.g_01127
OG0000102	Prbk.g_00191	Prbc.g_00458
OG0000103	Prbk.g_00206	Prbc.g_00449
OG0000104	Prbk.g_00559	Prbc.g_00432
OG0000105	Prbk.g_00777	Prbc.g_00401
OG0000106	Prbk.g_01280	Prbc.g_00388
OG0000107	Prbk.g_01261	Prbc.g_00379
OG0000108	Prbk.g_01251	Prbc.g_00369
OG0000109	Prbk.g_01515	Prbc.g_00330
OG0000110	Prbk.g_01001	Prbc.g_01147
OG0000111	Prbk.g_00409	Prbc.g_01167
OG0000112	Prbk.g_00422	Prbc.g_01177
OG0000113	Prbk.g_00438	Prbc.g_01189
OG0000114	Prbk.g_00492	Prbc.g_01217
OG0000115	Prbk.g_02112	Prbc.g_01533
OG0000116	Prbk.g_02114	Prbc.g_01535
OG0000117	Prbk.g_02061	Prbc.g_01540
OG0000118	Prbk.g_01862	Prbc.g_01579
OG0000119	Prbk.g_01078	Prbc.g_01611
OG0000120	Prbk.g_01080	Prbc.g_01612
OG0000121	Prbk.g_02684	Prbc.g_01622
OG0000122	Prbk.g_01890	Prbc.g_01632
OG0000123	Prbk.g_01121	Prbc.g_01662
OG0000124	Prbk.g_00740	Prbc.g_01728
OG0000125	Prbk.g_00739	Prbc.g_01729
OG0000126	Prbk.g_00738	Prbc.g_01730
OG0000127	Prbk.g_01385	Prbc.g_01768
OG0000128	Prbk.g_00616	Prbc.g_01789
OG0000129	Prbk.g_02370	Prbc.g_01811
OG0000130	Prbk.g_01642	Prbc.g_01999
OG0000131	Prbk.g_02466	Prbc.g_01856
OG0000132	Prbk.g_02530	Prbc.g_01893
OG0000133	Prbk.g_02438	Prbc.g_01995
OG0000134	Prbk.g_02444	Prbc.g_01843
OG0000135	Prbk.g_02316	Prbc.g_02040
OG0000136	Prbk.g_00059	Prbc.g_02110
OG0000137	Prbk.g_02197	Prbc.g_00899
OG0000138	Prbk.g_01025	Prbc.g_01452
OG0000139	Prbk.g_00144	Prbc.g_01439
OG0000140	Prbk.g_00121	Prbc.g_01387
OG0000141	Prbk.g_00066	Prbc.g_02103
OG0000142	Prbk.g_01169	Prbc.g_00577
OG0000143	Prbk.g_02052	Prbc.g_00657
OG0000144	Prbk.g_00243	Prbc.g_00695
OG0000145	Prbk.g_00260	Prbc.g_00710
OG0000146	Prbk.g_01212	Prbc.g_00744
OG0000147	Prbk.g_00932	Prbc.g_00789
OG0000148	Prbk.g_00931	Prbc.g_00790
OG0000149	Prbk.g_00913	Prbc.g_00830
OG0000150	Prbk.g_01417	Prbc.g_00867
OG0000151	Prbk.g_01414	Prbc.g_00869
OG0000152	Prbk.g_01381	Prbc.g_00889
OG0000153	Prbk.g_00987	Prbc.g_01572, Prbc.g_00326
OG0000154	Prbk.g_00950	Prbc.g_00290
OG0000155	Prbk.g_00811	Prbc.g_00271
OG0000156	Prbk.g_00528	Prbc.g_00226
OG0000157	Prbk.g_01540	Prbc.g_00190
OG0000158	Prbk.g_02252	Prbc.g_01047
OG0000160	Prbk.g_02279	Prbc.g_01071
OG0000161	Prbk.g_02280	Prbc.g_01072
OG0000162	Prbk.g_02282	Prbc.g_01074
OG0000163	Prbk.g_02283	Prbc.g_01075
OG0000164	Prbk.g_02284	Prbc.g_01076
OG0000165	Prbk.g_02285	Prbc.g_01077
OG0000166	Prbk.g_02287	Prbc.g_01078
OG0000167	Prbk.g_02288	Prbc.g_01079
OG0000168	Prbk.g_02289	Prbc.g_01080
OG0000169	Prbk.g_02291	Prbc.g_01082
OG0000170	Prbk.g_01639	Prbc.g_01084
OG0000171	Prbk.g_01638	Prbc.g_01085
OG0000172	Prbk.g_01633	Prbc.g_01086
OG0000173	Prbk.g_01632	Prbc.g_01087
OG0000174	Prbk.g_01631	Prbc.g_01088
OG0000175	Prbk.g_01630	Prbc.g_01089
OG0000176	Prbk.g_01629	Prbc.g_01090
OG0000177	Prbk.g_01628	Prbc.g_01091
OG0000178	Prbk.g_01627	Prbc.g_01092
OG0000179	Prbk.g_01625	Prbc.g_01094
OG0000180	Prbk.g_01624	Prbc.g_01095
OG0000181	Prbk.g_01623	Prbc.g_01096
OG0000182	Prbk.g_01622	Prbc.g_01097
OG0000183	Prbk.g_01621	Prbc.g_01098
OG0000184	Prbk.g_01619	Prbc.g_01099
OG0000185	Prbk.g_01614	Prbc.g_01102
OG0000186	Prbk.g_01609	Prbc.g_01104
OG0000187	Prbk.g_01608	Prbc.g_01105
OG0000188	Prbk.g_01607	Prbc.g_01106
OG0000189	Prbk.g_01606	Prbc.g_01118
OG0000190	Prbk.g_01604	Prbc.g_01120
OG0000191	Prbk.g_02158	Prbc.g_01121
OG0000192	Prbk.g_02156	Prbc.g_01122
OG0000193	Prbk.g_02155	Prbc.g_01123
OG0000194	Prbk.g_02148	Prbc.g_01124
OG0000195	Prbk.g_02141	Prbc.g_01125
OG0000196	Prbk.g_02133	Prbc.g_01126
OG0000197	Prbk.g_02125	Prbc.g_01128
OG0000198	Prbk.g_02124	Prbc.g_01129
OG0000199	Prbk.g_02123	Prbc.g_01130
OG0000200	Prbk.g_01326	Prbc.g_00509
OG0000201	Prbk.g_01324	Prbc.g_00508
OG0000202	Prbk.g_01323	Prbc.g_00507
OG0000203	Prbk.g_01320	Prbc.g_00504
OG0000204	Prbk.g_01319	Prbc.g_00503
OG0000205	Prbk.g_01315	Prbc.g_00500
OG0000206	Prbk.g_01313	Prbc.g_00498
OG0000207	Prbk.g_01309	Prbc.g_00496
OG0000208	Prbk.g_01308	Prbc.g_00495
OG0000209	Prbk.g_01665	Prbc.g_00494
OG0000210	Prbk.g_01307	Prbc.g_00493
OG0000211	Prbk.g_01304	Prbc.g_00492
OG0000212	Prbk.g_01303	Prbc.g_00491
OG0000213	Prbk.g_01302	Prbc.g_00490
OG0000214	Prbk.g_01301	Prbc.g_00489
OG0000215	Prbk.g_01300	Prbc.g_00488
OG0000216	Prbk.g_01299	Prbc.g_00487
OG0000217	Prbk.g_01295	Prbc.g_00485
OG0000218	Prbk.g_01294	Prbc.g_00484
OG0000219	Prbk.g_00035	Prbc.g_00483
OG0000220	Prbk.g_00031	Prbc.g_00482
OG0000221	Prbk.g_00026	Prbc.g_00479
OG0000222	Prbk.g_00025	Prbc.g_00478
OG0000223	Prbk.g_00024	Prbc.g_00477
OG0000224	Prbk.g_00022	Prbc.g_00476
OG0000225	Prbk.g_00021	Prbc.g_00475
OG0000226	Prbk.g_00020	Prbc.g_00474
OG0000227	Prbk.g_00018	Prbc.g_00472
OG0000228	Prbk.g_00017	Prbc.g_00471
OG0000229	Prbk.g_00016	Prbc.g_00470
OG0000230	Prbk.g_00015	Prbc.g_00469
OG0000231	Prbk.g_00014	Prbc.g_00468
OG0000232	Prbk.g_00012	Prbc.g_00467
OG0000233	Prbk.g_00011	Prbc.g_00466
OG0000234	Prbk.g_00010	Prbc.g_00465
OG0000235	Prbk.g_00007	Prbc.g_00464
OG0000236	Prbk.g_00003	Prbc.g_00461
OG0000237	Prbk.g_00001	Prbc.g_00460
OG0000238	Prbk.g_00190	Prbc.g_00459
OG0000239	Prbk.g_00192	Prbc.g_00457
OG0000240	Prbk.g_00194	Prbc.g_00455
OG0000241	Prbk.g_00196	Prbc.g_00454
OG0000242	Prbk.g_00197	Prbc.g_00453
OG0000243	Prbk.g_00202	Prbc.g_00451
OG0000244	Prbk.g_00207	Prbc.g_00448
OG0000245	Prbk.g_00208	Prbc.g_00447
OG0000246	Prbk.g_00209	Prbc.g_00446
OG0000247	Prbk.g_00542	Prbc.g_00443
OG0000248	Prbk.g_00544	Prbc.g_00441
OG0000249	Prbk.g_00547	Prbc.g_00439
OG0000250	Prbk.g_00549	Prbc.g_00438
OG0000251	Prbk.g_00550	Prbc.g_00437
OG0000252	Prbk.g_00551	Prbc.g_00436
OG0000253	Prbk.g_00552	Prbc.g_00435
OG0000254	Prbk.g_00554	Prbc.g_02145
OG0000255	Prbk.g_00555	Prbc.g_00434
OG0000256	Prbk.g_00560	Prbc.g_00431
OG0000257	Prbk.g_00749	Prbc.g_00428
OG0000258	Prbk.g_00751	Prbc.g_00426
OG0000259	Prbk.g_00752	Prbc.g_00425
OG0000260	Prbk.g_00753	Prbc.g_00424
OG0000261	Prbk.g_00754	Prbc.g_00423
OG0000262	Prbk.g_00755	Prbc.g_00422
OG0000263	Prbk.g_00757	Prbc.g_00420
OG0000264	Prbk.g_00758	Prbc.g_00419
OG0000265	Prbk.g_00759	Prbc.g_00418
OG0000266	Prbk.g_00760	Prbc.g_00417
OG0000267	Prbk.g_00761	Prbc.g_00416
OG0000268	Prbk.g_00763	Prbc.g_00415
OG0000269	Prbk.g_00765	Prbc.g_00413
OG0000270	Prbk.g_00766	Prbc.g_00412
OG0000271	Prbk.g_00767	Prbc.g_00411
OG0000272	Prbk.g_00768	Prbc.g_00410
OG0000273	Prbk.g_00769	Prbc.g_00409
OG0000274	Prbk.g_00770	Prbc.g_00408
OG0000275	Prbk.g_00771	Prbc.g_00407
OG0000276	Prbk.g_00772	Prbc.g_00406
OG0000277	Prbk.g_00774	Prbc.g_00404
OG0000278	Prbk.g_00775	Prbc.g_00403
OG0000279	Prbk.g_00776	Prbc.g_00402
OG0000280	Prbk.g_00778	Prbc.g_00400
OG0000281	Prbk.g_00779	Prbc.g_00399
OG0000282	Prbk.g_00780	Prbc.g_00398
OG0000283	Prbk.g_00781	Prbc.g_00397
OG0000284	Prbk.g_00782	Prbc.g_00396
OG0000285	Prbk.g_00783	Prbc.g_00395
OG0000286	Prbk.g_00784	Prbc.g_00394
OG0000287	Prbk.g_00785	Prbc.g_00393
OG0000288	Prbk.g_02425	Prbc.g_00391
OG0000289	Prbk.g_01283	Prbc.g_00390
OG0000290	Prbk.g_01281	Prbc.g_00389
OG0000291	Prbk.g_01277	Prbc.g_00387
OG0000292	Prbk.g_01275	Prbc.g_00385
OG0000293	Prbk.g_01272	Prbc.g_00384
OG0000294	Prbk.g_01270	Prbc.g_00383
OG0000295	Prbk.g_01267	Prbc.g_00382
OG0000296	Prbk.g_01266	Prbc.g_00381
OG0000297	Prbk.g_01263	Prbc.g_00380
OG0000298	Prbk.g_01260	Prbc.g_00378
OG0000299	Prbk.g_01259	Prbc.g_00377
OG0000300	Prbk.g_01258	Prbc.g_00376
OG0000301	Prbk.g_01257	Prbc.g_00375
OG0000302	Prbk.g_01256	Prbc.g_00374
OG0000303	Prbk.g_01255	Prbc.g_00373
OG0000304	Prbk.g_01253	Prbc.g_00371
OG0000305	Prbk.g_01252	Prbc.g_00370
OG0000306	Prbk.g_01245	Prbc.g_00368
OG0000307	Prbk.g_01244	Prbc.g_00367
OG0000308	Prbk.g_00631	Prbc.g_00366
OG0000309	Prbk.g_00632	Prbc.g_00365
OG0000310	Prbk.g_00633	Prbc.g_00364
OG0000311	Prbk.g_00686	Prbc.g_00363
OG0000312	Prbk.g_00685	Prbc.g_00362
OG0000313	Prbk.g_00683	Prbc.g_00361
OG0000314	Prbk.g_00682	Prbc.g_00360
OG0000315	Prbk.g_00680	Prbc.g_00358
OG0000316	Prbk.g_00670	Prbc.g_00357
OG0000317	Prbk.g_00669	Prbc.g_00356
OG0000318	Prbk.g_00668	Prbc.g_00355
OG0000319	Prbk.g_00662	Prbc.g_00354
OG0000320	Prbk.g_00661	Prbc.g_00353
OG0000321	Prbk.g_00658	Prbc.g_00352
OG0000322	Prbk.g_00657	Prbc.g_00351
OG0000323	Prbk.g_00656	Prbc.g_00350
OG0000324	Prbk.g_00655	Prbc.g_00349
OG0000325	Prbk.g_00654	Prbc.g_00348
OG0000326	Prbk.g_00653	Prbc.g_00347
OG0000327	Prbk.g_00652	Prbc.g_00346
OG0000328	Prbk.g_00650	Prbc.g_00345
OG0000329	Prbk.g_00649	Prbc.g_00344
OG0000330	Prbk.g_00648	Prbc.g_00343
OG0000331	Prbk.g_01364	Prbc.g_00342
OG0000332	Prbk.g_01136	Prbc.g_00341
OG0000333	Prbk.g_01135	Prbc.g_00340
OG0000334	Prbk.g_01134	Prbc.g_00339
OG0000335	Prbk.g_01368	Prbc.g_00337
OG0000336	Prbk.g_01369	Prbc.g_00335
OG0000337	Prbk.g_01521	Prbc.g_00334
OG0000338	Prbk.g_01514	Prbc.g_00329
OG0000339	Prbk.g_01900	Prbc.g_01140
OG0000340	Prbk.g_01012	Prbc.g_01142
OG0000341	Prbk.g_01011	Prbc.g_01143
OG0000342	Prbk.g_01010	Prbc.g_01144
OG0000343	Prbk.g_01008	Prbc.g_01145
OG0000344	Prbk.g_01003	Prbc.g_01146
OG0000345	Prbk.g_00371	Prbc.g_01149
OG0000346	Prbk.g_00372	Prbc.g_01150
OG0000347	Prbk.g_00374	Prbc.g_01153
OG0000348	Prbk.g_00376	Prbc.g_01154
OG0000349	Prbk.g_00378	Prbc.g_01155
OG0000350	Prbk.g_00384	Prbc.g_01156
OG0000351	Prbk.g_01365	Prbc.g_01157
OG0000352	Prbk.g_00397	Prbc.g_01158
OG0000353	Prbk.g_00398	Prbc.g_01159
OG0000354	Prbk.g_00400	Prbc.g_01160
OG0000355	Prbk.g_00401	Prbc.g_01161
OG0000356	Prbk.g_00402	Prbc.g_01162
OG0000357	Prbk.g_00403	Prbc.g_01163
OG0000358	Prbk.g_00404	Prbc.g_01164
OG0000359	Prbk.g_00406	Prbc.g_01166
OG0000360	Prbk.g_00411	Prbc.g_01168
OG0000361	Prbk.g_00412	Prbc.g_01169
OG0000362	Prbk.g_00413	Prbc.g_01170
OG0000363	Prbk.g_00415	Prbc.g_01171
OG0000364	Prbk.g_00420	Prbc.g_01175
OG0000365	Prbk.g_00421	Prbc.g_01176
OG0000366	Prbk.g_00423	Prbc.g_01178
OG0000367	Prbk.g_00425	Prbc.g_01179
OG0000368	Prbk.g_00426	Prbc.g_01180
OG0000369	Prbk.g_00427	Prbc.g_01181
OG0000370	Prbk.g_00428	Prbc.g_01182
OG0000371	Prbk.g_00429	Prbc.g_01183
OG0000372	Prbk.g_00430	Prbc.g_01184
OG0000373	Prbk.g_00431	Prbc.g_01185
OG0000374	Prbk.g_00434	Prbc.g_01186
OG0000375	Prbk.g_00435	Prbc.g_01187
OG0000376	Prbk.g_00439	Prbc.g_01190
OG0000377	Prbk.g_00442	Prbc.g_01191
OG0000378	Prbk.g_00443	Prbc.g_01192
OG0000379	Prbk.g_00444	Prbc.g_01193
OG0000380	Prbk.g_00449	Prbc.g_01194
OG0000381	Prbk.g_00450	Prbc.g_01195
OG0000382	Prbk.g_00451	Prbc.g_01196
OG0000383	Prbk.g_00453	Prbc.g_01197
OG0000384	Prbk.g_00456	Prbc.g_01200
OG0000385	Prbk.g_00457	Prbc.g_01201
OG0000386	Prbk.g_00458	Prbc.g_01202
OG0000387	Prbk.g_00460	Prbc.g_01203
OG0000388	Prbk.g_00461	Prbc.g_01204
OG0000389	Prbk.g_00462	Prbc.g_01205
OG0000390	Prbk.g_00463	Prbc.g_01206
OG0000391	Prbk.g_00464	Prbc.g_01207
OG0000392	Prbk.g_00465	Prbc.g_01208
OG0000393	Prbk.g_00466	Prbc.g_01209
OG0000394	Prbk.g_00467	Prbc.g_01210
OG0000395	Prbk.g_00468	Prbc.g_01211
OG0000396	Prbk.g_00471	Prbc.g_01213
OG0000397	Prbk.g_00481	Prbc.g_01215
OG0000398	Prbk.g_00483	Prbc.g_01216
OG0000399	Prbk.g_00853	Prbc.g_01219
OG0000400	Prbk.g_00860	Prbc.g_01225
OG0000401	Prbk.g_00861	Prbc.g_01813
OG0000402	Prbk.g_00871	Prbc.g_01246
OG0000403	Prbk.g_00873	Prbc.g_01248
OG0000404	Prbk.g_00874	Prbc.g_01249
OG0000405	Prbk.g_00876	Prbc.g_01250
OG0000406	Prbk.g_00881	Prbc.g_01253
OG0000407	Prbk.g_00882	Prbc.g_01254
OG0000408	Prbk.g_00888	Prbc.g_01256
OG0000409	Prbk.g_00889	Prbc.g_01257
OG0000410	Prbk.g_00890	Prbc.g_01258
OG0000411	Prbk.g_00891	Prbc.g_01259
OG0000412	Prbk.g_00892	Prbc.g_01260
OG0000413	Prbk.g_00893	Prbc.g_01261
OG0000414	Prbk.g_00894	Prbc.g_01262
OG0000415	Prbk.g_00895	Prbc.g_01263
OG0000416	Prbk.g_00365	Prbc.g_01267
OG0000417	Prbk.g_00364	Prbc.g_01268
OG0000418	Prbk.g_00361	Prbc.g_01270
OG0000419	Prbk.g_00360	Prbc.g_01271
OG0000420	Prbk.g_02556	Prbc.g_01912
OG0000421	Prbk.g_01321	Prbc.g_02137
OG0000422	Prbk.g_00924	Prbc.g_02168
OG0000423	Prbk.g_01693	Prbc.g_01317
OG0000424	Prbk.g_01902	Prbc.g_00934
OG0000425	Prbk.g_00352	Prbc.g_01492
OG0000426	Prbk.g_00351	Prbc.g_01493
OG0000427	Prbk.g_00339	Prbc.g_01494
OG0000428	Prbk.g_00329	Prbc.g_01496
OG0000429	Prbk.g_00328	Prbc.g_01497
OG0000430	Prbk.g_00326	Prbc.g_01499
OG0000431	Prbk.g_00325	Prbc.g_01500
OG0000432	Prbk.g_00324	Prbc.g_01501
OG0000433	Prbk.g_00323	Prbc.g_01502
OG0000434	Prbk.g_00321	Prbc.g_01503
OG0000435	Prbk.g_00320	Prbc.g_01504
OG0000436	Prbk.g_00319	Prbc.g_01505
OG0000437	Prbk.g_00318	Prbc.g_01506
OG0000438	Prbk.g_00317	Prbc.g_01507
OG0000439	Prbk.g_00316	Prbc.g_01508
OG0000440	Prbk.g_00315	Prbc.g_01509
OG0000441	Prbk.g_00311	Prbc.g_01510
OG0000442	Prbk.g_00310	Prbc.g_01511
OG0000443	Prbk.g_00309	Prbc.g_01512
OG0000444	Prbk.g_00308	Prbc.g_01513
OG0000445	Prbk.g_00301	Prbc.g_01514
OG0000446	Prbk.g_00299	Prbc.g_01516
OG0000447	Prbk.g_00298	Prbc.g_01517
OG0000448	Prbk.g_00295	Prbc.g_01518
OG0000449	Prbk.g_02088	Prbc.g_01524
OG0000450	Prbk.g_02089	Prbc.g_01525
OG0000451	Prbk.g_02092	Prbc.g_01526
OG0000452	Prbk.g_02105	Prbc.g_01528
OG0000453	Prbk.g_02107	Prbc.g_01529
OG0000454	Prbk.g_02109	Prbc.g_01531
OG0000455	Prbk.g_02111	Prbc.g_01532
OG0000456	Prbk.g_02053	Prbc.g_01536
OG0000457	Prbk.g_02056	Prbc.g_01538
OG0000458	Prbk.g_02060	Prbc.g_01539
OG0000459	Prbk.g_02062	Prbc.g_01541
OG0000460	Prbk.g_02064	Prbc.g_01543
OG0000461	Prbk.g_02065	Prbc.g_01544
OG0000462	Prbk.g_02066	Prbc.g_01545
OG0000463	Prbk.g_02069	Prbc.g_01546
OG0000464	Prbk.g_02071	Prbc.g_01547
OG0000465	Prbk.g_02072	Prbc.g_01548
OG0000466	Prbk.g_02073	Prbc.g_01549
OG0000467	Prbk.g_02074	Prbc.g_01550
OG0000468	Prbk.g_02075	Prbc.g_01551
OG0000469	Prbk.g_02076	Prbc.g_01552
OG0000470	Prbk.g_02077	Prbc.g_01553
OG0000471	Prbk.g_02078	Prbc.g_01554
OG0000472	Prbk.g_01865	Prbc.g_01580
OG0000473	Prbk.g_01041	Prbc.g_01581
OG0000474	Prbk.g_01042	Prbc.g_01582
OG0000475	Prbk.g_01043	Prbc.g_01583
OG0000476	Prbk.g_01046	Prbc.g_01585
OG0000477	Prbk.g_01047	Prbc.g_01586
OG0000478	Prbk.g_01048	Prbc.g_01587
OG0000479	Prbk.g_01049	Prbc.g_01588
OG0000480	Prbk.g_01050	Prbc.g_01590
OG0000481	Prbk.g_01051	Prbc.g_01592
OG0000482	Prbk.g_01052	Prbc.g_01593
OG0000483	Prbk.g_01054	Prbc.g_01595
OG0000484	Prbk.g_01055	Prbc.g_01596
OG0000485	Prbk.g_01056	Prbc.g_01597
OG0000486	Prbk.g_01061	Prbc.g_01599
OG0000487	Prbk.g_01066	Prbc.g_01603
OG0000488	Prbk.g_01067	Prbc.g_01604
OG0000489	Prbk.g_01068	Prbc.g_01605
OG0000490	Prbk.g_01070	Prbc.g_01606
OG0000491	Prbk.g_01071	Prbc.g_01607
OG0000492	Prbk.g_01076	Prbc.g_01608
OG0000493	Prbk.g_01965	Prbc.g_01609
OG0000494	Prbk.g_01772	Prbc.g_01610
OG0000495	Prbk.g_01081	Prbc.g_01613
OG0000496	Prbk.g_01083	Prbc.g_01614
OG0000497	Prbk.g_01085	Prbc.g_01615
OG0000498	Prbk.g_01086	Prbc.g_01616
OG0000499	Prbk.g_01092	Prbc.g_01617
OG0000500	Prbk.g_01095	Prbc.g_01619
OG0000501	Prbk.g_01097	Prbc.g_01620
OG0000502	Prbk.g_01099	Prbc.g_01621
OG0000503	Prbk.g_02686	Prbc.g_01623
OG0000504	Prbk.g_01898	Prbc.g_01624
OG0000505	Prbk.g_01897	Prbc.g_01626
OG0000506	Prbk.g_01895	Prbc.g_01627
OG0000507	Prbk.g_01894	Prbc.g_01628
OG0000508	Prbk.g_01893	Prbc.g_01629
OG0000509	Prbk.g_01892	Prbc.g_01630
OG0000510	Prbk.g_01891	Prbc.g_01631
OG0000511	Prbk.g_01889	Prbc.g_01633
OG0000512	Prbk.g_01888	Prbc.g_01634
OG0000513	Prbk.g_01887	Prbc.g_01635
OG0000514	Prbk.g_01886	Prbc.g_01636
OG0000515	Prbk.g_01885	Prbc.g_01637
OG0000516	Prbk.g_01884	Prbc.g_01638
OG0000517	Prbk.g_01882	Prbc.g_01640
OG0000518	Prbk.g_01881	Prbc.g_01641
OG0000519	Prbk.g_01879	Prbc.g_01642
OG0000520	Prbk.g_01877	Prbc.g_01643
OG0000521	Prbk.g_01876	Prbc.g_01644
OG0000522	Prbk.g_01875	Prbc.g_01645
OG0000523	Prbk.g_01874	Prbc.g_01646
OG0000524	Prbk.g_01873	Prbc.g_01647
OG0000525	Prbk.g_01871	Prbc.g_01648
OG0000526	Prbk.g_01104	Prbc.g_01649
OG0000527	Prbk.g_01105	Prbc.g_01650
OG0000528	Prbk.g_01106	Prbc.g_01651
OG0000529	Prbk.g_01108	Prbc.g_01652
OG0000530	Prbk.g_01109	Prbc.g_01653
OG0000531	Prbk.g_01110	Prbc.g_01654
OG0000532	Prbk.g_01111	Prbc.g_01655
OG0000533	Prbk.g_01115	Prbc.g_01656
OG0000534	Prbk.g_01116	Prbc.g_01657
OG0000535	Prbk.g_01117	Prbc.g_01658
OG0000536	Prbk.g_01118	Prbc.g_01659
OG0000537	Prbk.g_01119	Prbc.g_01660
OG0000538	Prbk.g_01120	Prbc.g_01661
OG0000539	Prbk.g_01124	Prbc.g_01663
OG0000540	Prbk.g_01125	Prbc.g_01664
OG0000541	Prbk.g_01126	Prbc.g_01665
OG0000542	Prbk.g_01130	Prbc.g_01667
