Orthogroup	Prbk	Pram
OG0000196	Prbk.g_02133	Pram.g_00035
OG0000197	Prbk.g_02125	Pram.g_00037
OG0000198	Prbk.g_02124	Pram.g_00038
OG0000199	Prbk.g_02123	Pram.g_00039
OG0000200	Prbk.g_01326	Pram.g_00048
OG0000201	Prbk.g_01324	Pram.g_00049
OG0000202	Prbk.g_01323	Pram.g_00050
OG0000203	Prbk.g_01320	Pram.g_00054
OG0000204	Prbk.g_01319	Pram.g_00055
OG0000205	Prbk.g_01315	Pram.g_00058
OG0000206	Prbk.g_01313	Pram.g_00060
OG0000207	Prbk.g_01309	Pram.g_00062
OG0000208	Prbk.g_01308	Pram.g_00063
OG0000209	Prbk.g_01665	Pram.g_01536
OG0000210	Prbk.g_01307	Pram.g_00064
OG0000211	Prbk.g_01304	Pram.g_00065
OG0000212	Prbk.g_01303	Pram.g_00066
OG0000213	Prbk.g_01302	Pram.g_00067
OG0000214	Prbk.g_01301	Pram.g_00068
OG0000215	Prbk.g_01300	Pram.g_00069
OG0000216	Prbk.g_01299	Pram.g_00070
OG0000217	Prbk.g_01295	Pram.g_00072
OG0000218	Prbk.g_01294	Pram.g_00073
OG0000219	Prbk.g_00035	Pram.g_00074
OG0000220	Prbk.g_00031	Pram.g_00075
OG0000221	Prbk.g_00026	Pram.g_00078
OG0000222	Prbk.g_00025	Pram.g_00079
OG0000223	Prbk.g_00024	Pram.g_00080
OG0000224	Prbk.g_00022	Pram.g_00081
OG0000225	Prbk.g_00021	Pram.g_00082
OG0000226	Prbk.g_00020	Pram.g_00083
OG0000227	Prbk.g_00018	Pram.g_00085
OG0000228	Prbk.g_00017	Pram.g_00086
OG0000229	Prbk.g_00016	Pram.g_00087
OG0000230	Prbk.g_00015	Pram.g_00088
OG0000231	Prbk.g_00014	Pram.g_00089
OG0000232	Prbk.g_00012	Pram.g_00090
OG0000233	Prbk.g_00011	Pram.g_00091
OG0000234	Prbk.g_00010	Pram.g_00092
OG0000235	Prbk.g_00007	Pram.g_00093
OG0000236	Prbk.g_00003	Pram.g_00096
OG0000237	Prbk.g_00001	Pram.g_00097
OG0000238	Prbk.g_00190	Pram.g_00098
OG0000239	Prbk.g_00192	Pram.g_00100
OG0000240	Prbk.g_00194	Pram.g_00101
OG0000241	Prbk.g_00196	Pram.g_00102
OG0000242	Prbk.g_00197	Pram.g_00103
OG0000243	Prbk.g_00202	Pram.g_00106
OG0000244	Prbk.g_00207	Pram.g_00109
OG0000245	Prbk.g_00208	Pram.g_00110
OG0000246	Prbk.g_00209	Pram.g_00111
OG0000247	Prbk.g_00542	Pram.g_00113
OG0000248	Prbk.g_00544	Pram.g_00115
OG0000249	Prbk.g_00547	Pram.g_00117
OG0000250	Prbk.g_00549	Pram.g_00118
OG0000251	Prbk.g_00550	Pram.g_00119
OG0000252	Prbk.g_00551	Pram.g_00120
OG0000253	Prbk.g_00552	Pram.g_00121
OG0000254	Prbk.g_00554	Pram.g_01001
OG0000255	Prbk.g_00555	Pram.g_00123
OG0000256	Prbk.g_00560	Pram.g_00126
OG0000257	Prbk.g_00749	Pram.g_00128
OG0000258	Prbk.g_00751	Pram.g_00130
OG0000259	Prbk.g_00752	Pram.g_00131
OG0000260	Prbk.g_00753	Pram.g_00132
OG0000261	Prbk.g_00754	Pram.g_00133
OG0000262	Prbk.g_00755	Pram.g_00134
OG0000263	Prbk.g_00757	Pram.g_00136
OG0000264	Prbk.g_00758	Pram.g_00137
OG0000265	Prbk.g_00759	Pram.g_00138
OG0000266	Prbk.g_00760	Pram.g_00139
OG0000267	Prbk.g_00761	Pram.g_00140
OG0000268	Prbk.g_00763	Pram.g_00141
OG0000269	Prbk.g_00765	Pram.g_00143
OG0000270	Prbk.g_00766	Pram.g_00144
OG0000271	Prbk.g_00767	Pram.g_00145
OG0000272	Prbk.g_00768	Pram.g_00146
OG0000273	Prbk.g_00769	Pram.g_00147
OG0000274	Prbk.g_00770	Pram.g_00148
OG0000275	Prbk.g_00771	Pram.g_00149
OG0000276	Prbk.g_00772	Pram.g_00150
OG0000277	Prbk.g_00774	Pram.g_00152
OG0000278	Prbk.g_00775	Pram.g_00153
OG0000279	Prbk.g_00776	Pram.g_00154
OG0000280	Prbk.g_00778	Pram.g_00156
OG0000281	Prbk.g_00779	Pram.g_00157
OG0000282	Prbk.g_00780	Pram.g_00158
OG0000283	Prbk.g_00781	Pram.g_00159
OG0000284	Prbk.g_00782	Pram.g_00160
OG0000285	Prbk.g_00783	Pram.g_00161
OG0000286	Prbk.g_00784	Pram.g_00162
OG0000287	Prbk.g_00785	Pram.g_00163
OG0000288	Prbk.g_02425	Pram.g_00165
OG0000289	Prbk.g_01283	Pram.g_00166
OG0000290	Prbk.g_01281	Pram.g_00167
OG0000291	Prbk.g_01277	Pram.g_00169
OG0000292	Prbk.g_01275	Pram.g_00171
OG0000293	Prbk.g_01272	Pram.g_00172
OG0000294	Prbk.g_01270	Pram.g_00173
OG0000295	Prbk.g_01267	Pram.g_00174
OG0000296	Prbk.g_01266	Pram.g_00175
OG0000297	Prbk.g_01263	Pram.g_00176
OG0000298	Prbk.g_01260	Pram.g_00178
OG0000299	Prbk.g_01259	Pram.g_00179
OG0000300	Prbk.g_01258	Pram.g_00180
OG0000301	Prbk.g_01257	Pram.g_00181
OG0000302	Prbk.g_01256	Pram.g_00182
OG0000303	Prbk.g_01255	Pram.g_00183
OG0000304	Prbk.g_01253	Pram.g_00185
OG0000305	Prbk.g_01252	Pram.g_00186
OG0000306	Prbk.g_01245	Pram.g_00189
OG0000307	Prbk.g_01244	Pram.g_00190
OG0000308	Prbk.g_00631	Pram.g_00191
OG0000309	Prbk.g_00632	Pram.g_00192
OG0000310	Prbk.g_00633	Pram.g_00193
OG0000311	Prbk.g_00686	Pram.g_00194
OG0000312	Prbk.g_00685	Pram.g_00195
OG0000313	Prbk.g_00683	Pram.g_00196
OG0000314	Prbk.g_00682	Pram.g_00197
OG0000315	Prbk.g_00680	Pram.g_00198
OG0000316	Prbk.g_00670	Pram.g_00199
OG0000317	Prbk.g_00669	Pram.g_00200
OG0000318	Prbk.g_00668	Pram.g_00201
OG0000319	Prbk.g_00662	Pram.g_00202
OG0000320	Prbk.g_00661	Pram.g_00203
OG0000321	Prbk.g_00658	Pram.g_00204
OG0000322	Prbk.g_00657	Pram.g_00205
OG0000323	Prbk.g_00656	Pram.g_00206
OG0000324	Prbk.g_00655	Pram.g_00207
OG0000325	Prbk.g_00654	Pram.g_00208
OG0000326	Prbk.g_00653	Pram.g_00209
OG0000327	Prbk.g_00652	Pram.g_00210
OG0000328	Prbk.g_00650	Pram.g_00212
OG0000329	Prbk.g_00649	Pram.g_00213
OG0000330	Prbk.g_00648	Pram.g_00214
OG0000331	Prbk.g_01364	Pram.g_00216
OG0000332	Prbk.g_01136	Pram.g_00217
OG0000333	Prbk.g_01135	Pram.g_00218
OG0000334	Prbk.g_01134	Pram.g_00219
OG0000335	Prbk.g_01368	Pram.g_00220
OG0000336	Prbk.g_01369	Pram.g_00222
OG0000337	Prbk.g_01521	Pram.g_00223
OG0000338	Prbk.g_01514	Pram.g_00228
OG0000339	Prbk.g_01900	Pram.g_00230
OG0000340	Prbk.g_01012	Pram.g_00232
OG0000341	Prbk.g_01011	Pram.g_00233
OG0000342	Prbk.g_01010	Pram.g_00234
OG0000343	Prbk.g_01008	Pram.g_00235
OG0000344	Prbk.g_01003	Pram.g_00238
OG0000345	Prbk.g_00371	Pram.g_00242
OG0000346	Prbk.g_00372	Pram.g_00243
OG0000347	Prbk.g_00374	Pram.g_00246
OG0000348	Prbk.g_00376	Pram.g_00247
OG0000349	Prbk.g_00378	Pram.g_00248
OG0000350	Prbk.g_00384	Pram.g_00250
OG0000351	Prbk.g_01365	Pram.g_00251
OG0000352	Prbk.g_00397	Pram.g_00252
OG0000353	Prbk.g_00398	Pram.g_00253
OG0000354	Prbk.g_00400	Pram.g_00254
OG0000355	Prbk.g_00401	Pram.g_00255
OG0000356	Prbk.g_00402	Pram.g_00256
OG0000357	Prbk.g_00403	Pram.g_00257
OG0000358	Prbk.g_00404	Pram.g_00258
OG0000359	Prbk.g_00406	Pram.g_00260
OG0000360	Prbk.g_00411	Pram.g_00263
OG0000361	Prbk.g_00412	Pram.g_00264
OG0000362	Prbk.g_00413	Pram.g_00265
OG0000363	Prbk.g_00415	Pram.g_00266
OG0000364	Prbk.g_00420	Pram.g_00270
OG0000365	Prbk.g_00421	Pram.g_00271
OG0000366	Prbk.g_00423	Pram.g_00274
OG0000367	Prbk.g_00425	Pram.g_00275
OG0000368	Prbk.g_00426	Pram.g_00276
OG0000369	Prbk.g_00427	Pram.g_00277
OG0000370	Prbk.g_00428	Pram.g_00278
OG0000371	Prbk.g_00429	Pram.g_00280
OG0000372	Prbk.g_00430	Pram.g_00281
OG0000373	Prbk.g_00431	Pram.g_00282
OG0000374	Prbk.g_00434	Pram.g_00283
OG0000375	Prbk.g_00435	Pram.g_00284
OG0000376	Prbk.g_00439	Pram.g_00287
OG0000377	Prbk.g_00442	Pram.g_00288
OG0000378	Prbk.g_00443	Pram.g_00289
OG0000379	Prbk.g_00444	Pram.g_00290
OG0000380	Prbk.g_00449	Pram.g_00291
OG0000381	Prbk.g_00450	Pram.g_00292
OG0000382	Prbk.g_00451	Pram.g_00293
OG0000383	Prbk.g_00453	Pram.g_00294
OG0000384	Prbk.g_00456	Pram.g_00296
OG0000385	Prbk.g_00457	Pram.g_00297
OG0000386	Prbk.g_00458	Pram.g_00298
OG0000387	Prbk.g_00460	Pram.g_00299
OG0000388	Prbk.g_00461	Pram.g_00300
OG0000389	Prbk.g_00462	Pram.g_00301
OG0000390	Prbk.g_00463	Pram.g_00302
OG0000391	Prbk.g_00464	Pram.g_00303
OG0000392	Prbk.g_00465	Pram.g_00304
OG0000393	Prbk.g_00466	Pram.g_00305
OG0000394	Prbk.g_00467	Pram.g_00306
OG0000395	Prbk.g_00468	Pram.g_00307
OG0000396	Prbk.g_00471	Pram.g_00309
OG0000397	Prbk.g_00481	Pram.g_00311
OG0000398	Prbk.g_00483	Pram.g_00312
OG0000399	Prbk.g_00853	Pram.g_00315
OG0000400	Prbk.g_00860	Pram.g_00321
OG0000401	Prbk.g_00861	Pram.g_00322
OG0000402	Prbk.g_00871	Pram.g_00328
OG0000403	Prbk.g_00873	Pram.g_00330
OG0000404	Prbk.g_00874	Pram.g_00331
OG0000405	Prbk.g_00876	Pram.g_00332
OG0000406	Prbk.g_00881	Pram.g_00336
OG0000407	Prbk.g_00882	Pram.g_00337
OG0000408	Prbk.g_00888	Pram.g_00340
OG0000409	Prbk.g_00889	Pram.g_00341
OG0000410	Prbk.g_00890	Pram.g_00342
OG0000411	Prbk.g_00891	Pram.g_00343
OG0000412	Prbk.g_00892	Pram.g_00344
OG0000413	Prbk.g_00893	Pram.g_00345
OG0000414	Prbk.g_00894	Pram.g_00346
OG0000415	Prbk.g_00895	Pram.g_00347
OG0000416	Prbk.g_00365	Pram.g_00351
OG0000417	Prbk.g_00364	Pram.g_00352
OG0000418	Prbk.g_00361	Pram.g_00354
OG0000419	Prbk.g_00360	Pram.g_00355
OG0000420	Prbk.g_02556	Pram.g_00864
OG0000421	Prbk.g_01321	Pram.g_01184
OG0000422	Prbk.g_00924	Pram.g_01537
OG0000423	Prbk.g_01693	Pram.g_01177
OG0000424	Prbk.g_01902	Pram.g_01696
OG0000425	Prbk.g_00352	Pram.g_00366
OG0000426	Prbk.g_00351	Pram.g_00367
OG0000427	Prbk.g_00339	Pram.g_00368
OG0000428	Prbk.g_00329	Pram.g_00370
OG0000429	Prbk.g_00328	Pram.g_00371
OG0000430	Prbk.g_00326	Pram.g_00373
OG0000431	Prbk.g_00325	Pram.g_00374
OG0000432	Prbk.g_00324	Pram.g_00375
OG0000433	Prbk.g_00323	Pram.g_00376
OG0000434	Prbk.g_00321	Pram.g_00377
OG0000435	Prbk.g_00320	Pram.g_00378
OG0000436	Prbk.g_00319	Pram.g_00379
OG0000437	Prbk.g_00318	Pram.g_00380
OG0000438	Prbk.g_00317	Pram.g_00381
OG0000439	Prbk.g_00316	Pram.g_00382
OG0000440	Prbk.g_00315	Pram.g_00383
OG0000441	Prbk.g_00311	Pram.g_00384
OG0000442	Prbk.g_00310	Pram.g_00385
OG0000443	Prbk.g_00309	Pram.g_00386
OG0000444	Prbk.g_00308	Pram.g_00387
OG0000445	Prbk.g_00301	Pram.g_00393
OG0000446	Prbk.g_00299	Pram.g_00395
OG0000447	Prbk.g_00298	Pram.g_00396
OG0000448	Prbk.g_00295	Pram.g_00397
OG0000449	Prbk.g_02088	Pram.g_00400
OG0000450	Prbk.g_02089	Pram.g_00401
OG0000451	Prbk.g_02092	Pram.g_00402
OG0000452	Prbk.g_02105	Pram.g_00404
OG0000453	Prbk.g_02107	Pram.g_00406
OG0000454	Prbk.g_02109	Pram.g_00407
OG0000455	Prbk.g_02111	Pram.g_00409
OG0000456	Prbk.g_02053	Pram.g_00413
OG0000457	Prbk.g_02056	Pram.g_00414
OG0000458	Prbk.g_02060	Pram.g_00415
OG0000459	Prbk.g_02062	Pram.g_00417
OG0000460	Prbk.g_02064	Pram.g_00419
OG0000461	Prbk.g_02065	Pram.g_00420
OG0000462	Prbk.g_02066	Pram.g_00421
OG0000463	Prbk.g_02069	Pram.g_00423
OG0000464	Prbk.g_02071	Pram.g_00424
OG0000465	Prbk.g_02072	Pram.g_00425
OG0000466	Prbk.g_02073	Pram.g_00426
OG0000467	Prbk.g_02074	Pram.g_00427
OG0000468	Prbk.g_02075	Pram.g_00428
OG0000469	Prbk.g_02076	Pram.g_00429
OG0000470	Prbk.g_02077	Pram.g_00430
OG0000471	Prbk.g_02078	Pram.g_00431
OG0000472	Prbk.g_01865	Pram.g_00438
OG0000473	Prbk.g_01041	Pram.g_00439
OG0000474	Prbk.g_01042	Pram.g_00440
OG0000475	Prbk.g_01043	Pram.g_00441
OG0000476	Prbk.g_01046	Pram.g_00442
OG0000477	Prbk.g_01047	Pram.g_00443
OG0000478	Prbk.g_01048	Pram.g_00444
OG0000479	Prbk.g_01049	Pram.g_00445
OG0000480	Prbk.g_01050	Pram.g_00447
OG0000481	Prbk.g_01051	Pram.g_00449
OG0000482	Prbk.g_01052	Pram.g_00450
OG0000483	Prbk.g_01054	Pram.g_00452
OG0000484	Prbk.g_01055	Pram.g_00453
OG0000485	Prbk.g_01056	Pram.g_00454
OG0000486	Prbk.g_01061	Pram.g_00456
OG0000487	Prbk.g_01066	Pram.g_00461
OG0000488	Prbk.g_01067	Pram.g_00462
OG0000489	Prbk.g_01068	Pram.g_00463
OG0000490	Prbk.g_01070	Pram.g_00464
OG0000491	Prbk.g_01071	Pram.g_00465
OG0000492	Prbk.g_01076	Pram.g_00466
OG0000493	Prbk.g_01965	Pram.g_00468
OG0000494	Prbk.g_01772	Pram.g_00469
OG0000495	Prbk.g_01081	Pram.g_00472
OG0000496	Prbk.g_01083	Pram.g_00473
OG0000497	Prbk.g_01085	Pram.g_00474
OG0000498	Prbk.g_01086	Pram.g_00475
OG0000499	Prbk.g_01092	Pram.g_00476
OG0000500	Prbk.g_01095	Pram.g_00477
OG0000501	Prbk.g_01097	Pram.g_00478
OG0000502	Prbk.g_01099	Pram.g_00479
OG0000503	Prbk.g_02686	Pram.g_00481
OG0000504	Prbk.g_01898	Pram.g_00482
OG0000505	Prbk.g_01897	Pram.g_00483
OG0000506	Prbk.g_01895	Pram.g_00484
OG0000507	Prbk.g_01894	Pram.g_00485
OG0000508	Prbk.g_01893	Pram.g_00486
OG0000509	Prbk.g_01892	Pram.g_00487
OG0000510	Prbk.g_01891	Pram.g_00488
OG0000511	Prbk.g_01889	Pram.g_00490
OG0000512	Prbk.g_01888	Pram.g_00491
OG0000513	Prbk.g_01887	Pram.g_00492
OG0000514	Prbk.g_01886	Pram.g_00493
OG0000515	Prbk.g_01885	Pram.g_00494
OG0000516	Prbk.g_01884	Pram.g_00495
OG0000517	Prbk.g_01882	Pram.g_00497
OG0000518	Prbk.g_01881	Pram.g_00498
OG0000519	Prbk.g_01879	Pram.g_00500
OG0000520	Prbk.g_01877	Pram.g_00502
OG0000521	Prbk.g_01876	Pram.g_00503
OG0000522	Prbk.g_01875	Pram.g_00504
OG0000523	Prbk.g_01874	Pram.g_00505
OG0000524	Prbk.g_01873	Pram.g_00506
OG0000525	Prbk.g_01871	Pram.g_00507
OG0000526	Prbk.g_01104	Pram.g_00508
OG0000527	Prbk.g_01105	Pram.g_00509
OG0000528	Prbk.g_01106	Pram.g_00510
OG0000529	Prbk.g_01108	Pram.g_00511
OG0000530	Prbk.g_01109	Pram.g_00512
OG0000531	Prbk.g_01110	Pram.g_00513
OG0000532	Prbk.g_01111	Pram.g_00514
OG0000533	Prbk.g_01115	Pram.g_00516
OG0000534	Prbk.g_01116	Pram.g_00517
OG0000535	Prbk.g_01117	Pram.g_00518
OG0000536	Prbk.g_01118	Pram.g_00519
OG0000537	Prbk.g_01119	Pram.g_00520
OG0000538	Prbk.g_01120	Pram.g_00521
OG0000539	Prbk.g_01124	Pram.g_00523
OG0000540	Prbk.g_01125	Pram.g_00524
OG0000541	Prbk.g_01126	Pram.g_00525
OG0000542	Prbk.g_01130	Pram.g_00528
OG0000543	Prbk.g_01131	Pram.g_00529
OG0000544	Prbk.g_01132	Pram.g_00530
OG0000545	Prbk.g_01133	Pram.g_00531
OG0000546	Prbk.g_01139	Pram.g_00532
OG0000547	Prbk.g_01140	Pram.g_00533
OG0000548	Prbk.g_01141	Pram.g_00534
OG0000549	Prbk.g_01143	Pram.g_00536
OG0000550	Prbk.g_01144	Pram.g_00537
OG0000551	Prbk.g_01145	Pram.g_00538
OG0000552	Prbk.g_01146	Pram.g_00539
OG0000553	Prbk.g_01147	Pram.g_00540
OG0000554	Prbk.g_01148	Pram.g_00541
OG0000555	Prbk.g_01151	Pram.g_00543
OG0000556	Prbk.g_01153	Pram.g_00544
OG0000557	Prbk.g_01154	Pram.g_00545
OG0000558	Prbk.g_01155	Pram.g_00546
OG0000559	Prbk.g_01156	Pram.g_00547
OG0000560	Prbk.g_01157	Pram.g_00548
OG0000561	Prbk.g_01158	Pram.g_00549
OG0000562	Prbk.g_01159	Pram.g_00550
OG0000563	Prbk.g_01161	Pram.g_00551
OG0000564	Prbk.g_01163	Pram.g_00552
OG0000565	Prbk.g_02602	Pram.g_00553
OG0000566	Prbk.g_02603	Pram.g_00554
OG0000567	Prbk.g_02604	Pram.g_00555
OG0000568	Prbk.g_02605	Pram.g_00556
OG0000569	Prbk.g_02608	Pram.g_00559
OG0000570	Prbk.g_02609	Pram.g_00560
OG0000571	Prbk.g_02611	Pram.g_00562
