Orthogroup	Prbk	Prad
OG0000051	Prbk.g_02448	Prad.g_00751
OG0000053	Prbk.g_01835, Prbk.g_00619	Prad.g_01049
OG0000054	Prbk.g_00919	Prad.g_00948
OG0000055	Prbk.g_00237	Prad.g_01631
OG0000056	Prbk.g_01617	Prad.g_01955
OG0000057	Prbk.g_00764	Prad.g_01834
OG0000058	Prbk.g_00925	Prad.g_00739
OG0000059	Prbk.g_01094	Prad.g_00090
OG0000061	Prbk.g_01468	Prad.g_01099
OG0000062	Prbk.g_02493	Prad.g_01168
OG0000063	Prbk.g_00694	Prad.g_00657
OG0000066	Prbk.g_02113	Prad.g_00032
OG0000067	Prbk.g_01765	Prad.g_01272
OG0000070	Prbk.g_00056	Prad.g_01018
OG0000071	Prbk.g_01496	Prad.g_01214
OG0000072	Prbk.g_01183	Prad.g_00628
OG0000074	Prbk.g_00477	Prad.g_00564
OG0000075	Prbk.g_00796, Prbk.g_00944	Prad.g_00807
OG0000076	Prbk.g_01209	Prad.g_00572
OG0000076	Prbk.g_00480	Prad.g_00561
OG0000077	Prbk.g_02290	Prad.g_01975
OG0000078	Prbk.g_00472	Prad.g_01669
OG0000079	Prbk.g_02209	Prad.g_00727
OG0000080	Prbk.g_00709	Prad.g_01243
OG0000081	Prbk.g_01815	Prad.g_01265
OG0000082	Prbk.g_02475	Prad.g_01153
OG0000084	Prbk.g_02324	Prad.g_00186
OG0000085	Prbk.g_02271	Prad.g_00972
OG0000086	Prbk.g_02195	Prad.g_01989
OG0000090	Prbk.g_00476	Prad.g_00566
OG0000091	Prbk.g_00275	Prad.g_00507
OG0000092	Prbk.g_02012	Prad.g_00383
OG0000093	Prbk.g_00992	Prad.g_00855
OG0000094	Prbk.g_00948	Prad.g_00810
OG0000095	Prbk.g_00512	Prad.g_00777
OG0000096	Prbk.g_01603	Prad.g_01588
OG0000098	Prbk.g_02281	Prad.g_01533
OG0000099	Prbk.g_01626	Prad.g_01963
OG0000101	Prbk.g_02126	Prad.g_01937
OG0000102	Prbk.g_00191	Prad.g_01880, Prad.g_00011
OG0000103	Prbk.g_00206	Prad.g_01872
OG0000104	Prbk.g_00559	Prad.g_01854
OG0000105	Prbk.g_00777	Prad.g_01821
OG0000106	Prbk.g_01280	Prad.g_01807
OG0000107	Prbk.g_01261	Prad.g_01799
OG0000108	Prbk.g_01251	Prad.g_01789
OG0000109	Prbk.g_01515	Prad.g_01752
OG0000110	Prbk.g_01001	Prad.g_01740
OG0000111	Prbk.g_00409	Prad.g_01717
OG0000113	Prbk.g_00438	Prad.g_01694
OG0000114	Prbk.g_00492	Prad.g_01666
OG0000115	Prbk.g_02112	Prad.g_00033
OG0000116	Prbk.g_02114	Prad.g_00031
OG0000117	Prbk.g_02061	Prad.g_00027
OG0000118	Prbk.g_01862	Prad.g_00130
OG0000119	Prbk.g_01078	Prad.g_00097
OG0000120	Prbk.g_01080	Prad.g_00096
OG0000121	Prbk.g_02684	Prad.g_01333
OG0000122	Prbk.g_01890	Prad.g_01342
OG0000123	Prbk.g_01121	Prad.g_01373
OG0000124	Prbk.g_00740	Prad.g_01225
OG0000125	Prbk.g_00739	Prad.g_01226
OG0000126	Prbk.g_00738	Prad.g_01227
OG0000127	Prbk.g_01385	Prad.g_01260
OG0000128	Prbk.g_00616	Prad.g_01051
OG0000129	Prbk.g_02370	Prad.g_01071
OG0000130	Prbk.g_01642	Prad.g_01130
OG0000131	Prbk.g_02466	Prad.g_01144
OG0000132	Prbk.g_02530	Prad.g_01180
OG0000133	Prbk.g_02438	Prad.g_00228
OG0000134	Prbk.g_02444	Prad.g_00218
OG0000135	Prbk.g_02316	Prad.g_00182
OG0000136	Prbk.g_00059	Prad.g_01021
OG0000137	Prbk.g_02197	Prad.g_01526
OG0000139	Prbk.g_00144	Prad.g_01490
OG0000140	Prbk.g_00121	Prad.g_01438
OG0000141	Prbk.g_00066	Prad.g_00076
OG0000142	Prbk.g_01169	Prad.g_00616
OG0000143	Prbk.g_02052	Prad.g_00594
OG0000144	Prbk.g_00243	Prad.g_00528
OG0000145	Prbk.g_00260	Prad.g_00514
OG0000146	Prbk.g_01212	Prad.g_00477
OG0000147	Prbk.g_00932	Prad.g_00437
OG0000148	Prbk.g_00931	Prad.g_00436
OG0000149	Prbk.g_00913	Prad.g_00943
OG0000150	Prbk.g_01417	Prad.g_00905
OG0000151	Prbk.g_01414	Prad.g_00902
OG0000152	Prbk.g_01381	Prad.g_00882
OG0000153	Prbk.g_00987	Prad.g_00848
OG0000154	Prbk.g_00950	Prad.g_00812
OG0000155	Prbk.g_00811	Prad.g_00794
OG0000156	Prbk.g_00528	Prad.g_01294, Prad.g_00766
OG0000157	Prbk.g_01540	Prad.g_01615
OG0000158	Prbk.g_02252	Prad.g_01553
OG0000160	Prbk.g_02279	Prad.g_01535
OG0000161	Prbk.g_02280	Prad.g_01534
OG0000162	Prbk.g_02282	Prad.g_01532
OG0000163	Prbk.g_02283	Prad.g_01531
OG0000164	Prbk.g_02284	Prad.g_01530
OG0000165	Prbk.g_02285	Prad.g_01529
OG0000166	Prbk.g_02287	Prad.g_01528
OG0000167	Prbk.g_02288	Prad.g_01527
OG0000168	Prbk.g_02289	Prad.g_01976
OG0000169	Prbk.g_02291	Prad.g_01974
OG0000170	Prbk.g_01639	Prad.g_01972
OG0000171	Prbk.g_01638	Prad.g_01971
OG0000172	Prbk.g_01633	Prad.g_01970
OG0000173	Prbk.g_01632	Prad.g_01969
OG0000174	Prbk.g_01631	Prad.g_01968
OG0000175	Prbk.g_01630	Prad.g_01967
OG0000176	Prbk.g_01629	Prad.g_01966
OG0000177	Prbk.g_01628	Prad.g_01965
OG0000178	Prbk.g_01627	Prad.g_01964
OG0000179	Prbk.g_01625	Prad.g_01962
OG0000180	Prbk.g_01624	Prad.g_01961
OG0000181	Prbk.g_01623	Prad.g_01960
OG0000182	Prbk.g_01622	Prad.g_01959
OG0000183	Prbk.g_01621	Prad.g_01958
OG0000184	Prbk.g_01619	Prad.g_01957
OG0000185	Prbk.g_01614	Prad.g_01954
OG0000186	Prbk.g_01609	Prad.g_01951
OG0000187	Prbk.g_01608	Prad.g_01950
OG0000188	Prbk.g_01607	Prad.g_01949
OG0000189	Prbk.g_01606	Prad.g_01947
OG0000190	Prbk.g_01604	Prad.g_01945
OG0000191	Prbk.g_02158	Prad.g_01944
OG0000192	Prbk.g_02156	Prad.g_01943
OG0000193	Prbk.g_02155	Prad.g_01941
OG0000194	Prbk.g_02148	Prad.g_01940
OG0000195	Prbk.g_02141	Prad.g_01939
OG0000196	Prbk.g_02133	Prad.g_01938
OG0000197	Prbk.g_02125	Prad.g_01936
OG0000198	Prbk.g_02124	Prad.g_01935
OG0000199	Prbk.g_02123	Prad.g_01934
OG0000200	Prbk.g_01326	Prad.g_01929
OG0000201	Prbk.g_01324	Prad.g_01928
OG0000202	Prbk.g_01323	Prad.g_01927
OG0000203	Prbk.g_01320	Prad.g_01924
OG0000204	Prbk.g_01319	Prad.g_01923
OG0000205	Prbk.g_01315	Prad.g_01920
OG0000206	Prbk.g_01313	Prad.g_01918
OG0000207	Prbk.g_01309	Prad.g_01916
OG0000208	Prbk.g_01308	Prad.g_01915
OG0000209	Prbk.g_01665	Prad.g_01914
OG0000210	Prbk.g_01307	Prad.g_01913
OG0000211	Prbk.g_01304	Prad.g_01912
OG0000212	Prbk.g_01303	Prad.g_01911
OG0000213	Prbk.g_01302	Prad.g_01910
OG0000214	Prbk.g_01301	Prad.g_01909
OG0000215	Prbk.g_01300	Prad.g_01908
OG0000216	Prbk.g_01299	Prad.g_01907
OG0000217	Prbk.g_01295	Prad.g_01905
OG0000218	Prbk.g_01294	Prad.g_01904
OG0000219	Prbk.g_00035	Prad.g_01903
OG0000220	Prbk.g_00031	Prad.g_01902
OG0000221	Prbk.g_00026	Prad.g_01899
OG0000222	Prbk.g_00025	Prad.g_01898
OG0000223	Prbk.g_00024	Prad.g_01897
OG0000224	Prbk.g_00022	Prad.g_01896
OG0000225	Prbk.g_00021	Prad.g_01895
OG0000226	Prbk.g_00020	Prad.g_01894
OG0000227	Prbk.g_00018	Prad.g_01893
OG0000228	Prbk.g_00017	Prad.g_01892
OG0000229	Prbk.g_00016	Prad.g_01891
OG0000230	Prbk.g_00015	Prad.g_01890
OG0000231	Prbk.g_00014	Prad.g_01889
OG0000232	Prbk.g_00012	Prad.g_01887
OG0000233	Prbk.g_00011	Prad.g_01886
OG0000234	Prbk.g_00010	Prad.g_01885
OG0000235	Prbk.g_00007	Prad.g_01884
OG0000236	Prbk.g_00003	Prad.g_01883
OG0000237	Prbk.g_00001	Prad.g_01882
OG0000238	Prbk.g_00190	Prad.g_01881
OG0000239	Prbk.g_00192	Prad.g_01879
OG0000240	Prbk.g_00194	Prad.g_01878
OG0000241	Prbk.g_00196	Prad.g_01877
OG0000242	Prbk.g_00197	Prad.g_01876
OG0000243	Prbk.g_00202	Prad.g_01873
OG0000244	Prbk.g_00207	Prad.g_01871
OG0000245	Prbk.g_00208	Prad.g_01870
OG0000246	Prbk.g_00209	Prad.g_01869
OG0000247	Prbk.g_00542	Prad.g_01866
OG0000248	Prbk.g_00544	Prad.g_01864
OG0000249	Prbk.g_00547	Prad.g_01863
OG0000250	Prbk.g_00549	Prad.g_01862
OG0000251	Prbk.g_00550	Prad.g_01861
OG0000252	Prbk.g_00551	Prad.g_01860
OG0000253	Prbk.g_00552	Prad.g_01859
OG0000254	Prbk.g_00554	Prad.g_01857
OG0000255	Prbk.g_00555	Prad.g_01856
OG0000256	Prbk.g_00560	Prad.g_01853
OG0000257	Prbk.g_00749	Prad.g_01851
OG0000258	Prbk.g_00751	Prad.g_01846
OG0000259	Prbk.g_00752	Prad.g_01845
OG0000260	Prbk.g_00753	Prad.g_01844
OG0000261	Prbk.g_00754	Prad.g_01843
OG0000262	Prbk.g_00755	Prad.g_01842
OG0000263	Prbk.g_00757	Prad.g_01840
OG0000264	Prbk.g_00758	Prad.g_01839
OG0000265	Prbk.g_00759	Prad.g_01838
OG0000266	Prbk.g_00760	Prad.g_01837
OG0000267	Prbk.g_00761	Prad.g_01836
OG0000268	Prbk.g_00763	Prad.g_01835
OG0000269	Prbk.g_00765	Prad.g_01833
OG0000270	Prbk.g_00766	Prad.g_01832
OG0000271	Prbk.g_00767	Prad.g_01831
OG0000272	Prbk.g_00768	Prad.g_01830
OG0000273	Prbk.g_00769	Prad.g_01829
OG0000274	Prbk.g_00770	Prad.g_01828
OG0000275	Prbk.g_00771	Prad.g_01827
OG0000276	Prbk.g_00772	Prad.g_01826
OG0000277	Prbk.g_00774	Prad.g_01824
OG0000278	Prbk.g_00775	Prad.g_01823
OG0000279	Prbk.g_00776	Prad.g_01822
OG0000280	Prbk.g_00778	Prad.g_01820
OG0000281	Prbk.g_00779	Prad.g_01818
OG0000282	Prbk.g_00780	Prad.g_01817
OG0000283	Prbk.g_00781	Prad.g_01816
OG0000284	Prbk.g_00782	Prad.g_01815
OG0000285	Prbk.g_00783	Prad.g_01814
OG0000286	Prbk.g_00784	Prad.g_01813
OG0000287	Prbk.g_00785	Prad.g_01812
OG0000288	Prbk.g_02425	Prad.g_01810
OG0000289	Prbk.g_01283	Prad.g_01809
OG0000290	Prbk.g_01281	Prad.g_01808
OG0000291	Prbk.g_01277	Prad.g_01806
OG0000292	Prbk.g_01275	Prad.g_01805
OG0000293	Prbk.g_01272	Prad.g_01804
OG0000294	Prbk.g_01270	Prad.g_01803
OG0000295	Prbk.g_01267	Prad.g_01802
OG0000296	Prbk.g_01266	Prad.g_01801
OG0000297	Prbk.g_01263	Prad.g_01800
OG0000298	Prbk.g_01260	Prad.g_01798
OG0000299	Prbk.g_01259	Prad.g_01797
OG0000300	Prbk.g_01258	Prad.g_01796
OG0000301	Prbk.g_01257	Prad.g_01795
OG0000302	Prbk.g_01256	Prad.g_01794
OG0000303	Prbk.g_01255	Prad.g_01793
OG0000304	Prbk.g_01253	Prad.g_01791
OG0000305	Prbk.g_01252	Prad.g_01790
OG0000306	Prbk.g_01245	Prad.g_01787
OG0000307	Prbk.g_01244	Prad.g_01786
OG0000308	Prbk.g_00631	Prad.g_01785
OG0000309	Prbk.g_00632	Prad.g_01784
OG0000310	Prbk.g_00633	Prad.g_01783
OG0000311	Prbk.g_00686	Prad.g_01782
OG0000312	Prbk.g_00685	Prad.g_01781
OG0000313	Prbk.g_00683	Prad.g_01780
OG0000314	Prbk.g_00682	Prad.g_01779
OG0000315	Prbk.g_00680	Prad.g_01778
OG0000316	Prbk.g_00670	Prad.g_01777
OG0000317	Prbk.g_00669	Prad.g_01776
OG0000318	Prbk.g_00668	Prad.g_01775
OG0000319	Prbk.g_00662	Prad.g_01774
OG0000320	Prbk.g_00661	Prad.g_01773
OG0000321	Prbk.g_00658	Prad.g_01772
OG0000322	Prbk.g_00657	Prad.g_01771
OG0000323	Prbk.g_00656	Prad.g_01770
OG0000324	Prbk.g_00655	Prad.g_01769
OG0000325	Prbk.g_00654	Prad.g_01768
OG0000326	Prbk.g_00653	Prad.g_01767
OG0000327	Prbk.g_00652	Prad.g_01766
OG0000328	Prbk.g_00650	Prad.g_01765
OG0000329	Prbk.g_00649	Prad.g_01764
OG0000330	Prbk.g_00648	Prad.g_01763
OG0000331	Prbk.g_01364	Prad.g_01762
OG0000332	Prbk.g_01136	Prad.g_01761
OG0000333	Prbk.g_01135	Prad.g_01760
OG0000334	Prbk.g_01134	Prad.g_01759
OG0000335	Prbk.g_01368	Prad.g_01758
OG0000336	Prbk.g_01369	Prad.g_01756
OG0000337	Prbk.g_01521	Prad.g_01755
OG0000338	Prbk.g_01514	Prad.g_01751
OG0000339	Prbk.g_01900	Prad.g_01749
OG0000340	Prbk.g_01012	Prad.g_01747
OG0000341	Prbk.g_01011	Prad.g_01746
OG0000342	Prbk.g_01010	Prad.g_01745
OG0000343	Prbk.g_01008	Prad.g_01744
OG0000344	Prbk.g_01003	Prad.g_01741
OG0000345	Prbk.g_00371	Prad.g_01738
OG0000346	Prbk.g_00372	Prad.g_01737
OG0000347	Prbk.g_00374	Prad.g_01734
OG0000348	Prbk.g_00376	Prad.g_01732
OG0000349	Prbk.g_00378	Prad.g_01731
OG0000350	Prbk.g_00384	Prad.g_01729
OG0000351	Prbk.g_01365	Prad.g_01728
OG0000352	Prbk.g_00397	Prad.g_01727
OG0000353	Prbk.g_00398	Prad.g_01726
OG0000354	Prbk.g_00400	Prad.g_01725
OG0000355	Prbk.g_00401	Prad.g_01724
OG0000356	Prbk.g_00402	Prad.g_01723
OG0000357	Prbk.g_00403	Prad.g_01722
OG0000358	Prbk.g_00404	Prad.g_01721
OG0000359	Prbk.g_00406	Prad.g_01720
OG0000360	Prbk.g_00411	Prad.g_01716
OG0000361	Prbk.g_00412	Prad.g_01715
OG0000362	Prbk.g_00413	Prad.g_01714
OG0000363	Prbk.g_00415	Prad.g_01713
OG0000364	Prbk.g_00420	Prad.g_01709
OG0000365	Prbk.g_00421	Prad.g_01708
OG0000366	Prbk.g_00423	Prad.g_01706
OG0000367	Prbk.g_00425	Prad.g_01705
OG0000368	Prbk.g_00426	Prad.g_01704
OG0000369	Prbk.g_00427	Prad.g_01703
OG0000370	Prbk.g_00428	Prad.g_01702
OG0000371	Prbk.g_00429	Prad.g_01701
OG0000372	Prbk.g_00430	Prad.g_01700
OG0000373	Prbk.g_00431	Prad.g_01699
OG0000374	Prbk.g_00434	Prad.g_01697
OG0000375	Prbk.g_00435	Prad.g_01696
OG0000376	Prbk.g_00439	Prad.g_01693
OG0000377	Prbk.g_00442	Prad.g_01692
OG0000378	Prbk.g_00443	Prad.g_01691
OG0000379	Prbk.g_00444	Prad.g_01690
OG0000380	Prbk.g_00449	Prad.g_01689
OG0000381	Prbk.g_00450	Prad.g_01688
OG0000382	Prbk.g_00451	Prad.g_01687
OG0000383	Prbk.g_00453	Prad.g_01686
OG0000384	Prbk.g_00456	Prad.g_01683
OG0000385	Prbk.g_00457	Prad.g_01682
OG0000386	Prbk.g_00458	Prad.g_01681
OG0000387	Prbk.g_00460	Prad.g_01680
OG0000388	Prbk.g_00461	Prad.g_01679
OG0000389	Prbk.g_00462	Prad.g_01678
OG0000390	Prbk.g_00463	Prad.g_01677
OG0000391	Prbk.g_00464	Prad.g_01676
OG0000392	Prbk.g_00465	Prad.g_01675
OG0000393	Prbk.g_00466	Prad.g_01674
OG0000394	Prbk.g_00467	Prad.g_01673
OG0000395	Prbk.g_00468	Prad.g_01672
OG0000396	Prbk.g_00471	Prad.g_01670
OG0000397	Prbk.g_00481	Prad.g_01668
OG0000398	Prbk.g_00483	Prad.g_01667
OG0000399	Prbk.g_00853	Prad.g_01664
OG0000400	Prbk.g_00860	Prad.g_01663
OG0000401	Prbk.g_00861	Prad.g_01662
OG0000402	Prbk.g_00871	Prad.g_01657
OG0000403	Prbk.g_00873	Prad.g_01656
OG0000404	Prbk.g_00874	Prad.g_01655
OG0000405	Prbk.g_00876	Prad.g_01653
OG0000406	Prbk.g_00881	Prad.g_01650
OG0000407	Prbk.g_00882	Prad.g_01649
OG0000408	Prbk.g_00888	Prad.g_01646
OG0000409	Prbk.g_00889	Prad.g_01645
OG0000410	Prbk.g_00890	Prad.g_01644
OG0000411	Prbk.g_00891	Prad.g_01643
OG0000412	Prbk.g_00892	Prad.g_01642
OG0000413	Prbk.g_00893	Prad.g_00761
OG0000414	Prbk.g_00894	Prad.g_00760
OG0000415	Prbk.g_00895	Prad.g_00759
OG0000416	Prbk.g_00365	Prad.g_00756
OG0000417	Prbk.g_00364	Prad.g_00755
OG0000418	Prbk.g_00361	Prad.g_00754
OG0000419	Prbk.g_00360	Prad.g_00753
OG0000420	Prbk.g_02556	Prad.g_00752
OG0000421	Prbk.g_01321	Prad.g_00738
OG0000422	Prbk.g_00924	Prad.g_00730
OG0000423	Prbk.g_01693	Prad.g_00729
OG0000424	Prbk.g_01902	Prad.g_00724
OG0000425	Prbk.g_00352	Prad.g_00671
OG0000426	Prbk.g_00351	Prad.g_00670
OG0000427	Prbk.g_00339	Prad.g_00669
OG0000428	Prbk.g_00329	Prad.g_00667
OG0000429	Prbk.g_00328	Prad.g_00666
OG0000430	Prbk.g_00326	Prad.g_00069
OG0000431	Prbk.g_00325	Prad.g_00068
OG0000432	Prbk.g_00324	Prad.g_00067
OG0000433	Prbk.g_00323	Prad.g_00066
OG0000434	Prbk.g_00321	Prad.g_00065
OG0000435	Prbk.g_00320	Prad.g_00064
OG0000436	Prbk.g_00319	Prad.g_00063
OG0000437	Prbk.g_00318	Prad.g_00062
OG0000438	Prbk.g_00317	Prad.g_00061
OG0000439	Prbk.g_00316	Prad.g_00060
OG0000440	Prbk.g_00315	Prad.g_00059
OG0000441	Prbk.g_00311	Prad.g_00058
OG0000442	Prbk.g_00310	Prad.g_00057
OG0000443	Prbk.g_00309	Prad.g_00056
OG0000444	Prbk.g_00308	Prad.g_00055
OG0000445	Prbk.g_00301	Prad.g_00054
OG0000446	Prbk.g_00299	Prad.g_00052
OG0000447	Prbk.g_00298	Prad.g_00051
OG0000448	Prbk.g_00295	Prad.g_00049
OG0000449	Prbk.g_02088	Prad.g_00045
OG0000450	Prbk.g_02089	Prad.g_00044
OG0000451	Prbk.g_02092	Prad.g_00043
OG0000452	Prbk.g_02105	Prad.g_00042
OG0000453	Prbk.g_02107	Prad.g_00041
OG0000454	Prbk.g_02109	Prad.g_00036
OG0000455	Prbk.g_02111	Prad.g_00034
OG0000456	Prbk.g_02053	Prad.g_00030
OG0000457	Prbk.g_02056	Prad.g_00029
OG0000458	Prbk.g_02060	Prad.g_00028
OG0000459	Prbk.g_02062	Prad.g_00026
OG0000460	Prbk.g_02064	Prad.g_00024
OG0000461	Prbk.g_02065	Prad.g_00023
OG0000462	Prbk.g_02066	Prad.g_00022
OG0000463	Prbk.g_02069	Prad.g_00020
OG0000464	Prbk.g_02071	Prad.g_00019
OG0000465	Prbk.g_02072	Prad.g_00018
OG0000466	Prbk.g_02073	Prad.g_00017
OG0000467	Prbk.g_02074	Prad.g_00016
OG0000468	Prbk.g_02075	Prad.g_00015
OG0000469	Prbk.g_02076	Prad.g_00014
OG0000470	Prbk.g_02077	Prad.g_00013
OG0000471	Prbk.g_02078	Prad.g_00012
OG0000472	Prbk.g_01865	Prad.g_00129
OG0000473	Prbk.g_01041	Prad.g_00128
OG0000474	Prbk.g_01042	Prad.g_00127
OG0000475	Prbk.g_01043	Prad.g_00126
OG0000476	Prbk.g_01046	Prad.g_00124
OG0000477	Prbk.g_01047	Prad.g_00123
OG0000478	Prbk.g_01048	Prad.g_00122
OG0000479	Prbk.g_01049	Prad.g_00121
OG0000480	Prbk.g_01050	Prad.g_00119
OG0000481	Prbk.g_01051	Prad.g_00117
OG0000482	Prbk.g_01052	Prad.g_00116
OG0000483	Prbk.g_01054	Prad.g_00114
OG0000484	Prbk.g_01055	Prad.g_00113
OG0000485	Prbk.g_01056	Prad.g_00112
OG0000486	Prbk.g_01061	Prad.g_00111
OG0000487	Prbk.g_01066	Prad.g_00106
OG0000488	Prbk.g_01067	Prad.g_00104
OG0000489	Prbk.g_01068	Prad.g_00103
OG0000490	Prbk.g_01070	Prad.g_00102
OG0000491	Prbk.g_01071	Prad.g_00101
OG0000492	Prbk.g_01076	Prad.g_00100
OG0000493	Prbk.g_01965	Prad.g_00099
OG0000494	Prbk.g_01772	Prad.g_00098
OG0000495	Prbk.g_01081	Prad.g_00095
OG0000496	Prbk.g_01083	Prad.g_00094
OG0000497	Prbk.g_01085	Prad.g_00093
OG0000498	Prbk.g_01086	Prad.g_00092
OG0000499	Prbk.g_01092	Prad.g_00091
OG0000500	Prbk.g_01095	Prad.g_01330
OG0000501	Prbk.g_01097	Prad.g_01331
OG0000502	Prbk.g_01099	Prad.g_01332
OG0000503	Prbk.g_02686	Prad.g_01334
OG0000504	Prbk.g_01898	Prad.g_01335
OG0000505	Prbk.g_01897	Prad.g_01336
OG0000506	Prbk.g_01895	Prad.g_01337
OG0000507	Prbk.g_01894	Prad.g_01338
OG0000508	Prbk.g_01893	Prad.g_01339
OG0000509	Prbk.g_01892	Prad.g_01340
OG0000510	Prbk.g_01891	Prad.g_01341
OG0000511	Prbk.g_01889	Prad.g_01343
OG0000512	Prbk.g_01888	Prad.g_01344
OG0000513	Prbk.g_01887	Prad.g_01345
OG0000514	Prbk.g_01886	Prad.g_01346
OG0000515	Prbk.g_01885	Prad.g_01347
OG0000516	Prbk.g_01884	Prad.g_01348
OG0000517	Prbk.g_01882	Prad.g_01350
OG0000518	Prbk.g_01881	Prad.g_01351
OG0000519	Prbk.g_01879	Prad.g_01352
OG0000520	Prbk.g_01877	Prad.g_01353
OG0000521	Prbk.g_01876	Prad.g_01354
OG0000522	Prbk.g_01875	Prad.g_01355
OG0000523	Prbk.g_01874	Prad.g_01356
OG0000524	Prbk.g_01873	Prad.g_01357
OG0000525	Prbk.g_01871	Prad.g_01358
OG0000526	Prbk.g_01104	Prad.g_01359
OG0000527	Prbk.g_01105	Prad.g_01360
OG0000528	Prbk.g_01106	Prad.g_01361
OG0000529	Prbk.g_01108	Prad.g_01362
OG0000530	Prbk.g_01109	Prad.g_01363
OG0000531	Prbk.g_01110	Prad.g_01364
OG0000532	Prbk.g_01111	Prad.g_01365
OG0000533	Prbk.g_01115	Prad.g_01367
OG0000534	Prbk.g_01116	Prad.g_01368
OG0000535	Prbk.g_01117	Prad.g_01369
OG0000536	Prbk.g_01118	Prad.g_01370
OG0000537	Prbk.g_01119	Prad.g_01371
OG0000538	Prbk.g_01120	Prad.g_01372
OG0000539	Prbk.g_01124	Prad.g_01375
OG0000540	Prbk.g_01125	Prad.g_01376
OG0000541	Prbk.g_01126	Prad.g_01377
OG0000542	Prbk.g_01130	Prad.g_01380
OG0000543	Prbk.g_01131	Prad.g_01381
OG0000544	Prbk.g_01132	Prad.g_01382
OG0000545	Prbk.g_01133	Prad.g_01383
OG0000546	Prbk.g_01139	Prad.g_01384
OG0000547	Prbk.g_01140	Prad.g_01385
OG0000548	Prbk.g_01141	Prad.g_01386
OG0000549	Prbk.g_01143	Prad.g_01388
OG0000550	Prbk.g_01144	Prad.g_01389
OG0000551	Prbk.g_01145	Prad.g_01390
OG0000552	Prbk.g_01146	Prad.g_01391
OG0000553	Prbk.g_01147	Prad.g_01392
OG0000554	Prbk.g_01148	Prad.g_01393
OG0000555	Prbk.g_01151	Prad.g_01394
OG0000556	Prbk.g_01153	Prad.g_01395
OG0000557	Prbk.g_01154	Prad.g_01396
OG0000558	Prbk.g_01155	Prad.g_01397
OG0000559	Prbk.g_01156	Prad.g_01398
OG0000560	Prbk.g_01157	Prad.g_01399
OG0000561	Prbk.g_01158	Prad.g_01400
OG0000562	Prbk.g_01159	Prad.g_01401
OG0000563	Prbk.g_01161	Prad.g_01402
OG0000564	Prbk.g_01163	Prad.g_01403
OG0000565	Prbk.g_02602	Prad.g_01404
OG0000566	Prbk.g_02603	Prad.g_01405
OG0000567	Prbk.g_02604	Prad.g_01406
OG0000568	Prbk.g_02605	Prad.g_01407
OG0000569	Prbk.g_02608	Prad.g_01410
OG0000570	Prbk.g_02609	Prad.g_01411
OG0000571	Prbk.g_02611	Prad.g_01413
OG0000572	Prbk.g_02616	Prad.g_01414
OG0000573	Prbk.g_02617	Prad.g_01415
OG0000574	Prbk.g_02618	Prad.g_01416
OG0000575	Prbk.g_02621	Prad.g_01417
OG0000576	Prbk.g_02623	Prad.g_01418
OG0000577	Prbk.g_02624	Prad.g_01419
OG0000578	Prbk.g_02626	Prad.g_01420
OG0000579	Prbk.g_02627	Prad.g_01421
