Orthogroup	Prbk	Prat
OG0000308	Prbk.g_00631	Prat.g_00208
OG0000309	Prbk.g_00632	Prat.g_00209
OG0000310	Prbk.g_00633	Prat.g_00210
OG0000311	Prbk.g_00686	Prat.g_00211
OG0000312	Prbk.g_00685	Prat.g_00212
OG0000313	Prbk.g_00683	Prat.g_00213
OG0000314	Prbk.g_00682	Prat.g_00214
OG0000315	Prbk.g_00680	Prat.g_00215
OG0000316	Prbk.g_00670	Prat.g_00216
OG0000317	Prbk.g_00669	Prat.g_00217
OG0000318	Prbk.g_00668	Prat.g_00218
OG0000319	Prbk.g_00662	Prat.g_00219
OG0000320	Prbk.g_00661	Prat.g_00220
OG0000321	Prbk.g_00658	Prat.g_00221
OG0000322	Prbk.g_00657	Prat.g_00222
OG0000323	Prbk.g_00656	Prat.g_00223
OG0000324	Prbk.g_00655	Prat.g_00224
OG0000325	Prbk.g_00654	Prat.g_00225
OG0000326	Prbk.g_00653	Prat.g_00226
OG0000327	Prbk.g_00652	Prat.g_00227
OG0000328	Prbk.g_00650	Prat.g_00229
OG0000329	Prbk.g_00649	Prat.g_00230
OG0000330	Prbk.g_00648	Prat.g_00231
OG0000331	Prbk.g_01364	Prat.g_00233
OG0000332	Prbk.g_01136	Prat.g_00234
OG0000333	Prbk.g_01135	Prat.g_00235
OG0000334	Prbk.g_01134	Prat.g_00236
OG0000335	Prbk.g_01368	Prat.g_00238
OG0000336	Prbk.g_01369	Prat.g_00240
OG0000337	Prbk.g_01521	Prat.g_00241
OG0000338	Prbk.g_01514	Prat.g_00246
OG0000339	Prbk.g_01900	Prat.g_00249
OG0000340	Prbk.g_01012	Prat.g_00250
OG0000341	Prbk.g_01011	Prat.g_00251
OG0000342	Prbk.g_01010	Prat.g_00252
OG0000343	Prbk.g_01008	Prat.g_00253
OG0000344	Prbk.g_01003	Prat.g_00256
OG0000345	Prbk.g_00371	Prat.g_00260
OG0000346	Prbk.g_00372	Prat.g_00261
OG0000347	Prbk.g_00374	Prat.g_00264
OG0000348	Prbk.g_00376	Prat.g_00266
OG0000349	Prbk.g_00378	Prat.g_00267
OG0000350	Prbk.g_00384	Prat.g_00269
OG0000351	Prbk.g_01365	Prat.g_00270
OG0000352	Prbk.g_00397	Prat.g_00271
OG0000353	Prbk.g_00398	Prat.g_00272
OG0000354	Prbk.g_00400	Prat.g_00273
OG0000355	Prbk.g_00401	Prat.g_00274
OG0000356	Prbk.g_00402	Prat.g_00275
OG0000357	Prbk.g_00403	Prat.g_00276
OG0000358	Prbk.g_00404	Prat.g_00277
OG0000359	Prbk.g_00406	Prat.g_00279
OG0000360	Prbk.g_00411	Prat.g_00282
OG0000361	Prbk.g_00412	Prat.g_00283
OG0000362	Prbk.g_00413	Prat.g_00284
OG0000363	Prbk.g_00415	Prat.g_00285
OG0000364	Prbk.g_00420	Prat.g_00290
OG0000365	Prbk.g_00421	Prat.g_00291
OG0000366	Prbk.g_00423	Prat.g_00293
OG0000367	Prbk.g_00425	Prat.g_00294
OG0000368	Prbk.g_00426	Prat.g_00295
OG0000369	Prbk.g_00427	Prat.g_00296
OG0000370	Prbk.g_00428	Prat.g_00297
OG0000371	Prbk.g_00429	Prat.g_00298
OG0000372	Prbk.g_00430	Prat.g_00299
OG0000373	Prbk.g_00431	Prat.g_00300
OG0000374	Prbk.g_00434	Prat.g_00302
OG0000375	Prbk.g_00435	Prat.g_00303
OG0000376	Prbk.g_00439	Prat.g_00306
OG0000377	Prbk.g_00442	Prat.g_00307
OG0000378	Prbk.g_00443	Prat.g_00308
OG0000379	Prbk.g_00444	Prat.g_00309
OG0000380	Prbk.g_00449	Prat.g_00310
OG0000381	Prbk.g_00450	Prat.g_00311
OG0000382	Prbk.g_00451	Prat.g_00312
OG0000383	Prbk.g_00453	Prat.g_00313
OG0000384	Prbk.g_00456	Prat.g_00315
OG0000385	Prbk.g_00457	Prat.g_00316
OG0000386	Prbk.g_00458	Prat.g_00317
OG0000387	Prbk.g_00460	Prat.g_00318
OG0000388	Prbk.g_00461	Prat.g_00319
OG0000389	Prbk.g_00462	Prat.g_00320
OG0000390	Prbk.g_00463	Prat.g_00321
OG0000391	Prbk.g_00464	Prat.g_00322
OG0000392	Prbk.g_00465	Prat.g_00323
OG0000393	Prbk.g_00466	Prat.g_00324
OG0000394	Prbk.g_00467	Prat.g_00325
OG0000395	Prbk.g_00468	Prat.g_00326
OG0000396	Prbk.g_00471	Prat.g_00328
OG0000397	Prbk.g_00481	Prat.g_00330
OG0000398	Prbk.g_00483	Prat.g_00331
OG0000399	Prbk.g_00853	Prat.g_00334
OG0000400	Prbk.g_00860	Prat.g_00340
OG0000401	Prbk.g_00861	Prat.g_00341
OG0000402	Prbk.g_00871	Prat.g_00348
OG0000403	Prbk.g_00873	Prat.g_00350
OG0000404	Prbk.g_00874	Prat.g_00351
OG0000405	Prbk.g_00876	Prat.g_00352
OG0000406	Prbk.g_00881	Prat.g_00355
OG0000407	Prbk.g_00882	Prat.g_00356
OG0000408	Prbk.g_00888	Prat.g_00359
OG0000409	Prbk.g_00889	Prat.g_00360
OG0000410	Prbk.g_00890	Prat.g_00361
OG0000411	Prbk.g_00891	Prat.g_00362
OG0000412	Prbk.g_00892	Prat.g_00363
OG0000413	Prbk.g_00893	Prat.g_00364
OG0000414	Prbk.g_00894	Prat.g_00365
OG0000415	Prbk.g_00895	Prat.g_00366
OG0000416	Prbk.g_00365	Prat.g_00369
OG0000417	Prbk.g_00364	Prat.g_00370
OG0000418	Prbk.g_00361	Prat.g_00372
OG0000419	Prbk.g_00360	Prat.g_00373
OG0000420	Prbk.g_02556	Prat.g_00985
OG0000421	Prbk.g_01321	Prat.g_01203
OG0000422	Prbk.g_00924	Prat.g_01469
OG0000423	Prbk.g_01693	Prat.g_00671
OG0000424	Prbk.g_01902	Prat.g_01656
OG0000425	Prbk.g_00352	Prat.g_00390
OG0000426	Prbk.g_00351	Prat.g_00391
OG0000427	Prbk.g_00339	Prat.g_00392
OG0000428	Prbk.g_00329	Prat.g_00395
OG0000429	Prbk.g_00328	Prat.g_00396
OG0000430	Prbk.g_00326	Prat.g_00398
OG0000431	Prbk.g_00325	Prat.g_00399
OG0000432	Prbk.g_00324	Prat.g_00400
OG0000433	Prbk.g_00323	Prat.g_00401
OG0000434	Prbk.g_00321	Prat.g_00403
OG0000435	Prbk.g_00320	Prat.g_00404
OG0000436	Prbk.g_00319	Prat.g_00405
OG0000437	Prbk.g_00318	Prat.g_00406
OG0000438	Prbk.g_00317	Prat.g_00407
OG0000439	Prbk.g_00316	Prat.g_00408
OG0000440	Prbk.g_00315	Prat.g_00410
OG0000441	Prbk.g_00311	Prat.g_00411
OG0000442	Prbk.g_00310	Prat.g_00412
OG0000443	Prbk.g_00309	Prat.g_00413
OG0000444	Prbk.g_00308	Prat.g_00414
OG0000445	Prbk.g_00301	Prat.g_00415
OG0000446	Prbk.g_00299	Prat.g_00417
OG0000447	Prbk.g_00298	Prat.g_00418
OG0000448	Prbk.g_00295	Prat.g_00419
OG0000449	Prbk.g_02088	Prat.g_00424
OG0000450	Prbk.g_02089	Prat.g_00425
OG0000451	Prbk.g_02092	Prat.g_00426
OG0000452	Prbk.g_02105	Prat.g_00428
OG0000453	Prbk.g_02107	Prat.g_00429
OG0000454	Prbk.g_02109	Prat.g_00430
OG0000455	Prbk.g_02111	Prat.g_00432
OG0000456	Prbk.g_02053	Prat.g_00436
OG0000457	Prbk.g_02056	Prat.g_00438
OG0000458	Prbk.g_02060	Prat.g_00439
OG0000459	Prbk.g_02062	Prat.g_00441
OG0000460	Prbk.g_02064	Prat.g_00443
OG0000461	Prbk.g_02065	Prat.g_00444
OG0000462	Prbk.g_02066	Prat.g_00445
OG0000463	Prbk.g_02069	Prat.g_00447
OG0000464	Prbk.g_02071	Prat.g_00448
OG0000465	Prbk.g_02072	Prat.g_00449
OG0000466	Prbk.g_02073	Prat.g_00450
OG0000467	Prbk.g_02074	Prat.g_00451
OG0000468	Prbk.g_02075	Prat.g_00453
OG0000469	Prbk.g_02076	Prat.g_00454
OG0000470	Prbk.g_02077	Prat.g_00455
OG0000471	Prbk.g_02078	Prat.g_00456
OG0000472	Prbk.g_01865	Prat.g_00463
OG0000473	Prbk.g_01041	Prat.g_00464
OG0000474	Prbk.g_01042	Prat.g_00465
OG0000475	Prbk.g_01043	Prat.g_00466
OG0000476	Prbk.g_01046	Prat.g_00468
OG0000477	Prbk.g_01047	Prat.g_00469
OG0000478	Prbk.g_01048	Prat.g_00470
OG0000479	Prbk.g_01049	Prat.g_00471
OG0000480	Prbk.g_01050	Prat.g_00473
OG0000481	Prbk.g_01051	Prat.g_00475
OG0000482	Prbk.g_01052	Prat.g_00476
OG0000483	Prbk.g_01054	Prat.g_00478
OG0000484	Prbk.g_01055	Prat.g_00479
OG0000485	Prbk.g_01056	Prat.g_00480
OG0000486	Prbk.g_01061	Prat.g_00482
OG0000487	Prbk.g_01066	Prat.g_00486
OG0000488	Prbk.g_01067	Prat.g_00487
OG0000489	Prbk.g_01068	Prat.g_00488
OG0000490	Prbk.g_01070	Prat.g_00489
OG0000491	Prbk.g_01071	Prat.g_00490
OG0000492	Prbk.g_01076	Prat.g_00491
OG0000493	Prbk.g_01965	Prat.g_00492
OG0000494	Prbk.g_01772	Prat.g_00493
OG0000495	Prbk.g_01081	Prat.g_00496
OG0000496	Prbk.g_01083	Prat.g_00497
OG0000497	Prbk.g_01085	Prat.g_00498
OG0000498	Prbk.g_01086	Prat.g_00499
OG0000499	Prbk.g_01092	Prat.g_00500
OG0000500	Prbk.g_01095	Prat.g_00501
OG0000501	Prbk.g_01097	Prat.g_00502
OG0000502	Prbk.g_01099	Prat.g_00503
OG0000503	Prbk.g_02686	Prat.g_00505
OG0000504	Prbk.g_01898	Prat.g_00506
OG0000505	Prbk.g_01897	Prat.g_00507
OG0000506	Prbk.g_01895	Prat.g_00508
OG0000507	Prbk.g_01894	Prat.g_00509
OG0000508	Prbk.g_01893	Prat.g_00510
OG0000509	Prbk.g_01892	Prat.g_00511
OG0000510	Prbk.g_01891	Prat.g_00512
OG0000511	Prbk.g_01889	Prat.g_00515
OG0000512	Prbk.g_01888	Prat.g_00516
OG0000513	Prbk.g_01887	Prat.g_00517
OG0000514	Prbk.g_01886	Prat.g_00518
OG0000515	Prbk.g_01885	Prat.g_00519
OG0000516	Prbk.g_01884	Prat.g_00520
OG0000517	Prbk.g_01882	Prat.g_00522
OG0000518	Prbk.g_01881	Prat.g_00523
OG0000519	Prbk.g_01879	Prat.g_00525
OG0000520	Prbk.g_01877	Prat.g_00527
OG0000521	Prbk.g_01876	Prat.g_00528
OG0000522	Prbk.g_01875	Prat.g_00529
OG0000523	Prbk.g_01874	Prat.g_00530
OG0000524	Prbk.g_01873	Prat.g_00531
OG0000525	Prbk.g_01871	Prat.g_00532
OG0000526	Prbk.g_01104	Prat.g_00533
OG0000527	Prbk.g_01105	Prat.g_00534
OG0000528	Prbk.g_01106	Prat.g_00536
OG0000529	Prbk.g_01108	Prat.g_00537
OG0000530	Prbk.g_01109	Prat.g_00538
OG0000531	Prbk.g_01110	Prat.g_00539
OG0000532	Prbk.g_01111	Prat.g_00540
OG0000533	Prbk.g_01115	Prat.g_00542
OG0000534	Prbk.g_01116	Prat.g_00543
OG0000535	Prbk.g_01117	Prat.g_00544
OG0000536	Prbk.g_01118	Prat.g_00545
OG0000537	Prbk.g_01119	Prat.g_00546
OG0000538	Prbk.g_01120	Prat.g_00547
OG0000539	Prbk.g_01124	Prat.g_00549
OG0000540	Prbk.g_01125	Prat.g_00550
OG0000541	Prbk.g_01126	Prat.g_00551
OG0000542	Prbk.g_01130	Prat.g_00553
OG0000543	Prbk.g_01131	Prat.g_00554
OG0000544	Prbk.g_01132	Prat.g_00555
OG0000545	Prbk.g_01133	Prat.g_00556
OG0000546	Prbk.g_01139	Prat.g_00557
OG0000547	Prbk.g_01140	Prat.g_00558
OG0000548	Prbk.g_01141	Prat.g_00559
OG0000549	Prbk.g_01143	Prat.g_00561
OG0000550	Prbk.g_01144	Prat.g_00562
OG0000551	Prbk.g_01145	Prat.g_00563
OG0000552	Prbk.g_01146	Prat.g_00564
OG0000553	Prbk.g_01147	Prat.g_00565
OG0000554	Prbk.g_01148	Prat.g_00566
OG0000555	Prbk.g_01151	Prat.g_00568
OG0000556	Prbk.g_01153	Prat.g_00569
OG0000557	Prbk.g_01154	Prat.g_00570
OG0000558	Prbk.g_01155	Prat.g_00571
OG0000559	Prbk.g_01156	Prat.g_00572
OG0000560	Prbk.g_01157	Prat.g_00573
OG0000561	Prbk.g_01158	Prat.g_00574
OG0000562	Prbk.g_01159	Prat.g_00575
OG0000563	Prbk.g_01161	Prat.g_00576
OG0000564	Prbk.g_01163	Prat.g_00577
OG0000565	Prbk.g_02602	Prat.g_00579
OG0000566	Prbk.g_02603	Prat.g_00580
OG0000567	Prbk.g_02604	Prat.g_00581
OG0000568	Prbk.g_02605	Prat.g_00582
OG0000569	Prbk.g_02608	Prat.g_00584
OG0000570	Prbk.g_02609	Prat.g_00585
OG0000571	Prbk.g_02611	Prat.g_00587
