Orthogroup	Prax	Other
OG0001256	Prax.g_00460, Prax.g_00776	Praj.g_01187
OG0001256	Prax.g_00460, Prax.g_00776	Prbb.g_01229
OG0001256	Prax.g_00460, Prax.g_00776	Prbc.g_00164
OG0001256	Prax.g_00460, Prax.g_00776	Prbj.g_00897
OG0001256	Prax.g_00460, Prax.g_00776	Prbk.g_01851
OG0001256	Prax.g_00460, Prax.g_00776	Prbl.g_01822
OG0001256	Prax.g_00460, Prax.g_00776	Prah.g_01084
OG0001256	Prax.g_00460, Prax.g_00776	Praf.g_01190, Praf.g_01188
OG0001256	Prax.g_00460	Prau.g_00441
OG0001256	Prax.g_00460	Prab.g_01624
OG0001256	Prax.g_00460	Pran.g_00925
OG0001256	Prax.g_00460	Pras.g_01289
OG0001256	Prax.g_00776	Prbd.g_00836
OG0001256	Prax.g_00776	Praa.g_00396
OG0001256	Prax.g_00776	Prao.g_00529
OG0001256	Prax.g_00776	Prbi.g_00426
OG0001256	Prax.g_00776	Prae.g_00398
OG0001256	Prax.g_00776	Prai.g_01599
OG0001256	Prax.g_00776	Prbd.g_00836
OG0001474	Prax.g_00531	Pras.g_00311
OG0001558	Prax.g_01961	Prad.g_01073
