Orthogroup	Prbn	Pral
OG0000121	Prbn.g_00214	Pral.g_01159
OG0000122	Prbn.g_01113, Prbn.g_00255	Pral.g_01116
OG0000123	Prbn.g_01888	Pral.g_00250
OG0000124	Prbn.g_00979	Pral.g_00322
OG0000125	Prbn.g_00944	Pral.g_00358
OG0000126	Prbn.g_00295	Pral.g_00405
OG0000128	Prbn.g_00002, Prbn.g_00003	Pral.g_00421
OG0000129	Prbn.g_00737	Pral.g_01000
OG0000130	Prbn.g_00708	Pral.g_00978
OG0000131	Prbn.g_01269	Pral.g_00900
OG0000132	Prbn.g_01249	Pral.g_00880
OG0000133	Prbn.g_00088	Pral.g_00717
OG0000134	Prbn.g_00694	Pral.g_00674
OG0000135	Prbn.g_01102	Pral.g_01034
OG0000136	Prbn.g_00672	Pral.g_00653
OG0000137	Prbn.g_00639	Pral.g_00617
OG0000138	Prbn.g_00619	Pral.g_00595
OG0000139	Prbn.g_00579	Pral.g_00553
OG0000140	Prbn.g_00578	Pral.g_00552
OG0000141	Prbn.g_00507	Pral.g_00481
OG0000142	Prbn.g_00426	Pral.g_01436
OG0000143	Prbn.g_00430	Pral.g_01440
OG0000144	Prbn.g_00444	Pral.g_01453
OG0000145	Prbn.g_01100	Pral.g_01037
OG0000146	Prbn.g_00469	Pral.g_01636
OG0000147	Prbn.g_00470	Pral.g_01637
OG0000148	Prbn.g_01529	Pral.g_01505
OG0000149	Prbn.g_01497	Pral.g_01535
OG0000150	Prbn.g_01487	Pral.g_01545
OG0000151	Prbn.g_01611	Pral.g_01789
OG0000152	Prbn.g_01418	Pral.g_01627
OG0000153	Prbn.g_01399	Pral.g_01578
OG0000154	Prbn.g_01379	Pral.g_01595
OG0000155	Prbn.g_01210	Pral.g_01390
OG0000156	Prbn.g_01095	Pral.g_01292
OG0000157	Prbn.g_01094	Pral.g_01291
OG0000158	Prbn.g_01014	Pral.g_00287
OG0000159	Prbn.g_00717	Pral.g_01263
OG0000160	Prbn.g_00213	Pral.g_01160
OG0000161	Prbn.g_00219	Pral.g_01154
OG0000162	Prbn.g_00225	Pral.g_01148
OG0000163	Prbn.g_00264	Pral.g_01106
OG0000164	Prbn.g_01770	Pral.g_00131
OG0000165	Prbn.g_01777	Pral.g_00138
OG0000166	Prbn.g_01844	Pral.g_00206
OG0000167	Prbn.g_01915	Pral.g_00277
OG0000168	Prbn.g_01013	Pral.g_00288
OG0000169	Prbn.g_01003	Pral.g_00298
OG0000170	Prbn.g_01000	Pral.g_00301
OG0000171	Prbn.g_00980	Pral.g_00321
OG0000172	Prbn.g_00973	Pral.g_00328
OG0000173	Prbn.g_00958	Pral.g_00343
OG0000174	Prbn.g_00929	Pral.g_00375
OG0000175	Prbn.g_00916	Pral.g_00387
OG0000176	Prbn.g_00010	Pral.g_00414
OG0000177	Prbn.g_00009	Pral.g_00415
OG0000178	Prbn.g_00008	Pral.g_00416
OG0000179	Prbn.g_00766	Pral.g_01028
OG0000180	Prbn.g_00765	Pral.g_01027
OG0000181	Prbn.g_00764	Pral.g_01026
OG0000182	Prbn.g_00763	Pral.g_01025
OG0000183	Prbn.g_00759	Pral.g_01021
OG0000184	Prbn.g_00733	Pral.g_00996
OG0000185	Prbn.g_00730	Pral.g_00993
OG0000186	Prbn.g_00714	Pral.g_00984
OG0000187	Prbn.g_00713	Pral.g_00983
OG0000188	Prbn.g_01339	Pral.g_00965
OG0000189	Prbn.g_01325	Pral.g_00951
OG0000190	Prbn.g_01323	Pral.g_00950
OG0000191	Prbn.g_01300	Pral.g_00928
OG0000192	Prbn.g_01295	Pral.g_00923
OG0000193	Prbn.g_01268	Pral.g_00899
OG0000194	Prbn.g_01265	Pral.g_00896
OG0000195	Prbn.g_01263	Pral.g_00894
OG0000196	Prbn.g_01252	Pral.g_00883
OG0000197	Prbn.g_01251	Pral.g_00882
OG0000198	Prbn.g_01250	Pral.g_00881
OG0000199	Prbn.g_01243, Prbn.g_00384	Pral.g_00873
OG0000200	Prbn.g_00370	Pral.g_00860
OG0000201	Prbn.g_00361	Pral.g_00851
OG0000202	Prbn.g_00360	Pral.g_00850
OG0000203	Prbn.g_00359	Pral.g_00849
OG0000204	Prbn.g_00358	Pral.g_00848
OG0000205	Prbn.g_00351	Pral.g_00842
OG0000206	Prbn.g_00346	Pral.g_00837
OG0000207	Prbn.g_00343	Pral.g_00835
OG0000208	Prbn.g_00342	Pral.g_00834
OG0000209	Prbn.g_00333	Pral.g_00825
OG0000210	Prbn.g_00332	Pral.g_00824
OG0000211	Prbn.g_00317	Pral.g_00807
OG0000212	Prbn.g_00309	Pral.g_00799
OG0000213	Prbn.g_00024	Pral.g_00781
OG0000214	Prbn.g_00034	Pral.g_00772
OG0000215	Prbn.g_00061	Pral.g_00746
OG0000216	Prbn.g_00062	Pral.g_00744
OG0000217	Prbn.g_00065	Pral.g_00741
OG0000218	Prbn.g_00067	Pral.g_00739
OG0000219	Prbn.g_00068	Pral.g_00738
OG0000220	Prbn.g_00069	Pral.g_00737
OG0000221	Prbn.g_00070	Pral.g_00736
OG0000222	Prbn.g_00077	Pral.g_00729
OG0000223	Prbn.g_00089	Pral.g_00716
OG0000224	Prbn.g_00091	Pral.g_00714
OG0000225	Prbn.g_00117	Pral.g_00686
OG0000226	Prbn.g_00121	Pral.g_00682
OG0000227	Prbn.g_00123	Pral.g_00680
OG0000228	Prbn.g_00697	Pral.g_00677
OG0000229	Prbn.g_00677	Pral.g_00658
OG0000230	Prbn.g_00675	Pral.g_00656
OG0000231	Prbn.g_00664	Pral.g_00644
OG0000232	Prbn.g_00653	Pral.g_00631
OG0000233	Prbn.g_00647	Pral.g_00625
OG0000234	Prbn.g_00638	Pral.g_00616
OG0000235	Prbn.g_00635	Pral.g_00612
OG0000236	Prbn.g_00621	Pral.g_00597
OG0000237	Prbn.g_00608	Pral.g_00584
OG0000238	Prbn.g_00602	Pral.g_00578
OG0000239	Prbn.g_00591	Pral.g_00565
OG0000240	Prbn.g_00590	Pral.g_00564
OG0000241	Prbn.g_00586	Pral.g_00560
OG0000242	Prbn.g_00584	Pral.g_00558
OG0000243	Prbn.g_00573	Pral.g_00547
OG0000244	Prbn.g_00570	Pral.g_00544
OG0000245	Prbn.g_00568	Pral.g_00542
OG0000246	Prbn.g_00564	Pral.g_00538
OG0000247	Prbn.g_00554	Pral.g_00527
OG0000248	Prbn.g_00551	Pral.g_00524
OG0000249	Prbn.g_00549	Pral.g_00522
OG0000250	Prbn.g_00544	Pral.g_00516
OG0000251	Prbn.g_00524	Pral.g_00498
OG0000252	Prbn.g_00521	Pral.g_00495
OG0000253	Prbn.g_00520	Pral.g_00494
OG0000254	Prbn.g_00503	Pral.g_00477
OG0000255	Prbn.g_00497	Pral.g_00470
OG0000256	Prbn.g_00487	Pral.g_00460
OG0000257	Prbn.g_00421	Pral.g_01430
OG0000258	Prbn.g_00435	Pral.g_01444
OG0000259	Prbn.g_00835	Pral.g_01461
OG0000260	Prbn.g_00838	Pral.g_01464
OG0000261	Prbn.g_00841	Pral.g_01467
OG0000262	Prbn.g_00845	Pral.g_01471
OG0000263	Prbn.g_01583	Pral.g_01761
OG0000264	Prbn.g_01572	Pral.g_01750
OG0000265	Prbn.g_01554	Pral.g_01729
OG0000266	Prbn.g_00864	Pral.g_01719
OG0000267	Prbn.g_01350	Pral.g_01706
OG0000268	Prbn.g_01351	Pral.g_01705
OG0000269	Prbn.g_01551	Pral.g_01483
OG0000270	Prbn.g_01548	Pral.g_01486
OG0000271	Prbn.g_01540	Pral.g_01494
OG0000272	Prbn.g_01539	Pral.g_01495
OG0000273	Prbn.g_01515	Pral.g_01518
OG0000274	Prbn.g_01514	Pral.g_01519
OG0000275	Prbn.g_01511	Pral.g_01522
OG0000276	Prbn.g_01505	Pral.g_01527
OG0000277	Prbn.g_01504	Pral.g_01528
OG0000278	Prbn.g_01501	Pral.g_01531
OG0000279	Prbn.g_01494	Pral.g_01538
OG0000280	Prbn.g_01493	Pral.g_01539
OG0000281	Prbn.g_01486	Pral.g_01546
OG0000282	Prbn.g_01619	Pral.g_01797
OG0000283	Prbn.g_01442	Pral.g_01655
OG0000284	Prbn.g_01437	Pral.g_01650
OG0000285	Prbn.g_01432	Pral.g_01644
OG0000286	Prbn.g_01419	Pral.g_01628
OG0000287	Prbn.g_01123	Pral.g_00050
OG0000288	Prbn.g_01380	Pral.g_01594
OG0000289	Prbn.g_01364	Pral.g_01609
OG0000290	Prbn.g_01468	Pral.g_01564
OG0000291	Prbn.g_01470	Pral.g_01562
OG0000292	Prbn.g_01144	Pral.g_01316
OG0000293	Prbn.g_01179	Pral.g_01357
OG0000294	Prbn.g_01180	Pral.g_01358
OG0000295	Prbn.g_01203	Pral.g_01382
OG0000296	Prbn.g_01205	Pral.g_01384
OG0000297	Prbn.g_00387	Pral.g_01394
OG0000298	Prbn.g_00388	Pral.g_01395
OG0000299	Prbn.g_00407	Pral.g_01415
OG0000300	Prbn.g_00410	Pral.g_01419
OG0000301	Prbn.g_00411	Pral.g_01420
OG0000302	Prbn.g_00413	Pral.g_01422
OG0000303	Prbn.g_00419	Pral.g_01428
OG0000304	Prbn.g_00482	Pral.g_00455
OG0000305	Prbn.g_01146	Pral.g_01323
OG0000306	Prbn.g_01482	Pral.g_01550
OG0000307	Prbn.g_00159	Pral.g_01213
OG0000308	Prbn.g_00160	Pral.g_01212
OG0000309	Prbn.g_00164	Pral.g_01208
OG0000310	Prbn.g_00198	Pral.g_01181
OG0000311	Prbn.g_00200	Pral.g_01179
OG0000312	Prbn.g_00203	Pral.g_01176
OG0000313	Prbn.g_00216	Pral.g_01157
OG0000314	Prbn.g_00239	Pral.g_01133
OG0000315	Prbn.g_00249	Pral.g_01123
OG0000316	Prbn.g_00274	Pral.g_01095
OG0000317	Prbn.g_01742	Pral.g_00104
OG0000318	Prbn.g_01746	Pral.g_00108
OG0000319	Prbn.g_01759	Pral.g_00121
OG0000320	Prbn.g_01761	Pral.g_00123
OG0000321	Prbn.g_01762	Pral.g_00124
OG0000322	Prbn.g_01763	Pral.g_00125
OG0000323	Prbn.g_01773	Pral.g_00134
OG0000324	Prbn.g_01800	Pral.g_00162
OG0000325	Prbn.g_01811	Pral.g_00172
OG0000326	Prbn.g_01818	Pral.g_00179
OG0000327	Prbn.g_01839	Pral.g_00201
OG0000328	Prbn.g_01840	Pral.g_00202
OG0000329	Prbn.g_01857	Pral.g_00219
OG0000330	Prbn.g_01858	Pral.g_00220
OG0000331	Prbn.g_01859	Pral.g_00221
OG0000332	Prbn.g_01873	Pral.g_00235
OG0000333	Prbn.g_01875	Pral.g_00237
OG0000334	Prbn.g_01884	Pral.g_00246
OG0000335	Prbn.g_01889	Pral.g_00251
OG0000336	Prbn.g_01893	Pral.g_00255
OG0000337	Prbn.g_01911	Pral.g_00274
OG0000338	Prbn.g_01912	Pral.g_00275
OG0000339	Prbn.g_01918	Pral.g_00280
OG0000340	Prbn.g_01012	Pral.g_00289
OG0000341	Prbn.g_01010	Pral.g_00291
OG0000342	Prbn.g_01009	Pral.g_00292
OG0000343	Prbn.g_01008	Pral.g_00293
OG0000344	Prbn.g_01005	Pral.g_00296
OG0000345	Prbn.g_00999	Pral.g_00302
OG0000346	Prbn.g_00995	Pral.g_00306
OG0000347	Prbn.g_00978	Pral.g_00323
OG0000348	Prbn.g_00970	Pral.g_00331
OG0000349	Prbn.g_00953	Pral.g_00349
OG0000350	Prbn.g_00798	Pral.g_00370
OG0000351	Prbn.g_00913	Pral.g_00390
OG0000352	Prbn.g_00912	Pral.g_00391
OG0000353	Prbn.g_00299	Pral.g_00409
OG0000355	Prbn.g_00301	Pral.g_00411
OG0000356	Prbn.g_00302	Pral.g_00412
OG0000357	Prbn.g_00011	Pral.g_00413
OG0000358	Prbn.g_00007	Pral.g_00417
OG0000359	Prbn.g_00006	Pral.g_00418
OG0000360	Prbn.g_00005	Pral.g_00419
OG0000361	Prbn.g_00004	Pral.g_00420
OG0000362	Prbn.g_00001	Pral.g_00422
OG0000363	Prbn.g_00768	Pral.g_01030
OG0000364	Prbn.g_00767	Pral.g_01029
OG0000365	Prbn.g_00762	Pral.g_01024
OG0000366	Prbn.g_00761	Pral.g_01023
OG0000367	Prbn.g_00760	Pral.g_01022
OG0000368	Prbn.g_00758	Pral.g_01020
OG0000369	Prbn.g_00757	Pral.g_01019
OG0000370	Prbn.g_00756	Pral.g_01018
OG0000371	Prbn.g_00749	Pral.g_01011
OG0000372	Prbn.g_00746	Pral.g_01009
OG0000373	Prbn.g_00745	Pral.g_01008
OG0000374	Prbn.g_00744	Pral.g_01007
OG0000375	Prbn.g_00742	Pral.g_01005
OG0000376	Prbn.g_00740	Pral.g_01003
OG0000377	Prbn.g_00736	Pral.g_00999
OG0000378	Prbn.g_00732	Pral.g_00995
OG0000379	Prbn.g_00729	Pral.g_00992
OG0000380	Prbn.g_00712	Pral.g_00982
OG0000381	Prbn.g_00707	Pral.g_00977
OG0000382	Prbn.g_01340	Pral.g_00966
OG0000383	Prbn.g_01338	Pral.g_00964
OG0000384	Prbn.g_01337	Pral.g_00963
OG0000385	Prbn.g_01336	Pral.g_00962
OG0000386	Prbn.g_01335	Pral.g_00961
OG0000387	Prbn.g_01321	Pral.g_00948
OG0000388	Prbn.g_01317	Pral.g_00944
OG0000389	Prbn.g_01314	Pral.g_00941
OG0000390	Prbn.g_01304	Pral.g_00932
OG0000391	Prbn.g_01301	Pral.g_00929
OG0000392	Prbn.g_01297	Pral.g_00925
OG0000393	Prbn.g_01294	Pral.g_00922
OG0000394	Prbn.g_01293	Pral.g_00921
OG0000395	Prbn.g_01292	Pral.g_00920
OG0000396	Prbn.g_01290	Pral.g_00918
OG0000397	Prbn.g_01288	Pral.g_00916
OG0000398	Prbn.g_01285	Pral.g_00913
OG0000399	Prbn.g_01284	Pral.g_00912
OG0000400	Prbn.g_01283	Pral.g_00911
OG0000401	Prbn.g_01282	Pral.g_00910
OG0000402	Prbn.g_01356	Pral.g_00450
OG0000403	Prbn.g_01280	Pral.g_00908
OG0000404	Prbn.g_01279	Pral.g_00907
OG0000405	Prbn.g_01275	Pral.g_00903
OG0000406	Prbn.g_01267	Pral.g_00898
OG0000407	Prbn.g_01266	Pral.g_00897
OG0000408	Prbn.g_01264	Pral.g_00895
OG0000409	Prbn.g_01262	Pral.g_00893
OG0000410	Prbn.g_01261	Pral.g_00892
OG0000411	Prbn.g_01260	Pral.g_00891
OG0000412	Prbn.g_01259	Pral.g_00890
OG0000413	Prbn.g_01257	Pral.g_00888
OG0000414	Prbn.g_01256	Pral.g_00887
OG0000415	Prbn.g_01255	Pral.g_00886
OG0000416	Prbn.g_01254	Pral.g_00885
OG0000417	Prbn.g_01253	Pral.g_00884
OG0000418	Prbn.g_01248	Pral.g_00879
OG0000419	Prbn.g_01246	Pral.g_00877
OG0000420	Prbn.g_01245	Pral.g_00875
OG0000421	Prbn.g_00381	Pral.g_00871
OG0000422	Prbn.g_00380	Pral.g_00870
OG0000423	Prbn.g_00379	Pral.g_00869
OG0000424	Prbn.g_00378	Pral.g_00868
OG0000425	Prbn.g_00377	Pral.g_00867
OG0000426	Prbn.g_00376	Pral.g_00866
OG0000427	Prbn.g_00375	Pral.g_00865
OG0000428	Prbn.g_00373	Pral.g_00863
OG0000429	Prbn.g_00372	Pral.g_00862
OG0000430	Prbn.g_00371	Pral.g_00861
OG0000431	Prbn.g_00369	Pral.g_00859
OG0000432	Prbn.g_00365	Pral.g_00855
OG0000433	Prbn.g_00364	Pral.g_00854
OG0000434	Prbn.g_00363	Pral.g_00853
OG0000435	Prbn.g_00362	Pral.g_00852
OG0000436	Prbn.g_00357	Pral.g_00847
OG0000437	Prbn.g_00356	Pral.g_00846
OG0000438	Prbn.g_00355	Pral.g_00845
OG0000439	Prbn.g_00353	Pral.g_00844
OG0000440	Prbn.g_00352	Pral.g_00843
OG0000441	Prbn.g_00349	Pral.g_00840
OG0000442	Prbn.g_00348	Pral.g_00839
OG0000443	Prbn.g_00347	Pral.g_00838
OG0000444	Prbn.g_00341	Pral.g_00833
OG0000445	Prbn.g_00340	Pral.g_00832
OG0000446	Prbn.g_00339	Pral.g_00831
OG0000447	Prbn.g_00338	Pral.g_00830
OG0000448	Prbn.g_00337	Pral.g_00829
OG0000449	Prbn.g_00336	Pral.g_00828
OG0000450	Prbn.g_00335	Pral.g_00827
OG0000451	Prbn.g_00334	Pral.g_00826
OG0000452	Prbn.g_00331	Pral.g_00823
OG0000453	Prbn.g_00330	Pral.g_00822
OG0000454	Prbn.g_00329	Pral.g_00821
OG0000455	Prbn.g_00328	Pral.g_00820
OG0000456	Prbn.g_00327	Pral.g_00819
OG0000457	Prbn.g_00325	Pral.g_00817
OG0000458	Prbn.g_00324	Pral.g_00816
OG0000459	Prbn.g_00323	Pral.g_00815
OG0000460	Prbn.g_00315	Pral.g_00805
OG0000461	Prbn.g_00307	Pral.g_00796
OG0000462	Prbn.g_00305	Pral.g_00795
OG0000463	Prbn.g_00304	Pral.g_00794
OG0000464	Prbn.g_00012	Pral.g_00793
OG0000465	Prbn.g_00013	Pral.g_00792
OG0000466	Prbn.g_00016	Pral.g_00789
OG0000467	Prbn.g_00017	Pral.g_00788
OG0000468	Prbn.g_00020	Pral.g_00785
OG0000469	Prbn.g_00028	Pral.g_00777
OG0000470	Prbn.g_00030	Pral.g_00775
OG0000471	Prbn.g_00031	Pral.g_00774
OG0000472	Prbn.g_00033	Pral.g_00773
OG0000473	Prbn.g_00035	Pral.g_00771
OG0000474	Prbn.g_00036	Pral.g_00770
OG0000475	Prbn.g_00037	Pral.g_00769
OG0000476	Prbn.g_00039	Pral.g_00767
OG0000477	Prbn.g_00042	Pral.g_00764
OG0000478	Prbn.g_00043	Pral.g_00763
OG0000479	Prbn.g_00044	Pral.g_00762
OG0000480	Prbn.g_00049	Pral.g_00756
OG0000481	Prbn.g_00052	Pral.g_00754
OG0000482	Prbn.g_00053	Pral.g_00753
OG0000483	Prbn.g_00056	Pral.g_00750
OG0000484	Prbn.g_00057	Pral.g_00749
OG0000485	Prbn.g_00059	Pral.g_00748
OG0000486	Prbn.g_00060	Pral.g_00747
OG0000487	Prbn.g_00063	Pral.g_00743
OG0000488	Prbn.g_00066	Pral.g_00740
OG0000489	Prbn.g_00071	Pral.g_00735
OG0000490	Prbn.g_00075	Pral.g_00731
OG0000491	Prbn.g_00076	Pral.g_00730
OG0000492	Prbn.g_00078	Pral.g_00728
OG0000493	Prbn.g_00079	Pral.g_00727
OG0000494	Prbn.g_00080	Pral.g_00726
OG0000495	Prbn.g_00081	Pral.g_00725
OG0000496	Prbn.g_00082	Pral.g_00724
OG0000497	Prbn.g_00083	Pral.g_00723
OG0000498	Prbn.g_00084	Pral.g_00722
OG0000499	Prbn.g_00085	Pral.g_00721
OG0000500	Prbn.g_00086	Pral.g_00720
OG0000501	Prbn.g_00087	Pral.g_00718
OG0000502	Prbn.g_00090	Pral.g_00715
OG0000503	Prbn.g_00105	Pral.g_00698
OG0000504	Prbn.g_00107	Pral.g_00696
OG0000505	Prbn.g_00108	Pral.g_00695
OG0000506	Prbn.g_00109	Pral.g_00694
OG0000507	Prbn.g_00112	Pral.g_00691
OG0000508	Prbn.g_00116	Pral.g_00687
OG0000509	Prbn.g_00118	Pral.g_00685
OG0000510	Prbn.g_00119	Pral.g_00684
OG0000511	Prbn.g_00120	Pral.g_00683
OG0000512	Prbn.g_00122	Pral.g_00681
OG0000513	Prbn.g_00693	Pral.g_00673
OG0000514	Prbn.g_00682	Pral.g_00663
OG0000515	Prbn.g_00681	Pral.g_00662
OG0000516	Prbn.g_00680	Pral.g_00661
OG0000517	Prbn.g_00678	Pral.g_00659
OG0000518	Prbn.g_00667	Pral.g_00647
OG0000519	Prbn.g_00666	Pral.g_00646
OG0000520	Prbn.g_00665	Pral.g_00645
OG0000521	Prbn.g_00657	Pral.g_00635
OG0000522	Prbn.g_00655	Pral.g_00633
OG0000523	Prbn.g_00654	Pral.g_00632
OG0000524	Prbn.g_00649	Pral.g_00627
OG0000525	Prbn.g_00645	Pral.g_00623
OG0000526	Prbn.g_00644	Pral.g_00622
OG0000527	Prbn.g_00641	Pral.g_00619
OG0000528	Prbn.g_00636	Pral.g_00613
OG0000529	Prbn.g_00633	Pral.g_00610
OG0000530	Prbn.g_00630	Pral.g_00607
OG0000531	Prbn.g_00629	Pral.g_00606
OG0000532	Prbn.g_00627	Pral.g_00603
OG0000533	Prbn.g_00626	Pral.g_00602
OG0000534	Prbn.g_00625	Pral.g_00601
OG0000535	Prbn.g_00624	Pral.g_00600
OG0000536	Prbn.g_00623	Pral.g_00599
OG0000537	Prbn.g_00622	Pral.g_00598
OG0000538	Prbn.g_00613	Pral.g_00590
OG0000539	Prbn.g_00612	Pral.g_00589
OG0000540	Prbn.g_00611	Pral.g_00588
OG0000541	Prbn.g_00610	Pral.g_00587
OG0000542	Prbn.g_00609	Pral.g_00585
OG0000543	Prbn.g_00607	Pral.g_00583
