Orthogroup	Prbn	Prat
OG0000028	Prbn.g_01644	Prat.g_00380
OG0000030	Prbn.g_00985	Prat.g_01799
OG0000031	Prbn.g_00171	Prat.g_01266
OG0000032	Prbn.g_00251	Prat.g_01394
OG0000033	Prbn.g_01244	Prat.g_00170
OG0000033	Prbn.g_00178	Prat.g_01265
OG0000034	Prbn.g_01073	Prat.g_01259
OG0000035	Prbn.g_00212	Prat.g_01353, Prat.g_01352
OG0000037	Prbn.g_01310	Prat.g_00106
OG0000038	Prbn.g_00946	Prat.g_01839
OG0000039	Prbn.g_01577	Prat.g_00760
OG0000041	Prbn.g_01793	Prat.g_01640
OG0000042	Prbn.g_00988	Prat.g_01796
OG0000043	Prbn.g_01168	Prat.g_01176
OG0000045	Prbn.g_01145	Prat.g_01203
OG0000046	Prbn.g_00093	Prat.g_00335
OG0000047	Prbn.g_00690	Prat.g_00374
OG0000048	Prbn.g_01097, Prbn.g_00038	Prat.g_00278
OG0000050	Prbn.g_01937	Prat.g_00685
OG0000052	Prbn.g_00724	Prat.g_00058
OG0000054	Prbn.g_00508	Prat.g_00569
OG0000055	Prbn.g_01140	Prat.g_00852
OG0000057	Prbn.g_01562	Prat.g_00775
OG0000058	Prbn.g_00172	Prat.g_01311
OG0000059	Prbn.g_01833	Prat.g_01679
OG0000061	Prbn.g_01189	Prat.g_01156
OG0000062	Prbn.g_00897	Prat.g_01442
OG0000063	Prbn.g_00130	Prat.g_01516
OG0000064	Prbn.g_00710	Prat.g_00064
OG0000065	Prbn.g_01312	Prat.g_00104
OG0000066	Prbn.g_01657	Prat.g_01499
OG0000067	Prbn.g_01546	Prat.g_01037
OG0000068	Prbn.g_01240	Prat.g_01291
OG0000069	Prbn.g_00659	Prat.g_01400
OG0000070	Prbn.g_00663	Prat.g_00412
OG0000071	Prbn.g_01084	Prat.g_01249
OG0000072	Prbn.g_00383	Prat.g_00172
OG0000073	Prbn.g_00614	Prat.g_00462
OG0000074	Prbn.g_01582	Prat.g_00755
OG0000074	Prbn.g_01928	Prat.g_00696
OG0000074	Prbn.g_01038	Prat.g_01577
OG0000075	Prbn.g_01917	Prat.g_01761
OG0000076	Prbn.g_00996	Prat.g_01788
OG0000077	Prbn.g_01342	Prat.g_00075
OG0000078	Prbn.g_00310	Prat.g_00245
OG0000079	Prbn.g_00018	Prat.g_00258
OG0000080	Prbn.g_00184, Prbn.g_00186	Prat.g_01323
OG0000081	Prbn.g_00585	Prat.g_00493
OG0000082	Prbn.g_00530, Prbn.g_01734	Prat.g_01507
OG0000084	Prbn.g_00209	Prat.g_01348
OG0000085	Prbn.g_00144, Prbn.g_01737	Prat.g_01584
OG0000086	Prbn.g_01333	Prat.g_00086
OG0000087	Prbn.g_01278	Prat.g_00138
OG0000088	Prbn.g_01247	Prat.g_00166
OG0000089	Prbn.g_00696	Prat.g_00370
OG0000090	Prbn.g_00583	Prat.g_00495
OG0000091	Prbn.g_00434	Prat.g_01082
OG0000092	Prbn.g_01616	Prat.g_00721
OG0000093	Prbn.g_00846	Prat.g_01053
OG0000094	Prbn.g_01369	Prat.g_00943
OG0000095	Prbn.g_01471	Prat.g_00965
OG0000096	Prbn.g_01049	Prat.g_00634
OG0000097	Prbn.g_00408	Prat.g_01111
OG0000098	Prbn.g_01216	Prat.g_01282
OG0000099	Prbn.g_00173	Prat.g_01312
OG0000100	Prbn.g_00903	Prat.g_01437
OG0000101	Prbn.g_01881	Prat.g_01726
OG0000102	Prbn.g_00991	Prat.g_01793
OG0000103	Prbn.g_00907	Prat.g_01880
OG0000104	Prbn.g_00296	Prat.g_01889
OG0000105	Prbn.g_00041	Prat.g_00281
OG0000106	Prbn.g_00829	Prat.g_00637
OG0000107	Prbn.g_01810	Prat.g_01656
OG0000108	Prbn.g_00634	Prat.g_00440
OG0000109	Prbn.g_00620	Prat.g_00455
OG0000110	Prbn.g_00541	Prat.g_00539
OG0000111	Prbn.g_01561	Prat.g_00776
OG0000112	Prbn.g_00468	Prat.g_00888
OG0000113	Prbn.g_01523	Prat.g_01014
OG0000114	Prbn.g_01621	Prat.g_00716
OG0000115	Prbn.g_01120	Prat.g_01373
OG0000116	Prbn.g_01178	Prat.g_01166
OG0000117	Prbn.g_00389	Prat.g_01129
OG0000118	Prbn.g_01071	Prat.g_01261
OG0000119	Prbn.g_01135	Prat.g_00647
OG0000119	Prbn.g_00885	Prat.g_01452
OG0000120	Prbn.g_00170	Prat.g_00344
OG0000121	Prbn.g_00214	Prat.g_01355
OG0000122	Prbn.g_01113	Prat.g_00781
OG0000122	Prbn.g_00255	Prat.g_01398
OG0000123	Prbn.g_01888	Prat.g_01733
OG0000124	Prbn.g_00979	Prat.g_01805
OG0000125	Prbn.g_00944	Prat.g_01841
OG0000126	Prbn.g_00295	Prat.g_01888
OG0000128	Prbn.g_00002, Prbn.g_00003	Prat.g_00012, Prat.g_00011
OG0000129	Prbn.g_00737	Prat.g_00047
OG0000130	Prbn.g_00708	Prat.g_00066
OG0000131	Prbn.g_01269	Prat.g_00144
OG0000132	Prbn.g_01249	Prat.g_00164
OG0000133	Prbn.g_00088	Prat.g_00329
OG0000134	Prbn.g_00694	Prat.g_00372
OG0000135	Prbn.g_01102	Prat.g_01477
OG0000136	Prbn.g_00672	Prat.g_00401
OG0000137	Prbn.g_00639	Prat.g_00434
OG0000138	Prbn.g_00619	Prat.g_00456
OG0000139	Prbn.g_00579	Prat.g_00499
OG0000140	Prbn.g_00578	Prat.g_00500
OG0000141	Prbn.g_00507	Prat.g_00570
OG0000142	Prbn.g_00426	Prat.g_01090
OG0000143	Prbn.g_00430	Prat.g_01086
OG0000144	Prbn.g_00444	Prat.g_01072
OG0000145	Prbn.g_01100	Prat.g_01472
OG0000146	Prbn.g_00469	Prat.g_00887
OG0000147	Prbn.g_00470	Prat.g_00886
OG0000148	Prbn.g_01529	Prat.g_01020
OG0000149	Prbn.g_01497	Prat.g_00991
OG0000150	Prbn.g_01487	Prat.g_00981
OG0000151	Prbn.g_01611	Prat.g_00726
OG0000152	Prbn.g_01418	Prat.g_00896, Prat.g_01277
OG0000153	Prbn.g_01399	Prat.g_00915
OG0000154	Prbn.g_01379	Prat.g_00934
OG0000155	Prbn.g_01210	Prat.g_01135
OG0000156	Prbn.g_01095	Prat.g_01238
OG0000157	Prbn.g_01094	Prat.g_01239
OG0000158	Prbn.g_01014	Prat.g_01769
OG0000160	Prbn.g_00213	Prat.g_01354
OG0000161	Prbn.g_00219	Prat.g_01360
OG0000162	Prbn.g_00225	Prat.g_01366
OG0000163	Prbn.g_00264	Prat.g_01409
OG0000164	Prbn.g_01770	Prat.g_01615
OG0000165	Prbn.g_01777	Prat.g_01623
OG0000166	Prbn.g_01844	Prat.g_01690
OG0000167	Prbn.g_01915	Prat.g_01759
OG0000168	Prbn.g_01013	Prat.g_01770
OG0000169	Prbn.g_01003	Prat.g_01781
OG0000170	Prbn.g_01000	Prat.g_01784
OG0000171	Prbn.g_00980	Prat.g_01804
OG0000172	Prbn.g_00973	Prat.g_01811
OG0000173	Prbn.g_00958	Prat.g_01826
OG0000174	Prbn.g_00929	Prat.g_01858
OG0000175	Prbn.g_00916	Prat.g_01870
OG0000176	Prbn.g_00010	Prat.g_00004
OG0000177	Prbn.g_00009	Prat.g_00005
OG0000178	Prbn.g_00008	Prat.g_00006
OG0000179	Prbn.g_00766	Prat.g_00017
OG0000180	Prbn.g_00765	Prat.g_00018
OG0000181	Prbn.g_00764	Prat.g_00019
OG0000182	Prbn.g_00763	Prat.g_00020
OG0000183	Prbn.g_00759	Prat.g_00024
OG0000184	Prbn.g_00733	Prat.g_00051
OG0000185	Prbn.g_00730	Prat.g_00054
OG0000186	Prbn.g_00714	Prat.g_00060
OG0000187	Prbn.g_00713	Prat.g_00061
OG0000188	Prbn.g_01339	Prat.g_00080
OG0000189	Prbn.g_01325	Prat.g_00093
OG0000190	Prbn.g_01323	Prat.g_00094
OG0000191	Prbn.g_01300	Prat.g_00116
OG0000192	Prbn.g_01295	Prat.g_00121
OG0000193	Prbn.g_01268	Prat.g_00145
OG0000194	Prbn.g_01265	Prat.g_00148
OG0000195	Prbn.g_01263	Prat.g_00150
OG0000196	Prbn.g_01252	Prat.g_00161
OG0000197	Prbn.g_01251	Prat.g_00162
OG0000198	Prbn.g_01250	Prat.g_00163
OG0000199	Prbn.g_01243, Prbn.g_00384	Prat.g_00171
OG0000200	Prbn.g_00370	Prat.g_00185
OG0000201	Prbn.g_00361	Prat.g_00194
OG0000202	Prbn.g_00360	Prat.g_00195
OG0000203	Prbn.g_00359	Prat.g_00196
OG0000204	Prbn.g_00358	Prat.g_00197
OG0000205	Prbn.g_00351	Prat.g_00204
OG0000206	Prbn.g_00346	Prat.g_00209
OG0000207	Prbn.g_00343	Prat.g_00211
OG0000208	Prbn.g_00342	Prat.g_00212
OG0000209	Prbn.g_00333	Prat.g_00221
OG0000210	Prbn.g_00332	Prat.g_00222
OG0000211	Prbn.g_00317	Prat.g_00238
OG0000212	Prbn.g_00309	Prat.g_00246
OG0000213	Prbn.g_00024	Prat.g_00264
OG0000214	Prbn.g_00034	Prat.g_00274
OG0000215	Prbn.g_00061	Prat.g_00300
OG0000216	Prbn.g_00062	Prat.g_00302
OG0000217	Prbn.g_00065	Prat.g_00305
OG0000218	Prbn.g_00067	Prat.g_00307
OG0000219	Prbn.g_00068	Prat.g_00308
OG0000220	Prbn.g_00069	Prat.g_00309
OG0000221	Prbn.g_00070	Prat.g_00310
OG0000222	Prbn.g_00077	Prat.g_00317
OG0000223	Prbn.g_00089	Prat.g_00330
OG0000224	Prbn.g_00091	Prat.g_00332
OG0000225	Prbn.g_00117	Prat.g_00360
OG0000226	Prbn.g_00121	Prat.g_00364
OG0000227	Prbn.g_00123	Prat.g_00366
OG0000228	Prbn.g_00697	Prat.g_00369
OG0000229	Prbn.g_00677	Prat.g_00396
OG0000230	Prbn.g_00675	Prat.g_00398
OG0000231	Prbn.g_00664	Prat.g_00411
OG0000232	Prbn.g_00653	Prat.g_00419
OG0000233	Prbn.g_00647	Prat.g_00426
OG0000234	Prbn.g_00638	Prat.g_00435
OG0000235	Prbn.g_00635	Prat.g_00439
OG0000236	Prbn.g_00621	Prat.g_00454
OG0000237	Prbn.g_00608	Prat.g_00469
OG0000238	Prbn.g_00602	Prat.g_00475
OG0000239	Prbn.g_00591	Prat.g_00487
OG0000240	Prbn.g_00590	Prat.g_00488
OG0000241	Prbn.g_00586	Prat.g_00492
OG0000242	Prbn.g_00584	Prat.g_00494
OG0000243	Prbn.g_00573	Prat.g_00504
OG0000244	Prbn.g_00570	Prat.g_00507
OG0000245	Prbn.g_00568	Prat.g_00509
OG0000246	Prbn.g_00564	Prat.g_00514, Prat.g_00513
OG0000247	Prbn.g_00554	Prat.g_00525
OG0000248	Prbn.g_00551	Prat.g_00528
OG0000249	Prbn.g_00549	Prat.g_00530
OG0000250	Prbn.g_00544	Prat.g_00536
OG0000251	Prbn.g_00524	Prat.g_00553
OG0000252	Prbn.g_00521	Prat.g_00556
OG0000253	Prbn.g_00520	Prat.g_00557
OG0000254	Prbn.g_00503	Prat.g_00574
OG0000255	Prbn.g_00497	Prat.g_00581
OG0000256	Prbn.g_00487	Prat.g_00591
OG0000257	Prbn.g_00421	Prat.g_01097
OG0000258	Prbn.g_00435	Prat.g_01081
OG0000259	Prbn.g_00835	Prat.g_01064
OG0000260	Prbn.g_00838	Prat.g_01061
OG0000261	Prbn.g_00841	Prat.g_01058
OG0000262	Prbn.g_00845	Prat.g_01054
OG0000263	Prbn.g_01583	Prat.g_00754
OG0000264	Prbn.g_01572	Prat.g_00765
OG0000265	Prbn.g_01554	Prat.g_00788
OG0000266	Prbn.g_00864	Prat.g_00801
OG0000267	Prbn.g_01350	Prat.g_00814
OG0000268	Prbn.g_01351	Prat.g_00815
OG0000269	Prbn.g_01551	Prat.g_01042
OG0000270	Prbn.g_01548	Prat.g_01039
OG0000271	Prbn.g_01540	Prat.g_01031
OG0000272	Prbn.g_01539	Prat.g_01030
OG0000273	Prbn.g_01515	Prat.g_01007
OG0000274	Prbn.g_01514	Prat.g_01006
OG0000275	Prbn.g_01511	Prat.g_01004
OG0000276	Prbn.g_01505	Prat.g_00999
OG0000277	Prbn.g_01504	Prat.g_00998
OG0000278	Prbn.g_01501	Prat.g_00995
OG0000279	Prbn.g_01494	Prat.g_00988
OG0000280	Prbn.g_01493	Prat.g_00987
OG0000281	Prbn.g_01486	Prat.g_00980
OG0000282	Prbn.g_01619	Prat.g_00718
OG0000283	Prbn.g_01442	Prat.g_00868
OG0000284	Prbn.g_01437	Prat.g_00873
OG0000285	Prbn.g_01432	Prat.g_00879
OG0000286	Prbn.g_01419	Prat.g_00895
OG0000287	Prbn.g_01123	Prat.g_00912
OG0000288	Prbn.g_01380	Prat.g_00933
OG0000289	Prbn.g_01364	Prat.g_00948
OG0000290	Prbn.g_01468	Prat.g_00962
OG0000291	Prbn.g_01470	Prat.g_00964
OG0000292	Prbn.g_01144	Prat.g_01208
OG0000293	Prbn.g_01179	Prat.g_01165
OG0000294	Prbn.g_01180	Prat.g_01164
OG0000295	Prbn.g_01203	Prat.g_01142
OG0000296	Prbn.g_01205	Prat.g_01140
OG0000297	Prbn.g_00387	Prat.g_01131
OG0000298	Prbn.g_00388	Prat.g_01130
OG0000299	Prbn.g_00407	Prat.g_01112
OG0000300	Prbn.g_00410	Prat.g_01108
OG0000301	Prbn.g_00411	Prat.g_01107
OG0000302	Prbn.g_00413	Prat.g_01105
OG0000303	Prbn.g_00419	Prat.g_01099
OG0000304	Prbn.g_00482	Prat.g_00595
OG0000305	Prbn.g_01146	Prat.g_01200
OG0000306	Prbn.g_01482	Prat.g_00976
OG0000307	Prbn.g_00159	Prat.g_01300
OG0000308	Prbn.g_00160	Prat.g_01301
OG0000309	Prbn.g_00164	Prat.g_01305
OG0000310	Prbn.g_00198	Prat.g_01336
OG0000311	Prbn.g_00200	Prat.g_01338
OG0000312	Prbn.g_00203	Prat.g_01341
OG0000313	Prbn.g_00216	Prat.g_01357
OG0000314	Prbn.g_00239	Prat.g_01382
OG0000315	Prbn.g_00249	Prat.g_01392
OG0000316	Prbn.g_00274	Prat.g_01420
OG0000317	Prbn.g_01742	Prat.g_01589
OG0000318	Prbn.g_01746	Prat.g_01593
OG0000319	Prbn.g_01759	Prat.g_01605
OG0000320	Prbn.g_01761	Prat.g_01607
OG0000321	Prbn.g_01762	Prat.g_01608
OG0000322	Prbn.g_01763	Prat.g_01609
OG0000323	Prbn.g_01773	Prat.g_01618
OG0000324	Prbn.g_01800	Prat.g_01647
OG0000325	Prbn.g_01811	Prat.g_01657
OG0000326	Prbn.g_01818	Prat.g_01664
OG0000327	Prbn.g_01839	Prat.g_01685
OG0000328	Prbn.g_01840	Prat.g_01686
OG0000329	Prbn.g_01857	Prat.g_01703
OG0000330	Prbn.g_01858	Prat.g_01704
OG0000331	Prbn.g_01859	Prat.g_01705
OG0000332	Prbn.g_01873	Prat.g_01718
OG0000333	Prbn.g_01875	Prat.g_01720
OG0000334	Prbn.g_01884	Prat.g_01729
OG0000335	Prbn.g_01889	Prat.g_01734
OG0000336	Prbn.g_01893	Prat.g_01738
OG0000337	Prbn.g_01911	Prat.g_01756
OG0000338	Prbn.g_01912	Prat.g_01757
OG0000339	Prbn.g_01918	Prat.g_01762
OG0000340	Prbn.g_01012	Prat.g_01771
OG0000341	Prbn.g_01010	Prat.g_01773
OG0000342	Prbn.g_01009	Prat.g_01775
OG0000343	Prbn.g_01008	Prat.g_01776
OG0000344	Prbn.g_01005	Prat.g_01779
OG0000345	Prbn.g_00999	Prat.g_01785
OG0000346	Prbn.g_00995	Prat.g_01789
OG0000347	Prbn.g_00978	Prat.g_01806
OG0000348	Prbn.g_00970	Prat.g_01814
OG0000349	Prbn.g_00953	Prat.g_01832
OG0000350	Prbn.g_00798	Prat.g_01853
OG0000351	Prbn.g_00913	Prat.g_01873
OG0000352	Prbn.g_00912	Prat.g_01874
OG0000353	Prbn.g_00299	Prat.g_01892
OG0000355	Prbn.g_00301	Prat.g_00001
OG0000356	Prbn.g_00302	Prat.g_00002
OG0000357	Prbn.g_00011	Prat.g_00003
OG0000358	Prbn.g_00007	Prat.g_00007
OG0000359	Prbn.g_00006	Prat.g_00008
OG0000360	Prbn.g_00005	Prat.g_00009
OG0000361	Prbn.g_00004	Prat.g_00010
OG0000362	Prbn.g_00001	Prat.g_00013
OG0000363	Prbn.g_00768	Prat.g_00015
OG0000364	Prbn.g_00767	Prat.g_00016
OG0000365	Prbn.g_00762	Prat.g_00021
OG0000366	Prbn.g_00761	Prat.g_00022
OG0000367	Prbn.g_00760	Prat.g_00023
OG0000368	Prbn.g_00758	Prat.g_00025
OG0000369	Prbn.g_00757	Prat.g_00026
OG0000370	Prbn.g_00756	Prat.g_00027
OG0000371	Prbn.g_00749	Prat.g_00034
OG0000372	Prbn.g_00746	Prat.g_00036
OG0000373	Prbn.g_00745	Prat.g_00037
OG0000374	Prbn.g_00744	Prat.g_00038
OG0000375	Prbn.g_00742	Prat.g_00042
OG0000376	Prbn.g_00740	Prat.g_00044
OG0000377	Prbn.g_00736	Prat.g_00048
OG0000378	Prbn.g_00732	Prat.g_00052
OG0000379	Prbn.g_00729	Prat.g_00055
OG0000380	Prbn.g_00712	Prat.g_00062
OG0000381	Prbn.g_00707	Prat.g_00067
OG0000382	Prbn.g_01340	Prat.g_00079
OG0000383	Prbn.g_01338	Prat.g_00081
OG0000384	Prbn.g_01337	Prat.g_00082
OG0000385	Prbn.g_01336	Prat.g_00083
OG0000386	Prbn.g_01335	Prat.g_00084
OG0000387	Prbn.g_01321	Prat.g_00096
OG0000388	Prbn.g_01317	Prat.g_00100
OG0000389	Prbn.g_01314	Prat.g_00103
OG0000390	Prbn.g_01304	Prat.g_00112
OG0000391	Prbn.g_01301	Prat.g_00115
OG0000392	Prbn.g_01297	Prat.g_00118
OG0000393	Prbn.g_01294	Prat.g_00122
OG0000394	Prbn.g_01293	Prat.g_00123
OG0000395	Prbn.g_01292	Prat.g_00124
OG0000396	Prbn.g_01290	Prat.g_00126
OG0000397	Prbn.g_01288	Prat.g_00128
OG0000398	Prbn.g_01285	Prat.g_00131
OG0000399	Prbn.g_01284	Prat.g_00132
OG0000400	Prbn.g_01283	Prat.g_00133
OG0000401	Prbn.g_01282	Prat.g_00134
OG0000402	Prbn.g_01356	Prat.g_00601
OG0000403	Prbn.g_01280	Prat.g_00136
OG0000404	Prbn.g_01279	Prat.g_00137
OG0000405	Prbn.g_01275	Prat.g_00141
OG0000406	Prbn.g_01267	Prat.g_00146
OG0000407	Prbn.g_01266	Prat.g_00147
OG0000408	Prbn.g_01264	Prat.g_00149
OG0000409	Prbn.g_01262	Prat.g_00151
OG0000410	Prbn.g_01261	Prat.g_00152
OG0000411	Prbn.g_01260	Prat.g_00153
OG0000412	Prbn.g_01259	Prat.g_00154
OG0000413	Prbn.g_01257	Prat.g_00156
OG0000414	Prbn.g_01256	Prat.g_00157
OG0000415	Prbn.g_01255	Prat.g_00158
OG0000416	Prbn.g_01254	Prat.g_00159
OG0000417	Prbn.g_01253	Prat.g_00160
OG0000418	Prbn.g_01248	Prat.g_00165
OG0000419	Prbn.g_01246	Prat.g_00167
OG0000420	Prbn.g_01245	Prat.g_00169
OG0000421	Prbn.g_00381	Prat.g_00174
OG0000422	Prbn.g_00380	Prat.g_00175
OG0000423	Prbn.g_00379	Prat.g_00176
OG0000424	Prbn.g_00378	Prat.g_00177
OG0000425	Prbn.g_00377	Prat.g_00178
OG0000426	Prbn.g_00376	Prat.g_00179
OG0000427	Prbn.g_00375	Prat.g_00180
OG0000428	Prbn.g_00373	Prat.g_00182
OG0000429	Prbn.g_00372	Prat.g_00183
OG0000430	Prbn.g_00371	Prat.g_00184
OG0000431	Prbn.g_00369	Prat.g_00186
OG0000432	Prbn.g_00365	Prat.g_00190
OG0000433	Prbn.g_00364	Prat.g_00191
OG0000434	Prbn.g_00363	Prat.g_00192
OG0000435	Prbn.g_00362	Prat.g_00193
OG0000436	Prbn.g_00357	Prat.g_00198
OG0000437	Prbn.g_00356	Prat.g_00199
OG0000438	Prbn.g_00355	Prat.g_00200
OG0000439	Prbn.g_00353	Prat.g_00202
OG0000440	Prbn.g_00352	Prat.g_00203
OG0000441	Prbn.g_00349	Prat.g_00206
OG0000442	Prbn.g_00348	Prat.g_00207
OG0000443	Prbn.g_00347	Prat.g_00208
OG0000444	Prbn.g_00341	Prat.g_00213
OG0000445	Prbn.g_00340	Prat.g_00214
OG0000446	Prbn.g_00339	Prat.g_00215
OG0000447	Prbn.g_00338	Prat.g_00216
OG0000448	Prbn.g_00337	Prat.g_00217
OG0000449	Prbn.g_00336	Prat.g_00218
OG0000450	Prbn.g_00335	Prat.g_00219
OG0000451	Prbn.g_00334	Prat.g_00220
OG0000452	Prbn.g_00331	Prat.g_00223
OG0000453	Prbn.g_00330	Prat.g_00224
OG0000454	Prbn.g_00329	Prat.g_00225
OG0000455	Prbn.g_00328	Prat.g_00226
OG0000456	Prbn.g_00327	Prat.g_00227
OG0000457	Prbn.g_00325	Prat.g_00229
OG0000458	Prbn.g_00324	Prat.g_00230
OG0000459	Prbn.g_00323	Prat.g_00231
OG0000460	Prbn.g_00315	Prat.g_00240
OG0000461	Prbn.g_00307	Prat.g_00249
OG0000462	Prbn.g_00305	Prat.g_00250
OG0000463	Prbn.g_00304	Prat.g_00251
OG0000464	Prbn.g_00012	Prat.g_00252
OG0000465	Prbn.g_00013	Prat.g_00253
OG0000466	Prbn.g_00016	Prat.g_00256
OG0000467	Prbn.g_00017	Prat.g_00257
OG0000468	Prbn.g_00020	Prat.g_00260
OG0000469	Prbn.g_00028	Prat.g_00269
OG0000470	Prbn.g_00030	Prat.g_00271
OG0000471	Prbn.g_00031	Prat.g_00272
OG0000472	Prbn.g_00033	Prat.g_00273
OG0000473	Prbn.g_00035	Prat.g_00275
OG0000474	Prbn.g_00036	Prat.g_00276
OG0000475	Prbn.g_00037	Prat.g_00277
OG0000476	Prbn.g_00039	Prat.g_00279
OG0000477	Prbn.g_00042	Prat.g_00282
OG0000478	Prbn.g_00043	Prat.g_00283
OG0000479	Prbn.g_00044	Prat.g_00284
OG0000480	Prbn.g_00049	Prat.g_00290
OG0000481	Prbn.g_00052	Prat.g_00292
OG0000482	Prbn.g_00053	Prat.g_00293
OG0000483	Prbn.g_00056	Prat.g_00296
OG0000484	Prbn.g_00057	Prat.g_00297
OG0000485	Prbn.g_00059	Prat.g_00298
OG0000486	Prbn.g_00060	Prat.g_00299
OG0000487	Prbn.g_00063	Prat.g_00303
OG0000488	Prbn.g_00066	Prat.g_00306
OG0000489	Prbn.g_00071	Prat.g_00311
OG0000490	Prbn.g_00075	Prat.g_00315
OG0000491	Prbn.g_00076	Prat.g_00316
OG0000492	Prbn.g_00078	Prat.g_00318
OG0000493	Prbn.g_00079	Prat.g_00319
OG0000494	Prbn.g_00080	Prat.g_00320
OG0000495	Prbn.g_00081	Prat.g_00321
OG0000496	Prbn.g_00082	Prat.g_00322
OG0000497	Prbn.g_00083	Prat.g_00323
OG0000498	Prbn.g_00084	Prat.g_00324
OG0000499	Prbn.g_00085	Prat.g_00325
OG0000500	Prbn.g_00086	Prat.g_00326
OG0000501	Prbn.g_00087	Prat.g_00328
OG0000502	Prbn.g_00090	Prat.g_00331
OG0000503	Prbn.g_00105	Prat.g_00348
OG0000504	Prbn.g_00107	Prat.g_00350
OG0000505	Prbn.g_00108	Prat.g_00351
OG0000506	Prbn.g_00109	Prat.g_00352
OG0000507	Prbn.g_00112	Prat.g_00355
OG0000508	Prbn.g_00116	Prat.g_00359
OG0000509	Prbn.g_00118	Prat.g_00361
OG0000510	Prbn.g_00119	Prat.g_00362
OG0000511	Prbn.g_00120	Prat.g_00363
OG0000512	Prbn.g_00122	Prat.g_00365
OG0000513	Prbn.g_00693	Prat.g_00373
OG0000514	Prbn.g_00682	Prat.g_00390
OG0000515	Prbn.g_00681	Prat.g_00391
OG0000516	Prbn.g_00680	Prat.g_00392
OG0000517	Prbn.g_00678	Prat.g_00395
OG0000518	Prbn.g_00667	Prat.g_00407
OG0000519	Prbn.g_00666	Prat.g_00408
OG0000520	Prbn.g_00665	Prat.g_00410
OG0000521	Prbn.g_00657	Prat.g_00415
OG0000522	Prbn.g_00655	Prat.g_00417
OG0000523	Prbn.g_00654	Prat.g_00418
OG0000524	Prbn.g_00649	Prat.g_00424
OG0000525	Prbn.g_00645	Prat.g_00428
OG0000526	Prbn.g_00644	Prat.g_00429
OG0000527	Prbn.g_00641	Prat.g_00432
OG0000528	Prbn.g_00636	Prat.g_00438
OG0000529	Prbn.g_00633	Prat.g_00441
OG0000530	Prbn.g_00630	Prat.g_00444
OG0000531	Prbn.g_00629	Prat.g_00445
OG0000532	Prbn.g_00627	Prat.g_00447
OG0000533	Prbn.g_00626	Prat.g_00448
OG0000534	Prbn.g_00625	Prat.g_00449
OG0000535	Prbn.g_00624	Prat.g_00450
OG0000536	Prbn.g_00623	Prat.g_00451
OG0000537	Prbn.g_00622	Prat.g_00453
OG0000538	Prbn.g_00613	Prat.g_00463
OG0000539	Prbn.g_00612	Prat.g_00464
OG0000540	Prbn.g_00611	Prat.g_00465
OG0000541	Prbn.g_00610	Prat.g_00466
OG0000542	Prbn.g_00609	Prat.g_00468
OG0000543	Prbn.g_00607	Prat.g_00470
OG0000544	Prbn.g_00606	Prat.g_00471
