Orthogroup	Prbn	Syai
OG0000223	Prbn.g_00089	Syai.g_00194
OG0000224	Prbn.g_00091	Syai.g_00186
OG0000225	Prbn.g_00117	Syai.g_00502
OG0000226	Prbn.g_00121	Syai.g_00506
OG0000227	Prbn.g_00123	Syai.g_00508
OG0000228	Prbn.g_00697	Syai.g_00516
OG0000229	Prbn.g_00677	Syai.g_02228
OG0000230	Prbn.g_00675	Syai.g_02226
OG0000231	Prbn.g_00664	Syai.g_02208
OG0000232	Prbn.g_00653	Syai.g_00846
OG0000233	Prbn.g_00647	Syai.g_00855
OG0000234	Prbn.g_00638	Syai.g_00866
OG0000235	Prbn.g_00635	Syai.g_00637
OG0000236	Prbn.g_00621	Syai.g_00652
OG0000237	Prbn.g_00608	Syai.g_00669
OG0000238	Prbn.g_00602	Syai.g_00674
OG0000239	Prbn.g_00591	Syai.g_00691
OG0000240	Prbn.g_00590	Syai.g_00692
OG0000241	Prbn.g_00586	Syai.g_01085, Syai.g_01089
OG0000242	Prbn.g_00584	Syai.g_00705
OG0000243	Prbn.g_00573	Syai.g_00726
OG0000244	Prbn.g_00570	Syai.g_00731
OG0000245	Prbn.g_00568	Syai.g_00733
OG0000246	Prbn.g_00564	Syai.g_00737
OG0000247	Prbn.g_00554	Syai.g_00748
OG0000248	Prbn.g_00551	Syai.g_00751
OG0000249	Prbn.g_00549	Syai.g_00753
OG0000250	Prbn.g_00544	Syai.g_00762
OG0000251	Prbn.g_00524	Syai.g_00789
OG0000252	Prbn.g_00521	Syai.g_00797
OG0000253	Prbn.g_00520	Syai.g_00798
OG0000254	Prbn.g_00503	Syai.g_01045
OG0000255	Prbn.g_00497	Syai.g_01061
OG0000256	Prbn.g_00487	Syai.g_01077
OG0000257	Prbn.g_00421	Syai.g_01084
OG0000258	Prbn.g_00435	Syai.g_01113
OG0000259	Prbn.g_00835	Syai.g_01229
OG0000260	Prbn.g_00838	Syai.g_01232
OG0000261	Prbn.g_00841	Syai.g_01235
OG0000262	Prbn.g_00845	Syai.g_01240
OG0000263	Prbn.g_01583	Syai.g_01776
OG0000264	Prbn.g_01572	Syai.g_01962
OG0000265	Prbn.g_01554	Syai.g_02245
OG0000266	Prbn.g_00864	Syai.g_01401
OG0000267	Prbn.g_01350	Syai.g_01569
OG0000268	Prbn.g_01351	Syai.g_01568
OG0000269	Prbn.g_01551	Syai.g_01316
OG0000270	Prbn.g_01548	Syai.g_01319
OG0000271	Prbn.g_01540	Syai.g_01327
OG0000272	Prbn.g_01539	Syai.g_01328
OG0000273	Prbn.g_01515	Syai.g_02037
OG0000274	Prbn.g_01514	Syai.g_02038
OG0000275	Prbn.g_01511	Syai.g_02043
OG0000276	Prbn.g_01505	Syai.g_02051
OG0000277	Prbn.g_01504	Syai.g_02052
OG0000278	Prbn.g_01501	Syai.g_02055
OG0000279	Prbn.g_01494	Syai.g_02063
OG0000280	Prbn.g_01493	Syai.g_02084
OG0000281	Prbn.g_01486	Syai.g_01719
OG0000282	Prbn.g_01619	Syai.g_01263
OG0000283	Prbn.g_01442	Syai.g_01554
OG0000284	Prbn.g_01437	Syai.g_01548
OG0000285	Prbn.g_01432	Syai.g_01522
OG0000286	Prbn.g_01419	Syai.g_01504
OG0000287	Prbn.g_01123	Syai.g_01469
OG0000288	Prbn.g_01380	Syai.g_01435
OG0000289	Prbn.g_01364	Syai.g_01421
OG0000290	Prbn.g_01468	Syai.g_02010
OG0000291	Prbn.g_01470	Syai.g_02008
OG0000292	Prbn.g_01144	Syai.g_02926
OG0000293	Prbn.g_01179	Syai.g_02155
OG0000294	Prbn.g_01180	Syai.g_02154
OG0000295	Prbn.g_01203	Syai.g_02117
OG0000296	Prbn.g_01205	Syai.g_02115
OG0000297	Prbn.g_00387	Syai.g_01754
OG0000298	Prbn.g_00388	Syai.g_01755
OG0000299	Prbn.g_00407	Syai.g_01783
OG0000300	Prbn.g_00410	Syai.g_01790
OG0000301	Prbn.g_00411	Syai.g_01791
OG0000302	Prbn.g_00413	Syai.g_01793
OG0000303	Prbn.g_00419	Syai.g_01802
OG0000304	Prbn.g_00482	Syai.g_01826
OG0000305	Prbn.g_01146	Syai.g_02005
OG0000306	Prbn.g_01482	Syai.g_02090
OG0000307	Prbn.g_00159	Syai.g_00619
OG0000308	Prbn.g_00160	Syai.g_00617
OG0000309	Prbn.g_00164	Syai.g_00612
OG0000310	Prbn.g_00198	Syai.g_00989
OG0000311	Prbn.g_00200	Syai.g_00985
OG0000312	Prbn.g_00203	Syai.g_00966
OG0000313	Prbn.g_00216	Syai.g_00949
OG0000314	Prbn.g_00239	Syai.g_00908
OG0000315	Prbn.g_00249	Syai.g_00897
OG0000316	Prbn.g_00274	Syai.g_02320, Syai.g_02322
OG0000317	Prbn.g_01742	Syai.g_02373
OG0000318	Prbn.g_01746	Syai.g_02379
OG0000319	Prbn.g_01759	Syai.g_02395
OG0000320	Prbn.g_01761	Syai.g_02397
OG0000321	Prbn.g_01762	Syai.g_02398
OG0000322	Prbn.g_01763	Syai.g_02399
OG0000323	Prbn.g_01773	Syai.g_02413
OG0000324	Prbn.g_01800	Syai.g_02272
OG0000325	Prbn.g_01811	Syai.g_00320
OG0000326	Prbn.g_01818	Syai.g_00327
OG0000327	Prbn.g_01839	Syai.g_00359
OG0000328	Prbn.g_01840	Syai.g_00360
OG0000329	Prbn.g_01857	Syai.g_00378
OG0000330	Prbn.g_01858	Syai.g_00379
OG0000331	Prbn.g_01859	Syai.g_00380
OG0000332	Prbn.g_01873	Syai.g_00395
OG0000333	Prbn.g_01875	Syai.g_00398
OG0000334	Prbn.g_01884	Syai.g_00407
OG0000335	Prbn.g_01889	Syai.g_00412
OG0000336	Prbn.g_01893	Syai.g_00416
OG0000337	Prbn.g_01911	Syai.g_00169
OG0000338	Prbn.g_01912	Syai.g_00166
OG0000339	Prbn.g_01918	Syai.g_00160
OG0000340	Prbn.g_01012	Syai.g_00133
OG0000341	Prbn.g_01010	Syai.g_00131
OG0000342	Prbn.g_01009	Syai.g_00130
OG0000343	Prbn.g_01008	Syai.g_00129
OG0000344	Prbn.g_01005	Syai.g_00125
OG0000345	Prbn.g_00999	Syai.g_00115
OG0000346	Prbn.g_00995	Syai.g_00110
OG0000347	Prbn.g_00978	Syai.g_00087
OG0000348	Prbn.g_00970	Syai.g_00076
OG0000349	Prbn.g_00953	Syai.g_00057
OG0000350	Prbn.g_00798	Syai.g_00334
OG0000351	Prbn.g_00913	Syai.g_02904
OG0000352	Prbn.g_00912	Syai.g_02905
OG0000353	Prbn.g_00299	Syai.g_02932
OG0000355	Prbn.g_00301	Syai.g_00001
OG0000356	Prbn.g_00302	Syai.g_00002
OG0000357	Prbn.g_00011	Syai.g_00003
OG0000358	Prbn.g_00007	Syai.g_00007
OG0000359	Prbn.g_00006	Syai.g_00009
OG0000360	Prbn.g_00005	Syai.g_00010
OG0000361	Prbn.g_00004	Syai.g_00011
OG0000362	Prbn.g_00001	Syai.g_00013
OG0000363	Prbn.g_00768	Syai.g_00015
OG0000364	Prbn.g_00767	Syai.g_00016
OG0000365	Prbn.g_00762	Syai.g_00027
OG0000366	Prbn.g_00761	Syai.g_00028
OG0000367	Prbn.g_00760	Syai.g_00029
OG0000368	Prbn.g_00758	Syai.g_00031
OG0000369	Prbn.g_00757	Syai.g_00032
OG0000370	Prbn.g_00756	Syai.g_00033
OG0000371	Prbn.g_00749	Syai.g_00041
OG0000372	Prbn.g_00746	Syai.g_00047
OG0000373	Prbn.g_00745	Syai.g_00048
OG0000374	Prbn.g_00744	Syai.g_00049
OG0000375	Prbn.g_00742	Syai.g_00053
OG0000376	Prbn.g_00740	Syai.g_00055
OG0000377	Prbn.g_00736	Syai.g_02769
OG0000378	Prbn.g_00732	Syai.g_02751
OG0000379	Prbn.g_00729	Syai.g_02733
OG0000380	Prbn.g_00712	Syai.g_02472
OG0000381	Prbn.g_00707	Syai.g_02475
OG0000382	Prbn.g_01340	Syai.g_02493
OG0000383	Prbn.g_01338	Syai.g_02498
OG0000384	Prbn.g_01337	Syai.g_02499
OG0000385	Prbn.g_01336	Syai.g_02500
OG0000386	Prbn.g_01335	Syai.g_02501
OG0000387	Prbn.g_01321	Syai.g_02534
OG0000388	Prbn.g_01317	Syai.g_02538
OG0000389	Prbn.g_01314	Syai.g_02542
OG0000390	Prbn.g_01304	Syai.g_02556
OG0000391	Prbn.g_01301	Syai.g_02561
OG0000392	Prbn.g_01297	Syai.g_02568
OG0000393	Prbn.g_01294	Syai.g_02570
OG0000394	Prbn.g_01293	Syai.g_02571
OG0000395	Prbn.g_01292	Syai.g_02572
OG0000396	Prbn.g_01290	Syai.g_02575
OG0000397	Prbn.g_01288	Syai.g_02577
OG0000398	Prbn.g_01285	Syai.g_02582
OG0000399	Prbn.g_01284	Syai.g_02583
OG0000400	Prbn.g_01283	Syai.g_02584
OG0000401	Prbn.g_01282	Syai.g_02585
OG0000402	Prbn.g_01356	Syai.g_02588
OG0000403	Prbn.g_01280	Syai.g_02589
OG0000404	Prbn.g_01279	Syai.g_02590
OG0000405	Prbn.g_01275	Syai.g_02606
OG0000406	Prbn.g_01267	Syai.g_02610
OG0000407	Prbn.g_01266	Syai.g_02611
OG0000408	Prbn.g_01264	Syai.g_02613
OG0000409	Prbn.g_01262	Syai.g_02615
OG0000410	Prbn.g_01261	Syai.g_02616
OG0000411	Prbn.g_01260	Syai.g_02617
OG0000412	Prbn.g_01259	Syai.g_02618
OG0000413	Prbn.g_01257	Syai.g_02620
OG0000414	Prbn.g_01256	Syai.g_02621
OG0000415	Prbn.g_01255	Syai.g_02622
OG0000416	Prbn.g_01254	Syai.g_02623
OG0000417	Prbn.g_01253	Syai.g_02624
OG0000418	Prbn.g_01248	Syai.g_02629
OG0000419	Prbn.g_01246	Syai.g_02631
OG0000420	Prbn.g_01245	Syai.g_02633
OG0000421	Prbn.g_00381	Syai.g_02638
OG0000422	Prbn.g_00380	Syai.g_02639
OG0000423	Prbn.g_00379	Syai.g_02640
OG0000424	Prbn.g_00378	Syai.g_02641
OG0000425	Prbn.g_00377	Syai.g_02642
OG0000426	Prbn.g_00376	Syai.g_02643
OG0000427	Prbn.g_00375	Syai.g_02644
OG0000428	Prbn.g_00373	Syai.g_02647
OG0000429	Prbn.g_00372	Syai.g_02649
OG0000430	Prbn.g_00371	Syai.g_02650
OG0000431	Prbn.g_00369	Syai.g_02654
OG0000432	Prbn.g_00365	Syai.g_02660
OG0000433	Prbn.g_00364	Syai.g_02662
OG0000434	Prbn.g_00363	Syai.g_02663
OG0000435	Prbn.g_00362	Syai.g_02666
OG0000436	Prbn.g_00357	Syai.g_02671
OG0000437	Prbn.g_00356	Syai.g_02672
OG0000438	Prbn.g_00355	Syai.g_02673
OG0000439	Prbn.g_00353	Syai.g_02675
OG0000440	Prbn.g_00352	Syai.g_02676
OG0000441	Prbn.g_00349	Syai.g_02681
OG0000442	Prbn.g_00348	Syai.g_02682
OG0000443	Prbn.g_00347	Syai.g_02683
OG0000444	Prbn.g_00341	Syai.g_02688
OG0000445	Prbn.g_00340	Syai.g_02689
OG0000446	Prbn.g_00339	Syai.g_02690
OG0000447	Prbn.g_00338	Syai.g_02693
OG0000448	Prbn.g_00337	Syai.g_02694
OG0000449	Prbn.g_00336	Syai.g_02695
OG0000450	Prbn.g_00335	Syai.g_02696
OG0000451	Prbn.g_00334	Syai.g_02697
OG0000452	Prbn.g_00331	Syai.g_02701
OG0000453	Prbn.g_00330	Syai.g_02702
OG0000454	Prbn.g_00329	Syai.g_02703
OG0000455	Prbn.g_00328	Syai.g_02704
OG0000456	Prbn.g_00327	Syai.g_02705
OG0000457	Prbn.g_00325	Syai.g_02707
OG0000458	Prbn.g_00324	Syai.g_02708
OG0000459	Prbn.g_00323	Syai.g_02709
OG0000460	Prbn.g_00315	Syai.g_00535
OG0000461	Prbn.g_00307	Syai.g_00314
OG0000462	Prbn.g_00305	Syai.g_00311
OG0000463	Prbn.g_00304	Syai.g_00310
OG0000464	Prbn.g_00012	Syai.g_00309
OG0000465	Prbn.g_00013	Syai.g_00307
OG0000466	Prbn.g_00016	Syai.g_00303
OG0000467	Prbn.g_00017	Syai.g_00301
OG0000468	Prbn.g_00020	Syai.g_00296
OG0000469	Prbn.g_00028	Syai.g_00282
OG0000470	Prbn.g_00030	Syai.g_00280
OG0000471	Prbn.g_00031	Syai.g_00279
OG0000472	Prbn.g_00033	Syai.g_00277
OG0000473	Prbn.g_00035	Syai.g_00275
OG0000474	Prbn.g_00036	Syai.g_00274
OG0000475	Prbn.g_00037	Syai.g_00273
OG0000476	Prbn.g_00039	Syai.g_00271
OG0000477	Prbn.g_00042	Syai.g_00265
OG0000478	Prbn.g_00043	Syai.g_00264
OG0000479	Prbn.g_00044	Syai.g_00263
OG0000480	Prbn.g_00049	Syai.g_00256
OG0000481	Prbn.g_00052	Syai.g_00254
OG0000482	Prbn.g_00053	Syai.g_00253
OG0000483	Prbn.g_00056	Syai.g_00249
OG0000484	Prbn.g_00057	Syai.g_00248
OG0000485	Prbn.g_00059	Syai.g_00247
OG0000486	Prbn.g_00060	Syai.g_00246
OG0000487	Prbn.g_00063	Syai.g_00240
OG0000488	Prbn.g_00066	Syai.g_00236
OG0000489	Prbn.g_00071	Syai.g_00226
OG0000490	Prbn.g_00075	Syai.g_00218
OG0000491	Prbn.g_00076	Syai.g_00217
OG0000492	Prbn.g_00078	Syai.g_00214
OG0000493	Prbn.g_00079	Syai.g_00213
OG0000494	Prbn.g_00080	Syai.g_00212
OG0000495	Prbn.g_00081	Syai.g_00211
OG0000496	Prbn.g_00082	Syai.g_00210
OG0000497	Prbn.g_00083	Syai.g_00209
OG0000498	Prbn.g_00084	Syai.g_00208
OG0000499	Prbn.g_00085	Syai.g_00207
OG0000500	Prbn.g_00086	Syai.g_00206
OG0000501	Prbn.g_00087	Syai.g_00203
OG0000502	Prbn.g_00090	Syai.g_00192
OG0000503	Prbn.g_00105	Syai.g_00486
OG0000504	Prbn.g_00107	Syai.g_00488
OG0000505	Prbn.g_00108	Syai.g_00489
OG0000506	Prbn.g_00109	Syai.g_00491
OG0000507	Prbn.g_00112	Syai.g_00497
OG0000508	Prbn.g_00116	Syai.g_00501
OG0000509	Prbn.g_00118	Syai.g_00503
OG0000510	Prbn.g_00119	Syai.g_00504
OG0000511	Prbn.g_00120	Syai.g_00505
OG0000512	Prbn.g_00122	Syai.g_00507
OG0000513	Prbn.g_00693	Syai.g_00521
OG0000514	Prbn.g_00682	Syai.g_00528
OG0000515	Prbn.g_00681	Syai.g_00529
OG0000516	Prbn.g_00680	Syai.g_02223
OG0000517	Prbn.g_00678	Syai.g_02229
OG0000518	Prbn.g_00667	Syai.g_02211
OG0000519	Prbn.g_00666	Syai.g_02210
OG0000520	Prbn.g_00665	Syai.g_02209
OG0000521	Prbn.g_00657	Syai.g_00842
OG0000522	Prbn.g_00655	Syai.g_00844
OG0000523	Prbn.g_00654	Syai.g_00845
OG0000524	Prbn.g_00649	Syai.g_00852
OG0000525	Prbn.g_00645	Syai.g_00856
OG0000526	Prbn.g_00644	Syai.g_00859
OG0000527	Prbn.g_00641	Syai.g_00863
OG0000528	Prbn.g_00636	Syai.g_00633
OG0000529	Prbn.g_00633	Syai.g_00639
OG0000530	Prbn.g_00630	Syai.g_00642
OG0000531	Prbn.g_00629	Syai.g_00643
OG0000532	Prbn.g_00627	Syai.g_00646
OG0000533	Prbn.g_00626	Syai.g_00647
OG0000534	Prbn.g_00625	Syai.g_00648
OG0000535	Prbn.g_00624	Syai.g_00649
OG0000536	Prbn.g_00623	Syai.g_00650
OG0000537	Prbn.g_00622	Syai.g_00651
OG0000538	Prbn.g_00613	Syai.g_00662
OG0000539	Prbn.g_00612	Syai.g_00663
OG0000540	Prbn.g_00611	Syai.g_00664
OG0000541	Prbn.g_00610	Syai.g_00665
OG0000542	Prbn.g_00609	Syai.g_00668
OG0000543	Prbn.g_00607	Syai.g_00670
OG0000544	Prbn.g_00606	Syai.g_00671
OG0000545	Prbn.g_00604	Syai.g_00673
OG0000546	Prbn.g_00601	Syai.g_00675
OG0000547	Prbn.g_00599	Syai.g_00677
OG0000548	Prbn.g_00598	Syai.g_00678
OG0000549	Prbn.g_00596	Syai.g_00684
OG0000550	Prbn.g_00592	Syai.g_00689
OG0000551	Prbn.g_00589	Syai.g_00694
OG0000552	Prbn.g_00588	Syai.g_00695
OG0000553	Prbn.g_00587	Syai.g_00698
