Orthogroup	Prbn	Syap
OG0000149	Prbn.g_01497	Syap.g_00824
OG0000150	Prbn.g_01487	Syap.g_01540
OG0000151	Prbn.g_01611	Syap.g_00142
OG0000152	Prbn.g_01418	Syap.g_02012
OG0000153	Prbn.g_01399	Syap.g_02682
OG0000154	Prbn.g_01379	Syap.g_02761, Syap.g_02760, Syap.g_01876
OG0000155	Prbn.g_01210	Syap.g_02777, Syap.g_01878, Syap.g_01879
OG0000156	Prbn.g_01095	Syap.g_00248, Syap.g_00284, Syap.g_00283
OG0000157	Prbn.g_01094	Syap.g_00249, Syap.g_00286
OG0000158	Prbn.g_01014	Syap.g_01075
OG0000159	Prbn.g_00717	Syap.g_00852
OG0000160	Prbn.g_00213	Syap.g_02470, Syap.g_02469
OG0000161	Prbn.g_00219	Syap.g_02476
OG0000162	Prbn.g_00225	Syap.g_02531
OG0000164	Prbn.g_01770	Syap.g_01391, Syap.g_01392
OG0000165	Prbn.g_01777	Syap.g_01381, Syap.g_01382
OG0000166	Prbn.g_01844	Syap.g_00512, Syap.g_01238
OG0000167	Prbn.g_01915	Syap.g_02080
OG0000168	Prbn.g_01013	Syap.g_01076
OG0000169	Prbn.g_01003	Syap.g_01049, Syap.g_01093
OG0000170	Prbn.g_01000	Syap.g_01467, Syap.g_01106, Syap.g_01468
OG0000171	Prbn.g_00980	Syap.g_01128, Syap.g_02454, Syap.g_02453
OG0000172	Prbn.g_00973	Syap.g_01143, Syap.g_00635
OG0000173	Prbn.g_00958	Syap.g_01213, Syap.g_00982, Syap.g_00983
OG0000174	Prbn.g_00929	Syap.g_02092
OG0000175	Prbn.g_00916	Syap.g_02654
OG0000176	Prbn.g_00010	Syap.g_00059
OG0000177	Prbn.g_00009	Syap.g_00061, Syap.g_00060
OG0000178	Prbn.g_00008	Syap.g_00062
OG0000179	Prbn.g_00766	Syap.g_00077, Syap.g_02638
OG0000180	Prbn.g_00765	Syap.g_00078, Syap.g_02640
OG0000181	Prbn.g_00764	Syap.g_00079, Syap.g_02641
OG0000182	Prbn.g_00763	Syap.g_00080, Syap.g_02642
OG0000183	Prbn.g_00759	Syap.g_00084
OG0000184	Prbn.g_00733	Syap.g_01337
OG0000185	Prbn.g_00730	Syap.g_01322
OG0000186	Prbn.g_00714	Syap.g_01684
OG0000187	Prbn.g_00713	Syap.g_01686
OG0000188	Prbn.g_01339	Syap.g_02547
OG0000191	Prbn.g_01300	Syap.g_02233
OG0000192	Prbn.g_01295	Syap.g_02224
OG0000193	Prbn.g_01268	Syap.g_02187, Syap.g_02188
OG0000194	Prbn.g_01265	Syap.g_02183
OG0000195	Prbn.g_01263	Syap.g_02180
OG0000196	Prbn.g_01252	Syap.g_01208, Syap.g_02167
OG0000197	Prbn.g_01251	Syap.g_01207, Syap.g_02166
OG0000198	Prbn.g_01250	Syap.g_01206
OG0000199	Prbn.g_01243, Prbn.g_00384	Syap.g_01197
OG0000200	Prbn.g_00370	Syap.g_01181
OG0000201	Prbn.g_00361	Syap.g_02265
OG0000202	Prbn.g_00360	Syap.g_02264
OG0000203	Prbn.g_00359	Syap.g_01601
OG0000204	Prbn.g_00358	Syap.g_01602
OG0000205	Prbn.g_00351	Syap.g_01616
OG0000206	Prbn.g_00346	Syap.g_01628
OG0000207	Prbn.g_00343	Syap.g_01426, Syap.g_00424
OG0000208	Prbn.g_00342	Syap.g_00426, Syap.g_01425
OG0000209	Prbn.g_00333	Syap.g_01906
OG0000210	Prbn.g_00332	Syap.g_01905
OG0000211	Prbn.g_00317	Syap.g_01160
OG0000212	Prbn.g_00309	Syap.g_02664
OG0000213	Prbn.g_00024	Syap.g_00107, Syap.g_01599
OG0000214	Prbn.g_00034	Syap.g_02344, Syap.g_02345
OG0000215	Prbn.g_00061	Syap.g_01347, Syap.g_01629
OG0000216	Prbn.g_00062	Syap.g_01634
OG0000217	Prbn.g_00065	Syap.g_01638
OG0000218	Prbn.g_00067	Syap.g_01641, Syap.g_01640
OG0000219	Prbn.g_00068	Syap.g_01642, Syap.g_01643
OG0000220	Prbn.g_00069	Syap.g_01645
OG0000221	Prbn.g_00070	Syap.g_01646
OG0000222	Prbn.g_00077	Syap.g_01669
OG0000223	Prbn.g_00089	Syap.g_02072, Syap.g_02073
OG0000224	Prbn.g_00091	Syap.g_02064
OG0000225	Prbn.g_00117	Syap.g_00553, Syap.g_00552
OG0000226	Prbn.g_00121	Syap.g_02029, Syap.g_02144
OG0000227	Prbn.g_00123	Syap.g_02147, Syap.g_02034, Syap.g_02033
OG0000228	Prbn.g_00697	Syap.g_00116, Syap.g_02041
OG0000229	Prbn.g_00677	Syap.g_02059
OG0000230	Prbn.g_00675	Syap.g_02061
OG0000231	Prbn.g_00664	Syap.g_02533
OG0000232	Prbn.g_00653	Syap.g_02510, Syap.g_02511
OG0000233	Prbn.g_00647	Syap.g_02133
OG0000234	Prbn.g_00638	Syap.g_02755
OG0000235	Prbn.g_00635	Syap.g_00732, Syap.g_02258
OG0000236	Prbn.g_00621	Syap.g_02238
OG0000237	Prbn.g_00608	Syap.g_00262, Syap.g_00263
OG0000238	Prbn.g_00602	Syap.g_00257, Syap.g_00258
OG0000239	Prbn.g_00591	Syap.g_02744
OG0000240	Prbn.g_00590	Syap.g_02742
OG0000241	Prbn.g_00586	Syap.g_00888
OG0000242	Prbn.g_00584	Syap.g_01455
OG0000243	Prbn.g_00573	Syap.g_01938
OG0000244	Prbn.g_00570	Syap.g_01146, Syap.g_01145
OG0000245	Prbn.g_00568	Syap.g_01148
OG0000246	Prbn.g_00564	Syap.g_00308
OG0000247	Prbn.g_00554	Syap.g_00288, Syap.g_00293
OG0000248	Prbn.g_00551	Syap.g_00290
OG0000249	Prbn.g_00549	Syap.g_01296, Syap.g_01295
OG0000250	Prbn.g_00544	Syap.g_01306
OG0000251	Prbn.g_00524	Syap.g_00442
OG0000252	Prbn.g_00521	Syap.g_01857
OG0000253	Prbn.g_00520	Syap.g_00443
OG0000254	Prbn.g_00503	Syap.g_01527, Syap.g_01528
OG0000256	Prbn.g_00487	Syap.g_01287
OG0000257	Prbn.g_00421	Syap.g_00886
OG0000258	Prbn.g_00435	Syap.g_00907
OG0000260	Prbn.g_00838	Syap.g_01970
OG0000261	Prbn.g_00841	Syap.g_01962, Syap.g_01961
OG0000262	Prbn.g_00845	Syap.g_01954
OG0000263	Prbn.g_01583	Syap.g_00432, Syap.g_00433
OG0000266	Prbn.g_00864	Syap.g_00519
OG0000267	Prbn.g_01350	Syap.g_02333, Syap.g_02332
OG0000268	Prbn.g_01351	Syap.g_00646
OG0000269	Prbn.g_01551	Syap.g_00188
OG0000270	Prbn.g_01548	Syap.g_00192
OG0000271	Prbn.g_01540	Syap.g_00200, Syap.g_00201
OG0000272	Prbn.g_01539	Syap.g_00202
OG0000273	Prbn.g_01515	Syap.g_02703
OG0000274	Prbn.g_01514	Syap.g_02702
OG0000275	Prbn.g_01511	Syap.g_01847
OG0000276	Prbn.g_01505	Syap.g_01839, Syap.g_01838
OG0000277	Prbn.g_01504	Syap.g_01837
OG0000278	Prbn.g_01501	Syap.g_01834
OG0000279	Prbn.g_01494	Syap.g_00829, Syap.g_00830
OG0000280	Prbn.g_01493	Syap.g_00365
OG0000281	Prbn.g_01486	Syap.g_01977
OG0000282	Prbn.g_01619	Syap.g_01252
OG0000283	Prbn.g_01442	Syap.g_01728
OG0000284	Prbn.g_01437	Syap.g_01736
OG0000285	Prbn.g_01432	Syap.g_01746, Syap.g_01744
OG0000286	Prbn.g_01419	Syap.g_02014, Syap.g_02013
OG0000288	Prbn.g_01380	Syap.g_02764, Syap.g_02763
OG0000289	Prbn.g_01364	Syap.g_02784
OG0000290	Prbn.g_01468	Syap.g_01552
OG0000291	Prbn.g_01470	Syap.g_01554
OG0000292	Prbn.g_01144	Syap.g_02314
OG0000293	Prbn.g_01179	Syap.g_00240
OG0000294	Prbn.g_01180	Syap.g_00239
OG0000295	Prbn.g_01203	Syap.g_00206
OG0000296	Prbn.g_01205	Syap.g_00204
OG0000297	Prbn.g_00387	Syap.g_01887
OG0000298	Prbn.g_00388	Syap.g_01888
OG0000299	Prbn.g_00407	Syap.g_02620
OG0000302	Prbn.g_00413	Syap.g_02444, Syap.g_02445
OG0000303	Prbn.g_00419	Syap.g_02435
OG0000304	Prbn.g_00482	Syap.g_02430
OG0000305	Prbn.g_01146	Syap.g_01557
OG0000306	Prbn.g_01482	Syap.g_01966
OG0000307	Prbn.g_00159	Syap.g_02517
OG0000308	Prbn.g_00160	Syap.g_02514, Syap.g_02515
OG0000309	Prbn.g_00164	Syap.g_02198, Syap.g_02446
OG0000310	Prbn.g_00198	Syap.g_02660, Syap.g_02661
OG0000311	Prbn.g_00200	Syap.g_02657
OG0000312	Prbn.g_00203	Syap.g_02114
OG0000313	Prbn.g_00216	Syap.g_02473
OG0000314	Prbn.g_00239	Syap.g_00007
OG0000315	Prbn.g_00249	Syap.g_00017
OG0000316	Prbn.g_00274	Syap.g_00030
OG0000317	Prbn.g_01742	Syap.g_00618
OG0000318	Prbn.g_01746	Syap.g_00622, Syap.g_02786
OG0000319	Prbn.g_01759	Syap.g_01764, Syap.g_01771
OG0000320	Prbn.g_01761	Syap.g_01761, Syap.g_01769
OG0000321	Prbn.g_01762	Syap.g_01760, Syap.g_01768
OG0000322	Prbn.g_01763	Syap.g_01759, Syap.g_01767
OG0000323	Prbn.g_01773	Syap.g_01389
OG0000324	Prbn.g_01800	Syap.g_01503
OG0000325	Prbn.g_01811	Syap.g_02680
OG0000326	Prbn.g_01818	Syap.g_00544
OG0000327	Prbn.g_01839	Syap.g_01233, Syap.g_01913
OG0000328	Prbn.g_01840	Syap.g_01234, Syap.g_01912
OG0000329	Prbn.g_01857	Syap.g_00498
OG0000330	Prbn.g_01858	Syap.g_00497
OG0000331	Prbn.g_01859	Syap.g_00496
OG0000332	Prbn.g_01873	Syap.g_00481
OG0000333	Prbn.g_01875	Syap.g_00478
OG0000334	Prbn.g_01884	Syap.g_00468
OG0000335	Prbn.g_01889	Syap.g_00101, Syap.g_00463
OG0000336	Prbn.g_01893	Syap.g_00417, Syap.g_00607
OG0000337	Prbn.g_01911	Syap.g_01054
OG0000338	Prbn.g_01912	Syap.g_01059
OG0000339	Prbn.g_01918	Syap.g_01068
OG0000340	Prbn.g_01012	Syap.g_01077
OG0000341	Prbn.g_01010	Syap.g_01079
OG0000342	Prbn.g_01009	Syap.g_01080, Syap.g_02477
OG0000343	Prbn.g_01008	Syap.g_01086, Syap.g_02078
OG0000344	Prbn.g_01005	Syap.g_01091
OG0000345	Prbn.g_00999	Syap.g_01107, Syap.g_01470
OG0000346	Prbn.g_00995	Syap.g_02423, Syap.g_01113
OG0000347	Prbn.g_00978	Syap.g_01131, Syap.g_02459
OG0000348	Prbn.g_00970	Syap.g_00632
OG0000349	Prbn.g_00953	Syap.g_00110, Syap.g_01813
OG0000351	Prbn.g_00913	Syap.g_02594
OG0000352	Prbn.g_00912	Syap.g_02596, Syap.g_02597
OG0000353	Prbn.g_00299	Syap.g_00054
OG0000355	Prbn.g_00301	Syap.g_00056
OG0000356	Prbn.g_00302	Syap.g_00057
OG0000357	Prbn.g_00011	Syap.g_00058
OG0000358	Prbn.g_00007	Syap.g_00063
OG0000359	Prbn.g_00006	Syap.g_00065
OG0000360	Prbn.g_00005	Syap.g_00067
OG0000361	Prbn.g_00004	Syap.g_00068
OG0000362	Prbn.g_00001	Syap.g_00070
OG0000363	Prbn.g_00768	Syap.g_00072
OG0000364	Prbn.g_00767	Syap.g_00620
OG0000365	Prbn.g_00762	Syap.g_00081
OG0000366	Prbn.g_00761	Syap.g_00082
OG0000367	Prbn.g_00760	Syap.g_00083
OG0000368	Prbn.g_00758	Syap.g_00085
OG0000369	Prbn.g_00757	Syap.g_00086
OG0000370	Prbn.g_00756	Syap.g_00087
OG0000372	Prbn.g_00746	Syap.g_01805
OG0000373	Prbn.g_00745	Syap.g_01806
OG0000374	Prbn.g_00744	Syap.g_01807
OG0000375	Prbn.g_00742	Syap.g_01808
OG0000376	Prbn.g_00740	Syap.g_01811
OG0000377	Prbn.g_00736	Syap.g_00128
OG0000378	Prbn.g_00732	Syap.g_01326
OG0000380	Prbn.g_00712	Syap.g_01687
OG0000381	Prbn.g_00707	Syap.g_01690
OG0000382	Prbn.g_01340	Syap.g_02548
OG0000383	Prbn.g_01338	Syap.g_02359
OG0000384	Prbn.g_01337	Syap.g_02360
OG0000385	Prbn.g_01336	Syap.g_02361
OG0000386	Prbn.g_01335	Syap.g_02362
OG0000387	Prbn.g_01321	Syap.g_01864
OG0000391	Prbn.g_01301	Syap.g_02234
OG0000392	Prbn.g_01297	Syap.g_02225
OG0000393	Prbn.g_01294	Syap.g_02222
OG0000394	Prbn.g_01293	Syap.g_02221
OG0000395	Prbn.g_01292	Syap.g_02220
OG0000396	Prbn.g_01290	Syap.g_02217
OG0000397	Prbn.g_01288	Syap.g_02215
OG0000398	Prbn.g_01285	Syap.g_02211
OG0000399	Prbn.g_01284	Syap.g_02210
OG0000400	Prbn.g_01283	Syap.g_02209
OG0000401	Prbn.g_01282	Syap.g_02208
OG0000402	Prbn.g_01356	Syap.g_02206
OG0000403	Prbn.g_01280	Syap.g_02205
OG0000404	Prbn.g_01279	Syap.g_02204, Syap.g_02618
OG0000405	Prbn.g_01275	Syap.g_02191
OG0000406	Prbn.g_01267	Syap.g_02186
OG0000407	Prbn.g_01266	Syap.g_02185
OG0000408	Prbn.g_01264	Syap.g_02181, Syap.g_02182
OG0000409	Prbn.g_01262	Syap.g_02179
OG0000410	Prbn.g_01261	Syap.g_02178
OG0000411	Prbn.g_01260	Syap.g_02177
OG0000412	Prbn.g_01259	Syap.g_02176
OG0000413	Prbn.g_01257	Syap.g_02174
OG0000414	Prbn.g_01256	Syap.g_02173
OG0000415	Prbn.g_01255	Syap.g_02172
OG0000416	Prbn.g_01254	Syap.g_02171
OG0000417	Prbn.g_01253	Syap.g_02169
OG0000418	Prbn.g_01248	Syap.g_01204
OG0000419	Prbn.g_01246	Syap.g_01201
OG0000420	Prbn.g_01245	Syap.g_01199
OG0000421	Prbn.g_00381	Syap.g_01195
OG0000422	Prbn.g_00380	Syap.g_01194
OG0000423	Prbn.g_00379	Syap.g_01193
OG0000424	Prbn.g_00378	Syap.g_01192
OG0000425	Prbn.g_00377	Syap.g_01191
OG0000426	Prbn.g_00376	Syap.g_01190
OG0000427	Prbn.g_00375	Syap.g_01189
OG0000428	Prbn.g_00373	Syap.g_01186
OG0000429	Prbn.g_00372	Syap.g_01184
OG0000430	Prbn.g_00371	Syap.g_01182
OG0000431	Prbn.g_00369	Syap.g_01179
OG0000432	Prbn.g_00365	Syap.g_02277
OG0000433	Prbn.g_00364	Syap.g_02272
OG0000434	Prbn.g_00363	Syap.g_02271
OG0000435	Prbn.g_00362	Syap.g_02268
OG0000436	Prbn.g_00357	Syap.g_01607
OG0000437	Prbn.g_00356	Syap.g_01608
OG0000438	Prbn.g_00355	Syap.g_01612
OG0000439	Prbn.g_00353	Syap.g_01614
OG0000440	Prbn.g_00352	Syap.g_01615
OG0000441	Prbn.g_00349	Syap.g_01619
OG0000442	Prbn.g_00348	Syap.g_01620
OG0000443	Prbn.g_00347	Syap.g_01622
OG0000444	Prbn.g_00341	Syap.g_01424
OG0000445	Prbn.g_00340	Syap.g_01421
OG0000446	Prbn.g_00339	Syap.g_01419
OG0000447	Prbn.g_00338	Syap.g_01410
OG0000448	Prbn.g_00337	Syap.g_01407
OG0000449	Prbn.g_00336	Syap.g_01406
OG0000450	Prbn.g_00335	Syap.g_01909
OG0000451	Prbn.g_00334	Syap.g_01908
OG0000452	Prbn.g_00331	Syap.g_01904
OG0000453	Prbn.g_00330	Syap.g_01903
OG0000454	Prbn.g_00329	Syap.g_01902
OG0000455	Prbn.g_00328	Syap.g_01901
OG0000456	Prbn.g_00327	Syap.g_01900
OG0000457	Prbn.g_00325	Syap.g_01896
OG0000458	Prbn.g_00324	Syap.g_01895
OG0000459	Prbn.g_00323	Syap.g_01894
OG0000460	Prbn.g_00315	Syap.g_01159
OG0000461	Prbn.g_00307	Syap.g_01575
OG0000462	Prbn.g_00305	Syap.g_01578
OG0000463	Prbn.g_00304	Syap.g_01579
OG0000464	Prbn.g_00012	Syap.g_01580
OG0000465	Prbn.g_00013	Syap.g_01582
OG0000466	Prbn.g_00016	Syap.g_01587
OG0000467	Prbn.g_00017	Syap.g_01588
OG0000468	Prbn.g_00020	Syap.g_01593
OG0000469	Prbn.g_00028	Syap.g_02352
OG0000470	Prbn.g_00030	Syap.g_02349
OG0000471	Prbn.g_00031	Syap.g_02348
OG0000472	Prbn.g_00033	Syap.g_02347
OG0000473	Prbn.g_00035	Syap.g_02343
OG0000474	Prbn.g_00036	Syap.g_02342
OG0000475	Prbn.g_00037	Syap.g_02341
OG0000476	Prbn.g_00039	Syap.g_02339
OG0000477	Prbn.g_00042	Syap.g_01367
OG0000478	Prbn.g_00043	Syap.g_01366
OG0000479	Prbn.g_00044	Syap.g_01364
OG0000480	Prbn.g_00049	Syap.g_01357
OG0000482	Prbn.g_00053	Syap.g_01355
OG0000483	Prbn.g_00056	Syap.g_01344
OG0000484	Prbn.g_00057	Syap.g_01350
OG0000485	Prbn.g_00059	Syap.g_01349
OG0000487	Prbn.g_00063	Syap.g_01635
OG0000488	Prbn.g_00066	Syap.g_01639
OG0000489	Prbn.g_00071	Syap.g_02482
OG0000490	Prbn.g_00075	Syap.g_01673
OG0000491	Prbn.g_00076	Syap.g_01670
OG0000492	Prbn.g_00078	Syap.g_01668
OG0000493	Prbn.g_00079	Syap.g_01667
OG0000494	Prbn.g_00080	Syap.g_01666
OG0000495	Prbn.g_00081	Syap.g_01665
OG0000496	Prbn.g_00082	Syap.g_01663
OG0000497	Prbn.g_00083	Syap.g_01662
OG0000498	Prbn.g_00084	Syap.g_01661
OG0000499	Prbn.g_00085	Syap.g_01660
OG0000500	Prbn.g_00086	Syap.g_01659
OG0000501	Prbn.g_00087	Syap.g_01656
OG0000502	Prbn.g_00090	Syap.g_02066
OG0000503	Prbn.g_00105	Syap.g_00569
OG0000504	Prbn.g_00107	Syap.g_00567
OG0000505	Prbn.g_00108	Syap.g_00566
OG0000506	Prbn.g_00109	Syap.g_00564
OG0000507	Prbn.g_00112	Syap.g_00558
OG0000508	Prbn.g_00116	Syap.g_00554
OG0000509	Prbn.g_00118	Syap.g_00551
OG0000510	Prbn.g_00119	Syap.g_00550
OG0000511	Prbn.g_00120	Syap.g_00548
OG0000512	Prbn.g_00122	Syap.g_02145
OG0000513	Prbn.g_00693	Syap.g_02048
OG0000514	Prbn.g_00682	Syap.g_02051
OG0000515	Prbn.g_00681	Syap.g_02052
OG0000516	Prbn.g_00680	Syap.g_02054
OG0000517	Prbn.g_00678	Syap.g_02057
OG0000519	Prbn.g_00666	Syap.g_00457
OG0000520	Prbn.g_00665	Syap.g_00456
OG0000521	Prbn.g_00657	Syap.g_01997
OG0000522	Prbn.g_00655	Syap.g_01995
OG0000523	Prbn.g_00654	Syap.g_02507
OG0000524	Prbn.g_00649	Syap.g_02135
OG0000525	Prbn.g_00645	Syap.g_02159
OG0000526	Prbn.g_00644	Syap.g_02157
OG0000527	Prbn.g_00641	Syap.g_02758
OG0000528	Prbn.g_00636	Syap.g_02261
OG0000529	Prbn.g_00633	Syap.g_02254
OG0000530	Prbn.g_00630	Syap.g_02252
OG0000531	Prbn.g_00629	Syap.g_02251
OG0000532	Prbn.g_00627	Syap.g_02247
OG0000533	Prbn.g_00626	Syap.g_02244
OG0000534	Prbn.g_00625	Syap.g_02243
OG0000535	Prbn.g_00624	Syap.g_02242
OG0000536	Prbn.g_00623	Syap.g_02241
OG0000537	Prbn.g_00622	Syap.g_02240
OG0000538	Prbn.g_00613	Syap.g_00271
OG0000539	Prbn.g_00612	Syap.g_00270
OG0000540	Prbn.g_00611	Syap.g_00269
OG0000541	Prbn.g_00610	Syap.g_00268
OG0000542	Prbn.g_00609	Syap.g_00264
OG0000543	Prbn.g_00607	Syap.g_00261
OG0000544	Prbn.g_00606	Syap.g_00260
OG0000545	Prbn.g_00604	Syap.g_00259
OG0000546	Prbn.g_00601	Syap.g_00256
OG0000547	Prbn.g_00599	Syap.g_00254
OG0000548	Prbn.g_00598	Syap.g_00253
OG0000549	Prbn.g_00596	Syap.g_00758
OG0000550	Prbn.g_00592	Syap.g_02747
OG0000551	Prbn.g_00589	Syap.g_02739
OG0000552	Prbn.g_00588	Syap.g_02738
OG0000553	Prbn.g_00587	Syap.g_02735
OG0000554	Prbn.g_00582	Syap.g_01450
OG0000555	Prbn.g_00574	Syap.g_01941
OG0000556	Prbn.g_00572	Syap.g_01933
OG0000557	Prbn.g_00571	Syap.g_01931
OG0000558	Prbn.g_00569	Syap.g_01147
OG0000560	Prbn.g_00562	Syap.g_00305
OG0000561	Prbn.g_00561	Syap.g_00304
OG0000562	Prbn.g_00560	Syap.g_00302
OG0000563	Prbn.g_00559	Syap.g_00301
