Orthogroup	Praa	Syan
OG0000249	Praa.g_00567	Syan.g_00871
OG0000250	Praa.g_00572	Syan.g_00878
OG0000251	Praa.g_00591	Syan.g_00961
OG0000252	Praa.g_00594	Syan.g_00966
OG0000253	Praa.g_00595	Syan.g_01000
OG0000254	Praa.g_00611	Syan.g_01026
OG0000255	Praa.g_00617	Syan.g_00978
OG0000256	Praa.g_00627	Syan.g_00001, Syan.g_01135
OG0000257	Praa.g_00630	Syan.g_00827
OG0000258	Praa.g_00643	Syan.g_00803
OG0000259	Praa.g_00660	Syan.g_00772
OG0000260	Praa.g_00663	Syan.g_00769
OG0000261	Praa.g_00665	Syan.g_00765
OG0000262	Praa.g_00669	Syan.g_00760
OG0000263	Praa.g_00681	Syan.g_02618
OG0000264	Praa.g_00691	Syan.g_00540
OG0000266	Praa.g_00721	Syan.g_00330
OG0000267	Praa.g_00732	Syan.g_00470
OG0000268	Praa.g_00733	Syan.g_00471
OG0000269	Praa.g_00798	Syan.g_00695
OG0000270	Praa.g_00801	Syan.g_00692
OG0000271	Praa.g_00809	Syan.g_00684
OG0000272	Praa.g_00810, Praa.g_00811	Syan.g_00683
OG0000273	Praa.g_00834	Syan.g_00654
OG0000274	Praa.g_00835	Syan.g_00653
OG0000275	Praa.g_00838	Syan.g_00373
OG0000276	Praa.g_00843	Syan.g_00380
OG0000277	Praa.g_00844	Syan.g_00381
OG0000278	Praa.g_00847	Syan.g_00384
OG0000279	Praa.g_00854	Syan.g_00398
OG0000280	Praa.g_00855	Syan.g_00518
OG0000282	Praa.g_00909	Syan.g_00739
OG0000283	Praa.g_00941	Syan.g_00491
OG0000284	Praa.g_00946	Syan.g_00497
OG0000285	Praa.g_00951	Syan.g_00533
OG0000286	Praa.g_00963	Syan.g_00564
OG0000287	Praa.g_00980	Syan.g_00593
OG0000288	Praa.g_01012	Syan.g_00364
OG0000289	Praa.g_01023	Syan.g_00350
OG0000290	Praa.g_01036	Syan.g_00293
OG0000291	Praa.g_01038	Syan.g_00291
OG0000292	Praa.g_01089	Syan.g_01703
OG0000293	Praa.g_01151	Syan.g_02709
OG0000294	Praa.g_01152	Syan.g_02708
OG0000295	Praa.g_01171	Syan.g_02662
OG0000296	Praa.g_01173	Syan.g_02660
OG0000299	Praa.g_01199	Syan.g_02601
OG0000301	Praa.g_01203	Syan.g_02592
OG0000302	Praa.g_01205	Syan.g_02591
OG0000303	Praa.g_01212	Syan.g_02582
OG0000304	Praa.g_01216	Syan.g_02556
OG0000305	Praa.g_01358	Syan.g_00195
OG0000306	Praa.g_01361	Syan.g_00087
OG0000307	Praa.g_01375	Syan.g_02782
OG0000308	Praa.g_01376	Syan.g_02784
OG0000309	Praa.g_01380	Syan.g_02883
OG0000310	Praa.g_01461	Syan.g_01304
OG0000311	Praa.g_01463	Syan.g_01299
OG0000312	Praa.g_01466	Syan.g_01290
OG0000313	Praa.g_01480	Syan.g_01271
OG0000314	Praa.g_01503	Syan.g_02823
OG0000315	Praa.g_01513	Syan.g_02833
OG0000316	Praa.g_01533	Syan.g_01354
OG0000317	Praa.g_01633	Syan.g_01396
OG0000318	Praa.g_01636	Syan.g_01401
OG0000319	Praa.g_01649	Syan.g_01425
OG0000320	Praa.g_01651	Syan.g_01427
OG0000321	Praa.g_01652	Syan.g_01428
OG0000322	Praa.g_01653	Syan.g_01429
OG0000323	Praa.g_01662	Syan.g_01442
OG0000324	Praa.g_01690	Syan.g_01472
OG0000325	Praa.g_01700	Syan.g_02107
OG0000326	Praa.g_01706	Syan.g_02114
OG0000327	Praa.g_01734	Syan.g_02244
OG0000328	Praa.g_01735	Syan.g_02243
OG0000329	Praa.g_01752	Syan.g_02225
OG0000330	Praa.g_01753	Syan.g_02224
OG0000331	Praa.g_01754	Syan.g_02223
OG0000332	Praa.g_01768	Syan.g_02208
OG0000333	Praa.g_01770	Syan.g_02205
OG0000334	Praa.g_01778	Syan.g_00247, Syan.g_02194
OG0000335	Praa.g_01783	Syan.g_02189
OG0000336	Praa.g_01787	Syan.g_02185
OG0000337	Praa.g_01804	Syan.g_01949
OG0000338	Praa.g_01805	Syan.g_01943
OG0000339	Praa.g_01809	Syan.g_01935, Syan.g_00264
OG0000340	Praa.g_01817	Syan.g_01923
OG0000341	Praa.g_01819	Syan.g_01921
OG0000342	Praa.g_01820	Syan.g_01920
OG0000343	Praa.g_01821	Syan.g_01918
OG0000344	Praa.g_01824	Syan.g_01914
OG0000345	Praa.g_01829	Syan.g_01900
OG0000346	Praa.g_01833	Syan.g_01895
OG0000347	Praa.g_01849	Syan.g_01867
OG0000348	Praa.g_01859	Syan.g_01803
OG0000349	Praa.g_01876	Syan.g_01727
OG0000350	Praa.g_01894	Syan.g_02121
OG0000351	Praa.g_01911	Syan.g_01682
OG0000352	Praa.g_01912	Syan.g_01683
OG0000353	Praa.g_01927	Syan.g_01795
OG0000355	Praa.g_00001	Syan.g_01797
OG0000356	Praa.g_00002	Syan.g_01798
OG0000357	Praa.g_00003	Syan.g_01800
OG0000358	Praa.g_00007	Syan.g_01773
OG0000359	Praa.g_00008	Syan.g_01771
OG0000360	Praa.g_00009	Syan.g_01770
OG0000361	Praa.g_00010	Syan.g_01769
OG0000362	Praa.g_00012	Syan.g_01767
OG0000363	Praa.g_00014	Syan.g_01765
OG0000364	Praa.g_00015	Syan.g_01398
OG0000365	Praa.g_00020	Syan.g_01755
OG0000366	Praa.g_00021	Syan.g_01754
OG0000367	Praa.g_00022	Syan.g_01753
OG0000368	Praa.g_00024	Syan.g_01751
OG0000369	Praa.g_00025	Syan.g_01750
OG0000370	Praa.g_00026	Syan.g_01749
OG0000371	Praa.g_00032	Syan.g_01740
OG0000372	Praa.g_00035	Syan.g_01734
OG0000373	Praa.g_00036	Syan.g_01733
OG0000374	Praa.g_00037	Syan.g_01732
OG0000375	Praa.g_00040	Syan.g_01731
OG0000376	Praa.g_00042	Syan.g_01729
OG0000377	Praa.g_00045	Syan.g_01555
OG0000378	Praa.g_00047	Syan.g_01543
OG0000379	Praa.g_00050	Syan.g_01539
OG0000380	Praa.g_00066	Syan.g_02905
OG0000381	Praa.g_00070	Syan.g_02908
OG0000382	Praa.g_00081	Syan.g_02925
OG0000383	Praa.g_00083	Syan.g_02936
OG0000384	Praa.g_00084	Syan.g_02937
OG0000385	Praa.g_00085	Syan.g_02938
OG0000386	Praa.g_00086	Syan.g_02939
OG0000387	Praa.g_00099	Syan.g_00967
OG0000388	Praa.g_00102	Syan.g_02970
OG0000389	Praa.g_00106	Syan.g_02973
OG0000390	Praa.g_00113	Syan.g_02306
OG0000391	Praa.g_00116	Syan.g_02301
OG0000392	Praa.g_00120	Syan.g_02295
OG0000393	Praa.g_00122	Syan.g_02292
OG0000394	Praa.g_00123	Syan.g_02291
OG0000395	Praa.g_00124	Syan.g_02290
OG0000396	Praa.g_00127	Syan.g_02287
OG0000397	Praa.g_00129	Syan.g_02285
OG0000398	Praa.g_00131	Syan.g_02279
OG0000399	Praa.g_00132	Syan.g_02278
OG0000400	Praa.g_00133	Syan.g_02277
OG0000401	Praa.g_00134	Syan.g_02274
OG0000402	Praa.g_00136	Syan.g_02272
OG0000403	Praa.g_00137	Syan.g_02271
OG0000404	Praa.g_00138	Syan.g_02269
OG0000405	Praa.g_00142	Syan.g_03005
OG0000406	Praa.g_00147	Syan.g_03010
OG0000407	Praa.g_00148	Syan.g_03011
OG0000408	Praa.g_00150	Syan.g_03013
OG0000409	Praa.g_00152	Syan.g_03015
OG0000410	Praa.g_00153	Syan.g_03016
OG0000411	Praa.g_00154	Syan.g_03017
OG0000412	Praa.g_00155	Syan.g_03018
OG0000413	Praa.g_00156	Syan.g_03020
OG0000414	Praa.g_00157	Syan.g_03021
OG0000415	Praa.g_00158	Syan.g_03022
OG0000416	Praa.g_00159	Syan.g_03023
OG0000417	Praa.g_00160	Syan.g_03025
OG0000418	Praa.g_00165	Syan.g_03030
OG0000419	Praa.g_00167	Syan.g_03033
OG0000420	Praa.g_00168	Syan.g_03035
OG0000421	Praa.g_00173	Syan.g_03040
OG0000422	Praa.g_00174	Syan.g_03041
OG0000423	Praa.g_00175	Syan.g_03042
OG0000424	Praa.g_00176	Syan.g_03043
OG0000425	Praa.g_00177	Syan.g_03044
OG0000426	Praa.g_00178	Syan.g_03045
OG0000427	Praa.g_00179	Syan.g_03046
OG0000428	Praa.g_00181	Syan.g_03049
OG0000429	Praa.g_00182	Syan.g_03051
OG0000430	Praa.g_00183	Syan.g_03053
OG0000431	Praa.g_00185	Syan.g_03058
OG0000432	Praa.g_00188	Syan.g_03065
OG0000433	Praa.g_00189	Syan.g_03068
OG0000434	Praa.g_00190	Syan.g_03069
OG0000435	Praa.g_00191	Syan.g_03071
OG0000436	Praa.g_00196	Syan.g_03079
OG0000437	Praa.g_00197	Syan.g_03080
OG0000438	Praa.g_00198	Syan.g_03083
OG0000439	Praa.g_00200	Syan.g_03085
OG0000440	Praa.g_00201	Syan.g_03086
OG0000441	Praa.g_00204	Syan.g_03089
OG0000442	Praa.g_00205	Syan.g_03090
OG0000443	Praa.g_00206	Syan.g_03094
OG0000444	Praa.g_00211	Syan.g_03102
OG0000445	Praa.g_00212	Syan.g_03103
OG0000446	Praa.g_00213	Syan.g_03105
OG0000447	Praa.g_00214	Syan.g_03111
OG0000448	Praa.g_00215	Syan.g_03112
OG0000449	Praa.g_00216	Syan.g_03113
OG0000450	Praa.g_00217	Syan.g_01518
OG0000451	Praa.g_00218	Syan.g_01519
OG0000452	Praa.g_00221	Syan.g_01523
OG0000453	Praa.g_00222	Syan.g_01524
OG0000454	Praa.g_00223	Syan.g_01525
OG0000455	Praa.g_00224	Syan.g_01526
OG0000456	Praa.g_00225	Syan.g_01527
OG0000457	Praa.g_00226	Syan.g_01529
OG0000458	Praa.g_00227	Syan.g_01530
OG0000459	Praa.g_00228	Syan.g_01531
OG0000460	Praa.g_00235	Syan.g_02423
OG0000461	Praa.g_00242	Syan.g_02099
OG0000462	Praa.g_00244	Syan.g_02096
OG0000463	Praa.g_00245	Syan.g_02095
OG0000464	Praa.g_00246	Syan.g_02094
OG0000465	Praa.g_00247	Syan.g_02092
OG0000466	Praa.g_00250	Syan.g_02087
OG0000467	Praa.g_00251	Syan.g_02086
OG0000468	Praa.g_00253	Syan.g_02063
OG0000469	Praa.g_00262	Syan.g_02046
OG0000470	Praa.g_00264	Syan.g_02044
OG0000471	Praa.g_00265	Syan.g_02043
OG0000472	Praa.g_00266	Syan.g_02041
OG0000473	Praa.g_00268	Syan.g_02039
OG0000474	Praa.g_00269	Syan.g_02038
OG0000475	Praa.g_00270	Syan.g_02037
OG0000476	Praa.g_00271	Syan.g_02035
OG0000477	Praa.g_00275	Syan.g_02029
OG0000478	Praa.g_00276	Syan.g_02028
OG0000479	Praa.g_00277	Syan.g_02027
OG0000480	Praa.g_00282	Syan.g_02020
OG0000481	Praa.g_00284	Syan.g_00975
OG0000482	Praa.g_00285	Syan.g_02018
OG0000483	Praa.g_00288	Syan.g_02014
OG0000484	Praa.g_00289	Syan.g_02013
OG0000485	Praa.g_00290	Syan.g_02012
OG0000486	Praa.g_00291	Syan.g_02011
OG0000487	Praa.g_00295	Syan.g_02005
OG0000488	Praa.g_00298	Syan.g_02000
OG0000489	Praa.g_00303	Syan.g_01993
OG0000490	Praa.g_00308	Syan.g_01985
OG0000491	Praa.g_00309	Syan.g_01983
OG0000492	Praa.g_00311	Syan.g_01980
OG0000493	Praa.g_00312	Syan.g_01979
OG0000494	Praa.g_00313	Syan.g_01978
OG0000495	Praa.g_00314	Syan.g_01977
OG0000496	Praa.g_00315	Syan.g_01976
OG0000497	Praa.g_00316	Syan.g_01975
OG0000498	Praa.g_00317	Syan.g_01974
OG0000499	Praa.g_00318	Syan.g_01973
OG0000500	Praa.g_00319	Syan.g_01972
OG0000501	Praa.g_00321	Syan.g_01969
OG0000502	Praa.g_00324	Syan.g_01961
OG0000503	Praa.g_00334	Syan.g_02144
OG0000504	Praa.g_00335	Syan.g_02142
OG0000505	Praa.g_00336	Syan.g_02141
OG0000506	Praa.g_00338	Syan.g_02139
OG0000507	Praa.g_00340	Syan.g_02133
OG0000508	Praa.g_00344	Syan.g_02998
OG0000509	Praa.g_00346	Syan.g_02993
OG0000510	Praa.g_00347	Syan.g_02992
OG0000511	Praa.g_00348	Syan.g_02991
OG0000512	Praa.g_00350	Syan.g_02989
OG0000513	Praa.g_00357	Syan.g_02320
OG0000514	Praa.g_00431	Syan.g_02326
OG0000515	Praa.g_00432	Syan.g_02327
OG0000516	Praa.g_00433	Syan.g_02389
OG0000517	Praa.g_00435	Syan.g_02395
OG0000518	Praa.g_00445	Syan.g_01336
OG0000519	Praa.g_00446	Syan.g_01335
OG0000520	Praa.g_00447	Syan.g_01334
OG0000521	Praa.g_00452	Syan.g_02805
OG0000522	Praa.g_00454	Syan.g_02803
OG0000523	Praa.g_00455	Syan.g_02802
OG0000524	Praa.g_00461	Syan.g_02878
OG0000525	Praa.g_00464	Syan.g_02853
OG0000526	Praa.g_00465	Syan.g_02852
OG0000527	Praa.g_00473	Syan.g_02848
OG0000528	Praa.g_00478	Syan.g_02767
OG0000529	Praa.g_00481	Syan.g_02763
OG0000530	Praa.g_00484	Syan.g_02760
OG0000531	Praa.g_00485	Syan.g_02759
OG0000532	Praa.g_00487	Syan.g_02756
OG0000533	Praa.g_00488	Syan.g_02754
OG0000534	Praa.g_00489	Syan.g_02753
OG0000535	Praa.g_00490	Syan.g_02752
OG0000536	Praa.g_00491	Syan.g_02751
OG0000537	Praa.g_00492	Syan.g_02750
OG0000538	Praa.g_00500	Syan.g_02738
OG0000539	Praa.g_00501	Syan.g_02737
OG0000540	Praa.g_00502	Syan.g_02736
OG0000541	Praa.g_00503	Syan.g_02735
OG0000542	Praa.g_00505	Syan.g_02732
OG0000543	Praa.g_00507	Syan.g_02730
OG0000544	Praa.g_00508	Syan.g_02729
OG0000545	Praa.g_00510	Syan.g_02727
OG0000546	Praa.g_00513	Syan.g_02725
OG0000547	Praa.g_00515	Syan.g_02723
OG0000548	Praa.g_00516	Syan.g_02722
OG0000549	Praa.g_00518	Syan.g_01194
OG0000550	Praa.g_00523	Syan.g_01189
OG0000551	Praa.g_00527	Syan.g_01184
OG0000552	Praa.g_00528	Syan.g_01183
OG0000553	Praa.g_00529	Syan.g_01179
OG0000554	Praa.g_00534	Syan.g_01165
OG0000555	Praa.g_00543	Syan.g_00839
OG0000556	Praa.g_00545	Syan.g_00842
OG0000557	Praa.g_00546	Syan.g_00847
OG0000558	Praa.g_00548	Syan.g_00849
OG0000559	Praa.g_00552	Syan.g_00853
OG0000560	Praa.g_00555	Syan.g_00856
OG0000561	Praa.g_00556	Syan.g_00857
OG0000562	Praa.g_00557	Syan.g_00858
OG0000563	Praa.g_00558	Syan.g_00859
OG0000564	Praa.g_00559	Syan.g_00860
OG0000565	Praa.g_00562	Syan.g_00864
OG0000566	Praa.g_00564	Syan.g_00868
OG0000567	Praa.g_00568	Syan.g_00872
OG0000568	Praa.g_00569	Syan.g_00874
OG0000569	Praa.g_00570	Syan.g_00875
OG0000570	Praa.g_00571	Syan.g_00876
OG0000571	Praa.g_00573	Syan.g_00879
OG0000572	Praa.g_00586	Syan.g_00954
OG0000573	Praa.g_00592	Syan.g_00963
OG0000574	Praa.g_00593	Syan.g_00965
OG0000575	Praa.g_00597	Syan.g_01003
OG0000576	Praa.g_00599	Syan.g_01007
OG0000577	Praa.g_00600	Syan.g_01008
OG0000578	Praa.g_00601	Syan.g_01009
OG0000579	Praa.g_00602	Syan.g_01010
OG0000580	Praa.g_00603	Syan.g_01011
OG0000581	Praa.g_00605	Syan.g_01018
OG0000582	Praa.g_00608	Syan.g_01030
OG0000583	Praa.g_00609	Syan.g_01029
OG0000584	Praa.g_00610	Syan.g_01028
OG0000585	Praa.g_00612	Syan.g_01024
OG0000586	Praa.g_00613	Syan.g_01022
OG0000587	Praa.g_00614	Syan.g_01020
OG0000588	Praa.g_00618	Syan.g_00215
OG0000589	Praa.g_00621	Syan.g_00016
OG0000590	Praa.g_00622	Syan.g_00015
OG0000591	Praa.g_00625	Syan.g_00003
OG0000592	Praa.g_00626	Syan.g_00002
OG0000593	Praa.g_00632	Syan.g_00820
OG0000594	Praa.g_00633	Syan.g_00819
OG0000595	Praa.g_00634	Syan.g_00818
OG0000596	Praa.g_00638	Syan.g_00813
OG0000597	Praa.g_00640	Syan.g_00810
OG0000598	Praa.g_00641	Syan.g_00809
OG0000599	Praa.g_00644	Syan.g_00802
