Orthogroup	Praa	Prbn
OG0000161	Praa.g_01483	Prbn.g_00219
OG0000162	Praa.g_01489	Prbn.g_00225
OG0000163	Praa.g_01523	Prbn.g_00264
OG0000164	Praa.g_01659	Prbn.g_01770
OG0000165	Praa.g_01667	Prbn.g_01777
OG0000166	Praa.g_01739	Prbn.g_01844
OG0000167	Praa.g_01806	Prbn.g_01915
OG0000168	Praa.g_01816	Prbn.g_01013
OG0000169	Praa.g_01826	Prbn.g_01003
OG0000170	Praa.g_01828	Prbn.g_01000
OG0000171	Praa.g_01847	Prbn.g_00980
OG0000172	Praa.g_01856	Prbn.g_00973
OG0000173	Praa.g_01871	Prbn.g_00958
OG0000174	Praa.g_01898	Prbn.g_00929
OG0000175	Praa.g_01908	Prbn.g_00916
OG0000176	Praa.g_00004	Prbn.g_00010
OG0000177	Praa.g_00005	Prbn.g_00009
OG0000178	Praa.g_00006	Prbn.g_00008
OG0000179	Praa.g_00016	Prbn.g_00766
OG0000180	Praa.g_00017	Prbn.g_00765
OG0000181	Praa.g_00018	Prbn.g_00764
OG0000182	Praa.g_00019	Prbn.g_00763
OG0000183	Praa.g_00023	Prbn.g_00759
OG0000184	Praa.g_00046	Prbn.g_00733
OG0000185	Praa.g_00049	Prbn.g_00730
OG0000186	Praa.g_00064	Prbn.g_00714
OG0000187	Praa.g_00065	Prbn.g_00713
OG0000188	Praa.g_00082	Prbn.g_01339
OG0000189	Praa.g_00096	Prbn.g_01325
OG0000190	Praa.g_00097	Prbn.g_01323
OG0000191	Praa.g_00117	Prbn.g_01300
OG0000192	Praa.g_00121	Prbn.g_01295
OG0000193	Praa.g_00146	Prbn.g_01268
OG0000194	Praa.g_00149	Prbn.g_01265
OG0000195	Praa.g_00151	Prbn.g_01263
OG0000196	Praa.g_00161	Prbn.g_01252
OG0000197	Praa.g_00162	Prbn.g_01251
OG0000198	Praa.g_00163	Prbn.g_01250
OG0000199	Praa.g_00170	Prbn.g_01243, Prbn.g_00384
OG0000200	Praa.g_00184	Prbn.g_00370
OG0000201	Praa.g_00192	Prbn.g_00361
OG0000202	Praa.g_00193	Prbn.g_00360
OG0000203	Praa.g_00194	Prbn.g_00359
OG0000204	Praa.g_00195	Prbn.g_00358
OG0000205	Praa.g_00202	Prbn.g_00351
OG0000206	Praa.g_00207	Prbn.g_00346
OG0000207	Praa.g_00209	Prbn.g_00343
OG0000208	Praa.g_00210	Prbn.g_00342
OG0000209	Praa.g_00219	Prbn.g_00333
OG0000210	Praa.g_00220	Prbn.g_00332
OG0000211	Praa.g_00233	Prbn.g_00317
OG0000212	Praa.g_00240	Prbn.g_00309
OG0000213	Praa.g_00257	Prbn.g_00024
OG0000214	Praa.g_00267	Prbn.g_00034
OG0000215	Praa.g_00292	Prbn.g_00061
OG0000216	Praa.g_00294	Prbn.g_00062
OG0000217	Praa.g_00297	Prbn.g_00065
OG0000218	Praa.g_00299	Prbn.g_00067
OG0000219	Praa.g_00300	Prbn.g_00068
OG0000220	Praa.g_00301	Prbn.g_00069
OG0000221	Praa.g_00302	Prbn.g_00070
OG0000222	Praa.g_00310	Prbn.g_00077
OG0000223	Praa.g_00323	Prbn.g_00089
OG0000224	Praa.g_00325	Prbn.g_00091
OG0000225	Praa.g_00345	Prbn.g_00117
OG0000226	Praa.g_00349	Prbn.g_00121
OG0000227	Praa.g_00351	Prbn.g_00123
OG0000228	Praa.g_00354	Prbn.g_00697
OG0000229	Praa.g_00436	Prbn.g_00677
OG0000230	Praa.g_00437	Prbn.g_00675
OG0000231	Praa.g_00448	Prbn.g_00664
OG0000232	Praa.g_00457	Prbn.g_00653
OG0000233	Praa.g_00463	Prbn.g_00647
OG0000234	Praa.g_00476	Prbn.g_00638
OG0000235	Praa.g_00479	Prbn.g_00635
OG0000236	Praa.g_00493	Prbn.g_00621
OG0000237	Praa.g_00506	Prbn.g_00608
OG0000238	Praa.g_00512	Prbn.g_00602
OG0000239	Praa.g_00525	Prbn.g_00591
OG0000240	Praa.g_00526	Prbn.g_00590
OG0000241	Praa.g_00530	Prbn.g_00586
OG0000242	Praa.g_00532	Prbn.g_00584
OG0000243	Praa.g_00544	Prbn.g_00573
OG0000244	Praa.g_00547	Prbn.g_00570
OG0000245	Praa.g_00549	Prbn.g_00568
OG0000246	Praa.g_00553	Prbn.g_00564
OG0000247	Praa.g_00563	Prbn.g_00554
OG0000248	Praa.g_00565	Prbn.g_00551
OG0000249	Praa.g_00567	Prbn.g_00549
OG0000250	Praa.g_00572	Prbn.g_00544
OG0000251	Praa.g_00591	Prbn.g_00524
OG0000252	Praa.g_00594	Prbn.g_00521
OG0000253	Praa.g_00595	Prbn.g_00520
OG0000254	Praa.g_00611	Prbn.g_00503
OG0000255	Praa.g_00617	Prbn.g_00497
OG0000256	Praa.g_00627	Prbn.g_00487
OG0000257	Praa.g_00630	Prbn.g_00421
OG0000258	Praa.g_00643	Prbn.g_00435
OG0000259	Praa.g_00660	Prbn.g_00835
OG0000260	Praa.g_00663	Prbn.g_00838
OG0000261	Praa.g_00665	Prbn.g_00841
OG0000262	Praa.g_00669	Prbn.g_00845
OG0000263	Praa.g_00681	Prbn.g_01583
OG0000264	Praa.g_00691	Prbn.g_01572
OG0000265	Praa.g_00711	Prbn.g_01554
OG0000266	Praa.g_00721	Prbn.g_00864
OG0000267	Praa.g_00732	Prbn.g_01350
OG0000268	Praa.g_00733	Prbn.g_01351
OG0000269	Praa.g_00798	Prbn.g_01551
OG0000270	Praa.g_00801	Prbn.g_01548
OG0000271	Praa.g_00809	Prbn.g_01540
OG0000272	Praa.g_00810, Praa.g_00811	Prbn.g_01539
OG0000273	Praa.g_00834	Prbn.g_01515
OG0000274	Praa.g_00835	Prbn.g_01514
OG0000275	Praa.g_00838	Prbn.g_01511
OG0000276	Praa.g_00843	Prbn.g_01505
OG0000277	Praa.g_00844	Prbn.g_01504
OG0000278	Praa.g_00847	Prbn.g_01501
OG0000279	Praa.g_00854	Prbn.g_01494
OG0000280	Praa.g_00855	Prbn.g_01493
OG0000281	Praa.g_00860	Prbn.g_01486
OG0000282	Praa.g_00909	Prbn.g_01619
OG0000283	Praa.g_00941	Prbn.g_01442
OG0000284	Praa.g_00946	Prbn.g_01437
OG0000285	Praa.g_00951	Prbn.g_01432
OG0000286	Praa.g_00963	Prbn.g_01419
OG0000287	Praa.g_00980	Prbn.g_01123
OG0000288	Praa.g_01012	Prbn.g_01380
OG0000289	Praa.g_01023	Prbn.g_01364
OG0000290	Praa.g_01036	Prbn.g_01468
OG0000291	Praa.g_01038	Prbn.g_01470
OG0000292	Praa.g_01089	Prbn.g_01144
OG0000293	Praa.g_01151	Prbn.g_01179
OG0000294	Praa.g_01152	Prbn.g_01180
OG0000295	Praa.g_01171	Prbn.g_01203
OG0000296	Praa.g_01173	Prbn.g_01205
OG0000297	Praa.g_01181	Prbn.g_00387
OG0000298	Praa.g_01182	Prbn.g_00388
OG0000299	Praa.g_01199	Prbn.g_00407
OG0000300	Praa.g_01202	Prbn.g_00410
OG0000301	Praa.g_01203	Prbn.g_00411
OG0000302	Praa.g_01205	Prbn.g_00413
OG0000303	Praa.g_01212	Prbn.g_00419
OG0000304	Praa.g_01216	Prbn.g_00482
OG0000305	Praa.g_01358	Prbn.g_01146
OG0000306	Praa.g_01361	Prbn.g_01482
OG0000307	Praa.g_01375	Prbn.g_00159
OG0000308	Praa.g_01376	Prbn.g_00160
OG0000309	Praa.g_01380	Prbn.g_00164
OG0000310	Praa.g_01461	Prbn.g_00198
OG0000311	Praa.g_01463	Prbn.g_00200
OG0000312	Praa.g_01466	Prbn.g_00203
OG0000313	Praa.g_01480	Prbn.g_00216
OG0000314	Praa.g_01503	Prbn.g_00239
OG0000315	Praa.g_01513	Prbn.g_00249
OG0000316	Praa.g_01533	Prbn.g_00274
OG0000317	Praa.g_01633	Prbn.g_01742
OG0000318	Praa.g_01636	Prbn.g_01746
OG0000319	Praa.g_01649	Prbn.g_01759
OG0000320	Praa.g_01651	Prbn.g_01761
OG0000321	Praa.g_01652	Prbn.g_01762
OG0000322	Praa.g_01653	Prbn.g_01763
OG0000323	Praa.g_01662	Prbn.g_01773
OG0000324	Praa.g_01690	Prbn.g_01800
OG0000325	Praa.g_01700	Prbn.g_01811
OG0000326	Praa.g_01706	Prbn.g_01818
OG0000327	Praa.g_01734	Prbn.g_01839
OG0000328	Praa.g_01735	Prbn.g_01840
OG0000329	Praa.g_01752	Prbn.g_01857
OG0000330	Praa.g_01753	Prbn.g_01858
OG0000331	Praa.g_01754	Prbn.g_01859
OG0000332	Praa.g_01768	Prbn.g_01873
OG0000333	Praa.g_01770	Prbn.g_01875
OG0000334	Praa.g_01778	Prbn.g_01884
OG0000335	Praa.g_01783	Prbn.g_01889
OG0000336	Praa.g_01787	Prbn.g_01893
OG0000337	Praa.g_01804	Prbn.g_01911
OG0000338	Praa.g_01805	Prbn.g_01912
OG0000339	Praa.g_01809	Prbn.g_01918
OG0000340	Praa.g_01817	Prbn.g_01012
OG0000341	Praa.g_01819	Prbn.g_01010
OG0000342	Praa.g_01820	Prbn.g_01009
OG0000343	Praa.g_01821	Prbn.g_01008
OG0000344	Praa.g_01824	Prbn.g_01005
OG0000345	Praa.g_01829	Prbn.g_00999
OG0000346	Praa.g_01833	Prbn.g_00995
OG0000347	Praa.g_01849	Prbn.g_00978
OG0000348	Praa.g_01859	Prbn.g_00970
OG0000349	Praa.g_01876	Prbn.g_00953
OG0000350	Praa.g_01894	Prbn.g_00798
OG0000351	Praa.g_01911	Prbn.g_00913
OG0000352	Praa.g_01912	Prbn.g_00912
OG0000353	Praa.g_01927	Prbn.g_00299
OG0000355	Praa.g_00001	Prbn.g_00301
OG0000356	Praa.g_00002	Prbn.g_00302
OG0000357	Praa.g_00003	Prbn.g_00011
OG0000358	Praa.g_00007	Prbn.g_00007
OG0000359	Praa.g_00008	Prbn.g_00006
OG0000360	Praa.g_00009	Prbn.g_00005
OG0000361	Praa.g_00010	Prbn.g_00004
OG0000362	Praa.g_00012	Prbn.g_00001
OG0000363	Praa.g_00014	Prbn.g_00768
OG0000364	Praa.g_00015	Prbn.g_00767
OG0000365	Praa.g_00020	Prbn.g_00762
OG0000366	Praa.g_00021	Prbn.g_00761
OG0000367	Praa.g_00022	Prbn.g_00760
OG0000368	Praa.g_00024	Prbn.g_00758
OG0000369	Praa.g_00025	Prbn.g_00757
OG0000370	Praa.g_00026	Prbn.g_00756
OG0000371	Praa.g_00032	Prbn.g_00749
OG0000372	Praa.g_00035	Prbn.g_00746
OG0000373	Praa.g_00036	Prbn.g_00745
OG0000374	Praa.g_00037	Prbn.g_00744
OG0000375	Praa.g_00040	Prbn.g_00742
OG0000376	Praa.g_00042	Prbn.g_00740
OG0000377	Praa.g_00045	Prbn.g_00736
OG0000378	Praa.g_00047	Prbn.g_00732
OG0000379	Praa.g_00050	Prbn.g_00729
OG0000380	Praa.g_00066	Prbn.g_00712
OG0000381	Praa.g_00070	Prbn.g_00707
OG0000382	Praa.g_00081	Prbn.g_01340
OG0000383	Praa.g_00083	Prbn.g_01338
OG0000384	Praa.g_00084	Prbn.g_01337
OG0000385	Praa.g_00085	Prbn.g_01336
OG0000386	Praa.g_00086	Prbn.g_01335
OG0000387	Praa.g_00099	Prbn.g_01321
OG0000388	Praa.g_00102	Prbn.g_01317
OG0000389	Praa.g_00106	Prbn.g_01314
OG0000390	Praa.g_00113	Prbn.g_01304
OG0000391	Praa.g_00116	Prbn.g_01301
OG0000392	Praa.g_00120	Prbn.g_01297
OG0000393	Praa.g_00122	Prbn.g_01294
OG0000394	Praa.g_00123	Prbn.g_01293
OG0000395	Praa.g_00124	Prbn.g_01292
OG0000396	Praa.g_00127	Prbn.g_01290
OG0000397	Praa.g_00129	Prbn.g_01288
OG0000398	Praa.g_00131	Prbn.g_01285
OG0000399	Praa.g_00132	Prbn.g_01284
OG0000400	Praa.g_00133	Prbn.g_01283
OG0000401	Praa.g_00134	Prbn.g_01282
OG0000402	Praa.g_00136	Prbn.g_01356
OG0000403	Praa.g_00137	Prbn.g_01280
OG0000404	Praa.g_00138	Prbn.g_01279
OG0000405	Praa.g_00142	Prbn.g_01275
OG0000406	Praa.g_00147	Prbn.g_01267
OG0000407	Praa.g_00148	Prbn.g_01266
OG0000408	Praa.g_00150	Prbn.g_01264
OG0000409	Praa.g_00152	Prbn.g_01262
OG0000410	Praa.g_00153	Prbn.g_01261
OG0000411	Praa.g_00154	Prbn.g_01260
OG0000412	Praa.g_00155	Prbn.g_01259
OG0000413	Praa.g_00156	Prbn.g_01257
OG0000414	Praa.g_00157	Prbn.g_01256
OG0000415	Praa.g_00158	Prbn.g_01255
OG0000416	Praa.g_00159	Prbn.g_01254
OG0000417	Praa.g_00160	Prbn.g_01253
OG0000418	Praa.g_00165	Prbn.g_01248
OG0000419	Praa.g_00167	Prbn.g_01246
OG0000420	Praa.g_00168	Prbn.g_01245
OG0000421	Praa.g_00173	Prbn.g_00381
OG0000422	Praa.g_00174	Prbn.g_00380
OG0000423	Praa.g_00175	Prbn.g_00379
OG0000424	Praa.g_00176	Prbn.g_00378
OG0000425	Praa.g_00177	Prbn.g_00377
OG0000426	Praa.g_00178	Prbn.g_00376
OG0000427	Praa.g_00179	Prbn.g_00375
OG0000428	Praa.g_00181	Prbn.g_00373
OG0000429	Praa.g_00182	Prbn.g_00372
OG0000430	Praa.g_00183	Prbn.g_00371
OG0000431	Praa.g_00185	Prbn.g_00369
OG0000432	Praa.g_00188	Prbn.g_00365
OG0000433	Praa.g_00189	Prbn.g_00364
OG0000434	Praa.g_00190	Prbn.g_00363
OG0000435	Praa.g_00191	Prbn.g_00362
OG0000436	Praa.g_00196	Prbn.g_00357
OG0000437	Praa.g_00197	Prbn.g_00356
OG0000438	Praa.g_00198	Prbn.g_00355
OG0000439	Praa.g_00200	Prbn.g_00353
OG0000440	Praa.g_00201	Prbn.g_00352
OG0000441	Praa.g_00204	Prbn.g_00349
OG0000442	Praa.g_00205	Prbn.g_00348
OG0000443	Praa.g_00206	Prbn.g_00347
OG0000444	Praa.g_00211	Prbn.g_00341
OG0000445	Praa.g_00212	Prbn.g_00340
OG0000446	Praa.g_00213	Prbn.g_00339
OG0000447	Praa.g_00214	Prbn.g_00338
OG0000448	Praa.g_00215	Prbn.g_00337
OG0000449	Praa.g_00216	Prbn.g_00336
OG0000450	Praa.g_00217	Prbn.g_00335
OG0000451	Praa.g_00218	Prbn.g_00334
OG0000452	Praa.g_00221	Prbn.g_00331
OG0000453	Praa.g_00222	Prbn.g_00330
OG0000454	Praa.g_00223	Prbn.g_00329
OG0000455	Praa.g_00224	Prbn.g_00328
OG0000456	Praa.g_00225	Prbn.g_00327
OG0000457	Praa.g_00226	Prbn.g_00325
OG0000458	Praa.g_00227	Prbn.g_00324
OG0000459	Praa.g_00228	Prbn.g_00323
OG0000460	Praa.g_00235	Prbn.g_00315
OG0000461	Praa.g_00242	Prbn.g_00307
OG0000462	Praa.g_00244	Prbn.g_00305
OG0000463	Praa.g_00245	Prbn.g_00304
OG0000464	Praa.g_00246	Prbn.g_00012
OG0000465	Praa.g_00247	Prbn.g_00013
OG0000466	Praa.g_00250	Prbn.g_00016
OG0000467	Praa.g_00251	Prbn.g_00017
OG0000468	Praa.g_00253	Prbn.g_00020
OG0000469	Praa.g_00262	Prbn.g_00028
OG0000470	Praa.g_00264	Prbn.g_00030
OG0000471	Praa.g_00265	Prbn.g_00031
OG0000472	Praa.g_00266	Prbn.g_00033
OG0000473	Praa.g_00268	Prbn.g_00035
OG0000474	Praa.g_00269	Prbn.g_00036
OG0000475	Praa.g_00270	Prbn.g_00037
OG0000476	Praa.g_00271	Prbn.g_00039
OG0000477	Praa.g_00275	Prbn.g_00042
OG0000478	Praa.g_00276	Prbn.g_00043
OG0000479	Praa.g_00277	Prbn.g_00044
OG0000480	Praa.g_00282	Prbn.g_00049
OG0000481	Praa.g_00284	Prbn.g_00052
OG0000482	Praa.g_00285	Prbn.g_00053
OG0000483	Praa.g_00288	Prbn.g_00056
OG0000484	Praa.g_00289	Prbn.g_00057
OG0000485	Praa.g_00290	Prbn.g_00059
OG0000486	Praa.g_00291	Prbn.g_00060
OG0000487	Praa.g_00295	Prbn.g_00063
OG0000488	Praa.g_00298	Prbn.g_00066
OG0000489	Praa.g_00303	Prbn.g_00071
OG0000490	Praa.g_00308	Prbn.g_00075
OG0000491	Praa.g_00309	Prbn.g_00076
OG0000492	Praa.g_00311	Prbn.g_00078
OG0000493	Praa.g_00312	Prbn.g_00079
OG0000494	Praa.g_00313	Prbn.g_00080
OG0000495	Praa.g_00314	Prbn.g_00081
OG0000496	Praa.g_00315	Prbn.g_00082
OG0000497	Praa.g_00316	Prbn.g_00083
OG0000498	Praa.g_00317	Prbn.g_00084
OG0000499	Praa.g_00318	Prbn.g_00085
OG0000500	Praa.g_00319	Prbn.g_00086
OG0000501	Praa.g_00321	Prbn.g_00087
OG0000502	Praa.g_00324	Prbn.g_00090
OG0000503	Praa.g_00334	Prbn.g_00105
OG0000504	Praa.g_00335	Prbn.g_00107
OG0000505	Praa.g_00336	Prbn.g_00108
OG0000506	Praa.g_00338	Prbn.g_00109
OG0000507	Praa.g_00340	Prbn.g_00112
OG0000508	Praa.g_00344	Prbn.g_00116
OG0000509	Praa.g_00346	Prbn.g_00118
OG0000510	Praa.g_00347	Prbn.g_00119
OG0000511	Praa.g_00348	Prbn.g_00120
OG0000512	Praa.g_00350	Prbn.g_00122
OG0000513	Praa.g_00357	Prbn.g_00693
OG0000514	Praa.g_00431	Prbn.g_00682
OG0000515	Praa.g_00432	Prbn.g_00681
OG0000516	Praa.g_00433	Prbn.g_00680
OG0000517	Praa.g_00435	Prbn.g_00678
OG0000518	Praa.g_00445	Prbn.g_00667
OG0000519	Praa.g_00446	Prbn.g_00666
OG0000520	Praa.g_00447	Prbn.g_00665
OG0000521	Praa.g_00452	Prbn.g_00657
OG0000522	Praa.g_00454	Prbn.g_00655
OG0000523	Praa.g_00455	Prbn.g_00654
OG0000524	Praa.g_00461	Prbn.g_00649
OG0000525	Praa.g_00464	Prbn.g_00645
OG0000526	Praa.g_00465	Prbn.g_00644
OG0000527	Praa.g_00473	Prbn.g_00641
OG0000528	Praa.g_00478	Prbn.g_00636
OG0000529	Praa.g_00481	Prbn.g_00633
OG0000530	Praa.g_00484	Prbn.g_00630
OG0000531	Praa.g_00485	Prbn.g_00629
OG0000532	Praa.g_00487	Prbn.g_00627
OG0000533	Praa.g_00488	Prbn.g_00626
OG0000534	Praa.g_00489	Prbn.g_00625
OG0000535	Praa.g_00490	Prbn.g_00624
OG0000536	Praa.g_00491	Prbn.g_00623
OG0000537	Praa.g_00492	Prbn.g_00622
OG0000538	Praa.g_00500	Prbn.g_00613
OG0000539	Praa.g_00501	Prbn.g_00612
OG0000540	Praa.g_00502	Prbn.g_00611
OG0000541	Praa.g_00503	Prbn.g_00610
OG0000542	Praa.g_00505	Prbn.g_00609
OG0000543	Praa.g_00507	Prbn.g_00607
OG0000544	Praa.g_00508	Prbn.g_00606
OG0000545	Praa.g_00510	Prbn.g_00604
OG0000546	Praa.g_00513	Prbn.g_00601
OG0000547	Praa.g_00515	Prbn.g_00599
OG0000548	Praa.g_00516	Prbn.g_00598
OG0000549	Praa.g_00518	Prbn.g_00596
OG0000550	Praa.g_00523	Prbn.g_00592
OG0000551	Praa.g_00527	Prbn.g_00589
OG0000552	Praa.g_00528	Prbn.g_00588
OG0000553	Praa.g_00529	Prbn.g_00587
OG0000554	Praa.g_00534	Prbn.g_00582
OG0000555	Praa.g_00543	Prbn.g_00574
