Orthogroup	Praa	Syaj
OG0000070	Praa.g_00449	Syaj.g_01529
OG0000071	Praa.g_01318	Syaj.g_01511
OG0000072	Praa.g_00171	Syaj.g_01992
OG0000073	Praa.g_00499	Syaj.g_00093
OG0000075	Praa.g_01808	Syaj.g_02457
OG0000076	Praa.g_01832	Syaj.g_02417
OG0000077	Praa.g_00078	Syaj.g_01831
OG0000078	Praa.g_00239	Syaj.g_02880
OG0000079	Praa.g_00252	Syaj.g_02609
OG0000081	Praa.g_00531	Syaj.g_02888
OG0000082	Praa.g_00585	Syaj.g_00229
OG0000084	Praa.g_01472	Syaj.g_01375
OG0000085	Praa.g_01628	Syaj.g_01707
OG0000086	Praa.g_00088	Syaj.g_01848
OG0000087	Praa.g_00139	Syaj.g_01945
OG0000088	Praa.g_00166	Syaj.g_01986
OG0000089	Praa.g_00355	Syaj.g_02829, Syaj.g_01915
OG0000090	Praa.g_00533	Syaj.g_00144
OG0000091	Praa.g_00642	Syaj.g_01275
OG0000092	Praa.g_00912	Syaj.g_00339
OG0000094	Praa.g_01020	Syaj.g_00804
OG0000097	Praa.g_01200	Syaj.g_00589
OG0000098	Praa.g_01348	Syaj.g_02671
OG0000099	Praa.g_01394	Syaj.g_02503
OG0000100	Praa.g_01551	Syaj.g_00987
OG0000101	Praa.g_01775	Syaj.g_02738
OG0000102	Praa.g_01837	Syaj.g_02411
OG0000103	Praa.g_01916	Syaj.g_02243
OG0000104	Praa.g_01924	Syaj.g_02258
OG0000105	Praa.g_00274	Syaj.g_02573
OG0000106	Praa.g_00369	Syaj.g_01130
OG0000107	Praa.g_00383	Syaj.g_02637
OG0000108	Praa.g_00480	Syaj.g_00072
OG0000109	Praa.g_00494	Syaj.g_00087
OG0000110	Praa.g_00575	Syaj.g_00215
OG0000111	Praa.g_00699	Syaj.g_00437
OG0000112	Praa.g_00766	Syaj.g_00907
OG0000113	Praa.g_00826	Syaj.g_00992
OG0000114	Praa.g_00907	Syaj.g_00741
OG0000115	Praa.g_01101	Syaj.g_01402
OG0000116	Praa.g_01150	Syaj.g_00289
OG0000117	Praa.g_01255	Syaj.g_00637
OG0000118	Praa.g_01330	Syaj.g_00267
OG0000119	Praa.g_01362	Syaj.g_00317
OG0000120	Praa.g_01387	Syaj.g_02502
OG0000121	Praa.g_01478	Syaj.g_01383
OG0000122	Praa.g_01516	Syaj.g_01250
OG0000123	Praa.g_01782	Syaj.g_02745
OG0000124	Praa.g_01848	Syaj.g_02388
OG0000125	Praa.g_01885	Syaj.g_02117
OG0000126	Praa.g_01923	Syaj.g_02256
OG0000128	Praa.g_00011	Syaj.g_02274
OG0000129	Praa.g_00044	Syaj.g_02106
OG0000130	Praa.g_00069	Syaj.g_01818
OG0000131	Praa.g_00145	Syaj.g_01964
OG0000132	Praa.g_00164	Syaj.g_01984
OG0000133	Praa.g_00322	Syaj.g_00902
OG0000134	Praa.g_00356	Syaj.g_02832
OG0000135	Praa.g_00381	Syaj.g_02167
OG0000136	Praa.g_00440	Syaj.g_01550
OG0000137	Praa.g_01414, Praa.g_00475	Syaj.g_01444
OG0000138	Praa.g_00495	Syaj.g_00088
OG0000139	Praa.g_00537	Syaj.g_00150
OG0000140	Praa.g_00538	Syaj.g_00153
OG0000141	Praa.g_00607	Syaj.g_01340
OG0000142	Praa.g_00635	Syaj.g_01283
OG0000143	Praa.g_00639	Syaj.g_01279
OG0000144	Praa.g_00652	Syaj.g_01151
OG0000145	Praa.g_00764	Syaj.g_00094
OG0000146	Praa.g_00767	Syaj.g_00908
OG0000147	Praa.g_00768	Syaj.g_00909
OG0000148	Praa.g_00820	Syaj.g_01003
OG0000149	Praa.g_00851	Syaj.g_00369
OG0000150	Praa.g_00859	Syaj.g_01339, Syaj.g_00154
OG0000151	Praa.g_00917	Syaj.g_01074
OG0000152	Praa.g_00964	Syaj.g_00898
OG0000153	Praa.g_00983	Syaj.g_00842
OG0000154	Praa.g_01013	Syaj.g_00814
OG0000155	Praa.g_01179	Syaj.g_00338
OG0000156	Praa.g_01307	Syaj.g_00282
OG0000157	Praa.g_01308	Syaj.g_00281
OG0000158	Praa.g_01395	Syaj.g_02445
OG0000160	Praa.g_01477	Syaj.g_01382
OG0000161	Praa.g_01483	Syaj.g_01389
OG0000162	Praa.g_01489	Syaj.g_01395
OG0000163	Praa.g_01523	Syaj.g_01639
OG0000164	Praa.g_01659	Syaj.g_01758
OG0000165	Praa.g_01667	Syaj.g_01582
OG0000166	Praa.g_01739	Syaj.g_02698
OG0000167	Praa.g_01806	Syaj.g_02460
OG0000168	Praa.g_01816	Syaj.g_02444
OG0000169	Praa.g_01826	Syaj.g_02431, Syaj.g_02429
OG0000170	Praa.g_01828	Syaj.g_02422
OG0000171	Praa.g_01847	Syaj.g_02389
OG0000172	Praa.g_01856	Syaj.g_02365
OG0000173	Praa.g_01871	Syaj.g_02321
OG0000174	Praa.g_01898	Syaj.g_02169
OG0000175	Praa.g_01908	Syaj.g_02229
OG0000176	Praa.g_00004	Syaj.g_02266
OG0000177	Praa.g_00005	Syaj.g_02267
OG0000178	Praa.g_00006	Syaj.g_02268
OG0000179	Praa.g_00016	Syaj.g_02283
OG0000180	Praa.g_00017	Syaj.g_02284
OG0000181	Praa.g_00018	Syaj.g_02285
OG0000182	Praa.g_00019	Syaj.g_02286
OG0000183	Praa.g_00023	Syaj.g_02290
OG0000184	Praa.g_00046	Syaj.g_02098
OG0000185	Praa.g_00049	Syaj.g_02087
OG0000186	Praa.g_00064	Syaj.g_01812
OG0000187	Praa.g_00065	Syaj.g_01814
OG0000188	Praa.g_00082	Syaj.g_01837
OG0000189	Praa.g_00096	Syaj.g_01874
OG0000190	Praa.g_00097	Syaj.g_01876
OG0000191	Praa.g_00117	Syaj.g_01910
OG0000192	Praa.g_00121	Syaj.g_01919
OG0000193	Praa.g_00146	Syaj.g_01965
OG0000194	Praa.g_00149	Syaj.g_01968
OG0000195	Praa.g_00151	Syaj.g_01971
OG0000196	Praa.g_00161	Syaj.g_01981
OG0000197	Praa.g_00162	Syaj.g_01982
OG0000198	Praa.g_00163	Syaj.g_01983
OG0000199	Praa.g_00170	Syaj.g_01991
OG0000200	Praa.g_00184	Syaj.g_02008
OG0000201	Praa.g_00192	Syaj.g_02024
OG0000202	Praa.g_00193	Syaj.g_02025
OG0000203	Praa.g_00194	Syaj.g_02026
OG0000204	Praa.g_00195	Syaj.g_02027
OG0000205	Praa.g_00202	Syaj.g_02035
OG0000206	Praa.g_00207	Syaj.g_02043
OG0000207	Praa.g_00209	Syaj.g_02045
OG0000208	Praa.g_00210	Syaj.g_02046
OG0000209	Praa.g_00219	Syaj.g_02070
OG0000210	Praa.g_00220	Syaj.g_02071
OG0000212	Praa.g_00240	Syaj.g_02881
OG0000213	Praa.g_00257	Syaj.g_02601
OG0000214	Praa.g_00267	Syaj.g_02582
OG0000215	Praa.g_00292	Syaj.g_02551
OG0000216	Praa.g_00294	Syaj.g_02547
OG0000217	Praa.g_00297	Syaj.g_02543
OG0000218	Praa.g_00299	Syaj.g_02541
OG0000219	Praa.g_00300	Syaj.g_02540
OG0000220	Praa.g_00301	Syaj.g_02539
OG0000221	Praa.g_00302	Syaj.g_02530
OG0000222	Praa.g_00310	Syaj.g_02516
OG0000223	Praa.g_00323	Syaj.g_02494
OG0000224	Praa.g_00325	Syaj.g_02487
OG0000225	Praa.g_00345	Syaj.g_02821
OG0000226	Praa.g_00349	Syaj.g_02825
OG0000227	Praa.g_00351	Syaj.g_02827
OG0000228	Praa.g_00354	Syaj.g_02828
OG0000229	Praa.g_00436	Syaj.g_01555
OG0000230	Praa.g_00437	Syaj.g_01553
OG0000231	Praa.g_00448	Syaj.g_01541
OG0000232	Praa.g_00457	Syaj.g_01497
OG0000233	Praa.g_00463	Syaj.g_01481
OG0000234	Praa.g_00476	Syaj.g_01442
OG0000235	Praa.g_00479	Syaj.g_00071
OG0000236	Praa.g_00493	Syaj.g_00086
OG0000237	Praa.g_00506	Syaj.g_00103
OG0000238	Praa.g_00512	Syaj.g_00108
OG0000239	Praa.g_00525	Syaj.g_00125
OG0000240	Praa.g_00526	Syaj.g_00126
OG0000241	Praa.g_00530	Syaj.g_01291
OG0000242	Praa.g_00532	Syaj.g_00142
OG0000243	Praa.g_00544	Syaj.g_00164
OG0000244	Praa.g_00547	Syaj.g_00180
OG0000245	Praa.g_00549	Syaj.g_00182
OG0000246	Praa.g_00553	Syaj.g_00186
OG0000247	Praa.g_00563	Syaj.g_00197
OG0000248	Praa.g_00565	Syaj.g_00200
OG0000249	Praa.g_00567	Syaj.g_00202
OG0000250	Praa.g_00572	Syaj.g_00211
OG0000251	Praa.g_00591	Syaj.g_00237
OG0000252	Praa.g_00594	Syaj.g_00243
OG0000253	Praa.g_00595	Syaj.g_00245
OG0000254	Praa.g_00611	Syaj.g_01335
OG0000255	Praa.g_00617	Syaj.g_01315
OG0000256	Praa.g_00627	Syaj.g_01297
OG0000257	Praa.g_00630	Syaj.g_01292
OG0000258	Praa.g_00643	Syaj.g_01274
OG0000259	Praa.g_00660	Syaj.g_00707
OG0000260	Praa.g_00663	Syaj.g_00712
OG0000261	Praa.g_00665	Syaj.g_00715
OG0000262	Praa.g_00669	Syaj.g_00720
OG0000263	Praa.g_00681	Syaj.g_00605
OG0000264	Praa.g_00691	Syaj.g_00485
OG0000265	Praa.g_00711	Syaj.g_00510
OG0000266	Praa.g_00721	Syaj.g_00946
OG0000267	Praa.g_00732	Syaj.g_00770
OG0000268	Praa.g_00733	Syaj.g_00771
OG0000269	Praa.g_00798	Syaj.g_01031
OG0000270	Praa.g_00801	Syaj.g_01025
OG0000271	Praa.g_00809	Syaj.g_01017
OG0000272	Praa.g_00810, Praa.g_00811	Syaj.g_01016
OG0000273	Praa.g_00834	Syaj.g_00389
OG0000274	Praa.g_00835	Syaj.g_00388
OG0000275	Praa.g_00838	Syaj.g_00384
OG0000276	Praa.g_00843	Syaj.g_00377
OG0000277	Praa.g_00844	Syaj.g_00376
OG0000278	Praa.g_00847	Syaj.g_00373
OG0000279	Praa.g_00854	Syaj.g_00357
OG0000280	Praa.g_00855	Syaj.g_00348
OG0000281	Praa.g_00860	Syaj.g_02670
OG0000282	Praa.g_00909	Syaj.g_00743
OG0000283	Praa.g_00941	Syaj.g_00790
OG0000284	Praa.g_00946	Syaj.g_00930
OG0000285	Praa.g_00951	Syaj.g_00917
OG0000286	Praa.g_00963	Syaj.g_00899
OG0000288	Praa.g_01012	Syaj.g_00815
OG0000289	Praa.g_01023	Syaj.g_00800
OG0000290	Praa.g_01036	Syaj.g_00424
OG0000291	Praa.g_01038	Syaj.g_00426
OG0000292	Praa.g_01089	Syaj.g_02255
OG0000293	Praa.g_01151	Syaj.g_00290
OG0000294	Praa.g_01152	Syaj.g_00291
OG0000295	Praa.g_01171	Syaj.g_00330
OG0000296	Praa.g_01173	Syaj.g_00332
OG0000297	Praa.g_01181	Syaj.g_00639
OG0000298	Praa.g_01182	Syaj.g_00638
OG0000299	Praa.g_01199	Syaj.g_00592
OG0000300	Praa.g_01202	Syaj.g_00586
OG0000301	Praa.g_01203	Syaj.g_00585
OG0000302	Praa.g_01205	Syaj.g_00582
OG0000303	Praa.g_01212	Syaj.g_00572
OG0000304	Praa.g_01216	Syaj.g_00566
OG0000305	Praa.g_01358	Syaj.g_00429
OG0000306	Praa.g_01361	Syaj.g_01126
OG0000307	Praa.g_01375	Syaj.g_00051
OG0000308	Praa.g_01376	Syaj.g_00049
OG0000309	Praa.g_01380	Syaj.g_00044
OG0000310	Praa.g_01461	Syaj.g_01358
OG0000311	Praa.g_01463	Syaj.g_01362
OG0000312	Praa.g_01466	Syaj.g_01368
OG0000313	Praa.g_01480	Syaj.g_01386
OG0000314	Praa.g_01503	Syaj.g_01420
OG0000315	Praa.g_01513	Syaj.g_01430
OG0000316	Praa.g_01533	Syaj.g_01664
OG0000317	Praa.g_01633	Syaj.g_01715
OG0000318	Praa.g_01636	Syaj.g_01722
OG0000319	Praa.g_01649	Syaj.g_01741
OG0000320	Praa.g_01651	Syaj.g_01743
OG0000321	Praa.g_01652	Syaj.g_01744
OG0000322	Praa.g_01653	Syaj.g_01745
OG0000323	Praa.g_01662	Syaj.g_01760
OG0000324	Praa.g_01690	Syaj.g_01609
OG0000325	Praa.g_01700	Syaj.g_02638
OG0000326	Praa.g_01706	Syaj.g_02645
OG0000327	Praa.g_01734	Syaj.g_02693
OG0000328	Praa.g_01735	Syaj.g_02694
OG0000329	Praa.g_01752	Syaj.g_02712
OG0000330	Praa.g_01753	Syaj.g_02713
OG0000331	Praa.g_01754	Syaj.g_02714
OG0000332	Praa.g_01768	Syaj.g_02729
OG0000333	Praa.g_01770	Syaj.g_02732
OG0000334	Praa.g_01778	Syaj.g_02741
OG0000335	Praa.g_01783	Syaj.g_02746
OG0000336	Praa.g_01787	Syaj.g_02750
OG0000337	Praa.g_01804	Syaj.g_02466
OG0000338	Praa.g_01805	Syaj.g_02462
OG0000339	Praa.g_01809	Syaj.g_02455
OG0000340	Praa.g_01817	Syaj.g_02443
OG0000341	Praa.g_01819	Syaj.g_02441
OG0000342	Praa.g_01820	Syaj.g_02440
OG0000343	Praa.g_01821	Syaj.g_02437
OG0000344	Praa.g_01824	Syaj.g_02433
OG0000345	Praa.g_01829	Syaj.g_02421
OG0000346	Praa.g_01833	Syaj.g_02416
OG0000347	Praa.g_01849	Syaj.g_02383
OG0000348	Praa.g_01859	Syaj.g_02333
OG0000349	Praa.g_01876	Syaj.g_02314
OG0000350	Praa.g_01894	Syaj.g_02652
OG0000351	Praa.g_01911	Syaj.g_02234
OG0000352	Praa.g_01912	Syaj.g_02235
OG0000353	Praa.g_01927	Syaj.g_02261
OG0000355	Praa.g_00001	Syaj.g_02263
OG0000356	Praa.g_00002	Syaj.g_02264
OG0000357	Praa.g_00003	Syaj.g_02265
OG0000358	Praa.g_00007	Syaj.g_02269
OG0000359	Praa.g_00008	Syaj.g_02271
OG0000360	Praa.g_00009	Syaj.g_02272
OG0000361	Praa.g_00010	Syaj.g_02273
OG0000362	Praa.g_00012	Syaj.g_02275
OG0000363	Praa.g_00014	Syaj.g_02277
OG0000364	Praa.g_00015	Syaj.g_02278
OG0000365	Praa.g_00020	Syaj.g_02287
OG0000366	Praa.g_00021	Syaj.g_02288
OG0000367	Praa.g_00022	Syaj.g_02289
OG0000368	Praa.g_00024	Syaj.g_02291
OG0000369	Praa.g_00025	Syaj.g_02292
OG0000370	Praa.g_00026	Syaj.g_02293
OG0000371	Praa.g_00032	Syaj.g_02301
OG0000372	Praa.g_00035	Syaj.g_02307
OG0000373	Praa.g_00036	Syaj.g_02308
OG0000374	Praa.g_00037	Syaj.g_02309
OG0000375	Praa.g_00040	Syaj.g_02310
OG0000376	Praa.g_00042	Syaj.g_02312
OG0000377	Praa.g_00045	Syaj.g_02105
OG0000378	Praa.g_00047	Syaj.g_02091
OG0000379	Praa.g_00050	Syaj.g_02086
OG0000380	Praa.g_00066	Syaj.g_01815
OG0000381	Praa.g_00070	Syaj.g_01819
OG0000382	Praa.g_00081	Syaj.g_01836
OG0000383	Praa.g_00083	Syaj.g_01839
OG0000384	Praa.g_00084	Syaj.g_01840
OG0000385	Praa.g_00085	Syaj.g_01841
OG0000386	Praa.g_00086	Syaj.g_01842
OG0000387	Praa.g_00099	Syaj.g_01878
OG0000388	Praa.g_00102	Syaj.g_01882
OG0000389	Praa.g_00106	Syaj.g_01886
OG0000390	Praa.g_00113	Syaj.g_01904
OG0000391	Praa.g_00116	Syaj.g_01909
OG0000392	Praa.g_00120	Syaj.g_01918
OG0000393	Praa.g_00122	Syaj.g_01922
OG0000394	Praa.g_00123	Syaj.g_01923
OG0000395	Praa.g_00124	Syaj.g_01924
OG0000396	Praa.g_00127	Syaj.g_01928
OG0000397	Praa.g_00129	Syaj.g_01930
OG0000398	Praa.g_00131	Syaj.g_01935
OG0000399	Praa.g_00132	Syaj.g_01936
OG0000400	Praa.g_00133	Syaj.g_01937
OG0000401	Praa.g_00134	Syaj.g_01938
OG0000402	Praa.g_00136	Syaj.g_01940
OG0000403	Praa.g_00137	Syaj.g_01941
OG0000404	Praa.g_00138	Syaj.g_01943
OG0000405	Praa.g_00142	Syaj.g_01961
OG0000406	Praa.g_00147	Syaj.g_01966
OG0000407	Praa.g_00148	Syaj.g_01967
OG0000408	Praa.g_00150	Syaj.g_01970
OG0000409	Praa.g_00152	Syaj.g_01972
OG0000410	Praa.g_00153	Syaj.g_01973
OG0000411	Praa.g_00154	Syaj.g_01974
OG0000412	Praa.g_00155	Syaj.g_01975
OG0000413	Praa.g_00156	Syaj.g_01977
OG0000415	Praa.g_00158	Syaj.g_01978
OG0000416	Praa.g_00159	Syaj.g_01979
OG0000417	Praa.g_00160	Syaj.g_01980
OG0000418	Praa.g_00165	Syaj.g_01985
OG0000419	Praa.g_00167	Syaj.g_01987
OG0000420	Praa.g_00168	Syaj.g_01989
OG0000421	Praa.g_00173	Syaj.g_01994
OG0000422	Praa.g_00174	Syaj.g_01995
OG0000423	Praa.g_00175	Syaj.g_01996
OG0000424	Praa.g_00176	Syaj.g_01997
OG0000425	Praa.g_00177	Syaj.g_01998
OG0000426	Praa.g_00178	Syaj.g_01999
OG0000427	Praa.g_00179	Syaj.g_02000
OG0000428	Praa.g_00181	Syaj.g_02003
OG0000429	Praa.g_00182	Syaj.g_02005
OG0000430	Praa.g_00183	Syaj.g_02007
OG0000431	Praa.g_00185	Syaj.g_02010
OG0000432	Praa.g_00188	Syaj.g_02017
OG0000433	Praa.g_00189	Syaj.g_02020
OG0000434	Praa.g_00190	Syaj.g_02021
OG0000435	Praa.g_00191	Syaj.g_02023
OG0000436	Praa.g_00196	Syaj.g_02029
OG0000437	Praa.g_00197	Syaj.g_02030
OG0000438	Praa.g_00198	Syaj.g_02031
OG0000439	Praa.g_00200	Syaj.g_02033
OG0000440	Praa.g_00201	Syaj.g_02034
OG0000441	Praa.g_00204	Syaj.g_02038
OG0000442	Praa.g_00205	Syaj.g_02039
OG0000443	Praa.g_00206	Syaj.g_02040
OG0000444	Praa.g_00211	Syaj.g_02052
OG0000445	Praa.g_00212	Syaj.g_02053
OG0000446	Praa.g_00213	Syaj.g_02055
OG0000447	Praa.g_00214	Syaj.g_02058
OG0000448	Praa.g_00215	Syaj.g_02059
OG0000449	Praa.g_00216	Syaj.g_02060
OG0000450	Praa.g_00217	Syaj.g_02067
OG0000451	Praa.g_00218	Syaj.g_02068
OG0000452	Praa.g_00221	Syaj.g_02072
OG0000453	Praa.g_00222	Syaj.g_02073
OG0000454	Praa.g_00223	Syaj.g_02074
OG0000455	Praa.g_00224	Syaj.g_02075
OG0000456	Praa.g_00225	Syaj.g_02076
OG0000457	Praa.g_00226	Syaj.g_02078
OG0000458	Praa.g_00227	Syaj.g_02079
OG0000459	Praa.g_00228	Syaj.g_02080
OG0000460	Praa.g_00235	Syaj.g_02858
OG0000461	Praa.g_00242	Syaj.g_02623
OG0000462	Praa.g_00244	Syaj.g_02620
OG0000463	Praa.g_00245	Syaj.g_02619
OG0000464	Praa.g_00246	Syaj.g_02618
OG0000465	Praa.g_00247	Syaj.g_02617
OG0000466	Praa.g_00250	Syaj.g_02612
OG0000467	Praa.g_00251	Syaj.g_02610
OG0000468	Praa.g_00253	Syaj.g_02605
OG0000469	Praa.g_00262	Syaj.g_02590
OG0000470	Praa.g_00264	Syaj.g_02586
OG0000471	Praa.g_00265	Syaj.g_02585
OG0000472	Praa.g_00266	Syaj.g_02583
OG0000473	Praa.g_00268	Syaj.g_02581
OG0000474	Praa.g_00269	Syaj.g_02580
OG0000475	Praa.g_00270	Syaj.g_02579
OG0000476	Praa.g_00271	Syaj.g_02577
OG0000477	Praa.g_00275	Syaj.g_02571
OG0000478	Praa.g_00276	Syaj.g_02570
OG0000479	Praa.g_00277	Syaj.g_02569
OG0000480	Praa.g_00282	Syaj.g_02562
OG0000481	Praa.g_00284	Syaj.g_02560
OG0000482	Praa.g_00285	Syaj.g_02559
OG0000483	Praa.g_00288	Syaj.g_02555
OG0000484	Praa.g_00289	Syaj.g_02554
OG0000485	Praa.g_00290	Syaj.g_02553
OG0000486	Praa.g_00291	Syaj.g_02552
OG0000487	Praa.g_00295	Syaj.g_02546
OG0000488	Praa.g_00298	Syaj.g_02542
OG0000489	Praa.g_00303	Syaj.g_02529
OG0000490	Praa.g_00308	Syaj.g_02519
OG0000491	Praa.g_00309	Syaj.g_02517
OG0000492	Praa.g_00311	Syaj.g_02515
OG0000493	Praa.g_00312	Syaj.g_02514
OG0000494	Praa.g_00313	Syaj.g_02513
OG0000495	Praa.g_00314	Syaj.g_02512
OG0000496	Praa.g_00315	Syaj.g_02511
OG0000497	Praa.g_00316	Syaj.g_02510
OG0000498	Praa.g_00317	Syaj.g_02509
OG0000499	Praa.g_00318	Syaj.g_02508
OG0000500	Praa.g_00319	Syaj.g_02507
OG0000501	Praa.g_00321	Syaj.g_02504
OG0000502	Praa.g_00324	Syaj.g_02492
OG0000503	Praa.g_00334	Syaj.g_02805
OG0000504	Praa.g_00335	Syaj.g_02807
OG0000505	Praa.g_00336	Syaj.g_02808
OG0000506	Praa.g_00338	Syaj.g_02810
OG0000507	Praa.g_00340	Syaj.g_02816
OG0000508	Praa.g_00344	Syaj.g_02820
OG0000509	Praa.g_00346	Syaj.g_02822
OG0000510	Praa.g_00347	Syaj.g_02823
OG0000511	Praa.g_00348	Syaj.g_02824
OG0000512	Praa.g_00350	Syaj.g_02826
OG0000513	Praa.g_00357	Syaj.g_02833
OG0000514	Praa.g_00431	Syaj.g_02839
OG0000515	Praa.g_00432	Syaj.g_02840
OG0000516	Praa.g_00433	Syaj.g_01561
OG0000517	Praa.g_00435	Syaj.g_01556
OG0000518	Praa.g_00445	Syaj.g_01544
OG0000519	Praa.g_00446	Syaj.g_01543
OG0000520	Praa.g_00447	Syaj.g_01542
OG0000521	Praa.g_00452	Syaj.g_00271
OG0000522	Praa.g_00454	Syaj.g_00273
OG0000523	Praa.g_00455	Syaj.g_00274
OG0000524	Praa.g_00461	Syaj.g_01485
OG0000525	Praa.g_00464	Syaj.g_01454
OG0000526	Praa.g_00465	Syaj.g_01451
OG0000527	Praa.g_00473	Syaj.g_01446
OG0000528	Praa.g_00478	Syaj.g_00065
OG0000529	Praa.g_00481	Syaj.g_00073
OG0000530	Praa.g_00484	Syaj.g_00076
OG0000531	Praa.g_00485	Syaj.g_00077
OG0000532	Praa.g_00487	Syaj.g_00080
OG0000533	Praa.g_00488	Syaj.g_00081
OG0000534	Praa.g_00489	Syaj.g_00082
OG0000535	Praa.g_00490	Syaj.g_00083
OG0000536	Praa.g_00491	Syaj.g_00084
OG0000537	Praa.g_00492	Syaj.g_00085
OG0000538	Praa.g_00500	Syaj.g_00096
OG0000539	Praa.g_00501	Syaj.g_00097
OG0000540	Praa.g_00502	Syaj.g_00098
OG0000541	Praa.g_00503	Syaj.g_00099
OG0000542	Praa.g_00505	Syaj.g_00102
OG0000543	Praa.g_00507	Syaj.g_00104
OG0000544	Praa.g_00508	Syaj.g_00105
OG0000545	Praa.g_00510	Syaj.g_00107
OG0000546	Praa.g_00513	Syaj.g_00109
OG0000547	Praa.g_00515	Syaj.g_00111
OG0000548	Praa.g_00516	Syaj.g_00112
OG0000549	Praa.g_00518	Syaj.g_00118
OG0000550	Praa.g_00523	Syaj.g_00123
OG0000551	Praa.g_00527	Syaj.g_00128
OG0000552	Praa.g_00528	Syaj.g_00129
OG0000553	Praa.g_00529	Syaj.g_00133
OG0000554	Praa.g_00534	Syaj.g_00145
OG0000555	Praa.g_00543	Syaj.g_00163
OG0000556	Praa.g_00545	Syaj.g_00167
OG0000557	Praa.g_00546	Syaj.g_00178
OG0000558	Praa.g_00548	Syaj.g_00181
OG0000559	Praa.g_00552	Syaj.g_00185
OG0000560	Praa.g_00555	Syaj.g_00188
OG0000561	Praa.g_00556	Syaj.g_00189
OG0000562	Praa.g_00557	Syaj.g_00190
OG0000563	Praa.g_00558	Syaj.g_00191
OG0000564	Praa.g_00559	Syaj.g_00192
OG0000565	Praa.g_00562	Syaj.g_00195
OG0000566	Praa.g_00564	Syaj.g_00199
