Orthogroup	Praa	Syae
OG0000076	Praa.g_01832	Syae.g_01829
OG0000077	Praa.g_00078	Syae.g_01297
OG0000078	Praa.g_00239	Syae.g_02243
OG0000079	Praa.g_00252	Syae.g_02011
OG0000081	Praa.g_00531	Syae.g_02261
OG0000082	Praa.g_00585	Syae.g_02447
OG0000084	Praa.g_01472	Syae.g_02656
OG0000085	Praa.g_01628	Syae.g_01152
OG0000086	Praa.g_00088	Syae.g_01333
OG0000087	Praa.g_00139	Syae.g_01414
OG0000088	Praa.g_00166	Syae.g_01449
OG0000089	Praa.g_00355	Syae.g_02219
OG0000090	Praa.g_00533	Syae.g_02374
OG0000091	Praa.g_00642	Syae.g_00082
OG0000092	Praa.g_00912	Syae.g_00884
OG0000094	Praa.g_01020	Syae.g_00430
OG0000095	Praa.g_01039	Syae.g_01624
OG0000097	Praa.g_01200	Syae.g_00683
OG0000098	Praa.g_01348	Syae.g_02058
OG0000099	Praa.g_01394	Syae.g_01913, Syae.g_01226
OG0000100	Praa.g_01551	Syae.g_00489
OG0000101	Praa.g_01775	Syae.g_02125
OG0000102	Praa.g_01837	Syae.g_01824
OG0000103	Praa.g_01916	Syae.g_01694
OG0000104	Praa.g_01924	Syae.g_01708
OG0000105	Praa.g_00274	Syae.g_01977
OG0000106	Praa.g_00369	Syae.g_00272
OG0000107	Praa.g_00383	Syae.g_02032
OG0000108	Praa.g_00480	Syae.g_02309
OG0000109	Praa.g_00494	Syae.g_02324
OG0000110	Praa.g_00575	Syae.g_02435
OG0000111	Praa.g_00699	Syae.g_00783
OG0000112	Praa.g_00766	Syae.g_00351
OG0000113	Praa.g_00826	Syae.g_00494
OG0000114	Praa.g_00907	Syae.g_00575
OG0000115	Praa.g_01101	Syae.g_02631
OG0000116	Praa.g_01150	Syae.g_00939
OG0000117	Praa.g_01255	Syae.g_00647
OG0000118	Praa.g_01330	Syae.g_02479
OG0000119	Praa.g_01362	Syae.g_00904
OG0000120	Praa.g_01387	Syae.g_01912
OG0000121	Praa.g_01478	Syae.g_02649
OG0000122	Praa.g_01516	Syae.g_00112
OG0000123	Praa.g_01782	Syae.g_02131
OG0000124	Praa.g_01848	Syae.g_01809
OG0000125	Praa.g_01885	Syae.g_01573
OG0000126	Praa.g_01923	Syae.g_01706
OG0000128	Praa.g_00011	Syae.g_01724
OG0000129	Praa.g_00044	Syae.g_01562
OG0000130	Praa.g_00069	Syae.g_01284
OG0000131	Praa.g_00145	Syae.g_01428
OG0000132	Praa.g_00164	Syae.g_01447
OG0000133	Praa.g_00322	Syae.g_00356
OG0000134	Praa.g_00356	Syae.g_02222
OG0000135	Praa.g_00381	Syae.g_01608
OG0000136	Praa.g_00440	Syae.g_00989
OG0000137	Praa.g_01414, Praa.g_00475	Syae.g_02530
OG0000138	Praa.g_00495	Syae.g_02325
OG0000139	Praa.g_00537	Syae.g_02380
OG0000140	Praa.g_00538	Syae.g_02383
OG0000141	Praa.g_00607	Syae.g_00016
OG0000142	Praa.g_00635	Syae.g_00074
OG0000143	Praa.g_00639	Syae.g_00078
OG0000144	Praa.g_00652	Syae.g_00261
OG0000145	Praa.g_00764	Syae.g_02331
OG0000146	Praa.g_00767	Syae.g_00350
OG0000147	Praa.g_00768	Syae.g_00349
OG0000148	Praa.g_00820	Syae.g_00500
OG0000149	Praa.g_00851	Syae.g_00847
OG0000150	Praa.g_00859	Syae.g_00017
OG0000151	Praa.g_00917	Syae.g_00563
OG0000152	Praa.g_00964	Syae.g_00360
OG0000153	Praa.g_00983	Syae.g_00394
OG0000154	Praa.g_01013	Syae.g_00420
OG0000155	Praa.g_01179	Syae.g_00885
OG0000156	Praa.g_01307	Syae.g_00945
OG0000157	Praa.g_01308	Syae.g_00946
OG0000158	Praa.g_01395	Syae.g_01858
OG0000160	Praa.g_01477	Syae.g_02650
OG0000161	Praa.g_01483	Syae.g_02644
OG0000162	Praa.g_01489	Syae.g_02638
OG0000163	Praa.g_01523	Syae.g_01092
OG0000164	Praa.g_01659	Syae.g_01198
OG0000165	Praa.g_01667	Syae.g_01021
OG0000166	Praa.g_01739	Syae.g_02085
OG0000167	Praa.g_01806	Syae.g_01874
OG0000168	Praa.g_01816	Syae.g_01856
OG0000169	Praa.g_01826	Syae.g_01841
OG0000170	Praa.g_01828	Syae.g_01834
OG0000171	Praa.g_01847	Syae.g_01810
OG0000172	Praa.g_01856	Syae.g_01788
OG0000173	Praa.g_01871	Syae.g_01770
OG0000174	Praa.g_01898	Syae.g_01610
OG0000175	Praa.g_01908	Syae.g_01679
OG0000176	Praa.g_00004	Syae.g_01716
OG0000177	Praa.g_00005	Syae.g_01717
OG0000178	Praa.g_00006	Syae.g_01718
OG0000179	Praa.g_00016	Syae.g_01733
OG0000180	Praa.g_00017	Syae.g_01734
OG0000181	Praa.g_00018	Syae.g_01735
OG0000182	Praa.g_00019	Syae.g_01736
OG0000183	Praa.g_00023	Syae.g_01740
OG0000184	Praa.g_00046	Syae.g_01554
OG0000185	Praa.g_00049	Syae.g_01551
OG0000186	Praa.g_00064	Syae.g_01279
OG0000187	Praa.g_00065	Syae.g_01280
OG0000188	Praa.g_00082	Syae.g_01323
OG0000189	Praa.g_00096	Syae.g_01350
OG0000190	Praa.g_00097	Syae.g_01352
OG0000191	Praa.g_00117	Syae.g_01384
OG0000192	Praa.g_00121	Syae.g_01390
OG0000193	Praa.g_00146	Syae.g_01429
OG0000194	Praa.g_00149	Syae.g_01432
OG0000195	Praa.g_00151	Syae.g_01434
OG0000196	Praa.g_00161	Syae.g_01444
OG0000197	Praa.g_00162	Syae.g_01445
OG0000198	Praa.g_00163	Syae.g_01446
OG0000199	Praa.g_00170	Syae.g_01454
OG0000200	Praa.g_00184	Syae.g_01471
OG0000201	Praa.g_00192	Syae.g_01487
OG0000202	Praa.g_00193	Syae.g_01488
OG0000203	Praa.g_00194	Syae.g_01489
OG0000204	Praa.g_00195	Syae.g_01490
OG0000205	Praa.g_00202	Syae.g_01497
OG0000206	Praa.g_00207	Syae.g_01504
OG0000207	Praa.g_00209	Syae.g_01506
OG0000208	Praa.g_00210	Syae.g_01507
OG0000209	Praa.g_00219	Syae.g_01528
OG0000210	Praa.g_00220	Syae.g_01529
OG0000212	Praa.g_00240	Syae.g_02244
OG0000213	Praa.g_00257	Syae.g_02003
OG0000214	Praa.g_00267	Syae.g_01986
OG0000215	Praa.g_00292	Syae.g_01955
OG0000216	Praa.g_00294	Syae.g_01951
OG0000217	Praa.g_00297	Syae.g_01947
OG0000218	Praa.g_00299	Syae.g_01945
OG0000219	Praa.g_00300	Syae.g_01944
OG0000220	Praa.g_00301	Syae.g_01943
OG0000221	Praa.g_00302	Syae.g_01937
OG0000222	Praa.g_00310	Syae.g_01926
OG0000223	Praa.g_00323	Syae.g_01904
OG0000224	Praa.g_00325	Syae.g_01897
OG0000225	Praa.g_00345	Syae.g_02208
OG0000226	Praa.g_00349	Syae.g_02212
OG0000227	Praa.g_00351	Syae.g_02214
OG0000228	Praa.g_00354	Syae.g_02218
OG0000229	Praa.g_00436	Syae.g_00994
OG0000230	Praa.g_00437	Syae.g_00992
OG0000231	Praa.g_00448	Syae.g_00980
OG0000232	Praa.g_00457	Syae.g_02496
OG0000233	Praa.g_00463	Syae.g_02504
OG0000234	Praa.g_00476	Syae.g_02532
OG0000235	Praa.g_00479	Syae.g_02308
OG0000236	Praa.g_00493	Syae.g_02323
OG0000237	Praa.g_00506	Syae.g_02340
OG0000238	Praa.g_00512	Syae.g_02345
OG0000239	Praa.g_00525	Syae.g_02360
OG0000240	Praa.g_00526	Syae.g_02361
OG0000241	Praa.g_00530	Syae.g_00065
OG0000242	Praa.g_00532	Syae.g_02372
OG0000243	Praa.g_00544	Syae.g_02391
OG0000244	Praa.g_00547	Syae.g_02399
OG0000245	Praa.g_00549	Syae.g_02401
OG0000246	Praa.g_00553	Syae.g_02405
OG0000247	Praa.g_00563	Syae.g_02416
OG0000248	Praa.g_00565	Syae.g_02419
OG0000249	Praa.g_00567	Syae.g_02421
OG0000250	Praa.g_00572	Syae.g_02431
OG0000251	Praa.g_00591	Syae.g_02455
OG0000252	Praa.g_00594	Syae.g_02458
OG0000253	Praa.g_00595	Syae.g_02459
OG0000254	Praa.g_00611	Syae.g_00021
OG0000255	Praa.g_00617	Syae.g_00041
OG0000256	Praa.g_00627	Syae.g_00058
OG0000257	Praa.g_00630	Syae.g_00064
OG0000258	Praa.g_00643	Syae.g_00083
OG0000259	Praa.g_00660	Syae.g_00608
OG0000260	Praa.g_00663	Syae.g_00603
OG0000261	Praa.g_00665	Syae.g_00600
OG0000262	Praa.g_00669	Syae.g_00595
OG0000263	Praa.g_00681	Syae.g_00671
OG0000264	Praa.g_00691	Syae.g_00761
OG0000265	Praa.g_00711	Syae.g_00932, Syae.g_00226
OG0000266	Praa.g_00721	Syae.g_00457
OG0000267	Praa.g_00732	Syae.g_00304
OG0000268	Praa.g_00733	Syae.g_00308
OG0000269	Praa.g_00798	Syae.g_00526
OG0000270	Praa.g_00801	Syae.g_00523
OG0000271	Praa.g_00809	Syae.g_00515
OG0000272	Praa.g_00810, Praa.g_00811	Syae.g_00514
OG0000273	Praa.g_00834	Syae.g_00825
OG0000274	Praa.g_00835	Syae.g_00826
OG0000275	Praa.g_00838	Syae.g_00832
OG0000276	Praa.g_00843	Syae.g_00839
OG0000277	Praa.g_00844	Syae.g_00840
OG0000278	Praa.g_00847	Syae.g_00843
OG0000279	Praa.g_00854	Syae.g_00851
OG0000280	Praa.g_00855	Syae.g_00877
OG0000281	Praa.g_00860	Syae.g_02057
OG0000282	Praa.g_00909	Syae.g_00573
OG0000283	Praa.g_00941	Syae.g_00321
OG0000284	Praa.g_00946	Syae.g_00327
OG0000285	Praa.g_00951	Syae.g_00340
OG0000286	Praa.g_00963	Syae.g_00359
OG0000288	Praa.g_01012	Syae.g_00419
OG0000289	Praa.g_01023	Syae.g_00433
OG0000290	Praa.g_01036	Syae.g_00796
OG0000291	Praa.g_01038	Syae.g_00794
OG0000292	Praa.g_01089	Syae.g_01705
OG0000293	Praa.g_01151	Syae.g_00938
OG0000294	Praa.g_01152	Syae.g_00937
OG0000295	Praa.g_01171	Syae.g_00893
OG0000296	Praa.g_01173	Syae.g_00891
OG0000297	Praa.g_01181	Syae.g_00645
OG0000298	Praa.g_01182	Syae.g_00646
OG0000299	Praa.g_01199	Syae.g_00680
OG0000300	Praa.g_01202	Syae.g_00686
OG0000301	Praa.g_01203	Syae.g_00687
OG0000302	Praa.g_01205	Syae.g_00691
OG0000303	Praa.g_01212	Syae.g_00700
OG0000304	Praa.g_01216	Syae.g_00706
OG0000305	Praa.g_01358	Syae.g_00791
OG0000306	Praa.g_01361	Syae.g_00277
OG0000307	Praa.g_01375	Syae.g_02290
OG0000308	Praa.g_01376	Syae.g_02288
OG0000309	Praa.g_01380	Syae.g_02283
OG0000310	Praa.g_01461	Syae.g_02687
OG0000311	Praa.g_01463	Syae.g_02682
OG0000312	Praa.g_01466	Syae.g_02664
OG0000313	Praa.g_01480	Syae.g_02647
OG0000314	Praa.g_01503	Syae.g_02618
OG0000315	Praa.g_01513	Syae.g_02609
OG0000316	Praa.g_01533	Syae.g_01118
OG0000317	Praa.g_01633	Syae.g_01160
OG0000318	Praa.g_01636	Syae.g_01164
OG0000319	Praa.g_01649	Syae.g_01181
OG0000320	Praa.g_01651	Syae.g_01183
OG0000321	Praa.g_01652	Syae.g_01184
OG0000322	Praa.g_01653	Syae.g_01185
OG0000323	Praa.g_01662	Syae.g_01200
OG0000324	Praa.g_01690	Syae.g_01049
OG0000325	Praa.g_01700	Syae.g_02033
OG0000326	Praa.g_01706	Syae.g_02040
OG0000327	Praa.g_01734	Syae.g_02080
OG0000328	Praa.g_01735	Syae.g_02081
OG0000329	Praa.g_01752	Syae.g_02099
OG0000330	Praa.g_01753	Syae.g_02100
OG0000331	Praa.g_01754	Syae.g_02101
OG0000332	Praa.g_01768	Syae.g_02116
OG0000333	Praa.g_01770	Syae.g_02119
OG0000334	Praa.g_01778	Syae.g_02128
OG0000335	Praa.g_01783	Syae.g_02132
OG0000336	Praa.g_01787	Syae.g_02136
OG0000337	Praa.g_01804	Syae.g_01879
OG0000338	Praa.g_01805	Syae.g_01876
OG0000339	Praa.g_01809	Syae.g_01869
OG0000340	Praa.g_01817	Syae.g_01855
OG0000341	Praa.g_01819	Syae.g_01853
OG0000342	Praa.g_01820	Syae.g_01852
OG0000343	Praa.g_01821	Syae.g_01848
OG0000344	Praa.g_01824	Syae.g_01843
OG0000345	Praa.g_01829	Syae.g_01833
OG0000346	Praa.g_01833	Syae.g_01828
OG0000347	Praa.g_01849	Syae.g_01805
OG0000348	Praa.g_01859	Syae.g_01781
OG0000349	Praa.g_01876	Syae.g_01763
OG0000350	Praa.g_01894	Syae.g_02047
OG0000351	Praa.g_01911	Syae.g_01684
OG0000352	Praa.g_01912	Syae.g_01685
OG0000353	Praa.g_01927	Syae.g_01711
OG0000355	Praa.g_00001	Syae.g_01713
OG0000356	Praa.g_00002	Syae.g_01714
OG0000357	Praa.g_00003	Syae.g_01715
OG0000358	Praa.g_00007	Syae.g_01719
OG0000359	Praa.g_00008	Syae.g_01721
OG0000360	Praa.g_00009	Syae.g_01722
OG0000361	Praa.g_00010	Syae.g_01723
OG0000362	Praa.g_00012	Syae.g_01725
OG0000363	Praa.g_00014	Syae.g_01727
OG0000364	Praa.g_00015	Syae.g_01728
OG0000365	Praa.g_00020	Syae.g_01737
OG0000366	Praa.g_00021	Syae.g_01738
OG0000367	Praa.g_00022	Syae.g_01739
OG0000368	Praa.g_00024	Syae.g_01741
OG0000369	Praa.g_00025	Syae.g_01742
OG0000370	Praa.g_00026	Syae.g_01743
OG0000371	Praa.g_00032	Syae.g_01751
OG0000372	Praa.g_00035	Syae.g_01756
OG0000373	Praa.g_00036	Syae.g_01757
OG0000374	Praa.g_00037	Syae.g_01758
OG0000375	Praa.g_00040	Syae.g_01759
OG0000376	Praa.g_00042	Syae.g_01761
OG0000377	Praa.g_00045	Syae.g_01561
OG0000378	Praa.g_00047	Syae.g_01553
OG0000379	Praa.g_00050	Syae.g_01550
OG0000380	Praa.g_00066	Syae.g_01281
OG0000381	Praa.g_00070	Syae.g_01285
OG0000382	Praa.g_00081	Syae.g_01322
OG0000383	Praa.g_00083	Syae.g_01324
OG0000384	Praa.g_00084	Syae.g_01325
OG0000385	Praa.g_00085	Syae.g_01326
OG0000386	Praa.g_00086	Syae.g_01327
OG0000387	Praa.g_00099	Syae.g_01354
OG0000388	Praa.g_00102	Syae.g_01358
OG0000389	Praa.g_00106	Syae.g_01362
OG0000390	Praa.g_00113	Syae.g_01378
OG0000391	Praa.g_00116	Syae.g_01383
OG0000392	Praa.g_00120	Syae.g_01389
OG0000393	Praa.g_00122	Syae.g_01392
OG0000394	Praa.g_00123	Syae.g_01393
OG0000395	Praa.g_00124	Syae.g_01394
OG0000396	Praa.g_00127	Syae.g_01397
OG0000397	Praa.g_00129	Syae.g_01400
OG0000398	Praa.g_00131	Syae.g_01405
OG0000399	Praa.g_00132	Syae.g_01406
OG0000400	Praa.g_00133	Syae.g_01407
OG0000401	Praa.g_00134	Syae.g_01408
OG0000402	Praa.g_00136	Syae.g_01410
OG0000403	Praa.g_00137	Syae.g_01411
OG0000404	Praa.g_00138	Syae.g_01412
OG0000405	Praa.g_00142	Syae.g_01426
OG0000406	Praa.g_00147	Syae.g_01430
OG0000407	Praa.g_00148	Syae.g_01431
OG0000408	Praa.g_00150	Syae.g_01433
OG0000409	Praa.g_00152	Syae.g_01435
OG0000410	Praa.g_00153	Syae.g_01436
OG0000411	Praa.g_00154	Syae.g_01437
OG0000412	Praa.g_00155	Syae.g_01438
OG0000413	Praa.g_00156	Syae.g_01440
OG0000415	Praa.g_00158	Syae.g_01441
OG0000416	Praa.g_00159	Syae.g_01442
OG0000417	Praa.g_00160	Syae.g_01443
OG0000418	Praa.g_00165	Syae.g_01448
OG0000419	Praa.g_00167	Syae.g_01450
OG0000420	Praa.g_00168	Syae.g_01452
OG0000421	Praa.g_00173	Syae.g_01457
OG0000422	Praa.g_00174	Syae.g_01458
OG0000423	Praa.g_00175	Syae.g_01459
OG0000424	Praa.g_00176	Syae.g_01460
OG0000425	Praa.g_00177	Syae.g_01461
OG0000426	Praa.g_00178	Syae.g_01462
OG0000427	Praa.g_00179	Syae.g_01463
OG0000428	Praa.g_00181	Syae.g_01466
OG0000429	Praa.g_00182	Syae.g_01468
OG0000430	Praa.g_00183	Syae.g_01470
OG0000431	Praa.g_00185	Syae.g_01473
OG0000432	Praa.g_00188	Syae.g_01481
OG0000433	Praa.g_00189	Syae.g_01484
OG0000434	Praa.g_00190	Syae.g_01485
OG0000435	Praa.g_00191	Syae.g_01486
OG0000436	Praa.g_00196	Syae.g_01491
OG0000437	Praa.g_00197	Syae.g_01492
OG0000438	Praa.g_00198	Syae.g_01493
OG0000439	Praa.g_00200	Syae.g_01495
OG0000440	Praa.g_00201	Syae.g_01496
OG0000441	Praa.g_00204	Syae.g_01501
OG0000442	Praa.g_00205	Syae.g_01502
OG0000443	Praa.g_00206	Syae.g_01503
OG0000444	Praa.g_00211	Syae.g_01509
OG0000445	Praa.g_00212	Syae.g_01510
OG0000446	Praa.g_00213	Syae.g_01512
OG0000447	Praa.g_00214	Syae.g_01517
OG0000448	Praa.g_00215	Syae.g_01518
OG0000449	Praa.g_00216	Syae.g_01519
OG0000450	Praa.g_00217	Syae.g_01525
OG0000451	Praa.g_00218	Syae.g_01526
OG0000452	Praa.g_00221	Syae.g_01530
OG0000453	Praa.g_00222	Syae.g_01531
OG0000454	Praa.g_00223	Syae.g_01532
OG0000455	Praa.g_00224	Syae.g_01533
OG0000456	Praa.g_00225	Syae.g_01534
OG0000457	Praa.g_00226	Syae.g_01536
OG0000458	Praa.g_00227	Syae.g_01538
OG0000459	Praa.g_00228	Syae.g_01539
OG0000460	Praa.g_00235	Syae.g_02236
OG0000461	Praa.g_00242	Syae.g_02024
OG0000462	Praa.g_00244	Syae.g_02021
OG0000463	Praa.g_00245	Syae.g_02020
OG0000464	Praa.g_00246	Syae.g_02019
OG0000465	Praa.g_00247	Syae.g_02018
OG0000466	Praa.g_00250	Syae.g_02014
OG0000467	Praa.g_00251	Syae.g_02012
OG0000468	Praa.g_00253	Syae.g_02007
OG0000469	Praa.g_00262	Syae.g_01992
OG0000470	Praa.g_00264	Syae.g_01990
OG0000471	Praa.g_00265	Syae.g_01989
OG0000472	Praa.g_00266	Syae.g_01987
OG0000473	Praa.g_00268	Syae.g_01985
OG0000474	Praa.g_00269	Syae.g_01984
OG0000475	Praa.g_00270	Syae.g_01983
OG0000476	Praa.g_00271	Syae.g_01981
OG0000477	Praa.g_00275	Syae.g_01975
OG0000478	Praa.g_00276	Syae.g_01974
OG0000479	Praa.g_00277	Syae.g_01973
OG0000480	Praa.g_00282	Syae.g_01966
OG0000481	Praa.g_00284	Syae.g_01964
OG0000482	Praa.g_00285	Syae.g_01963
OG0000483	Praa.g_00288	Syae.g_01959
OG0000484	Praa.g_00289	Syae.g_01958
OG0000485	Praa.g_00290	Syae.g_01957
OG0000486	Praa.g_00291	Syae.g_01956
OG0000487	Praa.g_00295	Syae.g_01950
OG0000488	Praa.g_00298	Syae.g_01946
OG0000489	Praa.g_00303	Syae.g_01936
OG0000490	Praa.g_00308	Syae.g_01928
OG0000491	Praa.g_00309	Syae.g_01927
OG0000492	Praa.g_00311	Syae.g_01925
OG0000493	Praa.g_00312	Syae.g_01924
OG0000494	Praa.g_00313	Syae.g_01923
OG0000495	Praa.g_00314	Syae.g_01922
OG0000496	Praa.g_00315	Syae.g_01921
OG0000497	Praa.g_00316	Syae.g_01920
OG0000498	Praa.g_00317	Syae.g_01919
OG0000499	Praa.g_00318	Syae.g_01918
OG0000500	Praa.g_00319	Syae.g_01917
OG0000501	Praa.g_00321	Syae.g_01914
OG0000502	Praa.g_00324	Syae.g_01902
OG0000503	Praa.g_00334	Syae.g_02192
OG0000504	Praa.g_00335	Syae.g_02194
OG0000505	Praa.g_00336	Syae.g_02195
OG0000506	Praa.g_00338	Syae.g_02197
OG0000507	Praa.g_00340	Syae.g_02203
OG0000508	Praa.g_00344	Syae.g_02207
OG0000509	Praa.g_00346	Syae.g_02209
OG0000510	Praa.g_00347	Syae.g_02210
OG0000511	Praa.g_00348	Syae.g_02211
OG0000512	Praa.g_00350	Syae.g_02213
OG0000513	Praa.g_00357	Syae.g_02223
OG0000514	Praa.g_00431	Syae.g_02229
OG0000515	Praa.g_00432	Syae.g_02230
OG0000516	Praa.g_00433	Syae.g_01000
OG0000517	Praa.g_00435	Syae.g_00995
OG0000518	Praa.g_00445	Syae.g_00983
OG0000519	Praa.g_00446	Syae.g_00982
OG0000520	Praa.g_00447	Syae.g_00981
OG0000521	Praa.g_00452	Syae.g_02491
OG0000522	Praa.g_00454	Syae.g_02493
OG0000523	Praa.g_00455	Syae.g_02494
OG0000524	Praa.g_00461	Syae.g_02501
OG0000525	Praa.g_00464	Syae.g_02520
OG0000526	Praa.g_00465	Syae.g_02523
OG0000527	Praa.g_00473	Syae.g_02528
OG0000528	Praa.g_00478	Syae.g_02304
OG0000529	Praa.g_00481	Syae.g_02310
OG0000530	Praa.g_00484	Syae.g_02313
OG0000531	Praa.g_00485	Syae.g_02314
OG0000532	Praa.g_00487	Syae.g_02317
OG0000533	Praa.g_00488	Syae.g_02318
OG0000534	Praa.g_00489	Syae.g_02319
OG0000535	Praa.g_00490	Syae.g_02320
OG0000536	Praa.g_00491	Syae.g_02321
OG0000537	Praa.g_00492	Syae.g_02322
OG0000538	Praa.g_00500	Syae.g_02333
OG0000539	Praa.g_00501	Syae.g_02334
OG0000540	Praa.g_00502	Syae.g_02335
OG0000541	Praa.g_00503	Syae.g_02336
OG0000542	Praa.g_00505	Syae.g_02339
OG0000543	Praa.g_00507	Syae.g_02341
OG0000544	Praa.g_00508	Syae.g_02342
OG0000545	Praa.g_00510	Syae.g_02344
OG0000546	Praa.g_00513	Syae.g_02346
OG0000547	Praa.g_00515	Syae.g_02348
OG0000548	Praa.g_00516	Syae.g_02349
OG0000549	Praa.g_00518	Syae.g_02354
OG0000550	Praa.g_00523	Syae.g_02358
OG0000551	Praa.g_00527	Syae.g_02363
OG0000552	Praa.g_00528	Syae.g_02364
OG0000553	Praa.g_00529	Syae.g_02366
OG0000554	Praa.g_00534	Syae.g_02375
OG0000555	Praa.g_00543	Syae.g_02390
OG0000556	Praa.g_00545	Syae.g_02394
OG0000557	Praa.g_00546	Syae.g_02398
OG0000558	Praa.g_00548	Syae.g_02400
OG0000559	Praa.g_00552	Syae.g_02404
OG0000560	Praa.g_00555	Syae.g_02407
OG0000561	Praa.g_00556	Syae.g_02408
OG0000562	Praa.g_00557	Syae.g_02409
OG0000563	Praa.g_00558	Syae.g_02410
OG0000564	Praa.g_00559	Syae.g_02411
OG0000565	Praa.g_00562	Syae.g_02414
OG0000566	Praa.g_00564	Syae.g_02418
OG0000567	Praa.g_00568	Syae.g_02422
OG0000568	Praa.g_00569	Syae.g_02427
OG0000569	Praa.g_00570	Syae.g_02428
OG0000570	Praa.g_00571	Syae.g_02429
OG0000571	Praa.g_00573	Syae.g_02433
OG0000572	Praa.g_00586	Syae.g_02448
OG0000573	Praa.g_00592	Syae.g_02456
OG0000574	Praa.g_00593	Syae.g_02457
OG0000575	Praa.g_00597	Syae.g_02461
OG0000576	Praa.g_00599	Syae.g_02463
OG0000577	Praa.g_00600	Syae.g_02464
OG0000578	Praa.g_00601	Syae.g_02465
OG0000579	Praa.g_00602	Syae.g_02466
OG0000580	Praa.g_00603	Syae.g_02467
OG0000581	Praa.g_00605	Syae.g_02473
OG0000582	Praa.g_00608	Syae.g_00018
OG0000583	Praa.g_00609	Syae.g_00019
OG0000584	Praa.g_00610	Syae.g_00020
OG0000585	Praa.g_00612	Syae.g_00022
OG0000586	Praa.g_00613	Syae.g_00023
OG0000587	Praa.g_00614	Syae.g_00025
OG0000588	Praa.g_00618	Syae.g_00043
OG0000589	Praa.g_00621	Syae.g_00047
OG0000590	Praa.g_00622	Syae.g_00048
OG0000591	Praa.g_00625	Syae.g_00056
