Orthogroup	Praa	Syam
OG0000143	Praa.g_00639	Syam.g_01464
OG0000144	Praa.g_00652	Syam.g_01032
OG0000145	Praa.g_00764	Syam.g_00605
OG0000146	Praa.g_00767	Syam.g_01114
OG0000147	Praa.g_00768	Syam.g_01113
OG0000148	Praa.g_00820	Syam.g_01270
OG0000149	Praa.g_00851	Syam.g_00725
OG0000150	Praa.g_00859	Syam.g_00660
OG0000151	Praa.g_00917	Syam.g_01338
OG0000152	Praa.g_00964	Syam.g_01124
OG0000153	Praa.g_00983	Syam.g_01160
OG0000154	Praa.g_01013	Syam.g_01187
OG0000155	Praa.g_01179	Syam.g_01763
OG0000156	Praa.g_01307	Syam.g_01814
OG0000157	Praa.g_01308	Syam.g_01815
OG0000158	Praa.g_01395	Syam.g_00139
OG0000160	Praa.g_01477	Syam.g_01614
OG0000161	Praa.g_01483	Syam.g_01620
OG0000162	Praa.g_01489	Syam.g_01627
OG0000163	Praa.g_01523	Syam.g_01927
OG0000164	Praa.g_01659	Syam.g_02023
OG0000165	Praa.g_01667	Syam.g_01879, Syam.g_01878
OG0000166	Praa.g_01739	Syam.g_00330
OG0000167	Praa.g_01806	Syam.g_00151
OG0000168	Praa.g_01816	Syam.g_00138
OG0000169	Praa.g_01826	Syam.g_00127
OG0000170	Praa.g_01828	Syam.g_00120
OG0000171	Praa.g_01847	Syam.g_00097
OG0000172	Praa.g_01856	Syam.g_00075
OG0000173	Praa.g_01871	Syam.g_00057
OG0000174	Praa.g_01898	Syam.g_02349
OG0000175	Praa.g_01908	Syam.g_02417
OG0000176	Praa.g_00004	Syam.g_00004
OG0000177	Praa.g_00005	Syam.g_00005
OG0000178	Praa.g_00006	Syam.g_00006
OG0000179	Praa.g_00016	Syam.g_00021
OG0000180	Praa.g_00017	Syam.g_00022
OG0000181	Praa.g_00018	Syam.g_00023
OG0000182	Praa.g_00019	Syam.g_00024
OG0000183	Praa.g_00023	Syam.g_00028
OG0000184	Praa.g_00046	Syam.g_02298
OG0000185	Praa.g_00049	Syam.g_02295
OG0000186	Praa.g_00064	Syam.g_02058
OG0000187	Praa.g_00065	Syam.g_02059
OG0000188	Praa.g_00082	Syam.g_02081
OG0000189	Praa.g_00096	Syam.g_02108
OG0000190	Praa.g_00097	Syam.g_02110
OG0000191	Praa.g_00117	Syam.g_02142
OG0000192	Praa.g_00121	Syam.g_02148
OG0000193	Praa.g_00146	Syam.g_02192
OG0000194	Praa.g_00149	Syam.g_02195
OG0000195	Praa.g_00151	Syam.g_02197
OG0000196	Praa.g_00161	Syam.g_02208
OG0000197	Praa.g_00162	Syam.g_02209
OG0000198	Praa.g_00163	Syam.g_02210
OG0000199	Praa.g_00170	Syam.g_02218
OG0000200	Praa.g_00184	Syam.g_02234
OG0000202	Praa.g_00193	Syam.g_02249
OG0000203	Praa.g_00194	Syam.g_02250
OG0000204	Praa.g_00195	Syam.g_02251
OG0000205	Praa.g_00202	Syam.g_02258
OG0000206	Praa.g_00207	Syam.g_02264
OG0000207	Praa.g_00209	Syam.g_02266
OG0000208	Praa.g_00210	Syam.g_02267
OG0000209	Praa.g_00219	Syam.g_02278
OG0000210	Praa.g_00220	Syam.g_02279
OG0000212	Praa.g_00240	Syam.g_00515
OG0000213	Praa.g_00257	Syam.g_00263
OG0000214	Praa.g_00267	Syam.g_00247
OG0000215	Praa.g_00292	Syam.g_00216
OG0000216	Praa.g_00294	Syam.g_00212
OG0000217	Praa.g_00297	Syam.g_00208
OG0000218	Praa.g_00299	Syam.g_00206
OG0000219	Praa.g_00300	Syam.g_00205
OG0000220	Praa.g_00301	Syam.g_00204
OG0000221	Praa.g_00302	Syam.g_00198
OG0000222	Praa.g_00310	Syam.g_00186
OG0000223	Praa.g_00323	Syam.g_00168
OG0000224	Praa.g_00325	Syam.g_00164
OG0000225	Praa.g_00345	Syam.g_00473
OG0000226	Praa.g_00349	Syam.g_00477
OG0000227	Praa.g_00351	Syam.g_00479
OG0000228	Praa.g_00354	Syam.g_00488
OG0000229	Praa.g_00436	Syam.g_01867
OG0000230	Praa.g_00437	Syam.g_01865
OG0000231	Praa.g_00448	Syam.g_01848
OG0000232	Praa.g_00457	Syam.g_01692
OG0000233	Praa.g_00463	Syam.g_01678
OG0000234	Praa.g_00476	Syam.g_01667
OG0000235	Praa.g_00479	Syam.g_00582
OG0000236	Praa.g_00493	Syam.g_00597
OG0000237	Praa.g_00506	Syam.g_00614
OG0000238	Praa.g_00512	Syam.g_00619
OG0000239	Praa.g_00525	Syam.g_00637
OG0000240	Praa.g_00526	Syam.g_00638
OG0000241	Praa.g_00530	Syam.g_01477
OG0000242	Praa.g_00532	Syam.g_00649
OG0000243	Praa.g_00544	Syam.g_00668
OG0000244	Praa.g_00547	Syam.g_00674
OG0000245	Praa.g_00549	Syam.g_00676
OG0000246	Praa.g_00553	Syam.g_00680
OG0000247	Praa.g_00563	Syam.g_00692
OG0000248	Praa.g_00565	Syam.g_00695
OG0000249	Praa.g_00567	Syam.g_00697
OG0000250	Praa.g_00572	Syam.g_01747
OG0000251	Praa.g_00591	Syam.g_01722
OG0000252	Praa.g_00594	Syam.g_01719
OG0000253	Praa.g_00595	Syam.g_01718
OG0000254	Praa.g_00611	Syam.g_01510
OG0000255	Praa.g_00617	Syam.g_01500
OG0000256	Praa.g_00627	Syam.g_01484
OG0000257	Praa.g_00630	Syam.g_01478
OG0000258	Praa.g_00643	Syam.g_01459
OG0000259	Praa.g_00660	Syam.g_01378
OG0000260	Praa.g_00663	Syam.g_01375
OG0000261	Praa.g_00665	Syam.g_01372
OG0000262	Praa.g_00669	Syam.g_01367
OG0000263	Praa.g_00681	Syam.g_00885
OG0000264	Praa.g_00691	Syam.g_00805
OG0000265	Praa.g_00711	Syam.g_01880
OG0000266	Praa.g_00721	Syam.g_01234
OG0000267	Praa.g_00732	Syam.g_01071
OG0000268	Praa.g_00733	Syam.g_01072
OG0000269	Praa.g_00798	Syam.g_01295
OG0000270	Praa.g_00801	Syam.g_01292
OG0000271	Praa.g_00809	Syam.g_01284
OG0000272	Praa.g_00810, Praa.g_00811	Syam.g_01283
OG0000273	Praa.g_00834	Syam.g_00745
OG0000274	Praa.g_00835	Syam.g_00744
OG0000275	Praa.g_00838	Syam.g_00741
OG0000276	Praa.g_00843	Syam.g_00733
OG0000277	Praa.g_00844	Syam.g_00732
OG0000278	Praa.g_00847	Syam.g_00729
OG0000279	Praa.g_00854	Syam.g_00721
OG0000280	Praa.g_00855	Syam.g_00701
OG0000281	Praa.g_00860	Syam.g_00943
OG0000282	Praa.g_00909	Syam.g_01347
OG0000283	Praa.g_00941	Syam.g_01087
OG0000284	Praa.g_00946	Syam.g_01093
OG0000285	Praa.g_00951	Syam.g_01105
OG0000286	Praa.g_00963	Syam.g_01123
OG0000288	Praa.g_01012	Syam.g_01186
OG0000289	Praa.g_01023	Syam.g_01201
OG0000290	Praa.g_01036	Syam.g_00771
OG0000291	Praa.g_01038	Syam.g_00773
OG0000292	Praa.g_01089	Syam.g_02439
OG0000293	Praa.g_01151	Syam.g_01806
OG0000294	Praa.g_01152	Syam.g_01805
OG0000295	Praa.g_01171	Syam.g_01771
OG0000296	Praa.g_01173	Syam.g_01769
OG0000297	Praa.g_01181	Syam.g_00906
OG0000298	Praa.g_01182	Syam.g_00905
OG0000299	Praa.g_01199	Syam.g_00878
OG0000300	Praa.g_01202	Syam.g_00871
OG0000301	Praa.g_01203	Syam.g_00870
OG0000302	Praa.g_01205	Syam.g_00868
OG0000303	Praa.g_01212	Syam.g_00859
OG0000304	Praa.g_01216	Syam.g_00853
OG0000305	Praa.g_01358	Syam.g_00776
OG0000306	Praa.g_01361	Syam.g_01757
OG0000307	Praa.g_01375	Syam.g_00566
OG0000308	Praa.g_01376	Syam.g_00564
OG0000309	Praa.g_01380	Syam.g_00559
OG0000310	Praa.g_01461	Syam.g_01591
OG0000311	Praa.g_01463	Syam.g_01595
OG0000312	Praa.g_01466	Syam.g_01601
OG0000313	Praa.g_01480	Syam.g_01617
OG0000314	Praa.g_01503	Syam.g_01647
OG0000315	Praa.g_01513	Syam.g_01658
OG0000316	Praa.g_01533	Syam.g_01945
OG0000317	Praa.g_01633	Syam.g_01987
OG0000318	Praa.g_01636	Syam.g_01991
OG0000319	Praa.g_01649	Syam.g_02006
OG0000320	Praa.g_01651	Syam.g_02008
OG0000321	Praa.g_01652	Syam.g_02009
OG0000322	Praa.g_01653	Syam.g_02010
OG0000323	Praa.g_01662	Syam.g_02025
OG0000324	Praa.g_01690	Syam.g_01906
OG0000325	Praa.g_01700	Syam.g_00289
OG0000326	Praa.g_01706	Syam.g_00296
OG0000327	Praa.g_01734	Syam.g_00325
OG0000328	Praa.g_01735	Syam.g_00326
OG0000329	Praa.g_01752	Syam.g_00344
OG0000330	Praa.g_01753	Syam.g_00345
OG0000331	Praa.g_01754	Syam.g_00346
OG0000332	Praa.g_01768	Syam.g_00361
OG0000333	Praa.g_01770	Syam.g_00364
OG0000334	Praa.g_01778	Syam.g_00375
OG0000335	Praa.g_01783	Syam.g_00380
OG0000336	Praa.g_01787	Syam.g_00384
OG0000337	Praa.g_01804	Syam.g_00155
OG0000338	Praa.g_01805	Syam.g_00153
OG0000339	Praa.g_01809	Syam.g_00147
OG0000340	Praa.g_01817	Syam.g_00137
OG0000341	Praa.g_01819	Syam.g_00135
OG0000342	Praa.g_01820	Syam.g_00134
OG0000343	Praa.g_01821	Syam.g_00133
OG0000344	Praa.g_01824	Syam.g_00129
OG0000345	Praa.g_01829	Syam.g_00119
OG0000346	Praa.g_01833	Syam.g_00114
OG0000347	Praa.g_01849	Syam.g_00083
OG0000348	Praa.g_01859	Syam.g_00068
OG0000349	Praa.g_01876	Syam.g_00050
OG0000350	Praa.g_01894	Syam.g_00303
OG0000351	Praa.g_01911	Syam.g_02420
OG0000352	Praa.g_01912	Syam.g_02421
OG0000353	Praa.g_01927	Syam.g_02445
OG0000355	Praa.g_00001	Syam.g_00001
OG0000356	Praa.g_00002	Syam.g_00002
OG0000357	Praa.g_00003	Syam.g_00003
OG0000358	Praa.g_00007	Syam.g_00007
OG0000359	Praa.g_00008	Syam.g_00009
OG0000360	Praa.g_00009	Syam.g_00010
OG0000361	Praa.g_00010	Syam.g_00011
OG0000362	Praa.g_00012	Syam.g_00013
OG0000363	Praa.g_00014	Syam.g_00015
OG0000364	Praa.g_00015	Syam.g_00016
OG0000365	Praa.g_00020	Syam.g_00025
OG0000366	Praa.g_00021	Syam.g_00026
OG0000367	Praa.g_00022	Syam.g_00027
OG0000368	Praa.g_00024	Syam.g_00029
OG0000369	Praa.g_00025	Syam.g_00030
OG0000370	Praa.g_00026	Syam.g_00031
OG0000371	Praa.g_00032	Syam.g_00038
OG0000372	Praa.g_00035	Syam.g_00043
OG0000373	Praa.g_00036	Syam.g_00044
OG0000374	Praa.g_00037	Syam.g_00045
OG0000375	Praa.g_00040	Syam.g_00046
OG0000376	Praa.g_00042	Syam.g_00048
OG0000377	Praa.g_00045	Syam.g_02306
OG0000378	Praa.g_00047	Syam.g_02297
OG0000379	Praa.g_00050	Syam.g_02294
OG0000380	Praa.g_00066	Syam.g_02060
OG0000381	Praa.g_00070	Syam.g_02063
OG0000382	Praa.g_00081	Syam.g_02080
OG0000383	Praa.g_00083	Syam.g_02083
OG0000384	Praa.g_00084	Syam.g_02084
OG0000385	Praa.g_00085	Syam.g_02085
OG0000386	Praa.g_00086	Syam.g_02086
OG0000387	Praa.g_00099	Syam.g_02112
OG0000388	Praa.g_00102	Syam.g_02116
OG0000389	Praa.g_00106	Syam.g_02120
OG0000390	Praa.g_00113	Syam.g_02136
OG0000391	Praa.g_00116	Syam.g_02141
OG0000392	Praa.g_00120	Syam.g_02147
OG0000393	Praa.g_00122	Syam.g_02149
OG0000394	Praa.g_00123	Syam.g_02150
OG0000395	Praa.g_00124	Syam.g_02151
OG0000396	Praa.g_00127	Syam.g_02153
OG0000397	Praa.g_00129	Syam.g_02160
OG0000398	Praa.g_00131	Syam.g_02165
OG0000399	Praa.g_00132	Syam.g_02166
OG0000400	Praa.g_00133	Syam.g_02167
OG0000401	Praa.g_00134	Syam.g_02168
OG0000402	Praa.g_00136	Syam.g_02171
OG0000403	Praa.g_00137	Syam.g_02172
OG0000404	Praa.g_00138	Syam.g_02173
OG0000405	Praa.g_00142	Syam.g_02189
OG0000406	Praa.g_00147	Syam.g_02193
OG0000407	Praa.g_00148	Syam.g_02194
OG0000408	Praa.g_00150	Syam.g_02196
OG0000409	Praa.g_00152	Syam.g_02198
OG0000410	Praa.g_00153	Syam.g_02199
OG0000411	Praa.g_00154	Syam.g_02200
OG0000412	Praa.g_00155	Syam.g_02201
OG0000413	Praa.g_00156	Syam.g_02203
OG0000414	Praa.g_00157	Syam.g_02204
OG0000415	Praa.g_00158	Syam.g_02205
OG0000416	Praa.g_00159	Syam.g_02206
OG0000417	Praa.g_00160	Syam.g_02207
OG0000418	Praa.g_00165	Syam.g_02212
OG0000419	Praa.g_00167	Syam.g_02214
OG0000420	Praa.g_00168	Syam.g_02216
OG0000421	Praa.g_00173	Syam.g_02221
OG0000422	Praa.g_00174	Syam.g_02222
OG0000423	Praa.g_00175	Syam.g_02223
OG0000424	Praa.g_00176	Syam.g_02224
OG0000425	Praa.g_00177	Syam.g_02225
OG0000426	Praa.g_00178	Syam.g_02226
OG0000427	Praa.g_00179	Syam.g_02227
OG0000428	Praa.g_00181	Syam.g_02230
OG0000429	Praa.g_00182	Syam.g_02232
OG0000430	Praa.g_00183	Syam.g_02233
OG0000431	Praa.g_00185	Syam.g_02237
OG0000432	Praa.g_00188	Syam.g_02243
OG0000433	Praa.g_00189	Syam.g_02244
OG0000434	Praa.g_00190	Syam.g_02245
OG0000435	Praa.g_00191	Syam.g_02246
OG0000436	Praa.g_00196	Syam.g_02252
OG0000437	Praa.g_00197	Syam.g_02253
OG0000438	Praa.g_00198	Syam.g_02254
OG0000439	Praa.g_00200	Syam.g_02256
OG0000440	Praa.g_00201	Syam.g_02257
OG0000441	Praa.g_00204	Syam.g_02261
OG0000442	Praa.g_00205	Syam.g_02262
OG0000443	Praa.g_00206	Syam.g_02263
OG0000444	Praa.g_00211	Syam.g_02268
OG0000445	Praa.g_00212	Syam.g_02269
OG0000446	Praa.g_00213	Syam.g_02270
OG0000447	Praa.g_00214	Syam.g_02272
OG0000448	Praa.g_00215	Syam.g_02273
OG0000449	Praa.g_00216	Syam.g_02274
OG0000450	Praa.g_00217	Syam.g_02275
OG0000451	Praa.g_00218	Syam.g_02276
OG0000452	Praa.g_00221	Syam.g_02280
OG0000453	Praa.g_00222	Syam.g_02281
OG0000454	Praa.g_00223	Syam.g_02282
OG0000455	Praa.g_00224	Syam.g_02283
OG0000456	Praa.g_00225	Syam.g_02284
OG0000457	Praa.g_00226	Syam.g_02286
OG0000458	Praa.g_00227	Syam.g_02287
OG0000459	Praa.g_00228	Syam.g_02288
OG0000460	Praa.g_00235	Syam.g_00506
OG0000461	Praa.g_00242	Syam.g_00284
OG0000462	Praa.g_00244	Syam.g_00281
OG0000463	Praa.g_00245	Syam.g_00280
OG0000464	Praa.g_00246	Syam.g_00279
OG0000465	Praa.g_00247	Syam.g_00277
OG0000466	Praa.g_00250	Syam.g_00273
OG0000467	Praa.g_00251	Syam.g_00271
OG0000468	Praa.g_00253	Syam.g_00266
OG0000469	Praa.g_00262	Syam.g_00253
OG0000470	Praa.g_00264	Syam.g_00251
OG0000471	Praa.g_00265	Syam.g_00250
OG0000472	Praa.g_00266	Syam.g_00248
OG0000473	Praa.g_00268	Syam.g_00246
OG0000474	Praa.g_00269	Syam.g_00245
OG0000475	Praa.g_00270	Syam.g_00244
OG0000476	Praa.g_00271	Syam.g_00242
OG0000477	Praa.g_00275	Syam.g_00236
OG0000478	Praa.g_00276	Syam.g_00235
OG0000479	Praa.g_00277	Syam.g_00234
OG0000480	Praa.g_00282	Syam.g_00227
OG0000481	Praa.g_00284	Syam.g_00225
OG0000482	Praa.g_00285	Syam.g_00224
OG0000483	Praa.g_00288	Syam.g_00220
OG0000484	Praa.g_00289	Syam.g_00219
OG0000485	Praa.g_00290	Syam.g_00218
OG0000486	Praa.g_00291	Syam.g_00217
OG0000487	Praa.g_00295	Syam.g_00211
OG0000488	Praa.g_00298	Syam.g_00207
OG0000489	Praa.g_00303	Syam.g_00197
OG0000490	Praa.g_00308	Syam.g_00189
OG0000491	Praa.g_00309	Syam.g_00187
OG0000492	Praa.g_00311	Syam.g_00185
OG0000493	Praa.g_00312	Syam.g_00184
OG0000494	Praa.g_00313	Syam.g_00183
OG0000495	Praa.g_00314	Syam.g_00182
OG0000496	Praa.g_00315	Syam.g_00181
OG0000497	Praa.g_00316	Syam.g_00180
OG0000498	Praa.g_00317	Syam.g_00179
OG0000499	Praa.g_00318	Syam.g_00178
OG0000500	Praa.g_00319	Syam.g_00177
OG0000501	Praa.g_00321	Syam.g_00174
OG0000502	Praa.g_00324	Syam.g_00165
OG0000503	Praa.g_00334	Syam.g_00457
OG0000504	Praa.g_00335	Syam.g_00459
OG0000505	Praa.g_00336	Syam.g_00460
OG0000506	Praa.g_00338	Syam.g_00462
OG0000507	Praa.g_00340	Syam.g_00468
OG0000508	Praa.g_00344	Syam.g_00472
OG0000509	Praa.g_00346	Syam.g_00474
OG0000510	Praa.g_00347	Syam.g_00475
OG0000511	Praa.g_00348	Syam.g_00476
OG0000512	Praa.g_00350	Syam.g_00478
OG0000513	Praa.g_00357	Syam.g_00493
OG0000514	Praa.g_00431	Syam.g_00499
OG0000515	Praa.g_00432	Syam.g_00500
OG0000516	Praa.g_00433	Syam.g_01862
OG0000517	Praa.g_00435	Syam.g_01868
OG0000518	Praa.g_00445	Syam.g_01851
OG0000519	Praa.g_00446	Syam.g_01850
OG0000520	Praa.g_00447	Syam.g_01849
OG0000521	Praa.g_00452	Syam.g_01696
OG0000522	Praa.g_00454	Syam.g_01694
OG0000523	Praa.g_00455	Syam.g_01693
OG0000524	Praa.g_00461	Syam.g_01681
OG0000525	Praa.g_00464	Syam.g_01677
OG0000526	Praa.g_00465	Syam.g_01674
OG0000527	Praa.g_00473	Syam.g_01670
OG0000528	Praa.g_00478	Syam.g_00580
OG0000529	Praa.g_00481	Syam.g_00584
OG0000530	Praa.g_00484	Syam.g_00587
OG0000531	Praa.g_00485	Syam.g_00588
OG0000532	Praa.g_00487	Syam.g_00591
OG0000533	Praa.g_00488	Syam.g_00592
OG0000534	Praa.g_00489	Syam.g_00593
OG0000535	Praa.g_00490	Syam.g_00594
OG0000536	Praa.g_00491	Syam.g_00595
OG0000537	Praa.g_00492	Syam.g_00596
OG0000538	Praa.g_00500	Syam.g_00607
OG0000539	Praa.g_00501	Syam.g_00608
OG0000540	Praa.g_00502	Syam.g_00609
OG0000541	Praa.g_00503	Syam.g_00610
OG0000542	Praa.g_00505	Syam.g_00613
OG0000543	Praa.g_00507	Syam.g_00615
OG0000544	Praa.g_00508	Syam.g_00616
OG0000545	Praa.g_00510	Syam.g_00618
OG0000546	Praa.g_00513	Syam.g_00620
OG0000547	Praa.g_00515	Syam.g_00622
OG0000548	Praa.g_00516	Syam.g_00623
OG0000549	Praa.g_00518	Syam.g_00630
OG0000550	Praa.g_00523	Syam.g_00635
OG0000551	Praa.g_00527	Syam.g_00640
OG0000552	Praa.g_00528	Syam.g_00641
OG0000553	Praa.g_00529	Syam.g_00643
OG0000554	Praa.g_00534	Syam.g_00652
OG0000555	Praa.g_00543	Syam.g_00667
OG0000556	Praa.g_00545	Syam.g_00670
OG0000557	Praa.g_00546	Syam.g_00672
OG0000558	Praa.g_00548	Syam.g_00675
OG0000559	Praa.g_00552	Syam.g_00679
OG0000560	Praa.g_00555	Syam.g_00682
OG0000561	Praa.g_00556	Syam.g_00683
OG0000562	Praa.g_00557	Syam.g_00684
OG0000563	Praa.g_00558	Syam.g_00685
OG0000564	Praa.g_00559	Syam.g_00686
OG0000565	Praa.g_00562	Syam.g_00690
OG0000566	Praa.g_00564	Syam.g_00694
OG0000567	Praa.g_00568	Syam.g_00698
OG0000568	Praa.g_00569	Syam.g_01751
OG0000569	Praa.g_00570	Syam.g_01750
OG0000570	Praa.g_00571	Syam.g_01749
OG0000571	Praa.g_00573	Syam.g_01745
OG0000572	Praa.g_00586	Syam.g_01729
OG0000573	Praa.g_00592	Syam.g_01721
OG0000574	Praa.g_00593	Syam.g_01720
OG0000575	Praa.g_00597	Syam.g_01716
OG0000576	Praa.g_00599	Syam.g_01714
OG0000577	Praa.g_00600	Syam.g_01713
OG0000578	Praa.g_00601	Syam.g_01712
OG0000579	Praa.g_00602	Syam.g_01711
OG0000580	Praa.g_00603	Syam.g_01710
OG0000581	Praa.g_00605	Syam.g_01704
OG0000582	Praa.g_00608	Syam.g_01513
OG0000583	Praa.g_00609	Syam.g_01512
OG0000584	Praa.g_00610	Syam.g_01511
OG0000585	Praa.g_00612	Syam.g_01509
OG0000586	Praa.g_00613	Syam.g_01508
OG0000587	Praa.g_00614	Syam.g_01506
OG0000588	Praa.g_00618	Syam.g_01498
OG0000589	Praa.g_00621	Syam.g_01494
OG0000590	Praa.g_00622	Syam.g_01493
OG0000591	Praa.g_00625	Syam.g_01486
OG0000592	Praa.g_00626	Syam.g_01485
OG0000593	Praa.g_00632	Syam.g_01471
OG0000594	Praa.g_00633	Syam.g_01470
OG0000595	Praa.g_00634	Syam.g_01469
OG0000596	Praa.g_00638	Syam.g_01465
OG0000597	Praa.g_00640	Syam.g_01462
OG0000598	Praa.g_00641	Syam.g_01461
OG0000599	Praa.g_00644	Syam.g_01458
