Orthogroup	Praa	Syal
OG0000325	Praa.g_01700	Syal.g_00195
OG0000326	Praa.g_01706	Syal.g_00202
OG0000327	Praa.g_01734	Syal.g_00230
OG0000328	Praa.g_01735	Syal.g_00231
OG0000329	Praa.g_01752	Syal.g_00249
OG0000330	Praa.g_01753	Syal.g_00250
OG0000331	Praa.g_01754	Syal.g_00251
OG0000332	Praa.g_01768	Syal.g_00266
OG0000333	Praa.g_01770	Syal.g_00269
OG0000334	Praa.g_01778	Syal.g_00279
OG0000335	Praa.g_01783	Syal.g_00284
OG0000336	Praa.g_01787	Syal.g_00288
OG0000337	Praa.g_01804	Syal.g_01343
OG0000338	Praa.g_01805	Syal.g_01345
OG0000339	Praa.g_01809	Syal.g_01351
OG0000340	Praa.g_01817	Syal.g_01434
OG0000341	Praa.g_01819	Syal.g_01436
OG0000342	Praa.g_01820	Syal.g_01437
OG0000343	Praa.g_01821	Syal.g_01441
OG0000344	Praa.g_01824	Syal.g_01445
OG0000345	Praa.g_01829	Syal.g_01455
OG0000346	Praa.g_01833	Syal.g_01460
OG0000347	Praa.g_01849	Syal.g_01525
OG0000348	Praa.g_01859	Syal.g_00170
OG0000349	Praa.g_01876	Syal.g_00148
OG0000350	Praa.g_01894	Syal.g_00209
OG0000351	Praa.g_01911	Syal.g_01175
OG0000352	Praa.g_01912	Syal.g_01176
OG0000353	Praa.g_01927	Syal.g_00095
OG0000355	Praa.g_00001	Syal.g_00098
OG0000356	Praa.g_00002	Syal.g_00099
OG0000357	Praa.g_00003	Syal.g_00100
OG0000358	Praa.g_00007	Syal.g_00104
OG0000359	Praa.g_00008	Syal.g_00106
OG0000360	Praa.g_00009	Syal.g_00107
OG0000361	Praa.g_00010	Syal.g_00108
OG0000362	Praa.g_00012	Syal.g_00110
OG0000363	Praa.g_00014	Syal.g_00112
OG0000364	Praa.g_00015	Syal.g_00113
OG0000365	Praa.g_00020	Syal.g_00122
OG0000366	Praa.g_00021	Syal.g_00123
OG0000367	Praa.g_00022	Syal.g_00124
OG0000368	Praa.g_00024	Syal.g_00126
OG0000369	Praa.g_00025	Syal.g_00127
OG0000370	Praa.g_00026	Syal.g_00128
OG0000371	Praa.g_00032	Syal.g_00135
OG0000372	Praa.g_00035	Syal.g_00141
OG0000373	Praa.g_00036	Syal.g_00142
OG0000374	Praa.g_00037	Syal.g_00143
OG0000375	Praa.g_00040	Syal.g_00144
OG0000376	Praa.g_00042	Syal.g_00146
OG0000377	Praa.g_00045	Syal.g_01061
OG0000378	Praa.g_00047	Syal.g_01027
OG0000379	Praa.g_00050	Syal.g_01024
OG0000380	Praa.g_00066	Syal.g_00749
OG0000381	Praa.g_00070	Syal.g_00752
OG0000382	Praa.g_00081	Syal.g_00770
OG0000383	Praa.g_00083	Syal.g_00775
OG0000384	Praa.g_00084	Syal.g_00776
OG0000385	Praa.g_00085	Syal.g_00777
OG0000386	Praa.g_00086	Syal.g_00778
OG0000387	Praa.g_00099	Syal.g_00811
OG0000388	Praa.g_00102	Syal.g_00815
OG0000389	Praa.g_00106	Syal.g_00819
OG0000390	Praa.g_00113	Syal.g_00835
OG0000391	Praa.g_00116	Syal.g_00840
OG0000392	Praa.g_00120	Syal.g_00846
OG0000393	Praa.g_00122	Syal.g_00849
OG0000394	Praa.g_00123	Syal.g_00850
OG0000395	Praa.g_00124	Syal.g_00851
OG0000396	Praa.g_00127	Syal.g_00854
OG0000397	Praa.g_00129	Syal.g_00857
OG0000398	Praa.g_00131	Syal.g_00862
OG0000399	Praa.g_00132	Syal.g_00863
OG0000400	Praa.g_00133	Syal.g_00864
OG0000401	Praa.g_00134	Syal.g_00865
OG0000402	Praa.g_00136	Syal.g_00867
OG0000403	Praa.g_00137	Syal.g_00868
OG0000404	Praa.g_00138	Syal.g_00870
OG0000405	Praa.g_00142	Syal.g_00883
OG0000406	Praa.g_00147	Syal.g_00888
OG0000407	Praa.g_00148	Syal.g_00889
OG0000408	Praa.g_00150	Syal.g_00891
OG0000409	Praa.g_00152	Syal.g_00893
OG0000410	Praa.g_00153	Syal.g_00894
OG0000411	Praa.g_00154	Syal.g_00895
OG0000412	Praa.g_00155	Syal.g_00896
OG0000413	Praa.g_00156	Syal.g_00898
OG0000414	Praa.g_00157	Syal.g_00899
OG0000415	Praa.g_00158	Syal.g_00900
OG0000416	Praa.g_00159	Syal.g_00901
OG0000417	Praa.g_00160	Syal.g_00902
OG0000418	Praa.g_00165	Syal.g_00907
OG0000419	Praa.g_00167	Syal.g_00909
OG0000420	Praa.g_00168	Syal.g_00911
OG0000421	Praa.g_00173	Syal.g_00916
OG0000422	Praa.g_00174	Syal.g_00917
OG0000423	Praa.g_00175	Syal.g_00918
OG0000424	Praa.g_00176	Syal.g_00919
OG0000425	Praa.g_00177	Syal.g_00920
OG0000426	Praa.g_00178	Syal.g_00921
OG0000427	Praa.g_00179	Syal.g_00922
OG0000428	Praa.g_00181	Syal.g_00925
OG0000429	Praa.g_00182	Syal.g_00929
OG0000430	Praa.g_00183	Syal.g_00931
OG0000431	Praa.g_00185	Syal.g_00934
OG0000432	Praa.g_00188	Syal.g_00940
OG0000433	Praa.g_00189	Syal.g_00943
OG0000434	Praa.g_00190	Syal.g_00944
OG0000435	Praa.g_00191	Syal.g_00946
OG0000436	Praa.g_00196	Syal.g_00953
OG0000437	Praa.g_00197	Syal.g_00954
OG0000438	Praa.g_00198	Syal.g_00955
OG0000439	Praa.g_00200	Syal.g_00957
OG0000440	Praa.g_00201	Syal.g_00958
OG0000441	Praa.g_00204	Syal.g_00962
OG0000442	Praa.g_00205	Syal.g_00964
OG0000443	Praa.g_00206	Syal.g_00966
OG0000444	Praa.g_00211	Syal.g_00978
OG0000445	Praa.g_00212	Syal.g_00979
OG0000446	Praa.g_00213	Syal.g_00981
OG0000447	Praa.g_00214	Syal.g_00989
OG0000448	Praa.g_00215	Syal.g_00990
OG0000449	Praa.g_00216	Syal.g_00991
OG0000450	Praa.g_00217	Syal.g_00997
OG0000451	Praa.g_00218	Syal.g_00998
OG0000452	Praa.g_00221	Syal.g_01002
OG0000453	Praa.g_00222	Syal.g_01003
OG0000454	Praa.g_00223	Syal.g_01004
OG0000455	Praa.g_00224	Syal.g_01005
OG0000456	Praa.g_00225	Syal.g_01006
OG0000457	Praa.g_00226	Syal.g_01008
OG0000458	Praa.g_00227	Syal.g_01009
OG0000459	Praa.g_00228	Syal.g_01010
OG0000460	Praa.g_00235	Syal.g_00686
OG0000461	Praa.g_00242	Syal.g_01199
OG0000462	Praa.g_00244	Syal.g_01202
OG0000463	Praa.g_00245	Syal.g_01203
OG0000464	Praa.g_00246	Syal.g_01204
OG0000465	Praa.g_00247	Syal.g_01205
OG0000466	Praa.g_00250	Syal.g_01210
OG0000467	Praa.g_00251	Syal.g_01212
OG0000468	Praa.g_00253	Syal.g_01225
OG0000469	Praa.g_00262	Syal.g_01240
OG0000470	Praa.g_00264	Syal.g_01242
OG0000471	Praa.g_00265	Syal.g_01243
OG0000472	Praa.g_00266	Syal.g_01245
OG0000473	Praa.g_00268	Syal.g_01247
OG0000474	Praa.g_00269	Syal.g_01248
OG0000475	Praa.g_00270	Syal.g_01249
OG0000476	Praa.g_00271	Syal.g_01251
OG0000477	Praa.g_00275	Syal.g_01257
OG0000478	Praa.g_00276	Syal.g_01258
OG0000479	Praa.g_00277	Syal.g_01259
OG0000480	Praa.g_00282	Syal.g_01266
OG0000481	Praa.g_00284	Syal.g_01268
OG0000482	Praa.g_00285	Syal.g_01269
OG0000483	Praa.g_00288	Syal.g_01273
OG0000484	Praa.g_00289	Syal.g_01274
OG0000485	Praa.g_00290	Syal.g_01275
OG0000486	Praa.g_00291	Syal.g_01276
OG0000487	Praa.g_00295	Syal.g_01282
OG0000488	Praa.g_00298	Syal.g_01286
OG0000489	Praa.g_00303	Syal.g_01298
OG0000490	Praa.g_00308	Syal.g_01307
OG0000491	Praa.g_00309	Syal.g_01308
OG0000492	Praa.g_00311	Syal.g_01310
OG0000493	Praa.g_00312	Syal.g_01311
OG0000494	Praa.g_00313	Syal.g_01312
OG0000495	Praa.g_00314	Syal.g_01313
OG0000496	Praa.g_00315	Syal.g_01314
OG0000497	Praa.g_00316	Syal.g_01315
OG0000498	Praa.g_00317	Syal.g_01316
OG0000499	Praa.g_00318	Syal.g_01317
OG0000500	Praa.g_00319	Syal.g_01318
OG0000501	Praa.g_00321	Syal.g_01321
OG0000502	Praa.g_00324	Syal.g_01328
OG0000503	Praa.g_00334	Syal.g_00347
OG0000504	Praa.g_00335	Syal.g_00349
OG0000505	Praa.g_00336	Syal.g_00350
OG0000506	Praa.g_00338	Syal.g_00352
OG0000507	Praa.g_00340	Syal.g_00358
OG0000508	Praa.g_00344	Syal.g_00362
OG0000509	Praa.g_00346	Syal.g_00364
OG0000510	Praa.g_00347	Syal.g_00365
OG0000511	Praa.g_00348	Syal.g_00366
OG0000512	Praa.g_00350	Syal.g_00368
OG0000513	Praa.g_00357	Syal.g_00551
OG0000514	Praa.g_00431	Syal.g_00539
OG0000515	Praa.g_00432	Syal.g_00538
OG0000516	Praa.g_00433	Syal.g_00534
OG0000517	Praa.g_00435	Syal.g_00526
OG0000518	Praa.g_00445	Syal.g_00514
OG0000519	Praa.g_00446	Syal.g_00513
OG0000520	Praa.g_00447	Syal.g_00512
OG0000521	Praa.g_00452	Syal.g_00502
OG0000522	Praa.g_00454	Syal.g_00500
OG0000523	Praa.g_00455	Syal.g_00499
OG0000524	Praa.g_00461	Syal.g_00491
OG0000525	Praa.g_00464	Syal.g_00473
OG0000526	Praa.g_00465	Syal.g_00471
OG0000527	Praa.g_00473	Syal.g_00465
OG0000528	Praa.g_00478	Syal.g_02893
OG0000529	Praa.g_00481	Syal.g_02898
OG0000530	Praa.g_00484	Syal.g_02901
OG0000531	Praa.g_00485	Syal.g_02902
OG0000532	Praa.g_00487	Syal.g_02905
OG0000533	Praa.g_00488	Syal.g_02907
OG0000534	Praa.g_00489	Syal.g_02908
OG0000535	Praa.g_00490	Syal.g_02909
OG0000536	Praa.g_00491	Syal.g_02910
OG0000537	Praa.g_00492	Syal.g_02911
OG0000538	Praa.g_00500	Syal.g_02923
OG0000539	Praa.g_00501	Syal.g_02924
OG0000540	Praa.g_00502	Syal.g_02925
OG0000541	Praa.g_00503	Syal.g_02926
OG0000542	Praa.g_00505	Syal.g_02929
OG0000543	Praa.g_00507	Syal.g_02931
OG0000544	Praa.g_00508	Syal.g_02932
OG0000545	Praa.g_00510	Syal.g_02934
OG0000546	Praa.g_00513	Syal.g_02936
OG0000547	Praa.g_00515	Syal.g_02938
OG0000548	Praa.g_00516	Syal.g_02939
OG0000549	Praa.g_00518	Syal.g_02945
OG0000550	Praa.g_00523	Syal.g_02949
OG0000551	Praa.g_00527	Syal.g_02953
OG0000552	Praa.g_00528	Syal.g_02954
OG0000553	Praa.g_00529	Syal.g_02843
OG0000554	Praa.g_00534	Syal.g_02837
OG0000555	Praa.g_00543	Syal.g_02823
OG0000556	Praa.g_00545	Syal.g_02819
OG0000557	Praa.g_00546	Syal.g_02816
OG0000558	Praa.g_00548	Syal.g_02814
OG0000559	Praa.g_00552	Syal.g_02305, Syal.g_02810
OG0000560	Praa.g_00555	Syal.g_02807
OG0000561	Praa.g_00556	Syal.g_02806
OG0000562	Praa.g_00557	Syal.g_02805
OG0000563	Praa.g_00558	Syal.g_02804
OG0000564	Praa.g_00559	Syal.g_02803
OG0000565	Praa.g_00562	Syal.g_02799
OG0000566	Praa.g_00564	Syal.g_02795
OG0000567	Praa.g_00568	Syal.g_02791
OG0000568	Praa.g_00569	Syal.g_02789
OG0000569	Praa.g_00570	Syal.g_02788
OG0000570	Praa.g_00571	Syal.g_02787
OG0000571	Praa.g_00573	Syal.g_02784
OG0000572	Praa.g_00586	Syal.g_02767
OG0000573	Praa.g_00592	Syal.g_02759
OG0000574	Praa.g_00593	Syal.g_02758
OG0000575	Praa.g_00597	Syal.g_02753
OG0000576	Praa.g_00599	Syal.g_02751
OG0000577	Praa.g_00600	Syal.g_02750
OG0000578	Praa.g_00601	Syal.g_02749
OG0000579	Praa.g_00602	Syal.g_02748
OG0000580	Praa.g_00603	Syal.g_02747
OG0000581	Praa.g_00605	Syal.g_02741
OG0000582	Praa.g_00608	Syal.g_02736
OG0000583	Praa.g_00609	Syal.g_02735
OG0000584	Praa.g_00610	Syal.g_02734
OG0000585	Praa.g_00612	Syal.g_02731
