Orthogroup	Praa	Syac
OG0000263	Praa.g_00681	Syac.g_01497
OG0000264	Praa.g_00691	Syac.g_00915
OG0000265	Praa.g_00711	Syac.g_00673
OG0000266	Praa.g_00721	Syac.g_01271
OG0000267	Praa.g_00732	Syac.g_01131
OG0000268	Praa.g_00733	Syac.g_01132
OG0000269	Praa.g_00798	Syac.g_01346
OG0000270	Praa.g_00801	Syac.g_01343
OG0000271	Praa.g_00809	Syac.g_01335
OG0000272	Praa.g_00810, Praa.g_00811	Syac.g_01334
OG0000273	Praa.g_00834	Syac.g_00854
OG0000274	Praa.g_00835	Syac.g_00853
OG0000275	Praa.g_00838	Syac.g_00848
OG0000276	Praa.g_00843	Syac.g_00840
OG0000277	Praa.g_00844	Syac.g_00839
OG0000278	Praa.g_00847	Syac.g_00836
OG0000279	Praa.g_00854	Syac.g_00828
OG0000280	Praa.g_00855	Syac.g_00814
OG0000281	Praa.g_00860	Syac.g_02158
OG0000282	Praa.g_00909	Syac.g_01392
OG0000283	Praa.g_00941	Syac.g_01142
OG0000284	Praa.g_00946	Syac.g_01148
OG0000285	Praa.g_00951	Syac.g_01160
OG0000286	Praa.g_00963	Syac.g_01181
OG0000287	Praa.g_00980	Syac.g_01692
OG0000288	Praa.g_01012	Syac.g_01240
OG0000289	Praa.g_01023	Syac.g_01254
OG0000290	Praa.g_01036	Syac.g_00881
OG0000291	Praa.g_01038	Syac.g_00883
OG0000292	Praa.g_01089	Syac.g_02487
OG0000293	Praa.g_01151	Syac.g_00754
OG0000294	Praa.g_01152	Syac.g_00755
OG0000295	Praa.g_01171	Syac.g_00796
OG0000296	Praa.g_01173	Syac.g_00798
OG0000297	Praa.g_01181	Syac.g_01475
OG0000298	Praa.g_01182	Syac.g_01476
OG0000299	Praa.g_01199	Syac.g_01503
OG0000300	Praa.g_01202	Syac.g_01510
OG0000301	Praa.g_01203	Syac.g_01511
OG0000302	Praa.g_01205	Syac.g_01512
OG0000303	Praa.g_01212	Syac.g_01520
OG0000304	Praa.g_01216	Syac.g_01526
OG0000305	Praa.g_01358	Syac.g_00886
OG0000306	Praa.g_01361	Syac.g_00810
OG0000307	Praa.g_01375	Syac.g_01924
OG0000308	Praa.g_01376	Syac.g_01926
OG0000309	Praa.g_01380	Syac.g_01931
OG0000310	Praa.g_01461	Syac.g_01607
OG0000311	Praa.g_01463	Syac.g_01611
OG0000312	Praa.g_01466	Syac.g_01619
OG0000313	Praa.g_01480	Syac.g_01638
OG0000314	Praa.g_01503	Syac.g_01665
OG0000315	Praa.g_01513	Syac.g_01675
OG0000316	Praa.g_01533	Syac.g_00601
OG0000317	Praa.g_01633	Syac.g_00552
OG0000318	Praa.g_01636	Syac.g_00543
OG0000319	Praa.g_01649	Syac.g_00525
OG0000320	Praa.g_01651	Syac.g_00523
OG0000321	Praa.g_01652	Syac.g_00522
OG0000322	Praa.g_01653	Syac.g_00521
OG0000323	Praa.g_01662	Syac.g_00506
OG0000324	Praa.g_01690	Syac.g_00648
OG0000325	Praa.g_01700	Syac.g_02190
OG0000326	Praa.g_01706	Syac.g_02183
OG0000327	Praa.g_01734	Syac.g_02137
OG0000328	Praa.g_01735	Syac.g_02136
OG0000329	Praa.g_01752	Syac.g_02119
OG0000330	Praa.g_01753	Syac.g_02118
OG0000331	Praa.g_01754	Syac.g_02117
OG0000332	Praa.g_01768	Syac.g_02103
OG0000333	Praa.g_01770	Syac.g_02100
OG0000334	Praa.g_01778	Syac.g_02090
OG0000335	Praa.g_01783	Syac.g_02085
OG0000336	Praa.g_01787	Syac.g_02081
OG0000337	Praa.g_01804	Syac.g_00199
OG0000338	Praa.g_01805	Syac.g_00196
OG0000339	Praa.g_01809	Syac.g_00190
OG0000340	Praa.g_01817	Syac.g_00178
OG0000341	Praa.g_01819	Syac.g_00176
OG0000342	Praa.g_01820	Syac.g_00175
OG0000343	Praa.g_01821	Syac.g_00174
OG0000344	Praa.g_01824	Syac.g_00170
OG0000345	Praa.g_01829	Syac.g_00160
OG0000346	Praa.g_01833	Syac.g_00155
OG0000347	Praa.g_01849	Syac.g_00129
OG0000348	Praa.g_01859	Syac.g_00070, Syac.g_00074
OG0000349	Praa.g_01876	Syac.g_00050
OG0000350	Praa.g_01894	Syac.g_02176
OG0000351	Praa.g_01911	Syac.g_02468
OG0000352	Praa.g_01912	Syac.g_02469
OG0000353	Praa.g_01927	Syac.g_02493
OG0000355	Praa.g_00001	Syac.g_00001
OG0000356	Praa.g_00002	Syac.g_00002
OG0000357	Praa.g_00003	Syac.g_00003
OG0000358	Praa.g_00007	Syac.g_00007
OG0000359	Praa.g_00008	Syac.g_00009
OG0000360	Praa.g_00009	Syac.g_00010
OG0000361	Praa.g_00010	Syac.g_00011
OG0000362	Praa.g_00012	Syac.g_00013
OG0000363	Praa.g_00014	Syac.g_00015
OG0000364	Praa.g_00015	Syac.g_00016
OG0000365	Praa.g_00020	Syac.g_00023
OG0000366	Praa.g_00021	Syac.g_00024
OG0000367	Praa.g_00022	Syac.g_00025
OG0000368	Praa.g_00024	Syac.g_00027
OG0000369	Praa.g_00025	Syac.g_00028
OG0000370	Praa.g_00026	Syac.g_00029
OG0000371	Praa.g_00032	Syac.g_00036
OG0000372	Praa.g_00035	Syac.g_00041
OG0000373	Praa.g_00036	Syac.g_00042
OG0000374	Praa.g_00037	Syac.g_00043
OG0000375	Praa.g_00040	Syac.g_00046
OG0000376	Praa.g_00042	Syac.g_00048
OG0000377	Praa.g_00045	Syac.g_02346
OG0000378	Praa.g_00047	Syac.g_02338
OG0000379	Praa.g_00050	Syac.g_02335
OG0000380	Praa.g_00066	Syac.g_00452
OG0000381	Praa.g_00070	Syac.g_00449
OG0000382	Praa.g_00081	Syac.g_00434
OG0000383	Praa.g_00083	Syac.g_00432
OG0000384	Praa.g_00084	Syac.g_00431
OG0000385	Praa.g_00085	Syac.g_00430
OG0000386	Praa.g_00086	Syac.g_00429
OG0000387	Praa.g_00099	Syac.g_00404
OG0000388	Praa.g_00102	Syac.g_00401
OG0000389	Praa.g_00106	Syac.g_00397
OG0000390	Praa.g_00113	Syac.g_00379
OG0000391	Praa.g_00116	Syac.g_00374
OG0000392	Praa.g_00120	Syac.g_00369
OG0000393	Praa.g_00122	Syac.g_00366
OG0000394	Praa.g_00123	Syac.g_00365
OG0000395	Praa.g_00124	Syac.g_00364
OG0000396	Praa.g_00127	Syac.g_00361
OG0000397	Praa.g_00129	Syac.g_00359
OG0000398	Praa.g_00131	Syac.g_00354
OG0000399	Praa.g_00132	Syac.g_00353
OG0000400	Praa.g_00133	Syac.g_00352
OG0000401	Praa.g_00134	Syac.g_00351
OG0000402	Praa.g_00136	Syac.g_00348
OG0000403	Praa.g_00137	Syac.g_00347
OG0000404	Praa.g_00138	Syac.g_00345
OG0000405	Praa.g_00142	Syac.g_00332
OG0000406	Praa.g_00147	Syac.g_00328
OG0000407	Praa.g_00148	Syac.g_00327
OG0000408	Praa.g_00150	Syac.g_00325
OG0000409	Praa.g_00152	Syac.g_00323
OG0000410	Praa.g_00153	Syac.g_00322
OG0000411	Praa.g_00154	Syac.g_00321
OG0000412	Praa.g_00155	Syac.g_00320
OG0000413	Praa.g_00156	Syac.g_00318
OG0000414	Praa.g_00157	Syac.g_00317
OG0000415	Praa.g_00158	Syac.g_00316
OG0000416	Praa.g_00159	Syac.g_00315
OG0000417	Praa.g_00160	Syac.g_00314
OG0000418	Praa.g_00165	Syac.g_00309
OG0000419	Praa.g_00167	Syac.g_00307
OG0000420	Praa.g_00168	Syac.g_00305
OG0000421	Praa.g_00173	Syac.g_00300
OG0000422	Praa.g_00174	Syac.g_00299
OG0000423	Praa.g_00175	Syac.g_00298
OG0000424	Praa.g_00176	Syac.g_00297
OG0000425	Praa.g_00177	Syac.g_00296
OG0000426	Praa.g_00178	Syac.g_00295
OG0000427	Praa.g_00179	Syac.g_00294
OG0000428	Praa.g_00181	Syac.g_02257
OG0000429	Praa.g_00182	Syac.g_02259
OG0000430	Praa.g_00183	Syac.g_02260
OG0000431	Praa.g_00185	Syac.g_02264
OG0000432	Praa.g_00188	Syac.g_02270
OG0000433	Praa.g_00189	Syac.g_02272
OG0000434	Praa.g_00190	Syac.g_02273
OG0000435	Praa.g_00191	Syac.g_02277
OG0000436	Praa.g_00196	Syac.g_02282
OG0000437	Praa.g_00197	Syac.g_02283
OG0000438	Praa.g_00198	Syac.g_02284
OG0000439	Praa.g_00200	Syac.g_02286
OG0000440	Praa.g_00201	Syac.g_02287
OG0000441	Praa.g_00204	Syac.g_02294
OG0000442	Praa.g_00205	Syac.g_02295
OG0000443	Praa.g_00206	Syac.g_02296
OG0000444	Praa.g_00211	Syac.g_02303
OG0000445	Praa.g_00212	Syac.g_02304
OG0000446	Praa.g_00213	Syac.g_02305
OG0000447	Praa.g_00214	Syac.g_02308
OG0000448	Praa.g_00215	Syac.g_02309
OG0000449	Praa.g_00216	Syac.g_02310
OG0000450	Praa.g_00217	Syac.g_02313
OG0000451	Praa.g_00218	Syac.g_02314
OG0000452	Praa.g_00221	Syac.g_02318
OG0000453	Praa.g_00222	Syac.g_02319
OG0000454	Praa.g_00223	Syac.g_02320
OG0000455	Praa.g_00224	Syac.g_02321
OG0000456	Praa.g_00225	Syac.g_02322
OG0000457	Praa.g_00226	Syac.g_02324
OG0000458	Praa.g_00227	Syac.g_02325
OG0000459	Praa.g_00228	Syac.g_02326
OG0000460	Praa.g_00235	Syac.g_01970
OG0000461	Praa.g_00242	Syac.g_02198
OG0000462	Praa.g_00244	Syac.g_02201
OG0000463	Praa.g_00245	Syac.g_02202
OG0000464	Praa.g_00246	Syac.g_02203
OG0000465	Praa.g_00247	Syac.g_02204
OG0000466	Praa.g_00250	Syac.g_02208
OG0000467	Praa.g_00251	Syac.g_02210
OG0000468	Praa.g_00253	Syac.g_02216
OG0000469	Praa.g_00262	Syac.g_02230
OG0000470	Praa.g_00264	Syac.g_02232
OG0000471	Praa.g_00265	Syac.g_02233
OG0000472	Praa.g_00266	Syac.g_02235
OG0000473	Praa.g_00268	Syac.g_02237
OG0000474	Praa.g_00269	Syac.g_02238
OG0000475	Praa.g_00270	Syac.g_02239
OG0000476	Praa.g_00271	Syac.g_02241
OG0000477	Praa.g_00275	Syac.g_02247
OG0000478	Praa.g_00276	Syac.g_02248
OG0000479	Praa.g_00277	Syac.g_02249
OG0000480	Praa.g_00282	Syac.g_00293
OG0000481	Praa.g_00284	Syac.g_00291
OG0000482	Praa.g_00285	Syac.g_00290
OG0000483	Praa.g_00288	Syac.g_00286
OG0000484	Praa.g_00289	Syac.g_00285
OG0000485	Praa.g_00290	Syac.g_00284
OG0000486	Praa.g_00291	Syac.g_00283
OG0000487	Praa.g_00295	Syac.g_00276
OG0000488	Praa.g_00298	Syac.g_00272
OG0000489	Praa.g_00303	Syac.g_00260
OG0000490	Praa.g_00308	Syac.g_00249
OG0000491	Praa.g_00309	Syac.g_00248
OG0000492	Praa.g_00311	Syac.g_00246
OG0000493	Praa.g_00312	Syac.g_00245
OG0000494	Praa.g_00313	Syac.g_00244
OG0000495	Praa.g_00314	Syac.g_00243
OG0000496	Praa.g_00315	Syac.g_00242
OG0000497	Praa.g_00316	Syac.g_00241
OG0000498	Praa.g_00317	Syac.g_00240
OG0000499	Praa.g_00318	Syac.g_00239
OG0000500	Praa.g_00319	Syac.g_00238
OG0000501	Praa.g_00321	Syac.g_00235
OG0000502	Praa.g_00324	Syac.g_00223
OG0000503	Praa.g_00334	Syac.g_02020
OG0000504	Praa.g_00335	Syac.g_02018
OG0000505	Praa.g_00336	Syac.g_02017
OG0000506	Praa.g_00338	Syac.g_02015
OG0000507	Praa.g_00340	Syac.g_02009
OG0000508	Praa.g_00344	Syac.g_02005
OG0000509	Praa.g_00346	Syac.g_02003
OG0000510	Praa.g_00347	Syac.g_02002
OG0000511	Praa.g_00348	Syac.g_02001
OG0000512	Praa.g_00350	Syac.g_01999
OG0000513	Praa.g_00357	Syac.g_01984
OG0000514	Praa.g_00431	Syac.g_01977
OG0000515	Praa.g_00432	Syac.g_01976
OG0000516	Praa.g_00433	Syac.g_00697
OG0000517	Praa.g_00435	Syac.g_00691
OG0000518	Praa.g_00445	Syac.g_00707
OG0000519	Praa.g_00446	Syac.g_00708
OG0000520	Praa.g_00447	Syac.g_00709
OG0000521	Praa.g_00452	Syac.g_01721
OG0000522	Praa.g_00454	Syac.g_01719
OG0000523	Praa.g_00455	Syac.g_01718
OG0000524	Praa.g_00461	Syac.g_01716
OG0000525	Praa.g_00464	Syac.g_01709
OG0000526	Praa.g_00465	Syac.g_01706
OG0000527	Praa.g_00473	Syac.g_01702
OG0000528	Praa.g_00478	Syac.g_01911
OG0000529	Praa.g_00481	Syac.g_01903
OG0000530	Praa.g_00484	Syac.g_01900
OG0000531	Praa.g_00485	Syac.g_01899
OG0000532	Praa.g_00487	Syac.g_01896
OG0000533	Praa.g_00488	Syac.g_01895
OG0000534	Praa.g_00489	Syac.g_01894
OG0000535	Praa.g_00490	Syac.g_01893
OG0000536	Praa.g_00491	Syac.g_01892
OG0000537	Praa.g_00492	Syac.g_01891
OG0000538	Praa.g_00500	Syac.g_01880
OG0000539	Praa.g_00501	Syac.g_01879
OG0000540	Praa.g_00502	Syac.g_01878
OG0000541	Praa.g_00503	Syac.g_01877
OG0000542	Praa.g_00505	Syac.g_01874
OG0000543	Praa.g_00507	Syac.g_01872
OG0000544	Praa.g_00508	Syac.g_01871
OG0000545	Praa.g_00510	Syac.g_01869
OG0000546	Praa.g_00513	Syac.g_01867
OG0000547	Praa.g_00515	Syac.g_01865
OG0000548	Praa.g_00516	Syac.g_01864
OG0000549	Praa.g_00518	Syac.g_01858
OG0000550	Praa.g_00523	Syac.g_01854
OG0000551	Praa.g_00527	Syac.g_01849
OG0000552	Praa.g_00528	Syac.g_01848
OG0000553	Praa.g_00529	Syac.g_01846
OG0000554	Praa.g_00534	Syac.g_01835
OG0000555	Praa.g_00543	Syac.g_01822
OG0000556	Praa.g_00545	Syac.g_01817
OG0000557	Praa.g_00546	Syac.g_01815
OG0000558	Praa.g_00548	Syac.g_01813
OG0000559	Praa.g_00552	Syac.g_01808
OG0000560	Praa.g_00555	Syac.g_01805
OG0000561	Praa.g_00556	Syac.g_01804
OG0000562	Praa.g_00557	Syac.g_01803
OG0000563	Praa.g_00558	Syac.g_01802
OG0000564	Praa.g_00559	Syac.g_01801
OG0000565	Praa.g_00562	Syac.g_01797
OG0000566	Praa.g_00564	Syac.g_01793
OG0000567	Praa.g_00568	Syac.g_01789
OG0000568	Praa.g_00569	Syac.g_01786
OG0000569	Praa.g_00570	Syac.g_01785
OG0000570	Praa.g_00571	Syac.g_01784
OG0000571	Praa.g_00573	Syac.g_01780
OG0000572	Praa.g_00586	Syac.g_01765
OG0000573	Praa.g_00592	Syac.g_01755
OG0000574	Praa.g_00593	Syac.g_01754
OG0000575	Praa.g_00597	Syac.g_01750
OG0000576	Praa.g_00599	Syac.g_01748
OG0000577	Praa.g_00600	Syac.g_01747
OG0000578	Praa.g_00601	Syac.g_01746
OG0000579	Praa.g_00602	Syac.g_01745
OG0000580	Praa.g_00603	Syac.g_01744
OG0000581	Praa.g_00605	Syac.g_01738
OG0000582	Praa.g_00608	Syac.g_00936
OG0000583	Praa.g_00609	Syac.g_00937
OG0000584	Praa.g_00610	Syac.g_00938
OG0000585	Praa.g_00612	Syac.g_00940
OG0000586	Praa.g_00613	Syac.g_00941
OG0000587	Praa.g_00614	Syac.g_00943
OG0000588	Praa.g_00618	Syac.g_00949
OG0000589	Praa.g_00621	Syac.g_00953
OG0000590	Praa.g_00622	Syac.g_00954
OG0000591	Praa.g_00625	Syac.g_00961
OG0000592	Praa.g_00626	Syac.g_00962
OG0000593	Praa.g_00632	Syac.g_00975
OG0000594	Praa.g_00633	Syac.g_00976
OG0000595	Praa.g_00634	Syac.g_00977
