Orthogroup	Praa	Syab
OG0000150	Praa.g_00859	Syab.g_01930
OG0000151	Praa.g_00917	Syab.g_01612
OG0000152	Praa.g_00964	Syab.g_01383
OG0000153	Praa.g_00983	Syab.g_01343
OG0000154	Praa.g_01013	Syab.g_01317
OG0000155	Praa.g_01179	Syab.g_01009
OG0000156	Praa.g_01307	Syab.g_00933
OG0000157	Praa.g_01308	Syab.g_00932
OG0000158	Praa.g_01395	Syab.g_00161
OG0000160	Praa.g_01477	Syab.g_00774
OG0000161	Praa.g_01483	Syab.g_00766
OG0000162	Praa.g_01489	Syab.g_00755
OG0000163	Praa.g_01523	Syab.g_02173
OG0000164	Praa.g_01659	Syab.g_02307
OG0000165	Praa.g_01667	Syab.g_02316
OG0000166	Praa.g_01739	Syab.g_00407
OG0000167	Praa.g_01806	Syab.g_00205
OG0000168	Praa.g_01816	Syab.g_00136
OG0000169	Praa.g_01826	Syab.g_00125
OG0000170	Praa.g_01828	Syab.g_00118
OG0000171	Praa.g_01847	Syab.g_00089
OG0000172	Praa.g_01856	Syab.g_00080
OG0000173	Praa.g_01871	Syab.g_00061
OG0000174	Praa.g_01898	Syab.g_02819
OG0000175	Praa.g_01908	Syab.g_02876
OG0000176	Praa.g_00004	Syab.g_00004
OG0000177	Praa.g_00005	Syab.g_00005
OG0000178	Praa.g_00006	Syab.g_00006
OG0000179	Praa.g_00016	Syab.g_00022
OG0000180	Praa.g_00017	Syab.g_00023
OG0000181	Praa.g_00018	Syab.g_00024
OG0000182	Praa.g_00019	Syab.g_00025
OG0000183	Praa.g_00023	Syab.g_00029
OG0000184	Praa.g_00046	Syab.g_02738
OG0000185	Praa.g_00049	Syab.g_02715
OG0000186	Praa.g_00064	Syab.g_02430
OG0000187	Praa.g_00065	Syab.g_02431
OG0000188	Praa.g_00082	Syab.g_02454
OG0000189	Praa.g_00096	Syab.g_02487
OG0000190	Praa.g_00097	Syab.g_00190, Syab.g_00139
OG0000191	Praa.g_00117	Syab.g_02522
OG0000192	Praa.g_00121	Syab.g_02528
OG0000193	Praa.g_00146	Syab.g_02565
OG0000194	Praa.g_00149	Syab.g_02568
OG0000195	Praa.g_00151	Syab.g_02570
OG0000196	Praa.g_00161	Syab.g_02581
OG0000197	Praa.g_00162	Syab.g_02582
OG0000198	Praa.g_00163	Syab.g_02583
OG0000199	Praa.g_00170	Syab.g_02591
OG0000200	Praa.g_00184	Syab.g_02611
OG0000201	Praa.g_00192	Syab.g_02628
OG0000202	Praa.g_00193	Syab.g_02629
OG0000203	Praa.g_00194	Syab.g_02630
OG0000204	Praa.g_00195	Syab.g_02631
OG0000205	Praa.g_00202	Syab.g_02638
OG0000206	Praa.g_00207	Syab.g_02674
OG0000207	Praa.g_00209	Syab.g_02677
OG0000208	Praa.g_00210	Syab.g_02678
OG0000209	Praa.g_00219	Syab.g_02698
OG0000210	Praa.g_00220	Syab.g_02699
OG0000212	Praa.g_00240	Syab.g_02365
OG0000213	Praa.g_00257	Syab.g_00332
OG0000214	Praa.g_00267	Syab.g_00312
OG0000215	Praa.g_00292	Syab.g_00281
OG0000216	Praa.g_00294	Syab.g_00277
OG0000217	Praa.g_00297	Syab.g_00273
OG0000218	Praa.g_00299	Syab.g_00271
OG0000219	Praa.g_00300	Syab.g_00270
OG0000220	Praa.g_00301	Syab.g_00269
OG0000221	Praa.g_00302	Syab.g_00257
OG0000222	Praa.g_00310	Syab.g_00244
OG0000223	Praa.g_00323	Syab.g_00226
OG0000224	Praa.g_00325	Syab.g_00223
OG0000225	Praa.g_00345	Syab.g_00538
OG0000226	Praa.g_00349	Syab.g_00542
OG0000227	Praa.g_00351	Syab.g_00544
OG0000228	Praa.g_00354	Syab.g_00550
OG0000229	Praa.g_00436	Syab.g_00583
OG0000230	Praa.g_00437	Syab.g_00585
OG0000231	Praa.g_00448	Syab.g_00613
OG0000232	Praa.g_00457	Syab.g_00631
OG0000233	Praa.g_00463	Syab.g_00645
OG0000234	Praa.g_00476	Syab.g_00699
OG0000235	Praa.g_00479	Syab.g_02095
OG0000236	Praa.g_00493	Syab.g_02111
OG0000237	Praa.g_00506	Syab.g_02129
OG0000238	Praa.g_00512	Syab.g_02134
OG0000239	Praa.g_00525	Syab.g_02151
OG0000240	Praa.g_00526	Syab.g_02152
OG0000241	Praa.g_00530	Syab.g_01884
OG0000242	Praa.g_00532	Syab.g_02043
OG0000243	Praa.g_00544	Syab.g_02025
OG0000244	Praa.g_00547	Syab.g_02017
OG0000245	Praa.g_00549	Syab.g_02015
OG0000246	Praa.g_00553	Syab.g_02011
OG0000247	Praa.g_00563	Syab.g_01999
OG0000248	Praa.g_00565	Syab.g_01996
OG0000249	Praa.g_00567	Syab.g_01994
OG0000250	Praa.g_00572	Syab.g_01988
OG0000251	Praa.g_00591	Syab.g_01961
OG0000252	Praa.g_00594	Syab.g_01958
OG0000253	Praa.g_00595	Syab.g_01956
OG0000254	Praa.g_00611	Syab.g_01925
OG0000255	Praa.g_00617	Syab.g_01912
OG0000256	Praa.g_00627	Syab.g_01890
OG0000257	Praa.g_00630	Syab.g_01885
OG0000258	Praa.g_00643	Syab.g_01861
OG0000259	Praa.g_00660	Syab.g_01538
OG0000260	Praa.g_00663	Syab.g_01544
OG0000261	Praa.g_00665	Syab.g_01556
OG0000262	Praa.g_00669	Syab.g_01561
OG0000263	Praa.g_00681	Syab.g_01035
OG0000264	Praa.g_00691	Syab.g_01173
OG0000265	Praa.g_00711	Syab.g_01773
OG0000266	Praa.g_00721	Syab.g_01667
OG0000267	Praa.g_00732	Syab.g_01433
OG0000268	Praa.g_00733	Syab.g_01432
OG0000269	Praa.g_00798	Syab.g_01650
OG0000270	Praa.g_00801	Syab.g_01657
OG0000271	Praa.g_00809	Syab.g_01279
OG0000272	Praa.g_00810, Praa.g_00811	Syab.g_01280
OG0000274	Praa.g_00835	Syab.g_01700
OG0000275	Praa.g_00838	Syab.g_01704
OG0000276	Praa.g_00843	Syab.g_01712
OG0000277	Praa.g_00844	Syab.g_01713
OG0000278	Praa.g_00847	Syab.g_01716
OG0000279	Praa.g_00854	Syab.g_01724
OG0000280	Praa.g_00855	Syab.g_01736
OG0000281	Praa.g_00860	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Praa.g_00909	Syab.g_01631
OG0000283	Praa.g_00941	Syab.g_01418
OG0000284	Praa.g_00946	Syab.g_01413
OG0000285	Praa.g_00951	Syab.g_01402
OG0000286	Praa.g_00963	Syab.g_01384
OG0000288	Praa.g_01012	Syab.g_01318
OG0000289	Praa.g_01023	Syab.g_01303
OG0000290	Praa.g_01036	Syab.g_01213
OG0000291	Praa.g_01038	Syab.g_01211
OG0000292	Praa.g_01089	Syab.g_02907
OG0000293	Praa.g_01151	Syab.g_00946
OG0000294	Praa.g_01152	Syab.g_00947
OG0000295	Praa.g_01171	Syab.g_01001
OG0000296	Praa.g_01173	Syab.g_01003
OG0000297	Praa.g_01181	Syab.g_01016
OG0000298	Praa.g_01182	Syab.g_01017
OG0000299	Praa.g_01199	Syab.g_01047
OG0000300	Praa.g_01202	Syab.g_01054
OG0000301	Praa.g_01203	Syab.g_01055
OG0000302	Praa.g_01205	Syab.g_01056
OG0000303	Praa.g_01212	Syab.g_01149
OG0000304	Praa.g_01216	Syab.g_01143
OG0000305	Praa.g_01358	Syab.g_01208
OG0000306	Praa.g_01361	Syab.g_01819
OG0000307	Praa.g_01375	Syab.g_02078
OG0000308	Praa.g_01376	Syab.g_02076
OG0000309	Praa.g_01380	Syab.g_02071
OG0000310	Praa.g_01461	Syab.g_00817
OG0000311	Praa.g_01463	Syab.g_00811
OG0000312	Praa.g_01466	Syab.g_00793
OG0000313	Praa.g_01480	Syab.g_00769
OG0000314	Praa.g_01503	Syab.g_00736
OG0000315	Praa.g_01513	Syab.g_00726
OG0000316	Praa.g_01533	Syab.g_02189
OG0000317	Praa.g_01633	Syab.g_02251
OG0000318	Praa.g_01636	Syab.g_02257
OG0000319	Praa.g_01649	Syab.g_02291
OG0000320	Praa.g_01651	Syab.g_02293
OG0000321	Praa.g_01652	Syab.g_02294
OG0000322	Praa.g_01653	Syab.g_02295
OG0000323	Praa.g_01662	Syab.g_02310
OG0000324	Praa.g_01690	Syab.g_02341
OG0000325	Praa.g_01700	Syab.g_00368
OG0000326	Praa.g_01706	Syab.g_00375
OG0000327	Praa.g_01734	Syab.g_00402
OG0000328	Praa.g_01735	Syab.g_00403
OG0000329	Praa.g_01752	Syab.g_00420
OG0000330	Praa.g_01753	Syab.g_00421
OG0000331	Praa.g_01754	Syab.g_00422
OG0000332	Praa.g_01768	Syab.g_00437
OG0000333	Praa.g_01770	Syab.g_00440
OG0000334	Praa.g_01778	Syab.g_00450
OG0000335	Praa.g_01783	Syab.g_00455
OG0000336	Praa.g_01787	Syab.g_00459
OG0000337	Praa.g_01804	Syab.g_00210
OG0000338	Praa.g_01805	Syab.g_00207
OG0000339	Praa.g_01809	Syab.g_00201
OG0000340	Praa.g_01817	Syab.g_00135
OG0000341	Praa.g_01819	Syab.g_00157, Syab.g_00133
OG0000342	Praa.g_01820	Syab.g_00132
OG0000343	Praa.g_01821	Syab.g_00131
OG0000344	Praa.g_01824	Syab.g_00127
OG0000345	Praa.g_01829	Syab.g_00117
OG0000346	Praa.g_01833	Syab.g_00112
OG0000347	Praa.g_01849	Syab.g_00087
OG0000348	Praa.g_01859	Syab.g_00076
OG0000349	Praa.g_01876	Syab.g_00054
OG0000350	Praa.g_01894	Syab.g_00382
OG0000351	Praa.g_01911	Syab.g_02879
OG0000352	Praa.g_01912	Syab.g_02880
OG0000353	Praa.g_01927	Syab.g_02913
OG0000355	Praa.g_00001	Syab.g_00001
OG0000356	Praa.g_00002	Syab.g_00002
OG0000357	Praa.g_00003	Syab.g_00003
OG0000358	Praa.g_00007	Syab.g_00007
OG0000359	Praa.g_00008	Syab.g_00009
OG0000360	Praa.g_00009	Syab.g_00010
OG0000361	Praa.g_00010	Syab.g_00011
OG0000362	Praa.g_00012	Syab.g_00013
OG0000363	Praa.g_00014	Syab.g_00015
OG0000364	Praa.g_00015	Syab.g_00016
OG0000365	Praa.g_00020	Syab.g_00026
OG0000366	Praa.g_00021	Syab.g_00027
OG0000367	Praa.g_00022	Syab.g_00028
OG0000368	Praa.g_00024	Syab.g_00030
OG0000369	Praa.g_00025	Syab.g_00031
OG0000370	Praa.g_00026	Syab.g_00032
OG0000371	Praa.g_00032	Syab.g_00711, Syab.g_00039
OG0000372	Praa.g_00035	Syab.g_00045
OG0000373	Praa.g_00036	Syab.g_00046
OG0000374	Praa.g_00037	Syab.g_00047
OG0000375	Praa.g_00040	Syab.g_00050
OG0000376	Praa.g_00042	Syab.g_00052
OG0000377	Praa.g_00045	Syab.g_02748
OG0000378	Praa.g_00047	Syab.g_02717
OG0000379	Praa.g_00050	Syab.g_02714
OG0000380	Praa.g_00066	Syab.g_02432
OG0000381	Praa.g_00070	Syab.g_02435
OG0000382	Praa.g_00081	Syab.g_02453
OG0000383	Praa.g_00083	Syab.g_02459
OG0000384	Praa.g_00084	Syab.g_02460
OG0000385	Praa.g_00085	Syab.g_02461
OG0000386	Praa.g_00086	Syab.g_02462
OG0000387	Praa.g_00099	Syab.g_02491
OG0000388	Praa.g_00102	Syab.g_02495
OG0000389	Praa.g_00106	Syab.g_02499
OG0000390	Praa.g_00113	Syab.g_02516
OG0000391	Praa.g_00116	Syab.g_02521
OG0000392	Praa.g_00120	Syab.g_02527
OG0000393	Praa.g_00122	Syab.g_02530
OG0000394	Praa.g_00123	Syab.g_02531
OG0000395	Praa.g_00124	Syab.g_02532
OG0000396	Praa.g_00127	Syab.g_02535
OG0000397	Praa.g_00129	Syab.g_02537
OG0000398	Praa.g_00131	Syab.g_02542
OG0000399	Praa.g_00132	Syab.g_02543
OG0000400	Praa.g_00133	Syab.g_02544
OG0000401	Praa.g_00134	Syab.g_02545
OG0000402	Praa.g_00136	Syab.g_02547
OG0000403	Praa.g_00137	Syab.g_02548
OG0000404	Praa.g_00138	Syab.g_02550
OG0000405	Praa.g_00142	Syab.g_02562
OG0000406	Praa.g_00147	Syab.g_02566
OG0000407	Praa.g_00148	Syab.g_02567
OG0000408	Praa.g_00150	Syab.g_02569
OG0000409	Praa.g_00152	Syab.g_02571
OG0000410	Praa.g_00153	Syab.g_02572
OG0000411	Praa.g_00154	Syab.g_02573
OG0000412	Praa.g_00155	Syab.g_02574
OG0000413	Praa.g_00156	Syab.g_02576
OG0000414	Praa.g_00157	Syab.g_02577
OG0000415	Praa.g_00158	Syab.g_02578
OG0000416	Praa.g_00159	Syab.g_02579
OG0000417	Praa.g_00160	Syab.g_02580
OG0000418	Praa.g_00165	Syab.g_02585
OG0000419	Praa.g_00167	Syab.g_02587
OG0000420	Praa.g_00168	Syab.g_02589
OG0000421	Praa.g_00173	Syab.g_02595
OG0000422	Praa.g_00174	Syab.g_02596
OG0000423	Praa.g_00175	Syab.g_02597
OG0000424	Praa.g_00176	Syab.g_02598
OG0000425	Praa.g_00177	Syab.g_02599
OG0000426	Praa.g_00178	Syab.g_02600
OG0000427	Praa.g_00179	Syab.g_02601
OG0000428	Praa.g_00181	Syab.g_02604
OG0000429	Praa.g_00182	Syab.g_02608
OG0000430	Praa.g_00183	Syab.g_02610
OG0000431	Praa.g_00185	Syab.g_02613
OG0000432	Praa.g_00188	Syab.g_02619
OG0000433	Praa.g_00189	Syab.g_02622
OG0000434	Praa.g_00190	Syab.g_02623
OG0000435	Praa.g_00191	Syab.g_02625
OG0000436	Praa.g_00196	Syab.g_02632
OG0000437	Praa.g_00197	Syab.g_02633
OG0000438	Praa.g_00198	Syab.g_02634
OG0000439	Praa.g_00200	Syab.g_02636
OG0000440	Praa.g_00201	Syab.g_02637
OG0000441	Praa.g_00204	Syab.g_02641
OG0000442	Praa.g_00205	Syab.g_02642
OG0000443	Praa.g_00206	Syab.g_02668
OG0000444	Praa.g_00211	Syab.g_02681
OG0000445	Praa.g_00212	Syab.g_02682
OG0000446	Praa.g_00213	Syab.g_02684
OG0000447	Praa.g_00214	Syab.g_02687
OG0000448	Praa.g_00215	Syab.g_02688
OG0000449	Praa.g_00216	Syab.g_02689
OG0000450	Praa.g_00217	Syab.g_02695
OG0000451	Praa.g_00218	Syab.g_02696
OG0000452	Praa.g_00221	Syab.g_02701
OG0000453	Praa.g_00222	Syab.g_02702
OG0000454	Praa.g_00223	Syab.g_02703
OG0000455	Praa.g_00224	Syab.g_02704
OG0000456	Praa.g_00225	Syab.g_02705
OG0000457	Praa.g_00226	Syab.g_02707
OG0000458	Praa.g_00227	Syab.g_02708
OG0000459	Praa.g_00228	Syab.g_02709
OG0000460	Praa.g_00235	Syab.g_02372
OG0000461	Praa.g_00242	Syab.g_00356
OG0000462	Praa.g_00244	Syab.g_00352
OG0000463	Praa.g_00245	Syab.g_00351
OG0000464	Praa.g_00246	Syab.g_00350
OG0000465	Praa.g_00247	Syab.g_00349
OG0000466	Praa.g_00250	Syab.g_00343
OG0000467	Praa.g_00251	Syab.g_00341
OG0000468	Praa.g_00253	Syab.g_00336
OG0000469	Praa.g_00262	Syab.g_00318
OG0000470	Praa.g_00264	Syab.g_00316
OG0000471	Praa.g_00265	Syab.g_00315
OG0000472	Praa.g_00266	Syab.g_00313
OG0000473	Praa.g_00268	Syab.g_00311
OG0000474	Praa.g_00269	Syab.g_00310
OG0000475	Praa.g_00270	Syab.g_00309
OG0000476	Praa.g_00271	Syab.g_00307
OG0000477	Praa.g_00275	Syab.g_00301
OG0000478	Praa.g_00276	Syab.g_00300
OG0000479	Praa.g_00277	Syab.g_00299
OG0000480	Praa.g_00282	Syab.g_00292
OG0000481	Praa.g_00284	Syab.g_00290
OG0000482	Praa.g_00285	Syab.g_00289
OG0000483	Praa.g_00288	Syab.g_00285
OG0000484	Praa.g_00289	Syab.g_00284
OG0000485	Praa.g_00290	Syab.g_00283
OG0000486	Praa.g_00291	Syab.g_00282
OG0000487	Praa.g_00295	Syab.g_00276
OG0000488	Praa.g_00298	Syab.g_00272
OG0000489	Praa.g_00303	Syab.g_00256
OG0000490	Praa.g_00308	Syab.g_00247
OG0000491	Praa.g_00309	Syab.g_00245
OG0000492	Praa.g_00311	Syab.g_00243
OG0000493	Praa.g_00312	Syab.g_00242
OG0000494	Praa.g_00313	Syab.g_00241
OG0000495	Praa.g_00314	Syab.g_00240
OG0000496	Praa.g_00315	Syab.g_00239
OG0000497	Praa.g_00316	Syab.g_00238
OG0000498	Praa.g_00317	Syab.g_00237
OG0000499	Praa.g_00318	Syab.g_00236
OG0000500	Praa.g_00319	Syab.g_00235
OG0000501	Praa.g_00321	Syab.g_00232
OG0000502	Praa.g_00324	Syab.g_00224
OG0000503	Praa.g_00334	Syab.g_00523
OG0000504	Praa.g_00335	Syab.g_00525
OG0000505	Praa.g_00336	Syab.g_00526
OG0000506	Praa.g_00338	Syab.g_00528
OG0000507	Praa.g_00340	Syab.g_00533
OG0000508	Praa.g_00344	Syab.g_00537
OG0000509	Praa.g_00346	Syab.g_00539
OG0000510	Praa.g_00347	Syab.g_00540
OG0000511	Praa.g_00348	Syab.g_00541
OG0000512	Praa.g_00350	Syab.g_00543
OG0000513	Praa.g_00357	Syab.g_00555
OG0000514	Praa.g_00431	Syab.g_00566
OG0000515	Praa.g_00432	Syab.g_00567
OG0000516	Praa.g_00433	Syab.g_00575
OG0000517	Praa.g_00435	Syab.g_00582
OG0000518	Praa.g_00445	Syab.g_00594
OG0000519	Praa.g_00446	Syab.g_00610
OG0000520	Praa.g_00447	Syab.g_00611
OG0000521	Praa.g_00452	Syab.g_00624
OG0000522	Praa.g_00454	Syab.g_00626
OG0000523	Praa.g_00455	Syab.g_00627
OG0000524	Praa.g_00461	Syab.g_00640
OG0000525	Praa.g_00464	Syab.g_00671
OG0000526	Praa.g_00465	Syab.g_00689
OG0000527	Praa.g_00473	Syab.g_00695
OG0000528	Praa.g_00478	Syab.g_02092
OG0000529	Praa.g_00481	Syab.g_02097
OG0000530	Praa.g_00484	Syab.g_02100
OG0000531	Praa.g_00485	Syab.g_02101
OG0000532	Praa.g_00487	Syab.g_02104
OG0000533	Praa.g_00488	Syab.g_02106
OG0000534	Praa.g_00489	Syab.g_02107
OG0000535	Praa.g_00490	Syab.g_02108
OG0000536	Praa.g_00491	Syab.g_02109
OG0000537	Praa.g_00492	Syab.g_02110
OG0000538	Praa.g_00500	Syab.g_02122
OG0000539	Praa.g_00501	Syab.g_02123
OG0000540	Praa.g_00502	Syab.g_02124
OG0000541	Praa.g_00503	Syab.g_02125
OG0000542	Praa.g_00505	Syab.g_02128
OG0000543	Praa.g_00507	Syab.g_02130
OG0000544	Praa.g_00508	Syab.g_02131
OG0000545	Praa.g_00510	Syab.g_02133
OG0000546	Praa.g_00513	Syab.g_02135
OG0000547	Praa.g_00515	Syab.g_02137
OG0000548	Praa.g_00516	Syab.g_02138
OG0000549	Praa.g_00518	Syab.g_02144
OG0000550	Praa.g_00523	Syab.g_02149
OG0000551	Praa.g_00527	Syab.g_02153
OG0000552	Praa.g_00528	Syab.g_02154
OG0000553	Praa.g_00529	Syab.g_02046
OG0000554	Praa.g_00534	Syab.g_02040
OG0000555	Praa.g_00543	Syab.g_02026
OG0000556	Praa.g_00545	Syab.g_02022
OG0000557	Praa.g_00546	Syab.g_02019
OG0000558	Praa.g_00548	Syab.g_02016
OG0000559	Praa.g_00552	Syab.g_02012
OG0000560	Praa.g_00555	Syab.g_02009
OG0000561	Praa.g_00556	Syab.g_02008
OG0000562	Praa.g_00557	Syab.g_02007
OG0000563	Praa.g_00558	Syab.g_02006
OG0000564	Praa.g_00559	Syab.g_02005
OG0000565	Praa.g_00562	Syab.g_02001
OG0000566	Praa.g_00564	Syab.g_01997
OG0000567	Praa.g_00568	Syab.g_01993
OG0000568	Praa.g_00569	Syab.g_01991
OG0000569	Praa.g_00570	Syab.g_01990
OG0000570	Praa.g_00571	Syab.g_01989
OG0000571	Praa.g_00573	Syab.g_01986
OG0000572	Praa.g_00586	Syab.g_01969
OG0000573	Praa.g_00592	Syab.g_01960
OG0000574	Praa.g_00593	Syab.g_01959
OG0000575	Praa.g_00597	Syab.g_01954
OG0000576	Praa.g_00599	Syab.g_01952
OG0000577	Praa.g_00600	Syab.g_01951
OG0000578	Praa.g_00601	Syab.g_01950
OG0000579	Praa.g_00602	Syab.g_01949
OG0000580	Praa.g_00603	Syab.g_01948
OG0000581	Praa.g_00605	Syab.g_01934
OG0000582	Praa.g_00608	Syab.g_01929
OG0000583	Praa.g_00609	Syab.g_01928
OG0000584	Praa.g_00610	Syab.g_01927
OG0000585	Praa.g_00612	Syab.g_01924
OG0000586	Praa.g_00613	Syab.g_01923
OG0000587	Praa.g_00614	Syab.g_01921
