Orthogroup	Praa	Syai
OG0000048	Praa.g_00373	Syai.g_00272
OG0000051	Praa.g_01291	Syai.g_01773
OG0000052	Praa.g_01447, Praa.g_01407	Syai.g_00176
OG0000053	Praa.g_01496	Syai.g_00930
OG0000054	Praa.g_00606	Syai.g_01040
OG0000055	Praa.g_00783	Syai.g_02029
OG0000057	Praa.g_00698	Syai.g_01997
OG0000058	Praa.g_01425	Syai.g_00195
OG0000059	Praa.g_01723	Syai.g_00351
OG0000061	Praa.g_01415, Praa.g_01159	Syai.g_02144
OG0000063	Praa.g_00033	Syai.g_00042
OG0000066	Praa.g_00539	Syai.g_01709, Syai.g_00719
OG0000067	Praa.g_00803	Syai.g_01321
OG0000068	Praa.g_01366	Syai.g_00628
OG0000070	Praa.g_00449	Syai.g_02196
OG0000071	Praa.g_01318	Syai.g_02179
OG0000072	Praa.g_00171	Syai.g_02636
OG0000073	Praa.g_00499	Syai.g_00659
OG0000075	Praa.g_01808	Syai.g_00161
OG0000076	Praa.g_01832	Syai.g_00111
OG0000077	Praa.g_00078	Syai.g_02486
OG0000078	Praa.g_00239	Syai.g_00543
OG0000079	Praa.g_00252	Syai.g_00300
OG0000081	Praa.g_00531	Syai.g_00553
OG0000082	Praa.g_00585	Syai.g_00781
OG0000084	Praa.g_01472	Syai.g_00958
OG0000085	Praa.g_01628	Syai.g_02365
OG0000086	Praa.g_00088	Syai.g_02507
OG0000087	Praa.g_00139	Syai.g_02592
OG0000088	Praa.g_00166	Syai.g_02630
OG0000089	Praa.g_00355	Syai.g_00517
OG0000090	Praa.g_00533	Syai.g_00707
OG0000091	Praa.g_00642	Syai.g_01112
OG0000092	Praa.g_00912	Syai.g_01358
OG0000094	Praa.g_01020	Syai.g_01424
OG0000097	Praa.g_01200	Syai.g_01787
OG0000098	Praa.g_01348	Syai.g_01718
OG0000099	Praa.g_01394	Syai.g_00199
OG0000100	Praa.g_01551	Syai.g_01372
OG0000101	Praa.g_01775	Syai.g_00404
OG0000102	Praa.g_01837	Syai.g_00106
OG0000103	Praa.g_01916	Syai.g_02912
OG0000104	Praa.g_01924	Syai.g_02929
OG0000105	Praa.g_00274	Syai.g_00267
OG0000106	Praa.g_00369	Syai.g_01601
OG0000107	Praa.g_00383	Syai.g_00319
OG0000108	Praa.g_00480	Syai.g_00638
OG0000109	Praa.g_00494	Syai.g_00653
OG0000110	Praa.g_00575	Syai.g_00766
OG0000111	Praa.g_00699	Syai.g_00884
OG0000112	Praa.g_00766	Syai.g_01512
OG0000113	Praa.g_00826	Syai.g_01367
OG0000114	Praa.g_00907	Syai.g_01261
OG0000115	Praa.g_01101	Syai.g_00932
OG0000116	Praa.g_01150	Syai.g_02156
OG0000117	Praa.g_01255	Syai.g_01756
OG0000118	Praa.g_01330	Syai.g_00818
OG0000119	Praa.g_01362	Syai.g_02127
OG0000120	Praa.g_01387	Syai.g_00198
OG0000121	Praa.g_01478	Syai.g_00951
OG0000122	Praa.g_01516	Syai.g_01143
OG0000123	Praa.g_01782	Syai.g_00411
OG0000124	Praa.g_01848	Syai.g_00089
OG0000125	Praa.g_01885	Syai.g_02782
OG0000126	Praa.g_01923	Syai.g_02927
OG0000128	Praa.g_00011	Syai.g_00012
OG0000129	Praa.g_00044	Syai.g_02771
OG0000130	Praa.g_00069	Syai.g_02474
OG0000131	Praa.g_00145	Syai.g_02608
OG0000132	Praa.g_00164	Syai.g_02628
OG0000133	Praa.g_00322	Syai.g_01507
OG0000134	Praa.g_00356	Syai.g_00520
OG0000135	Praa.g_00381	Syai.g_02826
OG0000136	Praa.g_00440	Syai.g_02217
OG0000137	Praa.g_01414, Praa.g_00475	Syai.g_00865
OG0000138	Praa.g_00495	Syai.g_00654
OG0000139	Praa.g_00537	Syai.g_00714
OG0000140	Praa.g_00538	Syai.g_00716
OG0000141	Praa.g_00607	Syai.g_01041
OG0000142	Praa.g_00635	Syai.g_01104
OG0000143	Praa.g_00639	Syai.g_01108
OG0000144	Praa.g_00652	Syai.g_01608
OG0000145	Praa.g_00764	Syai.g_00660
OG0000146	Praa.g_00767	Syai.g_01513
OG0000147	Praa.g_00768	Syai.g_01514
OG0000148	Praa.g_00820	Syai.g_01361
OG0000149	Praa.g_00851	Syai.g_02059
OG0000150	Praa.g_00859	Syai.g_00717
OG0000151	Praa.g_00917	Syai.g_01280
OG0000152	Praa.g_00964	Syai.g_01503
OG0000153	Praa.g_00983	Syai.g_01461
OG0000154	Praa.g_01013	Syai.g_01434
OG0000155	Praa.g_01179	Syai.g_02109
OG0000156	Praa.g_01307	Syai.g_02162
OG0000157	Praa.g_01308	Syai.g_02163
OG0000158	Praa.g_01395	Syai.g_00135
OG0000160	Praa.g_01477	Syai.g_00952
OG0000161	Praa.g_01483	Syai.g_00946
OG0000162	Praa.g_01489	Syai.g_00939
OG0000163	Praa.g_01523	Syai.g_02300
OG0000164	Praa.g_01659	Syai.g_02411
OG0000165	Praa.g_01667	Syai.g_02244
OG0000166	Praa.g_01739	Syai.g_00364
OG0000167	Praa.g_01806	Syai.g_00164
OG0000168	Praa.g_01816	Syai.g_00134
OG0000169	Praa.g_01826	Syai.g_00123
OG0000170	Praa.g_01828	Syai.g_00116
OG0000171	Praa.g_01847	Syai.g_00090
OG0000172	Praa.g_01856	Syai.g_00083
OG0000173	Praa.g_01871	Syai.g_00064
OG0000174	Praa.g_01898	Syai.g_02828
OG0000175	Praa.g_01908	Syai.g_02901
OG0000176	Praa.g_00004	Syai.g_00004
OG0000177	Praa.g_00005	Syai.g_00005
OG0000178	Praa.g_00006	Syai.g_00006
OG0000179	Praa.g_00016	Syai.g_00023
OG0000180	Praa.g_00017	Syai.g_00024
OG0000181	Praa.g_00018	Syai.g_00025
OG0000182	Praa.g_00019	Syai.g_00026
OG0000183	Praa.g_00023	Syai.g_00030
OG0000184	Praa.g_00046	Syai.g_02756
OG0000185	Praa.g_00049	Syai.g_02734
OG0000186	Praa.g_00064	Syai.g_02469
OG0000187	Praa.g_00065	Syai.g_02471
OG0000188	Praa.g_00082	Syai.g_02494
OG0000189	Praa.g_00096	Syai.g_02530
OG0000190	Praa.g_00097	Syai.g_02532
OG0000191	Praa.g_00117	Syai.g_02562
OG0000192	Praa.g_00121	Syai.g_02569
OG0000193	Praa.g_00146	Syai.g_02609
OG0000194	Praa.g_00149	Syai.g_02612
OG0000195	Praa.g_00151	Syai.g_02614
OG0000196	Praa.g_00161	Syai.g_02625
OG0000197	Praa.g_00162	Syai.g_02626
OG0000198	Praa.g_00163	Syai.g_02627
OG0000199	Praa.g_00170	Syai.g_02635
OG0000200	Praa.g_00184	Syai.g_02651
OG0000202	Praa.g_00193	Syai.g_02668
OG0000203	Praa.g_00194	Syai.g_02669
OG0000204	Praa.g_00195	Syai.g_02670
OG0000205	Praa.g_00202	Syai.g_02677
OG0000206	Praa.g_00207	Syai.g_02684
OG0000207	Praa.g_00209	Syai.g_02686
OG0000208	Praa.g_00210	Syai.g_02687
OG0000209	Praa.g_00219	Syai.g_02699
OG0000210	Praa.g_00220	Syai.g_02700
OG0000212	Praa.g_00240	Syai.g_00544
OG0000213	Praa.g_00257	Syai.g_00292
OG0000214	Praa.g_00267	Syai.g_00276
OG0000215	Praa.g_00292	Syai.g_00245
OG0000216	Praa.g_00294	Syai.g_00241
OG0000217	Praa.g_00297	Syai.g_00237
OG0000218	Praa.g_00299	Syai.g_00235
OG0000219	Praa.g_00300	Syai.g_00234
OG0000220	Praa.g_00301	Syai.g_00233
OG0000221	Praa.g_00302	Syai.g_00227
OG0000222	Praa.g_00310	Syai.g_00215
OG0000223	Praa.g_00323	Syai.g_00194
OG0000224	Praa.g_00325	Syai.g_00186
OG0000225	Praa.g_00345	Syai.g_00502
OG0000226	Praa.g_00349	Syai.g_00506
OG0000227	Praa.g_00351	Syai.g_00508
OG0000228	Praa.g_00354	Syai.g_00516
OG0000229	Praa.g_00436	Syai.g_02228
OG0000230	Praa.g_00437	Syai.g_02226
OG0000231	Praa.g_00448	Syai.g_02208
OG0000232	Praa.g_00457	Syai.g_00846
OG0000233	Praa.g_00463	Syai.g_00855
OG0000234	Praa.g_00476	Syai.g_00866
OG0000235	Praa.g_00479	Syai.g_00637
OG0000236	Praa.g_00493	Syai.g_00652
OG0000237	Praa.g_00506	Syai.g_00669
OG0000238	Praa.g_00512	Syai.g_00674
OG0000239	Praa.g_00525	Syai.g_00691
OG0000240	Praa.g_00526	Syai.g_00692
OG0000241	Praa.g_00530	Syai.g_01089, Syai.g_01085
OG0000242	Praa.g_00532	Syai.g_00705
OG0000243	Praa.g_00544	Syai.g_00726
OG0000244	Praa.g_00547	Syai.g_00731
OG0000245	Praa.g_00549	Syai.g_00733
OG0000246	Praa.g_00553	Syai.g_00737
OG0000247	Praa.g_00563	Syai.g_00748
OG0000248	Praa.g_00565	Syai.g_00751
OG0000249	Praa.g_00567	Syai.g_00753
OG0000250	Praa.g_00572	Syai.g_00762
OG0000251	Praa.g_00591	Syai.g_00789
OG0000252	Praa.g_00594	Syai.g_00797
OG0000253	Praa.g_00595	Syai.g_00798
OG0000254	Praa.g_00611	Syai.g_01045
OG0000255	Praa.g_00617	Syai.g_01061
OG0000256	Praa.g_00627	Syai.g_01077
OG0000257	Praa.g_00630	Syai.g_01084
OG0000258	Praa.g_00643	Syai.g_01113
OG0000259	Praa.g_00660	Syai.g_01229
OG0000260	Praa.g_00663	Syai.g_01232
OG0000261	Praa.g_00665	Syai.g_01235
OG0000262	Praa.g_00669	Syai.g_01240
OG0000263	Praa.g_00681	Syai.g_01776
OG0000264	Praa.g_00691	Syai.g_01962
OG0000265	Praa.g_00711	Syai.g_02245
OG0000266	Praa.g_00721	Syai.g_01401
OG0000267	Praa.g_00732	Syai.g_01569
OG0000268	Praa.g_00733	Syai.g_01568
OG0000269	Praa.g_00798	Syai.g_01316
OG0000270	Praa.g_00801	Syai.g_01319
OG0000271	Praa.g_00809	Syai.g_01327
OG0000272	Praa.g_00810, Praa.g_00811	Syai.g_01328
OG0000273	Praa.g_00834	Syai.g_02037
OG0000274	Praa.g_00835	Syai.g_02038
OG0000275	Praa.g_00838	Syai.g_02043
OG0000276	Praa.g_00843	Syai.g_02051
OG0000277	Praa.g_00844	Syai.g_02052
OG0000278	Praa.g_00847	Syai.g_02055
OG0000279	Praa.g_00854	Syai.g_02063
OG0000280	Praa.g_00855	Syai.g_02084
OG0000281	Praa.g_00860	Syai.g_01719
OG0000282	Praa.g_00909	Syai.g_01263
OG0000283	Praa.g_00941	Syai.g_01554
OG0000284	Praa.g_00946	Syai.g_01548
OG0000285	Praa.g_00951	Syai.g_01522
OG0000286	Praa.g_00963	Syai.g_01504
OG0000288	Praa.g_01012	Syai.g_01435
OG0000289	Praa.g_01023	Syai.g_01421
OG0000290	Praa.g_01036	Syai.g_02010
OG0000291	Praa.g_01038	Syai.g_02008
OG0000292	Praa.g_01089	Syai.g_02926
OG0000293	Praa.g_01151	Syai.g_02155
OG0000294	Praa.g_01152	Syai.g_02154
OG0000295	Praa.g_01171	Syai.g_02117
OG0000296	Praa.g_01173	Syai.g_02115
OG0000297	Praa.g_01181	Syai.g_01754
OG0000298	Praa.g_01182	Syai.g_01755
OG0000299	Praa.g_01199	Syai.g_01783
OG0000300	Praa.g_01202	Syai.g_01790
OG0000301	Praa.g_01203	Syai.g_01791
OG0000302	Praa.g_01205	Syai.g_01793
OG0000303	Praa.g_01212	Syai.g_01802
OG0000304	Praa.g_01216	Syai.g_01826
OG0000305	Praa.g_01358	Syai.g_02005
OG0000306	Praa.g_01361	Syai.g_02090
OG0000307	Praa.g_01375	Syai.g_00619
OG0000308	Praa.g_01376	Syai.g_00617
OG0000309	Praa.g_01380	Syai.g_00612
OG0000310	Praa.g_01461	Syai.g_00989
OG0000311	Praa.g_01463	Syai.g_00985
OG0000312	Praa.g_01466	Syai.g_00966
OG0000313	Praa.g_01480	Syai.g_00949
OG0000314	Praa.g_01503	Syai.g_00908
OG0000315	Praa.g_01513	Syai.g_00897
OG0000316	Praa.g_01533	Syai.g_02320, Syai.g_02322
OG0000317	Praa.g_01633	Syai.g_02373
OG0000318	Praa.g_01636	Syai.g_02379
OG0000319	Praa.g_01649	Syai.g_02395
OG0000320	Praa.g_01651	Syai.g_02397
OG0000321	Praa.g_01652	Syai.g_02398
OG0000322	Praa.g_01653	Syai.g_02399
OG0000323	Praa.g_01662	Syai.g_02413
OG0000324	Praa.g_01690	Syai.g_02272
OG0000325	Praa.g_01700	Syai.g_00320
OG0000326	Praa.g_01706	Syai.g_00327
OG0000327	Praa.g_01734	Syai.g_00359
OG0000328	Praa.g_01735	Syai.g_00360
OG0000329	Praa.g_01752	Syai.g_00378
OG0000330	Praa.g_01753	Syai.g_00379
OG0000331	Praa.g_01754	Syai.g_00380
OG0000332	Praa.g_01768	Syai.g_00395
OG0000333	Praa.g_01770	Syai.g_00398
OG0000334	Praa.g_01778	Syai.g_00407
OG0000335	Praa.g_01783	Syai.g_00412
OG0000336	Praa.g_01787	Syai.g_00416
OG0000337	Praa.g_01804	Syai.g_00169
OG0000338	Praa.g_01805	Syai.g_00166
OG0000339	Praa.g_01809	Syai.g_00160
OG0000340	Praa.g_01817	Syai.g_00133
OG0000341	Praa.g_01819	Syai.g_00131
OG0000342	Praa.g_01820	Syai.g_00130
OG0000343	Praa.g_01821	Syai.g_00129
OG0000344	Praa.g_01824	Syai.g_00125
OG0000345	Praa.g_01829	Syai.g_00115
OG0000346	Praa.g_01833	Syai.g_00110
OG0000347	Praa.g_01849	Syai.g_00087
OG0000348	Praa.g_01859	Syai.g_00076
OG0000349	Praa.g_01876	Syai.g_00057
OG0000350	Praa.g_01894	Syai.g_00334
OG0000351	Praa.g_01911	Syai.g_02904
OG0000352	Praa.g_01912	Syai.g_02905
OG0000353	Praa.g_01927	Syai.g_02932
OG0000355	Praa.g_00001	Syai.g_00001
OG0000356	Praa.g_00002	Syai.g_00002
OG0000357	Praa.g_00003	Syai.g_00003
OG0000358	Praa.g_00007	Syai.g_00007
OG0000359	Praa.g_00008	Syai.g_00009
OG0000360	Praa.g_00009	Syai.g_00010
OG0000361	Praa.g_00010	Syai.g_00011
OG0000362	Praa.g_00012	Syai.g_00013
OG0000363	Praa.g_00014	Syai.g_00015
OG0000364	Praa.g_00015	Syai.g_00016
OG0000365	Praa.g_00020	Syai.g_00027
OG0000366	Praa.g_00021	Syai.g_00028
OG0000367	Praa.g_00022	Syai.g_00029
OG0000368	Praa.g_00024	Syai.g_00031
OG0000369	Praa.g_00025	Syai.g_00032
OG0000370	Praa.g_00026	Syai.g_00033
OG0000371	Praa.g_00032	Syai.g_00041
OG0000372	Praa.g_00035	Syai.g_00047
OG0000373	Praa.g_00036	Syai.g_00048
OG0000374	Praa.g_00037	Syai.g_00049
OG0000375	Praa.g_00040	Syai.g_00053
OG0000376	Praa.g_00042	Syai.g_00055
OG0000377	Praa.g_00045	Syai.g_02769
OG0000378	Praa.g_00047	Syai.g_02751
OG0000379	Praa.g_00050	Syai.g_02733
OG0000380	Praa.g_00066	Syai.g_02472
OG0000381	Praa.g_00070	Syai.g_02475
OG0000382	Praa.g_00081	Syai.g_02493
OG0000383	Praa.g_00083	Syai.g_02498
OG0000384	Praa.g_00084	Syai.g_02499
OG0000385	Praa.g_00085	Syai.g_02500
OG0000386	Praa.g_00086	Syai.g_02501
OG0000387	Praa.g_00099	Syai.g_02534
OG0000388	Praa.g_00102	Syai.g_02538
OG0000389	Praa.g_00106	Syai.g_02542
OG0000390	Praa.g_00113	Syai.g_02556
OG0000391	Praa.g_00116	Syai.g_02561
OG0000392	Praa.g_00120	Syai.g_02568
OG0000393	Praa.g_00122	Syai.g_02570
OG0000394	Praa.g_00123	Syai.g_02571
OG0000395	Praa.g_00124	Syai.g_02572
OG0000396	Praa.g_00127	Syai.g_02575
OG0000397	Praa.g_00129	Syai.g_02577
OG0000398	Praa.g_00131	Syai.g_02582
OG0000399	Praa.g_00132	Syai.g_02583
OG0000400	Praa.g_00133	Syai.g_02584
OG0000401	Praa.g_00134	Syai.g_02585
OG0000402	Praa.g_00136	Syai.g_02588
OG0000403	Praa.g_00137	Syai.g_02589
OG0000404	Praa.g_00138	Syai.g_02590
OG0000405	Praa.g_00142	Syai.g_02606
OG0000406	Praa.g_00147	Syai.g_02610
OG0000407	Praa.g_00148	Syai.g_02611
OG0000408	Praa.g_00150	Syai.g_02613
OG0000409	Praa.g_00152	Syai.g_02615
OG0000410	Praa.g_00153	Syai.g_02616
OG0000411	Praa.g_00154	Syai.g_02617
OG0000412	Praa.g_00155	Syai.g_02618
OG0000413	Praa.g_00156	Syai.g_02620
OG0000414	Praa.g_00157	Syai.g_02621
OG0000415	Praa.g_00158	Syai.g_02622
OG0000416	Praa.g_00159	Syai.g_02623
OG0000417	Praa.g_00160	Syai.g_02624
OG0000418	Praa.g_00165	Syai.g_02629
OG0000419	Praa.g_00167	Syai.g_02631
OG0000420	Praa.g_00168	Syai.g_02633
OG0000421	Praa.g_00173	Syai.g_02638
OG0000422	Praa.g_00174	Syai.g_02639
OG0000423	Praa.g_00175	Syai.g_02640
OG0000424	Praa.g_00176	Syai.g_02641
OG0000425	Praa.g_00177	Syai.g_02642
OG0000426	Praa.g_00178	Syai.g_02643
OG0000427	Praa.g_00179	Syai.g_02644
OG0000428	Praa.g_00181	Syai.g_02647
OG0000429	Praa.g_00182	Syai.g_02649
OG0000430	Praa.g_00183	Syai.g_02650
OG0000431	Praa.g_00185	Syai.g_02654
OG0000432	Praa.g_00188	Syai.g_02660
OG0000433	Praa.g_00189	Syai.g_02662
OG0000434	Praa.g_00190	Syai.g_02663
OG0000435	Praa.g_00191	Syai.g_02666
OG0000436	Praa.g_00196	Syai.g_02671
OG0000437	Praa.g_00197	Syai.g_02672
OG0000438	Praa.g_00198	Syai.g_02673
OG0000439	Praa.g_00200	Syai.g_02675
OG0000440	Praa.g_00201	Syai.g_02676
OG0000441	Praa.g_00204	Syai.g_02681
OG0000442	Praa.g_00205	Syai.g_02682
OG0000443	Praa.g_00206	Syai.g_02683
OG0000444	Praa.g_00211	Syai.g_02688
OG0000445	Praa.g_00212	Syai.g_02689
OG0000446	Praa.g_00213	Syai.g_02690
OG0000447	Praa.g_00214	Syai.g_02693
OG0000448	Praa.g_00215	Syai.g_02694
OG0000449	Praa.g_00216	Syai.g_02695
OG0000450	Praa.g_00217	Syai.g_02696
OG0000451	Praa.g_00218	Syai.g_02697
OG0000452	Praa.g_00221	Syai.g_02701
OG0000453	Praa.g_00222	Syai.g_02702
OG0000454	Praa.g_00223	Syai.g_02703
OG0000455	Praa.g_00224	Syai.g_02704
OG0000456	Praa.g_00225	Syai.g_02705
OG0000457	Praa.g_00226	Syai.g_02707
OG0000458	Praa.g_00227	Syai.g_02708
OG0000459	Praa.g_00228	Syai.g_02709
OG0000460	Praa.g_00235	Syai.g_00535
OG0000461	Praa.g_00242	Syai.g_00314
OG0000462	Praa.g_00244	Syai.g_00311
OG0000463	Praa.g_00245	Syai.g_00310
OG0000464	Praa.g_00246	Syai.g_00309
OG0000465	Praa.g_00247	Syai.g_00307
OG0000466	Praa.g_00250	Syai.g_00303
OG0000467	Praa.g_00251	Syai.g_00301
OG0000468	Praa.g_00253	Syai.g_00296
OG0000469	Praa.g_00262	Syai.g_00282
OG0000470	Praa.g_00264	Syai.g_00280
OG0000471	Praa.g_00265	Syai.g_00279
OG0000472	Praa.g_00266	Syai.g_00277
OG0000473	Praa.g_00268	Syai.g_00275
OG0000474	Praa.g_00269	Syai.g_00274
OG0000475	Praa.g_00270	Syai.g_00273
OG0000476	Praa.g_00271	Syai.g_00271
OG0000477	Praa.g_00275	Syai.g_00265
OG0000478	Praa.g_00276	Syai.g_00264
OG0000479	Praa.g_00277	Syai.g_00263
OG0000480	Praa.g_00282	Syai.g_00256
OG0000481	Praa.g_00284	Syai.g_00254
OG0000482	Praa.g_00285	Syai.g_00253
OG0000483	Praa.g_00288	Syai.g_00249
OG0000484	Praa.g_00289	Syai.g_00248
OG0000485	Praa.g_00290	Syai.g_00247
OG0000486	Praa.g_00291	Syai.g_00246
OG0000487	Praa.g_00295	Syai.g_00240
OG0000488	Praa.g_00298	Syai.g_00236
OG0000489	Praa.g_00303	Syai.g_00226
OG0000490	Praa.g_00308	Syai.g_00218
OG0000491	Praa.g_00309	Syai.g_00217
OG0000492	Praa.g_00311	Syai.g_00214
OG0000493	Praa.g_00312	Syai.g_00213
OG0000494	Praa.g_00313	Syai.g_00212
OG0000495	Praa.g_00314	Syai.g_00211
OG0000496	Praa.g_00315	Syai.g_00210
OG0000497	Praa.g_00316	Syai.g_00209
OG0000498	Praa.g_00317	Syai.g_00208
OG0000499	Praa.g_00318	Syai.g_00207
OG0000500	Praa.g_00319	Syai.g_00206
OG0000501	Praa.g_00321	Syai.g_00203
OG0000502	Praa.g_00324	Syai.g_00192
OG0000503	Praa.g_00334	Syai.g_00486
OG0000504	Praa.g_00335	Syai.g_00488
OG0000505	Praa.g_00336	Syai.g_00489
OG0000506	Praa.g_00338	Syai.g_00491
OG0000507	Praa.g_00340	Syai.g_00497
OG0000508	Praa.g_00344	Syai.g_00501
OG0000509	Praa.g_00346	Syai.g_00503
OG0000510	Praa.g_00347	Syai.g_00504
OG0000511	Praa.g_00348	Syai.g_00505
OG0000512	Praa.g_00350	Syai.g_00507
OG0000513	Praa.g_00357	Syai.g_00521
OG0000514	Praa.g_00431	Syai.g_00528
OG0000515	Praa.g_00432	Syai.g_00529
OG0000516	Praa.g_00433	Syai.g_02223
OG0000517	Praa.g_00435	Syai.g_02229
OG0000518	Praa.g_00445	Syai.g_02211
OG0000519	Praa.g_00446	Syai.g_02210
OG0000520	Praa.g_00447	Syai.g_02209
OG0000521	Praa.g_00452	Syai.g_00842
OG0000522	Praa.g_00454	Syai.g_00844
OG0000523	Praa.g_00455	Syai.g_00845
OG0000524	Praa.g_00461	Syai.g_00852
OG0000525	Praa.g_00464	Syai.g_00856
OG0000526	Praa.g_00465	Syai.g_00859
OG0000527	Praa.g_00473	Syai.g_00863
OG0000528	Praa.g_00478	Syai.g_00633
OG0000529	Praa.g_00481	Syai.g_00639
OG0000530	Praa.g_00484	Syai.g_00642
OG0000531	Praa.g_00485	Syai.g_00643
OG0000532	Praa.g_00487	Syai.g_00646
OG0000533	Praa.g_00488	Syai.g_00647
OG0000534	Praa.g_00489	Syai.g_00648
OG0000535	Praa.g_00490	Syai.g_00649
OG0000536	Praa.g_00491	Syai.g_00650
OG0000537	Praa.g_00492	Syai.g_00651
OG0000538	Praa.g_00500	Syai.g_00662
OG0000539	Praa.g_00501	Syai.g_00663
OG0000540	Praa.g_00502	Syai.g_00664
OG0000541	Praa.g_00503	Syai.g_00665
OG0000542	Praa.g_00505	Syai.g_00668
OG0000543	Praa.g_00507	Syai.g_00670
OG0000544	Praa.g_00508	Syai.g_00671
OG0000545	Praa.g_00510	Syai.g_00673
OG0000546	Praa.g_00513	Syai.g_00675
OG0000547	Praa.g_00515	Syai.g_00677
OG0000548	Praa.g_00516	Syai.g_00678
OG0000549	Praa.g_00518	Syai.g_00684
OG0000550	Praa.g_00523	Syai.g_00689
OG0000551	Praa.g_00527	Syai.g_00694
OG0000552	Praa.g_00528	Syai.g_00695
OG0000553	Praa.g_00529	Syai.g_00698
OG0000554	Praa.g_00534	Syai.g_00708
OG0000555	Praa.g_00543	Syai.g_00725
OG0000556	Praa.g_00545	Syai.g_00728
OG0000557	Praa.g_00546	Syai.g_00730
OG0000558	Praa.g_00548	Syai.g_00732
OG0000559	Praa.g_00552	Syai.g_00736
OG0000560	Praa.g_00555	Syai.g_00739
OG0000561	Praa.g_00556	Syai.g_00740
OG0000562	Praa.g_00557	Syai.g_00741
OG0000563	Praa.g_00558	Syai.g_00742
OG0000564	Praa.g_00559	Syai.g_00743
OG0000565	Praa.g_00562	Syai.g_00746
OG0000566	Praa.g_00564	Syai.g_00750
OG0000567	Praa.g_00568	Syai.g_00754
OG0000568	Praa.g_00569	Syai.g_00758
OG0000569	Praa.g_00570	Syai.g_00759
OG0000570	Praa.g_00571	Syai.g_00760
OG0000571	Praa.g_00573	Syai.g_00764
OG0000572	Praa.g_00586	Syai.g_00782
OG0000573	Praa.g_00592	Syai.g_00790
OG0000574	Praa.g_00593	Syai.g_00796
OG0000575	Praa.g_00597	Syai.g_00800
OG0000576	Praa.g_00599	Syai.g_00802
OG0000577	Praa.g_00600	Syai.g_00803
OG0000578	Praa.g_00601	Syai.g_00804
OG0000579	Praa.g_00602	Syai.g_00805
OG0000580	Praa.g_00603	Syai.g_00806
OG0000581	Praa.g_00605	Syai.g_00812
OG0000582	Praa.g_00608	Syai.g_01042
OG0000583	Praa.g_00609	Syai.g_01043
OG0000584	Praa.g_00610	Syai.g_01044
OG0000585	Praa.g_00612	Syai.g_01046
OG0000586	Praa.g_00613	Syai.g_01047
OG0000587	Praa.g_00614	Syai.g_01049
OG0000588	Praa.g_00618	Syai.g_01063
OG0000589	Praa.g_00621	Syai.g_01066
OG0000590	Praa.g_00622	Syai.g_01067
