Orthogroup	Praa	Prax
OG0000257	Praa.g_00630	Prax.g_00089
OG0000258	Praa.g_00643	Prax.g_00102
OG0000259	Praa.g_00660	Prax.g_00119
OG0000260	Praa.g_00663	Prax.g_00122
OG0000261	Praa.g_00665	Prax.g_00977
OG0000262	Praa.g_00669	Prax.g_00973
OG0000263	Praa.g_00681	Prax.g_00961
OG0000264	Praa.g_00691	Prax.g_00951
OG0000265	Praa.g_00711	Prax.g_00485
OG0000266	Praa.g_00721	Prax.g_00475
OG0000267	Praa.g_00732	Prax.g_00464
OG0000268	Praa.g_00733	Prax.g_00463
OG0000269	Praa.g_00798	Prax.g_00378
OG0000270	Praa.g_00801	Prax.g_00375
OG0000271	Praa.g_00809	Prax.g_00367
OG0000272	Praa.g_00811	Prax.g_00366
OG0000273	Praa.g_00834	Prax.g_00343
OG0000274	Praa.g_00835	Prax.g_00342
OG0000275	Praa.g_00838	Prax.g_00339
OG0000276	Praa.g_00843	Prax.g_00334
OG0000277	Praa.g_00844	Prax.g_00333
OG0000278	Praa.g_00847	Prax.g_00330
OG0000279	Praa.g_00854	Prax.g_00323
OG0000280	Praa.g_00855	Prax.g_00322
OG0000281	Praa.g_00860	Prax.g_00317
OG0000282	Praa.g_00909	Prax.g_00563
OG0000283	Praa.g_00941	Prax.g_00597
OG0000284	Praa.g_00946	Prax.g_00602
OG0000285	Praa.g_00951	Prax.g_00607
OG0000286	Praa.g_00963	Prax.g_00619
OG0000287	Praa.g_00980	Prax.g_01145
OG0000288	Praa.g_01012	Prax.g_01177
OG0000289	Praa.g_01023	Prax.g_01188
OG0000290	Praa.g_01036	Prax.g_01201
OG0000291	Praa.g_01038	Prax.g_01203
OG0000292	Praa.g_01089	Prax.g_01254
OG0000293	Praa.g_01151	Prax.g_00191
OG0000294	Praa.g_01152	Prax.g_00192
OG0000295	Praa.g_01171	Prax.g_00212
OG0000296	Praa.g_01173	Prax.g_00214
OG0000297	Praa.g_01181	Prax.g_00222
OG0000298	Praa.g_01182	Prax.g_00223
OG0000299	Praa.g_01199	Prax.g_00240
OG0000300	Praa.g_01202	Prax.g_00243
OG0000301	Praa.g_01203	Prax.g_00244
OG0000302	Praa.g_01205	Prax.g_00246
OG0000303	Praa.g_01212	Prax.g_00253
OG0000304	Praa.g_01216	Prax.g_00257
OG0000305	Praa.g_01358	Prax.g_01871
OG0000306	Praa.g_01361	Prax.g_01868
OG0000307	Praa.g_01375	Prax.g_01854
OG0000308	Praa.g_01376	Prax.g_01853
OG0000309	Praa.g_01380	Prax.g_01849
OG0000310	Praa.g_01461	Prax.g_01748
OG0000311	Praa.g_01463	Prax.g_01746
OG0000312	Praa.g_01466	Prax.g_01743
OG0000313	Praa.g_01480	Prax.g_01724
OG0000314	Praa.g_01503	Prax.g_01701
OG0000315	Praa.g_01513	Prax.g_01691
OG0000316	Praa.g_01533	Prax.g_01671
OG0000317	Praa.g_01633	Prax.g_01561
OG0000318	Praa.g_01636	Prax.g_01558
OG0000319	Praa.g_01649	Prax.g_01545
OG0000320	Praa.g_01651	Prax.g_01543
OG0000321	Praa.g_01652	Prax.g_01542
OG0000322	Praa.g_01653	Prax.g_01541
OG0000323	Praa.g_01662	Prax.g_01532
OG0000324	Praa.g_01690	Prax.g_01505
OG0000325	Praa.g_01700	Prax.g_01263
OG0000326	Praa.g_01706	Prax.g_01269
OG0000327	Praa.g_01734	Prax.g_01297
OG0000328	Praa.g_01735	Prax.g_01298
OG0000329	Praa.g_01752	Prax.g_01315
OG0000330	Praa.g_01753	Prax.g_01316
OG0000331	Praa.g_01754	Prax.g_01317
OG0000332	Praa.g_01768	Prax.g_01331
OG0000333	Praa.g_01770	Prax.g_01333
OG0000334	Praa.g_01778	Prax.g_01341
OG0000335	Praa.g_01783	Prax.g_01346
OG0000336	Praa.g_01787	Prax.g_01350
OG0000337	Praa.g_01804	Prax.g_01366
OG0000338	Praa.g_01805	Prax.g_01367
OG0000339	Praa.g_01809	Prax.g_01371
OG0000340	Praa.g_01817	Prax.g_01379
OG0000341	Praa.g_01819	Prax.g_01381
OG0000342	Praa.g_01820	Prax.g_01382
OG0000343	Praa.g_01821	Prax.g_01383
OG0000344	Praa.g_01824	Prax.g_01386
OG0000345	Praa.g_01829	Prax.g_01391
OG0000346	Praa.g_01833	Prax.g_01395
OG0000347	Praa.g_01849	Prax.g_01411
OG0000348	Praa.g_01859	Prax.g_01421
OG0000349	Praa.g_01876	Prax.g_01438
OG0000350	Praa.g_01894	Prax.g_01456
OG0000351	Praa.g_01911	Prax.g_01473
OG0000352	Praa.g_01912	Prax.g_01474
OG0000353	Praa.g_01927	Prax.g_01489
OG0000355	Praa.g_00001	Prax.g_01491
OG0000356	Praa.g_00002	Prax.g_01492
OG0000357	Praa.g_00003	Prax.g_01493
OG0000358	Praa.g_00007	Prax.g_01497
OG0000359	Praa.g_00008	Prax.g_01498
OG0000360	Praa.g_00009	Prax.g_01499
OG0000361	Praa.g_00010	Prax.g_01975
OG0000362	Praa.g_00012	Prax.g_01973
OG0000363	Praa.g_00014	Prax.g_00299
OG0000364	Praa.g_00015	Prax.g_00298
OG0000365	Praa.g_00020	Prax.g_00293
OG0000366	Praa.g_00021	Prax.g_00292
OG0000367	Praa.g_00022	Prax.g_00291
OG0000368	Praa.g_00024	Prax.g_00289
OG0000369	Praa.g_00025	Prax.g_00288
OG0000370	Praa.g_00026	Prax.g_00287
OG0000371	Praa.g_00032	Prax.g_00281
OG0000372	Praa.g_00035	Prax.g_00278
OG0000373	Praa.g_00036	Prax.g_00277
OG0000374	Praa.g_00037	Prax.g_00276
OG0000375	Praa.g_00040	Prax.g_00273
OG0000376	Praa.g_00042	Prax.g_00271
OG0000377	Praa.g_00045	Prax.g_00261
OG0000378	Praa.g_00047	Prax.g_00622
OG0000379	Praa.g_00050	Prax.g_00625
OG0000380	Praa.g_00066	Prax.g_00637
OG0000381	Praa.g_00070	Prax.g_00641
OG0000382	Praa.g_00081	Prax.g_00652
OG0000383	Praa.g_00083	Prax.g_00654
OG0000384	Praa.g_00084	Prax.g_00655
OG0000385	Praa.g_00085	Prax.g_00656
OG0000386	Praa.g_00086	Prax.g_00657
OG0000387	Praa.g_00099	Prax.g_01119
OG0000388	Praa.g_00102	Prax.g_01116
OG0000389	Praa.g_00106	Prax.g_01113
OG0000390	Praa.g_00113	Prax.g_01106
OG0000391	Praa.g_00116	Prax.g_01102
OG0000392	Praa.g_00120	Prax.g_01098
OG0000393	Praa.g_00122	Prax.g_01096
OG0000394	Praa.g_00123	Prax.g_01095
OG0000395	Praa.g_00124	Prax.g_01094
OG0000396	Praa.g_00127	Prax.g_01091
OG0000397	Praa.g_00129	Prax.g_01089
OG0000398	Praa.g_00131	Prax.g_01087
OG0000399	Praa.g_00132	Prax.g_01086
OG0000400	Praa.g_00133	Prax.g_01085
OG0000401	Praa.g_00134	Prax.g_01084
OG0000402	Praa.g_00136	Prax.g_01082
OG0000403	Praa.g_00137	Prax.g_01081
OG0000404	Praa.g_00138	Prax.g_01080
OG0000405	Praa.g_00142	Prax.g_01076
OG0000406	Praa.g_00147	Prax.g_01071
OG0000407	Praa.g_00148	Prax.g_01070
OG0000408	Praa.g_00150	Prax.g_01068
OG0000409	Praa.g_00152	Prax.g_01066
OG0000410	Praa.g_00153	Prax.g_01065
OG0000411	Praa.g_00154	Prax.g_01064
OG0000412	Praa.g_00155	Prax.g_01063
OG0000413	Praa.g_00156	Prax.g_01062
OG0000414	Praa.g_00157	Prax.g_01061
OG0000415	Praa.g_00158	Prax.g_01060
OG0000416	Praa.g_00159	Prax.g_01059
OG0000417	Praa.g_00160	Prax.g_01058
OG0000418	Praa.g_00165	Prax.g_01053
OG0000419	Praa.g_00167	Prax.g_01051
OG0000420	Praa.g_00168	Prax.g_01050
OG0000421	Praa.g_00173	Prax.g_01045
OG0000422	Praa.g_00174	Prax.g_01044
OG0000423	Praa.g_00175	Prax.g_01043
OG0000424	Praa.g_00176	Prax.g_01042
OG0000425	Praa.g_00177	Prax.g_01041
OG0000426	Praa.g_00178	Prax.g_01040
OG0000427	Praa.g_00179	Prax.g_01039
OG0000428	Praa.g_00181	Prax.g_01037
OG0000429	Praa.g_00182	Prax.g_01036
OG0000430	Praa.g_00183	Prax.g_01035
OG0000431	Praa.g_00185	Prax.g_01033
OG0000432	Praa.g_00188	Prax.g_01030
OG0000433	Praa.g_00189	Prax.g_01029
OG0000434	Praa.g_00190	Prax.g_01028
OG0000435	Praa.g_00191	Prax.g_01027
OG0000436	Praa.g_00196	Prax.g_01022
OG0000437	Praa.g_00197	Prax.g_01021
OG0000438	Praa.g_00198	Prax.g_01020
OG0000439	Praa.g_00200	Prax.g_01018
OG0000440	Praa.g_00201	Prax.g_01017
OG0000441	Praa.g_00204	Prax.g_01014
OG0000442	Praa.g_00205	Prax.g_01013
OG0000443	Praa.g_00206	Prax.g_01012
OG0000444	Praa.g_00211	Prax.g_01007
OG0000445	Praa.g_00212	Prax.g_01006
OG0000446	Praa.g_00213	Prax.g_01005
OG0000447	Praa.g_00214	Prax.g_01004
OG0000448	Praa.g_00215	Prax.g_01003
OG0000449	Praa.g_00216	Prax.g_01002
OG0000450	Praa.g_00217	Prax.g_01001
OG0000451	Praa.g_00218	Prax.g_01000
OG0000452	Praa.g_00221	Prax.g_00997
OG0000453	Praa.g_00222	Prax.g_00996
OG0000454	Praa.g_00223	Prax.g_00995
OG0000455	Praa.g_00224	Prax.g_00994
OG0000456	Praa.g_00225	Prax.g_00993
OG0000457	Praa.g_00226	Prax.g_00992
OG0000458	Praa.g_00227	Prax.g_00991
OG0000459	Praa.g_00228	Prax.g_00990
OG0000460	Praa.g_00235	Prax.g_00983
OG0000461	Praa.g_00242	Prax.g_00933
OG0000462	Praa.g_00244	Prax.g_00931
OG0000463	Praa.g_00245	Prax.g_00930
OG0000464	Praa.g_00246	Prax.g_00929
OG0000465	Praa.g_00247	Prax.g_00928
OG0000466	Praa.g_00250	Prax.g_00925
OG0000467	Praa.g_00251	Prax.g_00924
OG0000468	Praa.g_00253	Prax.g_00922
OG0000469	Praa.g_00262	Prax.g_00913
OG0000470	Praa.g_00264	Prax.g_00911
OG0000471	Praa.g_00265	Prax.g_00910
OG0000472	Praa.g_00266	Prax.g_00909
OG0000473	Praa.g_00268	Prax.g_00907
OG0000474	Praa.g_00269	Prax.g_00906
OG0000475	Praa.g_00270	Prax.g_00905
OG0000476	Praa.g_00271	Prax.g_00904
OG0000477	Praa.g_00275	Prax.g_00900
OG0000478	Praa.g_00276	Prax.g_00899
OG0000479	Praa.g_00277	Prax.g_00898
OG0000480	Praa.g_00282	Prax.g_00893
OG0000481	Praa.g_00284	Prax.g_00891
OG0000482	Praa.g_00285	Prax.g_00890
OG0000483	Praa.g_00288	Prax.g_00887
OG0000484	Praa.g_00289	Prax.g_00886
OG0000485	Praa.g_00290	Prax.g_00885
OG0000486	Praa.g_00291	Prax.g_00884
OG0000487	Praa.g_00295	Prax.g_00880
OG0000488	Praa.g_00298	Prax.g_00877
OG0000489	Praa.g_00303	Prax.g_00872
OG0000490	Praa.g_00308	Prax.g_00867
OG0000491	Praa.g_00309	Prax.g_00866
OG0000492	Praa.g_00311	Prax.g_00864
OG0000493	Praa.g_00312	Prax.g_00863
OG0000494	Praa.g_00313	Prax.g_00862
OG0000495	Praa.g_00314	Prax.g_00861
OG0000496	Praa.g_00315	Prax.g_00860
OG0000497	Praa.g_00316	Prax.g_00859
OG0000498	Praa.g_00317	Prax.g_00858
OG0000499	Praa.g_00318	Prax.g_00857
OG0000500	Praa.g_00319	Prax.g_00856
OG0000501	Praa.g_00321	Prax.g_00854
OG0000502	Praa.g_00324	Prax.g_00849
OG0000503	Praa.g_00334	Prax.g_00839
OG0000504	Praa.g_00335	Prax.g_00838
OG0000505	Praa.g_00336	Prax.g_00837
OG0000506	Praa.g_00338	Prax.g_00835
OG0000507	Praa.g_00340	Prax.g_00832
OG0000508	Praa.g_00344	Prax.g_00828
OG0000509	Praa.g_00346	Prax.g_00826
OG0000510	Praa.g_00347	Prax.g_00825
OG0000511	Praa.g_00348	Prax.g_00824
OG0000512	Praa.g_00350	Prax.g_00822
OG0000513	Praa.g_00357	Prax.g_00815
OG0000514	Praa.g_00431	Prax.g_00769
OG0000515	Praa.g_00432	Prax.g_00768
OG0000516	Praa.g_00433	Prax.g_00767
OG0000517	Praa.g_00435	Prax.g_00765
OG0000518	Praa.g_00445	Prax.g_00754
OG0000519	Praa.g_00446	Prax.g_00753
OG0000520	Praa.g_00447	Prax.g_00752
OG0000521	Praa.g_00452	Prax.g_00747
OG0000522	Praa.g_00454	Prax.g_00746
OG0000523	Praa.g_00455	Prax.g_00745
OG0000524	Praa.g_00461	Prax.g_00740
OG0000525	Praa.g_00464	Prax.g_00737
OG0000526	Praa.g_00465	Prax.g_00736
OG0000527	Praa.g_00473	Prax.g_00729
OG0000528	Praa.g_00478	Prax.g_00724
OG0000529	Praa.g_00481	Prax.g_00721
OG0000530	Praa.g_00484	Prax.g_00718
OG0000531	Praa.g_00485	Prax.g_00717
OG0000532	Praa.g_00487	Prax.g_00715
OG0000533	Praa.g_00488	Prax.g_00714
OG0000534	Praa.g_00489	Prax.g_00713
OG0000535	Praa.g_00490	Prax.g_00712
OG0000536	Praa.g_00491	Prax.g_00711
OG0000537	Praa.g_00492	Prax.g_00709
OG0000538	Praa.g_00500	Prax.g_00701
OG0000539	Praa.g_00501	Prax.g_00700
OG0000540	Praa.g_00502	Prax.g_00699
OG0000541	Praa.g_00503	Prax.g_00698
OG0000542	Praa.g_00505	Prax.g_00696
OG0000543	Praa.g_00507	Prax.g_00694
OG0000544	Praa.g_00508	Prax.g_00693
OG0000545	Praa.g_00510	Prax.g_00691
OG0000546	Praa.g_00513	Prax.g_00688
OG0000547	Praa.g_00515	Prax.g_00686
OG0000548	Praa.g_00516	Prax.g_00685
OG0000549	Praa.g_00518	Prax.g_00683
OG0000550	Praa.g_00523	Prax.g_00678
OG0000551	Praa.g_00527	Prax.g_00674
OG0000552	Praa.g_00528	Prax.g_00673
OG0000553	Praa.g_00529	Prax.g_00672
OG0000554	Praa.g_00534	Prax.g_00667
OG0000555	Praa.g_00543	Prax.g_00003
OG0000556	Praa.g_00545	Prax.g_00005
OG0000557	Praa.g_00546	Prax.g_00006
OG0000558	Praa.g_00548	Prax.g_00008
OG0000559	Praa.g_00552	Prax.g_00012
OG0000560	Praa.g_00555	Prax.g_00015
OG0000561	Praa.g_00556	Prax.g_00016
OG0000562	Praa.g_00557	Prax.g_00017
