Orthogroup	Praa	Syao
OG0000214	Praa.g_00267	Syao.g_02081
OG0000215	Praa.g_00292	Syao.g_02050
OG0000216	Praa.g_00294	Syao.g_02045
OG0000217	Praa.g_00297	Syao.g_02041
OG0000218	Praa.g_00299	Syao.g_02039
OG0000219	Praa.g_00300	Syao.g_02038
OG0000220	Praa.g_00301	Syao.g_02037
OG0000221	Praa.g_00302	Syao.g_02034
OG0000222	Praa.g_00310	Syao.g_02023
OG0000223	Praa.g_00323	Syao.g_00291
OG0000224	Praa.g_00325	Syao.g_01973
OG0000225	Praa.g_00345	Syao.g_01751
OG0000226	Praa.g_00349	Syao.g_01758
OG0000227	Praa.g_00351	Syao.g_01760
OG0000228	Praa.g_00354	Syao.g_01715
OG0000229	Praa.g_00436	Syao.g_01736
OG0000230	Praa.g_00437	Syao.g_01738
OG0000231	Praa.g_00448	Syao.g_01513
OG0000232	Praa.g_00457	Syao.g_00057
OG0000233	Praa.g_00463	Syao.g_02698
OG0000234	Praa.g_00476	Syao.g_02680
OG0000235	Praa.g_00479	Syao.g_00029
OG0000236	Praa.g_00493	Syao.g_00111
OG0000237	Praa.g_00506	Syao.g_00166
OG0000238	Praa.g_00512	Syao.g_00161
OG0000239	Praa.g_00525	Syao.g_01398
OG0000240	Praa.g_00526	Syao.g_01399
OG0000241	Praa.g_00530	Syao.g_00887
OG0000242	Praa.g_00532	Syao.g_01410
OG0000243	Praa.g_00544	Syao.g_00873
OG0000244	Praa.g_00547	Syao.g_00865
OG0000245	Praa.g_00549	Syao.g_00863
OG0000246	Praa.g_00553	Syao.g_00859
OG0000247	Praa.g_00563	Syao.g_00847
OG0000248	Praa.g_00565	Syao.g_00844
OG0000249	Praa.g_00567	Syao.g_00842
OG0000250	Praa.g_00572	Syao.g_00835
OG0000251	Praa.g_00591	Syao.g_01026
OG0000252	Praa.g_00594	Syao.g_01020
OG0000253	Praa.g_00595	Syao.g_01003
OG0000254	Praa.g_00611	Syao.g_01053
OG0000255	Praa.g_00617	Syao.g_01009
OG0000256	Praa.g_00627	Syao.g_01328
OG0000257	Praa.g_00630	Syao.g_00884
OG0000258	Praa.g_00643	Syao.g_00907
OG0000259	Praa.g_00660	Syao.g_00933, Syao.g_00932
OG0000260	Praa.g_00663	Syao.g_00936
OG0000261	Praa.g_00665	Syao.g_00941
OG0000262	Praa.g_00669	Syao.g_00946
OG0000263	Praa.g_00681	Syao.g_00247
OG0000264	Praa.g_00691	Syao.g_00699
OG0000265	Praa.g_00711	Syao.g_00049
OG0000266	Praa.g_00721	Syao.g_00480
OG0000267	Praa.g_00732	Syao.g_00589
OG0000268	Praa.g_00733	Syao.g_00588
OG0000269	Praa.g_00798	Syao.g_00751
OG0000270	Praa.g_00801	Syao.g_00754
OG0000271	Praa.g_00809	Syao.g_00762
OG0000272	Praa.g_00810, Praa.g_00811	Syao.g_00763
OG0000273	Praa.g_00834	Syao.g_00791
OG0000274	Praa.g_00835	Syao.g_00792
OG0000275	Praa.g_00838	Syao.g_00438
OG0000276	Praa.g_00843	Syao.g_00558
OG0000277	Praa.g_00844	Syao.g_00557
OG0000278	Praa.g_00847	Syao.g_00554
OG0000279	Praa.g_00854	Syao.g_00529
OG0000280	Praa.g_00855	Syao.g_00608
OG0000281	Praa.g_00860	Syao.g_01377
OG0000282	Praa.g_00909	Syao.g_00967
OG0000283	Praa.g_00941	Syao.g_00640
OG0000284	Praa.g_00946	Syao.g_00634
OG0000285	Praa.g_00951	Syao.g_00706
OG0000286	Praa.g_00963	Syao.g_00675
OG0000287	Praa.g_00980	Syao.g_00825
OG0000288	Praa.g_01012	Syao.g_00446
OG0000289	Praa.g_01023	Syao.g_00461
OG0000290	Praa.g_01036	Syao.g_00428
OG0000291	Praa.g_01038	Syao.g_00333
OG0000292	Praa.g_01089	Syao.g_02196
OG0000293	Praa.g_01151	Syao.g_00136
OG0000294	Praa.g_01152	Syao.g_00135
OG0000295	Praa.g_01171	Syao.g_00186
OG0000296	Praa.g_01173	Syao.g_00184
OG0000299	Praa.g_01199	Syao.g_00231
OG0000301	Praa.g_01203	Syao.g_00272, Syao.g_00273
OG0000302	Praa.g_01205	Syao.g_00271
OG0000303	Praa.g_01212	Syao.g_00262
OG0000304	Praa.g_01216	Syao.g_00256
OG0000305	Praa.g_01358	Syao.g_00388
OG0000306	Praa.g_01361	Syao.g_01216
OG0000307	Praa.g_01375	Syao.g_00045
OG0000308	Praa.g_01376	Syao.g_00047
OG0000309	Praa.g_01380	Syao.g_02705
OG0000310	Praa.g_01461	Syao.g_01530
OG0000311	Praa.g_01463	Syao.g_01533
OG0000312	Praa.g_01466	Syao.g_01538
OG0000313	Praa.g_01480	Syao.g_01491
OG0000314	Praa.g_01503	Syao.g_00078
OG0000315	Praa.g_01513	Syao.g_00088
OG0000316	Praa.g_01533	Syao.g_01602
OG0000317	Praa.g_01633	Syao.g_01560
OG0000318	Praa.g_01636	Syao.g_01553
OG0000319	Praa.g_01649	Syao.g_01678
OG0000320	Praa.g_01651	Syao.g_01676
OG0000321	Praa.g_01652	Syao.g_01675
OG0000322	Praa.g_01653	Syao.g_01674
OG0000323	Praa.g_01662	Syao.g_01661
OG0000324	Praa.g_01690	Syao.g_01630
OG0000325	Praa.g_01700	Syao.g_01936
OG0000326	Praa.g_01706	Syao.g_01918
OG0000327	Praa.g_01734	Syao.g_01795
OG0000328	Praa.g_01735	Syao.g_01794
OG0000329	Praa.g_01752	Syao.g_01776
OG0000330	Praa.g_01753	Syao.g_01775
OG0000331	Praa.g_01754	Syao.g_01774
OG0000332	Praa.g_01768	Syao.g_01813
OG0000333	Praa.g_01770	Syao.g_01810
OG0000334	Praa.g_01778	Syao.g_01836
OG0000335	Praa.g_01783	Syao.g_01831
OG0000336	Praa.g_01787	Syao.g_01827
OG0000337	Praa.g_01804	Syao.g_01968
OG0000338	Praa.g_01805	Syao.g_01962
OG0000339	Praa.g_01809	Syao.g_02259
OG0000340	Praa.g_01817	Syao.g_02129
OG0000341	Praa.g_01819	Syao.g_02131
OG0000342	Praa.g_01820	Syao.g_02132
OG0000343	Praa.g_01821	Syao.g_02133
OG0000344	Praa.g_01824	Syao.g_02137
OG0000345	Praa.g_01829	Syao.g_01953
OG0000346	Praa.g_01833	Syao.g_01948
OG0000347	Praa.g_01849	Syao.g_02178
OG0000348	Praa.g_01859	Syao.g_02166
OG0000349	Praa.g_01876	Syao.g_02219
OG0000350	Praa.g_01894	Syao.g_01925
OG0000351	Praa.g_01911	Syao.g_02331
OG0000352	Praa.g_01912	Syao.g_02332
OG0000353	Praa.g_01927	Syao.g_02160
OG0000355	Praa.g_00001	Syao.g_02162
OG0000356	Praa.g_00002	Syao.g_02163
OG0000357	Praa.g_00003	Syao.g_02164
OG0000358	Praa.g_00007	Syao.g_02154
OG0000359	Praa.g_00008	Syao.g_02152
OG0000360	Praa.g_00009	Syao.g_02151
OG0000361	Praa.g_00010	Syao.g_02150
OG0000362	Praa.g_00012	Syao.g_01954
OG0000363	Praa.g_00014	Syao.g_02255
OG0000364	Praa.g_00015	Syao.g_01558
OG0000365	Praa.g_00020	Syao.g_02246
OG0000366	Praa.g_00021	Syao.g_02245
OG0000367	Praa.g_00022	Syao.g_02244
OG0000368	Praa.g_00024	Syao.g_02242
OG0000369	Praa.g_00025	Syao.g_02241
OG0000370	Praa.g_00026	Syao.g_02240
OG0000371	Praa.g_00032	Syao.g_02231
OG0000372	Praa.g_00035	Syao.g_02226
OG0000373	Praa.g_00036	Syao.g_02225
OG0000374	Praa.g_00037	Syao.g_02224
OG0000375	Praa.g_00040	Syao.g_02223
OG0000376	Praa.g_00042	Syao.g_02221
OG0000377	Praa.g_00045	Syao.g_02429
OG0000378	Praa.g_00047	Syao.g_02414
OG0000379	Praa.g_00050	Syao.g_02409
OG0000380	Praa.g_00066	Syao.g_02616
OG0000381	Praa.g_00070	Syao.g_02618
OG0000382	Praa.g_00081	Syao.g_02636
OG0000383	Praa.g_00083	Syao.g_02643
OG0000384	Praa.g_00084	Syao.g_02644
OG0000385	Praa.g_00085	Syao.g_02645
OG0000386	Praa.g_00086	Syao.g_02646
OG0000387	Praa.g_00099	Syao.g_01019
OG0000388	Praa.g_00102	Syao.g_02596
OG0000389	Praa.g_00106	Syao.g_02599
OG0000390	Praa.g_00113	Syao.g_02567
OG0000391	Praa.g_00116	Syao.g_02572
OG0000392	Praa.g_00120	Syao.g_02578
OG0000393	Praa.g_00122	Syao.g_02581
OG0000394	Praa.g_00123	Syao.g_02582
OG0000395	Praa.g_00124	Syao.g_02583
OG0000396	Praa.g_00127	Syao.g_02586
OG0000397	Praa.g_00129	Syao.g_02542
OG0000398	Praa.g_00131	Syao.g_02547
OG0000399	Praa.g_00132	Syao.g_02548
OG0000400	Praa.g_00133	Syao.g_02549
OG0000401	Praa.g_00134	Syao.g_02550
OG0000402	Praa.g_00136	Syao.g_02552
OG0000403	Praa.g_00137	Syao.g_02553
OG0000404	Praa.g_00138	Syao.g_02554
OG0000405	Praa.g_00142	Syao.g_02478
OG0000406	Praa.g_00147	Syao.g_02482
OG0000407	Praa.g_00148	Syao.g_02483
OG0000408	Praa.g_00150	Syao.g_02485
OG0000409	Praa.g_00152	Syao.g_02487
OG0000410	Praa.g_00153	Syao.g_02488
OG0000411	Praa.g_00154	Syao.g_02489
OG0000412	Praa.g_00155	Syao.g_02490
OG0000413	Praa.g_00156	Syao.g_02492
OG0000414	Praa.g_00157	Syao.g_02493
OG0000415	Praa.g_00158	Syao.g_02494
OG0000416	Praa.g_00159	Syao.g_02495
OG0000417	Praa.g_00160	Syao.g_02497
OG0000418	Praa.g_00165	Syao.g_02502
OG0000419	Praa.g_00167	Syao.g_02504
OG0000420	Praa.g_00168	Syao.g_02506
OG0000421	Praa.g_00173	Syao.g_02510
OG0000422	Praa.g_00174	Syao.g_02511
OG0000423	Praa.g_00175	Syao.g_02512
OG0000424	Praa.g_00176	Syao.g_02513
OG0000425	Praa.g_00177	Syao.g_02514
OG0000426	Praa.g_00178	Syao.g_02515
OG0000427	Praa.g_00179	Syao.g_02516
OG0000428	Praa.g_00181	Syao.g_02519
OG0000429	Praa.g_00182	Syao.g_02522
OG0000430	Praa.g_00183	Syao.g_02523
OG0000431	Praa.g_00185	Syao.g_02526
OG0000432	Praa.g_00188	Syao.g_02532
OG0000433	Praa.g_00189	Syao.g_02534
OG0000434	Praa.g_00190	Syao.g_02535
OG0000435	Praa.g_00191	Syao.g_02538
OG0000436	Praa.g_00196	Syao.g_02458
OG0000437	Praa.g_00197	Syao.g_02459
OG0000438	Praa.g_00198	Syao.g_02460
OG0000439	Praa.g_00200	Syao.g_02462
OG0000440	Praa.g_00201	Syao.g_02463
OG0000441	Praa.g_00204	Syao.g_02466
OG0000442	Praa.g_00205	Syao.g_02467
OG0000443	Praa.g_00206	Syao.g_02468
OG0000444	Praa.g_00211	Syao.g_02473
OG0000445	Praa.g_00212	Syao.g_02474
OG0000446	Praa.g_00213	Syao.g_02476
OG0000447	Praa.g_00214	Syao.g_02383
OG0000448	Praa.g_00215	Syao.g_02384
OG0000449	Praa.g_00216	Syao.g_02385
OG0000450	Praa.g_00217	Syao.g_02391
OG0000451	Praa.g_00218	Syao.g_02392
OG0000452	Praa.g_00221	Syao.g_02396
OG0000453	Praa.g_00222	Syao.g_02397
OG0000454	Praa.g_00223	Syao.g_02398
OG0000455	Praa.g_00224	Syao.g_02399
OG0000456	Praa.g_00225	Syao.g_02400
OG0000457	Praa.g_00226	Syao.g_02402
OG0000458	Praa.g_00227	Syao.g_02403
OG0000459	Praa.g_00228	Syao.g_02404
OG0000460	Praa.g_00235	Syao.g_01702
OG0000461	Praa.g_00242	Syao.g_02119
OG0000462	Praa.g_00244	Syao.g_02116
OG0000463	Praa.g_00245	Syao.g_02115
OG0000464	Praa.g_00246	Syao.g_02114
OG0000465	Praa.g_00247	Syao.g_02112
OG0000466	Praa.g_00250	Syao.g_02107
OG0000467	Praa.g_00251	Syao.g_02106
OG0000468	Praa.g_00253	Syao.g_02102
OG0000469	Praa.g_00262	Syao.g_02087
OG0000470	Praa.g_00264	Syao.g_02085
OG0000471	Praa.g_00265	Syao.g_02084
OG0000472	Praa.g_00266	Syao.g_02082
OG0000473	Praa.g_00268	Syao.g_02080
OG0000474	Praa.g_00269	Syao.g_02079
OG0000475	Praa.g_00270	Syao.g_02078
OG0000476	Praa.g_00271	Syao.g_02076
OG0000477	Praa.g_00275	Syao.g_02069
OG0000478	Praa.g_00276	Syao.g_02068
OG0000479	Praa.g_00277	Syao.g_02067
OG0000480	Praa.g_00282	Syao.g_02060
OG0000481	Praa.g_00284	Syao.g_01012
OG0000482	Praa.g_00285	Syao.g_02058
OG0000483	Praa.g_00288	Syao.g_02054
OG0000484	Praa.g_00289	Syao.g_02053
OG0000485	Praa.g_00290	Syao.g_02052
OG0000486	Praa.g_00291	Syao.g_02051
OG0000487	Praa.g_00295	Syao.g_02044
OG0000488	Praa.g_00298	Syao.g_02040
OG0000489	Praa.g_00303	Syao.g_02033
OG0000490	Praa.g_00308	Syao.g_02025
OG0000491	Praa.g_00309	Syao.g_02024
OG0000492	Praa.g_00311	Syao.g_02022
OG0000493	Praa.g_00312	Syao.g_02021
OG0000494	Praa.g_00313	Syao.g_02020
OG0000495	Praa.g_00314	Syao.g_02018
OG0000496	Praa.g_00315	Syao.g_02017
OG0000497	Praa.g_00316	Syao.g_02016
OG0000498	Praa.g_00317	Syao.g_02015
OG0000499	Praa.g_00318	Syao.g_02014
OG0000500	Praa.g_00319	Syao.g_02013
OG0000501	Praa.g_00321	Syao.g_02010
OG0000502	Praa.g_00324	Syao.g_01974
OG0000503	Praa.g_00334	Syao.g_01877
OG0000504	Praa.g_00335	Syao.g_01875
OG0000505	Praa.g_00336	Syao.g_01874
OG0000506	Praa.g_00338	Syao.g_01872
OG0000507	Praa.g_00340	Syao.g_01866
OG0000508	Praa.g_00344	Syao.g_01750
OG0000509	Praa.g_00346	Syao.g_01755
OG0000510	Praa.g_00347	Syao.g_01756
OG0000511	Praa.g_00348	Syao.g_01757
OG0000512	Praa.g_00350	Syao.g_01759
OG0000513	Praa.g_00357	Syao.g_01720
OG0000514	Praa.g_00431	Syao.g_01727
OG0000515	Praa.g_00432	Syao.g_01728
OG0000516	Praa.g_00433	Syao.g_01730
OG0000517	Praa.g_00435	Syao.g_01735
OG0000518	Praa.g_00445	Syao.g_01621
OG0000519	Praa.g_00446	Syao.g_01622
OG0000520	Praa.g_00447	Syao.g_01512
OG0000521	Praa.g_00452	Syao.g_00061
OG0000522	Praa.g_00454	Syao.g_00059
OG0000523	Praa.g_00455	Syao.g_00058
OG0000524	Praa.g_00461	Syao.g_02699
OG0000525	Praa.g_00464	Syao.g_02691
OG0000526	Praa.g_00465	Syao.g_02688
OG0000527	Praa.g_00473	Syao.g_02684
OG0000528	Praa.g_00478	Syao.g_00031
OG0000529	Praa.g_00481	Syao.g_00027
OG0000530	Praa.g_00484	Syao.g_00122
OG0000531	Praa.g_00485	Syao.g_00121
OG0000532	Praa.g_00487	Syao.g_00118
OG0000533	Praa.g_00488	Syao.g_00116
OG0000534	Praa.g_00489	Syao.g_00115
OG0000535	Praa.g_00490	Syao.g_00114
OG0000536	Praa.g_00491	Syao.g_00113
OG0000537	Praa.g_00492	Syao.g_00112
OG0000538	Praa.g_00500	Syao.g_00100
OG0000539	Praa.g_00501	Syao.g_00099
OG0000540	Praa.g_00502	Syao.g_00098
OG0000541	Praa.g_00503	Syao.g_00097
OG0000542	Praa.g_00505	Syao.g_00167
OG0000543	Praa.g_00507	Syao.g_00165
OG0000544	Praa.g_00508	Syao.g_00164
OG0000545	Praa.g_00510	Syao.g_00162
OG0000546	Praa.g_00513	Syao.g_00160
OG0000547	Praa.g_00515	Syao.g_00158
OG0000548	Praa.g_00516	Syao.g_00157
OG0000549	Praa.g_00518	Syao.g_01391
OG0000550	Praa.g_00523	Syao.g_01396
OG0000551	Praa.g_00527	Syao.g_01401
OG0000552	Praa.g_00528	Syao.g_01402
OG0000553	Praa.g_00529	Syao.g_01404
OG0000554	Praa.g_00534	Syao.g_01413
OG0000555	Praa.g_00543	Syao.g_00875
OG0000556	Praa.g_00545	Syao.g_00871
OG0000557	Praa.g_00546	Syao.g_00866
OG0000558	Praa.g_00548	Syao.g_00864
OG0000559	Praa.g_00552	Syao.g_00860
OG0000560	Praa.g_00555	Syao.g_00857
OG0000561	Praa.g_00556	Syao.g_00856
OG0000562	Praa.g_00557	Syao.g_00855
OG0000563	Praa.g_00558	Syao.g_00854
OG0000564	Praa.g_00559	Syao.g_00853
OG0000565	Praa.g_00562	Syao.g_00849
OG0000566	Praa.g_00564	Syao.g_00845
OG0000567	Praa.g_00568	Syao.g_00841
OG0000568	Praa.g_00569	Syao.g_00839
OG0000569	Praa.g_00570	Syao.g_00838
OG0000570	Praa.g_00571	Syao.g_00837
OG0000571	Praa.g_00573	Syao.g_00834
OG0000572	Praa.g_00586	Syao.g_01033
OG0000573	Praa.g_00592	Syao.g_01022
OG0000574	Praa.g_00593	Syao.g_01021
OG0000575	Praa.g_00597	Syao.g_01000
OG0000576	Praa.g_00599	Syao.g_00996
OG0000577	Praa.g_00600	Syao.g_00995
OG0000578	Praa.g_00601	Syao.g_00994
OG0000579	Praa.g_00602	Syao.g_00993
OG0000580	Praa.g_00603	Syao.g_00992
OG0000581	Praa.g_00605	Syao.g_01059
OG0000582	Praa.g_00608	Syao.g_01204
OG0000583	Praa.g_00609	Syao.g_01205
OG0000584	Praa.g_00610	Syao.g_01206
OG0000585	Praa.g_00612	Syao.g_01054
OG0000586	Praa.g_00613	Syao.g_01055
OG0000587	Praa.g_00614	Syao.g_01057
OG0000588	Praa.g_00618	Syao.g_00406
OG0000589	Praa.g_00621	Syao.g_01342
OG0000590	Praa.g_00622	Syao.g_01341
OG0000591	Praa.g_00625	Syao.g_01330
OG0000592	Praa.g_00626	Syao.g_01329
OG0000593	Praa.g_00632	Syao.g_00890
OG0000594	Praa.g_00633	Syao.g_00891
OG0000595	Praa.g_00634	Syao.g_00892
OG0000596	Praa.g_00638	Syao.g_00897
OG0000597	Praa.g_00640	Syao.g_00900
OG0000598	Praa.g_00641	Syao.g_00901
OG0000599	Praa.g_00644	Syao.g_00908
OG0000600	Praa.g_00645	Syao.g_00909
OG0000601	Praa.g_00646	Syao.g_00910
