Orthogroup	Praa	Syaq
OG0000214	Praa.g_00267	Syaq.g_00745
OG0000215	Praa.g_00292	Syaq.g_00777
OG0000216	Praa.g_00294	Syaq.g_00781
OG0000217	Praa.g_00297	Syaq.g_00844
OG0000218	Praa.g_00299	Syaq.g_00846
OG0000219	Praa.g_00300	Syaq.g_00847
OG0000220	Praa.g_00301	Syaq.g_00848
OG0000221	Praa.g_00302	Syaq.g_00856
OG0000222	Praa.g_00310	Syaq.g_00868
OG0000223	Praa.g_00323	Syaq.g_00946
OG0000224	Praa.g_00325	Syaq.g_00950
OG0000225	Praa.g_00345	Syaq.g_00543
OG0000226	Praa.g_00349	Syaq.g_00536
OG0000227	Praa.g_00351	Syaq.g_00534
OG0000228	Praa.g_00354	Syaq.g_00531
OG0000229	Praa.g_00436	Syaq.g_00501
OG0000230	Praa.g_00437	Syaq.g_00499
OG0000231	Praa.g_00448	Syaq.g_00485
OG0000232	Praa.g_00457	Syaq.g_00472
OG0000233	Praa.g_00463	Syaq.g_00464
OG0000234	Praa.g_00476	Syaq.g_00440
OG0000235	Praa.g_00479	Syaq.g_01771
OG0000236	Praa.g_00493	Syaq.g_01787
OG0000237	Praa.g_00506	Syaq.g_01805
OG0000238	Praa.g_00512	Syaq.g_01810
OG0000239	Praa.g_00525	Syaq.g_01826
OG0000240	Praa.g_00526	Syaq.g_01827
OG0000241	Praa.g_00530	Syaq.g_02074
OG0000242	Praa.g_00532	Syaq.g_01836
OG0000243	Praa.g_00544	Syaq.g_01922
OG0000244	Praa.g_00547	Syaq.g_01928
OG0000245	Praa.g_00549	Syaq.g_01930
OG0000246	Praa.g_00553	Syaq.g_01934
OG0000247	Praa.g_00563	Syaq.g_01945
OG0000248	Praa.g_00565	Syaq.g_01948
OG0000249	Praa.g_00567	Syaq.g_01950
OG0000250	Praa.g_00572	Syaq.g_01958
OG0000251	Praa.g_00591	Syaq.g_01984
OG0000252	Praa.g_00594	Syaq.g_01987
OG0000253	Praa.g_00595	Syaq.g_01989
OG0000254	Praa.g_00611	Syaq.g_02016
OG0000255	Praa.g_00617	Syaq.g_02041
OG0000256	Praa.g_00627	Syaq.g_02068
OG0000257	Praa.g_00630	Syaq.g_02073
OG0000258	Praa.g_00643	Syaq.g_02095
OG0000259	Praa.g_00660	Syaq.g_02239
OG0000260	Praa.g_00663	Syaq.g_02242
OG0000261	Praa.g_00665	Syaq.g_02245
OG0000262	Praa.g_00669	Syaq.g_02250
OG0000263	Praa.g_00681	Syaq.g_00185
OG0000264	Praa.g_00691	Syaq.g_02582
OG0000266	Praa.g_00721	Syaq.g_00037
OG0000267	Praa.g_00732	Syaq.g_02430
OG0000268	Praa.g_00733	Syaq.g_02431
OG0000269	Praa.g_00798	Syaq.g_02335
OG0000270	Praa.g_00801	Syaq.g_02338
OG0000271	Praa.g_00809	Syaq.g_02346
OG0000272	Praa.g_00810, Praa.g_00811	Syaq.g_02347
OG0000273	Praa.g_00834	Syaq.g_02376
OG0000274	Praa.g_00835	Syaq.g_02377
OG0000275	Praa.g_00838	Syaq.g_02380
OG0000276	Praa.g_00843	Syaq.g_02387
OG0000277	Praa.g_00844	Syaq.g_02388
OG0000278	Praa.g_00847	Syaq.g_02391
OG0000279	Praa.g_00854	Syaq.g_02401
OG0000280	Praa.g_00855	Syaq.g_02410
OG0000281	Praa.g_00860	Syaq.g_02224
OG0000282	Praa.g_00909	Syaq.g_02271
OG0000283	Praa.g_00941	Syaq.g_02445
OG0000284	Praa.g_00946	Syaq.g_02450
OG0000285	Praa.g_00951	Syaq.g_02466
OG0000286	Praa.g_00963	Syaq.g_02484
OG0000288	Praa.g_01012	Syaq.g_00067
OG0000289	Praa.g_01023	Syaq.g_00053
OG0000290	Praa.g_01036	Syaq.g_02682
OG0000291	Praa.g_01038	Syaq.g_02680
OG0000292	Praa.g_01089	Syaq.g_01157
OG0000293	Praa.g_01151	Syaq.g_00262
OG0000294	Praa.g_01152	Syaq.g_00261
OG0000295	Praa.g_01171	Syaq.g_00220
OG0000296	Praa.g_01173	Syaq.g_00218
OG0000297	Praa.g_01181	Syaq.g_00205
OG0000298	Praa.g_01182	Syaq.g_00204
OG0000299	Praa.g_01199	Syaq.g_00171
OG0000300	Praa.g_01202	Syaq.g_00164
OG0000301	Praa.g_01203	Syaq.g_00163
OG0000302	Praa.g_01205	Syaq.g_00162
OG0000303	Praa.g_01212	Syaq.g_00152
OG0000304	Praa.g_01216	Syaq.g_00146
OG0000305	Praa.g_01358	Syaq.g_02677
OG0000306	Praa.g_01361	Syaq.g_01861
OG0000307	Praa.g_01375	Syaq.g_01754
OG0000308	Praa.g_01376	Syaq.g_01752
OG0000309	Praa.g_01380	Syaq.g_01747
OG0000310	Praa.g_01461	Syaq.g_00347
OG0000311	Praa.g_01463	Syaq.g_00352
OG0000312	Praa.g_01466	Syaq.g_00359
OG0000313	Praa.g_01480	Syaq.g_00379
OG0000314	Praa.g_01503	Syaq.g_00408
OG0000315	Praa.g_01513	Syaq.g_00418
OG0000316	Praa.g_01533	Syaq.g_01716
OG0000317	Praa.g_01633	Syaq.g_01675
OG0000318	Praa.g_01636	Syaq.g_01672
OG0000319	Praa.g_01649	Syaq.g_01657
OG0000320	Praa.g_01651	Syaq.g_01655
OG0000321	Praa.g_01652	Syaq.g_01654
OG0000322	Praa.g_01653	Syaq.g_01653
OG0000323	Praa.g_01662	Syaq.g_01638
OG0000324	Praa.g_01690	Syaq.g_01605
OG0000325	Praa.g_01700	Syaq.g_00693
OG0000326	Praa.g_01706	Syaq.g_00686
OG0000327	Praa.g_01734	Syaq.g_00652
OG0000328	Praa.g_01735	Syaq.g_00651
OG0000329	Praa.g_01752	Syaq.g_00633
OG0000330	Praa.g_01753	Syaq.g_00632
OG0000331	Praa.g_01754	Syaq.g_00631
OG0000332	Praa.g_01768	Syaq.g_00616
OG0000333	Praa.g_01770	Syaq.g_00613
OG0000334	Praa.g_01778	Syaq.g_00603
OG0000335	Praa.g_01783	Syaq.g_00598
OG0000336	Praa.g_01787	Syaq.g_00594
OG0000337	Praa.g_01804	Syaq.g_00975
OG0000338	Praa.g_01805	Syaq.g_00981
OG0000339	Praa.g_01809	Syaq.g_00988
OG0000340	Praa.g_01817	Syaq.g_01005
OG0000341	Praa.g_01819	Syaq.g_01007
OG0000342	Praa.g_01820	Syaq.g_01008
OG0000343	Praa.g_01821	Syaq.g_01010
OG0000344	Praa.g_01824	Syaq.g_01014
OG0000345	Praa.g_01829	Syaq.g_01024
OG0000346	Praa.g_01833	Syaq.g_01029
OG0000347	Praa.g_01849	Syaq.g_01057
OG0000348	Praa.g_01859	Syaq.g_01070
OG0000349	Praa.g_01876	Syaq.g_01099
OG0000350	Praa.g_01894	Syaq.g_00679
OG0000351	Praa.g_01911	Syaq.g_01179
OG0000352	Praa.g_01912	Syaq.g_01178
OG0000353	Praa.g_01927	Syaq.g_01151
OG0000355	Praa.g_00001	Syaq.g_01149
OG0000356	Praa.g_00002	Syaq.g_01148
OG0000357	Praa.g_00003	Syaq.g_01147
OG0000358	Praa.g_00007	Syaq.g_01143
OG0000359	Praa.g_00008	Syaq.g_01141
OG0000360	Praa.g_00009	Syaq.g_01140
OG0000361	Praa.g_00010	Syaq.g_01139
OG0000362	Praa.g_00012	Syaq.g_01137
OG0000363	Praa.g_00014	Syaq.g_01135
OG0000364	Praa.g_00015	Syaq.g_01134
OG0000365	Praa.g_00020	Syaq.g_01125
OG0000366	Praa.g_00021	Syaq.g_01124
OG0000367	Praa.g_00022	Syaq.g_01123
OG0000368	Praa.g_00024	Syaq.g_01121
OG0000369	Praa.g_00025	Syaq.g_01120
OG0000370	Praa.g_00026	Syaq.g_01119
OG0000371	Praa.g_00032	Syaq.g_01111
OG0000372	Praa.g_00035	Syaq.g_01106
OG0000373	Praa.g_00036	Syaq.g_01105
OG0000374	Praa.g_00037	Syaq.g_01104
OG0000375	Praa.g_00040	Syaq.g_01103
OG0000376	Praa.g_00042	Syaq.g_01101
OG0000377	Praa.g_00045	Syaq.g_01270
OG0000378	Praa.g_00047	Syaq.g_01286
OG0000379	Praa.g_00050	Syaq.g_01291
OG0000380	Praa.g_00066	Syaq.g_01560
OG0000381	Praa.g_00070	Syaq.g_01558
OG0000382	Praa.g_00081	Syaq.g_01540
OG0000383	Praa.g_00083	Syaq.g_01535
OG0000384	Praa.g_00084	Syaq.g_01534
OG0000385	Praa.g_00085	Syaq.g_01533
OG0000386	Praa.g_00086	Syaq.g_01532
OG0000387	Praa.g_00099	Syaq.g_01495
OG0000388	Praa.g_00102	Syaq.g_01491
OG0000389	Praa.g_00106	Syaq.g_01488
OG0000390	Praa.g_00113	Syaq.g_01473
OG0000391	Praa.g_00116	Syaq.g_01468
OG0000392	Praa.g_00120	Syaq.g_01463
OG0000393	Praa.g_00122	Syaq.g_01460
OG0000394	Praa.g_00123	Syaq.g_01459
OG0000395	Praa.g_00124	Syaq.g_01458
OG0000396	Praa.g_00127	Syaq.g_01455
OG0000397	Praa.g_00129	Syaq.g_01453
OG0000398	Praa.g_00131	Syaq.g_01448
OG0000399	Praa.g_00132	Syaq.g_01447
OG0000400	Praa.g_00133	Syaq.g_01446
OG0000401	Praa.g_00134	Syaq.g_01445
OG0000402	Praa.g_00136	Syaq.g_01443
OG0000403	Praa.g_00137	Syaq.g_01442
OG0000404	Praa.g_00138	Syaq.g_01440
OG0000405	Praa.g_00142	Syaq.g_01429
OG0000406	Praa.g_00147	Syaq.g_01422
OG0000407	Praa.g_00148	Syaq.g_01421
OG0000408	Praa.g_00150	Syaq.g_01419
OG0000409	Praa.g_00152	Syaq.g_01417
OG0000410	Praa.g_00153	Syaq.g_01416
OG0000411	Praa.g_00154	Syaq.g_01415
OG0000412	Praa.g_00155	Syaq.g_01414
OG0000413	Praa.g_00156	Syaq.g_01412
OG0000414	Praa.g_00157	Syaq.g_01411
OG0000415	Praa.g_00158	Syaq.g_01410
OG0000416	Praa.g_00159	Syaq.g_01409
OG0000417	Praa.g_00160	Syaq.g_01408
OG0000418	Praa.g_00165	Syaq.g_01403
OG0000419	Praa.g_00167	Syaq.g_01401
OG0000420	Praa.g_00168	Syaq.g_01400
OG0000421	Praa.g_00173	Syaq.g_01395
OG0000422	Praa.g_00174	Syaq.g_01394
OG0000423	Praa.g_00175	Syaq.g_01393
OG0000424	Praa.g_00176	Syaq.g_01392
OG0000425	Praa.g_00177	Syaq.g_01391
OG0000426	Praa.g_00178	Syaq.g_01390
OG0000427	Praa.g_00179	Syaq.g_01389
OG0000428	Praa.g_00181	Syaq.g_01386
OG0000429	Praa.g_00182	Syaq.g_01384
OG0000430	Praa.g_00183	Syaq.g_01383
OG0000431	Praa.g_00185	Syaq.g_01380
OG0000432	Praa.g_00188	Syaq.g_01374
OG0000433	Praa.g_00189	Syaq.g_01369
OG0000434	Praa.g_00190	Syaq.g_01368
OG0000435	Praa.g_00191	Syaq.g_01367
OG0000436	Praa.g_00196	Syaq.g_01361
OG0000437	Praa.g_00197	Syaq.g_01360
OG0000438	Praa.g_00198	Syaq.g_01359
OG0000439	Praa.g_00200	Syaq.g_01357
OG0000440	Praa.g_00201	Syaq.g_01356
OG0000441	Praa.g_00204	Syaq.g_01352
OG0000442	Praa.g_00205	Syaq.g_01350
OG0000443	Praa.g_00206	Syaq.g_01347
OG0000444	Praa.g_00211	Syaq.g_01333
OG0000445	Praa.g_00212	Syaq.g_01332
OG0000446	Praa.g_00213	Syaq.g_01330
OG0000447	Praa.g_00214	Syaq.g_01328
OG0000448	Praa.g_00215	Syaq.g_01327
OG0000449	Praa.g_00216	Syaq.g_01320
OG0000450	Praa.g_00217	Syaq.g_01313
OG0000451	Praa.g_00218	Syaq.g_01312
OG0000452	Praa.g_00221	Syaq.g_01308
OG0000453	Praa.g_00222	Syaq.g_01307
OG0000454	Praa.g_00223	Syaq.g_01306
OG0000455	Praa.g_00224	Syaq.g_01305
OG0000456	Praa.g_00225	Syaq.g_01304
OG0000457	Praa.g_00226	Syaq.g_01302
OG0000458	Praa.g_00227	Syaq.g_01299
OG0000459	Praa.g_00228	Syaq.g_01298
OG0000460	Praa.g_00235	Syaq.g_01577
OG0000461	Praa.g_00242	Syaq.g_00707
OG0000462	Praa.g_00244	Syaq.g_00710
OG0000463	Praa.g_00245	Syaq.g_00711
OG0000464	Praa.g_00246	Syaq.g_00712
OG0000465	Praa.g_00247	Syaq.g_00714
OG0000466	Praa.g_00250	Syaq.g_00718
OG0000467	Praa.g_00251	Syaq.g_00720
OG0000468	Praa.g_00253	Syaq.g_00725
OG0000469	Praa.g_00262	Syaq.g_00739
OG0000470	Praa.g_00264	Syaq.g_00741
OG0000471	Praa.g_00265	Syaq.g_00742
OG0000472	Praa.g_00266	Syaq.g_00744
OG0000473	Praa.g_00268	Syaq.g_00746
OG0000474	Praa.g_00269	Syaq.g_00747
OG0000475	Praa.g_00270	Syaq.g_00748
OG0000476	Praa.g_00271	Syaq.g_00750
OG0000477	Praa.g_00275	Syaq.g_00756
OG0000478	Praa.g_00276	Syaq.g_00757
OG0000479	Praa.g_00277	Syaq.g_00759
OG0000480	Praa.g_00282	Syaq.g_00766
OG0000481	Praa.g_00284	Syaq.g_00768
OG0000482	Praa.g_00285	Syaq.g_00769
OG0000483	Praa.g_00288	Syaq.g_00773
OG0000484	Praa.g_00289	Syaq.g_00774
OG0000485	Praa.g_00290	Syaq.g_00775
OG0000486	Praa.g_00291	Syaq.g_00776
OG0000487	Praa.g_00295	Syaq.g_00782
OG0000488	Praa.g_00298	Syaq.g_00845
OG0000489	Praa.g_00303	Syaq.g_00857
OG0000490	Praa.g_00308	Syaq.g_00864
OG0000491	Praa.g_00309	Syaq.g_00865
OG0000492	Praa.g_00311	Syaq.g_00869
OG0000493	Praa.g_00312	Syaq.g_00870
OG0000494	Praa.g_00313	Syaq.g_00871
OG0000495	Praa.g_00314	Syaq.g_00872
OG0000496	Praa.g_00315	Syaq.g_00873
OG0000497	Praa.g_00316	Syaq.g_00874
OG0000498	Praa.g_00317	Syaq.g_00875
OG0000499	Praa.g_00318	Syaq.g_00876
OG0000500	Praa.g_00319	Syaq.g_00877
OG0000501	Praa.g_00321	Syaq.g_00880
OG0000502	Praa.g_00324	Syaq.g_00953
OG0000503	Praa.g_00334	Syaq.g_00559
OG0000504	Praa.g_00335	Syaq.g_00557
OG0000505	Praa.g_00336	Syaq.g_00556
OG0000506	Praa.g_00338	Syaq.g_00554
OG0000507	Praa.g_00340	Syaq.g_00548
OG0000508	Praa.g_00344	Syaq.g_00544
OG0000509	Praa.g_00346	Syaq.g_00542
OG0000510	Praa.g_00347	Syaq.g_00538
OG0000511	Praa.g_00348	Syaq.g_00537
OG0000512	Praa.g_00350	Syaq.g_00535
OG0000513	Praa.g_00357	Syaq.g_00525
OG0000514	Praa.g_00431	Syaq.g_00514
OG0000515	Praa.g_00432	Syaq.g_00513
OG0000516	Praa.g_00433	Syaq.g_00509
OG0000517	Praa.g_00435	Syaq.g_00502
OG0000518	Praa.g_00445	Syaq.g_00490
OG0000519	Praa.g_00446	Syaq.g_00489
OG0000520	Praa.g_00447	Syaq.g_00488
OG0000521	Praa.g_00452	Syaq.g_00477
OG0000522	Praa.g_00454	Syaq.g_00475
OG0000523	Praa.g_00455	Syaq.g_00474
OG0000524	Praa.g_00461	Syaq.g_00469
OG0000525	Praa.g_00464	Syaq.g_00450
OG0000526	Praa.g_00465	Syaq.g_00448
OG0000527	Praa.g_00473	Syaq.g_00444
OG0000528	Praa.g_00478	Syaq.g_01768
OG0000529	Praa.g_00481	Syaq.g_01773
OG0000530	Praa.g_00484	Syaq.g_01776
OG0000531	Praa.g_00485	Syaq.g_01777
OG0000532	Praa.g_00487	Syaq.g_01780
OG0000533	Praa.g_00488	Syaq.g_01782
OG0000534	Praa.g_00489	Syaq.g_01783
OG0000535	Praa.g_00490	Syaq.g_01784
OG0000536	Praa.g_00491	Syaq.g_01785
OG0000537	Praa.g_00492	Syaq.g_01786
OG0000538	Praa.g_00500	Syaq.g_01798
OG0000539	Praa.g_00501	Syaq.g_01799
OG0000540	Praa.g_00502	Syaq.g_01800
OG0000541	Praa.g_00503	Syaq.g_01801
OG0000542	Praa.g_00505	Syaq.g_01804
OG0000543	Praa.g_00507	Syaq.g_01806
OG0000544	Praa.g_00508	Syaq.g_02567
OG0000545	Praa.g_00510	Syaq.g_01809
OG0000546	Praa.g_00513	Syaq.g_01811
OG0000547	Praa.g_00515	Syaq.g_01813
OG0000548	Praa.g_00516	Syaq.g_01814
OG0000549	Praa.g_00518	Syaq.g_01819
OG0000550	Praa.g_00523	Syaq.g_01824
OG0000551	Praa.g_00527	Syaq.g_01829
OG0000552	Praa.g_00528	Syaq.g_01830
OG0000553	Praa.g_00529	Syaq.g_01834
OG0000554	Praa.g_00534	Syaq.g_01839
OG0000555	Praa.g_00543	Syaq.g_01857
OG0000556	Praa.g_00545	Syaq.g_01925
OG0000557	Praa.g_00546	Syaq.g_01927
OG0000558	Praa.g_00548	Syaq.g_01929
OG0000559	Praa.g_00552	Syaq.g_01933
OG0000560	Praa.g_00555	Syaq.g_01936
OG0000561	Praa.g_00556	Syaq.g_01937
OG0000562	Praa.g_00557	Syaq.g_01938
OG0000563	Praa.g_00558	Syaq.g_01939
OG0000564	Praa.g_00559	Syaq.g_01940
OG0000565	Praa.g_00562	Syaq.g_01943
OG0000566	Praa.g_00564	Syaq.g_01947
OG0000567	Praa.g_00568	Syaq.g_01951
OG0000568	Praa.g_00569	Syaq.g_01954
OG0000569	Praa.g_00570	Syaq.g_01955
OG0000570	Praa.g_00571	Syaq.g_01956
OG0000571	Praa.g_00573	Syaq.g_01960
OG0000572	Praa.g_00586	Syaq.g_01977
OG0000573	Praa.g_00592	Syaq.g_01985
OG0000574	Praa.g_00593	Syaq.g_01986
OG0000575	Praa.g_00597	Syaq.g_01991
OG0000576	Praa.g_00599	Syaq.g_01993
OG0000577	Praa.g_00600	Syaq.g_01994
OG0000578	Praa.g_00601	Syaq.g_01995
OG0000579	Praa.g_00602	Syaq.g_01996
OG0000580	Praa.g_00603	Syaq.g_01997
OG0000581	Praa.g_00605	Syaq.g_02003
