Orthogroup	Praa	Syaf
OG0000313	Praa.g_01480	Syaf.g_02421
OG0000314	Praa.g_01503	Syaf.g_02458
OG0000315	Praa.g_01513	Syaf.g_02468
OG0000316	Praa.g_01533	Syaf.g_01088
OG0000317	Praa.g_01633	Syaf.g_01040
OG0000318	Praa.g_01636	Syaf.g_01032
OG0000319	Praa.g_01649	Syaf.g_01015
OG0000320	Praa.g_01651	Syaf.g_01013
OG0000321	Praa.g_01652	Syaf.g_01012
OG0000322	Praa.g_01653	Syaf.g_01011
OG0000323	Praa.g_01662	Syaf.g_00997
OG0000324	Praa.g_01690	Syaf.g_01164
OG0000325	Praa.g_01700	Syaf.g_00176
OG0000326	Praa.g_01706	Syaf.g_00169
OG0000327	Praa.g_01734	Syaf.g_00138
OG0000328	Praa.g_01735	Syaf.g_00137
OG0000329	Praa.g_01752	Syaf.g_00119
OG0000330	Praa.g_01753	Syaf.g_00118
OG0000331	Praa.g_01754	Syaf.g_00117
OG0000332	Praa.g_01768	Syaf.g_00102
OG0000333	Praa.g_01770	Syaf.g_00099
OG0000334	Praa.g_01778	Syaf.g_00090
OG0000335	Praa.g_01783	Syaf.g_00085
OG0000336	Praa.g_01787	Syaf.g_00081
OG0000337	Praa.g_01804	Syaf.g_00344
OG0000338	Praa.g_01805	Syaf.g_00348
OG0000339	Praa.g_01809	Syaf.g_00355
OG0000340	Praa.g_01817	Syaf.g_00366
OG0000341	Praa.g_01819	Syaf.g_00368
OG0000342	Praa.g_01820	Syaf.g_00369
OG0000343	Praa.g_01821	Syaf.g_00370
OG0000344	Praa.g_01824	Syaf.g_00374
OG0000345	Praa.g_01829	Syaf.g_00384
OG0000346	Praa.g_01833	Syaf.g_00389
OG0000347	Praa.g_01849	Syaf.g_00415
OG0000348	Praa.g_01859	Syaf.g_00427
OG0000349	Praa.g_01876	Syaf.g_00445
OG0000350	Praa.g_01894	Syaf.g_00162
OG0000351	Praa.g_01911	Syaf.g_00528
OG0000352	Praa.g_01912	Syaf.g_00527
OG0000353	Praa.g_01927	Syaf.g_00499
OG0000355	Praa.g_00001	Syaf.g_00497
OG0000356	Praa.g_00002	Syaf.g_00496
OG0000357	Praa.g_00003	Syaf.g_00495
OG0000358	Praa.g_00007	Syaf.g_00491
OG0000359	Praa.g_00008	Syaf.g_00489
OG0000360	Praa.g_00009	Syaf.g_00488
OG0000361	Praa.g_00010	Syaf.g_00487
OG0000362	Praa.g_00012	Syaf.g_00485
OG0000363	Praa.g_00014	Syaf.g_00483
OG0000364	Praa.g_00015	Syaf.g_00482
OG0000365	Praa.g_00020	Syaf.g_00473
OG0000366	Praa.g_00021	Syaf.g_00472
OG0000367	Praa.g_00022	Syaf.g_00471
OG0000368	Praa.g_00024	Syaf.g_00469
OG0000369	Praa.g_00025	Syaf.g_00468
OG0000370	Praa.g_00026	Syaf.g_00467
OG0000371	Praa.g_00032	Syaf.g_00458
OG0000372	Praa.g_00035	Syaf.g_00453
OG0000373	Praa.g_00036	Syaf.g_00452
OG0000374	Praa.g_00037	Syaf.g_00451
OG0000375	Praa.g_00040	Syaf.g_00449
OG0000376	Praa.g_00042	Syaf.g_00447
OG0000377	Praa.g_00045	Syaf.g_00654
OG0000378	Praa.g_00047	Syaf.g_00668
OG0000379	Praa.g_00050	Syaf.g_00686
OG0000380	Praa.g_00066	Syaf.g_00965
OG0000381	Praa.g_00070	Syaf.g_00962
OG0000382	Praa.g_00081	Syaf.g_00945
OG0000383	Praa.g_00083	Syaf.g_00941
OG0000384	Praa.g_00084	Syaf.g_00940
OG0000385	Praa.g_00085	Syaf.g_00939
OG0000386	Praa.g_00086	Syaf.g_00938
OG0000387	Praa.g_00099	Syaf.g_00912
OG0000388	Praa.g_00102	Syaf.g_00908
OG0000389	Praa.g_00106	Syaf.g_00904
OG0000390	Praa.g_00113	Syaf.g_00883
OG0000391	Praa.g_00116	Syaf.g_00878
OG0000392	Praa.g_00120	Syaf.g_00872
OG0000393	Praa.g_00122	Syaf.g_00870
OG0000394	Praa.g_00123	Syaf.g_00869
OG0000395	Praa.g_00124	Syaf.g_00868
OG0000396	Praa.g_00127	Syaf.g_00865
OG0000397	Praa.g_00129	Syaf.g_00863
OG0000398	Praa.g_00131	Syaf.g_00858
OG0000399	Praa.g_00132	Syaf.g_00857
OG0000400	Praa.g_00133	Syaf.g_00856
OG0000401	Praa.g_00134	Syaf.g_00855
OG0000402	Praa.g_00136	Syaf.g_00852
OG0000403	Praa.g_00137	Syaf.g_00851
OG0000404	Praa.g_00138	Syaf.g_00850
OG0000405	Praa.g_00142	Syaf.g_00835
OG0000406	Praa.g_00147	Syaf.g_00831
OG0000407	Praa.g_00148	Syaf.g_00830
OG0000408	Praa.g_00150	Syaf.g_00828
OG0000409	Praa.g_00152	Syaf.g_00826
OG0000410	Praa.g_00153	Syaf.g_00825
OG0000411	Praa.g_00154	Syaf.g_00824
OG0000412	Praa.g_00155	Syaf.g_00823
OG0000413	Praa.g_00156	Syaf.g_00821
OG0000414	Praa.g_00157	Syaf.g_00820
OG0000415	Praa.g_00158	Syaf.g_00819
OG0000416	Praa.g_00159	Syaf.g_00818
OG0000417	Praa.g_00160	Syaf.g_00817
OG0000418	Praa.g_00165	Syaf.g_00812
OG0000419	Praa.g_00167	Syaf.g_00810
OG0000420	Praa.g_00168	Syaf.g_00808
OG0000421	Praa.g_00173	Syaf.g_00803
OG0000422	Praa.g_00174	Syaf.g_00802
OG0000423	Praa.g_00175	Syaf.g_00801
OG0000424	Praa.g_00176	Syaf.g_00800
OG0000425	Praa.g_00177	Syaf.g_00799
OG0000426	Praa.g_00178	Syaf.g_00798
OG0000427	Praa.g_00179	Syaf.g_00797
OG0000428	Praa.g_00181	Syaf.g_00794
OG0000429	Praa.g_00182	Syaf.g_00792
OG0000430	Praa.g_00183	Syaf.g_00790
OG0000431	Praa.g_00185	Syaf.g_00786
OG0000432	Praa.g_00188	Syaf.g_00779
OG0000433	Praa.g_00189	Syaf.g_00777
OG0000434	Praa.g_00190	Syaf.g_00776
OG0000435	Praa.g_00191	Syaf.g_00772
OG0000436	Praa.g_00196	Syaf.g_00767
OG0000437	Praa.g_00197	Syaf.g_00766
OG0000438	Praa.g_00198	Syaf.g_00765
OG0000439	Praa.g_00200	Syaf.g_00763
OG0000440	Praa.g_00201	Syaf.g_00762
OG0000441	Praa.g_00204	Syaf.g_00756
OG0000442	Praa.g_00205	Syaf.g_00743
OG0000443	Praa.g_00206	Syaf.g_00739
OG0000444	Praa.g_00211	Syaf.g_00733
OG0000445	Praa.g_00212	Syaf.g_00729
OG0000446	Praa.g_00213	Syaf.g_00728
OG0000447	Praa.g_00214	Syaf.g_00725
OG0000448	Praa.g_00215	Syaf.g_00724
OG0000449	Praa.g_00216	Syaf.g_00723
OG0000450	Praa.g_00217	Syaf.g_00717
OG0000451	Praa.g_00218	Syaf.g_00716
OG0000452	Praa.g_00221	Syaf.g_00712
OG0000453	Praa.g_00222	Syaf.g_00711
OG0000454	Praa.g_00223	Syaf.g_00710
OG0000455	Praa.g_00224	Syaf.g_00709
OG0000456	Praa.g_00225	Syaf.g_00708
OG0000457	Praa.g_00226	Syaf.g_00706
OG0000458	Praa.g_00227	Syaf.g_00705
OG0000459	Praa.g_00228	Syaf.g_00704
OG0000460	Praa.g_00235	Syaf.g_02789
OG0000461	Praa.g_00242	Syaf.g_00183
OG0000462	Praa.g_00244	Syaf.g_00186
OG0000463	Praa.g_00245	Syaf.g_00187
OG0000464	Praa.g_00246	Syaf.g_00188
OG0000465	Praa.g_00247	Syaf.g_00190
OG0000466	Praa.g_00250	Syaf.g_00194
OG0000467	Praa.g_00251	Syaf.g_00196
OG0000468	Praa.g_00253	Syaf.g_00206
OG0000469	Praa.g_00262	Syaf.g_00220
OG0000470	Praa.g_00264	Syaf.g_00222
OG0000471	Praa.g_00265	Syaf.g_00223
OG0000472	Praa.g_00266	Syaf.g_00225
OG0000473	Praa.g_00268	Syaf.g_00227
OG0000474	Praa.g_00269	Syaf.g_00228
OG0000475	Praa.g_00270	Syaf.g_00229
OG0000476	Praa.g_00271	Syaf.g_00231
OG0000477	Praa.g_00275	Syaf.g_00237
OG0000478	Praa.g_00276	Syaf.g_00238
OG0000479	Praa.g_00277	Syaf.g_00239
OG0000480	Praa.g_00282	Syaf.g_00247
OG0000481	Praa.g_00284	Syaf.g_00249
OG0000482	Praa.g_00285	Syaf.g_00250
OG0000483	Praa.g_00288	Syaf.g_00254
OG0000484	Praa.g_00289	Syaf.g_00255
OG0000485	Praa.g_00290	Syaf.g_00256
OG0000486	Praa.g_00291	Syaf.g_00257
OG0000487	Praa.g_00295	Syaf.g_00263
OG0000488	Praa.g_00298	Syaf.g_00267
OG0000489	Praa.g_00303	Syaf.g_00274
OG0000490	Praa.g_00308	Syaf.g_00284
OG0000491	Praa.g_00309	Syaf.g_00285
OG0000492	Praa.g_00311	Syaf.g_00288
OG0000493	Praa.g_00312	Syaf.g_00289
OG0000494	Praa.g_00313	Syaf.g_00290
OG0000495	Praa.g_00314	Syaf.g_00291
OG0000496	Praa.g_00315	Syaf.g_00292
OG0000497	Praa.g_00316	Syaf.g_00293
OG0000498	Praa.g_00317	Syaf.g_00294
OG0000499	Praa.g_00318	Syaf.g_00295
OG0000500	Praa.g_00319	Syaf.g_00296
OG0000501	Praa.g_00321	Syaf.g_00299
OG0000502	Praa.g_00324	Syaf.g_00319
OG0000503	Praa.g_00334	Syaf.g_00023
OG0000504	Praa.g_00335	Syaf.g_00021
OG0000505	Praa.g_00336	Syaf.g_00020
OG0000506	Praa.g_00338	Syaf.g_00018
OG0000507	Praa.g_00340	Syaf.g_00012
OG0000508	Praa.g_00344	Syaf.g_00008
OG0000509	Praa.g_00346	Syaf.g_00006
OG0000510	Praa.g_00347	Syaf.g_00005
OG0000511	Praa.g_00348	Syaf.g_00004
OG0000512	Praa.g_00350	Syaf.g_00002
OG0000513	Praa.g_00357	Syaf.g_02803
OG0000514	Praa.g_00431	Syaf.g_02796
OG0000515	Praa.g_00432	Syaf.g_02795
OG0000516	Praa.g_00433	Syaf.g_01219
OG0000517	Praa.g_00435	Syaf.g_01213
OG0000518	Praa.g_00445	Syaf.g_01230
OG0000519	Praa.g_00446	Syaf.g_01231
OG0000520	Praa.g_00447	Syaf.g_01235
OG0000521	Praa.g_00452	Syaf.g_02542
OG0000522	Praa.g_00454	Syaf.g_02538
OG0000523	Praa.g_00455	Syaf.g_02537
OG0000524	Praa.g_00461	Syaf.g_02531
OG0000525	Praa.g_00464	Syaf.g_02507
OG0000526	Praa.g_00465	Syaf.g_02504
OG0000527	Praa.g_00473	Syaf.g_02500
OG0000528	Praa.g_00478	Syaf.g_02728
OG0000529	Praa.g_00481	Syaf.g_02720
OG0000530	Praa.g_00484	Syaf.g_02717
OG0000531	Praa.g_00485	Syaf.g_02716
OG0000532	Praa.g_00487	Syaf.g_02713
OG0000533	Praa.g_00488	Syaf.g_02712
OG0000534	Praa.g_00489	Syaf.g_02711
OG0000535	Praa.g_00490	Syaf.g_02710
OG0000536	Praa.g_00491	Syaf.g_02709
OG0000537	Praa.g_00492	Syaf.g_02708
OG0000538	Praa.g_00500	Syaf.g_02697
OG0000539	Praa.g_00501	Syaf.g_02696
OG0000540	Praa.g_00502	Syaf.g_02695
OG0000541	Praa.g_00503	Syaf.g_02694
OG0000542	Praa.g_00505	Syaf.g_02691
OG0000543	Praa.g_00507	Syaf.g_02689
OG0000544	Praa.g_00508	Syaf.g_02688
OG0000545	Praa.g_00510	Syaf.g_02686
OG0000546	Praa.g_00513	Syaf.g_02684
OG0000547	Praa.g_00515	Syaf.g_02682
OG0000548	Praa.g_00516	Syaf.g_02681
OG0000549	Praa.g_00518	Syaf.g_02676
OG0000550	Praa.g_00523	Syaf.g_02671
OG0000551	Praa.g_00527	Syaf.g_02666
OG0000552	Praa.g_00528	Syaf.g_02665
OG0000553	Praa.g_00529	Syaf.g_02663
OG0000554	Praa.g_00534	Syaf.g_02653
OG0000555	Praa.g_00543	Syaf.g_02635
OG0000556	Praa.g_00545	Syaf.g_02630
OG0000557	Praa.g_00546	Syaf.g_02628
OG0000558	Praa.g_00548	Syaf.g_02626
OG0000559	Praa.g_00552	Syaf.g_02622
OG0000560	Praa.g_00555	Syaf.g_02619
OG0000561	Praa.g_00556	Syaf.g_02618
OG0000562	Praa.g_00557	Syaf.g_02617
OG0000563	Praa.g_00558	Syaf.g_02616
OG0000564	Praa.g_00559	Syaf.g_02615
OG0000565	Praa.g_00562	Syaf.g_02612
OG0000566	Praa.g_00564	Syaf.g_02608
OG0000567	Praa.g_00568	Syaf.g_02604
OG0000568	Praa.g_00569	Syaf.g_02599
OG0000569	Praa.g_00570	Syaf.g_02596
OG0000570	Praa.g_00571	Syaf.g_02595
OG0000571	Praa.g_00573	Syaf.g_02591
OG0000572	Praa.g_00586	Syaf.g_02575
OG0000573	Praa.g_00592	Syaf.g_02567
