Orthogroup	Syad	Prba
OG0000318	Syad.g_02624	Prba.g_00619
OG0000319	Syad.g_02642	Prba.g_00606
OG0000320	Syad.g_02644	Prba.g_00604
OG0000321	Syad.g_02645	Prba.g_00603
OG0000322	Syad.g_02646	Prba.g_00602
OG0000323	Syad.g_02661	Prba.g_00593
OG0000324	Syad.g_02505	Prba.g_00567
OG0000325	Syad.g_00591	Prba.g_00358
OG0000326	Syad.g_00598	Prba.g_00364
OG0000327	Syad.g_00649	Prba.g_00388
OG0000328	Syad.g_00650	Prba.g_00389
OG0000329	Syad.g_00668	Prba.g_00406
OG0000330	Syad.g_00669	Prba.g_00407
OG0000331	Syad.g_00670	Prba.g_00408
OG0000332	Syad.g_00685	Prba.g_00422
OG0000333	Syad.g_00688	Prba.g_00424
OG0000334	Syad.g_00697	Prba.g_00432
OG0000335	Syad.g_00702	Prba.g_00437
OG0000336	Syad.g_00706	Prba.g_01050
OG0000337	Syad.g_00425, Syad.g_00427	Prba.g_01067
OG0000338	Syad.g_00421	Prba.g_01068
OG0000339	Syad.g_00414	Prba.g_01072
OG0000340	Syad.g_00370	Prba.g_00752
OG0000341	Syad.g_00368	Prba.g_00754
OG0000342	Syad.g_00367	Prba.g_00755
OG0000343	Syad.g_00366	Prba.g_00756
OG0000344	Syad.g_00362	Prba.g_00759
OG0000345	Syad.g_00352	Prba.g_00764
OG0000346	Syad.g_00347	Prba.g_00769
OG0000347	Syad.g_00318	Prba.g_00785
OG0000348	Syad.g_00233	Prba.g_00795
OG0000349	Syad.g_00213	Prba.g_00812
OG0000350	Syad.g_00605	Prba.g_00831
OG0000351	Syad.g_00134	Prba.g_00848, Prba.g_01776
OG0000352	Syad.g_00135	Prba.g_01777
OG0000353	Syad.g_00161	Prba.g_01792
OG0000355	Syad.g_00163	Prba.g_01794
OG0000356	Syad.g_00164	Prba.g_01795
OG0000357	Syad.g_00165	Prba.g_01796
OG0000358	Syad.g_00169	Prba.g_01800
OG0000359	Syad.g_00171	Prba.g_01801
OG0000360	Syad.g_00172	Prba.g_01802
OG0000361	Syad.g_00173	Prba.g_01803
OG0000362	Syad.g_00175	Prba.g_01805
OG0000363	Syad.g_00177	Prba.g_01807
OG0000364	Syad.g_00178	Prba.g_01808
OG0000365	Syad.g_00187	Prba.g_01813
OG0000366	Syad.g_00188	Prba.g_01814
OG0000367	Syad.g_00189	Prba.g_01815
OG0000368	Syad.g_00191	Prba.g_01817
OG0000369	Syad.g_00192	Prba.g_01818
OG0000370	Syad.g_00193	Prba.g_01819
OG0000371	Syad.g_00201	Prba.g_01825
OG0000372	Syad.g_00206	Prba.g_01828
OG0000373	Syad.g_00207	Prba.g_01829
OG0000374	Syad.g_00208	Prba.g_01830
OG0000375	Syad.g_00209	Prba.g_01834
OG0000376	Syad.g_00211	Prba.g_01836
OG0000377	Syad.g_03027	Prba.g_01839
OG0000378	Syad.g_03012	Prba.g_01841
OG0000379	Syad.g_03005	Prba.g_01844
OG0000380	Syad.g_02725	Prba.g_01854
OG0000381	Syad.g_02729	Prba.g_01858
OG0000382	Syad.g_02758	Prba.g_01869
OG0000383	Syad.g_02761	Prba.g_01871
OG0000384	Syad.g_02762	Prba.g_01872
OG0000385	Syad.g_02763	Prba.g_01873
OG0000386	Syad.g_02764	Prba.g_01874
OG0000387	Syad.g_02792	Prba.g_01887
OG0000388	Syad.g_02796	Prba.g_01890
OG0000389	Syad.g_02800	Prba.g_01894
OG0000390	Syad.g_02818	Prba.g_01901
OG0000391	Syad.g_02823	Prba.g_01904
OG0000392	Syad.g_02833	Prba.g_01908
OG0000393	Syad.g_02837	Prba.g_01910
OG0000394	Syad.g_02838	Prba.g_01911
OG0000395	Syad.g_02839	Prba.g_01912
OG0000396	Syad.g_02843	Prba.g_01915
OG0000397	Syad.g_02845	Prba.g_01917
OG0000398	Syad.g_02850	Prba.g_01919
OG0000399	Syad.g_02851	Prba.g_01920
OG0000400	Syad.g_02852	Prba.g_01921
OG0000401	Syad.g_02853	Prba.g_01922
OG0000402	Syad.g_02855	Prba.g_01924
OG0000403	Syad.g_02856	Prba.g_01925
OG0000404	Syad.g_02858	Prba.g_01926
OG0000405	Syad.g_02874	Prba.g_01930
OG0000406	Syad.g_02878	Prba.g_01935
OG0000407	Syad.g_02879	Prba.g_01936
OG0000408	Syad.g_02883	Prba.g_01938
OG0000409	Syad.g_02885	Prba.g_01940
OG0000410	Syad.g_02886	Prba.g_01941
OG0000411	Syad.g_02887	Prba.g_01942
OG0000412	Syad.g_02888	Prba.g_01943
OG0000413	Syad.g_02890	Prba.g_01944
OG0000415	Syad.g_02891	Prba.g_01946
OG0000416	Syad.g_02892	Prba.g_01947
OG0000417	Syad.g_02893	Prba.g_01948
OG0000418	Syad.g_02898	Prba.g_01953
OG0000419	Syad.g_02900	Prba.g_00623
OG0000420	Syad.g_02902	Prba.g_00624
OG0000421	Syad.g_02907	Prba.g_00629
OG0000422	Syad.g_02908	Prba.g_00630
OG0000423	Syad.g_02909	Prba.g_00631
OG0000424	Syad.g_02910	Prba.g_00632
OG0000425	Syad.g_02911	Prba.g_00633
OG0000426	Syad.g_02912	Prba.g_00634
OG0000427	Syad.g_02913	Prba.g_00635
OG0000428	Syad.g_02916	Prba.g_00637
OG0000429	Syad.g_02918	Prba.g_00638
OG0000430	Syad.g_02920	Prba.g_00639
OG0000431	Syad.g_02923	Prba.g_00641
OG0000432	Syad.g_02930	Prba.g_00644
OG0000433	Syad.g_02933	Prba.g_00645
OG0000434	Syad.g_02934	Prba.g_00646
OG0000435	Syad.g_02936	Prba.g_00647
OG0000436	Syad.g_02942	Prba.g_00652
OG0000437	Syad.g_02943	Prba.g_00653
OG0000438	Syad.g_02944	Prba.g_00654
OG0000439	Syad.g_02946	Prba.g_00656
OG0000440	Syad.g_02947	Prba.g_00657
OG0000441	Syad.g_02951	Prba.g_00660
OG0000442	Syad.g_02952	Prba.g_00661
OG0000443	Syad.g_02953	Prba.g_00662
OG0000444	Syad.g_02964	Prba.g_00667
OG0000445	Syad.g_02965	Prba.g_00668
OG0000446	Syad.g_02967	Prba.g_00669
OG0000447	Syad.g_02970	Prba.g_00670
OG0000448	Syad.g_02971	Prba.g_00671
OG0000449	Syad.g_02972	Prba.g_00672
OG0000450	Syad.g_02978	Prba.g_00673
OG0000451	Syad.g_02979	Prba.g_00674
OG0000452	Syad.g_02983	Prba.g_00440
OG0000453	Syad.g_02984	Prba.g_00441
OG0000454	Syad.g_02985	Prba.g_00442
OG0000455	Syad.g_02986	Prba.g_00443
OG0000456	Syad.g_02987	Prba.g_00444
OG0000457	Syad.g_02989	Prba.g_00445
OG0000458	Syad.g_02998	Prba.g_00446
OG0000459	Syad.g_02999	Prba.g_00447
OG0000460	Syad.g_00815	Prba.g_00454
OG0000461	Syad.g_00579	Prba.g_00461
OG0000462	Syad.g_00576	Prba.g_00463
OG0000463	Syad.g_00575	Prba.g_00464
OG0000464	Syad.g_00574	Prba.g_00465
OG0000465	Syad.g_00573	Prba.g_00466
OG0000466	Syad.g_00568	Prba.g_00469
OG0000467	Syad.g_00566	Prba.g_00470
OG0000468	Syad.g_00561	Prba.g_00472
OG0000469	Syad.g_00545	Prba.g_00480
OG0000470	Syad.g_00542	Prba.g_00482
OG0000471	Syad.g_00541	Prba.g_00483
OG0000472	Syad.g_00539	Prba.g_00484
OG0000473	Syad.g_00537	Prba.g_00486
OG0000474	Syad.g_00536	Prba.g_00487
OG0000475	Syad.g_00535	Prba.g_00488
OG0000476	Syad.g_00533	Prba.g_00489
OG0000477	Syad.g_00528	Prba.g_00492
OG0000478	Syad.g_00527	Prba.g_00493
OG0000479	Syad.g_00526	Prba.g_00494
OG0000480	Syad.g_00520	Prba.g_00499
OG0000481	Syad.g_00518	Prba.g_00501
OG0000482	Syad.g_00517	Prba.g_00502
OG0000483	Syad.g_00513	Prba.g_00505
OG0000484	Syad.g_00512	Prba.g_00506
OG0000485	Syad.g_00511	Prba.g_00507
OG0000486	Syad.g_00510	Prba.g_00508
OG0000487	Syad.g_00503	Prba.g_00511
OG0000488	Syad.g_00499	Prba.g_00514
OG0000489	Syad.g_00487	Prba.g_00519
OG0000490	Syad.g_00475	Prba.g_00524
OG0000491	Syad.g_00474	Prba.g_00525
OG0000492	Syad.g_00472	Prba.g_00527
OG0000493	Syad.g_00471	Prba.g_00528
OG0000494	Syad.g_00470	Prba.g_00529
OG0000495	Syad.g_00469	Prba.g_00530
OG0000496	Syad.g_00468	Prba.g_00531
OG0000497	Syad.g_00467	Prba.g_00532
OG0000498	Syad.g_00466	Prba.g_00533
OG0000499	Syad.g_00465	Prba.g_00534
OG0000500	Syad.g_00464	Prba.g_00535
OG0000501	Syad.g_00461	Prba.g_00537
OG0000502	Syad.g_00449	Prba.g_00540
OG0000503	Syad.g_00761	Prba.g_00550
OG0000504	Syad.g_00763	Prba.g_00551
OG0000505	Syad.g_00764	Prba.g_00552
OG0000506	Syad.g_00766	Prba.g_00554
OG0000507	Syad.g_00772	Prba.g_00557
OG0000508	Syad.g_00776	Prba.g_00561
OG0000509	Syad.g_00778	Prba.g_00218
OG0000510	Syad.g_00779	Prba.g_00219
OG0000511	Syad.g_00780	Prba.g_00220
OG0000512	Syad.g_00782	Prba.g_00222
OG0000513	Syad.g_00789	Prba.g_00852
OG0000514	Syad.g_00795	Prba.g_01030
OG0000515	Syad.g_00796	Prba.g_01029
OG0000516	Syad.g_02456	Prba.g_01028
OG0000517	Syad.g_02451	Prba.g_01026
OG0000518	Syad.g_02439	Prba.g_01015
OG0000519	Syad.g_02438	Prba.g_01014
OG0000520	Syad.g_02437	Prba.g_01013
OG0000521	Syad.g_01108	Prba.g_01008
OG0000522	Syad.g_01109	Prba.g_01006
OG0000523	Syad.g_01110	Prba.g_01005
OG0000524	Syad.g_02386	Prba.g_01000
OG0000525	Syad.g_02363	Prba.g_00997
OG0000526	Syad.g_02360	Prba.g_00996
OG0000527	Syad.g_02355	Prba.g_00988
OG0000528	Syad.g_00897	Prba.g_00983
OG0000529	Syad.g_00905	Prba.g_00980
OG0000530	Syad.g_00908	Prba.g_00977
OG0000531	Syad.g_00909	Prba.g_00976
OG0000532	Syad.g_00912	Prba.g_00974
OG0000533	Syad.g_00913	Prba.g_00973
OG0000534	Syad.g_00914	Prba.g_00972
OG0000535	Syad.g_00915	Prba.g_00971
OG0000536	Syad.g_00916	Prba.g_00970
OG0000537	Syad.g_00917	Prba.g_00969
OG0000538	Syad.g_00929	Prba.g_00961
OG0000539	Syad.g_00930	Prba.g_00960
OG0000540	Syad.g_00931	Prba.g_00959
OG0000541	Syad.g_00932	Prba.g_00958
OG0000542	Syad.g_00935	Prba.g_00956
OG0000543	Syad.g_00937	Prba.g_00954
OG0000544	Syad.g_00938	Prba.g_00953
OG0000545	Syad.g_00940	Prba.g_00951
OG0000546	Syad.g_00942	Prba.g_00948
OG0000547	Syad.g_00944	Prba.g_00946
OG0000548	Syad.g_00945	Prba.g_00945
OG0000549	Syad.g_00952	Prba.g_00943
OG0000550	Syad.g_00956	Prba.g_00938
OG0000551	Syad.g_00960	Prba.g_00934
OG0000552	Syad.g_00961	Prba.g_00933
OG0000553	Syad.g_00965	Prba.g_00932
OG0000554	Syad.g_00978	Prba.g_00927
OG0000555	Syad.g_00999	Prba.g_01773
OG0000556	Syad.g_01003	Prba.g_01771
OG0000557	Syad.g_01011	Prba.g_01770
OG0000558	Syad.g_01013	Prba.g_01768
OG0000559	Syad.g_01016	Prba.g_01764
OG0000560	Syad.g_01019	Prba.g_01761
OG0000561	Syad.g_01020	Prba.g_01760
OG0000562	Syad.g_01021	Prba.g_01759
OG0000563	Syad.g_01022	Prba.g_01758
OG0000564	Syad.g_01023	Prba.g_01757
OG0000565	Syad.g_01027	Prba.g_01754
OG0000566	Syad.g_01031	Prba.g_01752
OG0000567	Syad.g_01035	Prba.g_01748
OG0000568	Syad.g_01040	Prba.g_01747
OG0000569	Syad.g_01041	Prba.g_01746
OG0000570	Syad.g_01042	Prba.g_01745
OG0000571	Syad.g_01046	Prba.g_01743
OG0000572	Syad.g_01064	Prba.g_01730
OG0000573	Syad.g_01072	Prba.g_01725
OG0000574	Syad.g_01077	Prba.g_01724
OG0000575	Syad.g_01083	Prba.g_01720
OG0000576	Syad.g_01085	Prba.g_01718
OG0000577	Syad.g_01086	Prba.g_01717
OG0000578	Syad.g_01087	Prba.g_01716
OG0000579	Syad.g_01088	Prba.g_01715
OG0000580	Syad.g_01089	Prba.g_01714
OG0000581	Syad.g_01097	Prba.g_01712
OG0000582	Syad.g_02206	Prba.g_01709
OG0000583	Syad.g_02205	Prba.g_01708
OG0000584	Syad.g_02204	Prba.g_01707
OG0000585	Syad.g_02202	Prba.g_01705
OG0000586	Syad.g_02201	Prba.g_01704
OG0000587	Syad.g_02199	Prba.g_01703
