Orthogroup	Syad	Syam
OG0000281	Syad.g_00624	Syam.g_00943
OG0000282	Syad.g_01619	Syam.g_01347
OG0000283	Syad.g_01661	Syam.g_01087
OG0000284	Syad.g_01787	Syam.g_01093
OG0000285	Syad.g_01776	Syam.g_01105
OG0000286	Syad.g_01758	Syam.g_01123
OG0000287	Syad.g_01720	Syam.g_01153
OG0000288	Syad.g_01687	Syam.g_01186
OG0000289	Syad.g_01672	Syam.g_01201
OG0000290	Syad.g_01287	Syam.g_00771
OG0000291	Syad.g_01289	Syam.g_00773
OG0000292	Syad.g_00155	Syam.g_02439
OG0000293	Syad.g_01124	Syam.g_01806
OG0000294	Syad.g_01125	Syam.g_01805
OG0000295	Syad.g_01181	Syam.g_01771
OG0000296	Syad.g_01183	Syam.g_01769
OG0000297	Syad.g_01512	Syam.g_00906
OG0000298	Syad.g_01511	Syam.g_00905
OG0000299	Syad.g_01462	Syam.g_00878
OG0000300	Syad.g_01455	Syam.g_00871
OG0000301	Syad.g_01454	Syam.g_00870
OG0000302	Syad.g_01453	Syam.g_00868
OG0000303	Syad.g_01442	Syam.g_00859
OG0000304	Syad.g_01436	Syam.g_00853
OG0000305	Syad.g_01292	Syam.g_00776
OG0000306	Syad.g_01989	Syam.g_01757
OG0000307	Syad.g_00883	Syam.g_00566
OG0000308	Syad.g_00881	Syam.g_00564
OG0000309	Syad.g_00876	Syam.g_00559
OG0000310	Syad.g_02250	Syam.g_01591
OG0000311	Syad.g_02254	Syam.g_01595
OG0000312	Syad.g_02265	Syam.g_01601
OG0000313	Syad.g_02284	Syam.g_01617
OG0000314	Syad.g_02313	Syam.g_01647
OG0000315	Syad.g_02323	Syam.g_01658
OG0000316	Syad.g_02564	Syam.g_01945
OG0000317	Syad.g_02620	Syam.g_01987
OG0000318	Syad.g_02624	Syam.g_01991
OG0000319	Syad.g_02642	Syam.g_02006
OG0000320	Syad.g_02644	Syam.g_02008
OG0000321	Syad.g_02645	Syam.g_02009
OG0000322	Syad.g_02646	Syam.g_02010
OG0000323	Syad.g_02661	Syam.g_02025
OG0000324	Syad.g_02505	Syam.g_01906
OG0000325	Syad.g_00591	Syam.g_00289
OG0000326	Syad.g_00598	Syam.g_00296
OG0000327	Syad.g_00649	Syam.g_00325
OG0000328	Syad.g_00650	Syam.g_00326
OG0000329	Syad.g_00668	Syam.g_00344
OG0000330	Syad.g_00669	Syam.g_00345
OG0000331	Syad.g_00670	Syam.g_00346
OG0000332	Syad.g_00685	Syam.g_00361
OG0000333	Syad.g_00688	Syam.g_00364
OG0000334	Syad.g_00697	Syam.g_00375
OG0000335	Syad.g_00702	Syam.g_00380
OG0000336	Syad.g_00706	Syam.g_00384
OG0000337	Syad.g_00425, Syad.g_00427	Syam.g_00155
OG0000338	Syad.g_00421	Syam.g_00153
OG0000339	Syad.g_00414	Syam.g_00147
OG0000340	Syad.g_00370	Syam.g_00137
OG0000341	Syad.g_00368	Syam.g_00135
OG0000342	Syad.g_00367	Syam.g_00134
OG0000343	Syad.g_00366	Syam.g_00133
OG0000344	Syad.g_00362	Syam.g_00129
OG0000345	Syad.g_00352	Syam.g_00119
OG0000346	Syad.g_00347	Syam.g_00114
OG0000347	Syad.g_00318	Syam.g_00083
OG0000348	Syad.g_00233	Syam.g_00068
OG0000349	Syad.g_00213	Syam.g_00050
OG0000350	Syad.g_00605	Syam.g_00303
OG0000351	Syad.g_00134	Syam.g_02420
OG0000352	Syad.g_00135	Syam.g_02421
OG0000353	Syad.g_00161	Syam.g_02445
OG0000354	Syad.g_00947	Syam.g_00626, Syam.g_00625
OG0000355	Syad.g_00163	Syam.g_00001
OG0000356	Syad.g_00164	Syam.g_00002
OG0000357	Syad.g_00165	Syam.g_00003
OG0000358	Syad.g_00169	Syam.g_00007
OG0000359	Syad.g_00171	Syam.g_00009
OG0000360	Syad.g_00172	Syam.g_00010
OG0000361	Syad.g_00173	Syam.g_00011
OG0000362	Syad.g_00175	Syam.g_00013
OG0000363	Syad.g_00177	Syam.g_00015
OG0000364	Syad.g_00178	Syam.g_00016
OG0000365	Syad.g_00187	Syam.g_00025
OG0000366	Syad.g_00188	Syam.g_00026
OG0000367	Syad.g_00189	Syam.g_00027
OG0000368	Syad.g_00191	Syam.g_00029
OG0000369	Syad.g_00192	Syam.g_00030
OG0000370	Syad.g_00193	Syam.g_00031
OG0000371	Syad.g_00201	Syam.g_00038
OG0000372	Syad.g_00206	Syam.g_00043
OG0000373	Syad.g_00207	Syam.g_00044
OG0000374	Syad.g_00208	Syam.g_00045
OG0000375	Syad.g_00209	Syam.g_00046
OG0000376	Syad.g_00211	Syam.g_00048
OG0000377	Syad.g_03027	Syam.g_02306
OG0000378	Syad.g_03012	Syam.g_02297
OG0000379	Syad.g_03005	Syam.g_02294
OG0000380	Syad.g_02725	Syam.g_02060
OG0000381	Syad.g_02729	Syam.g_02063
OG0000382	Syad.g_02758	Syam.g_02080
OG0000383	Syad.g_02761	Syam.g_02083
OG0000384	Syad.g_02762	Syam.g_02084
OG0000385	Syad.g_02763	Syam.g_02085
OG0000386	Syad.g_02764	Syam.g_02086
OG0000387	Syad.g_02792	Syam.g_02112
OG0000388	Syad.g_02796	Syam.g_02116
OG0000389	Syad.g_02800	Syam.g_02120
OG0000390	Syad.g_02818	Syam.g_02136
OG0000391	Syad.g_02823	Syam.g_02141
OG0000392	Syad.g_02833	Syam.g_02147
OG0000393	Syad.g_02837	Syam.g_02149
OG0000394	Syad.g_02838	Syam.g_02150
OG0000395	Syad.g_02839	Syam.g_02151
OG0000396	Syad.g_02843	Syam.g_02153
OG0000397	Syad.g_02845	Syam.g_02160
OG0000398	Syad.g_02850	Syam.g_02165
OG0000399	Syad.g_02851	Syam.g_02166
OG0000400	Syad.g_02852	Syam.g_02167
OG0000401	Syad.g_02853	Syam.g_02168
OG0000402	Syad.g_02855	Syam.g_02171
OG0000403	Syad.g_02856	Syam.g_02172
OG0000404	Syad.g_02858	Syam.g_02173
OG0000405	Syad.g_02874	Syam.g_02189
OG0000406	Syad.g_02878	Syam.g_02193
OG0000407	Syad.g_02879	Syam.g_02194
OG0000408	Syad.g_02883	Syam.g_02196
OG0000409	Syad.g_02885	Syam.g_02198
OG0000410	Syad.g_02886	Syam.g_02199
OG0000411	Syad.g_02887	Syam.g_02200
OG0000412	Syad.g_02888	Syam.g_02201
OG0000413	Syad.g_02890	Syam.g_02203
OG0000415	Syad.g_02891	Syam.g_02205
OG0000416	Syad.g_02892	Syam.g_02206
OG0000417	Syad.g_02893	Syam.g_02207
OG0000418	Syad.g_02898	Syam.g_02212
OG0000419	Syad.g_02900	Syam.g_02214
OG0000420	Syad.g_02902	Syam.g_02216
OG0000421	Syad.g_02907	Syam.g_02221
OG0000422	Syad.g_02908	Syam.g_02222
OG0000423	Syad.g_02909	Syam.g_02223
OG0000424	Syad.g_02910	Syam.g_02224
OG0000425	Syad.g_02911	Syam.g_02225
OG0000426	Syad.g_02912	Syam.g_02226
OG0000427	Syad.g_02913	Syam.g_02227
OG0000428	Syad.g_02916	Syam.g_02230
OG0000429	Syad.g_02918	Syam.g_02232
OG0000430	Syad.g_02920	Syam.g_02233
OG0000431	Syad.g_02923	Syam.g_02237
OG0000432	Syad.g_02930	Syam.g_02243
OG0000433	Syad.g_02933	Syam.g_02244
OG0000434	Syad.g_02934	Syam.g_02245
OG0000435	Syad.g_02936	Syam.g_02246
OG0000436	Syad.g_02942	Syam.g_02252
OG0000437	Syad.g_02943	Syam.g_02253
OG0000438	Syad.g_02944	Syam.g_02254
OG0000439	Syad.g_02946	Syam.g_02256
OG0000440	Syad.g_02947	Syam.g_02257
OG0000441	Syad.g_02951	Syam.g_02261
OG0000442	Syad.g_02952	Syam.g_02262
OG0000443	Syad.g_02953	Syam.g_02263
OG0000444	Syad.g_02964	Syam.g_02268
OG0000445	Syad.g_02965	Syam.g_02269
OG0000446	Syad.g_02967	Syam.g_02270
OG0000447	Syad.g_02970	Syam.g_02272
OG0000448	Syad.g_02971	Syam.g_02273
OG0000449	Syad.g_02972	Syam.g_02274
OG0000450	Syad.g_02978	Syam.g_02275
OG0000451	Syad.g_02979	Syam.g_02276
OG0000452	Syad.g_02983	Syam.g_02280
OG0000453	Syad.g_02984	Syam.g_02281
OG0000454	Syad.g_02985	Syam.g_02282
OG0000455	Syad.g_02986	Syam.g_02283
OG0000456	Syad.g_02987	Syam.g_02284
OG0000457	Syad.g_02989	Syam.g_02286
OG0000458	Syad.g_02998	Syam.g_02287
OG0000459	Syad.g_02999	Syam.g_02288
OG0000460	Syad.g_00815	Syam.g_00506
OG0000461	Syad.g_00579	Syam.g_00284
OG0000462	Syad.g_00576	Syam.g_00281
OG0000463	Syad.g_00575	Syam.g_00280
OG0000464	Syad.g_00574	Syam.g_00279
OG0000465	Syad.g_00573	Syam.g_00277
OG0000466	Syad.g_00568	Syam.g_00273
OG0000467	Syad.g_00566	Syam.g_00271
OG0000468	Syad.g_00561	Syam.g_00266
OG0000469	Syad.g_00545	Syam.g_00253
OG0000470	Syad.g_00542	Syam.g_00251
OG0000471	Syad.g_00541	Syam.g_00250
OG0000472	Syad.g_00539	Syam.g_00248
OG0000473	Syad.g_00537	Syam.g_00246
OG0000474	Syad.g_00536	Syam.g_00245
OG0000475	Syad.g_00535	Syam.g_00244
OG0000476	Syad.g_00533	Syam.g_00242
OG0000477	Syad.g_00528	Syam.g_00236
OG0000478	Syad.g_00527	Syam.g_00235
OG0000479	Syad.g_00526	Syam.g_00234
OG0000480	Syad.g_00520	Syam.g_00227
OG0000481	Syad.g_00518	Syam.g_00225
OG0000482	Syad.g_00517	Syam.g_00224
OG0000483	Syad.g_00513	Syam.g_00220
OG0000484	Syad.g_00512	Syam.g_00219
OG0000485	Syad.g_00511	Syam.g_00218
OG0000486	Syad.g_00510	Syam.g_00217
OG0000487	Syad.g_00503	Syam.g_00211
OG0000488	Syad.g_00499	Syam.g_00207
OG0000489	Syad.g_00487	Syam.g_00197
OG0000490	Syad.g_00475	Syam.g_00189
OG0000491	Syad.g_00474	Syam.g_00187
OG0000492	Syad.g_00472	Syam.g_00185
OG0000493	Syad.g_00471	Syam.g_00184
OG0000494	Syad.g_00470	Syam.g_00183
OG0000495	Syad.g_00469	Syam.g_00182
OG0000496	Syad.g_00468	Syam.g_00181
OG0000497	Syad.g_00467	Syam.g_00180
OG0000498	Syad.g_00466	Syam.g_00179
OG0000499	Syad.g_00465	Syam.g_00178
OG0000500	Syad.g_00464	Syam.g_00177
OG0000501	Syad.g_00461	Syam.g_00174
OG0000502	Syad.g_00449	Syam.g_00165
OG0000503	Syad.g_00761	Syam.g_00457
OG0000504	Syad.g_00763	Syam.g_00459
OG0000505	Syad.g_00764	Syam.g_00460
OG0000506	Syad.g_00766	Syam.g_00462
OG0000507	Syad.g_00772	Syam.g_00468
OG0000508	Syad.g_00776	Syam.g_00472
OG0000509	Syad.g_00778	Syam.g_00474
OG0000510	Syad.g_00779	Syam.g_00475
OG0000511	Syad.g_00780	Syam.g_00476
OG0000512	Syad.g_00782	Syam.g_00478
OG0000513	Syad.g_00789	Syam.g_00493
OG0000514	Syad.g_00795	Syam.g_00499
OG0000515	Syad.g_00796	Syam.g_00500
OG0000516	Syad.g_02456	Syam.g_01862
OG0000517	Syad.g_02451	Syam.g_01868
OG0000518	Syad.g_02439	Syam.g_01851
OG0000519	Syad.g_02438	Syam.g_01850
OG0000520	Syad.g_02437	Syam.g_01849
OG0000521	Syad.g_01108	Syam.g_01696
OG0000522	Syad.g_01109	Syam.g_01694
OG0000523	Syad.g_01110	Syam.g_01693
OG0000524	Syad.g_02386	Syam.g_01681
OG0000525	Syad.g_02363	Syam.g_01677
OG0000526	Syad.g_02360	Syam.g_01674
OG0000527	Syad.g_02355	Syam.g_01670
OG0000528	Syad.g_00897	Syam.g_00580
OG0000529	Syad.g_00905	Syam.g_00584
OG0000530	Syad.g_00908	Syam.g_00587
OG0000531	Syad.g_00909	Syam.g_00588
OG0000532	Syad.g_00912	Syam.g_00591
OG0000533	Syad.g_00913	Syam.g_00592
OG0000534	Syad.g_00914	Syam.g_00593
OG0000535	Syad.g_00915	Syam.g_00594
OG0000536	Syad.g_00916	Syam.g_00595
OG0000537	Syad.g_00917	Syam.g_00596
OG0000538	Syad.g_00929	Syam.g_00607
OG0000539	Syad.g_00930	Syam.g_00608
OG0000540	Syad.g_00931	Syam.g_00609
OG0000541	Syad.g_00932	Syam.g_00610
OG0000542	Syad.g_00935	Syam.g_00613
OG0000543	Syad.g_00937	Syam.g_00615
OG0000544	Syad.g_00938	Syam.g_00616
OG0000545	Syad.g_00940	Syam.g_00618
OG0000546	Syad.g_00942	Syam.g_00620
OG0000547	Syad.g_00944	Syam.g_00622
OG0000548	Syad.g_00945	Syam.g_00623
OG0000549	Syad.g_00952	Syam.g_00630
OG0000550	Syad.g_00956	Syam.g_00635
OG0000551	Syad.g_00960	Syam.g_00640
OG0000552	Syad.g_00961	Syam.g_00641
OG0000553	Syad.g_00965	Syam.g_00643
OG0000554	Syad.g_00978	Syam.g_00652
OG0000555	Syad.g_00999	Syam.g_00667
OG0000556	Syad.g_01003	Syam.g_00670
OG0000557	Syad.g_01011	Syam.g_00672
OG0000558	Syad.g_01013	Syam.g_00675
OG0000559	Syad.g_01016	Syam.g_00679
OG0000560	Syad.g_01019	Syam.g_00682
OG0000561	Syad.g_01020	Syam.g_00683
OG0000562	Syad.g_01021	Syam.g_00684
OG0000563	Syad.g_01022	Syam.g_00685
OG0000564	Syad.g_01023	Syam.g_00686
OG0000565	Syad.g_01027	Syam.g_00690
OG0000566	Syad.g_01031	Syam.g_00694
OG0000567	Syad.g_01035	Syam.g_00698
OG0000568	Syad.g_01040	Syam.g_01751
OG0000569	Syad.g_01041	Syam.g_01750
OG0000570	Syad.g_01042	Syam.g_01749
OG0000571	Syad.g_01046	Syam.g_01745
OG0000572	Syad.g_01064	Syam.g_01729
OG0000573	Syad.g_01072	Syam.g_01721
OG0000574	Syad.g_01077	Syam.g_01720
OG0000575	Syad.g_01083	Syam.g_01716
OG0000576	Syad.g_01085	Syam.g_01714
