Orthogroup	Syad	Praf
OG0000053	Syad.g_02302	Praf.g_01828
OG0000054	Syad.g_02209	Praf.g_00763
OG0000055	Syad.g_01255	Praf.g_01257
OG0000056	Syad.g_01997, Syad.g_01971, Syad.g_01409, Syad.g_02690, Syad.g_01425, Syad.g_00400, Syad.g_01999, Syad.g_01346, Syad.g_02228, Syad.g_02691	Praf.g_02084, Praf.g_01964
OG0000057	Syad.g_01301	Praf.g_01125
OG0000060	Syad.g_00899	Praf.g_00592
OG0000061	Syad.g_01152	Praf.g_00854, Praf.g_01859
OG0000063	Syad.g_00202	Praf.g_00041
OG0000065	Syad.g_02574, Syad.g_02801	Praf.g_00244
OG0000066	Syad.g_00992	Praf.g_00672
OG0000067	Syad.g_01889	Praf.g_01530
OG0000068	Syad.g_00891	Praf.g_00585, Praf.g_00583
OG0000070	Syad.g_02424	Praf.g_01962
OG0000071	Syad.g_02405	Praf.g_00796
OG0000073	Syad.g_00926	Praf.g_00616
OG0000075	Syad.g_00416	Praf.g_02384
OG0000076	Syad.g_00348	Praf.g_00178
OG0000077	Syad.g_02741	Praf.g_00309
OG0000078	Syad.g_00824	Praf.g_00391
OG0000079	Syad.g_00565	Praf.g_02234, Praf.g_02218
OG0000081	Syad.g_00833	Praf.g_01131
OG0000082	Syad.g_01063	Praf.g_00731
OG0000084	Syad.g_02272	Praf.g_01790
OG0000085	Syad.g_02612	Praf.g_00491
OG0000086	Syad.g_02770	Praf.g_00297
OG0000087	Syad.g_02860	Praf.g_02420
OG0000088	Syad.g_02899	Praf.g_01239, Praf.g_02454
OG0000089	Syad.g_00785, Syad.g_02829	Praf.g_02015
OG0000090	Syad.g_00977	Praf.g_00660
OG0000091	Syad.g_02144	Praf.g_01700
OG0000093	Syad.g_01905	Praf.g_01503
OG0000095	Syad.g_01290	Praf.g_01274
OG0000097	Syad.g_01458	Praf.g_00905
OG0000098	Syad.g_00625	Praf.g_01886
OG0000099	Syad.g_00460	Praf.g_02342
OG0000100	Syad.g_01846	Praf.g_00370, Praf.g_01561
OG0000101	Syad.g_00694	Praf.g_02119
OG0000102	Syad.g_00343	Praf.g_00173
OG0000103	Syad.g_00143	Praf.g_02765
OG0000104	Syad.g_00158	Praf.g_02779
OG0000105	Syad.g_00530	Praf.g_02271
OG0000106	Syad.g_01993	Praf.g_00496
OG0000107	Syad.g_00590	Praf.g_02201
OG0000108	Syad.g_00904	Praf.g_00595
OG0000109	Syad.g_00919	Praf.g_00611
OG0000110	Syad.g_01048	Praf.g_00718
OG0000111	Syad.g_01300	Praf.g_01126
OG0000112	Syad.g_01766	Praf.g_01400
OG0000113	Syad.g_01851	Praf.g_01556
OG0000114	Syad.g_01617	Praf.g_01461
OG0000115	Syad.g_02300	Praf.g_01825
OG0000116	Syad.g_01123	Praf.g_00825
OG0000117	Syad.g_01510	Praf.g_00919
OG0000118	Syad.g_01104	Praf.g_00779
OG0000119	Syad.g_01168	Praf.g_01108, Praf.g_01143
OG0000120	Syad.g_00459	Praf.g_02343
OG0000121	Syad.g_02280	Praf.g_01796
OG0000122	Syad.g_02122	Praf.g_00976
OG0000123	Syad.g_00701	Praf.g_02108
OG0000124	Syad.g_00320	Praf.g_00153
OG0000125	Syad.g_03040	Praf.g_02664
OG0000126	Syad.g_00156	Praf.g_02777
OG0000127	Syad.g_02710	Praf.g_00338
OG0000128	Syad.g_00174	Praf.g_00012
OG0000129	Syad.g_03028	Praf.g_02652
OG0000130	Syad.g_02728	Praf.g_00321
OG0000131	Syad.g_02876	Praf.g_02432
OG0000132	Syad.g_02897	Praf.g_02452
OG0000133	Syad.g_01761	Praf.g_02336
OG0000134	Syad.g_00788	Praf.g_02012
OG0000135	Syad.g_00063	Praf.g_02705, Praf.g_02715
OG0000136	Syad.g_02445	Praf.g_01984
OG0000137	Syad.g_02353	Praf.g_01907
OG0000138	Syad.g_00920	Praf.g_00612
OG0000139	Syad.g_00983	Praf.g_00666
OG0000140	Syad.g_00987	Praf.g_00670
OG0000141	Syad.g_02208	Praf.g_00764
OG0000142	Syad.g_02152	Praf.g_01692
OG0000143	Syad.g_02148	Praf.g_01696
OG0000144	Syad.g_02024	Praf.g_01721
OG0000145	Syad.g_00927	Praf.g_00617
OG0000146	Syad.g_01767	Praf.g_01401
OG0000147	Syad.g_01768	Praf.g_01402
OG0000148	Syad.g_01861	Praf.g_01548
OG0000149	Syad.g_01221	Praf.g_01604
OG0000150	Syad.g_02207, Syad.g_00989	Praf.g_01625
OG0000151	Syad.g_01956	Praf.g_01478
OG0000152	Syad.g_01757	Praf.g_01392
OG0000153	Syad.g_01713	Praf.g_01362
OG0000154	Syad.g_01686	Praf.g_01337
OG0000155	Syad.g_01189	Praf.g_00886
OG0000156	Syad.g_01116	Praf.g_00810
OG0000157	Syad.g_01115	Praf.g_00809
OG0000158	Syad.g_00374	Praf.g_02394
OG0000160	Syad.g_02279	Praf.g_01795
OG0000161	Syad.g_02287	Praf.g_01805
OG0000162	Syad.g_02293	Praf.g_01817
OG0000163	Syad.g_02542	Praf.g_00538
OG0000164	Syad.g_02659	Praf.g_00453
OG0000165	Syad.g_02476	Praf.g_00444
OG0000166	Syad.g_00654	Praf.g_02157
OG0000167	Syad.g_00419	Praf.g_02382, Praf.g_02378, Praf.g_02380
OG0000168	Syad.g_00371	Praf.g_02395
OG0000169	Syad.g_00360	Praf.g_00191
OG0000170	Syad.g_00353	Praf.g_00183
OG0000171	Syad.g_00321	Praf.g_00154
OG0000172	Syad.g_00244	Praf.g_00087
OG0000173	Syad.g_00220	Praf.g_00062
OG0000174	Syad.g_00065	Praf.g_02717
OG0000175	Syad.g_00129	Praf.g_02754
OG0000176	Syad.g_00166	Praf.g_00004
OG0000177	Syad.g_00167	Praf.g_00005
OG0000178	Syad.g_00168	Praf.g_00006
OG0000179	Syad.g_00183	Praf.g_00021
OG0000180	Syad.g_00184	Praf.g_00022
OG0000181	Syad.g_00185	Praf.g_00023
OG0000182	Syad.g_00186	Praf.g_00024
OG0000183	Syad.g_00190	Praf.g_00028
OG0000184	Syad.g_03018	Praf.g_02611
OG0000185	Syad.g_03006	Praf.g_02602
OG0000186	Syad.g_02722	Praf.g_00328
OG0000187	Syad.g_02724	Praf.g_00326
OG0000188	Syad.g_02759	Praf.g_00303
OG0000189	Syad.g_02788	Praf.g_00257
OG0000190	Syad.g_02790	Praf.g_00255
OG0000191	Syad.g_02824	Praf.g_00218
OG0000192	Syad.g_02834	Praf.g_00212
OG0000193	Syad.g_02877	Praf.g_02433
OG0000194	Syad.g_02880	Praf.g_02436
OG0000195	Syad.g_02884	Praf.g_02438
OG0000196	Syad.g_02894	Praf.g_02449
OG0000197	Syad.g_02895	Praf.g_02450
OG0000198	Syad.g_02896	Praf.g_02451
OG0000199	Syad.g_02904	Praf.g_02468
OG0000200	Syad.g_02921	Praf.g_02711, Praf.g_02492
OG0000201	Syad.g_02937	Praf.g_02511
OG0000202	Syad.g_02938	Praf.g_02512
OG0000203	Syad.g_02939	Praf.g_02513
OG0000204	Syad.g_02940	Praf.g_02514
OG0000205	Syad.g_02948	Praf.g_02708, Praf.g_02521
OG0000206	Syad.g_02955	Praf.g_02532
OG0000207	Syad.g_02957	Praf.g_02582
OG0000208	Syad.g_02958	Praf.g_02581
OG0000209	Syad.g_02981	Praf.g_02557
OG0000210	Syad.g_02982	Praf.g_02556
OG0000211	Syad.g_00813	Praf.g_00378
OG0000212	Syad.g_00825	Praf.g_00392
OG0000213	Syad.g_00556	Praf.g_02245
OG0000214	Syad.g_00538	Praf.g_02263
OG0000215	Syad.g_00508	Praf.g_02293
OG0000216	Syad.g_00504	Praf.g_02296
OG0000217	Syad.g_00500	Praf.g_02300
OG0000218	Syad.g_00498	Praf.g_02302
OG0000219	Syad.g_00497	Praf.g_02303
OG0000220	Syad.g_00496	Praf.g_02304
OG0000221	Syad.g_00488	Praf.g_02314
OG0000222	Syad.g_00473	Praf.g_02323
OG0000223	Syad.g_00451	Praf.g_02347
OG0000224	Syad.g_00444	Praf.g_02358
OG0000225	Syad.g_00777	Praf.g_02030
OG0000226	Syad.g_00781	Praf.g_02026
OG0000227	Syad.g_00783	Praf.g_02024
OG0000228	Syad.g_00784	Praf.g_02016
OG0000229	Syad.g_02450	Praf.g_01989
OG0000230	Syad.g_02448	Praf.g_01987
OG0000231	Syad.g_02436	Praf.g_01963
OG0000232	Syad.g_02392	Praf.g_01952
OG0000233	Syad.g_02382	Praf.g_01938
OG0000234	Syad.g_02351	Praf.g_01905
OG0000235	Syad.g_00903	Praf.g_00594
OG0000236	Syad.g_00918	Praf.g_00610
OG0000237	Syad.g_00936	Praf.g_00627
OG0000238	Syad.g_00941	Praf.g_00631
OG0000239	Syad.g_00957	Praf.g_00647
OG0000240	Syad.g_00958	Praf.g_00648
OG0000241	Syad.g_02160	Praf.g_01177
OG0000242	Syad.g_00975	Praf.g_00658
OG0000243	Syad.g_01000	Praf.g_00681
OG0000244	Syad.g_01012	Praf.g_00685
OG0000245	Syad.g_01014	Praf.g_00688
OG0000246	Syad.g_01017	Praf.g_00692
OG0000247	Syad.g_01029	Praf.g_00703
OG0000248	Syad.g_01032	Praf.g_00706
OG0000249	Syad.g_01034	Praf.g_00708
OG0000250	Syad.g_01044	Praf.g_00714
OG0000251	Syad.g_01071	Praf.g_00739
OG0000252	Syad.g_01078	Praf.g_00742
OG0000253	Syad.g_01081	Praf.g_00749
OG0000254	Syad.g_02203	Praf.g_00768
OG0000255	Syad.g_02185	Praf.g_01662
OG0000256	Syad.g_02167	Praf.g_01676
OG0000257	Syad.g_02161	Praf.g_01685
OG0000258	Syad.g_02143	Praf.g_01708
OG0000259	Syad.g_01576	Praf.g_01736
OG0000260	Syad.g_01587	Praf.g_01739
OG0000261	Syad.g_01590	Praf.g_01742
OG0000262	Syad.g_01595	Praf.g_01748
OG0000263	Syad.g_01475	Praf.g_02570
OG0000264	Syad.g_01360	Praf.g_01218, Praf.g_01219
OG0000265	Syad.g_01383	Praf.g_01302, Praf.g_01238
OG0000266	Syad.g_01804	Praf.g_01313
OG0000267	Syad.g_01645	Praf.g_01436
OG0000268	Syad.g_01646	Praf.g_01435
OG0000269	Syad.g_01894	Praf.g_01525
OG0000270	Syad.g_01891	Praf.g_01528
OG0000271	Syad.g_01883	Praf.g_01536
OG0000272	Syad.g_01882	Praf.g_01537
OG0000273	Syad.g_01247	Praf.g_01585
OG0000274	Syad.g_01246	Praf.g_01586
OG0000275	Syad.g_01242	Praf.g_01590
OG0000276	Syad.g_01229	Praf.g_01596
OG0000277	Syad.g_01228	Praf.g_01597
OG0000278	Syad.g_01225	Praf.g_01600
OG0000279	Syad.g_01208	Praf.g_01608
OG0000280	Syad.g_01198	Praf.g_01614
OG0000281	Syad.g_00624	Praf.g_01627
OG0000282	Syad.g_01619	Praf.g_01463
OG0000283	Syad.g_01661	Praf.g_01426
OG0000284	Syad.g_01787	Praf.g_01420
OG0000285	Syad.g_01776	Praf.g_01006
OG0000286	Syad.g_01758	Praf.g_01393
OG0000287	Syad.g_01720	Praf.g_01073
OG0000288	Syad.g_01687	Praf.g_01338
OG0000289	Syad.g_01672	Praf.g_01325
OG0000290	Syad.g_01287	Praf.g_01277
OG0000291	Syad.g_01289	Praf.g_01275
OG0000292	Syad.g_00155	Praf.g_02776
OG0000293	Syad.g_01124	Praf.g_00826
OG0000294	Syad.g_01125	Praf.g_00827
OG0000295	Syad.g_01181	Praf.g_00879
OG0000296	Syad.g_01183	Praf.g_00881
OG0000297	Syad.g_01512	Praf.g_00917
OG0000298	Syad.g_01511	Praf.g_00918
OG0000299	Syad.g_01462	Praf.g_00908
OG0000300	Syad.g_01455	Praf.g_00902
OG0000301	Syad.g_01454	Praf.g_00901
OG0000302	Syad.g_01453	Praf.g_00898
OG0000303	Syad.g_01442	Praf.g_00888
OG0000304	Syad.g_01436	Praf.g_00938
OG0000305	Syad.g_01292	Praf.g_01271
OG0000306	Syad.g_01989	Praf.g_01635
OG0000307	Syad.g_00883	Praf.g_00575
OG0000308	Syad.g_00881	Praf.g_00573
OG0000309	Syad.g_00876	Praf.g_00569
OG0000310	Syad.g_02250	Praf.g_01772
OG0000311	Syad.g_02254	Praf.g_01778, Praf.g_01776
OG0000312	Syad.g_02265	Praf.g_01782
OG0000313	Syad.g_02284	Praf.g_01802
OG0000314	Syad.g_02313	Praf.g_01837
OG0000315	Syad.g_02323	Praf.g_01848
OG0000316	Syad.g_02564	Praf.g_00526
OG0000317	Syad.g_02620	Praf.g_00485
OG0000318	Syad.g_02624	Praf.g_00479
OG0000319	Syad.g_02642	Praf.g_00464
OG0000320	Syad.g_02644	Praf.g_00462
OG0000321	Syad.g_02645	Praf.g_00461
OG0000322	Syad.g_02646	Praf.g_00460
OG0000323	Syad.g_02661	Praf.g_00449
OG0000324	Syad.g_02505	Praf.g_00419
OG0000325	Syad.g_00591	Praf.g_02200
OG0000326	Syad.g_00598	Praf.g_02193
OG0000327	Syad.g_00649	Praf.g_02162
OG0000328	Syad.g_00650	Praf.g_02161
OG0000329	Syad.g_00668	Praf.g_02144
OG0000330	Syad.g_00669	Praf.g_02143
OG0000331	Syad.g_00670	Praf.g_02142
OG0000332	Syad.g_00685	Praf.g_02127
OG0000333	Syad.g_00688	Praf.g_02125
OG0000334	Syad.g_00697	Praf.g_02112
OG0000335	Syad.g_00702	Praf.g_02107
OG0000336	Syad.g_00706	Praf.g_02103
OG0000337	Syad.g_00425, Syad.g_00427	Praf.g_02372
OG0000338	Syad.g_00421	Praf.g_02375
OG0000339	Syad.g_00414	Praf.g_02386
OG0000340	Syad.g_00370	Praf.g_02396
OG0000341	Syad.g_00368	Praf.g_02398
OG0000342	Syad.g_00367	Praf.g_02399
OG0000343	Syad.g_00366	Praf.g_00196
OG0000344	Syad.g_00362	Praf.g_00193
OG0000345	Syad.g_00352	Praf.g_00182
OG0000346	Syad.g_00347	Praf.g_00177
OG0000347	Syad.g_00318	Praf.g_00152
OG0000348	Syad.g_00233	Praf.g_00081
OG0000349	Syad.g_00213	Praf.g_00054
OG0000350	Syad.g_00605	Praf.g_02699
OG0000351	Syad.g_00134	Praf.g_02757
OG0000352	Syad.g_00135	Praf.g_02758
OG0000353	Syad.g_00161	Praf.g_02782
OG0000354	Syad.g_00947	Praf.g_00637
OG0000354	Syad.g_00181	Praf.g_00019
OG0000355	Syad.g_00163	Praf.g_00001
OG0000356	Syad.g_00164	Praf.g_00002
OG0000357	Syad.g_00165	Praf.g_00003
OG0000358	Syad.g_00169	Praf.g_00007
OG0000359	Syad.g_00171	Praf.g_00009
OG0000360	Syad.g_00172	Praf.g_00010
OG0000361	Syad.g_00173	Praf.g_00011
OG0000362	Syad.g_00175	Praf.g_00013
OG0000363	Syad.g_00177	Praf.g_00015
OG0000364	Syad.g_00178	Praf.g_00016
OG0000365	Syad.g_00187	Praf.g_00025
OG0000366	Syad.g_00188	Praf.g_00026
OG0000367	Syad.g_00189	Praf.g_00027
OG0000368	Syad.g_00191	Praf.g_00029
OG0000369	Syad.g_00192	Praf.g_00030
OG0000370	Syad.g_00193	Praf.g_00031
OG0000371	Syad.g_00201	Praf.g_00040
OG0000372	Syad.g_00206	Praf.g_00045
OG0000373	Syad.g_00207	Praf.g_00046
OG0000374	Syad.g_00208	Praf.g_00047
OG0000375	Syad.g_00209	Praf.g_00050
OG0000376	Syad.g_00211	Praf.g_00052
OG0000377	Syad.g_03027	Praf.g_02618
OG0000378	Syad.g_03012	Praf.g_02605
OG0000379	Syad.g_03005	Praf.g_02601
OG0000380	Syad.g_02725	Praf.g_00325
OG0000381	Syad.g_02729	Praf.g_00320
OG0000382	Syad.g_02758	Praf.g_00304
OG0000383	Syad.g_02761	Praf.g_00302
OG0000384	Syad.g_02762	Praf.g_00301
OG0000385	Syad.g_02763	Praf.g_00300
OG0000386	Syad.g_02764	Praf.g_00299
OG0000387	Syad.g_02792	Praf.g_00253
OG0000388	Syad.g_02796	Praf.g_00249
OG0000389	Syad.g_02800	Praf.g_00245
OG0000390	Syad.g_02818	Praf.g_00224
OG0000391	Syad.g_02823	Praf.g_00219
OG0000392	Syad.g_02833	Praf.g_00214
OG0000393	Syad.g_02837	Praf.g_00209
OG0000394	Syad.g_02838	Praf.g_00208
OG0000395	Syad.g_02839	Praf.g_00207
OG0000396	Syad.g_02843	Praf.g_02403
OG0000397	Syad.g_02845	Praf.g_02405
OG0000398	Syad.g_02850	Praf.g_02410
OG0000399	Syad.g_02851	Praf.g_02411
OG0000400	Syad.g_02852	Praf.g_02412
OG0000401	Syad.g_02853	Praf.g_02413
OG0000402	Syad.g_02855	Praf.g_02415
OG0000403	Syad.g_02856	Praf.g_02416
OG0000404	Syad.g_02858	Praf.g_02418
OG0000405	Syad.g_02874	Praf.g_02430
OG0000406	Syad.g_02878	Praf.g_02434
OG0000407	Syad.g_02879	Praf.g_02435
OG0000408	Syad.g_02883	Praf.g_02437
OG0000409	Syad.g_02885	Praf.g_02439
OG0000410	Syad.g_02886	Praf.g_02440
OG0000411	Syad.g_02887	Praf.g_02441
OG0000412	Syad.g_02888	Praf.g_02442
OG0000413	Syad.g_02890	Praf.g_02444
OG0000415	Syad.g_02891	Praf.g_02446
OG0000416	Syad.g_02892	Praf.g_02447
OG0000417	Syad.g_02893	Praf.g_02448
OG0000418	Syad.g_02898	Praf.g_02453
OG0000419	Syad.g_02900	Praf.g_02455
OG0000420	Syad.g_02902	Praf.g_02456
OG0000421	Syad.g_02907	Praf.g_02470
OG0000422	Syad.g_02908	Praf.g_02471
OG0000423	Syad.g_02909	Praf.g_02472
OG0000424	Syad.g_02910	Praf.g_02473
OG0000425	Syad.g_02911	Praf.g_02474
OG0000426	Syad.g_02912	Praf.g_02475
OG0000427	Syad.g_02913	Praf.g_02476
OG0000428	Syad.g_02916	Praf.g_01486
OG0000429	Syad.g_02918	Praf.g_02489
OG0000430	Syad.g_02920	Praf.g_02491
OG0000431	Syad.g_02923	Praf.g_02495
OG0000432	Syad.g_02930	Praf.g_02502
OG0000433	Syad.g_02933	Praf.g_02505
OG0000434	Syad.g_02934	Praf.g_02506
OG0000435	Syad.g_02936	Praf.g_02509
OG0000436	Syad.g_02942	Praf.g_02515
OG0000437	Syad.g_02943	Praf.g_02516
OG0000438	Syad.g_02944	Praf.g_02517
OG0000439	Syad.g_02946	Praf.g_02519
OG0000440	Syad.g_02947	Praf.g_02520
OG0000441	Syad.g_02951	Praf.g_02524
OG0000442	Syad.g_02952	Praf.g_02525
OG0000443	Syad.g_02953	Praf.g_02531
OG0000444	Syad.g_02964	Praf.g_02575
OG0000445	Syad.g_02965	Praf.g_02574
OG0000446	Syad.g_02967	Praf.g_02572
OG0000447	Syad.g_02970	Praf.g_02568
OG0000448	Syad.g_02971	Praf.g_02567
OG0000449	Syad.g_02972	Praf.g_02566
OG0000450	Syad.g_02978	Praf.g_02560
OG0000451	Syad.g_02979	Praf.g_02559
OG0000452	Syad.g_02983	Praf.g_02555
OG0000453	Syad.g_02984	Praf.g_02554
OG0000454	Syad.g_02985	Praf.g_02553
OG0000455	Syad.g_02986	Praf.g_02552
OG0000456	Syad.g_02987	Praf.g_02551
OG0000457	Syad.g_02989	Praf.g_02549
OG0000458	Syad.g_02998	Praf.g_02548
OG0000459	Syad.g_02999	Praf.g_02547
OG0000460	Syad.g_00815	Praf.g_00379
OG0000461	Syad.g_00579	Praf.g_02203
OG0000462	Syad.g_00576	Praf.g_02207
OG0000463	Syad.g_00575	Praf.g_02208
OG0000464	Syad.g_00574	Praf.g_02209
OG0000465	Syad.g_00573	Praf.g_02210
OG0000466	Syad.g_00568	Praf.g_02215
OG0000467	Syad.g_00566	Praf.g_02217
OG0000468	Syad.g_00561	Praf.g_02242
OG0000469	Syad.g_00545	Praf.g_02255
OG0000470	Syad.g_00542	Praf.g_02259
OG0000471	Syad.g_00541	Praf.g_02260
OG0000472	Syad.g_00539	Praf.g_02262
OG0000473	Syad.g_00537	Praf.g_02264
OG0000474	Syad.g_00536	Praf.g_02265
OG0000475	Syad.g_00535	Praf.g_02266
OG0000476	Syad.g_00533	Praf.g_02268
OG0000477	Syad.g_00528	Praf.g_02273
OG0000478	Syad.g_00527	Praf.g_02274
OG0000479	Syad.g_00526	Praf.g_02275
OG0000480	Syad.g_00520	Praf.g_02282
OG0000481	Syad.g_00518	Praf.g_02284
OG0000482	Syad.g_00517	Praf.g_02285
OG0000483	Syad.g_00513	Praf.g_02289
OG0000484	Syad.g_00512	Praf.g_02290
OG0000485	Syad.g_00511	Praf.g_02291
OG0000486	Syad.g_00510	Praf.g_02292
OG0000487	Syad.g_00503	Praf.g_02297
OG0000488	Syad.g_00499	Praf.g_02301
OG0000489	Syad.g_00487	Praf.g_02315
OG0000490	Syad.g_00475	Praf.g_02321
OG0000491	Syad.g_00474	Praf.g_02322
OG0000492	Syad.g_00472	Praf.g_02324
OG0000493	Syad.g_00471	Praf.g_02325
OG0000494	Syad.g_00470	Praf.g_02326
OG0000495	Syad.g_00469	Praf.g_02327
OG0000496	Syad.g_00468	Praf.g_02328
OG0000497	Syad.g_00467	Praf.g_02329
OG0000498	Syad.g_00466	Praf.g_02330
OG0000499	Syad.g_00465	Praf.g_02331
OG0000500	Syad.g_00464	Praf.g_02332
OG0000501	Syad.g_00461	Praf.g_02335
OG0000502	Syad.g_00449	Praf.g_02349
OG0000503	Syad.g_00761	Praf.g_02054
OG0000504	Syad.g_00763	Praf.g_02052
OG0000505	Syad.g_00764	Praf.g_02051
OG0000506	Syad.g_00766	Praf.g_02049
OG0000507	Syad.g_00772	Praf.g_02045
OG0000508	Syad.g_00776	Praf.g_02031
OG0000509	Syad.g_00778	Praf.g_02029
OG0000510	Syad.g_00779	Praf.g_02028
OG0000511	Syad.g_00780	Praf.g_02027
OG0000512	Syad.g_00782	Praf.g_02025
OG0000513	Syad.g_00789	Praf.g_02011
OG0000514	Syad.g_00795	Praf.g_02002
OG0000515	Syad.g_00796	Praf.g_02001
OG0000516	Syad.g_02456	Praf.g_01999
OG0000517	Syad.g_02451	Praf.g_01990
OG0000518	Syad.g_02439	Praf.g_01978
OG0000519	Syad.g_02438	Praf.g_01977
OG0000520	Syad.g_02437	Praf.g_01972
OG0000521	Syad.g_01108	Praf.g_01959
OG0000522	Syad.g_01109	Praf.g_01957
OG0000523	Syad.g_01110	Praf.g_01956
OG0000524	Syad.g_02386	Praf.g_01942
OG0000525	Syad.g_02363	Praf.g_01915
OG0000526	Syad.g_02360	Praf.g_01913
OG0000527	Syad.g_02355	Praf.g_01909
OG0000528	Syad.g_00897	Praf.g_00589
OG0000529	Syad.g_00905	Praf.g_00596
OG0000530	Syad.g_00908	Praf.g_00599
OG0000531	Syad.g_00909	Praf.g_00600
OG0000532	Syad.g_00912	Praf.g_00603
OG0000533	Syad.g_00913	Praf.g_00605
OG0000534	Syad.g_00914	Praf.g_00606
OG0000535	Syad.g_00915	Praf.g_00607
OG0000536	Syad.g_00916	Praf.g_00608
OG0000537	Syad.g_00917	Praf.g_00609
OG0000538	Syad.g_00929	Praf.g_00619
OG0000539	Syad.g_00930	Praf.g_00621
OG0000540	Syad.g_00931	Praf.g_00622
OG0000541	Syad.g_00932	Praf.g_00623
OG0000542	Syad.g_00935	Praf.g_00626
OG0000543	Syad.g_00937	Praf.g_00628
OG0000544	Syad.g_00938	Praf.g_00629
OG0000545	Syad.g_00940	Praf.g_00630
OG0000546	Syad.g_00942	Praf.g_00632
OG0000547	Syad.g_00944	Praf.g_00634
OG0000548	Syad.g_00945	Praf.g_00635
OG0000549	Syad.g_00952	Praf.g_00641
OG0000550	Syad.g_00956	Praf.g_00646
OG0000551	Syad.g_00960	Praf.g_00650
OG0000552	Syad.g_00961	Praf.g_00651
OG0000553	Syad.g_00965	Praf.g_00656
OG0000554	Syad.g_00978	Praf.g_00661
OG0000555	Syad.g_00999	Praf.g_00677
OG0000556	Syad.g_01003	Praf.g_00683
OG0000557	Syad.g_01011	Praf.g_00684
OG0000558	Syad.g_01013	Praf.g_00687
OG0000559	Syad.g_01016	Praf.g_00691
OG0000560	Syad.g_01019	Praf.g_00694
OG0000561	Syad.g_01020	Praf.g_00695
OG0000562	Syad.g_01021	Praf.g_00696
OG0000563	Syad.g_01022	Praf.g_00697
