Orthogroup	Syad	Prae
OG0000085	Syad.g_02612	Prae.g_01616
OG0000086	Syad.g_02770	Prae.g_00088
OG0000087	Syad.g_02860	Prae.g_00139
OG0000088	Syad.g_02899	Prae.g_00169
OG0000089	Syad.g_00785, Syad.g_02829	Prae.g_00355
OG0000090	Syad.g_00977	Prae.g_00508
OG0000091	Syad.g_02144	Prae.g_00616
OG0000092	Syad.g_01190	Prae.g_00913
OG0000094	Syad.g_01676	Prae.g_01021
OG0000097	Syad.g_01458	Prae.g_01204
OG0000098	Syad.g_00625	Prae.g_01350
OG0000099	Syad.g_00460	Prae.g_01390
OG0000100	Syad.g_01846	Prae.g_01533
OG0000101	Syad.g_00694	Prae.g_01758
OG0000102	Syad.g_00343	Prae.g_01820
OG0000103	Syad.g_00143	Prae.g_01899
OG0000104	Syad.g_00158	Prae.g_01907
OG0000105	Syad.g_00530	Prae.g_01440
OG0000106	Syad.g_01993	Prae.g_00370
OG0000107	Syad.g_00590	Prae.g_00385
OG0000108	Syad.g_00904	Prae.g_00454
OG0000109	Syad.g_00919	Prae.g_00468
OG0000110	Syad.g_01048	Prae.g_00549
OG0000111	Syad.g_01300	Prae.g_00673
OG0000112	Syad.g_01766	Prae.g_00770
OG0000113	Syad.g_01851	Prae.g_00828
OG0000114	Syad.g_01617	Prae.g_00908
OG0000115	Syad.g_02300	Prae.g_01102
OG0000116	Syad.g_01123	Prae.g_01153
OG0000117	Syad.g_01510	Prae.g_01263
OG0000118	Syad.g_01104	Prae.g_01341
OG0000119	Syad.g_01168	Prae.g_01364
OG0000120	Syad.g_00459	Prae.g_01389
OG0000121	Syad.g_02280	Prae.g_01461
OG0000122	Syad.g_02122	Prae.g_01499
OG0000123	Syad.g_00701	Prae.g_01766
OG0000124	Syad.g_00320	Prae.g_01831
OG0000125	Syad.g_03040	Prae.g_01867
OG0000126	Syad.g_00156	Prae.g_01906
OG0000128	Syad.g_00174	Prae.g_00011
OG0000129	Syad.g_03028	Prae.g_00046
OG0000130	Syad.g_02728	Prae.g_00069
OG0000131	Syad.g_02876	Prae.g_00148
OG0000132	Syad.g_02897	Prae.g_00167
OG0000133	Syad.g_01761	Prae.g_00323
OG0000134	Syad.g_00788	Prae.g_00356
OG0000135	Syad.g_00063	Prae.g_00382
OG0000136	Syad.g_02445	Prae.g_00415
OG0000137	Syad.g_02353	Prae.g_00449
OG0000138	Syad.g_00920	Prae.g_00469
OG0000139	Syad.g_00983	Prae.g_00512
OG0000140	Syad.g_00987	Prae.g_00513
OG0000141	Syad.g_02208	Prae.g_00581
OG0000142	Syad.g_02152	Prae.g_00609
OG0000143	Syad.g_02148	Prae.g_00613
OG0000144	Syad.g_02024	Prae.g_00626
OG0000145	Syad.g_00927	Prae.g_00766
OG0000146	Syad.g_01767	Prae.g_00771
OG0000147	Syad.g_01768	Prae.g_00772
OG0000148	Syad.g_01861	Prae.g_00822
OG0000149	Syad.g_01221	Prae.g_00852
OG0000150	Syad.g_02207, Syad.g_00989	Prae.g_00860
OG0000151	Syad.g_01956	Prae.g_00918
OG0000152	Syad.g_01757	Prae.g_00964
OG0000153	Syad.g_01713	Prae.g_00983
OG0000154	Syad.g_01686	Prae.g_01014
OG0000155	Syad.g_01189	Prae.g_01183
OG0000156	Syad.g_01116	Prae.g_01317
OG0000157	Syad.g_01115	Prae.g_01318
OG0000158	Syad.g_00374	Prae.g_01426
OG0000160	Syad.g_02279	Prae.g_01460
OG0000161	Syad.g_02287	Prae.g_01466
OG0000162	Syad.g_02293	Prae.g_01472
OG0000163	Syad.g_02542	Prae.g_01506
OG0000164	Syad.g_02659	Prae.g_01647
OG0000165	Syad.g_02476	Prae.g_01654
OG0000166	Syad.g_00654	Prae.g_01722
OG0000167	Syad.g_00419	Prae.g_01789
OG0000168	Syad.g_00371	Prae.g_01799
OG0000169	Syad.g_00360	Prae.g_01809
OG0000170	Syad.g_00353	Prae.g_01811
OG0000171	Syad.g_00321	Prae.g_01830
OG0000172	Syad.g_00244	Prae.g_01838
OG0000173	Syad.g_00220	Prae.g_01853
OG0000174	Syad.g_00065	Prae.g_01881
OG0000175	Syad.g_00129	Prae.g_01891
OG0000176	Syad.g_00166	Prae.g_00004
OG0000177	Syad.g_00167	Prae.g_00005
OG0000178	Syad.g_00168	Prae.g_00006
OG0000179	Syad.g_00183	Prae.g_00016
OG0000180	Syad.g_00184	Prae.g_00017
OG0000181	Syad.g_00185	Prae.g_00018
OG0000182	Syad.g_00186	Prae.g_00019
OG0000183	Syad.g_00190	Prae.g_00023
OG0000184	Syad.g_03018	Prae.g_00048
OG0000185	Syad.g_03006	Prae.g_00051
OG0000186	Syad.g_02722	Prae.g_00064
OG0000187	Syad.g_02724	Prae.g_00065
OG0000188	Syad.g_02759	Prae.g_00082
OG0000189	Syad.g_02788	Prae.g_00096
OG0000190	Syad.g_02790	Prae.g_00097
OG0000191	Syad.g_02824	Prae.g_00117
OG0000192	Syad.g_02834	Prae.g_00121
OG0000193	Syad.g_02877	Prae.g_00149
OG0000194	Syad.g_02880	Prae.g_00152
OG0000195	Syad.g_02884	Prae.g_00154
OG0000196	Syad.g_02894	Prae.g_00164
OG0000197	Syad.g_02895	Prae.g_00165
OG0000198	Syad.g_02896	Prae.g_00166
OG0000199	Syad.g_02904	Prae.g_00173
OG0000200	Syad.g_02921	Prae.g_00187
OG0000201	Syad.g_02937	Prae.g_00195
OG0000202	Syad.g_02938	Prae.g_00196
OG0000203	Syad.g_02939	Prae.g_00197
OG0000204	Syad.g_02940	Prae.g_00198
OG0000205	Syad.g_02948	Prae.g_00205
OG0000206	Syad.g_02955	Prae.g_00210
OG0000207	Syad.g_02957	Prae.g_00212
OG0000208	Syad.g_02958	Prae.g_00213
OG0000209	Syad.g_02981	Prae.g_00222
OG0000210	Syad.g_02982	Prae.g_00223
OG0000212	Syad.g_00825	Prae.g_00243
OG0000213	Syad.g_00556	Prae.g_00260
OG0000214	Syad.g_00538	Prae.g_00270
OG0000215	Syad.g_00508	Prae.g_00293
OG0000216	Syad.g_00504, Syad.g_00285	Prae.g_00295
OG0000217	Syad.g_00500	Prae.g_00298
OG0000218	Syad.g_00498	Prae.g_00300
OG0000219	Syad.g_00497	Prae.g_00301
OG0000220	Syad.g_00496	Prae.g_00302
OG0000221	Syad.g_00488	Prae.g_00303
OG0000222	Syad.g_00473	Prae.g_00311
OG0000223	Syad.g_00451	Prae.g_00324
OG0000224	Syad.g_00444	Prae.g_00326
OG0000225	Syad.g_00777	Prae.g_00345
OG0000226	Syad.g_00781	Prae.g_00349
OG0000227	Syad.g_00783	Prae.g_00351
OG0000228	Syad.g_00784	Prae.g_00354
OG0000229	Syad.g_02450	Prae.g_00410
OG0000230	Syad.g_02448	Prae.g_00412
OG0000231	Syad.g_02436	Prae.g_00423
OG0000232	Syad.g_02392	Prae.g_00432
OG0000233	Syad.g_02382	Prae.g_00437
OG0000234	Syad.g_02351	Prae.g_00450
OG0000235	Syad.g_00903	Prae.g_00453
OG0000236	Syad.g_00918	Prae.g_00467
OG0000237	Syad.g_00936	Prae.g_00480
OG0000238	Syad.g_00941	Prae.g_00486
OG0000239	Syad.g_00957	Prae.g_00499
OG0000240	Syad.g_00958	Prae.g_00500
OG0000241	Syad.g_02160	Prae.g_00504
OG0000242	Syad.g_00975	Prae.g_00506
OG0000243	Syad.g_01000	Prae.g_00518
OG0000244	Syad.g_01012	Prae.g_00521
OG0000245	Syad.g_01014	Prae.g_00523
OG0000246	Syad.g_01017	Prae.g_00527
OG0000247	Syad.g_01029	Prae.g_00537
OG0000248	Syad.g_01032	Prae.g_00539
OG0000249	Syad.g_01034	Prae.g_00541
OG0000250	Syad.g_01044	Prae.g_00546
OG0000251	Syad.g_01071	Prae.g_00565
OG0000252	Syad.g_01078	Prae.g_00568
OG0000253	Syad.g_01081	Prae.g_00569
OG0000254	Syad.g_02203	Prae.g_00585
OG0000255	Syad.g_02185	Prae.g_00591
OG0000256	Syad.g_02167	Prae.g_00601
OG0000257	Syad.g_02161	Prae.g_00604
OG0000258	Syad.g_02143	Prae.g_00617
OG0000259	Syad.g_01576	Prae.g_00634
OG0000260	Syad.g_01587	Prae.g_00637
OG0000261	Syad.g_01590	Prae.g_00639
OG0000262	Syad.g_01595	Prae.g_00643
OG0000263	Syad.g_01475	Prae.g_00655
OG0000264	Syad.g_01360	Prae.g_00665
OG0000265	Syad.g_01383	Prae.g_00711
OG0000266	Syad.g_01804	Prae.g_00721
OG0000267	Syad.g_01645	Prae.g_00732
OG0000268	Syad.g_01646	Prae.g_00733
OG0000269	Syad.g_01894	Prae.g_00801
OG0000270	Syad.g_01891	Prae.g_00804
OG0000271	Syad.g_01883	Prae.g_00812
OG0000272	Syad.g_01882	Prae.g_00813
OG0000273	Syad.g_01247	Prae.g_00836
OG0000274	Syad.g_01246	Prae.g_00837
OG0000275	Syad.g_01242	Prae.g_00839
OG0000276	Syad.g_01229	Prae.g_00844
OG0000277	Syad.g_01228	Prae.g_00845
OG0000278	Syad.g_01225	Prae.g_00848
OG0000279	Syad.g_01208	Prae.g_00855
OG0000280	Syad.g_01198	Prae.g_00856
OG0000281	Syad.g_00624	Prae.g_00861
OG0000282	Syad.g_01619	Prae.g_00910
OG0000283	Syad.g_01661	Prae.g_00941
OG0000284	Syad.g_01787	Prae.g_00946
OG0000285	Syad.g_01776	Prae.g_00951
OG0000286	Syad.g_01758	Prae.g_00963
OG0000288	Syad.g_01687	Prae.g_01013
OG0000289	Syad.g_01672	Prae.g_01024
OG0000290	Syad.g_01287	Prae.g_01037
OG0000291	Syad.g_01289	Prae.g_01039
OG0000292	Syad.g_00155	Prae.g_01090
OG0000293	Syad.g_01124	Prae.g_01154
OG0000294	Syad.g_01125	Prae.g_01155
OG0000295	Syad.g_01181	Prae.g_01175
OG0000296	Syad.g_01183	Prae.g_01177
OG0000297	Syad.g_01512	Prae.g_01185
OG0000298	Syad.g_01511	Prae.g_01186
OG0000299	Syad.g_01462	Prae.g_01203
OG0000300	Syad.g_01455	Prae.g_01206
OG0000301	Syad.g_01454	Prae.g_01207
OG0000302	Syad.g_01453	Prae.g_01209
OG0000303	Syad.g_01442	Prae.g_01216
OG0000304	Syad.g_01436	Prae.g_01220
OG0000305	Syad.g_01292	Prae.g_01360
OG0000306	Syad.g_01989	Prae.g_01363
OG0000307	Syad.g_00883	Prae.g_01377
OG0000308	Syad.g_00881	Prae.g_01378
OG0000309	Syad.g_00876	Prae.g_01382
OG0000310	Syad.g_02250	Prae.g_01444
OG0000311	Syad.g_02254	Prae.g_01446
OG0000312	Syad.g_02265	Prae.g_01449
OG0000313	Syad.g_02284	Prae.g_01463
OG0000314	Syad.g_02313	Prae.g_01486
OG0000315	Syad.g_02323	Prae.g_01496
OG0000316	Syad.g_02564	Prae.g_01516
OG0000317	Syad.g_02620	Prae.g_01621
OG0000318	Syad.g_02624	Prae.g_01624
OG0000319	Syad.g_02642	Prae.g_01637
OG0000320	Syad.g_02644	Prae.g_01639
OG0000321	Syad.g_02645	Prae.g_01640
OG0000322	Syad.g_02646	Prae.g_01641
OG0000323	Syad.g_02661	Prae.g_01650
OG0000324	Syad.g_02505	Prae.g_01676
OG0000325	Syad.g_00591	Prae.g_01687
OG0000326	Syad.g_00598	Prae.g_01693
OG0000327	Syad.g_00649	Prae.g_01717
OG0000328	Syad.g_00650	Prae.g_01718
OG0000329	Syad.g_00668	Prae.g_01735
OG0000330	Syad.g_00669	Prae.g_01736
OG0000331	Syad.g_00670	Prae.g_01737
OG0000332	Syad.g_00685	Prae.g_01751
OG0000333	Syad.g_00688	Prae.g_01753
OG0000334	Syad.g_00697	Prae.g_01761
OG0000335	Syad.g_00702	Prae.g_01767
OG0000336	Syad.g_00706	Prae.g_01771
OG0000337	Syad.g_00425, Syad.g_00427	Prae.g_01787
OG0000338	Syad.g_00421	Prae.g_01788
OG0000339	Syad.g_00414	Prae.g_01792
OG0000340	Syad.g_00370	Prae.g_01800
OG0000341	Syad.g_00368	Prae.g_01802
OG0000342	Syad.g_00367	Prae.g_01803
OG0000343	Syad.g_00366	Prae.g_01804
OG0000344	Syad.g_00362	Prae.g_01807
OG0000345	Syad.g_00352	Prae.g_01812
OG0000346	Syad.g_00347	Prae.g_01816
OG0000347	Syad.g_00318	Prae.g_01832
OG0000348	Syad.g_00233	Prae.g_01841
OG0000349	Syad.g_00213	Prae.g_01858
OG0000350	Syad.g_00605	Prae.g_01877
OG0000351	Syad.g_00134	Prae.g_01894
OG0000352	Syad.g_00135	Prae.g_01895
OG0000353	Syad.g_00161	Prae.g_01910
OG0000354	Syad.g_00181	Prae.g_00689
OG0000355	Syad.g_00163	Prae.g_00001
OG0000356	Syad.g_00164	Prae.g_00002
OG0000357	Syad.g_00165	Prae.g_00003
OG0000358	Syad.g_00169	Prae.g_00007
OG0000359	Syad.g_00171	Prae.g_00008
OG0000360	Syad.g_00172	Prae.g_00009
OG0000361	Syad.g_00173	Prae.g_00010
OG0000362	Syad.g_00175	Prae.g_00012
OG0000363	Syad.g_00177	Prae.g_00014
OG0000364	Syad.g_00178	Prae.g_00015
OG0000365	Syad.g_00187	Prae.g_00020
OG0000366	Syad.g_00188	Prae.g_00021
OG0000367	Syad.g_00189	Prae.g_00022
OG0000368	Syad.g_00191	Prae.g_00024
OG0000369	Syad.g_00192	Prae.g_00025
OG0000370	Syad.g_00193	Prae.g_00026
OG0000371	Syad.g_00201	Prae.g_00032
OG0000372	Syad.g_00206	Prae.g_00035
OG0000373	Syad.g_00207	Prae.g_00036
OG0000374	Syad.g_00208	Prae.g_00037
OG0000375	Syad.g_00209	Prae.g_00042
OG0000376	Syad.g_00211	Prae.g_00044
OG0000377	Syad.g_03027	Prae.g_00047
OG0000378	Syad.g_03012	Prae.g_00049
OG0000379	Syad.g_03005	Prae.g_00052
OG0000380	Syad.g_02725	Prae.g_00066
OG0000381	Syad.g_02729	Prae.g_00070
OG0000382	Syad.g_02758	Prae.g_00081
OG0000383	Syad.g_02761	Prae.g_00083
OG0000384	Syad.g_02762	Prae.g_00084
OG0000385	Syad.g_02763	Prae.g_00085
OG0000386	Syad.g_02764	Prae.g_00086
OG0000387	Syad.g_02792	Prae.g_00099
OG0000388	Syad.g_02796	Prae.g_00102
OG0000389	Syad.g_02800	Prae.g_00105
OG0000390	Syad.g_02818	Prae.g_00112
OG0000391	Syad.g_02823	Prae.g_00116
OG0000392	Syad.g_02833	Prae.g_00120
OG0000393	Syad.g_02837	Prae.g_00122
OG0000394	Syad.g_02838	Prae.g_00123
OG0000395	Syad.g_02839	Prae.g_00124
OG0000396	Syad.g_02843	Prae.g_00127
OG0000397	Syad.g_02845	Prae.g_00129
OG0000398	Syad.g_02850	Prae.g_00131
OG0000399	Syad.g_02851	Prae.g_00132
OG0000400	Syad.g_02852	Prae.g_00133
OG0000401	Syad.g_02853	Prae.g_00134
OG0000402	Syad.g_02855	Prae.g_00136
OG0000403	Syad.g_02856	Prae.g_00137
OG0000404	Syad.g_02858	Prae.g_00138
OG0000405	Syad.g_02874	Prae.g_00142
OG0000406	Syad.g_02878	Prae.g_00150
OG0000407	Syad.g_02879	Prae.g_00151
OG0000408	Syad.g_02883	Prae.g_00153
OG0000409	Syad.g_02885	Prae.g_00155
OG0000410	Syad.g_02886	Prae.g_00156
OG0000411	Syad.g_02887	Prae.g_00157
OG0000412	Syad.g_02888	Prae.g_00158
OG0000413	Syad.g_02890	Prae.g_00159
OG0000415	Syad.g_02891	Prae.g_00161
OG0000416	Syad.g_02892	Prae.g_00162
OG0000417	Syad.g_02893	Prae.g_00163
OG0000418	Syad.g_02898	Prae.g_00168
OG0000419	Syad.g_02900	Prae.g_00170
OG0000420	Syad.g_02902	Prae.g_00171
OG0000421	Syad.g_02907	Prae.g_00176
OG0000422	Syad.g_02908	Prae.g_00177
OG0000423	Syad.g_02909	Prae.g_00178
OG0000424	Syad.g_02910	Prae.g_00179
OG0000425	Syad.g_02911	Prae.g_00180
OG0000426	Syad.g_02912	Prae.g_00181
OG0000427	Syad.g_02913	Prae.g_00182
OG0000428	Syad.g_02916	Prae.g_00184
OG0000429	Syad.g_02918	Prae.g_00185
OG0000430	Syad.g_02920	Prae.g_00186
OG0000431	Syad.g_02923	Prae.g_00188
OG0000432	Syad.g_02930	Prae.g_00191
OG0000433	Syad.g_02933	Prae.g_00192
OG0000434	Syad.g_02934	Prae.g_00193
OG0000435	Syad.g_02936	Prae.g_00194
OG0000436	Syad.g_02942	Prae.g_00199
OG0000437	Syad.g_02943	Prae.g_00200
OG0000438	Syad.g_02944	Prae.g_00201
OG0000439	Syad.g_02946	Prae.g_00203
OG0000440	Syad.g_02947	Prae.g_00204
OG0000441	Syad.g_02951	Prae.g_00207
OG0000442	Syad.g_02952	Prae.g_00208
OG0000443	Syad.g_02953	Prae.g_00209
OG0000444	Syad.g_02964	Prae.g_00214
OG0000445	Syad.g_02965	Prae.g_00215
OG0000446	Syad.g_02967	Prae.g_00216
OG0000447	Syad.g_02970	Prae.g_00217
OG0000448	Syad.g_02971	Prae.g_00218
OG0000449	Syad.g_02972	Prae.g_00219
OG0000450	Syad.g_02978	Prae.g_00220
OG0000451	Syad.g_02979	Prae.g_00221
OG0000452	Syad.g_02983	Prae.g_00224
OG0000453	Syad.g_02984	Prae.g_00225
OG0000454	Syad.g_02985	Prae.g_00226
OG0000455	Syad.g_02986	Prae.g_00227
OG0000456	Syad.g_02987	Prae.g_00228
OG0000457	Syad.g_02989	Prae.g_00229
OG0000458	Syad.g_02998	Prae.g_00230
OG0000459	Syad.g_02999	Prae.g_00231
OG0000460	Syad.g_00815	Prae.g_00238
OG0000461	Syad.g_00579	Prae.g_00245
OG0000462	Syad.g_00576	Prae.g_00247
OG0000463	Syad.g_00575	Prae.g_00248
OG0000464	Syad.g_00574	Prae.g_00249
OG0000465	Syad.g_00573	Prae.g_00250
OG0000466	Syad.g_00568	Prae.g_00253
OG0000467	Syad.g_00566	Prae.g_00254
OG0000468	Syad.g_00561	Prae.g_00256
OG0000469	Syad.g_00545	Prae.g_00265
OG0000470	Syad.g_00542	Prae.g_00267
OG0000471	Syad.g_00541	Prae.g_00268
OG0000472	Syad.g_00539	Prae.g_00269
OG0000473	Syad.g_00537	Prae.g_00271
OG0000474	Syad.g_00536	Prae.g_00272
OG0000475	Syad.g_00535	Prae.g_00273
OG0000476	Syad.g_00533	Prae.g_00274
OG0000477	Syad.g_00528	Prae.g_00276
OG0000478	Syad.g_00527	Prae.g_00277
OG0000479	Syad.g_00526	Prae.g_00278
OG0000480	Syad.g_00520	Prae.g_00283
OG0000481	Syad.g_00518	Prae.g_00285
OG0000482	Syad.g_00517	Prae.g_00286
OG0000483	Syad.g_00513	Prae.g_00289
OG0000484	Syad.g_00512	Prae.g_00290
OG0000485	Syad.g_00511	Prae.g_00291
OG0000486	Syad.g_00510	Prae.g_00292
OG0000487	Syad.g_00503	Prae.g_00296
OG0000488	Syad.g_00499	Prae.g_00299
OG0000489	Syad.g_00487	Prae.g_00304
OG0000490	Syad.g_00475	Prae.g_00309
OG0000491	Syad.g_00474	Prae.g_00310
OG0000492	Syad.g_00472	Prae.g_00312
OG0000493	Syad.g_00471	Prae.g_00313
OG0000494	Syad.g_00470	Prae.g_00314
OG0000495	Syad.g_00469	Prae.g_00315
OG0000496	Syad.g_00468	Prae.g_00316
OG0000497	Syad.g_00467	Prae.g_00317
OG0000498	Syad.g_00466	Prae.g_00318
OG0000499	Syad.g_00465	Prae.g_00319
OG0000500	Syad.g_00464	Prae.g_00320
OG0000501	Syad.g_00461	Prae.g_00322
OG0000502	Syad.g_00449	Prae.g_00325
OG0000503	Syad.g_00761	Prae.g_00335
OG0000504	Syad.g_00763	Prae.g_00336
OG0000505	Syad.g_00764	Prae.g_00337
OG0000506	Syad.g_00766	Prae.g_00338
OG0000507	Syad.g_00772	Prae.g_00341
OG0000508	Syad.g_00776	Prae.g_00344
OG0000509	Syad.g_00778	Prae.g_00346
OG0000510	Syad.g_00779	Prae.g_00347
OG0000511	Syad.g_00780	Prae.g_00348
OG0000512	Syad.g_00782	Prae.g_00350
OG0000513	Syad.g_00789	Prae.g_00357
OG0000514	Syad.g_00795	Prae.g_00405
OG0000515	Syad.g_00796	Prae.g_00406
OG0000516	Syad.g_02456	Prae.g_00407
OG0000517	Syad.g_02451	Prae.g_00409
OG0000518	Syad.g_02439	Prae.g_00420
OG0000519	Syad.g_02438	Prae.g_00421
OG0000520	Syad.g_02437	Prae.g_00422
OG0000521	Syad.g_01108	Prae.g_00427
OG0000522	Syad.g_01109	Prae.g_00429
OG0000523	Syad.g_01110	Prae.g_00430
OG0000524	Syad.g_02386	Prae.g_00435
OG0000525	Syad.g_02363	Prae.g_00438
OG0000526	Syad.g_02360	Prae.g_00439
OG0000527	Syad.g_02355	Prae.g_00447
OG0000528	Syad.g_00897	Prae.g_00452
OG0000529	Syad.g_00905	Prae.g_00455
OG0000530	Syad.g_00908	Prae.g_00458
OG0000531	Syad.g_00909	Prae.g_00459
OG0000532	Syad.g_00912	Prae.g_00461
OG0000533	Syad.g_00913	Prae.g_00462
OG0000534	Syad.g_00914	Prae.g_00463
OG0000535	Syad.g_00915	Prae.g_00464
OG0000536	Syad.g_00916	Prae.g_00465
OG0000537	Syad.g_00917	Prae.g_00466
OG0000538	Syad.g_00929	Prae.g_00474
OG0000539	Syad.g_00930	Prae.g_00475
OG0000540	Syad.g_00931	Prae.g_00476
OG0000541	Syad.g_00932	Prae.g_00477
OG0000542	Syad.g_00935	Prae.g_00479
OG0000543	Syad.g_00937	Prae.g_00481
OG0000544	Syad.g_00938	Prae.g_00482
OG0000545	Syad.g_00940	Prae.g_00484
OG0000546	Syad.g_00942	Prae.g_00487
OG0000547	Syad.g_00944	Prae.g_00489
OG0000548	Syad.g_00945	Prae.g_00490
OG0000549	Syad.g_00952	Prae.g_00492
OG0000550	Syad.g_00956	Prae.g_00497
OG0000551	Syad.g_00960	Prae.g_00501
OG0000552	Syad.g_00961	Prae.g_00502
OG0000553	Syad.g_00965	Prae.g_00503
OG0000554	Syad.g_00978	Prae.g_00509
OG0000555	Syad.g_00999	Prae.g_00517
OG0000556	Syad.g_01003	Prae.g_00519
OG0000557	Syad.g_01011	Prae.g_00520
OG0000558	Syad.g_01013	Prae.g_00522
OG0000559	Syad.g_01016	Prae.g_00526
OG0000560	Syad.g_01019	Prae.g_00529
OG0000561	Syad.g_01020	Prae.g_00530
OG0000562	Syad.g_01021	Prae.g_00531
OG0000563	Syad.g_01022	Prae.g_00532
OG0000564	Syad.g_01023	Prae.g_00533
OG0000565	Syad.g_01027	Prae.g_00536
OG0000566	Syad.g_01031	Prae.g_00538
OG0000567	Syad.g_01035	Prae.g_00542
OG0000568	Syad.g_01040	Prae.g_00543
OG0000569	Syad.g_01041	Prae.g_00544
OG0000570	Syad.g_01042	Prae.g_00545
OG0000571	Syad.g_01046	Prae.g_00547
OG0000572	Syad.g_01064	Prae.g_00560
OG0000573	Syad.g_01072	Prae.g_00566
OG0000574	Syad.g_01077	Prae.g_00567
OG0000575	Syad.g_01083	Prae.g_00571
OG0000576	Syad.g_01085	Prae.g_00573
OG0000577	Syad.g_01086	Prae.g_00574
OG0000578	Syad.g_01087	Prae.g_00575
OG0000579	Syad.g_01088	Prae.g_00576
OG0000580	Syad.g_01089	Prae.g_00577
OG0000581	Syad.g_01097	Prae.g_00579
OG0000582	Syad.g_02206	Prae.g_00582
OG0000583	Syad.g_02205	Prae.g_00583
OG0000584	Syad.g_02204	Prae.g_00584
OG0000585	Syad.g_02202	Prae.g_00586
OG0000586	Syad.g_02201	Prae.g_00587
OG0000587	Syad.g_02199	Prae.g_00588
OG0000588	Syad.g_02183	Prae.g_00592
OG0000589	Syad.g_02178	Prae.g_00595
OG0000590	Syad.g_02177	Prae.g_00596
