Orthogroup	Syad	Prax
OG0000033	Syad.g_02903	Prax.g_01049
OG0000034	Syad.g_02420, Syad.g_02872	Prax.g_01889
OG0000035	Syad.g_02275	Prax.g_01728, Prax.g_01733
OG0000037	Syad.g_02805	Prax.g_01110
OG0000038	Syad.g_03038	Prax.g_01445
OG0000039	Syad.g_01249, Syad.g_01111	Prax.g_00956
OG0000041	Syad.g_02498	Prax.g_01512
OG0000042	Syad.g_00333	Prax.g_01401
OG0000043	Syad.g_02119	Prax.g_00301, Prax.g_00501, Prax.g_00530, Prax.g_01955
OG0000047	Syad.g_00754	Prax.g_00843
OG0000048	Syad.g_00534	Prax.g_00173, Prax.g_00512, Prax.g_00799
OG0000050	Syad.g_02114	Prax.g_00448, Prax.g_00508
OG0000051	Syad.g_00842	Prax.g_01927
OG0000053	Syad.g_02302	Prax.g_01708
OG0000054	Syad.g_02209	Prax.g_00065
OG0000055	Syad.g_01255	Prax.g_00392
OG0000057	Syad.g_01301	Prax.g_00944
OG0000058	Syad.g_00452	Prax.g_01823
OG0000059	Syad.g_00642	Prax.g_01286
OG0000060	Syad.g_01508	Prax.g_00517
OG0000061	Syad.g_01152	Prax.g_00200
OG0000063	Syad.g_00202	Prax.g_00280
OG0000065	Syad.g_02574, Syad.g_02801	Prax.g_01112
OG0000066	Syad.g_00992	Prax.g_00662
OG0000067	Syad.g_01889	Prax.g_00373
OG0000068	Syad.g_00891	Prax.g_01863
OG0000070	Syad.g_02424	Prax.g_00750
OG0000071	Syad.g_02405	Prax.g_01899
OG0000072	Syad.g_02905	Prax.g_01047
OG0000073	Syad.g_00926	Prax.g_00702
OG0000075	Syad.g_00416	Prax.g_01370
OG0000076	Syad.g_00348	Prax.g_01394
OG0000077	Syad.g_02741	Prax.g_00649
OG0000078	Syad.g_00824	Prax.g_00979
OG0000079	Syad.g_00565	Prax.g_00923
OG0000081	Syad.g_00833	Prax.g_00670
OG0000082	Syad.g_01063	Prax.g_00045
OG0000084	Syad.g_02272	Prax.g_01737
OG0000085	Syad.g_02612	Prax.g_01566
OG0000086	Syad.g_02770	Prax.g_00659
OG0000087	Syad.g_02860	Prax.g_01079
OG0000088	Syad.g_02899	Prax.g_01052
OG0000089	Syad.g_00785, Syad.g_02829	Prax.g_00817
OG0000090	Syad.g_00977	Prax.g_00668
OG0000091	Syad.g_02144	Prax.g_00101
OG0000092	Syad.g_01190	Prax.g_00566
OG0000094	Syad.g_01676	Prax.g_01185
OG0000097	Syad.g_01458	Prax.g_00241
OG0000098	Syad.g_00625	Prax.g_01881
OG0000099	Syad.g_00460	Prax.g_01825
OG0000100	Syad.g_01846	Prax.g_01654
OG0000101	Syad.g_00694	Prax.g_01338
OG0000102	Syad.g_00343	Prax.g_01399
OG0000103	Syad.g_00143	Prax.g_01478
OG0000104	Syad.g_00158	Prax.g_01486
OG0000105	Syad.g_00530	Prax.g_00901
OG0000106	Syad.g_01993	Prax.g_00803
OG0000107	Syad.g_00590	Prax.g_00790
OG0000108	Syad.g_00904	Prax.g_00722
OG0000109	Syad.g_00919	Prax.g_00707
OG0000110	Syad.g_01048	Prax.g_00035
OG0000111	Syad.g_01300	Prax.g_00943
OG0000112	Syad.g_01766	Prax.g_00409
OG0000113	Syad.g_01851	Prax.g_00351
OG0000114	Syad.g_01617	Prax.g_00561
OG0000115	Syad.g_02300	Prax.g_00132
OG0000116	Syad.g_01123	Prax.g_00190
OG0000117	Syad.g_01510	Prax.g_01959
OG0000118	Syad.g_01104	Prax.g_01887
OG0000119	Syad.g_01168	Prax.g_01867
OG0000120	Syad.g_00459	Prax.g_01832
OG0000121	Syad.g_02280	Prax.g_01726
OG0000122	Syad.g_02122	Prax.g_01688
OG0000123	Syad.g_00701	Prax.g_01345
OG0000124	Syad.g_00320	Prax.g_01410
OG0000125	Syad.g_03040	Prax.g_01447
OG0000126	Syad.g_00156	Prax.g_01485
OG0000128	Syad.g_00174	Prax.g_01974
OG0000129	Syad.g_03028	Prax.g_00269
OG0000130	Syad.g_02728	Prax.g_00640
OG0000131	Syad.g_02876	Prax.g_01073
OG0000132	Syad.g_02897	Prax.g_01054
OG0000133	Syad.g_01761	Prax.g_00853, Prax.g_00852, Prax.g_01783
OG0000134	Syad.g_00788	Prax.g_01573, Prax.g_00816
OG0000135	Syad.g_00063	Prax.g_00792
OG0000136	Syad.g_02445	Prax.g_00759
OG0000137	Syad.g_02353	Prax.g_00727
OG0000138	Syad.g_00920	Prax.g_00706
OG0000139	Syad.g_00983	Prax.g_00664
OG0000140	Syad.g_00987	Prax.g_00663
OG0000141	Syad.g_02208	Prax.g_00066
OG0000142	Syad.g_02152	Prax.g_00094
OG0000143	Syad.g_02148	Prax.g_00098
OG0000144	Syad.g_02024	Prax.g_00111
OG0000145	Syad.g_00927	Prax.g_00413
OG0000146	Syad.g_01767	Prax.g_00408
OG0000147	Syad.g_01768	Prax.g_00407
OG0000148	Syad.g_01861	Prax.g_00357
OG0000149	Syad.g_01221	Prax.g_00326
OG0000150	Syad.g_02207, Syad.g_00989	Prax.g_00318
OG0000151	Syad.g_01956	Prax.g_00571
OG0000152	Syad.g_01757	Prax.g_01129
OG0000153	Syad.g_01713	Prax.g_01148
OG0000154	Syad.g_01686	Prax.g_01178
OG0000155	Syad.g_01189	Prax.g_00220
OG0000156	Syad.g_01116	Prax.g_01910
OG0000157	Syad.g_01115	Prax.g_01909
OG0000158	Syad.g_00374	Prax.g_01780
OG0000160	Syad.g_02279	Prax.g_01727
OG0000161	Syad.g_02287	Prax.g_01721
OG0000162	Syad.g_02293	Prax.g_01715
OG0000163	Syad.g_02542	Prax.g_01681
OG0000164	Syad.g_02659	Prax.g_01535
OG0000165	Syad.g_02476	Prax.g_01528
OG0000166	Syad.g_00654	Prax.g_01302
OG0000167	Syad.g_00419	Prax.g_01368
OG0000168	Syad.g_00371	Prax.g_01378
OG0000169	Syad.g_00360	Prax.g_01388
OG0000170	Syad.g_00353	Prax.g_01390
OG0000171	Syad.g_00321	Prax.g_01409
OG0000172	Syad.g_00244	Prax.g_01418
OG0000173	Syad.g_00220	Prax.g_01433
OG0000174	Syad.g_00065	Prax.g_01460
OG0000175	Syad.g_00129	Prax.g_01470
OG0000176	Syad.g_00166	Prax.g_01494
OG0000177	Syad.g_00167	Prax.g_01495
OG0000178	Syad.g_00168	Prax.g_01496
OG0000179	Syad.g_00183	Prax.g_00297
OG0000180	Syad.g_00184	Prax.g_00296
OG0000181	Syad.g_00185	Prax.g_00295
OG0000182	Syad.g_00186	Prax.g_00294
OG0000183	Syad.g_00190	Prax.g_00290
OG0000184	Syad.g_03018	Prax.g_00621
OG0000185	Syad.g_03006	Prax.g_00624
OG0000186	Syad.g_02722	Prax.g_00635
OG0000187	Syad.g_02724	Prax.g_00636
OG0000188	Syad.g_02759	Prax.g_00653
OG0000189	Syad.g_02788	Prax.g_01122
OG0000190	Syad.g_02790	Prax.g_01121
OG0000191	Syad.g_02824	Prax.g_01101
OG0000192	Syad.g_02834	Prax.g_01097
OG0000193	Syad.g_02877	Prax.g_01072
OG0000194	Syad.g_02880	Prax.g_01069
OG0000195	Syad.g_02884	Prax.g_01067
OG0000196	Syad.g_02894	Prax.g_01057
OG0000197	Syad.g_02895	Prax.g_01056
OG0000198	Syad.g_02896	Prax.g_01055
OG0000199	Syad.g_02904	Prax.g_01048
OG0000200	Syad.g_02921	Prax.g_01034
OG0000201	Syad.g_02937	Prax.g_01026
OG0000202	Syad.g_02938	Prax.g_01025
OG0000203	Syad.g_02939	Prax.g_01024
OG0000204	Syad.g_02940	Prax.g_01023
OG0000205	Syad.g_02948	Prax.g_01016
OG0000206	Syad.g_02955	Prax.g_01011
OG0000207	Syad.g_02957	Prax.g_01009
OG0000208	Syad.g_02958	Prax.g_01008
OG0000209	Syad.g_02981	Prax.g_00999
OG0000210	Syad.g_02982	Prax.g_00998
OG0000212	Syad.g_00825	Prax.g_00978
OG0000213	Syad.g_00556	Prax.g_00918
OG0000214	Syad.g_00538	Prax.g_00908
OG0000215	Syad.g_00508	Prax.g_00883
OG0000216	Syad.g_00504, Syad.g_00285	Prax.g_00881
OG0000217	Syad.g_00500	Prax.g_00878
OG0000218	Syad.g_00498	Prax.g_00876
OG0000219	Syad.g_00497	Prax.g_00875
OG0000220	Syad.g_00496	Prax.g_00874
OG0000221	Syad.g_00488	Prax.g_00873
OG0000222	Syad.g_00473	Prax.g_00865
OG0000223	Syad.g_00451	Prax.g_00850
OG0000224	Syad.g_00444	Prax.g_00848
OG0000225	Syad.g_00777	Prax.g_00827
OG0000226	Syad.g_00781	Prax.g_00823
OG0000227	Syad.g_00783	Prax.g_00821
OG0000228	Syad.g_00784	Prax.g_00818
OG0000229	Syad.g_02450	Prax.g_00764
OG0000230	Syad.g_02448	Prax.g_00762
OG0000231	Syad.g_02436	Prax.g_00751
OG0000232	Syad.g_02392	Prax.g_00743
OG0000233	Syad.g_02382	Prax.g_00738
OG0000234	Syad.g_02351	Prax.g_00726
OG0000235	Syad.g_00903	Prax.g_00723
OG0000236	Syad.g_00918	Prax.g_00708
OG0000237	Syad.g_00936	Prax.g_00695
OG0000238	Syad.g_00941	Prax.g_00689
OG0000239	Syad.g_00957	Prax.g_00676
OG0000240	Syad.g_00958	Prax.g_00675
OG0000241	Syad.g_02160	Prax.g_00671
OG0000242	Syad.g_00975	Prax.g_00669
OG0000243	Syad.g_01000	Prax.g_00004
OG0000244	Syad.g_01012	Prax.g_00007
OG0000245	Syad.g_01014	Prax.g_00009
OG0000246	Syad.g_01017	Prax.g_00013
OG0000247	Syad.g_01029	Prax.g_00023
OG0000248	Syad.g_01032	Prax.g_00025
OG0000249	Syad.g_01034	Prax.g_00027
OG0000250	Syad.g_01044	Prax.g_00032
OG0000251	Syad.g_01071	Prax.g_00050
OG0000252	Syad.g_01078	Prax.g_00053
OG0000253	Syad.g_01081	Prax.g_00054
OG0000254	Syad.g_02203	Prax.g_00070
OG0000255	Syad.g_02185	Prax.g_00076
OG0000256	Syad.g_02167	Prax.g_00086
OG0000257	Syad.g_02161	Prax.g_00089
OG0000258	Syad.g_02143	Prax.g_00102
OG0000259	Syad.g_01576	Prax.g_00119
OG0000260	Syad.g_01587	Prax.g_00122
OG0000261	Syad.g_01590	Prax.g_00977
OG0000262	Syad.g_01595	Prax.g_00973
OG0000263	Syad.g_01475	Prax.g_00961
OG0000264	Syad.g_01360	Prax.g_00951
OG0000265	Syad.g_01383	Prax.g_00485
OG0000266	Syad.g_01804	Prax.g_00475
OG0000267	Syad.g_01645	Prax.g_00464
OG0000268	Syad.g_01646	Prax.g_00463
OG0000269	Syad.g_01894	Prax.g_00378
OG0000270	Syad.g_01891	Prax.g_00375
OG0000271	Syad.g_01883	Prax.g_00367
OG0000272	Syad.g_01882	Prax.g_00366
OG0000273	Syad.g_01247	Prax.g_00343
OG0000274	Syad.g_01246	Prax.g_00342
OG0000275	Syad.g_01242	Prax.g_00339
OG0000276	Syad.g_01229	Prax.g_00334
OG0000277	Syad.g_01228	Prax.g_00333
OG0000278	Syad.g_01225	Prax.g_00330
OG0000279	Syad.g_01208	Prax.g_00323
OG0000280	Syad.g_01198	Prax.g_00322
OG0000281	Syad.g_00624	Prax.g_00317
OG0000282	Syad.g_01619	Prax.g_00563
OG0000283	Syad.g_01661	Prax.g_00597
OG0000284	Syad.g_01787	Prax.g_00602
OG0000285	Syad.g_01776	Prax.g_00607
OG0000286	Syad.g_01758	Prax.g_00619
OG0000288	Syad.g_01687	Prax.g_01177
OG0000289	Syad.g_01672	Prax.g_01188
OG0000290	Syad.g_01287	Prax.g_01201
OG0000291	Syad.g_01289	Prax.g_01203
OG0000292	Syad.g_00155	Prax.g_01759, Prax.g_01254
OG0000293	Syad.g_01124	Prax.g_00191
OG0000294	Syad.g_01125	Prax.g_00192
OG0000295	Syad.g_01181	Prax.g_00212
OG0000296	Syad.g_01183	Prax.g_00214
OG0000297	Syad.g_01512	Prax.g_00222
OG0000298	Syad.g_01511	Prax.g_00223
OG0000299	Syad.g_01462	Prax.g_00240
OG0000300	Syad.g_01455	Prax.g_00243
OG0000301	Syad.g_01454	Prax.g_00244
OG0000302	Syad.g_01453	Prax.g_00246
OG0000303	Syad.g_01442	Prax.g_00253
OG0000304	Syad.g_01436	Prax.g_00257
OG0000305	Syad.g_01292	Prax.g_01871
OG0000306	Syad.g_01989	Prax.g_01868
OG0000307	Syad.g_00883	Prax.g_01854
OG0000308	Syad.g_00881	Prax.g_01853
OG0000309	Syad.g_00876	Prax.g_01849
OG0000310	Syad.g_02250	Prax.g_01748
OG0000311	Syad.g_02254	Prax.g_01746
OG0000312	Syad.g_02265	Prax.g_01743
OG0000313	Syad.g_02284	Prax.g_01724
OG0000314	Syad.g_02313	Prax.g_01701
OG0000315	Syad.g_02323	Prax.g_01691
OG0000316	Syad.g_02564	Prax.g_01671
OG0000317	Syad.g_02620	Prax.g_01561
OG0000318	Syad.g_02624	Prax.g_01558
OG0000319	Syad.g_02642	Prax.g_01545
OG0000320	Syad.g_02644	Prax.g_01543
OG0000321	Syad.g_02645	Prax.g_01542
OG0000322	Syad.g_02646	Prax.g_01541
OG0000323	Syad.g_02661	Prax.g_01532
OG0000324	Syad.g_02505	Prax.g_01505
OG0000325	Syad.g_00591	Prax.g_01263
OG0000326	Syad.g_00598	Prax.g_01269
OG0000327	Syad.g_00649	Prax.g_01297
OG0000328	Syad.g_00650	Prax.g_01298
OG0000329	Syad.g_00668	Prax.g_01315
OG0000330	Syad.g_00669	Prax.g_01316
OG0000331	Syad.g_00670	Prax.g_01317
OG0000332	Syad.g_00685	Prax.g_01331
OG0000333	Syad.g_00688	Prax.g_01333
OG0000334	Syad.g_00697	Prax.g_01341
OG0000335	Syad.g_00702	Prax.g_01346
OG0000336	Syad.g_00706	Prax.g_01350
OG0000337	Syad.g_00425, Syad.g_00427	Prax.g_01366
OG0000338	Syad.g_00421	Prax.g_01367
OG0000339	Syad.g_00414	Prax.g_01371
OG0000340	Syad.g_00370	Prax.g_01379
OG0000341	Syad.g_00368	Prax.g_01381
OG0000342	Syad.g_00367	Prax.g_01382
OG0000343	Syad.g_00366	Prax.g_01383
OG0000344	Syad.g_00362	Prax.g_01386
OG0000345	Syad.g_00352	Prax.g_01391
OG0000346	Syad.g_00347	Prax.g_01395
OG0000347	Syad.g_00318	Prax.g_01411
OG0000348	Syad.g_00233	Prax.g_01421
OG0000349	Syad.g_00213	Prax.g_01438
OG0000350	Syad.g_00605	Prax.g_01456
OG0000351	Syad.g_00134	Prax.g_01473
OG0000352	Syad.g_00135	Prax.g_01474
OG0000353	Syad.g_00161	Prax.g_01489
OG0000355	Syad.g_00163	Prax.g_01491
OG0000356	Syad.g_00164	Prax.g_01492
OG0000357	Syad.g_00165	Prax.g_01493
OG0000358	Syad.g_00169	Prax.g_01497
OG0000359	Syad.g_00171	Prax.g_01498
OG0000360	Syad.g_00172	Prax.g_01499
OG0000361	Syad.g_00173	Prax.g_01975
OG0000362	Syad.g_00175	Prax.g_01973
OG0000363	Syad.g_00177	Prax.g_00299
OG0000364	Syad.g_00178	Prax.g_00298
OG0000365	Syad.g_00187	Prax.g_00293
OG0000366	Syad.g_00188	Prax.g_00292
OG0000367	Syad.g_00189	Prax.g_00291
OG0000368	Syad.g_00191	Prax.g_00289
OG0000369	Syad.g_00192	Prax.g_00288
OG0000370	Syad.g_00193	Prax.g_00287
OG0000371	Syad.g_00201	Prax.g_00281
OG0000372	Syad.g_00206	Prax.g_00278
OG0000373	Syad.g_00207	Prax.g_00277
OG0000374	Syad.g_00208	Prax.g_00276
OG0000375	Syad.g_00209	Prax.g_00273
OG0000376	Syad.g_00211	Prax.g_00271
OG0000377	Syad.g_03027	Prax.g_00261
OG0000378	Syad.g_03012	Prax.g_00622
OG0000379	Syad.g_03005	Prax.g_00625
OG0000380	Syad.g_02725	Prax.g_00637
OG0000381	Syad.g_02729	Prax.g_00641
OG0000382	Syad.g_02758	Prax.g_00652
OG0000383	Syad.g_02761	Prax.g_00654
OG0000384	Syad.g_02762	Prax.g_00655
OG0000385	Syad.g_02763	Prax.g_00656
OG0000386	Syad.g_02764	Prax.g_00657
OG0000387	Syad.g_02792	Prax.g_01119
OG0000388	Syad.g_02796	Prax.g_01116
OG0000389	Syad.g_02800	Prax.g_01113
OG0000390	Syad.g_02818	Prax.g_01106
OG0000391	Syad.g_02823	Prax.g_01102
OG0000392	Syad.g_02833	Prax.g_01098
OG0000393	Syad.g_02837	Prax.g_01096
OG0000394	Syad.g_02838	Prax.g_01095
OG0000395	Syad.g_02839	Prax.g_01094
OG0000396	Syad.g_02843	Prax.g_01091
OG0000397	Syad.g_02845	Prax.g_01089
OG0000398	Syad.g_02850	Prax.g_01087
OG0000399	Syad.g_02851	Prax.g_01086
OG0000400	Syad.g_02852	Prax.g_01085
OG0000401	Syad.g_02853	Prax.g_01084
OG0000402	Syad.g_02855	Prax.g_01082
OG0000403	Syad.g_02856	Prax.g_01081
OG0000404	Syad.g_02858	Prax.g_01080
OG0000405	Syad.g_02874	Prax.g_01076
OG0000406	Syad.g_02878	Prax.g_01071
OG0000407	Syad.g_02879	Prax.g_01070
OG0000408	Syad.g_02883	Prax.g_01068
OG0000409	Syad.g_02885	Prax.g_01066
OG0000410	Syad.g_02886	Prax.g_01065
OG0000411	Syad.g_02887	Prax.g_01064
OG0000412	Syad.g_02888	Prax.g_01063
OG0000413	Syad.g_02890	Prax.g_01062
OG0000415	Syad.g_02891	Prax.g_01060
OG0000416	Syad.g_02892	Prax.g_01059
OG0000417	Syad.g_02893	Prax.g_01058
OG0000418	Syad.g_02898	Prax.g_01053
OG0000419	Syad.g_02900	Prax.g_01051
OG0000420	Syad.g_02902	Prax.g_01050
OG0000421	Syad.g_02907	Prax.g_01045
OG0000422	Syad.g_02908	Prax.g_01044
OG0000423	Syad.g_02909	Prax.g_01043
OG0000424	Syad.g_02910	Prax.g_01042
OG0000425	Syad.g_02911	Prax.g_01041
OG0000426	Syad.g_02912	Prax.g_01040
OG0000427	Syad.g_02913	Prax.g_01039
OG0000428	Syad.g_02916	Prax.g_01037
OG0000429	Syad.g_02918	Prax.g_01036
OG0000430	Syad.g_02920	Prax.g_01035
OG0000431	Syad.g_02923	Prax.g_01033
OG0000432	Syad.g_02930	Prax.g_01030
OG0000433	Syad.g_02933	Prax.g_01029
OG0000434	Syad.g_02934	Prax.g_01028
OG0000435	Syad.g_02936	Prax.g_01027
OG0000436	Syad.g_02942	Prax.g_01022
OG0000437	Syad.g_02943	Prax.g_01021
OG0000438	Syad.g_02944	Prax.g_01020
OG0000439	Syad.g_02946	Prax.g_01018
OG0000440	Syad.g_02947	Prax.g_01017
OG0000441	Syad.g_02951	Prax.g_01014
OG0000442	Syad.g_02952	Prax.g_01013
OG0000443	Syad.g_02953	Prax.g_01012
OG0000444	Syad.g_02964	Prax.g_01007
OG0000445	Syad.g_02965	Prax.g_01006
OG0000446	Syad.g_02967	Prax.g_01005
OG0000447	Syad.g_02970	Prax.g_01004
OG0000448	Syad.g_02971	Prax.g_01003
OG0000449	Syad.g_02972	Prax.g_01002
OG0000450	Syad.g_02978	Prax.g_01001
OG0000451	Syad.g_02979	Prax.g_01000
OG0000452	Syad.g_02983	Prax.g_00997
OG0000453	Syad.g_02984	Prax.g_00996
OG0000454	Syad.g_02985	Prax.g_00995
OG0000455	Syad.g_02986	Prax.g_00994
OG0000456	Syad.g_02987	Prax.g_00993
OG0000457	Syad.g_02989	Prax.g_00992
OG0000458	Syad.g_02998	Prax.g_00991
OG0000459	Syad.g_02999	Prax.g_00990
OG0000460	Syad.g_00815	Prax.g_00983
OG0000461	Syad.g_00579	Prax.g_00933
OG0000462	Syad.g_00576	Prax.g_00931
OG0000463	Syad.g_00575	Prax.g_00930
OG0000464	Syad.g_00574	Prax.g_00929
OG0000465	Syad.g_00573	Prax.g_00928
OG0000466	Syad.g_00568	Prax.g_00925
OG0000467	Syad.g_00566	Prax.g_00924
OG0000468	Syad.g_00561	Prax.g_00922
OG0000469	Syad.g_00545	Prax.g_00913
OG0000470	Syad.g_00542	Prax.g_00911
OG0000471	Syad.g_00541	Prax.g_00910
OG0000472	Syad.g_00539	Prax.g_00909
OG0000473	Syad.g_00537	Prax.g_00907
OG0000474	Syad.g_00536	Prax.g_00906
OG0000475	Syad.g_00535	Prax.g_00905
OG0000476	Syad.g_00533	Prax.g_00904
OG0000477	Syad.g_00528	Prax.g_00900
OG0000478	Syad.g_00527	Prax.g_00899
OG0000479	Syad.g_00526	Prax.g_00898
OG0000480	Syad.g_00520	Prax.g_00893
OG0000481	Syad.g_00518	Prax.g_00891
OG0000482	Syad.g_00517	Prax.g_00890
OG0000483	Syad.g_00513	Prax.g_00887
OG0000484	Syad.g_00512	Prax.g_00886
OG0000485	Syad.g_00511	Prax.g_00885
OG0000486	Syad.g_00510	Prax.g_00884
OG0000487	Syad.g_00503	Prax.g_00880
OG0000488	Syad.g_00499	Prax.g_00877
OG0000489	Syad.g_00487	Prax.g_00872
OG0000490	Syad.g_00475	Prax.g_00867
OG0000491	Syad.g_00474	Prax.g_00866
OG0000492	Syad.g_00472	Prax.g_00864
OG0000493	Syad.g_00471	Prax.g_00863
OG0000494	Syad.g_00470	Prax.g_00862
OG0000495	Syad.g_00469	Prax.g_00861
OG0000496	Syad.g_00468	Prax.g_00860
OG0000497	Syad.g_00467	Prax.g_00859
OG0000498	Syad.g_00466	Prax.g_00858
OG0000499	Syad.g_00465	Prax.g_00857
OG0000500	Syad.g_00464	Prax.g_00856
OG0000501	Syad.g_00461	Prax.g_00854
OG0000502	Syad.g_00449	Prax.g_00849
OG0000503	Syad.g_00761	Prax.g_00839
OG0000504	Syad.g_00763	Prax.g_00838
OG0000505	Syad.g_00764	Prax.g_00837
OG0000506	Syad.g_00766	Prax.g_00835
OG0000507	Syad.g_00772	Prax.g_00832
OG0000508	Syad.g_00776	Prax.g_00828
OG0000509	Syad.g_00778	Prax.g_00826
OG0000510	Syad.g_00779	Prax.g_00825
OG0000511	Syad.g_00780	Prax.g_00824
OG0000512	Syad.g_00782	Prax.g_00822
OG0000513	Syad.g_00789	Prax.g_00815
OG0000514	Syad.g_00795	Prax.g_00769
OG0000515	Syad.g_00796	Prax.g_00768
OG0000516	Syad.g_02456	Prax.g_00767
OG0000517	Syad.g_02451	Prax.g_00765
OG0000518	Syad.g_02439	Prax.g_00754
OG0000519	Syad.g_02438	Prax.g_00753
OG0000520	Syad.g_02437	Prax.g_00752
OG0000521	Syad.g_01108	Prax.g_00747
OG0000522	Syad.g_01109	Prax.g_00746
OG0000523	Syad.g_01110	Prax.g_00745
OG0000524	Syad.g_02386	Prax.g_00740
OG0000525	Syad.g_02363	Prax.g_00737
OG0000526	Syad.g_02360	Prax.g_00736
OG0000527	Syad.g_02355	Prax.g_00729
OG0000528	Syad.g_00897	Prax.g_00724
OG0000529	Syad.g_00905	Prax.g_00721
OG0000530	Syad.g_00908	Prax.g_00718
OG0000531	Syad.g_00909	Prax.g_00717
OG0000532	Syad.g_00912	Prax.g_00715
OG0000533	Syad.g_00913	Prax.g_00714
OG0000534	Syad.g_00914	Prax.g_00713
OG0000535	Syad.g_00915	Prax.g_00712
OG0000536	Syad.g_00916	Prax.g_00711
OG0000537	Syad.g_00917	Prax.g_00709
OG0000538	Syad.g_00929	Prax.g_00701
OG0000539	Syad.g_00930	Prax.g_00700
OG0000540	Syad.g_00931	Prax.g_00699
OG0000541	Syad.g_00932	Prax.g_00698
OG0000542	Syad.g_00935	Prax.g_00696
OG0000543	Syad.g_00937	Prax.g_00694
OG0000544	Syad.g_00938	Prax.g_00693
OG0000545	Syad.g_00940	Prax.g_00691
OG0000546	Syad.g_00942	Prax.g_00688
OG0000547	Syad.g_00944	Prax.g_00686
OG0000548	Syad.g_00945	Prax.g_00685
OG0000549	Syad.g_00952	Prax.g_00683
OG0000550	Syad.g_00956	Prax.g_00678
OG0000551	Syad.g_00960	Prax.g_00674
OG0000552	Syad.g_00961	Prax.g_00673
OG0000553	Syad.g_00965	Prax.g_00672
OG0000554	Syad.g_00978	Prax.g_00667
OG0000555	Syad.g_00999	Prax.g_00003
OG0000556	Syad.g_01003	Prax.g_00005
OG0000557	Syad.g_01011	Prax.g_00006
OG0000558	Syad.g_01013	Prax.g_00008
OG0000559	Syad.g_01016	Prax.g_00012
OG0000560	Syad.g_01019	Prax.g_00015
OG0000561	Syad.g_01020	Prax.g_00016
OG0000562	Syad.g_01021	Prax.g_00017
OG0000563	Syad.g_01022	Prax.g_00018
OG0000564	Syad.g_01023	Prax.g_00019
OG0000565	Syad.g_01027	Prax.g_00022
OG0000566	Syad.g_01031	Prax.g_00024
OG0000567	Syad.g_01035	Prax.g_00028
OG0000568	Syad.g_01040	Prax.g_00029
OG0000569	Syad.g_01041	Prax.g_00030
OG0000570	Syad.g_01042	Prax.g_00031
OG0000571	Syad.g_01046	Prax.g_00033
OG0000572	Syad.g_01064	Prax.g_00046
OG0000573	Syad.g_01072	Prax.g_00051
OG0000574	Syad.g_01077	Prax.g_00052
OG0000575	Syad.g_01083	Prax.g_00056
OG0000576	Syad.g_01085	Prax.g_00058
OG0000577	Syad.g_01086	Prax.g_00059
OG0000578	Syad.g_01087	Prax.g_00060
OG0000579	Syad.g_01088	Prax.g_00061
OG0000580	Syad.g_01089	Prax.g_00062
OG0000581	Syad.g_01097	Prax.g_00064
OG0000582	Syad.g_02206	Prax.g_00067
OG0000583	Syad.g_02205	Prax.g_00068
OG0000584	Syad.g_02204	Prax.g_00069
OG0000585	Syad.g_02202	Prax.g_00071
OG0000586	Syad.g_02201	Prax.g_00072
OG0000587	Syad.g_02199	Prax.g_00073
OG0000588	Syad.g_02183	Prax.g_00077
OG0000589	Syad.g_02178	Prax.g_00080
