Orthogroup	Syad	Prbj
OG0000137	Syad.g_02353	Prbj.g_00128
OG0000138	Syad.g_00920	Prbj.g_01613
OG0000139	Syad.g_00983	Prbj.g_02133
OG0000140	Syad.g_00987	Prbj.g_02139
OG0000141	Syad.g_02208	Prbj.g_01757
OG0000142	Syad.g_02152	Prbj.g_02573
OG0000143	Syad.g_02148	Prbj.g_02577
OG0000144	Syad.g_02024	Prbj.g_00793
OG0000145	Syad.g_00927	Prbj.g_01607
OG0000146	Syad.g_01767	Prbj.g_02277
OG0000147	Syad.g_01768	Prbj.g_02278
OG0000148	Syad.g_01861	Prbj.g_02431
OG0000149	Syad.g_01221	Prbj.g_02488
OG0000150	Syad.g_02207, Syad.g_00989	Prbj.g_02511
OG0000151	Syad.g_01956	Prbj.g_02361
OG0000152	Syad.g_01757	Prbj.g_02268
OG0000153	Syad.g_01713	Prbj.g_02241
OG0000154	Syad.g_01686	Prbj.g_02213
OG0000155	Syad.g_01189	Prbj.g_00312
OG0000156	Syad.g_01116	Prbj.g_00163
OG0000157	Syad.g_01115	Prbj.g_00162
OG0000158	Syad.g_00374	Prbj.g_01514
OG0000160	Syad.g_02279	Prbj.g_01057
OG0000161	Syad.g_02287	Prbj.g_01071
OG0000162	Syad.g_02293	Prbj.g_01077
OG0000163	Syad.g_02542	Prbj.g_01688
OG0000164	Syad.g_02659	Prbj.g_00476
OG0000165	Syad.g_02476	Prbj.g_00467
OG0000166	Syad.g_00654	Prbj.g_01019
OG0000167	Syad.g_00419	Prbj.g_01500
OG0000168	Syad.g_00371	Prbj.g_01515
OG0000169	Syad.g_00360	Prbj.g_01581
OG0000170	Syad.g_00353	Prbj.g_01593
OG0000171	Syad.g_00321	Prbj.g_01282
OG0000172	Syad.g_00244	Prbj.g_01248
OG0000173	Syad.g_00220	Prbj.g_01227
OG0000174	Syad.g_00065	Prbj.g_02006
OG0000175	Syad.g_00129	Prbj.g_02044
OG0000176	Syad.g_00166	Prbj.g_02077
OG0000177	Syad.g_00167	Prbj.g_02078
OG0000178	Syad.g_00168	Prbj.g_02079
OG0000179	Syad.g_00183	Prbj.g_01188
OG0000180	Syad.g_00184	Prbj.g_01189
OG0000181	Syad.g_00185	Prbj.g_01190
OG0000182	Syad.g_00186	Prbj.g_01191
OG0000183	Syad.g_00190	Prbj.g_01195
OG0000184	Syad.g_03018	Prbj.g_01943
OG0000185	Syad.g_03006	Prbj.g_01921
OG0000186	Syad.g_02722	Prbj.g_00558
OG0000187	Syad.g_02724	Prbj.g_00560
OG0000188	Syad.g_02759	Prbj.g_00581
OG0000189	Syad.g_02788	Prbj.g_00607
OG0000190	Syad.g_02790	Prbj.g_00609
OG0000191	Syad.g_02824	Prbj.g_01557
OG0000192	Syad.g_02834	Prbj.g_01566
OG0000193	Syad.g_02877	Prbj.g_00542
OG0000194	Syad.g_02880	Prbj.g_00539
OG0000195	Syad.g_02884	Prbj.g_00537
OG0000196	Syad.g_02894	Prbj.g_00526
OG0000197	Syad.g_02895	Prbj.g_00525
OG0000198	Syad.g_02896	Prbj.g_00524
OG0000199	Syad.g_02904	Prbj.g_00517
OG0000200	Syad.g_02921	Prbj.g_01138
OG0000201	Syad.g_02937	Prbj.g_01157
OG0000202	Syad.g_02938	Prbj.g_01158
OG0000203	Syad.g_02939	Prbj.g_01159
OG0000204	Syad.g_02940	Prbj.g_01160
OG0000205	Syad.g_02948	Prbj.g_01167
OG0000206	Syad.g_02955	Prbj.g_00288
OG0000207	Syad.g_02957	Prbj.g_00234
OG0000208	Syad.g_02958	Prbj.g_00235
OG0000209	Syad.g_02981	Prbj.g_00262
OG0000210	Syad.g_02982	Prbj.g_00263
OG0000211	Syad.g_00813	Prbj.g_00177
OG0000212	Syad.g_00825	Prbj.g_02615
OG0000213	Syad.g_00556	Prbj.g_01362
OG0000214	Syad.g_00538	Prbj.g_01389
OG0000215	Syad.g_00508	Prbj.g_01419
OG0000216	Syad.g_00504	Prbj.g_01422
OG0000217	Syad.g_00500	Prbj.g_01426
OG0000218	Syad.g_00498	Prbj.g_01430
OG0000219	Syad.g_00497	Prbj.g_01431
OG0000220	Syad.g_00496	Prbj.g_01432
OG0000221	Syad.g_00488	Prbj.g_01437
OG0000222	Syad.g_00473	Prbj.g_01446
OG0000223	Syad.g_00451	Prbj.g_01469
OG0000224	Syad.g_00444	Prbj.g_01480
OG0000225	Syad.g_00777	Prbj.g_00323
OG0000226	Syad.g_00781	Prbj.g_00319
OG0000227	Syad.g_00783	Prbj.g_00317
OG0000228	Syad.g_00784	Prbj.g_00063
OG0000229	Syad.g_02450	Prbj.g_00100
OG0000230	Syad.g_02448	Prbj.g_00102
OG0000231	Syad.g_02436	Prbj.g_00117
OG0000232	Syad.g_02392	Prbj.g_01888
OG0000233	Syad.g_02382	Prbj.g_00148
OG0000234	Syad.g_02351	Prbj.g_00127
OG0000235	Syad.g_00903	Prbj.g_01631
OG0000236	Syad.g_00918	Prbj.g_01615
OG0000237	Syad.g_00936	Prbj.g_02094
OG0000238	Syad.g_00941	Prbj.g_02098
OG0000239	Syad.g_00957	Prbj.g_02114
OG0000240	Syad.g_00958	Prbj.g_02115
OG0000241	Syad.g_02160	Prbj.g_01116
OG0000242	Syad.g_00975	Prbj.g_02125
OG0000243	Syad.g_01000	Prbj.g_02668
OG0000244	Syad.g_01012	Prbj.g_01859
OG0000245	Syad.g_01014	Prbj.g_01862
OG0000246	Syad.g_01017	Prbj.g_01866
OG0000247	Syad.g_01029	Prbj.g_01877
OG0000248	Syad.g_01032	Prbj.g_01880
OG0000249	Syad.g_01034	Prbj.g_01882
OG0000250	Syad.g_01044	Prbj.g_01805
OG0000251	Syad.g_01071	Prbj.g_01781
OG0000252	Syad.g_01078	Prbj.g_01778
OG0000253	Syad.g_01081	Prbj.g_01772
OG0000254	Syad.g_02203	Prbj.g_01753
OG0000255	Syad.g_02185	Prbj.g_02546
OG0000256	Syad.g_02167	Prbj.g_02560
OG0000257	Syad.g_02161	Prbj.g_02566
OG0000258	Syad.g_02143	Prbj.g_02589
OG0000259	Syad.g_01576	Prbj.g_00812
OG0000260	Syad.g_01587	Prbj.g_00816
OG0000261	Syad.g_01590	Prbj.g_00819
OG0000262	Syad.g_01595	Prbj.g_00824
OG0000263	Syad.g_01475	Prbj.g_00248
OG0000264	Syad.g_01360	Prbj.g_00933
OG0000265	Syad.g_01383	Prbj.g_02178, Prbj.g_00913
OG0000266	Syad.g_01804	Prbj.g_02189
OG0000267	Syad.g_01645	Prbj.g_02315
OG0000268	Syad.g_01646	Prbj.g_02314
OG0000269	Syad.g_01894	Prbj.g_02407
OG0000270	Syad.g_01891	Prbj.g_02410
OG0000271	Syad.g_01883	Prbj.g_02418
OG0000272	Syad.g_01882	Prbj.g_02419
OG0000273	Syad.g_01247	Prbj.g_02470
OG0000274	Syad.g_01246	Prbj.g_02471
OG0000275	Syad.g_01242	Prbj.g_02474
OG0000276	Syad.g_01229	Prbj.g_02480
OG0000277	Syad.g_01228	Prbj.g_02481
OG0000278	Syad.g_01225	Prbj.g_02484
OG0000279	Syad.g_01208	Prbj.g_02492
OG0000280	Syad.g_01198	Prbj.g_02498
OG0000281	Syad.g_00624	Prbj.g_02512
OG0000282	Syad.g_01619	Prbj.g_02342
OG0000283	Syad.g_01661	Prbj.g_02303
OG0000284	Syad.g_01787	Prbj.g_02297
OG0000285	Syad.g_01776	Prbj.g_00694
OG0000286	Syad.g_01758	Prbj.g_02269
OG0000287	Syad.g_01720	Prbj.g_00722
OG0000288	Syad.g_01687	Prbj.g_02214
OG0000289	Syad.g_01672	Prbj.g_02201
OG0000290	Syad.g_01287	Prbj.g_01841
OG0000291	Syad.g_01289	Prbj.g_01839
OG0000292	Syad.g_00155	Prbj.g_02066
OG0000293	Syad.g_01124	Prbj.g_00958
OG0000294	Syad.g_01125	Prbj.g_00959
OG0000295	Syad.g_01181	Prbj.g_00304
OG0000296	Syad.g_01183	Prbj.g_00306, Prbj.g_00307
OG0000297	Syad.g_01512	Prbj.g_01913
OG0000298	Syad.g_01511	Prbj.g_01914
OG0000299	Syad.g_01462	Prbj.g_01903
OG0000300	Syad.g_01455	Prbj.g_02155
OG0000301	Syad.g_01454	Prbj.g_02156
OG0000302	Syad.g_01453	Prbj.g_02159
OG0000303	Syad.g_01442	Prbj.g_00314
OG0000304	Syad.g_01436	Prbj.g_00020
OG0000305	Syad.g_01292	Prbj.g_01837
OG0000306	Syad.g_01989	Prbj.g_02521
OG0000307	Syad.g_00883	Prbj.g_01647
OG0000308	Syad.g_00881	Prbj.g_01649
OG0000309	Syad.g_00876	Prbj.g_01653
OG0000310	Syad.g_02250	Prbj.g_01294
OG0000311	Syad.g_02254	Prbj.g_01040
OG0000312	Syad.g_02265	Prbj.g_01044
OG0000313	Syad.g_02284	Prbj.g_01068
OG0000314	Syad.g_02313	Prbj.g_00646
OG0000315	Syad.g_02323	Prbj.g_00656
OG0000316	Syad.g_02564	Prbj.g_01699
OG0000317	Syad.g_02620	Prbj.g_00863
OG0000318	Syad.g_02624	Prbj.g_00856
OG0000319	Syad.g_02642	Prbj.g_00487
OG0000320	Syad.g_02644	Prbj.g_00485
OG0000321	Syad.g_02645	Prbj.g_00484
OG0000322	Syad.g_02646	Prbj.g_00483
OG0000323	Syad.g_02661	Prbj.g_00472
OG0000324	Syad.g_02505	Prbj.g_00443
OG0000325	Syad.g_00591	Prbj.g_02657
OG0000326	Syad.g_00598	Prbj.g_02649
OG0000327	Syad.g_00649	Prbj.g_01024
OG0000328	Syad.g_00650	Prbj.g_01023
OG0000329	Syad.g_00668	Prbj.g_01006
OG0000330	Syad.g_00669	Prbj.g_01005
OG0000331	Syad.g_00670	Prbj.g_01004
OG0000332	Syad.g_00685	Prbj.g_00989
OG0000333	Syad.g_00688	Prbj.g_00987
OG0000334	Syad.g_00697	Prbj.g_00410
OG0000335	Syad.g_00702	Prbj.g_00405
OG0000336	Syad.g_00706	Prbj.g_00401
OG0000337	Syad.g_00425, Syad.g_00427	Prbj.g_01494
OG0000338	Syad.g_00421	Prbj.g_01498
OG0000339	Syad.g_00414	Prbj.g_01504
OG0000340	Syad.g_00370	Prbj.g_01516
OG0000341	Syad.g_00368	Prbj.g_01518
OG0000342	Syad.g_00367	Prbj.g_01519
OG0000343	Syad.g_00366	Prbj.g_01576
OG0000344	Syad.g_00362	Prbj.g_01579
OG0000345	Syad.g_00352	Prbj.g_01594
OG0000346	Syad.g_00347	Prbj.g_01599
OG0000347	Syad.g_00318	Prbj.g_01280
OG0000348	Syad.g_00233	Prbj.g_01243
OG0000349	Syad.g_00213	Prbj.g_01219
OG0000350	Syad.g_00605	Prbj.g_01999
OG0000351	Syad.g_00134	Prbj.g_02047
OG0000352	Syad.g_00135	Prbj.g_02048
OG0000353	Syad.g_00161	Prbj.g_02072
OG0000354	Syad.g_00947	Prbj.g_02104
OG0000354	Syad.g_00181	Prbj.g_01186
OG0000355	Syad.g_00163	Prbj.g_02074
OG0000356	Syad.g_00164	Prbj.g_02075
OG0000357	Syad.g_00165	Prbj.g_02076
OG0000358	Syad.g_00169	Prbj.g_02080
OG0000359	Syad.g_00171	Prbj.g_02082
OG0000360	Syad.g_00172	Prbj.g_02083
OG0000361	Syad.g_00173	Prbj.g_02084
OG0000362	Syad.g_00175	Prbj.g_02086
OG0000363	Syad.g_00177	Prbj.g_01182
OG0000364	Syad.g_00178	Prbj.g_01183
OG0000365	Syad.g_00187	Prbj.g_01192
OG0000366	Syad.g_00188	Prbj.g_01193
OG0000367	Syad.g_00189	Prbj.g_01194
OG0000368	Syad.g_00191	Prbj.g_01196
OG0000369	Syad.g_00192	Prbj.g_01197
OG0000370	Syad.g_00193	Prbj.g_01198
OG0000371	Syad.g_00201	Prbj.g_01207
OG0000372	Syad.g_00206	Prbj.g_01212
OG0000373	Syad.g_00207	Prbj.g_01213
OG0000374	Syad.g_00208	Prbj.g_01214
OG0000375	Syad.g_00209	Prbj.g_01215
OG0000376	Syad.g_00211	Prbj.g_01217
OG0000377	Syad.g_03027	Prbj.g_01950
OG0000378	Syad.g_03012	Prbj.g_01936
OG0000379	Syad.g_03005	Prbj.g_01920
OG0000380	Syad.g_02725	Prbj.g_00561
OG0000381	Syad.g_02729	Prbj.g_00565
OG0000382	Syad.g_02758	Prbj.g_00580
OG0000383	Syad.g_02761	Prbj.g_00582
OG0000384	Syad.g_02762	Prbj.g_00583
OG0000385	Syad.g_02763	Prbj.g_00584
OG0000386	Syad.g_02764	Prbj.g_00585
OG0000387	Syad.g_02792	Prbj.g_00611
OG0000388	Syad.g_02796	Prbj.g_00615
OG0000389	Syad.g_02800	Prbj.g_00619
OG0000390	Syad.g_02818	Prbj.g_01551
OG0000391	Syad.g_02823	Prbj.g_01556
OG0000392	Syad.g_02833	Prbj.g_01562
OG0000393	Syad.g_02837	Prbj.g_01567
OG0000394	Syad.g_02838	Prbj.g_01568
OG0000395	Syad.g_02839	Prbj.g_01569
OG0000396	Syad.g_02843	Prbj.g_01530
OG0000397	Syad.g_02845	Prbj.g_01532
OG0000398	Syad.g_02850	Prbj.g_01537
OG0000399	Syad.g_02851	Prbj.g_01538
OG0000400	Syad.g_02852	Prbj.g_01539
OG0000401	Syad.g_02853	Prbj.g_01540
OG0000402	Syad.g_02855	Prbj.g_01542
OG0000403	Syad.g_02856	Prbj.g_01543
OG0000404	Syad.g_02858	Prbj.g_01545
OG0000405	Syad.g_02874	Prbj.g_00545
OG0000406	Syad.g_02878	Prbj.g_00541
OG0000407	Syad.g_02879	Prbj.g_00540
OG0000408	Syad.g_02883	Prbj.g_00538
OG0000409	Syad.g_02885	Prbj.g_00536
OG0000410	Syad.g_02886	Prbj.g_00535
OG0000411	Syad.g_02887	Prbj.g_00534
OG0000412	Syad.g_02888	Prbj.g_00533
OG0000413	Syad.g_02890	Prbj.g_00531
OG0000415	Syad.g_02891	Prbj.g_00529
OG0000416	Syad.g_02892	Prbj.g_00528
OG0000417	Syad.g_02893	Prbj.g_00527
OG0000418	Syad.g_02898	Prbj.g_00522
OG0000419	Syad.g_02900	Prbj.g_00520
OG0000420	Syad.g_02902	Prbj.g_00519
OG0000421	Syad.g_02907	Prbj.g_00515
OG0000422	Syad.g_02908	Prbj.g_00514
OG0000423	Syad.g_02909	Prbj.g_00513
OG0000424	Syad.g_02910	Prbj.g_00512
OG0000425	Syad.g_02911	Prbj.g_00511
OG0000426	Syad.g_02912	Prbj.g_00510
OG0000427	Syad.g_02913	Prbj.g_00509
OG0000428	Syad.g_02916	Prbj.g_02369
OG0000429	Syad.g_02918	Prbj.g_01135
OG0000430	Syad.g_02920	Prbj.g_01137
OG0000431	Syad.g_02923	Prbj.g_01141
OG0000432	Syad.g_02930	Prbj.g_01148
OG0000433	Syad.g_02933	Prbj.g_01151
OG0000434	Syad.g_02934	Prbj.g_01152
OG0000435	Syad.g_02936	Prbj.g_01155
OG0000436	Syad.g_02942	Prbj.g_01161
OG0000437	Syad.g_02943	Prbj.g_01162
OG0000438	Syad.g_02944	Prbj.g_01163
OG0000439	Syad.g_02946	Prbj.g_01165
OG0000440	Syad.g_02947	Prbj.g_01166
OG0000441	Syad.g_02951	Prbj.g_01173
OG0000442	Syad.g_02952	Prbj.g_01174
OG0000443	Syad.g_02953	Prbj.g_00289
OG0000444	Syad.g_02964	Prbj.g_00237
OG0000445	Syad.g_02965	Prbj.g_00238
OG0000446	Syad.g_02967	Prbj.g_00240
OG0000447	Syad.g_02970	Prbj.g_00250
OG0000448	Syad.g_02971	Prbj.g_00251
OG0000449	Syad.g_02972	Prbj.g_00252
OG0000450	Syad.g_02978	Prbj.g_00258
OG0000451	Syad.g_02979	Prbj.g_00259
OG0000452	Syad.g_02983	Prbj.g_00264
OG0000453	Syad.g_02984	Prbj.g_00265
OG0000454	Syad.g_02985	Prbj.g_00266
OG0000455	Syad.g_02986	Prbj.g_00267
OG0000456	Syad.g_02987	Prbj.g_00268
OG0000457	Syad.g_02989	Prbj.g_00270
OG0000458	Syad.g_02998	Prbj.g_00271
OG0000459	Syad.g_02999	Prbj.g_00272
OG0000460	Syad.g_00815	Prbj.g_00176
OG0000461	Syad.g_00579	Prbj.g_02661
OG0000462	Syad.g_00576	Prbj.g_01341
OG0000463	Syad.g_00575	Prbj.g_01342
OG0000464	Syad.g_00574	Prbj.g_01343
OG0000465	Syad.g_00573	Prbj.g_01345
OG0000466	Syad.g_00568	Prbj.g_01350
OG0000467	Syad.g_00566	Prbj.g_01352
OG0000468	Syad.g_00561	Prbj.g_01359
OG0000469	Syad.g_00545	Prbj.g_01372
OG0000470	Syad.g_00542	Prbj.g_01385
OG0000471	Syad.g_00541	Prbj.g_01386
OG0000472	Syad.g_00539	Prbj.g_01388
OG0000473	Syad.g_00537	Prbj.g_01390
OG0000474	Syad.g_00536	Prbj.g_01391
OG0000475	Syad.g_00535	Prbj.g_01392
OG0000476	Syad.g_00533	Prbj.g_01394
OG0000477	Syad.g_00528	Prbj.g_01399
OG0000478	Syad.g_00527	Prbj.g_01400
OG0000479	Syad.g_00526	Prbj.g_01401
OG0000480	Syad.g_00520	Prbj.g_01408
OG0000481	Syad.g_00518	Prbj.g_01410
OG0000482	Syad.g_00517	Prbj.g_01411
OG0000483	Syad.g_00513	Prbj.g_01415
OG0000484	Syad.g_00512	Prbj.g_01416
OG0000485	Syad.g_00511	Prbj.g_01417
OG0000486	Syad.g_00510	Prbj.g_01418
OG0000487	Syad.g_00503	Prbj.g_01423
OG0000488	Syad.g_00499	Prbj.g_01427
OG0000489	Syad.g_00487	Prbj.g_01438
OG0000490	Syad.g_00475	Prbj.g_01444
OG0000491	Syad.g_00474	Prbj.g_01445
OG0000492	Syad.g_00472	Prbj.g_01448
OG0000493	Syad.g_00471	Prbj.g_01449
OG0000494	Syad.g_00470	Prbj.g_01450
OG0000495	Syad.g_00469	Prbj.g_01451
OG0000496	Syad.g_00468	Prbj.g_01452
OG0000497	Syad.g_00467	Prbj.g_01453
OG0000498	Syad.g_00466	Prbj.g_01454
OG0000499	Syad.g_00465	Prbj.g_01455
OG0000500	Syad.g_00464	Prbj.g_01456
OG0000501	Syad.g_00461	Prbj.g_01459
OG0000502	Syad.g_00449	Prbj.g_01471
OG0000503	Syad.g_00761	Prbj.g_00341
OG0000504	Syad.g_00763	Prbj.g_00339
OG0000505	Syad.g_00764	Prbj.g_00338
OG0000506	Syad.g_00766	Prbj.g_00336
OG0000507	Syad.g_00772	Prbj.g_00331
OG0000508	Syad.g_00776	Prbj.g_00324
OG0000509	Syad.g_00778	Prbj.g_00322
OG0000510	Syad.g_00779	Prbj.g_00321
OG0000511	Syad.g_00780	Prbj.g_00320
OG0000512	Syad.g_00782	Prbj.g_00318
OG0000513	Syad.g_00789	Prbj.g_00068
OG0000514	Syad.g_00795	Prbj.g_00076
OG0000515	Syad.g_00796	Prbj.g_00077
OG0000516	Syad.g_02456	Prbj.g_00089
OG0000517	Syad.g_02451	Prbj.g_00099
OG0000518	Syad.g_02439	Prbj.g_00111
OG0000519	Syad.g_02438	Prbj.g_00112
OG0000520	Syad.g_02437	Prbj.g_00113
OG0000521	Syad.g_01108	Prbj.g_01894
OG0000522	Syad.g_01109	Prbj.g_01892
OG0000523	Syad.g_01110	Prbj.g_01891
OG0000524	Syad.g_02386	Prbj.g_00152
OG0000525	Syad.g_02363	Prbj.g_00136
OG0000526	Syad.g_02360	Prbj.g_00134
OG0000527	Syad.g_02355	Prbj.g_00130
OG0000528	Syad.g_00897	Prbj.g_01635
OG0000529	Syad.g_00905	Prbj.g_01629
OG0000530	Syad.g_00908	Prbj.g_01626
OG0000531	Syad.g_00909	Prbj.g_01625
OG0000532	Syad.g_00912	Prbj.g_01622
OG0000533	Syad.g_00913	Prbj.g_01620
OG0000534	Syad.g_00914	Prbj.g_01619
OG0000535	Syad.g_00915	Prbj.g_01618
OG0000536	Syad.g_00916	Prbj.g_01617
OG0000537	Syad.g_00917	Prbj.g_01616
OG0000538	Syad.g_00929	Prbj.g_01605
OG0000539	Syad.g_00930	Prbj.g_02088
OG0000540	Syad.g_00931	Prbj.g_02089
OG0000541	Syad.g_00932	Prbj.g_02090
OG0000542	Syad.g_00935	Prbj.g_02093
OG0000543	Syad.g_00937	Prbj.g_02095
OG0000544	Syad.g_00938	Prbj.g_02096
OG0000545	Syad.g_00940	Prbj.g_02097
OG0000546	Syad.g_00942	Prbj.g_02099
OG0000547	Syad.g_00944	Prbj.g_02101
OG0000548	Syad.g_00945	Prbj.g_02102
OG0000549	Syad.g_00952	Prbj.g_02108
OG0000550	Syad.g_00956	Prbj.g_02113
