Orthogroup	Syad	Syac
OG0000087	Syad.g_02860	Syac.g_00343
OG0000088	Syad.g_02899	Syac.g_00308
OG0000089	Syad.g_00785	Syac.g_01988
OG0000089	Syad.g_02829	Syac.g_01543
OG0000090	Syad.g_00977	Syac.g_01836
OG0000091	Syad.g_02144	Syac.g_00987
OG0000093	Syad.g_01905	Syac.g_01357
OG0000094	Syad.g_01676	Syac.g_01251
OG0000095	Syad.g_01290	Syac.g_00884
OG0000097	Syad.g_01458	Syac.g_01507
OG0000098	Syad.g_00625	Syac.g_02157
OG0000099	Syad.g_00460	Syac.g_00234
OG0000100	Syad.g_01846	Syac.g_01309
OG0000101	Syad.g_00694	Syac.g_02094
OG0000102	Syad.g_00343	Syac.g_00151
OG0000103	Syad.g_00143	Syac.g_02476
OG0000104	Syad.g_00158	Syac.g_02490
OG0000105	Syad.g_00530	Syac.g_02245
OG0000106	Syad.g_01993	Syac.g_01098
OG0000107	Syad.g_00590	Syac.g_02191
OG0000108	Syad.g_00904	Syac.g_01904
OG0000109	Syad.g_00919	Syac.g_01889
OG0000110	Syad.g_01048	Syac.g_01778
OG0000111	Syad.g_01300	Syac.g_00893
OG0000112	Syad.g_01766	Syac.g_01173
OG0000113	Syad.g_01851	Syac.g_01314
OG0000114	Syad.g_01617	Syac.g_01394
OG0000115	Syad.g_02300	Syac.g_01655
OG0000116	Syad.g_01123	Syac.g_00753
OG0000117	Syad.g_01510	Syac.g_01477
OG0000118	Syad.g_01104	Syac.g_01728
OG0000120	Syad.g_00459	Syac.g_00233
OG0000121	Syad.g_02280	Syac.g_01635
OG0000122	Syad.g_02122	Syac.g_01013
OG0000123	Syad.g_00701	Syac.g_02086
OG0000124	Syad.g_00320	Syac.g_00135
OG0000125	Syad.g_03040	Syac.g_02360
OG0000126	Syad.g_00156	Syac.g_02488
OG0000128	Syad.g_00174	Syac.g_00012
OG0000129	Syad.g_03028	Syac.g_02349
OG0000130	Syad.g_02728	Syac.g_00450
OG0000131	Syad.g_02876	Syac.g_00330
OG0000132	Syad.g_02897	Syac.g_00310
OG0000133	Syad.g_01761	Syac.g_01178
OG0000134	Syad.g_00788	Syac.g_01985
OG0000135	Syad.g_00063	Syac.g_02398
OG0000136	Syad.g_02445	Syac.g_00701
OG0000137	Syad.g_02353	Syac.g_01700
OG0000138	Syad.g_00920	Syac.g_01888
OG0000139	Syad.g_00983	Syac.g_01830
OG0000140	Syad.g_00987	Syac.g_01829
OG0000141	Syad.g_02208	Syac.g_00934
OG0000142	Syad.g_02152	Syac.g_00979
OG0000143	Syad.g_02148	Syac.g_00983
OG0000144	Syad.g_02024	Syac.g_01090
OG0000145	Syad.g_00927	Syac.g_01882
OG0000146	Syad.g_01767	Syac.g_01172
OG0000147	Syad.g_01768	Syac.g_01171
OG0000148	Syad.g_01861	Syac.g_01320
OG0000149	Syad.g_01221	Syac.g_00832
OG0000150	Syad.g_02207, Syad.g_00989	Syac.g_00935
OG0000151	Syad.g_01956	Syac.g_01383
OG0000152	Syad.g_01757	Syac.g_01182
OG0000153	Syad.g_01713	Syac.g_01217
OG0000154	Syad.g_01686	Syac.g_01241
OG0000155	Syad.g_01189	Syac.g_00804
OG0000156	Syad.g_01116	Syac.g_00743
OG0000157	Syad.g_01115	Syac.g_00742
OG0000158	Syad.g_00374	Syac.g_00182
OG0000159	Syad.g_00373	Syac.g_00181
OG0000160	Syad.g_02279	Syac.g_01633
OG0000161	Syad.g_02287	Syac.g_01641
OG0000162	Syad.g_02293	Syac.g_01648
OG0000163	Syad.g_02542	Syac.g_00619
OG0000164	Syad.g_02659	Syac.g_00508
OG0000165	Syad.g_02476	Syac.g_00674
OG0000166	Syad.g_00654	Syac.g_02132
OG0000167	Syad.g_00419	Syac.g_00194
OG0000168	Syad.g_00371	Syac.g_00179
OG0000169	Syad.g_00360	Syac.g_00168
OG0000170	Syad.g_00353	Syac.g_00161
OG0000171	Syad.g_00321	Syac.g_00136
OG0000172	Syad.g_00244	Syac.g_00084
OG0000173	Syad.g_00220	Syac.g_00057
OG0000174	Syad.g_00065	Syac.g_02401
OG0000175	Syad.g_00129	Syac.g_02465
OG0000176	Syad.g_00166	Syac.g_00004
OG0000177	Syad.g_00167	Syac.g_00005
OG0000178	Syad.g_00168	Syac.g_00006
OG0000179	Syad.g_00183	Syac.g_00019
OG0000180	Syad.g_00184	Syac.g_00020
OG0000181	Syad.g_00185	Syac.g_00021
OG0000182	Syad.g_00186	Syac.g_00022
OG0000183	Syad.g_00190	Syac.g_00026
OG0000184	Syad.g_03018	Syac.g_02339
OG0000185	Syad.g_03006	Syac.g_02336
OG0000186	Syad.g_02722	Syac.g_00454
OG0000187	Syad.g_02724	Syac.g_00453
OG0000188	Syad.g_02759	Syac.g_00433
OG0000189	Syad.g_02788	Syac.g_00408
OG0000190	Syad.g_02790	Syac.g_00406
OG0000191	Syad.g_02824	Syac.g_00373
OG0000192	Syad.g_02834	Syac.g_00368
OG0000193	Syad.g_02877	Syac.g_00329
OG0000194	Syad.g_02880	Syac.g_00326
OG0000195	Syad.g_02884	Syac.g_00324
OG0000196	Syad.g_02894	Syac.g_00313
OG0000197	Syad.g_02895	Syac.g_00312
OG0000198	Syad.g_02896	Syac.g_00311
OG0000199	Syad.g_02904	Syac.g_00303
OG0000200	Syad.g_02921	Syac.g_02261
OG0000201	Syad.g_02937	Syac.g_02278
OG0000202	Syad.g_02938	Syac.g_02279
OG0000203	Syad.g_02939	Syac.g_02280
OG0000204	Syad.g_02940	Syac.g_02281
OG0000205	Syad.g_02948	Syac.g_02288
OG0000206	Syad.g_02955	Syac.g_02297
OG0000207	Syad.g_02957	Syac.g_02300
OG0000208	Syad.g_02958	Syac.g_02301
OG0000209	Syad.g_02981	Syac.g_02316
OG0000210	Syad.g_02982	Syac.g_02317
OG0000211	Syad.g_00813	Syac.g_01972
OG0000212	Syad.g_00825	Syac.g_01963
OG0000213	Syad.g_00556	Syac.g_02219
OG0000214	Syad.g_00538	Syac.g_02236
OG0000215	Syad.g_00508	Syac.g_00281
OG0000216	Syad.g_00504	Syac.g_00277
OG0000217	Syad.g_00500	Syac.g_00273
OG0000218	Syad.g_00498	Syac.g_00271
OG0000219	Syad.g_00497	Syac.g_00270
OG0000220	Syad.g_00496	Syac.g_00269
OG0000221	Syad.g_00488	Syac.g_00261
OG0000222	Syad.g_00473	Syac.g_00247
OG0000223	Syad.g_00451	Syac.g_00225
OG0000224	Syad.g_00444	Syac.g_00217
OG0000225	Syad.g_00777	Syac.g_02004
OG0000226	Syad.g_00781	Syac.g_02000
OG0000227	Syad.g_00783	Syac.g_01998
OG0000228	Syad.g_00784	Syac.g_01989
OG0000229	Syad.g_02450	Syac.g_00692
OG0000230	Syad.g_02448	Syac.g_00694
OG0000231	Syad.g_02436	Syac.g_00710
OG0000232	Syad.g_02392	Syac.g_01717
OG0000233	Syad.g_02382	Syac.g_01713
OG0000234	Syad.g_02351	Syac.g_01699
OG0000235	Syad.g_00903	Syac.g_01905
OG0000236	Syad.g_00918	Syac.g_01890
OG0000237	Syad.g_00936	Syac.g_01873
OG0000238	Syad.g_00941	Syac.g_01868
OG0000239	Syad.g_00957	Syac.g_01852
OG0000240	Syad.g_00958	Syac.g_01851
OG0000241	Syad.g_02160	Syac.g_00970
OG0000242	Syad.g_00975	Syac.g_01839
OG0000243	Syad.g_01000	Syac.g_01821
OG0000244	Syad.g_01012	Syac.g_01814
OG0000245	Syad.g_01014	Syac.g_01811
OG0000246	Syad.g_01017	Syac.g_01807
OG0000247	Syad.g_01029	Syac.g_01795
OG0000248	Syad.g_01032	Syac.g_01792
OG0000249	Syad.g_01034	Syac.g_01790
OG0000250	Syad.g_01044	Syac.g_01782
OG0000251	Syad.g_01071	Syac.g_01757
OG0000252	Syad.g_01078	Syac.g_01753
OG0000253	Syad.g_01081	Syac.g_01752
OG0000254	Syad.g_02203	Syac.g_00939
OG0000255	Syad.g_02185	Syac.g_00947
OG0000256	Syad.g_02167	Syac.g_00963
OG0000257	Syad.g_02161	Syac.g_00969
OG0000258	Syad.g_02143	Syac.g_00988
OG0000259	Syad.g_01576	Syac.g_01425
OG0000260	Syad.g_01587	Syac.g_01422
OG0000261	Syad.g_01590	Syac.g_01418
OG0000262	Syad.g_01595	Syac.g_01413
OG0000263	Syad.g_01475	Syac.g_01497
OG0000264	Syad.g_01360	Syac.g_00915
OG0000266	Syad.g_01804	Syac.g_01271
OG0000267	Syad.g_01645	Syac.g_01131
OG0000268	Syad.g_01646	Syac.g_01132
OG0000269	Syad.g_01894	Syac.g_01346
OG0000270	Syad.g_01891	Syac.g_01343
OG0000271	Syad.g_01883	Syac.g_01335
OG0000272	Syad.g_01882	Syac.g_01334
OG0000273	Syad.g_01247	Syac.g_00854
OG0000274	Syad.g_01246	Syac.g_00853
OG0000275	Syad.g_01242	Syac.g_00848
OG0000276	Syad.g_01229	Syac.g_00840
OG0000277	Syad.g_01228	Syac.g_00839
OG0000278	Syad.g_01225	Syac.g_00836
OG0000279	Syad.g_01208	Syac.g_00828
OG0000280	Syad.g_01198	Syac.g_00814
OG0000281	Syad.g_00624	Syac.g_02158
OG0000282	Syad.g_01619	Syac.g_01392
OG0000283	Syad.g_01661	Syac.g_01142
OG0000284	Syad.g_01787	Syac.g_01148
OG0000285	Syad.g_01776	Syac.g_01160
OG0000286	Syad.g_01758	Syac.g_01181
OG0000287	Syad.g_01720	Syac.g_01209
OG0000288	Syad.g_01687	Syac.g_01240
OG0000289	Syad.g_01672	Syac.g_01254
OG0000290	Syad.g_01287	Syac.g_00881
OG0000291	Syad.g_01289	Syac.g_00883
OG0000292	Syad.g_00155	Syac.g_02487
OG0000293	Syad.g_01124	Syac.g_00754
OG0000294	Syad.g_01125	Syac.g_00755
OG0000295	Syad.g_01181	Syac.g_00796
OG0000296	Syad.g_01183	Syac.g_00798
OG0000297	Syad.g_01512	Syac.g_01475
OG0000298	Syad.g_01511	Syac.g_01476
OG0000299	Syad.g_01462	Syac.g_01503
OG0000300	Syad.g_01455	Syac.g_01510
OG0000301	Syad.g_01454	Syac.g_01511
OG0000302	Syad.g_01453	Syac.g_01512
OG0000303	Syad.g_01442	Syac.g_01520
OG0000304	Syad.g_01436	Syac.g_01526
OG0000305	Syad.g_01292	Syac.g_00886
OG0000306	Syad.g_01989	Syac.g_00810
OG0000307	Syad.g_00883	Syac.g_01924
OG0000308	Syad.g_00881	Syac.g_01926
OG0000309	Syad.g_00876	Syac.g_01931
OG0000310	Syad.g_02250	Syac.g_01607
OG0000311	Syad.g_02254	Syac.g_01611
OG0000312	Syad.g_02265	Syac.g_01619
OG0000313	Syad.g_02284	Syac.g_01638
OG0000314	Syad.g_02313	Syac.g_01665
OG0000315	Syad.g_02323	Syac.g_01675
OG0000316	Syad.g_02564	Syac.g_00601
OG0000317	Syad.g_02620	Syac.g_00552
OG0000318	Syad.g_02624	Syac.g_00543
OG0000319	Syad.g_02642	Syac.g_00525
OG0000320	Syad.g_02644	Syac.g_00523
OG0000321	Syad.g_02645	Syac.g_00522
OG0000322	Syad.g_02646	Syac.g_00521
OG0000323	Syad.g_02661	Syac.g_00506
OG0000324	Syad.g_02505	Syac.g_00648
OG0000325	Syad.g_00591	Syac.g_02190
OG0000326	Syad.g_00598	Syac.g_02183
OG0000327	Syad.g_00649	Syac.g_02137
OG0000328	Syad.g_00650	Syac.g_02136
OG0000329	Syad.g_00668	Syac.g_02119
OG0000330	Syad.g_00669	Syac.g_02118
OG0000331	Syad.g_00670	Syac.g_02117
OG0000332	Syad.g_00685	Syac.g_02103
OG0000333	Syad.g_00688	Syac.g_02100
OG0000334	Syad.g_00697	Syac.g_02090
OG0000335	Syad.g_00702	Syac.g_02085
OG0000336	Syad.g_00706	Syac.g_02081
OG0000337	Syad.g_00425, Syad.g_00427	Syac.g_00199
OG0000338	Syad.g_00421	Syac.g_00196
OG0000339	Syad.g_00414	Syac.g_00190
OG0000340	Syad.g_00370	Syac.g_00178
OG0000341	Syad.g_00368	Syac.g_00176
OG0000342	Syad.g_00367	Syac.g_00175
OG0000343	Syad.g_00366	Syac.g_00174
OG0000344	Syad.g_00362	Syac.g_00170
OG0000345	Syad.g_00352	Syac.g_00160
OG0000346	Syad.g_00347	Syac.g_00155
OG0000347	Syad.g_00318	Syac.g_00129
OG0000348	Syad.g_00233	Syac.g_00070, Syac.g_00074
OG0000349	Syad.g_00213	Syac.g_00050
OG0000350	Syad.g_00605	Syac.g_02176
OG0000351	Syad.g_00134	Syac.g_02468
OG0000352	Syad.g_00135	Syac.g_02469
OG0000353	Syad.g_00161	Syac.g_02493
OG0000354	Syad.g_00947	Syac.g_01862
OG0000355	Syad.g_00163	Syac.g_00001
OG0000356	Syad.g_00164	Syac.g_00002
OG0000357	Syad.g_00165	Syac.g_00003
OG0000358	Syad.g_00169	Syac.g_00007
OG0000359	Syad.g_00171	Syac.g_00009
OG0000360	Syad.g_00172	Syac.g_00010
OG0000361	Syad.g_00173	Syac.g_00011
OG0000362	Syad.g_00175	Syac.g_00013
OG0000363	Syad.g_00177	Syac.g_00015
OG0000364	Syad.g_00178	Syac.g_00016
OG0000365	Syad.g_00187	Syac.g_00023
OG0000366	Syad.g_00188	Syac.g_00024
OG0000367	Syad.g_00189	Syac.g_00025
OG0000368	Syad.g_00191	Syac.g_00027
OG0000369	Syad.g_00192	Syac.g_00028
OG0000370	Syad.g_00193	Syac.g_00029
OG0000371	Syad.g_00201	Syac.g_00036
OG0000372	Syad.g_00206	Syac.g_00041
OG0000373	Syad.g_00207	Syac.g_00042
OG0000374	Syad.g_00208	Syac.g_00043
OG0000375	Syad.g_00209	Syac.g_00046
OG0000376	Syad.g_00211	Syac.g_00048
OG0000377	Syad.g_03027	Syac.g_02346
OG0000378	Syad.g_03012	Syac.g_02338
OG0000379	Syad.g_03005	Syac.g_02335
OG0000380	Syad.g_02725	Syac.g_00452
OG0000381	Syad.g_02729	Syac.g_00449
OG0000382	Syad.g_02758	Syac.g_00434
OG0000383	Syad.g_02761	Syac.g_00432
OG0000384	Syad.g_02762	Syac.g_00431
OG0000385	Syad.g_02763	Syac.g_00430
OG0000386	Syad.g_02764	Syac.g_00429
OG0000387	Syad.g_02792	Syac.g_00404
OG0000388	Syad.g_02796	Syac.g_00401
OG0000389	Syad.g_02800	Syac.g_00397
OG0000390	Syad.g_02818	Syac.g_00379
OG0000391	Syad.g_02823	Syac.g_00374
OG0000392	Syad.g_02833	Syac.g_00369
OG0000393	Syad.g_02837	Syac.g_00366
OG0000394	Syad.g_02838	Syac.g_00365
OG0000395	Syad.g_02839	Syac.g_00364
OG0000396	Syad.g_02843	Syac.g_00361
OG0000397	Syad.g_02845	Syac.g_00359
OG0000398	Syad.g_02850	Syac.g_00354
OG0000399	Syad.g_02851	Syac.g_00353
OG0000400	Syad.g_02852	Syac.g_00352
OG0000401	Syad.g_02853	Syac.g_00351
OG0000402	Syad.g_02855	Syac.g_00348
OG0000403	Syad.g_02856	Syac.g_00347
OG0000404	Syad.g_02858	Syac.g_00345
OG0000405	Syad.g_02874	Syac.g_00332
OG0000406	Syad.g_02878	Syac.g_00328
OG0000407	Syad.g_02879	Syac.g_00327
OG0000408	Syad.g_02883	Syac.g_00325
OG0000409	Syad.g_02885	Syac.g_00323
OG0000410	Syad.g_02886	Syac.g_00322
OG0000411	Syad.g_02887	Syac.g_00321
OG0000412	Syad.g_02888	Syac.g_00320
OG0000413	Syad.g_02890	Syac.g_00318
OG0000415	Syad.g_02891	Syac.g_00316
OG0000416	Syad.g_02892	Syac.g_00315
OG0000417	Syad.g_02893	Syac.g_00314
OG0000418	Syad.g_02898	Syac.g_00309
OG0000419	Syad.g_02900	Syac.g_00307
OG0000420	Syad.g_02902	Syac.g_00305
OG0000421	Syad.g_02907	Syac.g_00300
OG0000422	Syad.g_02908	Syac.g_00299
OG0000423	Syad.g_02909	Syac.g_00298
OG0000424	Syad.g_02910	Syac.g_00297
OG0000425	Syad.g_02911	Syac.g_00296
OG0000426	Syad.g_02912	Syac.g_00295
OG0000427	Syad.g_02913	Syac.g_00294
OG0000428	Syad.g_02916	Syac.g_02257
OG0000429	Syad.g_02918	Syac.g_02259
OG0000430	Syad.g_02920	Syac.g_02260
OG0000431	Syad.g_02923	Syac.g_02264
OG0000432	Syad.g_02930	Syac.g_02270
OG0000433	Syad.g_02933	Syac.g_02272
OG0000434	Syad.g_02934	Syac.g_02273
OG0000435	Syad.g_02936	Syac.g_02277
OG0000436	Syad.g_02942	Syac.g_02282
OG0000437	Syad.g_02943	Syac.g_02283
OG0000438	Syad.g_02944	Syac.g_02284
OG0000439	Syad.g_02946	Syac.g_02286
OG0000440	Syad.g_02947	Syac.g_02287
OG0000441	Syad.g_02951	Syac.g_02294
OG0000442	Syad.g_02952	Syac.g_02295
OG0000443	Syad.g_02953	Syac.g_02296
OG0000444	Syad.g_02964	Syac.g_02303
OG0000445	Syad.g_02965	Syac.g_02304
OG0000446	Syad.g_02967	Syac.g_02305
OG0000447	Syad.g_02970	Syac.g_02308
OG0000448	Syad.g_02971	Syac.g_02309
OG0000449	Syad.g_02972	Syac.g_02310
OG0000450	Syad.g_02978	Syac.g_02313
OG0000451	Syad.g_02979	Syac.g_02314
OG0000452	Syad.g_02983	Syac.g_02318
OG0000453	Syad.g_02984	Syac.g_02319
OG0000454	Syad.g_02985	Syac.g_02320
OG0000455	Syad.g_02986	Syac.g_02321
OG0000456	Syad.g_02987	Syac.g_02322
OG0000457	Syad.g_02989	Syac.g_02324
OG0000458	Syad.g_02998	Syac.g_02325
OG0000459	Syad.g_02999	Syac.g_02326
OG0000460	Syad.g_00815	Syac.g_01970
OG0000461	Syad.g_00579	Syac.g_02198
OG0000462	Syad.g_00576	Syac.g_02201
OG0000463	Syad.g_00575	Syac.g_02202
OG0000464	Syad.g_00574	Syac.g_02203
OG0000465	Syad.g_00573	Syac.g_02204
OG0000466	Syad.g_00568	Syac.g_02208
OG0000467	Syad.g_00566	Syac.g_02210
OG0000468	Syad.g_00561	Syac.g_02216
OG0000469	Syad.g_00545	Syac.g_02230
OG0000470	Syad.g_00542	Syac.g_02232
OG0000471	Syad.g_00541	Syac.g_02233
OG0000472	Syad.g_00539	Syac.g_02235
OG0000473	Syad.g_00537	Syac.g_02237
OG0000474	Syad.g_00536	Syac.g_02238
OG0000475	Syad.g_00535	Syac.g_02239
OG0000476	Syad.g_00533	Syac.g_02241
OG0000477	Syad.g_00528	Syac.g_02247
OG0000478	Syad.g_00527	Syac.g_02248
OG0000479	Syad.g_00526	Syac.g_02249
OG0000480	Syad.g_00520	Syac.g_00293
OG0000481	Syad.g_00518	Syac.g_00291
OG0000482	Syad.g_00517	Syac.g_00290
OG0000483	Syad.g_00513	Syac.g_00286
OG0000484	Syad.g_00512	Syac.g_00285
OG0000485	Syad.g_00511	Syac.g_00284
OG0000486	Syad.g_00510	Syac.g_00283
OG0000487	Syad.g_00503	Syac.g_00276
OG0000488	Syad.g_00499	Syac.g_00272
OG0000489	Syad.g_00487	Syac.g_00260
OG0000490	Syad.g_00475	Syac.g_00249
OG0000491	Syad.g_00474	Syac.g_00248
OG0000492	Syad.g_00472	Syac.g_00246
OG0000493	Syad.g_00471	Syac.g_00245
OG0000494	Syad.g_00470	Syac.g_00244
OG0000495	Syad.g_00469	Syac.g_00243
OG0000496	Syad.g_00468	Syac.g_00242
OG0000497	Syad.g_00467	Syac.g_00241
OG0000498	Syad.g_00466	Syac.g_00240
OG0000499	Syad.g_00465	Syac.g_00239
OG0000500	Syad.g_00464	Syac.g_00238
OG0000501	Syad.g_00461	Syac.g_00235
OG0000502	Syad.g_00449	Syac.g_00223
OG0000503	Syad.g_00761	Syac.g_02020
OG0000504	Syad.g_00763	Syac.g_02018
OG0000505	Syad.g_00764	Syac.g_02017
OG0000506	Syad.g_00766	Syac.g_02015
OG0000507	Syad.g_00772	Syac.g_02009
OG0000508	Syad.g_00776	Syac.g_02005
OG0000509	Syad.g_00778	Syac.g_02003
OG0000510	Syad.g_00779	Syac.g_02002
OG0000511	Syad.g_00780	Syac.g_02001
OG0000512	Syad.g_00782	Syac.g_01999
OG0000513	Syad.g_00789	Syac.g_01984
OG0000514	Syad.g_00795	Syac.g_01977
OG0000515	Syad.g_00796	Syac.g_01976
OG0000516	Syad.g_02456	Syac.g_00697
OG0000517	Syad.g_02451	Syac.g_00691
OG0000518	Syad.g_02439	Syac.g_00707
OG0000519	Syad.g_02438	Syac.g_00708
OG0000520	Syad.g_02437	Syac.g_00709
OG0000521	Syad.g_01108	Syac.g_01721
OG0000522	Syad.g_01109	Syac.g_01719
OG0000523	Syad.g_01110	Syac.g_01718
OG0000524	Syad.g_02386	Syac.g_01716
OG0000525	Syad.g_02363	Syac.g_01709
OG0000526	Syad.g_02360	Syac.g_01706
OG0000527	Syad.g_02355	Syac.g_01702
OG0000528	Syad.g_00897	Syac.g_01911
OG0000529	Syad.g_00905	Syac.g_01903
OG0000530	Syad.g_00908	Syac.g_01900
OG0000531	Syad.g_00909	Syac.g_01899
OG0000532	Syad.g_00912	Syac.g_01896
OG0000533	Syad.g_00913	Syac.g_01895
OG0000534	Syad.g_00914	Syac.g_01894
OG0000535	Syad.g_00915	Syac.g_01893
OG0000536	Syad.g_00916	Syac.g_01892
OG0000537	Syad.g_00917	Syac.g_01891
OG0000538	Syad.g_00929	Syac.g_01880
OG0000539	Syad.g_00930	Syac.g_01879
OG0000540	Syad.g_00931	Syac.g_01878
OG0000541	Syad.g_00932	Syac.g_01877
OG0000542	Syad.g_00935	Syac.g_01874
OG0000543	Syad.g_00937	Syac.g_01872
OG0000544	Syad.g_00938	Syac.g_01871
OG0000545	Syad.g_00940	Syac.g_01869
OG0000546	Syad.g_00942	Syac.g_01867
OG0000547	Syad.g_00944	Syac.g_01865
OG0000548	Syad.g_00945	Syac.g_01864
OG0000549	Syad.g_00952	Syac.g_01858
OG0000550	Syad.g_00956	Syac.g_01854
OG0000551	Syad.g_00960	Syac.g_01849
OG0000552	Syad.g_00961	Syac.g_01848
OG0000553	Syad.g_00965	Syac.g_01846
OG0000554	Syad.g_00978	Syac.g_01835
OG0000555	Syad.g_00999	Syac.g_01822
OG0000556	Syad.g_01003	Syac.g_01817
OG0000557	Syad.g_01011	Syac.g_01815
OG0000558	Syad.g_01013	Syac.g_01813
OG0000559	Syad.g_01016	Syac.g_01808
OG0000560	Syad.g_01019	Syac.g_01805
OG0000561	Syad.g_01020	Syac.g_01804
OG0000562	Syad.g_01021	Syac.g_01803
OG0000563	Syad.g_01022	Syac.g_01802
OG0000564	Syad.g_01023	Syac.g_01801
OG0000565	Syad.g_01027	Syac.g_01797
OG0000566	Syad.g_01031	Syac.g_01793
OG0000567	Syad.g_01035	Syac.g_01789
OG0000568	Syad.g_01040	Syac.g_01786
OG0000569	Syad.g_01041	Syac.g_01785
OG0000570	Syad.g_01042	Syac.g_01784
OG0000571	Syad.g_01046	Syac.g_01780
OG0000572	Syad.g_01064	Syac.g_01765
OG0000573	Syad.g_01072	Syac.g_01755
OG0000574	Syad.g_01077	Syac.g_01754
OG0000575	Syad.g_01083	Syac.g_01750
OG0000576	Syad.g_01085	Syac.g_01748
