Orthogroup	Syad	Syaa
OG0000156	Syad.g_01116	Syaa.g_00751
OG0000157	Syad.g_01115	Syaa.g_00750
OG0000158	Syad.g_00374	Syaa.g_00148
OG0000160	Syad.g_02279	Syaa.g_01776
OG0000161	Syad.g_02287	Syaa.g_01782
OG0000162	Syad.g_02293	Syaa.g_01788
OG0000163	Syad.g_02542	Syaa.g_00624
OG0000164	Syad.g_02659	Syaa.g_00507
OG0000165	Syad.g_02476	Syaa.g_00681
OG0000166	Syad.g_00654	Syaa.g_02289
OG0000167	Syad.g_00419	Syaa.g_00160
OG0000168	Syad.g_00371	Syaa.g_00145
OG0000169	Syad.g_00360	Syaa.g_00134
OG0000170	Syad.g_00353	Syaa.g_00128
OG0000171	Syad.g_00321	Syaa.g_00093
OG0000172	Syad.g_00244	Syaa.g_00079
OG0000173	Syad.g_00220	Syaa.g_00060
OG0000174	Syad.g_00065	Syaa.g_02651
OG0000175	Syad.g_00129	Syaa.g_02726
OG0000176	Syad.g_00166	Syaa.g_00004
OG0000177	Syad.g_00167	Syaa.g_00005
OG0000178	Syad.g_00168	Syaa.g_00006
OG0000179	Syad.g_00183	Syaa.g_00023
OG0000180	Syad.g_00184	Syaa.g_00024
OG0000181	Syad.g_00185	Syaa.g_00025
OG0000182	Syad.g_00186	Syaa.g_00026
OG0000183	Syad.g_00190	Syaa.g_00030
OG0000184	Syad.g_03018	Syaa.g_02578
OG0000185	Syad.g_03006	Syaa.g_02575
OG0000186	Syad.g_02722	Syaa.g_00359
OG0000187	Syad.g_02724	Syaa.g_00358
OG0000188	Syad.g_02759	Syaa.g_00334
OG0000189	Syad.g_02788	Syaa.g_02367
OG0000190	Syad.g_02790	Syaa.g_02369
OG0000191	Syad.g_02824	Syaa.g_02404
OG0000192	Syad.g_02834	Syaa.g_02410
OG0000193	Syad.g_02877	Syaa.g_02449
OG0000194	Syad.g_02880	Syaa.g_02452
OG0000195	Syad.g_02884	Syaa.g_02459
OG0000196	Syad.g_02894	Syaa.g_02469
OG0000197	Syad.g_02895	Syaa.g_02470
OG0000198	Syad.g_02896	Syaa.g_02471
OG0000199	Syad.g_02904	Syaa.g_02479
OG0000200	Syad.g_02921	Syaa.g_02496
OG0000201	Syad.g_02937	Syaa.g_02521
OG0000202	Syad.g_02938	Syaa.g_02522
OG0000203	Syad.g_02939	Syaa.g_02523
OG0000204	Syad.g_02940	Syaa.g_02524
OG0000205	Syad.g_02948	Syaa.g_02531
OG0000206	Syad.g_02955	Syaa.g_02538
OG0000207	Syad.g_02957	Syaa.g_02540
OG0000208	Syad.g_02958	Syaa.g_02541
OG0000209	Syad.g_02981	Syaa.g_02556
OG0000210	Syad.g_02982	Syaa.g_02557
OG0000211	Syad.g_00813	Syaa.g_02113
OG0000212	Syad.g_00825	Syaa.g_02102
OG0000213	Syad.g_00556	Syaa.g_00295
OG0000214	Syad.g_00538	Syaa.g_00279
OG0000215	Syad.g_00508	Syaa.g_00248
OG0000216	Syad.g_00504	Syaa.g_00244
OG0000217	Syad.g_00500	Syaa.g_00240
OG0000218	Syad.g_00498	Syaa.g_00238
OG0000219	Syad.g_00497	Syaa.g_00237
OG0000220	Syad.g_00496	Syaa.g_00236
OG0000221	Syad.g_00488	Syaa.g_00229
OG0000222	Syad.g_00473	Syaa.g_00215
OG0000223	Syad.g_00451	Syaa.g_00192
OG0000224	Syad.g_00444	Syaa.g_00183
OG0000225	Syad.g_00777	Syaa.g_02166
OG0000226	Syad.g_00781	Syaa.g_02162
OG0000227	Syad.g_00783	Syaa.g_02160
OG0000228	Syad.g_00784	Syaa.g_02150
OG0000229	Syad.g_02450	Syaa.g_00703
OG0000230	Syad.g_02448	Syaa.g_00705
OG0000231	Syad.g_02436	Syaa.g_00717
OG0000232	Syad.g_02392	Syaa.g_01858
OG0000233	Syad.g_02382	Syaa.g_01853
OG0000234	Syad.g_02351	Syaa.g_01841
OG0000235	Syad.g_00903	Syaa.g_02052
OG0000236	Syad.g_00918	Syaa.g_02037
OG0000237	Syad.g_00936	Syaa.g_02020
OG0000238	Syad.g_00941	Syaa.g_02015
OG0000239	Syad.g_00957	Syaa.g_01996
OG0000240	Syad.g_00958	Syaa.g_01995
OG0000241	Syad.g_02160	Syaa.g_01644
OG0000242	Syad.g_00975	Syaa.g_01982
OG0000243	Syad.g_01000	Syaa.g_01960
OG0000244	Syad.g_01012	Syaa.g_01954
OG0000245	Syad.g_01014	Syaa.g_01952
OG0000246	Syad.g_01017	Syaa.g_01948
OG0000247	Syad.g_01029	Syaa.g_01937
OG0000248	Syad.g_01032	Syaa.g_01934
OG0000249	Syad.g_01034	Syaa.g_01932
OG0000250	Syad.g_01044	Syaa.g_01922
OG0000251	Syad.g_01071	Syaa.g_01897
OG0000252	Syad.g_01078	Syaa.g_01894
OG0000253	Syad.g_01081	Syaa.g_01893
OG0000254	Syad.g_02203	Syaa.g_01684
OG0000255	Syad.g_02185	Syaa.g_01668
OG0000256	Syad.g_02167	Syaa.g_01651
OG0000257	Syad.g_02161	Syaa.g_01645
OG0000258	Syad.g_02143	Syaa.g_01624
OG0000259	Syad.g_01576	Syaa.g_01063
OG0000260	Syad.g_01587	Syaa.g_01066
OG0000261	Syad.g_01590	Syaa.g_01069
OG0000262	Syad.g_01595	Syaa.g_01074
OG0000263	Syad.g_01475	Syaa.g_00989
OG0000264	Syad.g_01360	Syaa.g_00910
OG0000265	Syad.g_01383	Syaa.g_00931
OG0000266	Syad.g_01804	Syaa.g_01258
OG0000267	Syad.g_01645	Syaa.g_01409
OG0000268	Syad.g_01646	Syaa.g_01408
OG0000269	Syad.g_01894	Syaa.g_01149
OG0000270	Syad.g_01891	Syaa.g_01152
OG0000271	Syad.g_01883	Syaa.g_01160
OG0000272	Syad.g_01882	Syaa.g_01161
OG0000273	Syad.g_01247	Syaa.g_00844
OG0000274	Syad.g_01246	Syaa.g_00843
OG0000275	Syad.g_01242	Syaa.g_00840
OG0000276	Syad.g_01229	Syaa.g_00834
OG0000277	Syad.g_01228	Syaa.g_00833
OG0000278	Syad.g_01225	Syaa.g_00830
OG0000279	Syad.g_01208	Syaa.g_00822
OG0000280	Syad.g_01198	Syaa.g_00815
OG0000282	Syad.g_01619	Syaa.g_01096
OG0000283	Syad.g_01661	Syaa.g_01396
OG0000284	Syad.g_01787	Syaa.g_01390
OG0000285	Syad.g_01776	Syaa.g_01377
OG0000286	Syad.g_01758	Syaa.g_01358
OG0000287	Syad.g_01720	Syaa.g_01330
OG0000288	Syad.g_01687	Syaa.g_01299
OG0000289	Syad.g_01672	Syaa.g_01285
OG0000290	Syad.g_01287	Syaa.g_00875
OG0000291	Syad.g_01289	Syaa.g_00877
OG0000292	Syad.g_00155	Syaa.g_02751
OG0000293	Syad.g_01124	Syaa.g_00758
OG0000294	Syad.g_01125	Syaa.g_00759
OG0000295	Syad.g_01181	Syaa.g_00796
OG0000296	Syad.g_01183	Syaa.g_00798
OG0000297	Syad.g_01512	Syaa.g_01021
OG0000298	Syad.g_01511	Syaa.g_01010
OG0000299	Syad.g_01462	Syaa.g_00982
OG0000300	Syad.g_01455	Syaa.g_00976
OG0000301	Syad.g_01454	Syaa.g_00975
OG0000302	Syad.g_01453	Syaa.g_00972
OG0000303	Syad.g_01442	Syaa.g_00963
OG0000304	Syad.g_01436	Syaa.g_00957
OG0000305	Syad.g_01292	Syaa.g_00881
OG0000306	Syad.g_01989	Syaa.g_00807
OG0000307	Syad.g_00883	Syaa.g_02068
OG0000308	Syad.g_00881	Syaa.g_02070
OG0000309	Syad.g_00876	Syaa.g_02075
OG0000310	Syad.g_02250	Syaa.g_01752
OG0000311	Syad.g_02254	Syaa.g_01757
OG0000312	Syad.g_02265	Syaa.g_01762
OG0000313	Syad.g_02284	Syaa.g_01779
OG0000314	Syad.g_02313	Syaa.g_01806
OG0000315	Syad.g_02323	Syaa.g_01816
OG0000316	Syad.g_02564	Syaa.g_00598
OG0000317	Syad.g_02620	Syaa.g_00556
OG0000318	Syad.g_02624	Syaa.g_00550
OG0000319	Syad.g_02642	Syaa.g_00532
OG0000320	Syad.g_02644	Syaa.g_00530
OG0000321	Syad.g_02645	Syaa.g_00529
OG0000322	Syad.g_02646	Syaa.g_00528
OG0000323	Syad.g_02661	Syaa.g_00496
OG0000324	Syad.g_02505	Syaa.g_00653
OG0000325	Syad.g_00591	Syaa.g_02350
OG0000326	Syad.g_00598	Syaa.g_02343
OG0000327	Syad.g_00649	Syaa.g_02294
OG0000328	Syad.g_00650	Syaa.g_02293
OG0000329	Syad.g_00668	Syaa.g_02275
OG0000330	Syad.g_00669	Syaa.g_02274
OG0000331	Syad.g_00670	Syaa.g_02273
OG0000332	Syad.g_00685	Syaa.g_02258
OG0000333	Syad.g_00688	Syaa.g_02255
OG0000334	Syad.g_00697	Syaa.g_02246
OG0000335	Syad.g_00702	Syaa.g_02241
OG0000336	Syad.g_00706	Syaa.g_02237
OG0000337	Syad.g_00425, Syad.g_00427	Syaa.g_00167
OG0000338	Syad.g_00421	Syaa.g_00162
OG0000339	Syad.g_00414	Syaa.g_00156
OG0000340	Syad.g_00370	Syaa.g_00144
OG0000341	Syad.g_00368	Syaa.g_00142
OG0000342	Syad.g_00367	Syaa.g_00141
OG0000343	Syad.g_00366	Syaa.g_00140
OG0000344	Syad.g_00362	Syaa.g_00136
OG0000345	Syad.g_00352	Syaa.g_00127
OG0000346	Syad.g_00347	Syaa.g_00122
OG0000347	Syad.g_00318	Syaa.g_00088
OG0000348	Syad.g_00233	Syaa.g_00071
OG0000349	Syad.g_00213	Syaa.g_00053
OG0000350	Syad.g_00605	Syaa.g_02336
OG0000351	Syad.g_00134	Syaa.g_02730
OG0000352	Syad.g_00135	Syaa.g_02731
OG0000353	Syad.g_00161	Syaa.g_02757
OG0000354	Syad.g_00947	Syaa.g_02008, Syaa.g_02009
OG0000354	Syad.g_00181	Syaa.g_00019, Syaa.g_00020
OG0000355	Syad.g_00163	Syaa.g_00001
OG0000356	Syad.g_00164	Syaa.g_00002
OG0000357	Syad.g_00165	Syaa.g_00003
OG0000358	Syad.g_00169	Syaa.g_00007
OG0000359	Syad.g_00171	Syaa.g_00009
OG0000360	Syad.g_00172	Syaa.g_00010
OG0000361	Syad.g_00173	Syaa.g_00011
OG0000362	Syad.g_00175	Syaa.g_00013
OG0000363	Syad.g_00177	Syaa.g_00015
OG0000364	Syad.g_00178	Syaa.g_00016
OG0000365	Syad.g_00187	Syaa.g_00027
OG0000366	Syad.g_00188	Syaa.g_00028
OG0000367	Syad.g_00189	Syaa.g_00029
OG0000368	Syad.g_00191	Syaa.g_00031
OG0000369	Syad.g_00192	Syaa.g_00032
OG0000370	Syad.g_00193	Syaa.g_00033
OG0000371	Syad.g_00201	Syaa.g_00041
OG0000372	Syad.g_00206	Syaa.g_00046
OG0000373	Syad.g_00207	Syaa.g_00047
OG0000374	Syad.g_00208	Syaa.g_00048
OG0000375	Syad.g_00209	Syaa.g_00049
OG0000376	Syad.g_00211	Syaa.g_00051
OG0000377	Syad.g_03027	Syaa.g_02585
OG0000378	Syad.g_03012	Syaa.g_02577
OG0000379	Syad.g_03005	Syaa.g_02574
OG0000380	Syad.g_02725	Syaa.g_00357
OG0000381	Syad.g_02729	Syaa.g_00353
OG0000382	Syad.g_02758	Syaa.g_00335
OG0000383	Syad.g_02761	Syaa.g_00333
OG0000384	Syad.g_02762	Syaa.g_00332
OG0000385	Syad.g_02763	Syaa.g_00331
OG0000386	Syad.g_02764	Syaa.g_00330
OG0000387	Syad.g_02792	Syaa.g_02371
OG0000388	Syad.g_02796	Syaa.g_02375
OG0000389	Syad.g_02800	Syaa.g_02379
OG0000390	Syad.g_02818	Syaa.g_02398
OG0000391	Syad.g_02823	Syaa.g_02403
OG0000392	Syad.g_02833	Syaa.g_02409
OG0000393	Syad.g_02837	Syaa.g_02412
OG0000394	Syad.g_02838	Syaa.g_02413
OG0000395	Syad.g_02839	Syaa.g_02414
OG0000396	Syad.g_02843	Syaa.g_02417
OG0000397	Syad.g_02845	Syaa.g_02419
OG0000398	Syad.g_02850	Syaa.g_02424
OG0000399	Syad.g_02851	Syaa.g_02425
OG0000400	Syad.g_02852	Syaa.g_02426
OG0000401	Syad.g_02853	Syaa.g_02427
OG0000402	Syad.g_02855	Syaa.g_02429
OG0000403	Syad.g_02856	Syaa.g_02430
OG0000404	Syad.g_02858	Syaa.g_02431
OG0000405	Syad.g_02874	Syaa.g_02446
OG0000406	Syad.g_02878	Syaa.g_02450
OG0000407	Syad.g_02879	Syaa.g_02451
OG0000408	Syad.g_02883	Syaa.g_02458
OG0000409	Syad.g_02885	Syaa.g_02460
OG0000410	Syad.g_02886	Syaa.g_02461
OG0000411	Syad.g_02887	Syaa.g_02462
OG0000412	Syad.g_02888	Syaa.g_02463
OG0000413	Syad.g_02890	Syaa.g_02465
OG0000415	Syad.g_02891	Syaa.g_02466
OG0000416	Syad.g_02892	Syaa.g_02467
OG0000417	Syad.g_02893	Syaa.g_02468
OG0000418	Syad.g_02898	Syaa.g_02473
OG0000419	Syad.g_02900	Syaa.g_02475
OG0000420	Syad.g_02902	Syaa.g_02477
OG0000421	Syad.g_02907	Syaa.g_02482
OG0000422	Syad.g_02908	Syaa.g_02483
OG0000423	Syad.g_02909	Syaa.g_02484
OG0000424	Syad.g_02910	Syaa.g_02485
OG0000425	Syad.g_02911	Syaa.g_02486
OG0000426	Syad.g_02912	Syaa.g_02487
OG0000427	Syad.g_02913	Syaa.g_02488
OG0000428	Syad.g_02916	Syaa.g_02491
OG0000429	Syad.g_02918	Syaa.g_02493
OG0000430	Syad.g_02920	Syaa.g_02495
OG0000431	Syad.g_02923	Syaa.g_02498
OG0000432	Syad.g_02930	Syaa.g_02504
OG0000433	Syad.g_02933	Syaa.g_02513
OG0000434	Syad.g_02934	Syaa.g_02514
OG0000435	Syad.g_02936	Syaa.g_02516
OG0000436	Syad.g_02942	Syaa.g_02525
OG0000437	Syad.g_02943	Syaa.g_02526
OG0000438	Syad.g_02944	Syaa.g_02527
OG0000439	Syad.g_02946	Syaa.g_02529
OG0000440	Syad.g_02947	Syaa.g_02530
OG0000441	Syad.g_02951	Syaa.g_02534
OG0000442	Syad.g_02952	Syaa.g_02535
OG0000443	Syad.g_02953	Syaa.g_02536
OG0000444	Syad.g_02964	Syaa.g_02542
OG0000445	Syad.g_02965	Syaa.g_02543
OG0000446	Syad.g_02967	Syaa.g_02545
OG0000447	Syad.g_02970	Syaa.g_02548
OG0000448	Syad.g_02971	Syaa.g_02549
OG0000449	Syad.g_02972	Syaa.g_02550
OG0000450	Syad.g_02978	Syaa.g_02553
OG0000451	Syad.g_02979	Syaa.g_02554
OG0000452	Syad.g_02983	Syaa.g_02558
OG0000453	Syad.g_02984	Syaa.g_02559
OG0000454	Syad.g_02985	Syaa.g_02560
OG0000455	Syad.g_02986	Syaa.g_02561
OG0000456	Syad.g_02987	Syaa.g_02562
OG0000457	Syad.g_02989	Syaa.g_02564
OG0000458	Syad.g_02998	Syaa.g_02565
OG0000459	Syad.g_02999	Syaa.g_02566
OG0000460	Syad.g_00815	Syaa.g_02111
OG0000461	Syad.g_00579	Syaa.g_00318
OG0000462	Syad.g_00576	Syaa.g_00315
OG0000463	Syad.g_00575	Syaa.g_00314
OG0000464	Syad.g_00574	Syaa.g_00313
OG0000465	Syad.g_00573	Syaa.g_00311
OG0000466	Syad.g_00568	Syaa.g_00306
OG0000467	Syad.g_00566	Syaa.g_00304
OG0000468	Syad.g_00561	Syaa.g_00299
OG0000469	Syad.g_00545	Syaa.g_00285
OG0000470	Syad.g_00542	Syaa.g_00283
OG0000471	Syad.g_00541	Syaa.g_00282
OG0000472	Syad.g_00539	Syaa.g_00280
OG0000473	Syad.g_00537	Syaa.g_00278
OG0000474	Syad.g_00536	Syaa.g_00277
OG0000475	Syad.g_00535	Syaa.g_00276
OG0000476	Syad.g_00533	Syaa.g_00274
OG0000477	Syad.g_00528	Syaa.g_00268
OG0000478	Syad.g_00527	Syaa.g_00267
OG0000479	Syad.g_00526	Syaa.g_00266
OG0000480	Syad.g_00520	Syaa.g_00259
OG0000481	Syad.g_00518	Syaa.g_00257
OG0000482	Syad.g_00517	Syaa.g_00256
OG0000483	Syad.g_00513	Syaa.g_00252
OG0000484	Syad.g_00512	Syaa.g_00251
OG0000485	Syad.g_00511	Syaa.g_00250
OG0000486	Syad.g_00510	Syaa.g_00249
OG0000487	Syad.g_00503	Syaa.g_00243
OG0000488	Syad.g_00499	Syaa.g_00239
OG0000489	Syad.g_00487	Syaa.g_00228
OG0000490	Syad.g_00475	Syaa.g_00220
OG0000491	Syad.g_00474	Syaa.g_00218
OG0000492	Syad.g_00472	Syaa.g_00214
OG0000493	Syad.g_00471	Syaa.g_00213
OG0000494	Syad.g_00470	Syaa.g_00212
OG0000495	Syad.g_00469	Syaa.g_00211
OG0000496	Syad.g_00468	Syaa.g_00210
OG0000497	Syad.g_00467	Syaa.g_00209
OG0000498	Syad.g_00466	Syaa.g_00208
OG0000499	Syad.g_00465	Syaa.g_00207
OG0000500	Syad.g_00464	Syaa.g_00206
OG0000501	Syad.g_00461	Syaa.g_00203
OG0000502	Syad.g_00449	Syaa.g_00190
OG0000503	Syad.g_00761	Syaa.g_02182
OG0000504	Syad.g_00763	Syaa.g_02180
OG0000505	Syad.g_00764	Syaa.g_02179
OG0000506	Syad.g_00766	Syaa.g_02177
OG0000507	Syad.g_00772	Syaa.g_02171
OG0000508	Syad.g_00776	Syaa.g_02167
OG0000509	Syad.g_00778	Syaa.g_02165
OG0000510	Syad.g_00779	Syaa.g_02164
OG0000511	Syad.g_00780	Syaa.g_02163
OG0000512	Syad.g_00782	Syaa.g_02161
OG0000513	Syad.g_00789	Syaa.g_02145
OG0000514	Syad.g_00795	Syaa.g_02118
OG0000515	Syad.g_00796	Syaa.g_02117
OG0000516	Syad.g_02456	Syaa.g_00698
OG0000517	Syad.g_02451	Syaa.g_00702
OG0000518	Syad.g_02439	Syaa.g_00714
OG0000519	Syad.g_02438	Syaa.g_00715
OG0000520	Syad.g_02437	Syaa.g_00716
OG0000521	Syad.g_01108	Syaa.g_01864
OG0000522	Syad.g_01109	Syaa.g_01862
OG0000523	Syad.g_01110	Syaa.g_01859
OG0000524	Syad.g_02386	Syaa.g_01856
OG0000525	Syad.g_02363	Syaa.g_01851
OG0000526	Syad.g_02360	Syaa.g_01848
OG0000527	Syad.g_02355	Syaa.g_01844
OG0000528	Syad.g_00897	Syaa.g_02054
OG0000529	Syad.g_00905	Syaa.g_02050
OG0000530	Syad.g_00908	Syaa.g_02047
OG0000531	Syad.g_00909	Syaa.g_02046
OG0000532	Syad.g_00912	Syaa.g_02043
OG0000533	Syad.g_00913	Syaa.g_02042
OG0000534	Syad.g_00914	Syaa.g_02041
OG0000535	Syad.g_00915	Syaa.g_02040
OG0000536	Syad.g_00916	Syaa.g_02039
OG0000537	Syad.g_00917	Syaa.g_02038
OG0000538	Syad.g_00929	Syaa.g_02027
OG0000539	Syad.g_00930	Syaa.g_02026
OG0000540	Syad.g_00931	Syaa.g_02025
OG0000541	Syad.g_00932	Syaa.g_02024
OG0000542	Syad.g_00935	Syaa.g_02021
OG0000543	Syad.g_00937	Syaa.g_02019
OG0000544	Syad.g_00938	Syaa.g_02018
OG0000545	Syad.g_00940	Syaa.g_02016
OG0000546	Syad.g_00942	Syaa.g_02014
