Orthogroup	Syad	Syao
OG0000233	Syad.g_02382	Syao.g_02698
OG0000234	Syad.g_02351	Syao.g_02680
OG0000235	Syad.g_00903	Syao.g_00029
OG0000236	Syad.g_00918	Syao.g_00111
OG0000237	Syad.g_00936	Syao.g_00166
OG0000238	Syad.g_00941	Syao.g_00161
OG0000239	Syad.g_00957	Syao.g_01398
OG0000240	Syad.g_00958	Syao.g_01399
OG0000241	Syad.g_02160	Syao.g_00887
OG0000242	Syad.g_00975	Syao.g_01410
OG0000243	Syad.g_01000	Syao.g_00873
OG0000244	Syad.g_01012	Syao.g_00865
OG0000245	Syad.g_01014	Syao.g_00863
OG0000246	Syad.g_01017	Syao.g_00859
OG0000247	Syad.g_01029	Syao.g_00847
OG0000248	Syad.g_01032	Syao.g_00844
OG0000249	Syad.g_01034	Syao.g_00842
OG0000250	Syad.g_01044	Syao.g_00835
OG0000251	Syad.g_01071	Syao.g_01026
OG0000252	Syad.g_01078	Syao.g_01020
OG0000253	Syad.g_01081	Syao.g_01003
OG0000254	Syad.g_02203	Syao.g_01053
OG0000255	Syad.g_02185	Syao.g_01009
OG0000256	Syad.g_02167	Syao.g_01328
OG0000257	Syad.g_02161	Syao.g_00884
OG0000258	Syad.g_02143	Syao.g_00907
OG0000259	Syad.g_01576	Syao.g_00933, Syao.g_00932
OG0000260	Syad.g_01587	Syao.g_00936
OG0000261	Syad.g_01590	Syao.g_00941
OG0000262	Syad.g_01595	Syao.g_00946
OG0000263	Syad.g_01475	Syao.g_00247
OG0000264	Syad.g_01360	Syao.g_00699
OG0000265	Syad.g_01383	Syao.g_00049
OG0000266	Syad.g_01804	Syao.g_00480
OG0000267	Syad.g_01645	Syao.g_00589
OG0000268	Syad.g_01646	Syao.g_00588
OG0000269	Syad.g_01894	Syao.g_00751
OG0000270	Syad.g_01891	Syao.g_00754
OG0000271	Syad.g_01883	Syao.g_00762
OG0000272	Syad.g_01882	Syao.g_00763
OG0000273	Syad.g_01247	Syao.g_00791
OG0000274	Syad.g_01246	Syao.g_00792
OG0000275	Syad.g_01242	Syao.g_00438
OG0000276	Syad.g_01229	Syao.g_00558
OG0000278	Syad.g_01225	Syao.g_00554
OG0000279	Syad.g_01208	Syao.g_00529
OG0000280	Syad.g_01198	Syao.g_00608
OG0000281	Syad.g_00624	Syao.g_01377
OG0000282	Syad.g_01619	Syao.g_00967
OG0000283	Syad.g_01661	Syao.g_00640
OG0000284	Syad.g_01787	Syao.g_00634
OG0000285	Syad.g_01776	Syao.g_00706
OG0000286	Syad.g_01758	Syao.g_00675
OG0000287	Syad.g_01720	Syao.g_00825
OG0000288	Syad.g_01687	Syao.g_00446
OG0000289	Syad.g_01672	Syao.g_00461
OG0000290	Syad.g_01287	Syao.g_00428
OG0000291	Syad.g_01289	Syao.g_00333
OG0000292	Syad.g_00155	Syao.g_02196
OG0000293	Syad.g_01124	Syao.g_00136
OG0000295	Syad.g_01181	Syao.g_00186
OG0000296	Syad.g_01183	Syao.g_00184
OG0000299	Syad.g_01462	Syao.g_00231
OG0000301	Syad.g_01454	Syao.g_00272, Syao.g_00273
OG0000302	Syad.g_01453	Syao.g_00271
OG0000303	Syad.g_01442	Syao.g_00262
OG0000304	Syad.g_01436	Syao.g_00256
OG0000305	Syad.g_01292	Syao.g_00388
OG0000306	Syad.g_01989	Syao.g_01216
OG0000307	Syad.g_00883	Syao.g_00045
OG0000308	Syad.g_00881	Syao.g_00047
OG0000309	Syad.g_00876	Syao.g_02705
OG0000310	Syad.g_02250	Syao.g_01530
OG0000311	Syad.g_02254	Syao.g_01533
OG0000312	Syad.g_02265	Syao.g_01538
OG0000313	Syad.g_02284	Syao.g_01491
OG0000314	Syad.g_02313, Syad.g_02231	Syao.g_00078
OG0000315	Syad.g_02323	Syao.g_00088
OG0000316	Syad.g_02564	Syao.g_01602
OG0000317	Syad.g_02620	Syao.g_01560
OG0000318	Syad.g_02624	Syao.g_01553
OG0000319	Syad.g_02642	Syao.g_01678
OG0000320	Syad.g_02644	Syao.g_01676
OG0000321	Syad.g_02645	Syao.g_01675
OG0000322	Syad.g_02646	Syao.g_01674
OG0000323	Syad.g_02661	Syao.g_01661
OG0000324	Syad.g_02505	Syao.g_01630
OG0000325	Syad.g_00591	Syao.g_01936
OG0000327	Syad.g_00649	Syao.g_01795
OG0000328	Syad.g_00650	Syao.g_01794
OG0000329	Syad.g_00668	Syao.g_01776
OG0000330	Syad.g_00669	Syao.g_01775
OG0000331	Syad.g_00670	Syao.g_01774
OG0000333	Syad.g_00688	Syao.g_01810
OG0000334	Syad.g_00697	Syao.g_01836
OG0000335	Syad.g_00702	Syao.g_01831
OG0000336	Syad.g_00706	Syao.g_01827
OG0000337	Syad.g_00425, Syad.g_00427	Syao.g_01968
OG0000338	Syad.g_00421	Syao.g_01962
OG0000339	Syad.g_00414	Syao.g_02259
OG0000340	Syad.g_00370	Syao.g_02129
OG0000341	Syad.g_00368	Syao.g_02131
OG0000342	Syad.g_00367	Syao.g_02132
OG0000343	Syad.g_00366	Syao.g_02133
OG0000344	Syad.g_00362	Syao.g_02137
OG0000345	Syad.g_00352	Syao.g_01953
OG0000346	Syad.g_00347	Syao.g_01948
OG0000347	Syad.g_00318	Syao.g_02178
OG0000348	Syad.g_00233	Syao.g_02166
OG0000349	Syad.g_00213	Syao.g_02219
OG0000350	Syad.g_00605	Syao.g_01925
OG0000351	Syad.g_00134	Syao.g_02331
OG0000352	Syad.g_00135	Syao.g_02332
OG0000353	Syad.g_00161	Syao.g_02160
OG0000354	Syad.g_00947	Syao.g_00154, Syao.g_00155
OG0000354	Syad.g_00181	Syao.g_02252
OG0000355	Syad.g_00163	Syao.g_02162
OG0000356	Syad.g_00164	Syao.g_02163
OG0000357	Syad.g_00165	Syao.g_02164
OG0000358	Syad.g_00169	Syao.g_02154
OG0000359	Syad.g_00171	Syao.g_02152
OG0000360	Syad.g_00172	Syao.g_02151
OG0000361	Syad.g_00173	Syao.g_02150
OG0000362	Syad.g_00175	Syao.g_01954
OG0000363	Syad.g_00177	Syao.g_02255
OG0000364	Syad.g_00178	Syao.g_01558
OG0000365	Syad.g_00187	Syao.g_02246
OG0000366	Syad.g_00188	Syao.g_02245
OG0000367	Syad.g_00189	Syao.g_02244
OG0000368	Syad.g_00191	Syao.g_02242
OG0000369	Syad.g_00192	Syao.g_02241
OG0000370	Syad.g_00193	Syao.g_02240
OG0000371	Syad.g_00201	Syao.g_02231
OG0000372	Syad.g_00206	Syao.g_02226
OG0000373	Syad.g_00207	Syao.g_02225
OG0000374	Syad.g_00208	Syao.g_02224
OG0000375	Syad.g_00209	Syao.g_02223
OG0000376	Syad.g_00211	Syao.g_02221
OG0000377	Syad.g_03027	Syao.g_02429
OG0000378	Syad.g_03012	Syao.g_02414
OG0000379	Syad.g_03005	Syao.g_02409
OG0000380	Syad.g_02725	Syao.g_02616
OG0000381	Syad.g_02729	Syao.g_02618
OG0000382	Syad.g_02758	Syao.g_02636
OG0000383	Syad.g_02761	Syao.g_02643
OG0000384	Syad.g_02762	Syao.g_02644
OG0000385	Syad.g_02763	Syao.g_02645
OG0000386	Syad.g_02764	Syao.g_02646
OG0000387	Syad.g_02792	Syao.g_01019
OG0000388	Syad.g_02796	Syao.g_02596
OG0000389	Syad.g_02800	Syao.g_02599
OG0000390	Syad.g_02818	Syao.g_02567
OG0000391	Syad.g_02823	Syao.g_02572
OG0000392	Syad.g_02833	Syao.g_02578
OG0000393	Syad.g_02837	Syao.g_02581
OG0000394	Syad.g_02838	Syao.g_02582
OG0000395	Syad.g_02839	Syao.g_02583
OG0000396	Syad.g_02843	Syao.g_02586
OG0000397	Syad.g_02845	Syao.g_02542
OG0000398	Syad.g_02850	Syao.g_02547
OG0000399	Syad.g_02851	Syao.g_02548
OG0000400	Syad.g_02852	Syao.g_02549
OG0000401	Syad.g_02853	Syao.g_02550
OG0000402	Syad.g_02855	Syao.g_02552
OG0000403	Syad.g_02856	Syao.g_02553
OG0000404	Syad.g_02858	Syao.g_02554
OG0000405	Syad.g_02874	Syao.g_02478
OG0000406	Syad.g_02878	Syao.g_02482
OG0000407	Syad.g_02879	Syao.g_02483
OG0000408	Syad.g_02883	Syao.g_02485
OG0000409	Syad.g_02885	Syao.g_02487
OG0000410	Syad.g_02886	Syao.g_02488
OG0000411	Syad.g_02887	Syao.g_02489
OG0000412	Syad.g_02888	Syao.g_02490
OG0000413	Syad.g_02890	Syao.g_02492
OG0000415	Syad.g_02891	Syao.g_02494
OG0000416	Syad.g_02892	Syao.g_02495
OG0000417	Syad.g_02893	Syao.g_02497
OG0000418	Syad.g_02898	Syao.g_02502
OG0000419	Syad.g_02900	Syao.g_02504
OG0000420	Syad.g_02902	Syao.g_02506
OG0000421	Syad.g_02907	Syao.g_02510
OG0000422	Syad.g_02908	Syao.g_02511
OG0000423	Syad.g_02909	Syao.g_02512
OG0000424	Syad.g_02910	Syao.g_02513
OG0000425	Syad.g_02911	Syao.g_02514
OG0000426	Syad.g_02912	Syao.g_02515
OG0000427	Syad.g_02913	Syao.g_02516
OG0000428	Syad.g_02916	Syao.g_02519
OG0000429	Syad.g_02918	Syao.g_02522
OG0000430	Syad.g_02920	Syao.g_02523
OG0000431	Syad.g_02923	Syao.g_02526
OG0000432	Syad.g_02930	Syao.g_02532
OG0000433	Syad.g_02933	Syao.g_02534
OG0000434	Syad.g_02934	Syao.g_02535
OG0000435	Syad.g_02936	Syao.g_02538
OG0000436	Syad.g_02942	Syao.g_02458
OG0000437	Syad.g_02943	Syao.g_02459
OG0000438	Syad.g_02944	Syao.g_02460
OG0000439	Syad.g_02946	Syao.g_02462
OG0000440	Syad.g_02947	Syao.g_02463
OG0000441	Syad.g_02951	Syao.g_02466
OG0000442	Syad.g_02952	Syao.g_02467
OG0000443	Syad.g_02953	Syao.g_02468
OG0000444	Syad.g_02964	Syao.g_02473
OG0000445	Syad.g_02965	Syao.g_02474
OG0000446	Syad.g_02967	Syao.g_02476
OG0000447	Syad.g_02970	Syao.g_02383
OG0000448	Syad.g_02971	Syao.g_02384
OG0000449	Syad.g_02972	Syao.g_02385
OG0000450	Syad.g_02978	Syao.g_02391
OG0000451	Syad.g_02979	Syao.g_02392
OG0000452	Syad.g_02983	Syao.g_02396
OG0000453	Syad.g_02984	Syao.g_02397
OG0000454	Syad.g_02985	Syao.g_02398
OG0000455	Syad.g_02986	Syao.g_02399
OG0000456	Syad.g_02987	Syao.g_02400
OG0000457	Syad.g_02989	Syao.g_02402
OG0000458	Syad.g_02998	Syao.g_02403
OG0000459	Syad.g_02999	Syao.g_02404
OG0000460	Syad.g_00815	Syao.g_01702
OG0000461	Syad.g_00579	Syao.g_02119
OG0000462	Syad.g_00576	Syao.g_02116
OG0000463	Syad.g_00575	Syao.g_02115
OG0000464	Syad.g_00574	Syao.g_02114
OG0000465	Syad.g_00573	Syao.g_02112
OG0000466	Syad.g_00568	Syao.g_02107
OG0000467	Syad.g_00566	Syao.g_02106
OG0000468	Syad.g_00561	Syao.g_02102
OG0000469	Syad.g_00545	Syao.g_02087
OG0000470	Syad.g_00542	Syao.g_02085
OG0000471	Syad.g_00541	Syao.g_02084
OG0000472	Syad.g_00539	Syao.g_02082
OG0000473	Syad.g_00537	Syao.g_02080
OG0000474	Syad.g_00536	Syao.g_02079
OG0000475	Syad.g_00535	Syao.g_02078
OG0000476	Syad.g_00533	Syao.g_02076
OG0000477	Syad.g_00528	Syao.g_02069
OG0000478	Syad.g_00527	Syao.g_02068
OG0000479	Syad.g_00526	Syao.g_02067
OG0000480	Syad.g_00520	Syao.g_02060
OG0000481	Syad.g_00518	Syao.g_01012
OG0000482	Syad.g_00517	Syao.g_02058
OG0000483	Syad.g_00513	Syao.g_02054
OG0000484	Syad.g_00512	Syao.g_02053
OG0000485	Syad.g_00511	Syao.g_02052
OG0000486	Syad.g_00510	Syao.g_02051
OG0000487	Syad.g_00503	Syao.g_02044
OG0000488	Syad.g_00499	Syao.g_02040
OG0000489	Syad.g_00487	Syao.g_02033
OG0000490	Syad.g_00475	Syao.g_02025
OG0000491	Syad.g_00474	Syao.g_02024
OG0000492	Syad.g_00472	Syao.g_02022
OG0000493	Syad.g_00471	Syao.g_02021
OG0000494	Syad.g_00470	Syao.g_02020
OG0000495	Syad.g_00469	Syao.g_02018
OG0000496	Syad.g_00468	Syao.g_02017
OG0000497	Syad.g_00467	Syao.g_02016
OG0000498	Syad.g_00466	Syao.g_02015
OG0000499	Syad.g_00465	Syao.g_02014
OG0000500	Syad.g_00464	Syao.g_02013
OG0000501	Syad.g_00461	Syao.g_02010
OG0000502	Syad.g_00449	Syao.g_01974
OG0000503	Syad.g_00761	Syao.g_01877
OG0000504	Syad.g_00763	Syao.g_01875
OG0000505	Syad.g_00764	Syao.g_01874
OG0000506	Syad.g_00766	Syao.g_01872
OG0000507	Syad.g_00772	Syao.g_01866
OG0000508	Syad.g_00776	Syao.g_01750
OG0000509	Syad.g_00778	Syao.g_01755
OG0000510	Syad.g_00779	Syao.g_01756
OG0000511	Syad.g_00780	Syao.g_01757
OG0000512	Syad.g_00782	Syao.g_01759
OG0000513	Syad.g_00789	Syao.g_01720
OG0000514	Syad.g_00795	Syao.g_01727
OG0000515	Syad.g_00796	Syao.g_01728
OG0000516	Syad.g_02456	Syao.g_01730
OG0000517	Syad.g_02451	Syao.g_01735
OG0000518	Syad.g_02439	Syao.g_01621
OG0000519	Syad.g_02438	Syao.g_01622
OG0000520	Syad.g_02437	Syao.g_01512
OG0000521	Syad.g_01108	Syao.g_00061
OG0000522	Syad.g_01109	Syao.g_00059
OG0000523	Syad.g_01110	Syao.g_00058
OG0000524	Syad.g_02386	Syao.g_02699
OG0000525	Syad.g_02363	Syao.g_02691
OG0000526	Syad.g_02360	Syao.g_02688
OG0000527	Syad.g_02355	Syao.g_02684
OG0000528	Syad.g_00897	Syao.g_00031
OG0000529	Syad.g_00905	Syao.g_00027
OG0000530	Syad.g_00908	Syao.g_00122
OG0000531	Syad.g_00909	Syao.g_00121
OG0000532	Syad.g_00912	Syao.g_00118
OG0000533	Syad.g_00913	Syao.g_00116
OG0000534	Syad.g_00914	Syao.g_00115
OG0000535	Syad.g_00915	Syao.g_00114
OG0000536	Syad.g_00916	Syao.g_00113
OG0000537	Syad.g_00917	Syao.g_00112
OG0000538	Syad.g_00929	Syao.g_00100
OG0000539	Syad.g_00930	Syao.g_00099
OG0000540	Syad.g_00931	Syao.g_00098
OG0000541	Syad.g_00932	Syao.g_00097
OG0000542	Syad.g_00935	Syao.g_00167
OG0000543	Syad.g_00937	Syao.g_00165
OG0000544	Syad.g_00938	Syao.g_00164
OG0000545	Syad.g_00940	Syao.g_00162
OG0000546	Syad.g_00942	Syao.g_00160
OG0000547	Syad.g_00944	Syao.g_00158
OG0000548	Syad.g_00945	Syao.g_00157
OG0000549	Syad.g_00952	Syao.g_01391
OG0000550	Syad.g_00956	Syao.g_01396
OG0000551	Syad.g_00960	Syao.g_01401
OG0000552	Syad.g_00961	Syao.g_01402
OG0000553	Syad.g_00965	Syao.g_01404
OG0000554	Syad.g_00978	Syao.g_01413
OG0000555	Syad.g_00999	Syao.g_00875
OG0000556	Syad.g_01003	Syao.g_00871
OG0000557	Syad.g_01011	Syao.g_00866
OG0000558	Syad.g_01013	Syao.g_00864
OG0000559	Syad.g_01016	Syao.g_00860
OG0000560	Syad.g_01019	Syao.g_00857
OG0000561	Syad.g_01020	Syao.g_00856
OG0000562	Syad.g_01021	Syao.g_00855
OG0000563	Syad.g_01022	Syao.g_00854
OG0000564	Syad.g_01023	Syao.g_00853
OG0000565	Syad.g_01027	Syao.g_00849
OG0000566	Syad.g_01031	Syao.g_00845
OG0000567	Syad.g_01035	Syao.g_00841
OG0000568	Syad.g_01040	Syao.g_00839
OG0000569	Syad.g_01041	Syao.g_00838
OG0000570	Syad.g_01042	Syao.g_00837
OG0000571	Syad.g_01046	Syao.g_00834
OG0000572	Syad.g_01064	Syao.g_01033
OG0000573	Syad.g_01072	Syao.g_01022
OG0000574	Syad.g_01077	Syao.g_01021
OG0000575	Syad.g_01083	Syao.g_01000
OG0000576	Syad.g_01085	Syao.g_00996
OG0000577	Syad.g_01086	Syao.g_00995
OG0000578	Syad.g_01087	Syao.g_00994
OG0000579	Syad.g_01088	Syao.g_00993
OG0000580	Syad.g_01089	Syao.g_00992
OG0000581	Syad.g_01097	Syao.g_01059
OG0000582	Syad.g_02206	Syao.g_01204
OG0000583	Syad.g_02205	Syao.g_01205
OG0000584	Syad.g_02204	Syao.g_01206
OG0000585	Syad.g_02202	Syao.g_01054
OG0000586	Syad.g_02201	Syao.g_01055
OG0000587	Syad.g_02199	Syao.g_01057
OG0000588	Syad.g_02183	Syao.g_00406
OG0000589	Syad.g_02178	Syao.g_01342
OG0000590	Syad.g_02177	Syao.g_01341
OG0000591	Syad.g_02169	Syao.g_01330
OG0000592	Syad.g_02168	Syao.g_01329
