Orthogroup	Syad	Prai
OG0000107	Syad.g_00590	Prai.g_00397
OG0000108	Syad.g_00904	Prai.g_00510
OG0000109	Syad.g_00919	Prai.g_00524
OG0000110	Syad.g_01048	Prai.g_00603
OG0000111	Syad.g_01300	Prai.g_00728
OG0000112	Syad.g_01766	Prai.g_00882
OG0000113	Syad.g_01851	Prai.g_00825
OG0000114	Syad.g_01617	Prai.g_01046
OG0000115	Syad.g_02300	Prai.g_01119
OG0000116	Syad.g_01123	Prai.g_01162
OG0000117	Syad.g_01510	Prai.g_01273
OG0000118	Syad.g_01104	Prai.g_01347
OG0000119	Syad.g_01168	Prai.g_01366
OG0000120	Syad.g_00459	Prai.g_01443
OG0000121	Syad.g_02280	Prai.g_01465
OG0000123	Syad.g_00701	Prai.g_01789
OG0000124	Syad.g_00320	Prai.g_01854
OG0000125	Syad.g_03040	Prai.g_01892
OG0000126	Syad.g_00156	Prai.g_01931
OG0000128	Syad.g_00174	Prai.g_00011
OG0000129	Syad.g_03028	Prai.g_00051
OG0000130	Syad.g_02728	Prai.g_00069
OG0000131	Syad.g_02876	Prai.g_00156
OG0000132	Syad.g_02897	Prai.g_00175
OG0000133	Syad.g_01761	Prai.g_00335
OG0000134	Syad.g_00788	Prai.g_00369
OG0000135	Syad.g_00063	Prai.g_00393
OG0000136	Syad.g_02445	Prai.g_00472
OG0000137	Syad.g_02353	Prai.g_00505
OG0000138	Syad.g_00920	Prai.g_00525
OG0000139	Syad.g_00983	Prai.g_00565
OG0000140	Syad.g_00987	Prai.g_00566
OG0000141	Syad.g_02208	Prai.g_00635
OG0000142	Syad.g_02152	Prai.g_00664
OG0000143	Syad.g_02148	Prai.g_00668
OG0000144	Syad.g_02024	Prai.g_00681
OG0000145	Syad.g_00927	Prai.g_00883
OG0000146	Syad.g_01767	Prai.g_00881
OG0000147	Syad.g_01768	Prai.g_00880
OG0000148	Syad.g_01861	Prai.g_00831
OG0000149	Syad.g_01221	Prai.g_00800
OG0000150	Syad.g_02207, Syad.g_00989	Prai.g_00792
OG0000151	Syad.g_01956	Prai.g_01036
OG0000152	Syad.g_01757	Prai.g_00989
OG0000153	Syad.g_01713	Prai.g_00970
OG0000154	Syad.g_01686	Prai.g_00943
OG0000155	Syad.g_01189	Prai.g_01191
OG0000156	Syad.g_01116	Prai.g_01323
OG0000157	Syad.g_01115	Prai.g_01324
OG0000158	Syad.g_00374	Prai.g_01392
OG0000160	Syad.g_02279	Prai.g_01464
OG0000161	Syad.g_02287	Prai.g_01470
OG0000162	Syad.g_02293	Prai.g_01476
OG0000163	Syad.g_02542	Prai.g_01509
OG0000164	Syad.g_02659	Prai.g_01662
OG0000165	Syad.g_02476	Prai.g_01669
OG0000166	Syad.g_00654	Prai.g_01740
OG0000167	Syad.g_00419	Prai.g_01812
OG0000168	Syad.g_00371	Prai.g_01822
OG0000169	Syad.g_00360	Prai.g_01832
OG0000170	Syad.g_00353	Prai.g_01834
OG0000171	Syad.g_00321	Prai.g_01853
OG0000172	Syad.g_00244	Prai.g_01863
OG0000173	Syad.g_00220	Prai.g_01878
OG0000174	Syad.g_00065	Prai.g_01905
OG0000175	Syad.g_00129	Prai.g_01915
OG0000176	Syad.g_00166	Prai.g_00004
OG0000177	Syad.g_00167	Prai.g_00005
OG0000178	Syad.g_00168	Prai.g_00006
OG0000179	Syad.g_00183	Prai.g_00016
OG0000180	Syad.g_00184	Prai.g_00017
OG0000181	Syad.g_00185	Prai.g_00018
OG0000182	Syad.g_00186	Prai.g_00019
OG0000183	Syad.g_00190	Prai.g_00023
OG0000184	Syad.g_03018	Prai.g_00053
OG0000185	Syad.g_03006	Prai.g_00056
OG0000186	Syad.g_02722	Prai.g_00064
OG0000187	Syad.g_02724	Prai.g_00065
OG0000188	Syad.g_02759	Prai.g_00082
OG0000189	Syad.g_02788	Prai.g_00096
OG0000190	Syad.g_02790	Prai.g_00097
OG0000191	Syad.g_02824	Prai.g_00117
OG0000192	Syad.g_02834	Prai.g_00121
OG0000193	Syad.g_02877	Prai.g_00157
OG0000194	Syad.g_02880	Prai.g_00160
OG0000195	Syad.g_02884	Prai.g_00162
OG0000196	Syad.g_02894	Prai.g_00172
OG0000197	Syad.g_02895	Prai.g_00173
OG0000198	Syad.g_02896	Prai.g_00174
OG0000199	Syad.g_02904	Prai.g_00181
OG0000200	Syad.g_02921	Prai.g_00195
OG0000201	Syad.g_02937	Prai.g_00203
OG0000202	Syad.g_02938	Prai.g_00204
OG0000203	Syad.g_02939	Prai.g_00205
OG0000204	Syad.g_02940	Prai.g_00206
OG0000205	Syad.g_02948	Prai.g_00213
OG0000206	Syad.g_02955	Prai.g_00218
OG0000207	Syad.g_02957	Prai.g_00220
OG0000208	Syad.g_02958	Prai.g_00221
OG0000209	Syad.g_02981	Prai.g_00230
OG0000210	Syad.g_02982	Prai.g_00231
OG0000212	Syad.g_00825	Prai.g_00251
OG0000213	Syad.g_00556	Prai.g_00270
OG0000214	Syad.g_00538	Prai.g_00280
OG0000215	Syad.g_00508	Prai.g_00305
OG0000216	Syad.g_00504, Syad.g_00285	Prai.g_00307
OG0000217	Syad.g_00500	Prai.g_00310
OG0000218	Syad.g_00498	Prai.g_00312
OG0000219	Syad.g_00497	Prai.g_00313
OG0000220	Syad.g_00496	Prai.g_00314
OG0000221	Syad.g_00488	Prai.g_00315
OG0000222	Syad.g_00473	Prai.g_00323
OG0000223	Syad.g_00451	Prai.g_00336
OG0000224	Syad.g_00444	Prai.g_00338
OG0000225	Syad.g_00777	Prai.g_00358
OG0000226	Syad.g_00781	Prai.g_00362
OG0000227	Syad.g_00783	Prai.g_00364
OG0000228	Syad.g_00784	Prai.g_00367
OG0000229	Syad.g_02450	Prai.g_00467
OG0000230	Syad.g_02448	Prai.g_00469
OG0000231	Syad.g_02436	Prai.g_00480
OG0000232	Syad.g_02392	Prai.g_00489
OG0000233	Syad.g_02382	Prai.g_00494
OG0000234	Syad.g_02351	Prai.g_00506
OG0000235	Syad.g_00903	Prai.g_00509
OG0000236	Syad.g_00918	Prai.g_00523
OG0000237	Syad.g_00936	Prai.g_00536
OG0000238	Syad.g_00941	Prai.g_00542
OG0000239	Syad.g_00957	Prai.g_00553
OG0000240	Syad.g_00958	Prai.g_00554
OG0000241	Syad.g_02160	Prai.g_00558
OG0000242	Syad.g_00975	Prai.g_00560
OG0000243	Syad.g_01000	Prai.g_00571
OG0000244	Syad.g_01012	Prai.g_00574
OG0000245	Syad.g_01014	Prai.g_00576
OG0000246	Syad.g_01017	Prai.g_00580
OG0000247	Syad.g_01029	Prai.g_00590
OG0000248	Syad.g_01032	Prai.g_00593
OG0000249	Syad.g_01034	Prai.g_00595
OG0000250	Syad.g_01044	Prai.g_00600
OG0000251	Syad.g_01071	Prai.g_00619
OG0000252	Syad.g_01078	Prai.g_00622
OG0000253	Syad.g_01081	Prai.g_00623
OG0000254	Syad.g_02203	Prai.g_00639
OG0000255	Syad.g_02185	Prai.g_00645
OG0000256	Syad.g_02167	Prai.g_00656
OG0000257	Syad.g_02161	Prai.g_00659
OG0000258	Syad.g_02143	Prai.g_00672
OG0000259	Syad.g_01576	Prai.g_00689
OG0000260	Syad.g_01587	Prai.g_00692
OG0000261	Syad.g_01590	Prai.g_00694
OG0000262	Syad.g_01595	Prai.g_00698
OG0000263	Syad.g_01475	Prai.g_00710
OG0000264	Syad.g_01360	Prai.g_00720
OG0000265	Syad.g_01383	Prai.g_00748
OG0000266	Syad.g_01804	Prai.g_00758
OG0000267	Syad.g_01645	Prai.g_00769
OG0000268	Syad.g_01646	Prai.g_00770
OG0000269	Syad.g_01894	Prai.g_00853
OG0000270	Syad.g_01891	Prai.g_00850
OG0000271	Syad.g_01883	Prai.g_00842
OG0000272	Syad.g_01882	Prai.g_00840, Prai.g_00841
OG0000273	Syad.g_01247	Prai.g_00817
OG0000274	Syad.g_01246	Prai.g_00816
OG0000275	Syad.g_01242	Prai.g_00741, Prai.g_00813
OG0000276	Syad.g_01229	Prai.g_00808
OG0000277	Syad.g_01228	Prai.g_00807
OG0000278	Syad.g_01225	Prai.g_00804
OG0000279	Syad.g_01208	Prai.g_00797
OG0000280	Syad.g_01198	Prai.g_00796
OG0000281	Syad.g_00624	Prai.g_00791
OG0000282	Syad.g_01619	Prai.g_01044
OG0000283	Syad.g_01661	Prai.g_01012
OG0000284	Syad.g_01787	Prai.g_01007
OG0000285	Syad.g_01776	Prai.g_01002
OG0000286	Syad.g_01758	Prai.g_00990
OG0000288	Syad.g_01687	Prai.g_00944
OG0000289	Syad.g_01672	Prai.g_00934
OG0000290	Syad.g_01287	Prai.g_00921
OG0000291	Syad.g_01289	Prai.g_00919
OG0000292	Syad.g_00155	Prai.g_01107
OG0000293	Syad.g_01124	Prai.g_01163
OG0000294	Syad.g_01125	Prai.g_01164
OG0000295	Syad.g_01181	Prai.g_01183
OG0000296	Syad.g_01183	Prai.g_01185
OG0000297	Syad.g_01512	Prai.g_01193
OG0000298	Syad.g_01511	Prai.g_01194
OG0000299	Syad.g_01462	Prai.g_01213
OG0000300	Syad.g_01455	Prai.g_01216
OG0000301	Syad.g_01454	Prai.g_01217
OG0000302	Syad.g_01453	Prai.g_01219
OG0000303	Syad.g_01442	Prai.g_01226
OG0000304	Syad.g_01436	Prai.g_01230
OG0000305	Syad.g_01292	Prai.g_01362
OG0000306	Syad.g_01989	Prai.g_01365
OG0000307	Syad.g_00883	Prai.g_01379
OG0000308	Syad.g_00881	Prai.g_01380
OG0000309	Syad.g_00876	Prai.g_01384
OG0000310	Syad.g_02250	Prai.g_01448
OG0000311	Syad.g_02254	Prai.g_01450
OG0000312	Syad.g_02265	Prai.g_01453
OG0000313	Syad.g_02284	Prai.g_01467
OG0000314	Syad.g_02313	Prai.g_01489
OG0000315	Syad.g_02323	Prai.g_01499
OG0000316	Syad.g_02564	Prai.g_01519
OG0000317	Syad.g_02620	Prai.g_01636
OG0000318	Syad.g_02624	Prai.g_01639
OG0000319	Syad.g_02642	Prai.g_01652
OG0000320	Syad.g_02644	Prai.g_01654
OG0000321	Syad.g_02645	Prai.g_01655
OG0000322	Syad.g_02646	Prai.g_01656
OG0000323	Syad.g_02661	Prai.g_01665
OG0000324	Syad.g_02505	Prai.g_01691
OG0000325	Syad.g_00591	Prai.g_01702
OG0000326	Syad.g_00598	Prai.g_01708
OG0000327	Syad.g_00649	Prai.g_01735
OG0000328	Syad.g_00650	Prai.g_01736
OG0000329	Syad.g_00668	Prai.g_01754
OG0000330	Syad.g_00669	Prai.g_01755
OG0000331	Syad.g_00670	Prai.g_01756
OG0000332	Syad.g_00685	Prai.g_01770
OG0000333	Syad.g_00688	Prai.g_01777
OG0000334	Syad.g_00697	Prai.g_01785
OG0000335	Syad.g_00702	Prai.g_01790
OG0000336	Syad.g_00706	Prai.g_01794
OG0000337	Syad.g_00425, Syad.g_00427	Prai.g_01810
OG0000338	Syad.g_00421	Prai.g_01811
OG0000339	Syad.g_00414	Prai.g_01815
OG0000340	Syad.g_00370	Prai.g_01823
OG0000341	Syad.g_00368	Prai.g_01825
OG0000342	Syad.g_00367	Prai.g_01826
OG0000343	Syad.g_00366	Prai.g_01827
OG0000344	Syad.g_00362	Prai.g_01830
OG0000345	Syad.g_00352	Prai.g_01835
OG0000346	Syad.g_00347	Prai.g_01839
OG0000347	Syad.g_00318	Prai.g_01855
OG0000348	Syad.g_00233	Prai.g_01866
OG0000349	Syad.g_00213	Prai.g_01883
OG0000350	Syad.g_00605	Prai.g_01901
OG0000351	Syad.g_00134	Prai.g_01918
OG0000352	Syad.g_00135	Prai.g_01919
OG0000353	Syad.g_00161	Prai.g_01935
OG0000355	Syad.g_00163	Prai.g_00001
OG0000356	Syad.g_00164	Prai.g_00002
OG0000357	Syad.g_00165	Prai.g_00003
OG0000358	Syad.g_00169	Prai.g_00007
OG0000359	Syad.g_00171	Prai.g_00008
OG0000360	Syad.g_00172	Prai.g_00009
OG0000361	Syad.g_00173	Prai.g_00010
OG0000362	Syad.g_00175	Prai.g_00012
OG0000363	Syad.g_00177	Prai.g_00014
OG0000364	Syad.g_00178	Prai.g_00015
OG0000365	Syad.g_00187	Prai.g_00020
OG0000366	Syad.g_00188	Prai.g_00021
OG0000367	Syad.g_00189	Prai.g_00022
OG0000368	Syad.g_00191	Prai.g_00024
OG0000369	Syad.g_00192	Prai.g_00025
OG0000370	Syad.g_00193	Prai.g_00026
OG0000371	Syad.g_00201	Prai.g_00032
OG0000372	Syad.g_00206	Prai.g_00035
OG0000373	Syad.g_00207	Prai.g_00036
OG0000374	Syad.g_00208	Prai.g_00037
OG0000375	Syad.g_00209	Prai.g_00047
OG0000376	Syad.g_00211	Prai.g_00049
OG0000377	Syad.g_03027	Prai.g_00052
OG0000378	Syad.g_03012	Prai.g_00054
OG0000379	Syad.g_03005	Prai.g_00057
OG0000380	Syad.g_02725	Prai.g_00066
OG0000381	Syad.g_02729	Prai.g_00070
OG0000382	Syad.g_02758	Prai.g_00081
OG0000383	Syad.g_02761	Prai.g_00083
OG0000384	Syad.g_02762	Prai.g_00084
OG0000385	Syad.g_02763	Prai.g_00085
OG0000386	Syad.g_02764	Prai.g_00086
OG0000387	Syad.g_02792	Prai.g_00099
OG0000388	Syad.g_02796	Prai.g_00102
OG0000389	Syad.g_02800	Prai.g_00106
OG0000390	Syad.g_02818	Prai.g_00113
OG0000391	Syad.g_02823	Prai.g_00116
OG0000392	Syad.g_02833	Prai.g_00120
OG0000393	Syad.g_02837	Prai.g_00122
OG0000394	Syad.g_02838	Prai.g_00123
OG0000395	Syad.g_02839	Prai.g_00124
OG0000396	Syad.g_02843	Prai.g_00127
OG0000397	Syad.g_02845	Prai.g_00129
OG0000398	Syad.g_02850	Prai.g_00131
OG0000399	Syad.g_02851	Prai.g_00132
OG0000400	Syad.g_02852	Prai.g_00133
OG0000401	Syad.g_02853	Prai.g_00134
OG0000402	Syad.g_02855	Prai.g_00136
OG0000403	Syad.g_02856	Prai.g_00137
OG0000404	Syad.g_02858	Prai.g_00138
OG0000405	Syad.g_02874	Prai.g_00142
OG0000406	Syad.g_02878	Prai.g_00158
OG0000407	Syad.g_02879	Prai.g_00159
OG0000408	Syad.g_02883	Prai.g_00161
OG0000409	Syad.g_02885	Prai.g_00163
OG0000410	Syad.g_02886	Prai.g_00164
OG0000411	Syad.g_02887	Prai.g_00165
OG0000412	Syad.g_02888	Prai.g_00166
OG0000413	Syad.g_02890	Prai.g_00167
OG0000415	Syad.g_02891	Prai.g_00169
OG0000416	Syad.g_02892	Prai.g_00170
OG0000417	Syad.g_02893	Prai.g_00171
OG0000418	Syad.g_02898	Prai.g_00176
OG0000419	Syad.g_02900	Prai.g_00178
OG0000420	Syad.g_02902	Prai.g_00179
OG0000421	Syad.g_02907	Prai.g_00184
OG0000422	Syad.g_02908	Prai.g_00185
OG0000423	Syad.g_02909	Prai.g_00186
OG0000424	Syad.g_02910	Prai.g_00187
OG0000425	Syad.g_02911	Prai.g_00188
OG0000426	Syad.g_02912	Prai.g_00189
OG0000427	Syad.g_02913	Prai.g_00190
OG0000428	Syad.g_02916	Prai.g_00192
OG0000429	Syad.g_02918	Prai.g_00193
OG0000430	Syad.g_02920	Prai.g_00194
OG0000431	Syad.g_02923	Prai.g_00196
OG0000432	Syad.g_02930	Prai.g_00199
OG0000433	Syad.g_02933	Prai.g_00200
OG0000434	Syad.g_02934	Prai.g_00201
OG0000435	Syad.g_02936	Prai.g_00202
OG0000436	Syad.g_02942	Prai.g_00207
OG0000437	Syad.g_02943	Prai.g_00208
OG0000438	Syad.g_02944	Prai.g_00209
OG0000439	Syad.g_02946	Prai.g_00211
OG0000440	Syad.g_02947	Prai.g_00212
OG0000441	Syad.g_02951	Prai.g_00215
OG0000442	Syad.g_02952	Prai.g_00216
OG0000443	Syad.g_02953	Prai.g_00217
OG0000444	Syad.g_02964	Prai.g_00222
OG0000445	Syad.g_02965	Prai.g_00223
OG0000446	Syad.g_02967	Prai.g_00224
OG0000447	Syad.g_02970	Prai.g_00225
OG0000448	Syad.g_02971	Prai.g_00226
OG0000449	Syad.g_02972	Prai.g_00227
OG0000450	Syad.g_02978	Prai.g_00228
OG0000451	Syad.g_02979	Prai.g_00229
OG0000452	Syad.g_02983	Prai.g_00232
OG0000453	Syad.g_02984	Prai.g_00233
OG0000454	Syad.g_02985	Prai.g_00234
OG0000455	Syad.g_02986	Prai.g_00235
OG0000456	Syad.g_02987	Prai.g_00236
OG0000457	Syad.g_02989	Prai.g_00237
OG0000458	Syad.g_02998	Prai.g_00238
OG0000459	Syad.g_02999	Prai.g_00239
OG0000460	Syad.g_00815	Prai.g_00246
OG0000461	Syad.g_00579	Prai.g_00255
OG0000462	Syad.g_00576	Prai.g_00257
OG0000463	Syad.g_00575	Prai.g_00258
OG0000464	Syad.g_00574	Prai.g_00259
OG0000465	Syad.g_00573	Prai.g_00260
OG0000466	Syad.g_00568	Prai.g_00263
OG0000467	Syad.g_00566	Prai.g_00264
OG0000468	Syad.g_00561	Prai.g_00266
OG0000469	Syad.g_00545	Prai.g_00275
OG0000470	Syad.g_00542	Prai.g_00277
OG0000471	Syad.g_00541	Prai.g_00278
OG0000472	Syad.g_00539	Prai.g_00279
OG0000473	Syad.g_00537	Prai.g_00281
OG0000474	Syad.g_00536	Prai.g_00282
OG0000475	Syad.g_00535	Prai.g_00283
OG0000476	Syad.g_00533	Prai.g_00284
OG0000477	Syad.g_00528	Prai.g_00288
OG0000478	Syad.g_00527	Prai.g_00289
OG0000479	Syad.g_00526	Prai.g_00290
OG0000480	Syad.g_00520	Prai.g_00295
OG0000481	Syad.g_00518	Prai.g_00297
OG0000482	Syad.g_00517	Prai.g_00298
OG0000483	Syad.g_00513	Prai.g_00301
OG0000484	Syad.g_00512	Prai.g_00302
OG0000485	Syad.g_00511	Prai.g_00303
OG0000486	Syad.g_00510	Prai.g_00304
OG0000487	Syad.g_00503	Prai.g_00308
OG0000488	Syad.g_00499	Prai.g_00311
OG0000489	Syad.g_00487	Prai.g_00316
OG0000490	Syad.g_00475	Prai.g_00321
OG0000491	Syad.g_00474	Prai.g_00322
OG0000492	Syad.g_00472	Prai.g_00324
OG0000493	Syad.g_00471	Prai.g_00325
OG0000494	Syad.g_00470	Prai.g_00326
OG0000495	Syad.g_00469	Prai.g_00327
OG0000496	Syad.g_00468	Prai.g_00328
OG0000497	Syad.g_00467	Prai.g_00329
OG0000498	Syad.g_00466	Prai.g_00330
OG0000499	Syad.g_00465	Prai.g_00331
OG0000500	Syad.g_00464	Prai.g_00332
OG0000501	Syad.g_00461	Prai.g_00334
OG0000502	Syad.g_00449	Prai.g_00337
OG0000503	Syad.g_00761	Prai.g_00347
OG0000504	Syad.g_00763	Prai.g_00348
OG0000505	Syad.g_00764	Prai.g_00349
OG0000506	Syad.g_00766	Prai.g_00351
OG0000507	Syad.g_00772	Prai.g_00354
OG0000508	Syad.g_00776	Prai.g_00357
OG0000509	Syad.g_00778	Prai.g_00359
OG0000510	Syad.g_00779	Prai.g_00360
OG0000511	Syad.g_00780	Prai.g_00361
OG0000512	Syad.g_00782	Prai.g_00363
OG0000513	Syad.g_00789	Prai.g_00370
OG0000514	Syad.g_00795	Prai.g_00462
OG0000515	Syad.g_00796	Prai.g_00463
OG0000516	Syad.g_02456	Prai.g_00464
OG0000517	Syad.g_02451	Prai.g_00466
OG0000518	Syad.g_02439	Prai.g_00477
OG0000519	Syad.g_02438	Prai.g_00478
OG0000520	Syad.g_02437	Prai.g_00479
OG0000521	Syad.g_01108	Prai.g_00484
OG0000522	Syad.g_01109	Prai.g_00486
OG0000523	Syad.g_01110	Prai.g_00487
OG0000524	Syad.g_02386	Prai.g_00492
OG0000525	Syad.g_02363	Prai.g_00495
OG0000526	Syad.g_02360	Prai.g_00496
OG0000527	Syad.g_02355	Prai.g_00503
OG0000528	Syad.g_00897	Prai.g_00508
OG0000529	Syad.g_00905	Prai.g_00511
OG0000530	Syad.g_00908	Prai.g_00514
OG0000531	Syad.g_00909	Prai.g_00515
OG0000532	Syad.g_00912	Prai.g_00517
OG0000533	Syad.g_00913	Prai.g_00518
OG0000534	Syad.g_00914	Prai.g_00519
OG0000535	Syad.g_00915	Prai.g_00520
OG0000536	Syad.g_00916	Prai.g_00521
OG0000537	Syad.g_00917	Prai.g_00522
OG0000538	Syad.g_00929	Prai.g_00530
OG0000539	Syad.g_00930	Prai.g_00531
OG0000540	Syad.g_00931	Prai.g_00532
OG0000541	Syad.g_00932	Prai.g_00533
OG0000542	Syad.g_00935	Prai.g_00535
OG0000543	Syad.g_00937	Prai.g_00537
OG0000544	Syad.g_00938	Prai.g_00538
OG0000545	Syad.g_00940	Prai.g_00540
OG0000546	Syad.g_00942	Prai.g_00543
OG0000547	Syad.g_00944	Prai.g_00544
OG0000548	Syad.g_00945	Prai.g_00545
OG0000549	Syad.g_00952	Prai.g_00547
OG0000550	Syad.g_00956	Prai.g_00552
OG0000551	Syad.g_00960	Prai.g_00555
OG0000552	Syad.g_00961	Prai.g_00556
OG0000553	Syad.g_00965	Prai.g_00557
OG0000554	Syad.g_00978	Prai.g_00562
OG0000555	Syad.g_00999	Prai.g_00570
OG0000556	Syad.g_01003	Prai.g_00572
OG0000557	Syad.g_01011	Prai.g_00573
OG0000558	Syad.g_01013	Prai.g_00575
OG0000559	Syad.g_01016	Prai.g_00579
OG0000560	Syad.g_01019	Prai.g_00582
OG0000561	Syad.g_01020	Prai.g_00583
OG0000562	Syad.g_01021	Prai.g_00584
OG0000563	Syad.g_01022	Prai.g_00585
OG0000564	Syad.g_01023	Prai.g_00586
OG0000565	Syad.g_01027	Prai.g_00589
OG0000566	Syad.g_01031	Prai.g_00592
OG0000567	Syad.g_01035	Prai.g_00596
OG0000568	Syad.g_01040	Prai.g_00597
OG0000569	Syad.g_01041	Prai.g_00598
OG0000570	Syad.g_01042	Prai.g_00599
OG0000571	Syad.g_01046	Prai.g_00601
OG0000572	Syad.g_01064	Prai.g_00614
OG0000573	Syad.g_01072	Prai.g_00620
OG0000574	Syad.g_01077	Prai.g_00621
OG0000575	Syad.g_01083	Prai.g_00625
OG0000576	Syad.g_01085	Prai.g_00627
OG0000577	Syad.g_01086	Prai.g_00628
OG0000578	Syad.g_01087	Prai.g_00629
OG0000579	Syad.g_01088	Prai.g_00630
OG0000580	Syad.g_01089	Prai.g_00631
OG0000581	Syad.g_01097	Prai.g_00633
OG0000582	Syad.g_02206	Prai.g_00636
OG0000583	Syad.g_02205	Prai.g_00637
OG0000584	Syad.g_02204	Prai.g_00638
OG0000585	Syad.g_02202	Prai.g_00640
OG0000586	Syad.g_02201	Prai.g_00641
OG0000587	Syad.g_02199	Prai.g_00642
OG0000588	Syad.g_02183	Prai.g_00646
