Orthogroup	Syad	Prag
OG0000210	Syad.g_02982	Prag.g_00213
OG0000212	Syad.g_00825	Prag.g_00233
OG0000213	Syad.g_00556	Prag.g_00249
OG0000214	Syad.g_00538	Prag.g_00258
OG0000215	Syad.g_00508	Prag.g_00283
OG0000216	Syad.g_00504, Syad.g_00285	Prag.g_00285
OG0000217	Syad.g_00500	Prag.g_00288
OG0000218	Syad.g_00498	Prag.g_00290
OG0000219	Syad.g_00497	Prag.g_00291
OG0000220	Syad.g_00496	Prag.g_00292
OG0000221	Syad.g_00488	Prag.g_00293
OG0000222	Syad.g_00473	Prag.g_00301
OG0000223	Syad.g_00451	Prag.g_00314
OG0000224	Syad.g_00444	Prag.g_00316
OG0000225	Syad.g_00777	Prag.g_00340
OG0000226	Syad.g_00781	Prag.g_00344
OG0000227	Syad.g_00783	Prag.g_00346
OG0000228	Syad.g_00784	Prag.g_00349
OG0000229	Syad.g_02450	Prag.g_00415
OG0000230	Syad.g_02448	Prag.g_00417
OG0000231	Syad.g_02436	Prag.g_00428
OG0000232	Syad.g_02392	Prag.g_00437
OG0000233	Syad.g_02382	Prag.g_00442
OG0000234	Syad.g_02351	Prag.g_00455
OG0000235	Syad.g_00903	Prag.g_00458
OG0000236	Syad.g_00918	Prag.g_00472
OG0000237	Syad.g_00936	Prag.g_00485
OG0000238	Syad.g_00941	Prag.g_00491
OG0000239	Syad.g_00957	Prag.g_00504
OG0000240	Syad.g_00958	Prag.g_00505
OG0000241	Syad.g_02160	Prag.g_00509
OG0000242	Syad.g_00975	Prag.g_00511
OG0000243	Syad.g_01000	Prag.g_00522
OG0000244	Syad.g_01012	Prag.g_00525
OG0000245	Syad.g_01014	Prag.g_00527
OG0000246	Syad.g_01017	Prag.g_00531
OG0000247	Syad.g_01029	Prag.g_00541
OG0000248	Syad.g_01032	Prag.g_00543
OG0000249	Syad.g_01034	Prag.g_00545
OG0000250	Syad.g_01044	Prag.g_00550
OG0000251	Syad.g_01071	Prag.g_00569
OG0000252	Syad.g_01078	Prag.g_00572
OG0000253	Syad.g_01081	Prag.g_00573
OG0000254	Syad.g_02203	Prag.g_00589
OG0000255	Syad.g_02185	Prag.g_00595
OG0000256	Syad.g_02167	Prag.g_00605
OG0000257	Syad.g_02161	Prag.g_00608
OG0000258	Syad.g_02143	Prag.g_00621
OG0000259	Syad.g_01576	Prag.g_00638
OG0000260	Syad.g_01587	Prag.g_00641
OG0000261	Syad.g_01590	Prag.g_00643
OG0000262	Syad.g_01595	Prag.g_00647
OG0000263	Syad.g_01475	Prag.g_00659
OG0000264	Syad.g_01360	Prag.g_00669
OG0000265	Syad.g_01383	Prag.g_00692
OG0000266	Syad.g_01804	Prag.g_00702
OG0000267	Syad.g_01645	Prag.g_00713
OG0000268	Syad.g_01646	Prag.g_00714
OG0000269	Syad.g_01894	Prag.g_00801
OG0000270	Syad.g_01891	Prag.g_00804
OG0000271	Syad.g_01883	Prag.g_00812
OG0000272	Syad.g_01882	Prag.g_00813
OG0000273	Syad.g_01247	Prag.g_00835
OG0000274	Syad.g_01246	Prag.g_00836
OG0000275	Syad.g_01242	Prag.g_00838
OG0000276	Syad.g_01229	Prag.g_00843
OG0000277	Syad.g_01228	Prag.g_00844
OG0000278	Syad.g_01225	Prag.g_00847
OG0000279	Syad.g_01208	Prag.g_00854
OG0000280	Syad.g_01198	Prag.g_00855
OG0000281	Syad.g_00624	Prag.g_00860
OG0000282	Syad.g_01619	Prag.g_00908
OG0000283	Syad.g_01661	Prag.g_00941
OG0000284	Syad.g_01787	Prag.g_00946
OG0000285	Syad.g_01776	Prag.g_00951
OG0000286	Syad.g_01758	Prag.g_00963
OG0000288	Syad.g_01687	Prag.g_01009
OG0000289	Syad.g_01672	Prag.g_01020
OG0000290	Syad.g_01287	Prag.g_01033
OG0000291	Syad.g_01289	Prag.g_01035
OG0000292	Syad.g_00155	Prag.g_01085
OG0000293	Syad.g_01124	Prag.g_01144
OG0000294	Syad.g_01125	Prag.g_01145
OG0000295	Syad.g_01181	Prag.g_01165
OG0000296	Syad.g_01183	Prag.g_01167
OG0000297	Syad.g_01512	Prag.g_01175
OG0000298	Syad.g_01511	Prag.g_01176
OG0000299	Syad.g_01462	Prag.g_01193
OG0000300	Syad.g_01455	Prag.g_01196
OG0000301	Syad.g_01454	Prag.g_01197
OG0000302	Syad.g_01453	Prag.g_01199
OG0000303	Syad.g_01442	Prag.g_01206
OG0000304	Syad.g_01436	Prag.g_01210
OG0000305	Syad.g_01292	Prag.g_01381
OG0000306	Syad.g_01989	Prag.g_01384
OG0000307	Syad.g_00883	Prag.g_01398
OG0000308	Syad.g_00881	Prag.g_01399
OG0000309	Syad.g_00876	Prag.g_01403
OG0000310	Syad.g_02250	Prag.g_01473
OG0000311	Syad.g_02254	Prag.g_01475
OG0000312	Syad.g_02265	Prag.g_01478
OG0000313	Syad.g_02284	Prag.g_01494
OG0000314	Syad.g_02313	Prag.g_01516
OG0000315	Syad.g_02323	Prag.g_01527
OG0000316	Syad.g_02564	Prag.g_01547
OG0000317	Syad.g_02620	Prag.g_01667
OG0000318	Syad.g_02624	Prag.g_01670
OG0000319	Syad.g_02642	Prag.g_01683
OG0000320	Syad.g_02644	Prag.g_01685
OG0000321	Syad.g_02645	Prag.g_01686
OG0000322	Syad.g_02646	Prag.g_01687
OG0000323	Syad.g_02661	Prag.g_01696
OG0000324	Syad.g_02505	Prag.g_01723
OG0000325	Syad.g_00591	Prag.g_01733
OG0000326	Syad.g_00598	Prag.g_01739
OG0000327	Syad.g_00649	Prag.g_01763
OG0000328	Syad.g_00650	Prag.g_01764
OG0000329	Syad.g_00668	Prag.g_01781
OG0000330	Syad.g_00669	Prag.g_01782
OG0000331	Syad.g_00670	Prag.g_01783
OG0000332	Syad.g_00685	Prag.g_01797
OG0000333	Syad.g_00688	Prag.g_01799
OG0000334	Syad.g_00697	Prag.g_01807
OG0000335	Syad.g_00702	Prag.g_01812
OG0000336	Syad.g_00706	Prag.g_01816
OG0000337	Syad.g_00425, Syad.g_00427	Prag.g_01832
OG0000338	Syad.g_00421	Prag.g_01833
OG0000339	Syad.g_00414	Prag.g_01837
OG0000340	Syad.g_00370	Prag.g_01845
OG0000341	Syad.g_00368	Prag.g_01847
OG0000342	Syad.g_00367	Prag.g_01848
OG0000343	Syad.g_00366	Prag.g_01849
OG0000344	Syad.g_00362	Prag.g_01852
OG0000345	Syad.g_00352	Prag.g_01857
OG0000346	Syad.g_00347	Prag.g_01862
OG0000347	Syad.g_00318	Prag.g_01878
OG0000348	Syad.g_00233	Prag.g_01887
OG0000349	Syad.g_00213	Prag.g_01904
OG0000350	Syad.g_00605	Prag.g_01923
OG0000351	Syad.g_00134	Prag.g_01940
OG0000352	Syad.g_00135	Prag.g_01941
OG0000353	Syad.g_00161	Prag.g_01956
OG0000354	Syad.g_00181	Prag.g_01282
OG0000355	Syad.g_00163	Prag.g_00001
OG0000356	Syad.g_00164	Prag.g_00002
OG0000357	Syad.g_00165	Prag.g_00003
OG0000358	Syad.g_00169	Prag.g_00007
OG0000359	Syad.g_00171	Prag.g_00008
OG0000360	Syad.g_00172	Prag.g_00009
OG0000361	Syad.g_00173	Prag.g_00010
OG0000362	Syad.g_00175	Prag.g_00012
OG0000363	Syad.g_00177	Prag.g_00014
OG0000364	Syad.g_00178	Prag.g_00015
OG0000365	Syad.g_00187	Prag.g_00020
OG0000366	Syad.g_00188	Prag.g_00021
OG0000367	Syad.g_00189	Prag.g_00022
OG0000368	Syad.g_00191	Prag.g_00024
OG0000369	Syad.g_00192	Prag.g_00025
OG0000370	Syad.g_00193	Prag.g_00026
OG0000371	Syad.g_00201	Prag.g_00032
OG0000372	Syad.g_00206	Prag.g_00035
OG0000373	Syad.g_00207	Prag.g_00036
OG0000374	Syad.g_00208	Prag.g_00037
OG0000375	Syad.g_00209	Prag.g_00040
OG0000376	Syad.g_00211	Prag.g_00042
OG0000377	Syad.g_03027	Prag.g_00045
OG0000378	Syad.g_03012	Prag.g_00047
OG0000379	Syad.g_03005	Prag.g_00050
OG0000380	Syad.g_02725	Prag.g_00060
OG0000381	Syad.g_02729	Prag.g_00064
OG0000382	Syad.g_02758	Prag.g_00075
OG0000383	Syad.g_02761	Prag.g_00077
OG0000384	Syad.g_02762	Prag.g_00078
OG0000385	Syad.g_02763	Prag.g_00079
OG0000386	Syad.g_02764	Prag.g_00080
OG0000387	Syad.g_02792	Prag.g_00092
OG0000388	Syad.g_02796	Prag.g_00095
OG0000389	Syad.g_02800	Prag.g_00099
OG0000390	Syad.g_02818	Prag.g_00106
OG0000391	Syad.g_02823	Prag.g_00109
OG0000392	Syad.g_02833	Prag.g_00113
OG0000393	Syad.g_02837	Prag.g_00115
OG0000394	Syad.g_02838	Prag.g_00116
OG0000395	Syad.g_02839	Prag.g_00117
OG0000396	Syad.g_02843	Prag.g_00120
OG0000397	Syad.g_02845	Prag.g_00122
OG0000398	Syad.g_02850	Prag.g_00124
OG0000399	Syad.g_02851	Prag.g_00125
OG0000400	Syad.g_02852	Prag.g_00126
OG0000401	Syad.g_02853	Prag.g_00127
OG0000402	Syad.g_02855	Prag.g_00129
OG0000403	Syad.g_02856	Prag.g_00130
OG0000404	Syad.g_02858	Prag.g_00131
OG0000405	Syad.g_02874	Prag.g_00135
OG0000406	Syad.g_02878	Prag.g_00140
OG0000407	Syad.g_02879	Prag.g_00141
OG0000408	Syad.g_02883	Prag.g_00143
OG0000409	Syad.g_02885	Prag.g_00145
OG0000410	Syad.g_02886	Prag.g_00146
OG0000411	Syad.g_02887	Prag.g_00147
OG0000412	Syad.g_02888	Prag.g_00148
OG0000413	Syad.g_02890	Prag.g_00149
OG0000415	Syad.g_02891	Prag.g_00151
OG0000416	Syad.g_02892	Prag.g_00152
OG0000417	Syad.g_02893	Prag.g_00153
OG0000418	Syad.g_02898	Prag.g_00158
OG0000419	Syad.g_02900	Prag.g_00160
OG0000420	Syad.g_02902	Prag.g_00161
OG0000421	Syad.g_02907	Prag.g_00166
OG0000422	Syad.g_02908	Prag.g_00167
OG0000423	Syad.g_02909	Prag.g_00168
OG0000424	Syad.g_02910	Prag.g_00169
OG0000425	Syad.g_02911	Prag.g_00170
OG0000426	Syad.g_02912	Prag.g_00171
OG0000427	Syad.g_02913	Prag.g_00172
OG0000428	Syad.g_02916	Prag.g_00174
OG0000429	Syad.g_02918	Prag.g_00175
OG0000430	Syad.g_02920	Prag.g_00176
OG0000431	Syad.g_02923	Prag.g_00178
OG0000432	Syad.g_02930	Prag.g_00181
OG0000433	Syad.g_02933	Prag.g_00182
OG0000434	Syad.g_02934	Prag.g_00183
OG0000435	Syad.g_02936	Prag.g_00184
OG0000436	Syad.g_02942	Prag.g_00189
OG0000437	Syad.g_02943	Prag.g_00190
OG0000438	Syad.g_02944	Prag.g_00191
OG0000439	Syad.g_02946	Prag.g_00193
OG0000440	Syad.g_02947	Prag.g_00194
OG0000441	Syad.g_02951	Prag.g_00197
OG0000442	Syad.g_02952	Prag.g_00198
OG0000443	Syad.g_02953	Prag.g_00199
OG0000444	Syad.g_02964	Prag.g_00204
OG0000445	Syad.g_02965	Prag.g_00205
OG0000446	Syad.g_02967	Prag.g_00206
OG0000447	Syad.g_02970	Prag.g_00207
OG0000448	Syad.g_02971	Prag.g_00208
OG0000449	Syad.g_02972	Prag.g_00209
OG0000450	Syad.g_02978	Prag.g_00210
OG0000451	Syad.g_02979	Prag.g_00211
OG0000452	Syad.g_02983	Prag.g_00214
OG0000453	Syad.g_02984	Prag.g_00215
OG0000454	Syad.g_02985	Prag.g_00216
OG0000455	Syad.g_02986	Prag.g_00217
OG0000456	Syad.g_02987	Prag.g_00218
OG0000457	Syad.g_02989	Prag.g_00219
OG0000458	Syad.g_02998	Prag.g_00220
OG0000459	Syad.g_02999	Prag.g_00221
OG0000460	Syad.g_00815	Prag.g_00228
OG0000461	Syad.g_00579	Prag.g_00235
OG0000462	Syad.g_00576	Prag.g_00237
OG0000463	Syad.g_00575	Prag.g_00238
OG0000464	Syad.g_00574	Prag.g_00239
OG0000465	Syad.g_00573	Prag.g_00240
OG0000466	Syad.g_00568	Prag.g_00243
OG0000467	Syad.g_00566	Prag.g_00244
OG0000468	Syad.g_00561	Prag.g_00245
OG0000469	Syad.g_00545	Prag.g_00253
OG0000470	Syad.g_00542	Prag.g_00255
OG0000471	Syad.g_00541	Prag.g_00256
OG0000472	Syad.g_00539	Prag.g_00257
OG0000473	Syad.g_00537	Prag.g_00259
OG0000474	Syad.g_00536	Prag.g_00260
OG0000475	Syad.g_00535	Prag.g_00261
OG0000476	Syad.g_00533	Prag.g_00262
OG0000477	Syad.g_00528	Prag.g_00266
OG0000478	Syad.g_00527	Prag.g_00267
OG0000479	Syad.g_00526	Prag.g_00268
OG0000480	Syad.g_00520	Prag.g_00273
OG0000481	Syad.g_00518	Prag.g_00275
OG0000482	Syad.g_00517	Prag.g_00276
OG0000483	Syad.g_00513	Prag.g_00279
OG0000484	Syad.g_00512	Prag.g_00280
OG0000485	Syad.g_00511	Prag.g_00281
OG0000486	Syad.g_00510	Prag.g_00282
OG0000487	Syad.g_00503	Prag.g_00286
OG0000488	Syad.g_00499	Prag.g_00289
OG0000489	Syad.g_00487	Prag.g_00294
OG0000490	Syad.g_00475	Prag.g_00299
OG0000491	Syad.g_00474	Prag.g_00300
OG0000492	Syad.g_00472	Prag.g_00302
OG0000493	Syad.g_00471	Prag.g_00303
OG0000494	Syad.g_00470	Prag.g_00304
OG0000495	Syad.g_00469	Prag.g_00305
OG0000496	Syad.g_00468	Prag.g_00306
OG0000497	Syad.g_00467	Prag.g_00307
OG0000498	Syad.g_00466	Prag.g_00308
OG0000499	Syad.g_00465	Prag.g_00309
OG0000500	Syad.g_00464	Prag.g_00310
OG0000501	Syad.g_00461	Prag.g_00312
OG0000502	Syad.g_00449	Prag.g_00315
OG0000503	Syad.g_00761	Prag.g_00329
OG0000504	Syad.g_00763	Prag.g_00330
OG0000505	Syad.g_00764	Prag.g_00331
OG0000506	Syad.g_00766	Prag.g_00333
OG0000507	Syad.g_00772	Prag.g_00336
OG0000508	Syad.g_00776	Prag.g_00339
OG0000509	Syad.g_00778	Prag.g_00341
OG0000510	Syad.g_00779	Prag.g_00342
OG0000511	Syad.g_00780	Prag.g_00343
OG0000512	Syad.g_00782	Prag.g_00345
OG0000513	Syad.g_00789	Prag.g_00352
OG0000514	Syad.g_00795	Prag.g_00410
OG0000515	Syad.g_00796	Prag.g_00411
OG0000516	Syad.g_02456	Prag.g_00412
OG0000517	Syad.g_02451	Prag.g_00414
OG0000518	Syad.g_02439	Prag.g_00425
OG0000519	Syad.g_02438	Prag.g_00426
OG0000520	Syad.g_02437	Prag.g_00427
OG0000521	Syad.g_01108	Prag.g_00432
OG0000522	Syad.g_01109	Prag.g_00434
OG0000523	Syad.g_01110	Prag.g_00435
OG0000524	Syad.g_02386	Prag.g_00440
OG0000525	Syad.g_02363	Prag.g_00443
OG0000526	Syad.g_02360	Prag.g_00444
OG0000527	Syad.g_02355	Prag.g_00452
OG0000528	Syad.g_00897	Prag.g_00457
OG0000529	Syad.g_00905	Prag.g_00460
OG0000530	Syad.g_00908	Prag.g_00463
OG0000531	Syad.g_00909	Prag.g_00464
OG0000532	Syad.g_00912	Prag.g_00466
OG0000533	Syad.g_00913	Prag.g_00467
OG0000534	Syad.g_00914	Prag.g_00468
OG0000535	Syad.g_00915	Prag.g_00469
OG0000536	Syad.g_00916	Prag.g_00470
OG0000537	Syad.g_00917	Prag.g_00471
OG0000538	Syad.g_00929	Prag.g_00479
OG0000539	Syad.g_00930	Prag.g_00480
OG0000540	Syad.g_00931	Prag.g_00481
OG0000541	Syad.g_00932	Prag.g_00482
OG0000542	Syad.g_00935	Prag.g_00484
OG0000543	Syad.g_00937	Prag.g_00486
OG0000544	Syad.g_00938	Prag.g_00487
OG0000545	Syad.g_00940	Prag.g_00489
OG0000546	Syad.g_00942	Prag.g_00492
OG0000547	Syad.g_00944	Prag.g_00494
OG0000548	Syad.g_00945	Prag.g_00495
OG0000549	Syad.g_00952	Prag.g_00497
OG0000550	Syad.g_00956	Prag.g_00502
OG0000551	Syad.g_00960	Prag.g_00506
OG0000552	Syad.g_00961	Prag.g_00507
OG0000553	Syad.g_00965	Prag.g_00508
OG0000554	Syad.g_00978	Prag.g_00513
OG0000555	Syad.g_00999	Prag.g_00521
OG0000556	Syad.g_01003	Prag.g_00523
OG0000557	Syad.g_01011	Prag.g_00524
OG0000558	Syad.g_01013	Prag.g_00526
OG0000559	Syad.g_01016	Prag.g_00530
OG0000560	Syad.g_01019	Prag.g_00533
OG0000561	Syad.g_01020	Prag.g_00534
OG0000562	Syad.g_01021	Prag.g_00535
OG0000563	Syad.g_01022	Prag.g_00536
OG0000564	Syad.g_01023	Prag.g_00537
OG0000565	Syad.g_01027	Prag.g_00540
OG0000566	Syad.g_01031	Prag.g_00542
OG0000567	Syad.g_01035	Prag.g_00546
OG0000568	Syad.g_01040	Prag.g_00547
OG0000569	Syad.g_01041	Prag.g_00548
OG0000570	Syad.g_01042	Prag.g_00549
OG0000571	Syad.g_01046	Prag.g_00551
OG0000572	Syad.g_01064	Prag.g_00564
OG0000573	Syad.g_01072	Prag.g_00570
OG0000574	Syad.g_01077	Prag.g_00571
OG0000575	Syad.g_01083	Prag.g_00575
OG0000576	Syad.g_01085	Prag.g_00577
OG0000577	Syad.g_01086	Prag.g_00578
OG0000578	Syad.g_01087	Prag.g_00579
OG0000579	Syad.g_01088	Prag.g_00580
OG0000580	Syad.g_01089	Prag.g_00581
OG0000581	Syad.g_01097	Prag.g_00583
OG0000582	Syad.g_02206	Prag.g_00586
OG0000583	Syad.g_02205	Prag.g_00587
OG0000584	Syad.g_02204	Prag.g_00588
OG0000585	Syad.g_02202	Prag.g_00590
OG0000586	Syad.g_02201	Prag.g_00591
OG0000587	Syad.g_02199	Prag.g_00592
OG0000588	Syad.g_02183	Prag.g_00596
