Orthogroup	Syad	Prab
OG0000084	Syad.g_02272	Prab.g_01462
OG0000085	Syad.g_02612	Prab.g_01662
OG0000086	Syad.g_02770	Prab.g_00080
OG0000087	Syad.g_02860	Prab.g_00129
OG0000088	Syad.g_02899	Prab.g_00157
OG0000089	Syad.g_00785, Syad.g_02829	Prab.g_00343
OG0000090	Syad.g_00977	Prab.g_00537
OG0000091	Syad.g_02144	Prab.g_00647
OG0000092	Syad.g_01190	Prab.g_01063
OG0000094	Syad.g_01676	Prab.g_00948
OG0000097	Syad.g_01458	Prab.g_01260
OG0000098	Syad.g_00625	Prab.g_01346
OG0000099	Syad.g_00460	Prab.g_01394
OG0000100	Syad.g_01846	Prab.g_01540
OG0000101	Syad.g_00694	Prab.g_01802
OG0000102	Syad.g_00343	Prab.g_01862
OG0000103	Syad.g_00143	Prab.g_01942
OG0000104	Syad.g_00158	Prab.g_01951
OG0000105	Syad.g_00530	Prab.g_00262
OG0000106	Syad.g_01993	Prab.g_00359
OG0000107	Syad.g_00590	Prab.g_00375
OG0000108	Syad.g_00904	Prab.g_00484
OG0000109	Syad.g_00919	Prab.g_00498
OG0000110	Syad.g_01048	Prab.g_00579
OG0000111	Syad.g_01300	Prab.g_00704
OG0000112	Syad.g_01766	Prab.g_00804
OG0000113	Syad.g_01851	Prab.g_00862
OG0000114	Syad.g_01617	Prab.g_01068
OG0000115	Syad.g_02300	Prab.g_01156
OG0000116	Syad.g_01123	Prab.g_01209
OG0000117	Syad.g_01510	Prab.g_00717
OG0000118	Syad.g_01104	Prab.g_01338
OG0000119	Syad.g_01168	Prab.g_01356
OG0000120	Syad.g_00459	Prab.g_01447
OG0000121	Syad.g_02280	Prab.g_01468
OG0000122	Syad.g_02122	Prab.g_01506
OG0000123	Syad.g_00701	Prab.g_01809
OG0000124	Syad.g_00320	Prab.g_01873
OG0000125	Syad.g_03040	Prab.g_01910
OG0000126	Syad.g_00156	Prab.g_01950
OG0000128	Syad.g_00174	Prab.g_00011
OG0000129	Syad.g_03028	Prab.g_00043
OG0000130	Syad.g_02728	Prab.g_00061
OG0000131	Syad.g_02876	Prab.g_00136
OG0000132	Syad.g_02897	Prab.g_00155
OG0000133	Syad.g_01761	Prab.g_00310
OG0000134	Syad.g_00788	Prab.g_00344
OG0000135	Syad.g_00063	Prab.g_00371
OG0000136	Syad.g_02445	Prab.g_00444
OG0000137	Syad.g_02353	Prab.g_00479
OG0000138	Syad.g_00920	Prab.g_00499
OG0000139	Syad.g_00983	Prab.g_00541
OG0000140	Syad.g_00987	Prab.g_00542
OG0000141	Syad.g_02208	Prab.g_00611
OG0000142	Syad.g_02152	Prab.g_00640
OG0000143	Syad.g_02148	Prab.g_00644
OG0000144	Syad.g_02024	Prab.g_00657
OG0000145	Syad.g_00927	Prab.g_00783
OG0000146	Syad.g_01767	Prab.g_00805
OG0000147	Syad.g_01768	Prab.g_00806
OG0000148	Syad.g_01861	Prab.g_00856
OG0000149	Syad.g_01221	Prab.g_00886
OG0000150	Syad.g_02207, Syad.g_00989	Prab.g_00894
OG0000151	Syad.g_01956	Prab.g_01058
OG0000152	Syad.g_01757	Prab.g_01010
OG0000153	Syad.g_01713	Prab.g_00991
OG0000154	Syad.g_01686	Prab.g_00955
OG0000155	Syad.g_01189	Prab.g_01239
OG0000156	Syad.g_01116	Prab.g_01315
OG0000157	Syad.g_01115	Prab.g_01316
OG0000158	Syad.g_00374	Prab.g_01379
OG0000160	Syad.g_02279	Prab.g_01467
OG0000161	Syad.g_02287	Prab.g_01473
OG0000162	Syad.g_02293	Prab.g_01479
OG0000163	Syad.g_02542	Prab.g_01513
OG0000164	Syad.g_02659	Prab.g_01693
OG0000165	Syad.g_02476	Prab.g_01700
OG0000166	Syad.g_00654	Prab.g_01766
OG0000167	Syad.g_00419	Prab.g_01832
OG0000168	Syad.g_00371	Prab.g_01841
OG0000169	Syad.g_00360	Prab.g_01851
OG0000170	Syad.g_00353	Prab.g_01853
OG0000171	Syad.g_00321	Prab.g_01872
OG0000172	Syad.g_00244	Prab.g_01881
OG0000173	Syad.g_00220	Prab.g_01896
OG0000174	Syad.g_00065	Prab.g_01924
OG0000175	Syad.g_00129	Prab.g_01934
OG0000176	Syad.g_00166	Prab.g_00004
OG0000177	Syad.g_00167	Prab.g_00005
OG0000178	Syad.g_00168	Prab.g_00006
OG0000179	Syad.g_00183	Prab.g_00016
OG0000180	Syad.g_00184	Prab.g_00017
OG0000181	Syad.g_00185	Prab.g_00018
OG0000182	Syad.g_00186	Prab.g_00019
OG0000183	Syad.g_00190	Prab.g_00023
OG0000184	Syad.g_03018	Prab.g_00045
OG0000185	Syad.g_03006	Prab.g_00048
OG0000186	Syad.g_02722	Prab.g_00056
OG0000187	Syad.g_02724	Prab.g_00057
OG0000188	Syad.g_02759	Prab.g_00074
OG0000189	Syad.g_02788	Prab.g_00087
OG0000190	Syad.g_02790	Prab.g_00088
OG0000191	Syad.g_02824	Prab.g_00108
OG0000192	Syad.g_02834	Prab.g_00112
OG0000193	Syad.g_02877	Prab.g_00137
OG0000194	Syad.g_02880	Prab.g_00140
OG0000195	Syad.g_02884	Prab.g_00142
OG0000196	Syad.g_02894	Prab.g_00152
OG0000197	Syad.g_02895	Prab.g_00153
OG0000198	Syad.g_02896	Prab.g_00154
OG0000199	Syad.g_02904	Prab.g_00161
OG0000200	Syad.g_02921	Prab.g_00175
OG0000201	Syad.g_02937	Prab.g_00183
OG0000202	Syad.g_02938	Prab.g_00184
OG0000203	Syad.g_02939	Prab.g_00185
OG0000204	Syad.g_02940	Prab.g_00186
OG0000205	Syad.g_02948	Prab.g_00193
OG0000206	Syad.g_02955	Prab.g_00198
OG0000207	Syad.g_02957	Prab.g_00200
OG0000208	Syad.g_02958	Prab.g_00201
OG0000209	Syad.g_02981	Prab.g_00210
OG0000210	Syad.g_02982	Prab.g_00211
OG0000212	Syad.g_00825	Prab.g_00230
OG0000213	Syad.g_00556	Prab.g_00247
OG0000214	Syad.g_00538	Prab.g_00256
OG0000215	Syad.g_00508	Prab.g_00280
OG0000216	Syad.g_00504, Syad.g_00285	Prab.g_00282
OG0000217	Syad.g_00500	Prab.g_00285
OG0000218	Syad.g_00498	Prab.g_00287
OG0000219	Syad.g_00497	Prab.g_00288
OG0000220	Syad.g_00496	Prab.g_00289
OG0000221	Syad.g_00488	Prab.g_00290
OG0000222	Syad.g_00473	Prab.g_00298
OG0000223	Syad.g_00451	Prab.g_00311
OG0000224	Syad.g_00444	Prab.g_00313
OG0000225	Syad.g_00777	Prab.g_00333
OG0000226	Syad.g_00781	Prab.g_00337
OG0000227	Syad.g_00783	Prab.g_00339
OG0000228	Syad.g_00784	Prab.g_00342
OG0000229	Syad.g_02450	Prab.g_00439
OG0000230	Syad.g_02448	Prab.g_00441
OG0000231	Syad.g_02436	Prab.g_00455
OG0000232	Syad.g_02392	Prab.g_00463
OG0000233	Syad.g_02382	Prab.g_00468
OG0000234	Syad.g_02351	Prab.g_00480
OG0000235	Syad.g_00903	Prab.g_00483
OG0000236	Syad.g_00918	Prab.g_00497
OG0000237	Syad.g_00936	Prab.g_00510
OG0000238	Syad.g_00941	Prab.g_00516
OG0000239	Syad.g_00957	Prab.g_00529
OG0000240	Syad.g_00958	Prab.g_00530
OG0000241	Syad.g_02160	Prab.g_00534
OG0000242	Syad.g_00975	Prab.g_00536
OG0000243	Syad.g_01000	Prab.g_00547
OG0000244	Syad.g_01012	Prab.g_00550
OG0000245	Syad.g_01014	Prab.g_00552
OG0000246	Syad.g_01017	Prab.g_00556
OG0000247	Syad.g_01029	Prab.g_00566
OG0000248	Syad.g_01032	Prab.g_00569
OG0000249	Syad.g_01034	Prab.g_00571
OG0000250	Syad.g_01044	Prab.g_00576
OG0000251	Syad.g_01071	Prab.g_00595
OG0000252	Syad.g_01078	Prab.g_00598
OG0000253	Syad.g_01081	Prab.g_00599
OG0000254	Syad.g_02203	Prab.g_00615
OG0000255	Syad.g_02185	Prab.g_00621
OG0000256	Syad.g_02167	Prab.g_00632
OG0000257	Syad.g_02161	Prab.g_00635
OG0000258	Syad.g_02143	Prab.g_00648
OG0000259	Syad.g_01576	Prab.g_00665
OG0000260	Syad.g_01587	Prab.g_00668
OG0000261	Syad.g_01590	Prab.g_00670
OG0000262	Syad.g_01595	Prab.g_00674
OG0000263	Syad.g_01475	Prab.g_00686
OG0000264	Syad.g_01360	Prab.g_00696
OG0000265	Syad.g_01383	Prab.g_00723
OG0000266	Syad.g_01804	Prab.g_00733
OG0000267	Syad.g_01645	Prab.g_00744
OG0000268	Syad.g_01646	Prab.g_00745
OG0000269	Syad.g_01894	Prab.g_00835
OG0000270	Syad.g_01891	Prab.g_00838
OG0000271	Syad.g_01883	Prab.g_00846
OG0000272	Syad.g_01882	Prab.g_00847
OG0000273	Syad.g_01247	Prab.g_00870
OG0000274	Syad.g_01246	Prab.g_00871
OG0000275	Syad.g_01242	Prab.g_00873
OG0000276	Syad.g_01229	Prab.g_00878
OG0000277	Syad.g_01228	Prab.g_00879
OG0000278	Syad.g_01225	Prab.g_00882
OG0000279	Syad.g_01208	Prab.g_00889
OG0000280	Syad.g_01198	Prab.g_00890
OG0000281	Syad.g_00624	Prab.g_00896
OG0000282	Syad.g_01619	Prab.g_01066
OG0000283	Syad.g_01661	Prab.g_01033
OG0000284	Syad.g_01787	Prab.g_01028
OG0000285	Syad.g_01776	Prab.g_01023
OG0000286	Syad.g_01758	Prab.g_01011
OG0000288	Syad.g_01687	Prab.g_00956
OG0000289	Syad.g_01672	Prab.g_00945
OG0000290	Syad.g_01287	Prab.g_00932
OG0000291	Syad.g_01289	Prab.g_00930
OG0000292	Syad.g_00155	Prab.g_01144
OG0000293	Syad.g_01124	Prab.g_01210
OG0000294	Syad.g_01125	Prab.g_01211
OG0000295	Syad.g_01181	Prab.g_01231
OG0000296	Syad.g_01183	Prab.g_01233
OG0000297	Syad.g_01512	Prab.g_01241
OG0000298	Syad.g_01511	Prab.g_01242
OG0000299	Syad.g_01462	Prab.g_01259
OG0000300	Syad.g_01455	Prab.g_01262
OG0000301	Syad.g_01454	Prab.g_01263
OG0000302	Syad.g_01453	Prab.g_01265
OG0000303	Syad.g_01442	Prab.g_01272
OG0000304	Syad.g_01436	Prab.g_01276
OG0000305	Syad.g_01292	Prab.g_01353
OG0000306	Syad.g_01989	Prab.g_01355
OG0000307	Syad.g_00883	Prab.g_01369
OG0000308	Syad.g_00881	Prab.g_01370
OG0000309	Syad.g_00876	Prab.g_01374
OG0000310	Syad.g_02250	Prab.g_01451
OG0000311	Syad.g_02254	Prab.g_01453
OG0000312	Syad.g_02265	Prab.g_01456
OG0000313	Syad.g_02284	Prab.g_01470
OG0000314	Syad.g_02313	Prab.g_01493
OG0000315	Syad.g_02323	Prab.g_01503
OG0000316	Syad.g_02564	Prab.g_01523
OG0000317	Syad.g_02620	Prab.g_01667
OG0000318	Syad.g_02624	Prab.g_01670
OG0000319	Syad.g_02642	Prab.g_01683
OG0000320	Syad.g_02644	Prab.g_01685
OG0000321	Syad.g_02645	Prab.g_01686
OG0000322	Syad.g_02646	Prab.g_01687
OG0000323	Syad.g_02661	Prab.g_01696
OG0000324	Syad.g_02505	Prab.g_01722
OG0000325	Syad.g_00591	Prab.g_01732
OG0000326	Syad.g_00598	Prab.g_01738
OG0000327	Syad.g_00649	Prab.g_01761
OG0000328	Syad.g_00650	Prab.g_01762
OG0000329	Syad.g_00668	Prab.g_01779
OG0000330	Syad.g_00669	Prab.g_01780
OG0000331	Syad.g_00670	Prab.g_01781
OG0000332	Syad.g_00685	Prab.g_01795
OG0000333	Syad.g_00688	Prab.g_01797
OG0000334	Syad.g_00697	Prab.g_01805
OG0000335	Syad.g_00702	Prab.g_01810
OG0000336	Syad.g_00706	Prab.g_01814
OG0000337	Syad.g_00425, Syad.g_00427	Prab.g_01830
OG0000338	Syad.g_00421	Prab.g_01831
OG0000339	Syad.g_00414	Prab.g_01835
OG0000340	Syad.g_00370	Prab.g_01842
OG0000341	Syad.g_00368	Prab.g_01844
OG0000342	Syad.g_00367	Prab.g_01845
OG0000343	Syad.g_00366	Prab.g_01846
OG0000344	Syad.g_00362	Prab.g_01849
OG0000345	Syad.g_00352	Prab.g_01854
OG0000346	Syad.g_00347	Prab.g_01858
OG0000347	Syad.g_00318	Prab.g_01874
OG0000348	Syad.g_00233	Prab.g_01884
OG0000349	Syad.g_00213	Prab.g_01901
OG0000350	Syad.g_00605	Prab.g_01920
OG0000351	Syad.g_00134	Prab.g_01937
OG0000352	Syad.g_00135	Prab.g_01938
OG0000353	Syad.g_00161	Prab.g_01954
OG0000355	Syad.g_00163	Prab.g_00001
OG0000356	Syad.g_00164	Prab.g_00002
OG0000357	Syad.g_00165	Prab.g_00003
OG0000358	Syad.g_00169	Prab.g_00007
OG0000359	Syad.g_00171	Prab.g_00008
OG0000360	Syad.g_00172	Prab.g_00009
OG0000361	Syad.g_00173	Prab.g_00010
OG0000362	Syad.g_00175	Prab.g_00012
OG0000363	Syad.g_00177	Prab.g_00014
OG0000364	Syad.g_00178	Prab.g_00015
OG0000365	Syad.g_00187	Prab.g_00020
OG0000366	Syad.g_00188	Prab.g_00021
OG0000367	Syad.g_00189	Prab.g_00022
OG0000368	Syad.g_00191	Prab.g_00024
OG0000369	Syad.g_00192	Prab.g_00025
OG0000370	Syad.g_00193	Prab.g_00026
OG0000371	Syad.g_00201	Prab.g_00032
OG0000372	Syad.g_00206	Prab.g_00035
OG0000373	Syad.g_00207	Prab.g_00036
OG0000374	Syad.g_00208	Prab.g_00037
OG0000375	Syad.g_00209	Prab.g_00039
OG0000376	Syad.g_00211	Prab.g_00041
OG0000377	Syad.g_03027	Prab.g_00044
OG0000378	Syad.g_03012	Prab.g_00046
OG0000379	Syad.g_03005	Prab.g_00049
OG0000380	Syad.g_02725	Prab.g_00058
OG0000381	Syad.g_02729	Prab.g_00062
OG0000382	Syad.g_02758	Prab.g_00073
OG0000383	Syad.g_02761	Prab.g_00075
OG0000384	Syad.g_02762	Prab.g_00076
OG0000385	Syad.g_02763	Prab.g_00077
OG0000386	Syad.g_02764	Prab.g_00078
OG0000387	Syad.g_02792	Prab.g_00090
OG0000388	Syad.g_02796	Prab.g_00093
OG0000389	Syad.g_02800	Prab.g_00097
OG0000390	Syad.g_02818	Prab.g_00104
OG0000391	Syad.g_02823	Prab.g_00107
OG0000392	Syad.g_02833	Prab.g_00111
OG0000393	Syad.g_02837	Prab.g_00113
OG0000394	Syad.g_02838	Prab.g_00114
OG0000395	Syad.g_02839	Prab.g_00115
OG0000396	Syad.g_02843	Prab.g_00117
OG0000397	Syad.g_02845	Prab.g_00119
OG0000398	Syad.g_02850	Prab.g_00121
OG0000399	Syad.g_02851	Prab.g_00122
OG0000400	Syad.g_02852	Prab.g_00123
OG0000401	Syad.g_02853	Prab.g_00124
OG0000402	Syad.g_02855	Prab.g_00126
OG0000403	Syad.g_02856	Prab.g_00127
OG0000404	Syad.g_02858	Prab.g_00128
OG0000405	Syad.g_02874	Prab.g_00132
OG0000406	Syad.g_02878	Prab.g_00138
OG0000407	Syad.g_02879	Prab.g_00139
OG0000408	Syad.g_02883	Prab.g_00141
OG0000409	Syad.g_02885	Prab.g_00143
OG0000410	Syad.g_02886	Prab.g_00144
OG0000411	Syad.g_02887	Prab.g_00145
OG0000412	Syad.g_02888	Prab.g_00146
OG0000413	Syad.g_02890	Prab.g_00147
OG0000415	Syad.g_02891	Prab.g_00149
OG0000416	Syad.g_02892	Prab.g_00150
OG0000417	Syad.g_02893	Prab.g_00151
OG0000418	Syad.g_02898	Prab.g_00156
OG0000419	Syad.g_02900	Prab.g_00158
OG0000420	Syad.g_02902	Prab.g_00159
OG0000421	Syad.g_02907	Prab.g_00164
OG0000422	Syad.g_02908	Prab.g_00165
OG0000423	Syad.g_02909	Prab.g_00166
OG0000424	Syad.g_02910	Prab.g_00167
OG0000425	Syad.g_02911	Prab.g_00168
OG0000426	Syad.g_02912	Prab.g_00169
OG0000427	Syad.g_02913	Prab.g_00170
OG0000428	Syad.g_02916	Prab.g_00172
OG0000429	Syad.g_02918	Prab.g_00173
OG0000430	Syad.g_02920	Prab.g_00174
OG0000431	Syad.g_02923	Prab.g_00176
OG0000432	Syad.g_02930	Prab.g_00179
OG0000433	Syad.g_02933	Prab.g_00180
OG0000434	Syad.g_02934	Prab.g_00181
OG0000435	Syad.g_02936	Prab.g_00182
OG0000436	Syad.g_02942	Prab.g_00187
OG0000437	Syad.g_02943	Prab.g_00188
OG0000438	Syad.g_02944	Prab.g_00189
OG0000439	Syad.g_02946	Prab.g_00191
OG0000440	Syad.g_02947	Prab.g_00192
OG0000441	Syad.g_02951	Prab.g_00195
OG0000442	Syad.g_02952	Prab.g_00196
OG0000443	Syad.g_02953	Prab.g_00197
OG0000444	Syad.g_02964	Prab.g_00202
OG0000445	Syad.g_02965	Prab.g_00203
OG0000446	Syad.g_02967	Prab.g_00204
OG0000447	Syad.g_02970	Prab.g_00205
OG0000448	Syad.g_02971	Prab.g_00206
OG0000449	Syad.g_02972	Prab.g_00207
OG0000450	Syad.g_02978	Prab.g_00208
OG0000451	Syad.g_02979	Prab.g_00209
OG0000452	Syad.g_02983	Prab.g_00212
OG0000453	Syad.g_02984	Prab.g_00213
OG0000454	Syad.g_02985	Prab.g_00214
OG0000455	Syad.g_02986	Prab.g_00215
OG0000456	Syad.g_02987	Prab.g_00216
OG0000457	Syad.g_02989	Prab.g_00217
OG0000458	Syad.g_02998	Prab.g_00218
OG0000459	Syad.g_02999	Prab.g_00219
OG0000460	Syad.g_00815	Prab.g_00226
OG0000461	Syad.g_00579	Prab.g_00232
OG0000462	Syad.g_00576	Prab.g_00234
OG0000463	Syad.g_00575	Prab.g_00235
OG0000464	Syad.g_00574	Prab.g_00236
OG0000465	Syad.g_00573	Prab.g_00237
OG0000466	Syad.g_00568	Prab.g_00240
OG0000467	Syad.g_00566	Prab.g_00241
OG0000468	Syad.g_00561	Prab.g_00243
OG0000469	Syad.g_00545	Prab.g_00251
OG0000470	Syad.g_00542	Prab.g_00253
OG0000471	Syad.g_00541	Prab.g_00254
OG0000472	Syad.g_00539	Prab.g_00255
OG0000473	Syad.g_00537	Prab.g_00257
OG0000474	Syad.g_00536	Prab.g_00258
OG0000475	Syad.g_00535	Prab.g_00259
OG0000476	Syad.g_00533	Prab.g_00260
OG0000477	Syad.g_00528	Prab.g_00263
OG0000478	Syad.g_00527	Prab.g_00264
OG0000479	Syad.g_00526	Prab.g_00265
OG0000480	Syad.g_00520	Prab.g_00270
OG0000481	Syad.g_00518	Prab.g_00272
OG0000482	Syad.g_00517	Prab.g_00273
OG0000483	Syad.g_00513	Prab.g_00276
OG0000484	Syad.g_00512	Prab.g_00277
OG0000485	Syad.g_00511	Prab.g_00278
OG0000486	Syad.g_00510	Prab.g_00279
OG0000487	Syad.g_00503	Prab.g_00283
OG0000488	Syad.g_00499	Prab.g_00286
OG0000489	Syad.g_00487	Prab.g_00291
OG0000490	Syad.g_00475	Prab.g_00296
OG0000491	Syad.g_00474	Prab.g_00297
OG0000492	Syad.g_00472	Prab.g_00299
OG0000493	Syad.g_00471	Prab.g_00300
OG0000494	Syad.g_00470	Prab.g_00301
OG0000495	Syad.g_00469	Prab.g_00302
OG0000496	Syad.g_00468	Prab.g_00303
OG0000497	Syad.g_00467	Prab.g_00304
OG0000498	Syad.g_00466	Prab.g_00305
OG0000499	Syad.g_00465	Prab.g_00306
OG0000500	Syad.g_00464	Prab.g_00307
OG0000501	Syad.g_00461	Prab.g_00309
OG0000502	Syad.g_00449	Prab.g_00312
OG0000503	Syad.g_00761	Prab.g_00322
OG0000504	Syad.g_00763	Prab.g_00323
OG0000505	Syad.g_00764	Prab.g_00324
OG0000506	Syad.g_00766	Prab.g_00325
OG0000507	Syad.g_00772	Prab.g_00328
OG0000508	Syad.g_00776	Prab.g_00332
OG0000509	Syad.g_00778	Prab.g_00334
OG0000510	Syad.g_00779	Prab.g_00335
OG0000511	Syad.g_00780	Prab.g_00336
OG0000512	Syad.g_00782	Prab.g_00338
OG0000513	Syad.g_00789	Prab.g_00345
OG0000514	Syad.g_00795	Prab.g_00434
OG0000515	Syad.g_00796	Prab.g_00435
OG0000516	Syad.g_02456	Prab.g_00436
OG0000517	Syad.g_02451	Prab.g_00438
OG0000518	Syad.g_02439	Prab.g_00449
OG0000519	Syad.g_02438	Prab.g_00450
OG0000520	Syad.g_02437	Prab.g_00454
OG0000521	Syad.g_01108	Prab.g_00459
OG0000522	Syad.g_01109	Prab.g_00460
OG0000523	Syad.g_01110	Prab.g_00461
OG0000524	Syad.g_02386	Prab.g_00466
OG0000525	Syad.g_02363	Prab.g_00469
OG0000526	Syad.g_02360	Prab.g_00470
OG0000527	Syad.g_02355	Prab.g_00477
OG0000528	Syad.g_00897	Prab.g_00482
OG0000529	Syad.g_00905	Prab.g_00485
OG0000530	Syad.g_00908	Prab.g_00488
OG0000531	Syad.g_00909	Prab.g_00489
OG0000532	Syad.g_00912	Prab.g_00491
OG0000533	Syad.g_00913	Prab.g_00492
OG0000534	Syad.g_00914	Prab.g_00493
OG0000535	Syad.g_00915	Prab.g_00494
OG0000536	Syad.g_00916	Prab.g_00495
OG0000537	Syad.g_00917	Prab.g_00496
OG0000538	Syad.g_00929	Prab.g_00504
OG0000539	Syad.g_00930	Prab.g_00505
OG0000540	Syad.g_00931	Prab.g_00506
OG0000541	Syad.g_00932	Prab.g_00507
OG0000542	Syad.g_00935	Prab.g_00509
OG0000543	Syad.g_00937	Prab.g_00511
OG0000544	Syad.g_00938	Prab.g_00512
OG0000545	Syad.g_00940	Prab.g_00514
OG0000546	Syad.g_00942	Prab.g_00517
OG0000547	Syad.g_00944	Prab.g_00519
OG0000548	Syad.g_00945	Prab.g_00520
OG0000549	Syad.g_00952	Prab.g_00522
OG0000550	Syad.g_00956	Prab.g_00527
OG0000551	Syad.g_00960	Prab.g_00531
OG0000552	Syad.g_00961	Prab.g_00532
OG0000553	Syad.g_00965	Prab.g_00533
OG0000554	Syad.g_00978	Prab.g_00538
OG0000555	Syad.g_00999	Prab.g_00546
OG0000556	Syad.g_01003	Prab.g_00548
OG0000557	Syad.g_01011	Prab.g_00549
OG0000558	Syad.g_01013	Prab.g_00551
OG0000559	Syad.g_01016	Prab.g_00555
OG0000560	Syad.g_01019	Prab.g_00558
OG0000561	Syad.g_01020	Prab.g_00559
OG0000562	Syad.g_01021	Prab.g_00560
OG0000563	Syad.g_01022	Prab.g_00561
OG0000564	Syad.g_01023	Prab.g_00562
OG0000565	Syad.g_01027	Prab.g_00565
OG0000566	Syad.g_01031	Prab.g_00568
OG0000567	Syad.g_01035	Prab.g_00572
OG0000568	Syad.g_01040	Prab.g_00573
OG0000569	Syad.g_01041	Prab.g_00574
OG0000570	Syad.g_01042	Prab.g_00575
OG0000571	Syad.g_01046	Prab.g_00577
OG0000572	Syad.g_01064	Prab.g_00590
OG0000573	Syad.g_01072	Prab.g_00596
OG0000574	Syad.g_01077	Prab.g_00597
OG0000575	Syad.g_01083	Prab.g_00601
OG0000576	Syad.g_01085	Prab.g_00603
OG0000577	Syad.g_01086	Prab.g_00604
OG0000578	Syad.g_01087	Prab.g_00605
OG0000579	Syad.g_01088	Prab.g_00606
OG0000580	Syad.g_01089	Prab.g_00607
OG0000581	Syad.g_01097	Prab.g_00609
OG0000582	Syad.g_02206	Prab.g_00612
OG0000583	Syad.g_02205	Prab.g_00613
OG0000584	Syad.g_02204	Prab.g_00614
OG0000585	Syad.g_02202	Prab.g_00616
