Orthogroup	Syad	Syae
OG0000030	Syad.g_00328	Syae.g_01817
OG0000030	Syad.g_00327	Syae.g_01816
OG0000031	Syad.g_00458	Syae.g_01911
OG0000032	Syad.g_02326	Syae.g_02607
OG0000033	Syad.g_02903	Syae.g_01453
OG0000034	Syad.g_02420, Syad.g_02872	Syae.g_00975, Syae.g_01424
OG0000035	Syad.g_02275	Syae.g_02653
OG0000037	Syad.g_02805	Syae.g_01367
OG0000038	Syad.g_03038	Syae.g_01571
OG0000039	Syad.g_01249	Syae.g_00822
OG0000039	Syad.g_01111	Syae.g_02495
OG0000040	Syad.g_00104	Syae.g_01653
OG0000041	Syad.g_02498	Syae.g_01042
OG0000041	Syad.g_01281	Syae.g_00802
OG0000042	Syad.g_00333	Syae.g_01821
OG0000043	Syad.g_02119	Syae.g_00117
OG0000044	Syad.g_02214	Syae.g_01067
OG0000045	Syad.g_00964	Syae.g_00732
OG0000046	Syad.g_00730	Syae.g_02161
OG0000046	Syad.g_00736	Syae.g_02168
OG0000047	Syad.g_00754	Syae.g_02184
OG0000048	Syad.g_00534	Syae.g_01982
OG0000050	Syad.g_02478	Syae.g_01023
OG0000050	Syad.g_02114	Syae.g_00122
OG0000051	Syad.g_00842	Syae.g_00438
OG0000052	Syad.g_00434	Syae.g_01886
OG0000053	Syad.g_02302	Syae.g_02629
OG0000054	Syad.g_02209	Syae.g_00014
OG0000055	Syad.g_01255	Syae.g_00817
OG0000057	Syad.g_01301	Syae.g_00782
OG0000058	Syad.g_00452	Syae.g_01905
OG0000059	Syad.g_00642	Syae.g_02074
OG0000060	Syad.g_02370	Syae.g_02514
OG0000060	Syad.g_00899	Syae.g_02306
OG0000060	Syad.g_01508	Syae.g_00649
OG0000061	Syad.g_01152	Syae.g_00921
OG0000062	Syad.g_02598	Syae.g_01145
OG0000063	Syad.g_00202	Syae.g_01752
OG0000064	Syad.g_00873	Syae.g_00012
OG0000064	Syad.g_00081, Syad.g_02125	Syae.g_01631
OG0000065	Syad.g_02574	Syae.g_00722
OG0000065	Syad.g_02801	Syae.g_01363
OG0000066	Syad.g_00992	Syae.g_02386
OG0000067	Syad.g_01889	Syae.g_00521
OG0000068	Syad.g_00891	Syae.g_02299
OG0000070	Syad.g_02424	Syae.g_00979
OG0000071	Syad.g_02405	Syae.g_00961
OG0000072	Syad.g_02905	Syae.g_01455
OG0000073	Syad.g_00926	Syae.g_02330
OG0000075	Syad.g_00416	Syae.g_01871
OG0000076	Syad.g_00348	Syae.g_01829
OG0000077	Syad.g_02741	Syae.g_01297
OG0000078	Syad.g_00824	Syae.g_02243
OG0000079	Syad.g_00565	Syae.g_02011
OG0000081	Syad.g_00833	Syae.g_02261
OG0000082	Syad.g_01063	Syae.g_02447
OG0000084	Syad.g_02272	Syae.g_02656
OG0000085	Syad.g_02612	Syae.g_01152
OG0000086	Syad.g_02770	Syae.g_01333
OG0000087	Syad.g_02860	Syae.g_01414
OG0000088	Syad.g_02899	Syae.g_01449
OG0000089	Syad.g_00785	Syae.g_02219
OG0000090	Syad.g_00977	Syae.g_02374
OG0000091	Syad.g_02144	Syae.g_00082
OG0000092	Syad.g_01190	Syae.g_00884
OG0000093	Syad.g_01905	Syae.g_00537
OG0000094	Syad.g_01676	Syae.g_00430
OG0000095	Syad.g_01290	Syae.g_00793
OG0000097	Syad.g_01458	Syae.g_00683
OG0000098	Syad.g_00625	Syae.g_02058
OG0000099	Syad.g_00460	Syae.g_01913
OG0000100	Syad.g_01846	Syae.g_00489
OG0000101	Syad.g_00694	Syae.g_02125
OG0000102	Syad.g_00343	Syae.g_01824
OG0000103	Syad.g_00143	Syae.g_01694
OG0000104	Syad.g_00158	Syae.g_01708
OG0000105	Syad.g_00530	Syae.g_01977
OG0000106	Syad.g_01993	Syae.g_00272
OG0000107	Syad.g_00590	Syae.g_02032
OG0000108	Syad.g_00904	Syae.g_02309
OG0000109	Syad.g_00919	Syae.g_02324
OG0000110	Syad.g_01048	Syae.g_02435
OG0000111	Syad.g_01300	Syae.g_00783
OG0000112	Syad.g_01766	Syae.g_00351
OG0000113	Syad.g_01851	Syae.g_00494
OG0000114	Syad.g_01617	Syae.g_00575
OG0000115	Syad.g_02300	Syae.g_02631
OG0000116	Syad.g_01123	Syae.g_00939
OG0000117	Syad.g_01510	Syae.g_00647
OG0000118	Syad.g_01104	Syae.g_02479
OG0000119	Syad.g_01168	Syae.g_00904
OG0000120	Syad.g_00459	Syae.g_01912
OG0000121	Syad.g_02280	Syae.g_02649
OG0000122	Syad.g_02122	Syae.g_00112
OG0000123	Syad.g_00701	Syae.g_02131
OG0000124	Syad.g_00320	Syae.g_01809
OG0000125	Syad.g_03040	Syae.g_01573
OG0000126	Syad.g_00156	Syae.g_01706
OG0000128	Syad.g_00174	Syae.g_01724
OG0000129	Syad.g_03028	Syae.g_01562
OG0000130	Syad.g_02728	Syae.g_01284
OG0000131	Syad.g_02876	Syae.g_01428
OG0000132	Syad.g_02897	Syae.g_01447
OG0000133	Syad.g_01761	Syae.g_00356
OG0000134	Syad.g_00788	Syae.g_02222
OG0000135	Syad.g_00063	Syae.g_01608
OG0000136	Syad.g_02445	Syae.g_00989
OG0000137	Syad.g_02353	Syae.g_02530
OG0000138	Syad.g_00920	Syae.g_02325
OG0000139	Syad.g_00983	Syae.g_02380
OG0000140	Syad.g_00987	Syae.g_02383
OG0000141	Syad.g_02208	Syae.g_00016
OG0000142	Syad.g_02152	Syae.g_00074
OG0000143	Syad.g_02148	Syae.g_00078
OG0000144	Syad.g_02024	Syae.g_00261
OG0000145	Syad.g_00927	Syae.g_02331
OG0000146	Syad.g_01767	Syae.g_00350
OG0000147	Syad.g_01768	Syae.g_00349
OG0000148	Syad.g_01861	Syae.g_00500
OG0000149	Syad.g_01221	Syae.g_00847
OG0000150	Syad.g_02207	Syae.g_00017
OG0000151	Syad.g_01956	Syae.g_00563
OG0000152	Syad.g_01757	Syae.g_00360
OG0000153	Syad.g_01713	Syae.g_00394
OG0000154	Syad.g_01686	Syae.g_00420
OG0000155	Syad.g_01189	Syae.g_00885
OG0000156	Syad.g_01116	Syae.g_00945
OG0000157	Syad.g_01115	Syae.g_00946
OG0000158	Syad.g_00374	Syae.g_01858
OG0000160	Syad.g_02279	Syae.g_02650
OG0000161	Syad.g_02287	Syae.g_02644
OG0000162	Syad.g_02293	Syae.g_02638
OG0000163	Syad.g_02542	Syae.g_01092
OG0000164	Syad.g_02659	Syae.g_01198
OG0000165	Syad.g_02476	Syae.g_01021
OG0000166	Syad.g_00654	Syae.g_02085
OG0000167	Syad.g_00419	Syae.g_01874
OG0000168	Syad.g_00371	Syae.g_01856
OG0000169	Syad.g_00360	Syae.g_01841
OG0000170	Syad.g_00353	Syae.g_01834
OG0000171	Syad.g_00321	Syae.g_01810
OG0000172	Syad.g_00244	Syae.g_01788
OG0000173	Syad.g_00220	Syae.g_01770
OG0000174	Syad.g_00065	Syae.g_01610
OG0000175	Syad.g_00129	Syae.g_01679
OG0000176	Syad.g_00166	Syae.g_01716
OG0000177	Syad.g_00167	Syae.g_01717
OG0000178	Syad.g_00168	Syae.g_01718
OG0000179	Syad.g_00183	Syae.g_01733
OG0000180	Syad.g_00184	Syae.g_01734
OG0000181	Syad.g_00185	Syae.g_01735
OG0000182	Syad.g_00186	Syae.g_01736
OG0000183	Syad.g_00190	Syae.g_01740
OG0000184	Syad.g_03018	Syae.g_01554
OG0000185	Syad.g_03006	Syae.g_01551
OG0000186	Syad.g_02722	Syae.g_01279
OG0000187	Syad.g_02724	Syae.g_01280
OG0000188	Syad.g_02759	Syae.g_01323
OG0000189	Syad.g_02788	Syae.g_01350
OG0000190	Syad.g_02790	Syae.g_01352
OG0000191	Syad.g_02824	Syae.g_01384
OG0000192	Syad.g_02834	Syae.g_01390
OG0000193	Syad.g_02877	Syae.g_01429
OG0000194	Syad.g_02880	Syae.g_01432
OG0000195	Syad.g_02884	Syae.g_01434
OG0000196	Syad.g_02894	Syae.g_01444
OG0000197	Syad.g_02895	Syae.g_01445
OG0000198	Syad.g_02896	Syae.g_01446
OG0000199	Syad.g_02904	Syae.g_01454
OG0000200	Syad.g_02921	Syae.g_01471
OG0000201	Syad.g_02937	Syae.g_01487
OG0000202	Syad.g_02938	Syae.g_01488
OG0000203	Syad.g_02939	Syae.g_01489
OG0000204	Syad.g_02940	Syae.g_01490
OG0000205	Syad.g_02948	Syae.g_01497
OG0000206	Syad.g_02955	Syae.g_01504
OG0000207	Syad.g_02957	Syae.g_01506
OG0000208	Syad.g_02958	Syae.g_01507
OG0000209	Syad.g_02981	Syae.g_01528
OG0000210	Syad.g_02982	Syae.g_01529
OG0000211	Syad.g_00813	Syae.g_02234
OG0000212	Syad.g_00825	Syae.g_02244
OG0000213	Syad.g_00556	Syae.g_02003
OG0000214	Syad.g_00538	Syae.g_01986
OG0000215	Syad.g_00508	Syae.g_01955
OG0000216	Syad.g_00504	Syae.g_01951
OG0000217	Syad.g_00500	Syae.g_01947
OG0000218	Syad.g_00498	Syae.g_01945
OG0000219	Syad.g_00497	Syae.g_01944
OG0000220	Syad.g_00496	Syae.g_01943
OG0000221	Syad.g_00488	Syae.g_01937
OG0000222	Syad.g_00473	Syae.g_01926
OG0000223	Syad.g_00451	Syae.g_01904
OG0000224	Syad.g_00444	Syae.g_01897
OG0000225	Syad.g_00777	Syae.g_02208
OG0000226	Syad.g_00781	Syae.g_02212
OG0000227	Syad.g_00783	Syae.g_02214
OG0000228	Syad.g_00784	Syae.g_02218
OG0000229	Syad.g_02450	Syae.g_00994
OG0000230	Syad.g_02448	Syae.g_00992
OG0000231	Syad.g_02436	Syae.g_00980
OG0000232	Syad.g_02392	Syae.g_02496
OG0000233	Syad.g_02382	Syae.g_02504
OG0000234	Syad.g_02351	Syae.g_02532
OG0000235	Syad.g_00903	Syae.g_02308
OG0000236	Syad.g_00918	Syae.g_02323
OG0000237	Syad.g_00936	Syae.g_02340
OG0000238	Syad.g_00941	Syae.g_02345
OG0000239	Syad.g_00957	Syae.g_02360
OG0000240	Syad.g_00958	Syae.g_02361
OG0000241	Syad.g_02160	Syae.g_00065
OG0000242	Syad.g_00975	Syae.g_02372
OG0000243	Syad.g_01000	Syae.g_02391
OG0000244	Syad.g_01012	Syae.g_02399
OG0000245	Syad.g_01014	Syae.g_02401
OG0000246	Syad.g_01017	Syae.g_02405
OG0000247	Syad.g_01029	Syae.g_02416
OG0000248	Syad.g_01032	Syae.g_02419
OG0000249	Syad.g_01034	Syae.g_02421
OG0000250	Syad.g_01044	Syae.g_02431
OG0000251	Syad.g_01071	Syae.g_02455
OG0000252	Syad.g_01078	Syae.g_02458
OG0000253	Syad.g_01081	Syae.g_02459
OG0000254	Syad.g_02203	Syae.g_00021
OG0000255	Syad.g_02185	Syae.g_00041
OG0000256	Syad.g_02167	Syae.g_00058
OG0000257	Syad.g_02161	Syae.g_00064
OG0000258	Syad.g_02143	Syae.g_00083
OG0000259	Syad.g_01576	Syae.g_00608
OG0000260	Syad.g_01587	Syae.g_00603
OG0000261	Syad.g_01590	Syae.g_00600
OG0000262	Syad.g_01595	Syae.g_00595
OG0000263	Syad.g_01475	Syae.g_00671
OG0000264	Syad.g_01360	Syae.g_00761
OG0000266	Syad.g_01804	Syae.g_00457
OG0000267	Syad.g_01645	Syae.g_00304
OG0000268	Syad.g_01646	Syae.g_00308
OG0000269	Syad.g_01894	Syae.g_00526
OG0000270	Syad.g_01891	Syae.g_00523
OG0000271	Syad.g_01883	Syae.g_00515
OG0000272	Syad.g_01882	Syae.g_00514
OG0000273	Syad.g_01247	Syae.g_00825
OG0000274	Syad.g_01246	Syae.g_00826
OG0000275	Syad.g_01242	Syae.g_00832
OG0000276	Syad.g_01229	Syae.g_00839
OG0000277	Syad.g_01228	Syae.g_00840
OG0000278	Syad.g_01225	Syae.g_00843
OG0000279	Syad.g_01208	Syae.g_00851
OG0000280	Syad.g_01198	Syae.g_00877
OG0000281	Syad.g_00624	Syae.g_02057
OG0000282	Syad.g_01619	Syae.g_00573
OG0000283	Syad.g_01661	Syae.g_00321
OG0000284	Syad.g_01787	Syae.g_00327
OG0000285	Syad.g_01776	Syae.g_00340
OG0000286	Syad.g_01758	Syae.g_00359
OG0000287	Syad.g_01720	Syae.g_00387
OG0000288	Syad.g_01687	Syae.g_00419
OG0000289	Syad.g_01672	Syae.g_00433
OG0000290	Syad.g_01287	Syae.g_00796
OG0000291	Syad.g_01289	Syae.g_00794
OG0000292	Syad.g_00155	Syae.g_01705
OG0000293	Syad.g_01124	Syae.g_00938
OG0000294	Syad.g_01125	Syae.g_00937
OG0000295	Syad.g_01181	Syae.g_00893
OG0000296	Syad.g_01183	Syae.g_00891
OG0000297	Syad.g_01512	Syae.g_00645
OG0000298	Syad.g_01511	Syae.g_00646
OG0000299	Syad.g_01462	Syae.g_00680
OG0000300	Syad.g_01455	Syae.g_00686
OG0000301	Syad.g_01454	Syae.g_00687
OG0000302	Syad.g_01453	Syae.g_00691
OG0000303	Syad.g_01442	Syae.g_00700
OG0000304	Syad.g_01436	Syae.g_00706
OG0000305	Syad.g_01292	Syae.g_00791
OG0000306	Syad.g_01989	Syae.g_00277
OG0000307	Syad.g_00883	Syae.g_02290
OG0000308	Syad.g_00881	Syae.g_02288
OG0000309	Syad.g_00876	Syae.g_02283
OG0000310	Syad.g_02250	Syae.g_02687
OG0000311	Syad.g_02254	Syae.g_02682
OG0000312	Syad.g_02265	Syae.g_02664
OG0000313	Syad.g_02284	Syae.g_02647
OG0000314	Syad.g_02313	Syae.g_02618
OG0000315	Syad.g_02323	Syae.g_02609
OG0000316	Syad.g_02564	Syae.g_01118
OG0000317	Syad.g_02620	Syae.g_01160
OG0000318	Syad.g_02624	Syae.g_01164
OG0000319	Syad.g_02642	Syae.g_01181
OG0000320	Syad.g_02644	Syae.g_01183
OG0000321	Syad.g_02645	Syae.g_01184
OG0000322	Syad.g_02646	Syae.g_01185
OG0000323	Syad.g_02661	Syae.g_01200
OG0000324	Syad.g_02505	Syae.g_01049
OG0000325	Syad.g_00591	Syae.g_02033
OG0000326	Syad.g_00598	Syae.g_02040
OG0000327	Syad.g_00649	Syae.g_02080
OG0000328	Syad.g_00650	Syae.g_02081
OG0000329	Syad.g_00668	Syae.g_02099
OG0000330	Syad.g_00669	Syae.g_02100
OG0000331	Syad.g_00670	Syae.g_02101
OG0000332	Syad.g_00685	Syae.g_02116
OG0000333	Syad.g_00688	Syae.g_02119
OG0000334	Syad.g_00697	Syae.g_02128
OG0000335	Syad.g_00702	Syae.g_02132
OG0000336	Syad.g_00706	Syae.g_02136
OG0000337	Syad.g_00425, Syad.g_00427	Syae.g_01879
OG0000338	Syad.g_00421	Syae.g_01876
OG0000339	Syad.g_00414	Syae.g_01869
OG0000340	Syad.g_00370	Syae.g_01855
OG0000341	Syad.g_00368	Syae.g_01853
OG0000342	Syad.g_00367	Syae.g_01852
OG0000343	Syad.g_00366	Syae.g_01848
OG0000344	Syad.g_00362	Syae.g_01843
OG0000345	Syad.g_00352	Syae.g_01833
OG0000346	Syad.g_00347	Syae.g_01828
OG0000347	Syad.g_00318	Syae.g_01805
OG0000348	Syad.g_00233	Syae.g_01781
OG0000349	Syad.g_00213	Syae.g_01763
OG0000350	Syad.g_00605	Syae.g_02047
OG0000351	Syad.g_00134	Syae.g_01684
OG0000352	Syad.g_00135	Syae.g_01685
OG0000353	Syad.g_00161	Syae.g_01711
OG0000354	Syad.g_00947	Syae.g_02351
OG0000354	Syad.g_00181	Syae.g_01731
OG0000355	Syad.g_00163	Syae.g_01713
OG0000356	Syad.g_00164	Syae.g_01714
OG0000357	Syad.g_00165	Syae.g_01715
OG0000358	Syad.g_00169	Syae.g_01719
OG0000359	Syad.g_00171	Syae.g_01721
OG0000360	Syad.g_00172	Syae.g_01722
OG0000361	Syad.g_00173	Syae.g_01723
OG0000362	Syad.g_00175	Syae.g_01725
OG0000363	Syad.g_00177	Syae.g_01727
OG0000364	Syad.g_00178	Syae.g_01728
OG0000365	Syad.g_00187	Syae.g_01737
OG0000366	Syad.g_00188	Syae.g_01738
OG0000367	Syad.g_00189	Syae.g_01739
OG0000368	Syad.g_00191	Syae.g_01741
OG0000369	Syad.g_00192	Syae.g_01742
OG0000370	Syad.g_00193	Syae.g_01743
OG0000371	Syad.g_00201	Syae.g_01751
OG0000372	Syad.g_00206	Syae.g_01756
OG0000373	Syad.g_00207	Syae.g_01757
OG0000374	Syad.g_00208	Syae.g_01758
OG0000375	Syad.g_00209	Syae.g_01759
OG0000376	Syad.g_00211	Syae.g_01761
OG0000377	Syad.g_03027	Syae.g_01561
OG0000378	Syad.g_03012	Syae.g_01553
OG0000379	Syad.g_03005	Syae.g_01550
OG0000380	Syad.g_02725	Syae.g_01281
OG0000381	Syad.g_02729	Syae.g_01285
OG0000382	Syad.g_02758	Syae.g_01322
OG0000383	Syad.g_02761	Syae.g_01324
OG0000384	Syad.g_02762	Syae.g_01325
OG0000385	Syad.g_02763	Syae.g_01326
OG0000386	Syad.g_02764	Syae.g_01327
OG0000387	Syad.g_02792	Syae.g_01354
OG0000388	Syad.g_02796	Syae.g_01358
OG0000389	Syad.g_02800	Syae.g_01362
OG0000390	Syad.g_02818	Syae.g_01378
OG0000391	Syad.g_02823	Syae.g_01383
OG0000392	Syad.g_02833	Syae.g_01389
OG0000393	Syad.g_02837	Syae.g_01392
OG0000394	Syad.g_02838	Syae.g_01393
OG0000395	Syad.g_02839	Syae.g_01394
OG0000396	Syad.g_02843	Syae.g_01397
OG0000397	Syad.g_02845	Syae.g_01400
OG0000398	Syad.g_02850	Syae.g_01405
OG0000399	Syad.g_02851	Syae.g_01406
OG0000400	Syad.g_02852	Syae.g_01407
OG0000401	Syad.g_02853	Syae.g_01408
OG0000402	Syad.g_02855	Syae.g_01410
OG0000403	Syad.g_02856	Syae.g_01411
OG0000404	Syad.g_02858	Syae.g_01412
OG0000405	Syad.g_02874	Syae.g_01426
OG0000406	Syad.g_02878	Syae.g_01430
OG0000407	Syad.g_02879	Syae.g_01431
OG0000408	Syad.g_02883	Syae.g_01433
OG0000409	Syad.g_02885	Syae.g_01435
OG0000410	Syad.g_02886	Syae.g_01436
OG0000411	Syad.g_02887	Syae.g_01437
OG0000412	Syad.g_02888	Syae.g_01438
OG0000413	Syad.g_02890	Syae.g_01440
OG0000415	Syad.g_02891	Syae.g_01441
OG0000416	Syad.g_02892	Syae.g_01442
OG0000417	Syad.g_02893	Syae.g_01443
OG0000418	Syad.g_02898	Syae.g_01448
OG0000419	Syad.g_02900	Syae.g_01450
OG0000420	Syad.g_02902	Syae.g_01452
OG0000421	Syad.g_02907	Syae.g_01457
OG0000422	Syad.g_02908	Syae.g_01458
OG0000423	Syad.g_02909	Syae.g_01459
OG0000424	Syad.g_02910	Syae.g_01460
OG0000425	Syad.g_02911	Syae.g_01461
OG0000426	Syad.g_02912	Syae.g_01462
OG0000427	Syad.g_02913	Syae.g_01463
OG0000428	Syad.g_02916	Syae.g_01466
OG0000429	Syad.g_02918	Syae.g_01468
OG0000430	Syad.g_02920	Syae.g_01470
OG0000431	Syad.g_02923	Syae.g_01473
OG0000432	Syad.g_02930	Syae.g_01481
OG0000433	Syad.g_02933	Syae.g_01484
OG0000434	Syad.g_02934	Syae.g_01485
OG0000435	Syad.g_02936	Syae.g_01486
OG0000436	Syad.g_02942	Syae.g_01491
OG0000437	Syad.g_02943	Syae.g_01492
OG0000438	Syad.g_02944	Syae.g_01493
OG0000439	Syad.g_02946	Syae.g_01495
OG0000440	Syad.g_02947	Syae.g_01496
OG0000441	Syad.g_02951	Syae.g_01501
OG0000442	Syad.g_02952	Syae.g_01502
OG0000443	Syad.g_02953	Syae.g_01503
OG0000444	Syad.g_02964	Syae.g_01509
OG0000445	Syad.g_02965	Syae.g_01510
OG0000446	Syad.g_02967	Syae.g_01512
OG0000447	Syad.g_02970	Syae.g_01517
OG0000448	Syad.g_02971	Syae.g_01518
OG0000449	Syad.g_02972	Syae.g_01519
OG0000450	Syad.g_02978	Syae.g_01525
OG0000451	Syad.g_02979	Syae.g_01526
OG0000452	Syad.g_02983	Syae.g_01530
OG0000453	Syad.g_02984	Syae.g_01531
OG0000454	Syad.g_02985	Syae.g_01532
OG0000455	Syad.g_02986	Syae.g_01533
OG0000456	Syad.g_02987	Syae.g_01534
OG0000457	Syad.g_02989	Syae.g_01536
OG0000458	Syad.g_02998	Syae.g_01538
OG0000459	Syad.g_02999	Syae.g_01539
OG0000460	Syad.g_00815	Syae.g_02236
OG0000461	Syad.g_00579	Syae.g_02024
OG0000462	Syad.g_00576	Syae.g_02021
OG0000463	Syad.g_00575	Syae.g_02020
OG0000464	Syad.g_00574	Syae.g_02019
OG0000465	Syad.g_00573	Syae.g_02018
OG0000466	Syad.g_00568	Syae.g_02014
OG0000467	Syad.g_00566	Syae.g_02012
OG0000468	Syad.g_00561	Syae.g_02007
OG0000469	Syad.g_00545	Syae.g_01992
OG0000470	Syad.g_00542	Syae.g_01990
OG0000471	Syad.g_00541	Syae.g_01989
OG0000472	Syad.g_00539	Syae.g_01987
OG0000473	Syad.g_00537	Syae.g_01985
OG0000474	Syad.g_00536	Syae.g_01984
OG0000475	Syad.g_00535	Syae.g_01983
OG0000476	Syad.g_00533	Syae.g_01981
OG0000477	Syad.g_00528	Syae.g_01975
OG0000478	Syad.g_00527	Syae.g_01974
OG0000479	Syad.g_00526	Syae.g_01973
OG0000480	Syad.g_00520	Syae.g_01966
OG0000481	Syad.g_00518	Syae.g_01964
OG0000482	Syad.g_00517	Syae.g_01963
OG0000483	Syad.g_00513	Syae.g_01959
OG0000484	Syad.g_00512	Syae.g_01958
OG0000485	Syad.g_00511	Syae.g_01957
OG0000486	Syad.g_00510	Syae.g_01956
OG0000487	Syad.g_00503	Syae.g_01950
OG0000488	Syad.g_00499	Syae.g_01946
OG0000489	Syad.g_00487	Syae.g_01936
OG0000490	Syad.g_00475	Syae.g_01928
OG0000491	Syad.g_00474	Syae.g_01927
OG0000492	Syad.g_00472	Syae.g_01925
OG0000493	Syad.g_00471	Syae.g_01924
OG0000494	Syad.g_00470	Syae.g_01923
OG0000495	Syad.g_00469	Syae.g_01922
OG0000496	Syad.g_00468	Syae.g_01921
OG0000497	Syad.g_00467	Syae.g_01920
OG0000498	Syad.g_00466	Syae.g_01919
OG0000499	Syad.g_00465	Syae.g_01918
OG0000500	Syad.g_00464	Syae.g_01917
OG0000501	Syad.g_00461	Syae.g_01914
OG0000502	Syad.g_00449	Syae.g_01902
OG0000503	Syad.g_00761	Syae.g_02192
OG0000504	Syad.g_00763	Syae.g_02194
OG0000505	Syad.g_00764	Syae.g_02195
OG0000506	Syad.g_00766	Syae.g_02197
OG0000507	Syad.g_00772	Syae.g_02203
OG0000508	Syad.g_00776	Syae.g_02207
OG0000509	Syad.g_00778	Syae.g_02209
OG0000510	Syad.g_00779	Syae.g_02210
OG0000511	Syad.g_00780	Syae.g_02211
OG0000512	Syad.g_00782	Syae.g_02213
OG0000513	Syad.g_00789	Syae.g_02223
OG0000514	Syad.g_00795	Syae.g_02229
OG0000515	Syad.g_00796	Syae.g_02230
OG0000516	Syad.g_02456	Syae.g_01000
OG0000517	Syad.g_02451	Syae.g_00995
OG0000518	Syad.g_02439	Syae.g_00983
OG0000519	Syad.g_02438	Syae.g_00982
OG0000520	Syad.g_02437	Syae.g_00981
OG0000521	Syad.g_01108	Syae.g_02491
OG0000522	Syad.g_01109	Syae.g_02493
OG0000523	Syad.g_01110	Syae.g_02494
OG0000524	Syad.g_02386	Syae.g_02501
OG0000525	Syad.g_02363	Syae.g_02520
OG0000526	Syad.g_02360	Syae.g_02523
OG0000527	Syad.g_02355	Syae.g_02528
OG0000528	Syad.g_00897	Syae.g_02304
OG0000529	Syad.g_00905	Syae.g_02310
OG0000530	Syad.g_00908	Syae.g_02313
OG0000531	Syad.g_00909	Syae.g_02314
OG0000532	Syad.g_00912	Syae.g_02317
OG0000533	Syad.g_00913	Syae.g_02318
OG0000534	Syad.g_00914	Syae.g_02319
OG0000535	Syad.g_00915	Syae.g_02320
OG0000536	Syad.g_00916	Syae.g_02321
OG0000537	Syad.g_00917	Syae.g_02322
OG0000538	Syad.g_00929	Syae.g_02333
OG0000539	Syad.g_00930	Syae.g_02334
OG0000540	Syad.g_00931	Syae.g_02335
OG0000541	Syad.g_00932	Syae.g_02336
OG0000542	Syad.g_00935	Syae.g_02339
OG0000543	Syad.g_00937	Syae.g_02341
OG0000544	Syad.g_00938	Syae.g_02342
OG0000545	Syad.g_00940	Syae.g_02344
OG0000546	Syad.g_00942	Syae.g_02346
OG0000547	Syad.g_00944	Syae.g_02348
OG0000548	Syad.g_00945	Syae.g_02349
OG0000549	Syad.g_00952	Syae.g_02354
OG0000550	Syad.g_00956	Syae.g_02358
OG0000551	Syad.g_00960	Syae.g_02363
OG0000552	Syad.g_00961	Syae.g_02364
OG0000553	Syad.g_00965	Syae.g_02366
OG0000554	Syad.g_00978	Syae.g_02375
OG0000555	Syad.g_00999	Syae.g_02390
OG0000556	Syad.g_01003	Syae.g_02394
OG0000557	Syad.g_01011	Syae.g_02398
OG0000558	Syad.g_01013	Syae.g_02400
OG0000559	Syad.g_01016	Syae.g_02404
OG0000560	Syad.g_01019	Syae.g_02407
OG0000561	Syad.g_01020	Syae.g_02408
OG0000562	Syad.g_01021	Syae.g_02409
OG0000563	Syad.g_01022	Syae.g_02410
OG0000564	Syad.g_01023	Syae.g_02411
OG0000565	Syad.g_01027	Syae.g_02414
